Id_transect,Pasture,Date,Date_mean,Year,Season,Low,High,Biomass_kg_ha,geometry
25NW_P1_1.0,25NW,2020-06-08,2020-06-08,2020,June,0.81,4.88,224.94932912268996,
25NW_P1_1.0,25NW,2021-06-17,2021-06-18,2021,June,1.69,12.5,483.2912591171687,
25NW_P1_1.0,25NW,2022-06-13,2022-06-11,2022,June,1.31,13.81,429.35135684461466,
25NW_P1_1.0,25NW,2023-06-16,2023-06-15,2023,June,2.94,11.06,671.8583693397627,
25NW_P1_2.0,25NW,2014-06-12,2014-06-12,2014,June,3.69,10.56,780.5220838194293,
25NW_P1_2.0,25NW,2015-06-12,2015-06-12,2015,June,3.19,16.0,788.4729515425964,
25NW_P1_2.0,25NW,2016-06-12,2016-06-12,2016,June,4.12,17.38,961.1863370929361,
25NW_P1_2.0,25NW,2017-06-12,2017-06-12,2017,June,3.5,9.69,735.7167844858776,
25NW_P1_2.0,25NW,2018-06-14,2018-06-13,2018,June,2.19,10.12,535.5684970151395,
25NW_P1_2.0,25NW,2019-06-14,2019-06-17,2019,June,2.12,7.19,477.36406242846704,
25NW_P1_2.0,25NW,2020-06-08,2020-06-08,2020,June,0.88,4.44,230.65915041254434,
25NW_P1_2.0,25NW,2021-06-17,2021-06-18,2021,June,1.56,10.38,432.29355279904644,
25NW_P1_2.0,25NW,2022-06-13,2022-06-11,2022,June,1.75,21.38,599.9876200699488,
25NW_P1_2.0,25NW,2023-06-16,2023-06-15,2023,June,2.69,16.06,705.2179928634786,
25NW_P1_3.0,25NW,2014-06-12,2014-06-12,2014,June,6.81,10.06,1227.8025617448418,
25NW_P1_3.0,25NW,2015-06-12,2015-06-12,2015,June,3.0,17.31,775.3331690731985,
25NW_P1_3.0,25NW,2016-06-12,2016-06-12,2016,June,3.0,18.25,788.3323990531319,
25NW_P1_3.0,25NW,2017-06-12,2017-06-12,2017,June,2.38,6.75,510.28489230594573,
25NW_P1_3.0,25NW,2018-06-14,2018-06-13,2018,June,2.69,12.38,652.1026148467519,
25NW_P1_3.0,25NW,2019-06-14,2019-06-17,2019,June,2.38,7.5,523.6108442000905,
25NW_P1_3.0,25NW,2020-06-08,2020-06-08,2020,June,0.88,4.12,225.7856448759088,
25NW_P1_3.0,25NW,2021-06-17,2021-06-18,2021,June,1.69,8.19,423.4951898703601,
25NW_P1_3.0,25NW,2022-06-13,2022-06-11,2022,June,0.88,1.88,186.39623510106057,
25NW_P1_3.0,25NW,2023-06-16,2023-06-15,2023,June,1.94,9.44,483.89371919957125,
25NW_P1_4.0,25NW,2014-06-12,2014-06-12,2014,June,5.19,10.38,1001.6006172641963,
25NW_P1_4.0,25NW,2015-06-12,2015-06-12,2015,June,2.56,12.69,635.2594869689113,
25NW_P1_4.0,25NW,2016-06-12,2016-06-12,2016,June,3.12,25.62,905.147712446027,
25NW_P1_4.0,25NW,2017-06-12,2017-06-12,2017,June,2.31,11.75,579.7809793537292,
25NW_P1_4.0,25NW,2018-06-14,2018-06-13,2018,June,1.94,11.06,507.40159603172145,
25NW_P1_4.0,25NW,2019-06-14,2019-06-17,2019,June,2.44,10.75,586.2536292570518,
25NW_P1_4.0,25NW,2020-06-08,2020-06-08,2020,June,0.81,4.69,222.24083632273687,
25NW_P1_4.0,25NW,2021-06-17,2021-06-18,2021,June,1.44,11.75,428.6723955469534,
25NW_P1_4.0,25NW,2022-06-13,2022-06-11,2022,June,0.94,6.75,273.6713884056985,
25NW_P1_4.0,25NW,2023-06-16,2023-06-15,2023,June,2.5,11.62,609.3650486767197,
25NW_P2_1.0,25NW,2014-06-12,2014-06-12,2014,June,7.69,12.88,1416.3501358143583,
25NW_P2_1.0,25NW,2015-06-12,2015-06-12,2015,June,4.06,17.94,960.0991534055448,
25NW_P2_1.0,25NW,2016-06-12,2016-06-12,2016,June,4.94,26.06,1224.2244036454233,
25NW_P2_1.0,25NW,2017-06-12,2017-06-12,2017,June,3.44,18.38,864.5355077913925,
25NW_P2_1.0,25NW,2018-06-14,2018-06-13,2018,June,4.0,22.56,1017.6111899837764,
25NW_P2_1.0,25NW,2019-06-19,2019-06-17,2019,June,4.31,14.19,939.6025107643949,
25NW_P2_1.0,25NW,2020-06-08,2020-06-08,2020,June,1.06,11.31,352.3648410835072,
25NW_P2_1.0,25NW,2021-06-17,2021-06-18,2021,June,3.5,23.88,950.0606841442404,
25NW_P2_1.0,25NW,2022-06-13,2022-06-11,2022,June,2.19,21.06,680.0760174678401,
25NW_P2_1.0,25NW,2023-06-16,2023-06-15,2023,June,2.75,20.06,768.9927059754057,
25NW_P2_2.0,25NW,2014-06-12,2014-06-12,2014,June,4.38,20.69,1053.6549591614157,
25NW_P2_2.0,25NW,2015-06-12,2015-06-12,2015,June,4.31,23.5,1082.8401932426284,
25NW_P2_2.0,25NW,2016-06-12,2016-06-12,2016,June,3.5,28.88,1013.7347179039533,
25NW_P2_2.0,25NW,2017-06-12,2017-06-12,2017,June,3.75,18.44,916.8857202945974,
25NW_P2_2.0,25NW,2018-06-14,2018-06-13,2018,June,2.0,27.44,715.000488511754,
25NW_P2_2.0,25NW,2019-06-19,2019-06-17,2019,June,4.19,20.75,1023.3374553151672,
25NW_P2_2.0,25NW,2020-06-08,2020-06-08,2020,June,2.06,16.94,606.1883269367171,
25NW_P2_2.0,25NW,2021-06-17,2021-06-18,2021,June,1.94,32.88,758.8852576160568,
25NW_P2_2.0,25NW,2022-06-13,2022-06-11,2022,June,1.62,15.38,506.34955868244975,
25NW_P2_2.0,25NW,2023-06-16,2023-06-15,2023,June,2.5,38.62,932.4451931201872,
25NW_P2_3.0,25NW,2014-06-12,2014-06-12,2014,June,5.31,17.88,1157.5992518312153,
25NW_P2_3.0,25NW,2015-06-12,2015-06-12,2015,June,2.43,15.79,656.7958043117483,
25NW_P2_3.0,25NW,2016-06-12,2016-06-12,2016,June,5.69,26.5,1353.8975398047708,
25NW_P2_3.0,25NW,2017-06-12,2017-06-12,2017,June,4.14,18.07,975.0506176155166,
25NW_P2_3.0,25NW,2018-06-14,2018-06-13,2018,June,2.21,20.79,680.5757110746146,
25NW_P2_3.0,25NW,2019-06-19,2019-06-17,2019,June,4.12,17.38,961.1863370929361,
25NW_P2_3.0,25NW,2020-06-08,2020-06-08,2020,June,1.25,14.44,425.0130466341658,
25NW_P2_3.0,25NW,2021-06-17,2021-06-18,2021,June,1.57,19.14,540.0244949090746,
25NW_P2_3.0,25NW,2022-06-13,2022-06-11,2022,June,1.29,10.36,383.8025191487974,
25NW_P2_3.0,25NW,2023-06-16,2023-06-15,2023,June,2.06,14.19,570.8954220246104,
25NW_P2_4.0,25NW,2014-06-12,2014-06-12,2014,June,6.19,16.12,1261.340059284664,
25NW_P2_4.0,25NW,2015-06-12,2015-06-12,2015,June,3.31,15.88,806.5329391027815,
25NW_P2_4.0,25NW,2016-06-12,2016-06-12,2016,June,8.25,29.56,1809.1848438445797,
25NW_P2_4.0,25NW,2017-06-12,2017-06-12,2017,June,6.12,25.81,1412.869119812707,
25NW_P2_4.0,25NW,2018-06-14,2018-06-13,2018,June,5.0,24.25,1207.8781008836927,
25NW_P2_4.0,25NW,2019-06-19,2019-06-17,2019,June,6.06,21.38,1332.8322977840314,
25NW_P2_4.0,25NW,2020-06-08,2020-06-08,2020,June,1.88,12.25,513.4817590574543,
25NW_P2_4.0,25NW,2021-06-17,2021-06-18,2021,June,5.88,39.81,1570.8927229689552,
25NW_P2_4.0,25NW,2022-06-13,2022-06-11,2022,June,2.19,19.0,655.2676747353216,
25NW_P2_4.0,25NW,2023-06-16,2023-06-15,2023,June,5.25,25.62,1269.0072556433165,
25NW_P3_1.0,25NW,2014-06-12,2014-06-12,2014,June,7.94,19.0,1577.0308694004245,
25NW_P3_1.0,25NW,2015-06-12,2015-06-12,2015,June,4.94,20.12,1135.5123142084549,
25NW_P3_1.0,25NW,2016-06-12,2016-06-12,2016,June,11.31,30.94,2301.4093883602386,
25NW_P3_1.0,25NW,2017-06-12,2017-06-12,2017,June,6.38,25.69,1452.5293982490844,
25NW_P3_1.0,25NW,2018-06-14,2018-06-13,2018,June,3.25,24.31,911.8292738387848,
25NW_P3_1.0,25NW,2019-06-17,2019-06-17,2019,June,6.88,22.25,1474.820582351504,
25NW_P3_1.0,25NW,2020-06-08,2020-06-08,2020,June,1.69,15.75,523.8150870153156,
25NW_P3_1.0,25NW,2021-06-17,2021-06-18,2021,June,2.06,25.44,705.2211996663217,
25NW_P3_1.0,25NW,2022-06-10,2022-06-11,2022,June,1.75,10.0,459.96753045056715,
25NW_P3_1.0,25NW,2023-06-15,2023-06-15,2023,June,2.81,25.75,850.4531852925164,
25NW_P3_2.0,25NW,2014-06-12,2014-06-12,2014,June,5.25,11.62,1035.3309562301808,
25NW_P3_2.0,25NW,2015-06-12,2015-06-12,2015,June,2.88,11.12,663.2427044728379,
25NW_P3_2.0,25NW,2016-06-12,2016-06-12,2016,June,5.25,22.88,1227.9951073919583,
25NW_P3_2.0,25NW,2017-06-12,2017-06-12,2017,June,3.44,11.81,763.3726206528434,
25NW_P3_2.0,25NW,2018-06-14,2018-06-13,2018,June,2.94,10.94,669.904147984562,
25NW_P3_2.0,25NW,2019-06-17,2019-06-17,2019,June,2.69,9.88,612.7478815718788,
25NW_P3_2.0,25NW,2020-06-08,2020-06-08,2020,June,0.94,5.0,249.26497070751478,
25NW_P3_2.0,25NW,2021-06-17,2021-06-18,2021,June,2.25,14.62,609.8120534121865,
25NW_P3_2.0,25NW,2022-06-10,2022-06-11,2022,June,1.56,19.0,536.5171199204214,
25NW_P3_2.0,25NW,2023-06-15,2023-06-15,2023,June,3.94,13.31,866.9701523845031,
25NW_P3_3.0,25NW,2014-06-12,2014-06-12,2014,June,7.62,12.38,1395.3426110721969,
25NW_P3_3.0,25NW,2015-06-12,2015-06-12,2015,June,2.5,19.19,713.523081165885,
25NW_P3_3.0,25NW,2016-06-12,2016-06-12,2016,June,4.44,18.0,1022.2525555468261,
25NW_P3_3.0,25NW,2017-06-12,2017-06-12,2017,June,4.62,16.19,1021.5807095613218,
25NW_P3_3.0,25NW,2018-06-14,2018-06-13,2018,June,2.06,10.94,526.0349292074436,
25NW_P3_3.0,25NW,2019-06-17,2019-06-17,2019,June,2.64,13.36,658.4163351789782,
25NW_P3_3.0,25NW,2020-06-08,2020-06-08,2020,June,0.88,8.31,282.39999862542425,
25NW_P3_3.0,25NW,2021-06-17,2021-06-18,2021,June,2.69,19.38,749.6187405276698,
25NW_P3_3.0,25NW,2022-06-10,2022-06-11,2022,June,2.69,30.44,882.3394374758462,
25NW_P3_3.0,25NW,2023-06-15,2023-06-15,2023,June,2.57,16.29,687.7643317440284,
25NW_P3_4.0,25NW,2014-06-12,2014-06-12,2014,June,6.38,17.0,1306.1420825158798,
25NW_P3_4.0,25NW,2015-06-12,2015-06-12,2015,June,6.69,24.25,1478.4965839930087,
25NW_P3_4.0,25NW,2016-06-12,2016-06-12,2016,June,10.56,31.69,2201.1403191170984,
25NW_P3_4.0,25NW,2017-06-12,2017-06-12,2017,June,7.69,24.62,1640.0460531704855,
25NW_P3_4.0,25NW,2018-06-14,2018-06-13,2018,June,4.25,23.12,1067.4271519400559,
25NW_P3_4.0,25NW,2019-06-17,2019-06-17,2019,June,4.64,18.07,1055.2740227595193,
25NW_P3_4.0,25NW,2020-06-08,2020-06-08,2020,June,1.25,12.56,403.2879901835397,
25NW_P3_4.0,25NW,2021-06-17,2021-06-18,2021,June,1.75,24.81,637.0235079741117,
25NW_P3_4.0,25NW,2022-06-10,2022-06-11,2022,June,1.5,18.75,521.984620736285,
25NW_P3_4.0,25NW,2023-06-15,2023-06-15,2023,June,2.19,18.19,645.2786768138174,
25NW_P4_1.0,25NW,2014-06-12,2014-06-12,2014,June,8.06,11.56,1439.1439270631229,
25NW_P4_1.0,25NW,2015-06-12,2015-06-12,2015,June,3.69,15.38,860.799335410311,
25NW_P4_1.0,25NW,2016-06-12,2016-06-12,2016,June,9.19,26.25,1897.5168289546211,
25NW_P4_1.0,25NW,2017-06-12,2017-06-12,2017,June,4.25,16.0,960.1270421806518,
25NW_P4_1.0,25NW,2018-06-13,2018-06-13,2018,June,3.31,15.25,797.1034357284378,
25NW_P4_1.0,25NW,2019-06-19,2019-06-17,2019,June,3.06,13.19,724.9056442614398,
25NW_P4_1.0,25NW,2020-06-10,2020-06-08,2020,June,0.88,7.0,266.0370404788937,
25NW_P4_1.0,25NW,2021-06-21,2021-06-18,2021,June,3.0,15.94,755.9422038427242,
25NW_P4_1.0,25NW,2022-06-10,2022-06-11,2022,June,2.06,25.94,710.6946417381567,
25NW_P4_1.0,25NW,2023-06-15,2023-06-15,2023,June,3.06,14.25,741.0646777621678,
25NW_P4_2.0,25NW,2014-06-12,2014-06-12,2014,June,8.62,25.88,1804.323919329819,
25NW_P4_2.0,25NW,2015-06-12,2015-06-12,2015,June,5.06,30.38,1304.6898794168844,
25NW_P4_2.0,25NW,2016-06-12,2016-06-12,2016,June,7.25,24.69,1573.151482119036,
25NW_P4_2.0,25NW,2017-06-12,2017-06-12,2017,June,5.5,26.62,1324.664364642686,
25NW_P4_2.0,25NW,2018-06-13,2018-06-13,2018,June,5.69,24.94,1330.395832517856,
25NW_P4_2.0,25NW,2019-06-19,2019-06-17,2019,June,8.0,24.0,1676.9160360548544,
25NW_P4_2.0,25NW,2020-06-10,2020-06-08,2020,June,1.44,14.06,456.91330867848274,
25NW_P4_2.0,25NW,2021-06-21,2021-06-18,2021,June,4.06,39.75,1246.1127391335829,
25NW_P4_2.0,25NW,2022-06-10,2022-06-11,2022,June,3.0,28.5,918.1680073460035,
25NW_P4_2.0,25NW,2023-06-15,2023-06-15,2023,June,4.06,31.19,1142.3727287447211,
25NW_P4_3.0,25NW,2014-06-12,2014-06-12,2014,June,9.94,33.38,2134.7839285094055,
25NW_P4_3.0,25NW,2015-06-12,2015-06-12,2015,June,8.69,32.31,1922.6155835682434,
25NW_P4_3.0,25NW,2016-06-12,2016-06-12,2016,June,10.19,31.62,2143.453167768629,
25NW_P4_3.0,25NW,2017-06-12,2017-06-12,2017,June,7.38,27.62,1641.3901964703878,
25NW_P4_3.0,25NW,2018-06-13,2018-06-13,2018,June,5.25,27.0,1289.0731855922934,
25NW_P4_3.0,25NW,2019-06-19,2019-06-17,2019,June,7.06,26.12,1566.9053962320922,
25NW_P4_3.0,25NW,2020-06-10,2020-06-08,2020,June,2.5,18.81,708.6753200495259,
25NW_P4_3.0,25NW,2021-06-21,2021-06-18,2021,June,2.25,41.62,910.4678644722037,
25NW_P4_3.0,25NW,2022-06-10,2022-06-11,2022,June,1.88,25.75,673.0546741456086,
25NW_P4_3.0,25NW,2023-06-15,2023-06-15,2023,June,1.88,34.75,764.7548805032948,
25NW_P4_4.0,25NW,2014-06-12,2014-06-12,2014,June,6.31,15.88,1274.9159733931804,
25NW_P4_4.0,25NW,2015-06-12,2015-06-12,2015,June,4.06,19.56,984.430383032798,
25NW_P4_4.0,25NW,2016-06-12,2016-06-12,2016,June,8.62,25.31,1794.3578283435852,
25NW_P4_4.0,25NW,2017-06-12,2017-06-12,2017,June,3.38,15.69,815.1901873791626,
25NW_P4_4.0,25NW,2018-06-13,2018-06-13,2018,June,2.44,19.38,705.1997900092052,
25NW_P4_4.0,25NW,2019-06-19,2019-06-17,2019,June,5.62,14.62,1147.7696895952622,
25NW_P4_4.0,25NW,2020-06-10,2020-06-08,2020,June,0.69,9.31,256.7369867379205,
25NW_P4_4.0,25NW,2021-06-21,2021-06-18,2021,June,2.25,21.0,690.482180871952,
25NW_P4_4.0,25NW,2022-06-10,2022-06-11,2022,June,1.62,18.94,547.5347301565911,
25NW_P4_4.0,25NW,2023-06-15,2023-06-15,2023,June,3.94,22.81,1010.9802770042897,
25SE_P1_1.0,25SE,2014-06-12,2014-06-12,2014,June,1.75,6.81,411.86107684886156,
25SE_P1_1.0,25SE,2015-06-12,2015-06-12,2015,June,3.62,14.19,830.7950032716183,
25SE_P1_1.0,25SE,2016-06-12,2016-06-12,2016,June,4.69,15.0,1012.4524120082115,
25SE_P1_1.0,25SE,2017-06-12,2017-06-12,2017,June,1.88,10.06,482.9288919372529,
25SE_P1_1.0,25SE,2018-06-12,2018-06-11,2018,June,3.88,14.38,875.2246727020138,
25SE_P1_1.0,25SE,2019-06-14,2019-06-15,2019,June,1.94,7.19,448.6836752646031,
25SE_P1_1.0,25SE,2020-06-11,2020-06-10,2020,June,0.88,4.69,234.38007763121635,
25SE_P1_1.0,25SE,2021-06-17,2021-06-18,2021,June,1.31,8.06,356.8946676338397,
25SE_P1_1.0,25SE,2022-06-10,2022-06-09,2022,June,1.69,19.25,564.5583979894,
25SE_P1_1.0,25SE,2023-06-14,2023-06-14,2023,June,1.94,10.75,503.00156570771793,
25SE_P1_2.0,25SE,2014-06-12,2014-06-12,2014,June,3.69,10.56,780.5220838194293,
25SE_P1_2.0,25SE,2015-06-12,2015-06-12,2015,June,2.75,14.12,687.8478917886791,
25SE_P1_2.0,25SE,2016-06-12,2016-06-12,2016,June,4.62,19.5,1074.5300006535972,
25SE_P1_2.0,25SE,2017-06-12,2017-06-12,2017,June,3.5,10.31,746.8494045135876,
25SE_P1_2.0,25SE,2018-06-12,2018-06-11,2018,June,3.56,14.69,829.0762519805223,
25SE_P1_2.0,25SE,2019-06-14,2019-06-15,2019,June,1.88,7.19,439.0349850424098,
25SE_P1_2.0,25SE,2020-06-11,2020-06-10,2020,June,1.44,5.62,342.24637335702505,
25SE_P1_2.0,25SE,2021-06-17,2021-06-18,2021,June,1.25,8.44,351.5575599818494,
25SE_P1_2.0,25SE,2022-06-10,2022-06-09,2022,June,1.75,17.88,560.277144092882,
25SE_P1_2.0,25SE,2023-06-14,2023-06-14,2023,June,3.0,10.44,671.1562128254972,
25SE_P1_3.0,25SE,2014-06-12,2014-06-12,2014,June,6.06,8.38,1082.5723086023252,
25SE_P1_3.0,25SE,2015-06-12,2015-06-12,2015,June,2.5,15.56,665.775365778014,
25SE_P1_3.0,25SE,2016-06-12,2016-06-12,2016,June,4.75,20.56,1111.8078034355835,
25SE_P1_3.0,25SE,2017-06-12,2017-06-12,2017,June,3.94,14.31,883.5738767972663,
25SE_P1_3.0,25SE,2018-06-12,2018-06-11,2018,June,5.31,15.94,1124.3562401596714,
25SE_P1_3.0,25SE,2019-06-14,2019-06-15,2019,June,1.88,9.81,479.301012517099,
25SE_P1_3.0,25SE,2020-06-11,2020-06-10,2020,June,1.62,7.5,401.40410372574246,
25SE_P1_3.0,25SE,2021-06-17,2021-06-18,2021,June,3.19,15.12,775.4629741249648,
25SE_P1_3.0,25SE,2022-06-10,2022-06-09,2022,June,2.94,25.94,876.5100230595305,
25SE_P1_3.0,25SE,2023-06-14,2023-06-14,2023,June,3.19,16.19,791.248505127718,
25SE_P1_4.0,25SE,2014-06-12,2014-06-12,2014,June,5.25,8.69,974.4004182383837,
25SE_P1_4.0,25SE,2015-06-12,2015-06-12,2015,June,2.56,15.06,669.171398474863,
25SE_P1_4.0,25SE,2016-06-12,2016-06-12,2016,June,4.0,21.44,1001.7878148438615,
25SE_P1_4.0,25SE,2017-06-12,2017-06-12,2017,June,3.12,11.62,709.641855936329,
25SE_P1_4.0,25SE,2018-06-12,2018-06-11,2018,June,3.86,17.93,927.3769320178312,
25SE_P1_4.0,25SE,2019-06-14,2019-06-15,2019,June,2.12,9.5,514.5829673819844,
25SE_P1_4.0,25SE,2020-06-11,2020-06-10,2020,June,0.88,4.62,233.34544526812152,
25SE_P1_4.0,25SE,2021-06-17,2021-06-18,2021,June,2.19,14.56,598.5652358082427,
25SE_P1_4.0,25SE,2022-06-10,2022-06-09,2022,June,2.0,29.56,737.3185403657249,
25SE_P1_4.0,25SE,2023-06-14,2023-06-14,2023,June,3.69,19.56,923.1857038866314,
25SE_P2_1.0,25SE,2014-06-12,2014-06-12,2014,June,5.44,9.25,1014.0304413929317,
25SE_P2_1.0,25SE,2015-06-12,2015-06-12,2015,June,3.75,11.44,805.3452285160163,
25SE_P2_1.0,25SE,2016-06-12,2016-06-12,2016,June,5.44,15.5,1136.4631624539684,
25SE_P2_1.0,25SE,2017-06-12,2017-06-12,2017,June,3.06,11.5,698.1364599551341,
25SE_P2_1.0,25SE,2018-06-12,2018-06-11,2018,June,2.56,13.69,649.8161745140953,
25SE_P2_1.0,25SE,2019-06-14,2019-06-15,2019,June,1.38,6.94,352.8136738715397,
25SE_P2_1.0,25SE,2020-06-11,2020-06-10,2020,June,0.81,3.62,206.18927719613814,
25SE_P2_1.0,25SE,2021-06-17,2021-06-18,2021,June,1.88,10.81,493.6287279615029,
25SE_P2_1.0,25SE,2022-06-09,2022-06-09,2022,June,1.69,10.5,456.6079837761721,
25SE_P2_1.0,25SE,2023-06-14,2023-06-14,2023,June,2.94,12.31,691.7760169131201,
25SE_P2_2.0,25SE,2014-06-12,2014-06-12,2014,June,4.75,11.44,957.3779523227623,
25SE_P2_2.0,25SE,2015-06-12,2015-06-12,2015,June,4.31,17.5,993.5809449995398,
25SE_P2_2.0,25SE,2016-06-12,2016-06-12,2016,June,5.12,19.06,1147.2425450382202,
25SE_P2_2.0,25SE,2017-06-12,2017-06-12,2017,June,2.94,14.19,720.4110017872407,
25SE_P2_2.0,25SE,2018-06-12,2018-06-11,2018,June,4.44,18.06,1023.1948729464619,
25SE_P2_2.0,25SE,2019-06-14,2019-06-15,2019,June,2.38,9.25,552.9035774067695,
25SE_P2_2.0,25SE,2020-06-11,2020-06-10,2020,June,1.56,6.06,368.8958231482754,
25SE_P2_2.0,25SE,2021-06-17,2021-06-18,2021,June,1.5,14.94,478.62680793219715,
25SE_P2_2.0,25SE,2022-06-09,2022-06-09,2022,June,2.43,29.5,821.8426172538585,
25SE_P2_2.0,25SE,2023-06-14,2023-06-14,2023,June,3.38,18.19,851.7805616668833,
25SE_P2_3.0,25SE,2014-06-12,2014-06-12,2014,June,6.62,10.25,1205.1619709010936,
25SE_P2_3.0,25SE,2015-06-12,2015-06-12,2015,June,3.44,16.81,841.7333099235138,
25SE_P2_3.0,25SE,2016-06-12,2016-06-12,2016,June,7.12,22.25,1511.7990537248502,
25SE_P2_3.0,25SE,2017-06-12,2017-06-12,2017,June,2.88,18.06,765.164834819012,
25SE_P2_3.0,25SE,2018-06-12,2018-06-11,2018,June,4.88,19.38,1114.2860593266885,
25SE_P2_3.0,25SE,2019-06-14,2019-06-15,2019,June,2.75,14.75,696.9469808188385,
25SE_P2_3.0,25SE,2020-06-11,2020-06-10,2020,June,1.5,9.56,410.6695732981155,
25SE_P2_3.0,25SE,2021-06-17,2021-06-18,2021,June,2.69,19.62,752.7249442176402,
25SE_P2_3.0,25SE,2022-06-09,2022-06-09,2022,June,2.5,22.88,759.0863934804096,
25SE_P2_3.0,25SE,2023-06-14,2023-06-14,2023,June,4.57,29.0,1202.5794054072455,
25SE_P2_4.0,25SE,2014-06-12,2014-06-12,2014,June,6.5,8.38,1144.3799647351088,
25SE_P2_4.0,25SE,2015-06-12,2015-06-12,2015,June,2.94,22.5,833.8612412807446,
25SE_P2_4.0,25SE,2016-06-12,2016-06-12,2016,June,3.5,18.88,881.7132681870397,
25SE_P2_4.0,25SE,2017-06-12,2017-06-12,2017,June,2.0,9.38,492.9585226508073,
25SE_P2_4.0,25SE,2018-06-12,2018-06-11,2018,June,2.72,13.0,666.3619785107611,
25SE_P2_4.0,25SE,2019-06-14,2019-06-15,2019,June,1.44,8.56,386.4144939439702,
25SE_P2_4.0,25SE,2020-06-11,2020-06-10,2020,June,0.56,3.81,165.43505435486443,
25SE_P2_4.0,25SE,2021-06-17,2021-06-18,2021,June,1.25,9.0,359.01230373103385,
25SE_P2_4.0,25SE,2022-06-09,2022-06-09,2022,June,1.81,20.38,600.4294284916214,
25SE_P2_4.0,25SE,2023-06-14,2023-06-14,2023,June,2.62,11.94,633.9387897696428,
25SE_P3_1.0,25SE,2014-06-12,2014-06-12,2014,June,6.06,13.44,1190.9893433991465,
25SE_P3_1.0,25SE,2015-06-12,2015-06-12,2015,June,2.75,17.25,731.8054094366671,
25SE_P3_1.0,25SE,2016-06-12,2016-06-12,2016,June,4.88,21.88,1152.9469440093067,
25SE_P3_1.0,25SE,2017-06-12,2017-06-12,2017,June,3.88,17.81,928.8407879293375,
25SE_P3_1.0,25SE,2018-06-12,2018-06-11,2018,June,4.0,19.75,977.3548007324162,
25SE_P3_1.0,25SE,2019-06-17,2019-06-15,2019,June,3.12,14.94,761.2556936955152,
25SE_P3_1.0,25SE,2020-06-10,2020-06-10,2020,June,0.5,6.19,183.46963176950965,
25SE_P3_1.0,25SE,2021-06-17,2021-06-18,2021,June,1.88,19.12,599.2625602932117,
25SE_P3_1.0,25SE,2022-06-09,2022-06-09,2022,June,2.31,22.25,716.4674079309083,
25SE_P3_1.0,25SE,2023-06-14,2023-06-14,2023,June,2.62,18.75,729.114962539624,
25SE_P3_2.0,25SE,2014-06-12,2014-06-12,2014,June,1.81,12.06,498.6952957208766,
25SE_P3_2.0,25SE,2015-06-12,2015-06-12,2015,June,3.38,19.19,865.9174381437756,
25SE_P3_2.0,25SE,2016-06-12,2016-06-12,2016,June,5.5,21.21,1241.902681514799,
25SE_P3_2.0,25SE,2017-06-12,2017-06-12,2017,June,1.5,19.08,525.6058794127179,
25SE_P3_2.0,25SE,2018-06-12,2018-06-11,2018,June,3.81,22.31,982.059076289771,
25SE_P3_2.0,25SE,2019-06-17,2019-06-15,2019,June,2.38,18.12,678.5142559150268,
25SE_P3_2.0,25SE,2020-06-10,2020-06-10,2020,June,1.44,12.44,437.28197620265047,
25SE_P3_2.0,25SE,2021-06-17,2021-06-18,2021,June,1.62,19.06,548.8788612703773,
25SE_P3_2.0,25SE,2022-06-09,2022-06-09,2022,June,1.38,12.5,426.93796457376595,
25SE_P3_2.0,25SE,2023-06-14,2023-06-14,2023,June,1.38,18.88,499.55268138072097,
25SE_P3_3.0,25SE,2014-06-12,2014-06-12,2014,June,5.0,15.71,1072.622099239982,
25SE_P3_3.0,25SE,2015-06-12,2015-06-12,2015,June,4.93,17.43,1090.7112459041418,
25SE_P3_3.0,25SE,2016-06-12,2016-06-12,2016,June,6.38,24.81,1438.6441445475225,
25SE_P3_3.0,25SE,2017-06-12,2017-06-12,2017,June,3.44,18.69,868.9560876023767,
25SE_P3_3.0,25SE,2018-06-12,2018-06-11,2018,June,4.62,21.69,1107.7815692774739,
25SE_P3_3.0,25SE,2019-06-17,2019-06-15,2019,June,2.69,16.81,715.5006510015074,
25SE_P3_3.0,25SE,2020-06-10,2020-06-10,2020,June,1.44,14.44,461.4114405309033,
25SE_P3_3.0,25SE,2021-06-17,2021-06-18,2021,June,1.12,15.69,412.9667312208384,
25SE_P3_3.0,25SE,2022-06-09,2022-06-09,2022,June,1.44,16.25,482.3495764521815,
25SE_P3_3.0,25SE,2023-06-14,2023-06-14,2023,June,1.88,13.12,525.0908726897418,
25SE_P3_4.0,25SE,2014-06-12,2014-06-12,2014,June,5.31,13.31,1076.7360341144683,
25SE_P3_4.0,25SE,2015-06-12,2015-06-12,2015,June,3.12,17.81,802.6486000835605,
25SE_P3_4.0,25SE,2016-06-12,2016-06-12,2016,June,6.75,17.56,1372.1677504630263,
25SE_P3_4.0,25SE,2017-06-12,2017-06-12,2017,June,2.81,13.44,687.784822114212,
25SE_P3_4.0,25SE,2018-06-12,2018-06-11,2018,June,3.5,15.75,835.7059777656476,
25SE_P3_4.0,25SE,2019-06-17,2019-06-15,2019,June,2.25,12.81,584.8906071081941,
25SE_P3_4.0,25SE,2020-06-10,2020-06-10,2020,June,1.5,8.69,398.58569129855766,
25SE_P3_4.0,25SE,2021-06-17,2021-06-18,2021,June,1.69,16.25,529.7979852536536,
