SamplingDate,Pasture,Plot,Transect,Distance
8/2/2019,7NW,5,1,s
8/2/2019,7NW,5,1,s
8/2/2019,7NW,5,1,s
8/2/2019,7NW,5,1,s
8/2/2019,7NW,5,1,s
8/2/2019,7NW,5,1,s
8/2/2019,7NW,5,4,n
8/2/2019,7NW,5,4,n
8/2/2019,7NW,5,4,n
8/2/2019,7NW,5,4,n
8/2/2019,7NW,5,4,n
8/2/2019,7NW,5,4,n
8/2/2019,7NW,5,4,s
8/2/2019,7NW,5,4,s
8/2/2019,7NW,5,4,s
8/2/2019,7NW,5,4,s
8/2/2019,7NW,5,4,s
8/2/2019,7NW,5,4,s
8/2/2019,7NW,6,1,n
8/2/2019,7NW,6,1,n
8/2/2019,7NW,6,1,n
8/2/2019,7NW,6,1,n
8/2/2019,7NW,6,1,n
8/2/2019,7NW,6,1,n
8/2/2019,7NW,6,1,n
8/2/2019,7NW,6,1,s
8/2/2019,7NW,6,1,s
8/2/2019,7NW,6,1,s
8/2/2019,7NW,6,1,s
8/2/2019,7NW,6,1,s
8/2/2019,7NW,6,4,n
8/2/2019,7NW,6,4,n
8/2/2019,7NW,6,4,n
8/2/2019,7NW,6,4,n
8/2/2019,7NW,6,4,n
8/2/2019,7NW,6,4,n
8/2/2019,7NW,6,4,n
8/2/2019,7NW,6,4,s
8/2/2019,7NW,6,4,s
8/2/2019,7NW,6,4,s
8/2/2019,7NW,6,4,s
8/2/2019,7NW,6,4,s
8/2/2019,7NW,6,4,s
8/2/2019,7SE,4,4,n
8/2/2019,7SE,4,4,n
8/2/2019,7SE,4,4,n
8/2/2019,7SE,4,4,n
8/2/2019,7SE,4,4,n
8/2/2019,7SE,5,4,n
8/2/2019,7SE,5,4,n
8/2/2019,7SE,5,4,n
8/2/2019,7SE,5,4,n
8/2/2019,7SE,5,4,n
8/2/2019,7SE,5,4,n
8/2/2019,7SE,6,4,n
8/2/2019,7SE,6,4,n
8/2/2019,7SE,6,4,n
8/2/2019,7SE,6,4,n
8/2/2019,7SE,6,4,n
8/2/2019,7SE,6,4,n
8/2/2019,7SE,6,4,n
8/2/2019,7SE,6,4,s
8/2/2019,7SE,6,4,s
8/2/2019,7SE,6,4,s
8/2/2019,7SE,6,4,s
8/2/2019,7SE,6,4,s
8/2/2019,7SE,6,4,s
8/2/2019,7SE,6,4,s
8/2/2019,8E,1,1,n
8/2/2019,8E,1,1,n
8/2/2019,8E,1,1,n
8/2/2019,8E,1,1,n
8/2/2019,8E,1,1,n
8/2/2019,8E,1,1,n
8/2/2019,8E,1,1,s
8/2/2019,8E,1,1,s
8/2/2019,8E,1,1,s
8/2/2019,8E,1,1,s
8/2/2019,8E,1,4,n
8/2/2019,8E,1,4,n
8/2/2019,8E,1,4,n
8/2/2019,8E,1,4,n
8/2/2019,8E,1,4,n
8/2/2019,8E,1,4,s
8/2/2019,8E,1,4,s
8/2/2019,8E,1,4,s
8/2/2019,8E,1,4,s
8/2/2019,8E,1,4,s
8/2/2019,8E,2,1,n
8/2/2019,8E,2,1,n
8/2/2019,8E,2,1,n
8/2/2019,8E,2,1,n
8/2/2019,8E,2,1,n
8/2/2019,8E,2,1,s
8/2/2019,8E,2,1,s
8/2/2019,8E,2,1,s
8/2/2019,8E,2,1,s
8/2/2019,8E,2,1,s
8/2/2019,8E,2,1,s
8/2/2019,8E,2,4,n
8/2/2019,8E,2,4,n
8/2/2019,8E,2,4,n
8/2/2019,8E,2,4,n
8/2/2019,8E,2,4,s
8/2/2019,8E,2,4,s
8/2/2019,8E,2,4,s
8/2/2019,8E,2,4,s
8/2/2019,8E,3,1,n
8/2/2019,8E,3,1,n
8/2/2019,8E,3,1,n
8/2/2019,8E,3,1,n
8/2/2019,8E,3,1,n
8/2/2019,8E,3,1,s
8/2/2019,8E,3,1,s
8/2/2019,8E,3,1,s
8/2/2019,8E,3,1,s
8/2/2019,8E,3,1,s
8/2/2019,8E,3,1,s
8/2/2019,8E,3,1,s
8/2/2019,8E,3,1,s
8/2/2019,8E,3,4,n
8/2/2019,8E,3,4,n
8/2/2019,8E,3,4,n
8/2/2019,8E,3,4,n
8/2/2019,8E,3,4,s
8/2/2019,8E,3,4,s
8/2/2019,8E,3,4,s
8/2/2019,8E,4,1,n
8/2/2019,8E,4,1,n
8/2/2019,8E,4,1,n
8/2/2019,8E,4,1,n
8/2/2019,8E,4,1,s
8/2/2019,8E,4,1,s
8/2/2019,8E,4,1,s
8/2/2019,8E,4,1,s
8/2/2019,8E,4,4,n
8/2/2019,8E,4,4,n
8/2/2019,8E,4,4,n
8/2/2019,8E,4,4,n
8/2/2019,8E,4,4,s
8/2/2019,8E,4,4,s
8/2/2019,8E,4,4,s
8/2/2019,8E,4,4,s
8/5/2019,17N,1,1,n
8/5/2019,17N,1,1,n
8/5/2019,17N,1,1,n
8/5/2019,17N,1,1,n
8/5/2019,17N,1,1,n
8/5/2019,17N,1,1,s
8/5/2019,17N,1,1,s
8/5/2019,17N,1,1,s
8/5/2019,17N,1,1,s
8/5/2019,17N,1,1,s
8/5/2019,17N,1,1,s
8/5/2019,17N,1,4,n
8/5/2019,17N,1,4,n
8/5/2019,17N,1,4,n
8/5/2019,17N,1,4,n
8/5/2019,17N,1,4,n
8/5/2019,17N,1,4,n
8/5/2019,17N,1,4,n
8/5/2019,17N,1,4,n
8/5/2019,17N,1,4,s
8/5/2019,17N,1,4,s
8/5/2019,17N,1,4,s
8/5/2019,17N,1,4,s
8/5/2019,17N,1,4,s
8/5/2019,17N,1,4,s
8/5/2019,17N,2,1,n
8/5/2019,17N,2,1,n
8/5/2019,17N,2,1,n
8/5/2019,17N,2,1,n
8/5/2019,17N,2,1,s
8/5/2019,17N,2,1,s
8/5/2019,17N,2,1,s
8/5/2019,17N,2,1,s
8/5/2019,17N,2,1,s
8/5/2019,17N,2,4,n
8/5/2019,17N,2,4,n
8/5/2019,17N,2,4,n
8/5/2019,17N,2,4,n
8/5/2019,17N,2,4,n
8/5/2019,17N,2,4,s
8/5/2019,17N,2,4,s
8/5/2019,17N,2,4,s
8/5/2019,17N,2,4,s
8/5/2019,17N,2,4,s
8/5/2019,17N,2,4,s
8/5/2019,17N,3,1,n
8/5/2019,17N,3,1,n
8/5/2019,17N,3,1,n
8/5/2019,17N,3,1,n
8/5/2019,17N,3,1,n
8/5/2019,17N,3,1,s
8/5/2019,17N,3,1,s
8/5/2019,17N,3,1,s
8/5/2019,17N,3,1,s
8/5/2019,17N,3,1,s
8/5/2019,17N,3,4,n
8/5/2019,17N,3,4,n
8/5/2019,17N,3,4,n
8/5/2019,17N,3,4,n
8/5/2019,17N,3,4,n
8/5/2019,17N,3,4,s
8/5/2019,17N,3,4,s
8/5/2019,17N,3,4,s
8/5/2019,17N,3,4,s
8/5/2019,17N,3,4,s
8/5/2019,17N,3,4,s
8/5/2019,17N,3,4,s
8/5/2019,17N,4,1,n
8/5/2019,17N,4,1,n
8/5/2019,17N,4,1,n
8/5/2019,17N,4,1,n
8/5/2019,17N,4,1,s
8/5/2019,17N,4,1,s
8/5/2019,17N,4,1,s
8/5/2019,17N,4,1,s
8/5/2019,17N,4,1,s
8/5/2019,17N,4,1,s
8/5/2019,17N,4,1,s
8/5/2019,17N,4,4,n
8/5/2019,17N,4,4,n
8/5/2019,17N,4,4,n
8/5/2019,17N,4,4,n
8/5/2019,17N,4,4,s
8/5/2019,17N,4,4,s
8/5/2019,17N,4,4,s
8/5/2019,17N,4,4,s
8/5/2019,18S,2,4,n
8/5/2019,18S,2,4,n
8/5/2019,18S,2,4,n
8/5/2019,18S,2,4,n
8/5/2019,18S,2,4,n
8/5/2019,18S,2,4,s
8/5/2019,18S,2,4,s
8/5/2019,18S,2,4,s
8/5/2019,18S,2,4,s
8/5/2019,18S,2,4,s
8/5/2019,18S,2,4,s
8/5/2019,18S,3,1,n
8/5/2019,18S,3,1,n
8/5/2019,18S,3,1,n
8/5/2019,18S,3,1,n
8/5/2019,18S,3,1,n
8/5/2019,18S,3,1,n
8/5/2019,18S,3,1,s
8/5/2019,18S,3,1,s
8/5/2019,18S,3,1,s
8/5/2019,18S,3,1,s
8/5/2019,18S,3,1,s
8/5/2019,18S,3,4,n
8/5/2019,18S,3,4,n
8/5/2019,18S,3,4,n
8/5/2019,18S,3,4,n
8/5/2019,18S,3,4,n
8/5/2019,18S,3,4,n
8/5/2019,18S,3,4,s
8/5/2019,18S,3,4,s
8/5/2019,18S,3,4,s
8/5/2019,18S,3,4,s
8/5/2019,18S,3,4,s
8/5/2019,18S,3,4,s
8/5/2019,18S,3,4,s
8/5/2019,18S,3,4,s
8/5/2019,18S,4,1,n
8/5/2019,18S,4,1,n
8/5/2019,18S,4,1,n
8/5/2019,18S,4,1,n
8/5/2019,18S,4,1,n
8/5/2019,18S,4,1,n
8/5/2019,18S,4,1,s
8/5/2019,18S,4,1,s
8/5/2019,18S,4,1,s
8/5/2019,18S,4,1,s
8/5/2019,18S,4,1,s
8/5/2019,18S,4,1,s
8/5/2019,18S,4,4,n
8/5/2019,18S,4,4,n
8/5/2019,18S,4,4,n
8/5/2019,18S,4,4,n
8/5/2019,18S,4,4,n
8/5/2019,18S,4,4,n
8/5/2019,18S,4,4,n
8/5/2019,18S,4,4,n
8/5/2019,18S,4,4,n
8/5/2019,18S,4,4,s
8/5/2019,18S,4,4,s
8/5/2019,18S,4,4,s
8/5/2019,18S,4,4,s
8/5/2019,18S,4,4,s
8/5/2019,18S,4,4,s
8/5/2019,18S,4,4,s
8/5/2019,18S,5,1,n
8/5/2019,18S,5,1,n
8/5/2019,18S,5,1,n
8/5/2019,18S,5,1,n
8/5/2019,18S,5,1,n
8/5/2019,18S,5,1,s
8/5/2019,18S,5,1,s
8/5/2019,18S,5,1,s
8/5/2019,18S,5,1,s
8/5/2019,18S,5,1,s
8/5/2019,18S,5,1,s
8/5/2019,18S,5,4,n
8/5/2019,18S,5,4,n
8/5/2019,18S,5,4,n
8/5/2019,18S,5,4,n
8/5/2019,18S,5,4,n
8/5/2019,18S,5,4,s
8/5/2019,18S,5,4,s
8/5/2019,18S,6,1,n
8/5/2019,18S,6,1,n
8/5/2019,18S,6,1,n
8/5/2019,18S,6,1,n
8/5/2019,18S,6,1,n
8/5/2019,18S,6,1,s
8/5/2019,18S,6,1,s
8/5/2019,18S,6,1,s
8/5/2019,18S,6,1,s
8/5/2019,18S,6,1,s
8/5/2019,18S,6,4,n
8/5/2019,18S,6,4,n
8/5/2019,18S,6,4,n
8/5/2019,18S,6,4,n
8/5/2019,18S,6,4,n
8/5/2019,18S,6,4,n
8/5/2019,18S,6,4,n
8/5/2019,18S,6,4,s
8/5/2019,18S,6,4,s
8/5/2019,18S,6,4,s
8/5/2019,24W,1,1,n
8/5/2019,24W,1,1,n
8/5/2019,24W,1,1,n
8/5/2019,24W,1,1,n
8/5/2019,24W,1,1,n
8/5/2019,24W,1,1,n
8/5/2019,24W,1,1,s
8/5/2019,24W,1,1,s
8/5/2019,24W,1,1,s
8/5/2019,24W,1,1,s
8/5/2019,24W,1,1,s
8/5/2019,24W,1,4,n
8/5/2019,24W,1,4,n
8/5/2019,24W,1,4,n
8/5/2019,24W,1,4,n
8/5/2019,24W,1,4,n
8/5/2019,24W,1,4,n
8/5/2019,24W,1,4,s
8/5/2019,24W,1,4,s
8/5/2019,24W,1,4,s
8/5/2019,24W,1,4,s
8/5/2019,24W,1,4,s
8/5/2019,24W,1,4,s
8/5/2019,24W,1,4,s
8/5/2019,24W,1,4,s
8/5/2019,25SE,2,1,n
8/5/2019,25SE,2,1,n
8/5/2019,25SE,2,1,n
8/5/2019,25SE,2,1,n
8/5/2019,25SE,2,1,n
8/5/2019,25SE,2,1,s
8/5/2019,25SE,2,1,s
8/5/2019,25SE,2,1,s
8/5/2019,25SE,2,1,s
8/5/2019,25SE,2,1,s
8/5/2019,25SE,2,4,n
8/5/2019,25SE,2,4,n
8/5/2019,25SE,2,4,n
8/5/2019,25SE,2,4,n
8/5/2019,25SE,2,4,n
8/5/2019,25SE,3,1,n
8/5/2019,25SE,3,1,n
8/5/2019,25SE,3,1,n
8/5/2019,25SE,3,1,n
8/5/2019,25SE,3,1,n
8/5/2019,25SE,3,1,s
8/5/2019,25SE,3,1,s
8/5/2019,25SE,3,1,s
8/5/2019,25SE,3,1,s
8/5/2019,25SE,3,1,s
8/5/2019,25SE,3,1,s
8/5/2019,25SE,3,1,s
8/5/2019,25SE,3,4,n
8/5/2019,25SE,3,4,n
8/5/2019,25SE,3,4,n
8/5/2019,25SE,3,4,n
8/5/2019,25SE,3,4,n
8/5/2019,25SE,3,4,n
8/5/2019,25SE,3,4,s
8/5/2019,25SE,3,4,s
8/5/2019,25SE,3,4,s
8/5/2019,25SE,3,4,s
8/5/2019,25SE,3,4,s
8/5/2019,25SE,3,4,s
8/5/2019,25SE,4,1,n
8/5/2019,25SE,4,1,n
8/5/2019,25SE,4,1,n
8/5/2019,25SE,4,1,n
8/5/2019,25SE,4,1,s
8/5/2019,25SE,4,1,s
8/5/2019,25SE,4,1,s
8/5/2019,25SE,4,1,s
8/5/2019,25SE,4,1,s
8/5/2019,25SE,4,4,n
8/5/2019,25SE,4,4,n
8/5/2019,25SE,4,4,n
8/5/2019,25SE,4,4,n
8/5/2019,25SE,4,4,n
8/5/2019,25SE,4,4,n
8/5/2019,25SE,4,4,s
8/5/2019,25SE,4,4,s
8/5/2019,25SE,4,4,s
8/5/2019,25SE,4,4,s
8/5/2019,25SE,4,4,s
8/5/2019,31E,1,1,n
8/5/2019,31E,1,1,n
8/5/2019,31E,1,1,n
8/5/2019,31E,1,1,n
8/5/2019,31E,1,1,n
8/5/2019,31E,1,1,s
8/5/2019,31E,1,1,s
8/5/2019,31E,1,1,s
8/5/2019,31E,1,1,s
8/5/2019,31E,1,1,s
8/5/2019,31E,1,4,n
8/5/2019,31E,1,4,n
8/5/2019,31E,1,4,n
8/5/2019,31E,1,4,n
8/5/2019,31E,1,4,s
8/5/2019,31E,1,4,s
8/5/2019,31E,1,4,s
8/5/2019,31E,1,4,s
8/5/2019,31E,1,4,s
8/5/2019,31E,2,1,n
8/5/2019,31E,2,1,n
8/5/2019,31E,2,1,n
8/5/2019,31E,2,1,n
8/5/2019,31E,2,1,n
8/5/2019,31E,2,1,s
8/5/2019,31E,2,1,s
8/5/2019,31E,2,1,s
8/5/2019,31E,2,1,s
8/5/2019,31E,2,4,n
8/5/2019,31E,2,4,n
8/5/2019,31E,2,4,n
8/5/2019,31E,2,4,n
8/5/2019,31E,2,4,n
8/5/2019,31E,2,4,s
8/5/2019,31E,2,4,s
8/5/2019,31E,2,4,s
8/5/2019,31E,2,4,s
8/5/2019,31E,2,4,s
8/5/2019,31E,3,1,n
8/5/2019,31E,3,1,n
8/5/2019,31E,3,1,n
8/5/2019,31E,3,1,n
8/5/2019,31E,3,1,s
8/5/2019,31E,3,1,s
8/5/2019,31E,3,1,s
8/5/2019,31E,3,1,s
8/5/2019,31E,3,4,n
8/5/2019,31E,3,4,n
8/5/2019,31E,3,4,n
8/5/2019,31E,3,4,n
8/5/2019,31E,3,4,n
8/5/2019,31E,3,4,n
8/5/2019,31E,3,4,n
8/5/2019,31E,3,4,n
8/5/2019,31E,3,4,s
8/5/2019,31E,3,4,s
8/5/2019,31E,3,4,s
8/5/2019,31E,3,4,s
8/5/2019,31E,3,4,s
8/5/2019,31E,3,4,s
8/5/2019,31E,3,4,s
8/5/2019,31E,3,4,s
8/5/2019,31E,4,1,n
8/5/2019,31E,4,1,n
8/5/2019,31E,4,1,n
8/5/2019,31E,4,1,n
8/5/2019,31E,4,1,n
8/5/2019,31E,4,1,s
8/5/2019,31E,4,1,s
8/5/2019,31E,4,1,s
8/5/2019,31E,4,1,s
8/5/2019,31E,4,1,s
8/5/2019,31E,4,4,n
8/5/2019,31E,4,4,n
8/5/2019,31E,4,4,n
8/5/2019,31E,4,4,n
8/5/2019,31E,4,4,n
8/5/2019,31E,4,4,s
8/5/2019,31E,4,4,s
8/5/2019,31E,4,4,s
8/5/2019,31E,4,4,s
8/6/2019,15E,1,4,n
8/6/2019,15E,1,4,n
8/6/2019,15E,1,4,n
8/6/2019,15E,1,4,n
8/6/2019,15E,1,4,n
8/6/2019,15E,1,4,n
8/6/2019,15E,1,4,s
8/6/2019,15E,1,4,s
8/6/2019,15E,1,4,s
8/6/2019,15E,1,4,s
8/6/2019,15E,1,4,s
8/6/2019,15E,3,4,n
8/6/2019,15E,3,4,n
8/6/2019,15E,3,4,n
8/6/2019,15E,3,4,n
8/6/2019,15E,3,4,n
8/6/2019,15E,3,4,n
8/6/2019,15E,3,4,n
8/6/2019,17N,5,1,n
8/6/2019,17N,5,1,n
8/6/2019,17N,5,1,n
8/6/2019,17N,5,1,n
8/6/2019,17N,5,1,n
8/6/2019,17N,5,1,n
8/6/2019,17N,5,1,n
8/6/2019,17N,5,1,n
8/6/2019,17N,5,1,s
8/6/2019,17N,5,1,s
8/6/2019,17N,5,1,s
8/6/2019,17N,5,1,s
8/6/2019,17N,5,1,s
8/6/2019,17N,5,1,s
8/6/2019,17N,5,1,s
8/6/2019,17N,5,1,s
8/6/2019,17N,5,4,n
8/6/2019,17N,5,4,n
8/6/2019,17N,5,4,n
8/6/2019,17N,5,4,n
8/6/2019,17N,5,4,n
8/6/2019,17N,5,4,n
8/6/2019,17N,5,4,s
8/6/2019,17N,5,4,s
8/6/2019,17N,5,4,s
8/6/2019,17N,5,4,s
8/6/2019,17N,5,4,s
8/6/2019,17N,5,4,s
8/6/2019,17N,5,4,s
8/6/2019,17N,5,4,s
8/6/2019,17N,6,1,n
8/6/2019,17N,6,1,n
8/6/2019,17N,6,1,n
8/6/2019,17N,6,1,n
8/6/2019,17N,6,1,s
8/6/2019,17N,6,1,s
8/6/2019,17N,6,1,s
8/6/2019,17N,6,1,s
8/6/2019,17N,6,1,s
8/6/2019,17N,6,1,s
8/6/2019,17N,6,4,n
8/6/2019,17N,6,4,n
8/6/2019,17N,6,4,n
8/6/2019,17N,6,4,n
8/6/2019,17N,6,4,n
8/6/2019,17N,6,4,s
8/6/2019,17N,6,4,s
8/6/2019,17N,6,4,s
8/6/2019,17N,6,4,s
8/6/2019,17N,6,4,s
8/6/2019,17N,6,4,s
8/6/2019,17S,1,1,n
8/6/2019,17S,1,1,n
8/6/2019,17S,1,1,n
8/6/2019,17S,1,1,n
8/6/2019,17S,1,1,n
8/6/2019,17S,1,1,n
8/6/2019,17S,1,1,n
8/6/2019,17S,1,1,s
8/6/2019,17S,1,1,s
8/6/2019,17S,1,1,s
8/6/2019,17S,1,1,s
8/6/2019,17S,1,1,s
8/6/2019,17S,1,1,s
8/6/2019,17S,1,1,s
8/6/2019,17S,1,4,n
8/6/2019,17S,1,4,n
8/6/2019,17S,1,4,n
8/6/2019,17S,1,4,n
8/6/2019,17S,1,4,n
8/6/2019,17S,1,4,n
8/6/2019,17S,1,4,n
8/6/2019,17S,1,4,n
8/6/2019,17S,1,4,s
8/6/2019,17S,1,4,s
8/6/2019,17S,1,4,s
8/6/2019,17S,1,4,s
8/6/2019,17S,1,4,s
8/6/2019,17S,1,4,s
8/6/2019,17S,1,4,s
8/6/2019,17S,2,1,n
8/6/2019,17S,2,1,n
8/6/2019,17S,2,1,n
8/6/2019,17S,2,1,n
8/6/2019,17S,2,1,n
8/6/2019,17S,2,1,n
8/6/2019,17S,2,1,s
8/6/2019,17S,2,1,s
8/6/2019,17S,2,1,s
8/6/2019,17S,2,1,s
8/6/2019,17S,2,1,s
8/6/2019,17S,2,4,n
8/6/2019,17S,2,4,n
8/6/2019,17S,2,4,n
8/6/2019,17S,2,4,n
8/6/2019,17S,2,4,n
8/6/2019,17S,2,4,n
8/6/2019,17S,2,4,n
8/6/2019,17S,2,4,n
8/6/2019,17S,2,4,s
8/6/2019,17S,2,4,s
8/6/2019,17S,2,4,s
8/6/2019,17S,2,4,s
8/6/2019,17S,2,4,s
8/6/2019,17S,2,4,s
8/6/2019,17S,2,4,s
8/6/2019,17S,3,1,n
8/6/2019,17S,3,1,n
8/6/2019,17S,3,1,n
8/6/2019,17S,3,1,n
8/6/2019,17S,3,1,n
8/6/2019,17S,3,1,n
8/6/2019,17S,3,1,n
8/6/2019,17S,3,1,s
8/6/2019,17S,3,1,s
8/6/2019,17S,3,1,s
8/6/2019,17S,3,1,s
8/6/2019,17S,3,1,s
8/6/2019,17S,3,1,s
8/6/2019,17S,3,1,s
8/6/2019,17S,3,4,n
8/6/2019,17S,3,4,n
8/6/2019,17S,3,4,n
8/6/2019,17S,3,4,n
8/6/2019,17S,3,4,n
8/6/2019,17S,3,4,s
8/6/2019,17S,3,4,s
8/6/2019,17S,3,4,s
8/6/2019,17S,3,4,s
8/6/2019,17S,3,4,s
8/6/2019,17S,3,4,s
8/6/2019,17S,3,4,s
8/6/2019,17S,4,1,n
8/6/2019,17S,4,1,n
8/6/2019,17S,4,1,n
8/6/2019,17S,4,1,n
8/6/2019,17S,4,1,n
8/6/2019,17S,4,1,s
8/6/2019,17S,4,1,s
8/6/2019,17S,4,1,s
8/6/2019,17S,4,1,s
8/6/2019,17S,4,1,s
8/6/2019,17S,4,1,s
8/6/2019,17S,4,1,s
8/6/2019,17S,4,4,n
8/6/2019,17S,4,4,n
8/6/2019,17S,4,4,n
8/6/2019,17S,4,4,n
8/6/2019,17S,4,4,n
8/6/2019,17S,4,4,s
8/6/2019,17S,4,4,s
8/6/2019,17S,4,4,s
8/6/2019,17S,4,4,s
8/6/2019,17S,5,4,n
8/6/2019,17S,5,4,n
8/6/2019,17S,5,4,n
8/6/2019,17S,5,4,n
8/6/2019,17S,5,4,n
8/6/2019,17S,5,4,n
8/6/2019,24W,2,1,n
8/6/2019,24W,2,1,n
8/6/2019,24W,2,1,n
8/6/2019,24W,2,1,n
8/6/2019,24W,2,1,s
8/6/2019,24W,2,1,s
8/6/2019,24W,2,1,s
8/6/2019,24W,2,1,s
8/6/2019,24W,2,4,n
8/6/2019,24W,2,4,n
8/6/2019,24W,2,4,n
8/6/2019,24W,2,4,n
8/6/2019,24W,2,4,n
8/6/2019,24W,2,4,n
8/6/2019,24W,2,4,n
8/6/2019,24W,2,4,n
8/6/2019,24W,2,4,s
8/6/2019,24W,2,4,s
8/6/2019,24W,2,4,s
8/6/2019,24W,2,4,s
8/6/2019,24W,2,4,s
8/6/2019,24W,2,4,s
8/6/2019,24W,2,4,s
8/6/2019,24W,2,4,s
8/6/2019,24W,3,1,n
8/6/2019,24W,3,1,n
8/6/2019,24W,3,1,n
8/6/2019,24W,3,1,n
8/6/2019,24W,3,4,n
8/6/2019,24W,3,4,n
8/6/2019,24W,3,4,n
8/6/2019,24W,3,4,n
8/6/2019,24W,3,4,s
8/6/2019,24W,3,4,s
8/6/2019,24W,3,4,s
8/6/2019,24W,3,4,s
8/6/2019,24W,4,1,n
8/6/2019,24W,4,1,n
8/6/2019,24W,4,1,n
8/6/2019,24W,4,1,n
8/6/2019,24W,4,1,n
8/6/2019,24W,4,1,s
8/6/2019,24W,4,1,s
8/6/2019,24W,4,1,s
8/6/2019,24W,4,1,s
8/6/2019,24W,4,1,s
8/6/2019,24W,4,1,s
8/6/2019,24W,4,4,n
8/6/2019,24W,4,4,n
8/6/2019,24W,4,4,n
8/6/2019,24W,4,4,n
8/6/2019,24W,4,4,n
8/6/2019,24W,4,4,s
8/6/2019,24W,4,4,s
8/6/2019,24W,4,4,s
8/6/2019,24W,4,4,s
8/6/2019,26E,1,1,n
8/6/2019,26E,1,1,n
8/6/2019,26E,1,1,n
8/6/2019,26E,1,1,n
8/6/2019,26E,1,1,n
8/6/2019,26E,1,1,n
8/6/2019,26E,1,1,n
8/6/2019,26E,1,1,s
8/6/2019,26E,1,1,s
8/6/2019,26E,1,1,s
8/6/2019,26E,1,1,s
8/6/2019,26E,1,1,s
8/6/2019,26E,1,4,n
8/6/2019,26E,1,4,n
8/6/2019,26E,1,4,n
8/6/2019,26E,1,4,n
8/6/2019,26E,1,4,s
8/6/2019,26E,1,4,s
8/6/2019,26E,1,4,s
8/6/2019,26E,1,4,s
8/6/2019,26E,2,1,n
8/6/2019,26E,2,1,n
8/6/2019,26E,2,1,n
8/6/2019,26E,2,1,n
8/6/2019,26E,2,1,n
8/6/2019,26E,2,1,n
8/6/2019,26E,2,1,n
8/6/2019,26E,2,1,s
8/6/2019,26E,2,1,s
8/6/2019,26E,2,1,s
8/6/2019,26E,2,1,s
8/6/2019,26E,2,1,s
8/6/2019,26E,2,1,s
8/6/2019,26E,2,1,s
8/6/2019,26E,2,4,n
8/6/2019,26E,2,4,n
8/6/2019,26E,2,4,n
8/6/2019,26E,2,4,n
8/6/2019,26E,2,4,n
8/6/2019,26E,2,4,s
8/6/2019,26E,2,4,s
8/6/2019,26E,2,4,s
8/6/2019,26E,2,4,s
8/6/2019,26E,2,4,s
8/6/2019,26E,2,4,s
8/6/2019,26E,2,4,s
8/6/2019,26E,3,1,n
8/6/2019,26E,3,1,n
8/6/2019,26E,3,1,n
8/6/2019,26E,3,1,n
8/6/2019,26E,3,1,n
8/6/2019,26E,3,1,s
8/6/2019,26E,3,1,s
8/6/2019,26E,3,1,s
8/6/2019,26E,3,1,s
8/6/2019,26E,3,1,s
8/6/2019,26E,3,4,n
8/6/2019,26E,3,4,n
8/6/2019,26E,3,4,n
8/6/2019,26E,3,4,n
8/6/2019,26E,3,4,n
8/6/2019,26E,3,4,n
8/6/2019,26E,3,4,s
8/6/2019,26E,3,4,s
8/6/2019,26E,3,4,s
8/6/2019,26E,3,4,s
8/6/2019,26E,3,4,s
8/6/2019,26E,4,1,n
8/6/2019,26E,4,1,n
8/6/2019,26E,4,1,n
8/6/2019,26E,4,1,n
8/6/2019,26E,4,1,s
8/6/2019,26E,4,1,s
8/6/2019,26E,4,1,s
8/6/2019,26E,4,1,s
8/6/2019,26E,4,1,s
8/6/2019,26E,4,1,s
8/6/2019,26E,4,4,n
8/6/2019,26E,4,4,n
8/6/2019,26E,4,4,n
8/6/2019,26E,4,4,n
8/6/2019,26E,4,4,n
8/6/2019,26E,4,4,s
8/6/2019,26E,4,4,s
8/6/2019,26E,4,4,s
8/6/2019,26E,4,4,s
8/6/2019,26E,4,4,s
8/6/2019,26W,1,1,n
8/6/2019,26W,1,1,n
8/6/2019,26W,1,1,n
8/6/2019,26W,1,1,n
8/6/2019,26W,1,1,n
8/6/2019,26W,1,1,s
8/6/2019,26W,1,1,s
8/6/2019,26W,1,1,s
8/6/2019,26W,1,1,s
8/6/2019,26W,1,1,s
8/6/2019,26W,1,1,s
8/6/2019,26W,1,1,s
8/6/2019,26W,1,1,s
8/6/2019,26W,1,4,n
8/6/2019,26W,1,4,n
8/6/2019,26W,1,4,n
8/6/2019,26W,1,4,n
8/6/2019,26W,1,4,n
8/6/2019,26W,1,4,s
8/6/2019,26W,1,4,s
8/6/2019,26W,1,4,s
8/6/2019,26W,1,4,s
8/6/2019,26W,1,4,s
8/6/2019,26W,1,4,s
8/6/2019,26W,2,1,n
8/6/2019,26W,2,1,n
8/6/2019,26W,2,1,n
8/6/2019,26W,2,1,n
8/6/2019,26W,2,1,s
8/6/2019,26W,2,1,s
8/6/2019,26W,2,1,s
8/6/2019,26W,2,1,s
8/6/2019,26W,2,1,s
8/6/2019,26W,2,4,n
8/6/2019,26W,2,4,n
8/6/2019,26W,2,4,n
8/6/2019,26W,2,4,n
8/6/2019,26W,2,4,n
8/6/2019,26W,2,4,n
8/6/2019,26W,2,4,n
8/6/2019,26W,2,4,s
8/6/2019,26W,2,4,s
8/6/2019,26W,2,4,s
8/6/2019,26W,2,4,s
8/6/2019,26W,2,4,s
8/6/2019,26W,2,4,s
8/7/2019,15E,1,1,n
8/7/2019,15E,1,1,n
8/7/2019,15E,1,1,n
