Concatenate,Year,Pasture Name,PastureID,Treatment,Herd,Week,Date,Rotation,Crude Protein (%),DOM(%),DOM/CP,Fecal Nitrogen (%),Fecal Phosphorus (%),Tag #'s,Notes,Ecological Site,Julian Day,Precip(mm),HerdTreat,WOY,DOY,Phase,NDVI,NDVI_d30,iNDVI,t_peak_IRG,iNDVI_dry,SOS_doy,t_SOS
2017_7NW_TGM_TRM_3,2017,,7NW,TRM,TRM,3,2017-06-01 00:00:00+00:00,1,11.97,67.86,5.7,2.27,0.4,,,Mixed,152.0,8.382,,22,151,1-early,0.32357191428571425,0.08048403857142856,4.93615512389011,28.0,0.0,63.0,88.0
2017_7SE_AGM_CARM_4,2017,Headquarters,7SE,CARM,CARM,4,2017-06-09 00:00:00+00:00,2,9.51,65.29,6.9,1.99,0.24,,,Mixed,160.0,7.112,,23,159,1-early,0.3204694271428571,0.06321298999999998,5.989434710175824,39.0,0.0,63.0,96.0
2017_15E_TGM_TRM_4,2017,,15E,TRM,TRM,4,2017-06-09 00:00:00+00:00,2,10.86,66.28,6.1,2.4,0.21,,,Loamy,160.0,7.112,,23,159,1-early,0.3425070457142857,0.08994777,6.087001058087913,35.0,0.0,63.0,96.0
2017_19N_TGM_TRM_4,2017,,19N,TRM,TRM,4,2017-06-09 00:00:00+00:00,2,12.9,67.22,5.2,2.2,0.54,,,Sandy,160.0,7.112,,23,159,1-early,0.3244303257142857,0.0781860742857143,4.559031580395604,25.0,-3.2993596774315284e-06,63.0,96.0
2017_7NW_TGM_Paired TRM_4,2017,,7NW,TRM,Paired TRM,4,2017-06-09 00:00:00+00:00,2,12.25,67.35,5.5,2.46,0.4,,,Mixed,160.0,7.112,,23,159,1-early,0.33755018999999997,0.07202385142857144,6.26986339578022,36.0,0.0,63.0,96.0
2017_7SE_AGM_CARM_5,2017,Headquarters,7SE,CARM,CARM,5,2017-06-16 00:00:00+00:00,2,10.95,66.14,6.0,2.48,0.51,,,Mixed,167.0,13.462,,24,166,1-early,0.32326397,0.048069902857142854,7.117742749824176,46.0,0.0,63.0,103.0
2017_15E_TGM_TRM_5,2017,,15E,TRM,TRM,5,2017-06-16 00:00:00+00:00,2,11.23,66.71,5.9,2.52,0.42,,,Loamy,167.0,13.462,,24,166,1-early,0.34965799428571426,0.07536491000000001,7.400917569054948,42.0,0.0,63.0,103.0
2017_19N_TGM_TRM_5,2017,,19N,TRM,TRM,5,2017-06-16 00:00:00+00:00,2,11.73,68.1,5.8,2.46,0.63,,,Sandy,167.0,13.462,,24,166,1-early,0.3363661185714286,0.07087137142857143,5.6565315053186795,32.0,-3.2993596774315284e-06,63.0,103.0
2017_7NW_TGM_Paired TRM_5,2017,,7NW,TRM,Paired TRM,5,2017-06-16 00:00:00+00:00,2,11.88,68.06,5.7,2.46,0.52,,,Mixed,167.0,13.462,,24,166,1-early,0.3457103242857143,0.061355501428571435,7.511482427076923,43.0,0.0,63.0,103.0
2017_7SE_AGM_CARM_6,2017,Headquarters,7SE,CARM,CARM,6,2017-06-21 00:00:00+00:00,2,6.41,63.92,10.0,1.81,0.06,,,Mixed,172.0,0.0,,25,171,1-early,0.32330865285714283,0.03535393571428571,7.9290428005934075,51.0,0.004803468885113536,63.0,108.0
2017_15E_TGM_TRM_6,2017,,15E,TRM,TRM,6,2017-06-21 00:00:00+00:00,2,10.07,65.1,6.5,2.35,0.38,,,Loamy,172.0,0.0,,25,171,1-early,0.3510400114285714,0.05988358142857142,8.357448405868135,47.0,0.0018387265530842572,63.0,108.0
2017_19N_TGM_TRM_6,2017,,19N,TRM,TRM,6,2017-06-21 00:00:00+00:00,2,11.53,67.15,5.8,2.53,0.77,,,Sandy,172.0,0.0,,25,171,1-early,0.3432535,0.06387598,6.486096500263735,37.0,-3.2993596774315284e-06,63.0,108.0
2017_7NW_TGM_Paired TRM_6,2017,,7NW,TRM,Paired TRM,6,2017-06-21 00:00:00+00:00,2,10.2,64.94,6.4,1.99,0.48,,,Mixed,172.0,0.0,,25,171,1-early,0.3492900114285714,0.05160577571428572,8.4259179029011,48.0,0.0,63.0,108.0
2017_10S_AGM_CARM_7,2017,Nighthawk,10S,CARM,CARM,7,2017-06-30 00:00:00+00:00,3,9.01,66.69,7.4,1.69,0.12,,,Loamy,180.0,2.54,,26,180,2-middle,0.3267443514285714,0.004279529999999999,9.815799678769228,61.0,0.41009218894760135,62.0,118.0
2017_15E_TGM_Paired TRM_7,2017,,15E,TRM,Paired TRM,7,2017-06-30 00:00:00+00:00,3,9.69,64.31,6.6,2.13,0.3,,,Loamy,180.0,2.54,,26,180,2-middle,0.34541319,0.026086238571428572,10.0608640667033,56.0,0.13234450356463176,63.0,117.0
2017_19N_TGM_TRM_7,2017,,19N,TRM,TRM,7,2017-06-30 00:00:00+00:00,3,10.18,65.42,6.4,1.83,0.53,,,Sandy,180.0,2.54,,26,180,2-middle,0.35205101285714285,0.04914067428571429,8.05015384230769,46.0,-3.2993596774315284e-06,63.0,117.0
2017_7NW_TGM_TRM_7,2017,,7NW,TRM,TRM,7,2017-06-30 00:00:00+00:00,3,8.3,63.61,7.7,1.64,0.35,,,Mixed,180.0,2.54,,26,180,2-middle,0.3503316728571429,0.031202767142857135,10.093201558241757,57.0,0.008688953065121853,63.0,117.0
2017_10S_AGM_CARM_8,2017,Nighthawk,10S,CARM,CARM,8,2017-07-07 00:00:00+00:00,3,7.19,63.06,8.8,1.37,0.01,,,Loamy,188.0,16.764,,27,187,2-middle,0.3114852828571429,-0.02472735428571429,10.899100869384613,68.0,0.86206695826523,62.0,125.0
2017_15E_TGM_Paired TRM_8,2017,,15E,TRM,Paired TRM,8,2017-07-07 00:00:00+00:00,3,10.13,63.74,6.3,2.14,0.34,,,Loamy,188.0,16.764,,27,187,2-middle,0.3367034357142857,0.0006993414285714364,11.328817401956044,63.0,0.3886695228504499,63.0,124.0
2017_19N_TGM_TRM_8,2017,,19N,TRM,TRM,8,2017-07-07 00:00:00+00:00,3,10.14,64.24,6.3,2.07,0.62,,,Sandy,188.0,16.764,,27,187,2-middle,0.35660033142857145,0.0376716857142857,9.310911972945053,53.0,-3.2993596774315284e-06,63.0,124.0
2017_7NW_TGM_TRM_8,2017,,7NW,TRM,TRM,8,2017-07-07 00:00:00+00:00,3,9.96,65.26,6.6,1.8,0.37,,,Mixed,188.0,16.764,,27,187,2-middle,0.3479966728571428,0.015514304285714264,11.381142702395605,64.0,0.07322857509037677,63.0,124.0
2017_10S_AGM_CARM_9,2017,Nighthawk,10S,CARM,CARM,9,2017-07-12 00:00:00+00:00,3,7.22,62.85,8.7,1.33,0.07,,,Loamy,193.0,0.0,,28,192,2-middle,0.30088629142857143,-0.04037499428571429,11.607866236967029,73.0,1.209755534573451,62.0,130.0
2017_15E_TGM_Paired TRM_9,2017,,15E,TRM,Paired TRM,9,2017-07-12 00:00:00+00:00,3,8.82,64.01,7.3,1.64,0.24,,,Loamy,193.0,0.0,,28,192,2-middle,0.3302339442857143,-0.013716162857142873,12.195728698769232,68.0,0.604499115620328,63.0,129.0
2017_19N_TGM_TRM_9,2017,,19N,TRM,TRM,9,2017-07-12 00:00:00+00:00,3,8.53,64.62,7.6,1.56,0.45,,,Sandy,193.0,0.0,,28,192,2-middle,0.35851676714285713,0.030086544285714296,10.226635995032966,58.0,-3.2993596774315284e-06,63.0,129.0
2017_7NW_TGM_TRM_9,2017,,7NW,TRM,TRM,9,2017-07-12 00:00:00+00:00,3,8.15,63.52,7.8,1.69,0.27,,,Mixed,193.0,0.0,,28,192,2-middle,0.34576627714285707,0.005964781428571423,12.288818085362637,69.0,0.1467201535531578,63.0,129.0
2017_21N_AGM_CARM_10,2017,Highway,21N,CARM,CARM,10,2017-07-19 00:00:00+00:00,4,8.1,64.97,8.0,1.46,0.01,,,Loamy,200.0,0.0,,29,199,2-middle,0.33257744571428566,-0.04536439571428572,14.728680679516488,76.0,1.5384564425811074,63.0,136.0
2017_15E_TGM_TRM_10,2017,,15E,TRM,TRM,10,2017-07-19 00:00:00+00:00,4,9.51,63.65,6.7,1.81,0.1,,,Loamy,200.0,0.0,,29,199,2-middle,0.32106574571428576,-0.028194529999999995,13.354859796879124,75.0,0.9348007479620425,63.0,136.0
2017_19N_TGM_TRM_10,2017,,19N,TRM,TRM,10,2017-07-19 00:00:00+00:00,4,9.55,64.66,6.8,1.93,0.56,,,Sandy,200.0,0.0,,29,199,2-middle,0.3595654671428572,0.020212279999999996,11.518427611384615,65.0,-3.2993596774315284e-06,63.0,136.0
2017_24W_TGM_Paired TRM_10,2017,,24W,TRM,Paired TRM,10,2017-07-19 00:00:00+00:00,4,9.8,65.55,6.7,1.5,0.16,,,Loamy,200.0,0.0,,29,199,2-middle,0.3460781128571429,0.005102998571428564,13.461725181142857,72.0,0.09646540805500196,63.0,136.0
2017_7NW_TGM_TRM_10,2017,,7NW,TRM,TRM,10,2017-07-19 00:00:00+00:00,4,7.82,61.62,7.9,1.77,0.28,,,Mixed,200.0,0.0,,29,199,2-middle,0.3425728757142857,-0.00437519857142858,13.5403664738022,76.0,0.26411308122715793,63.0,136.0
2017_25NW_AGM_CARM_11,2017,Crossroads,25NW,CARM,CARM,11,2017-07-26 00:00:00+00:00,5,8.78,63.69,7.3,1.48,0.18,,,Mixed,207.0,0.0,,30,206,2-middle,0.33985682,-0.013537447142857126,14.390068419274728,78.0,0.5134189736787237,63.0,143.0
2017_15E_TGM_TRM_11,2017,,15E,TRM,TRM,11,2017-07-26 00:00:00+00:00,5,8.48,63.85,7.5,1.49,0.01,,,Loamy,207.0,0.0,,30,206,2-middle,0.31234187857142853,-0.03624238714285715,14.450662533560443,82.0,1.2844002211819532,63.0,143.0
2017_19N_TGM_TRM_11,2017,,19N,TRM,TRM,11,2017-07-26 00:00:00+00:00,5,8.75,64.94,7.4,1.42,0.39,,,Sandy,207.0,0.0,,30,206,2-middle,0.35975013714285714,0.012048884285714292,12.813381037736262,72.0,0.0001158596712474312,63.0,143.0
2017_25SE_TGM_Paired TRM_11,2017,,25SE,TRM,Paired TRM,11,2017-07-26 00:00:00+00:00,5,9.46,63.08,6.7,1.63,0.25,,,Mixed,207.0,0.0,,30,206,2-middle,0.35306266142857146,0.005065035714285705,14.630697640791212,74.0,0.0,63.0,143.0
2017_7NW_TGM_TRM_11,2017,,7NW,TRM,TRM,11,2017-07-26 00:00:00+00:00,5,8.76,64.07,7.3,1.54,0.22,,,Mixed,207.0,0.0,,30,206,2-middle,0.3401040471428571,-0.010176750000000004,14.77180082367033,83.0,0.3694907891388956,63.0,143.0
2017_25NW_AGM_CARM_12,2017,Crossroads,25NW,CARM,CARM,12,2017-08-02 00:00:00+00:00,5,8.35,64.03,7.7,1.72,0.08,,,Mixed,214.0,18.796,,31,213,2-middle,0.33554438571428563,-0.018711965714285708,15.632641408813189,85.0,0.7010459330868365,63.0,150.0
2017_15E_TGM_TRM_12,2017,,15E,TRM,TRM,12,2017-08-02 00:00:00+00:00,5,8.89,63.38,7.1,1.61,0.05,,,Loamy,214.0,18.796,,31,213,2-middle,0.30572374142857145,-0.03658929142857144,15.493208157384617,89.0,1.5786284957972412,63.0,150.0
2017_19N_TGM_TRM_12,2017,,19N,TRM,TRM,12,2017-08-02 00:00:00+00:00,5,9.37,65.13,7.0,1.72,0.36,,,Sandy,214.0,18.796,,31,213,2-middle,0.3598817285714286,0.006341928571428576,14.109379985516481,79.0,0.0005676293594307709,63.0,150.0
2017_25SE_TGM_Paired TRM_12,2017,,25SE,TRM,Paired TRM,12,2017-08-02 00:00:00+00:00,5,8.45,62.39,7.4,1.64,0.2,,,Mixed,214.0,18.796,,31,213,2-middle,0.3549781357142857,0.0052497785714285695,16.04161494687912,81.0,0.0,63.0,150.0
2017_7NW_TGM_TRM_12,2017,,7NW,TRM,TRM,12,2017-08-02 00:00:00+00:00,5,9.05,62.69,6.9,1.6,0.13,,,Mixed,214.0,18.796,,31,213,2-middle,0.33909473285714287,-0.010660661428571425,15.991861352109892,90.0,0.4204683817537928,63.0,150.0
2017_26W_AGM_CARM_14,2017,Hilltank,26W,CARM,CARM,14,2017-08-15 00:00:00+00:00,6,8.8,63.92,7.3,1.59,0.01,,,Loamy,227.0,2.286,,33,226,3-late,0.3085578414285714,-0.04000694428571429,19.65688852553846,101.0,2.5406297917556055,63.0,163.0
2017_15E_TGM_TRM_14,2017,,15E,TRM,TRM,14,2017-08-15 00:00:00+00:00,6,8.34,63.38,7.6,1.49,0.07,,,Loamy,227.0,2.286,,33,226,3-late,0.2975030785714286,-0.028173627142857132,17.335970665098902,102.0,1.9659177193652642,63.0,163.0
2017_19N_TGM_TRM_14,2017,,19N,TRM,TRM,14,2017-08-15 00:00:00+00:00,6,8.29,61.8,7.5,1.58,0.19,,,Sandy,227.0,2.286,,33,226,3-late,0.3562384828571429,-0.0022615171428571374,16.501219853230765,92.0,0.13368908667360185,63.0,163.0
2017_26E_TGM_Paired TRM_14,2017,,26E,TRM,Paired TRM,14,2017-08-15 00:00:00+00:00,6,11.58,62.99,5.4,1.53,0.1,,,Loamy,227.0,2.286,,33,226,3-late,0.33500272142857146,-0.009780825714285695,19.093249238307692,101.0,0.7817682578239721,63.0,163.0
2017_7NW_TGM_TRM_14,2017,,7NW,TRM,TRM,14,2017-08-15 00:00:00+00:00,6,8.64,63.64,7.4,1.56,0.12,,,Mixed,227.0,2.286,,33,226,3-late,0.3357632814285715,-0.008069765714285724,18.237213964109888,103.0,0.5636197302886397,63.0,163.0
2017_26W_AGM_CARM_15,2017,Hilltank,26W,CARM,CARM,15,2017-08-22 00:00:00+00:00,6,6.85,62.71,9.2,1.55,0.01,,,Loamy,234.0,23.876,,34,233,3-late,0.29737066,-0.041036779999999995,20.677118409692305,108.0,3.140975104134562,63.0,170.0
2017_15E_TGM_TRM_15,2017,,15E,TRM,TRM,15,2017-08-22 00:00:00+00:00,6,7.95,62.21,7.8,1.71,0.05,,,Loamy,234.0,23.876,,34,233,3-late,0.29199423142857145,-0.02434383857142856,18.281062763208798,109.0,2.2364528061033826,63.0,170.0
2017_19N_TGM_TRM_15,2017,,19N,TRM,TRM,15,2017-08-22 00:00:00+00:00,6,8.84,61.71,7.0,1.91,0.27,,,Sandy,234.0,23.876,,34,233,3-late,0.35017339999999997,-0.008528492857142855,17.74892484672527,99.0,0.4069762961476596,63.0,170.0
2017_26E_TGM_Paired TRM_15,2017,,26E,TRM,Paired TRM,15,2017-08-22 00:00:00+00:00,6,9.94,62.2,6.3,1.87,0.17,,,Loamy,234.0,23.876,,34,233,3-late,0.32728008,-0.014048814285714297,20.30868041810989,108.0,1.1853627575601788,63.0,170.0
2017_7NW_TGM_TRM_15,2017,,7NW,TRM,TRM,15,2017-08-22 00:00:00+00:00,6,8.05,62.83,7.8,1.7,0.17,,,Mixed,234.0,23.876,,34,233,3-late,0.33064712285714287,-0.009893371428571425,19.41210581254945,110.0,0.8237553337573091,63.0,170.0
2017_26W_AGM_CARM_16,2017,Hilltank,26W,CARM,CARM,16,2017-08-28 00:00:00+00:00,6,7.34,63.3,8.6,1.2,0.01,,,Loamy,240.0,2.032,,35,239,3-late,0.2878744585714286,-0.04219536714285715,21.489149171824174,114.0,3.682238313049885,63.0,176.0
2017_15E_TGM_TRM_16,2017,,15E,TRM,TRM,16,2017-08-28 00:00:00+00:00,6,8.92,63.34,7.1,1.48,0.06,,,Loamy,240.0,2.032,,35,239,3-late,0.28686392714285713,-0.022448728571428562,19.05869213281319,115.0,2.505390761808978,63.0,176.0
2017_19N_TGM_TRM_16,2017,,19N,TRM,TRM,16,2017-08-28 00:00:00+00:00,6,9.05,60.41,6.7,1.94,0.28,,,Sandy,240.0,2.032,,35,239,3-late,0.3437666128571429,-0.014885514285714283,18.77988111523077,105.0,0.722613187341105,63.0,176.0
2017_26E_TGM_Paired TRM_16,2017,,26E,TRM,Paired TRM,16,2017-08-28 00:00:00+00:00,6,9.19,62.61,6.8,1.55,0.08,,,Loamy,240.0,2.032,,35,239,3-late,0.31920584428571436,-0.02008993000000001,21.301619424879124,114.0,1.6448037073413855,63.0,176.0
2017_7NW_TGM_TRM_16,2017,,7NW,TRM,TRM,16,2017-08-28 00:00:00+00:00,6,8.84,63.49,7.2,1.58,0.18,,,Mixed,240.0,2.032,,35,239,3-late,0.32519890714285715,-0.013483728571428568,20.38667938325275,116.0,1.121972753340363,63.0,176.0
2017_31W_AGM_CARM_17,2017,South,31W,CARM,CARM,17,2017-09-05 00:00:00+00:00,7,6.84,61.66,9.0,1.37,0.04,,,Mixed,248.0,5.334,,36,247,3-late,0.31654182571428574,-0.03218729857142855,21.70412571742857,113.0,1.8836654641446897,63.0,184.0
2017_15E_TGM_TRM_17,2017,,15E,TRM,TRM,17,2017-09-05 00:00:00+00:00,7,8.36,63.35,7.6,1.47,0.01,,,Loamy,248.0,5.334,,36,247,3-late,0.2792111942857142,-0.023365745714285704,20.044277222285718,123.0,2.9244796622905924,63.0,184.0
2017_19N_TGM_TRM_17,2017,,19N,TRM,TRM,17,2017-09-05 00:00:00+00:00,7,8.77,60.5,6.9,2.08,0.29,,,Sandy,248.0,5.334,,36,247,3-late,0.33376572285714284,-0.024695361428571434,20.088177613714286,113.0,1.2526707800477437,63.0,184.0
2017_31E_TGM_Paired TRM_17,2017,,31E,TRM,Paired TRM,17,2017-09-05 00:00:00+00:00,7,7.85,63.03,8.0,1.47,0.02,,,Mixed,248.0,5.334,,36,247,3-late,0.29298686285714287,-0.028696575714285726,20.595992283428576,118.0,2.2804845893080956,63.0,184.0
2017_7NW_TGM_TRM_17,2017,,7NW,TRM,TRM,17,2017-09-05 00:00:00+00:00,7,7.35,61.88,8.4,1.41,0.13,,,Mixed,248.0,5.334,,36,247,3-late,0.31588168285714285,-0.02167365428571428,21.626605732285714,124.0,1.6632108710750402,63.0,184.0
2017_17S_AGM_CARM_18,2017,Saltflat,17S,CARM,CARM,18,2017-09-13 00:00:00+00:00,8,5.77,62.57,10.8,1.25,0.05,,,Sandy,256.0,1.016,,37,255,3-late,0.31134276857142856,-0.04927384142857143,23.89590054461538,121.0,3.149016002906152,63.0,192.0
2017_15E_TGM_TRM_18,2017,,15E,TRM,TRM,18,2017-09-13 00:00:00+00:00,8,7.64,62.49,8.2,1.31,0.01,,,Loamy,256.0,1.016,,37,255,3-late,0.2715814742857143,-0.026349545714285723,20.967469831758248,131.0,3.375403649480585,63.0,192.0
2017_19N_TGM_TRM_18,2017,,19N,TRM,TRM,18,2017-09-13 00:00:00+00:00,8,7.78,60.48,7.8,1.68,0.23,,,Sandy,256.0,1.016,,37,255,3-late,0.3232977985714286,-0.03292212714285715,21.313290272197797,121.0,1.8554872478069329,63.0,192.0
2017_17N_TGM_Paired TRM_18,2017,,17N,TRM,Paired TRM,18,2017-09-13 00:00:00+00:00,8,7.74,60.58,7.8,1.29,0.06,,,Sandy,256.0,1.016,,37,255,3-late,0.31174716857142853,-0.038888541428571434,24.08626413329671,126.0,2.8984368156992226,63.0,192.0
2017_7NW_TGM_TRM_18,2017,,7NW,TRM,TRM,18,2017-09-13 00:00:00+00:00,8,6.9,62.2,9.0,1.22,0.19,,,Mixed,256.0,1.016,,37,255,3-late,0.30536936428571426,-0.030121859999999993,22.785436122747253,132.0,2.324250941126916,63.0,192.0
2017_17S_AGM_CARM_19,2017,Saltflat,17S,CARM,CARM,19,2017-09-20 00:00:00+00:00,8,5.05,62.37,12.4,1.1,0.07,,,Sandy,,,,38,262,3-late,0.2973784285714286,-0.056554914285714276,24.88257361186813,128.0,4.0937485574519945,63.0,199.0
2017_17N_TGM_Paired TRM_19,2017,,17N,TRM,Paired TRM,19,2017-09-20 00:00:00+00:00,8,4.86,61.99,12.8,1.25,0.1,,,Sandy,,,,38,262,3-late,0.30059265428571436,-0.04440585714285714,25.091384390109898,133.0,3.6637804058564947,63.0,199.0
2017_15E_TGM_TRM_19,2017,,15E,TRM,TRM,19,2017-09-20 00:00:00+00:00,8,7.32,61.43,8.4,1.18,0.06,,,Loamy,,,,38,262,3-late,0.26672817285714284,-0.026378501428571437,21.73179817415385,138.0,3.6882739338055446,63.0,199.0
2017_19N_TGM_TRM_19,2017,,19N,TRM,TRM,19,2017-09-20 00:00:00+00:00,8,6.71,62.36,9.3,1.25,0.28,,,Sandy,,,,38,262,3-late,0.31581778714285713,-0.03537100000000001,22.322116124263726,128.0,2.3272930844235167,63.0,199.0
2017_7NW_TGM_TRM_19,2017,,7NW,TRM,TRM,19,2017-09-20 00:00:00+00:00,8,4.72,61.89,13.1,1.18,0.11,,,Mixed,,,,38,262,3-late,0.2971235157142857,-0.03407785428571429,23.733025534043957,139.0,2.8849382534095698,63.0,199.0
2017_19N_TGM_TRM_20,2017,,19N,TRM,TRM,20,2017-09-27 00:00:00+00:00,9,7.4,62.23,8.4,1.19,0.39,,,Sandy,,,,39,269,3-late,0.31031578,-0.03384083285714286,23.287455396329666,135.0,2.6840897418231013,63.0,206.0
2017_15E_TGM_TRM_20,2017,,15E,TRM,TRM,20,2017-09-27 00:00:00+00:00,9,7.35,62.06,8.4,1.12,0.07,,,Loamy,,,,39,269,3-late,0.26373309285714286,-0.023639028571428577,22.47030872512088,145.0,3.88657063799344,63.0,206.0
2017_7NW_TGM_TRM_20,2017,,7NW,TRM,TRM,20,2017-09-27 00:00:00+00:00,9,5.71,62.51,10.9,1.13,0.1,,,Mixed,,,,39,269,3-late,0.2902172257142857,-0.034995490000000004,24.6291041781978,146.0,3.3649132072473216,63.0,206.0
2017_5E_TGM_Paired TRM_20,2017,,5E,TRM,Paired TRM,20,2017-09-27 00:00:00+00:00,9,4.63,59.34,12.8,1.13,0.14,,,Mixed,,,,39,269,3-late,0.25451151,-0.01898212714285713,20.96879632841758,146.0,3.898451979600727,63.0,206.0
2017_8E_AGM_CARM_20,2017,Ridgeline,8E,CARM,CARM,20,2017-09-27 00:00:00+00:00,9,4.89,63.36,13.0,1.09,0.03,,,Mixed,,,,39,269,3-late,0.27259295,-0.037340309999999995,23.255079128483516,143.0,3.9077239096492145,63.0,206.0
2018_20NW_CARM_CARM_1,2018,Elm,20NW,CARM,CARM,1,2018-05-17 00:00:00+00:00,1,10.35,64.44,6.2,1.56,0.2,,,Sandy,,,,19,136,1-early,0.31354373428571425,0.09310096142857145,2.8802593381758266,18.0,0.0,66.0,70.0
2018_19N_TRM_TRM_1,2018,,19N,TRM,TRM,1,2018-05-17 00:00:00+00:00,1,11.0,65.47,6.0,1.76,0.35,,,Sandy,,,,19,136,1-early,0.35249981428571425,0.12352608857142858,3.176104087164833,16.0,0.0,65.0,71.0
2018_7NW_TRM_TRM_1,2018,,7NW,TRM,TRM,1,2018-05-17 00:00:00+00:00,1,10.94,65.46,6.0,1.5,0.28,,,Mixed,,,,19,136,1-early,0.3449182571428571,0.13538536285714287,2.9150585976923096,17.0,0.0,70.0,66.0
2018_15E_TRM_TRM_1,2018,,15E,TRM,TRM,1,2018-05-17 00:00:00+00:00,1,11.81,66.01,5.6,1.92,0.34,,,Loamy,,,,19,136,1-early,0.34364948571428566,0.13195791857142858,3.1615645028571433,16.0,0.0,69.0,67.0
2018_20SE_TRM_Paired TRM_1,2018,,20SE,TRM,Paired TRM,1,2018-05-17 00:00:00+00:00,1,11.55,66.0,5.7,1.75,0.37,,,Sandy,,,,19,136,1-early,0.32723456999999995,0.11614133000000001,3.0920030638241753,16.0,0.0,68.0,68.0
2018_20NW_CARM_CARM_2,2018,Elm,20NW,CARM,CARM,2,2018-05-24 00:00:00+00:00,1,7.57,62.69,8.3,1.62,0.18,,,Sandy,,,,20,143,1-early,0.3343103114285714,0.09862215142857142,3.888552432967036,25.0,0.0,66.0,77.0
2018_19N_TRM_TRM_2,2018,,19N,TRM,TRM,2,2018-05-24 00:00:00+00:00,1,8.77,63.0,7.2,2.01,0.43,,,Sandy,,,,20,143,1-early,0.3765977628571428,0.1277424185714286,4.412014011846152,23.0,0.0,65.0,78.0
2018_7NW_TRM_TRM_2,2018,,7NW,TRM,TRM,2,2018-05-24 00:00:00+00:00,1,11.02,66.13,6.0,2.11,0.36,,,Mixed,,,,20,143,1-early,0.3707917985714286,0.1404614242857143,4.183066475274727,24.0,0.0,70.0,73.0
2018_15E_TRM_TRM_2,2018,,15E,TRM,TRM,2,2018-05-24 00:00:00+00:00,1,12.84,66.38,5.2,2.22,0.42,,,Loamy,,,,20,143,1-early,0.3702459842857143,0.13881821857142856,4.443567380000001,23.0,0.0,69.0,74.0
2018_20SE_TRM_Paired TRM_2,2018,,20SE,TRM,Paired TRM,2,2018-05-24 00:00:00+00:00,1,12.24,67.34,5.5,2.21,0.41,,,Sandy,,,,20,143,1-early,0.35390518,0.1255257642857143,4.282937433450548,23.0,0.0,68.0,75.0
2018_18S_CARM_CARM_3,2018,Snowfence,18S,CARM,CARM,3,2018-05-31 00:00:00+00:00,2,8.38,65.11,7.8,1.82,0.19,,,Sandy,,,,21,150,1-early,0.3645167471428571,0.09429776,5.705618358021975,35.0,0.001368519517840797,63.0,87.0
2018_7NW_TRM_TRM_3,2018,,7NW,TRM,TRM,3,2018-05-31 00:00:00+00:00,2,11.89,67.02,5.6,2.06,0.36,,,Mixed,,,,21,150,1-early,0.38197896,0.12403985285714285,5.575170971428572,31.0,0.0,70.0,80.0
2018_19N_TRM_Paired TRM_3,2018,,19N,TRM,Paired TRM,3,2018-05-31 00:00:00+00:00,2,10.71,66.11,6.2,2.08,0.31,,,Sandy,,,,21,150,1-early,0.38813196857142856,0.11382237714285713,5.7676893750988985,30.0,0.0,65.0,85.0
2018_15E_TRM_TRM_3,2018,,15E,TRM,TRM,3,2018-05-31 00:00:00+00:00,2,12.65,67.03,5.3,2.3,0.46,,,Loamy,,,,21,150,1-early,0.38248301714285715,0.12457827285714286,5.8563829114285735,30.0,0.0,69.0,81.0
2018_18S_CARM_CARM_4,2018,Snowfence,18S,CARM,CARM,4,2018-06-07 00:00:00+00:00,2,7.76,63.05,8.1,1.66,0.24,,,Sandy,,,,22,157,1-early,0.3587771471428571,0.06108058999999999,6.947473462615383,42.0,0.08539527260510692,63.0,94.0
2018_15E_TRM_TRM_4,2018,,15E,TRM,TRM,4,2018-06-07 00:00:00+00:00,2,12.56,60.2,4.8,1.47,0.24,,,Loamy,,,,22,157,1-early,0.3791602357142857,0.0885445342857143,7.292020588571431,37.0,0.05837234044476911,69.0,88.0
2018_19N_TRM_Paired TRM_4,2018,,19N,TRM,Paired TRM,4,2018-06-07 00:00:00+00:00,2,9.2,64.19,7.0,1.68,0.17,,,Sandy,,,,22,157,1-early,0.3863154714285715,0.0817719657142857,7.150617641208789,37.0,0.038827931554470785,65.0,92.0
2018_7NW_TRM_TRM_4,2018,,7NW,TRM,TRM,4,2018-06-07 00:00:00+00:00,2,10.56,66.5,6.3,1.89,0.35,,,Mixed,,,,22,157,1-early,0.37807321714285713,0.08646418571428571,6.984315986153847,38.0,0.060649321977396746,70.0,87.0
2018_31W_CARM_CARM_5,2018,South,31W,CARM,CARM,5,2018-06-15 00:00:00+00:00,3,8.69,64.48,7.4,1.54,0.25,,,Mixed,,,,23,165,1-early,0.34208708428571427,0.022514658571428568,8.036016874285716,44.0,0.413525615213669,68.0,97.0
2018_15E_TRM_TRM_5,2018,,15E,TRM,TRM,5,2018-06-15 00:00:00+00:00,3,9.83,63.0,6.4,1.62,0.32,,,Loamy,,,,23,165,1-early,0.3590246628571428,0.028235104285714296,8.830624420000003,45.0,0.4470285194266826,69.0,96.0
2018_15E_TRM_TRM_5,2018,,15E,TRM,TRM,5,2018-06-15 00:00:00+00:00,3,11.27,63.31,5.6,1.88,0.33,,,Loamy,,,,23,165,1-early,0.3590246628571428,0.028235104285714296,8.830624420000003,45.0,0.4470285194266826,69.0,96.0
