Date,StationID,Air Temperature Maximum,Air Temperature Minimum,Precipitation Increment,Relative Humidity,Wind Speed Maximum,Wind Speed Average,Solar Radiation Average,Solar Radiation/langley Total,Vapor Pressure - Partial,Vapor Pressure - Saturated,Soil Moisture Percent,Soil Moisture Percent,Soil Moisture Percent,Soil Moisture Percent,Soil Moisture Percent,Soil Temperature Observed,Soil Temperature Observed,Soil Temperature Observed,Soil Temperature Observed,Soil Temperature Observed
7/26/2014,2017,87.4,56.1,0,46.38,21.8,6.2,201.4,,0.34,0.81,15,19,17.9,18,13.5,76,76,75,72,73
7/27/2014,2017,82.9,57.2,0,62.08,16.9,6.8,203.83,,0.44,0.77,14.7,18.9,17.8,17.7,13.6,76,76,75,72,73
7/28/2014,2017,85.6,53.1,0.2,65.79,24.9,5.6,282.34,,0.43,0.76,14.7,18.8,17.7,17.7,13.5,78,77,75,72,73
7/29/2014,2017,79,56.5,0.89,82.12,19.7,6.8,138.06,,0.48,0.63,19.8,21.9,18.8,17.8,13.5,72,73,75,72,74
7/30/2014,2017,61,56.7,0.57,93.12,11.1,3.5,71.84,,0.46,0.49,32.8,34.9,29.7,17.6,13.2,68,69,71,71,74
7/31/2014,2017,77.9,48.7,0,64.75,13.1,3.4,311.78,,0.37,0.64,30.9,35.1,29.6,24.7,13.2,70,70,70,69,73
8/1/2014,2017,79.2,50,0,59.46,14.7,4.4,321.47,,0.35,0.68,28.7,34.1,28.5,25.5,13.2,72,72,71,69,73
8/2/2014,2017,82.6,48.7,0,57.17,14.7,3.7,324.47,,0.34,0.73,26.5,32.8,27.5,25.2,13,73,72,72,70,73
8/3/2014,2017,84.4,51.1,0,58.92,16.1,3.9,306.12,,0.38,0.77,24.2,31.2,26.7,24.8,13.1,74,74,73,70,73
8/4/2014,2017,85.5,55.2,0,59.92,30.2,5,217,,0.4,0.76,21.9,29.2,25.6,24.2,12.9,74,74,73,71,73
8/5/2014,2017,82.6,57.7,0,63.17,17.9,5.8,184.76,,0.41,0.71,20.6,27.5,24.6,23.8,13,73,73,73,71,73
8/6/2014,2017,81.5,53.6,0,59.29,21.9,5.8,231.92,,0.39,0.73,19.4,25.9,23.4,23.5,13,73,73,73,71,73
8/7/2014,2017,79.9,50.2,0,65.62,17.4,4.3,258.32,,0.39,0.67,18.5,24.3,22.1,22.9,13,73,73,73,71,73
8/8/2014,2017,82.9,48.4,0,55.38,17,4,292.71,,0.34,0.73,17.8,23,21,22.4,12.7,74,73,73,71,73
8/9/2014,2017,83.3,53.8,0,49.42,24.3,8.3,238.33,,0.33,0.76,17.1,22.2,20.2,21.9,13,74,74,73,71,73
8/10/2014,2017,79.5,55.4,0,52,19.7,6.6,289.48,,0.32,0.69,16.8,21.4,19.5,21.3,13,74,74,73,71,73
8/11/2014,2017,82.8,48.7,0,55.79,15.6,4.4,308.57,,0.33,0.72,16.3,20.9,19.1,20.7,12.9,75,74,74,71,74
8/12/2014,2017,88.2,47.3,0,52.04,16.3,4.2,305.44,,0.32,0.82,16,20.4,18.7,19.9,12.9,76,75,74,72,74
8/13/2014,2017,88.9,50.2,0,44.79,17.2,4.9,289.94,,0.31,0.9,15.6,20,18.4,19.3,12.9,77,76,75,72,74
8/14/2014,2017,84,59.7,0.06,54.83,27.1,6.9,147.84,,0.4,0.77,15.1,19.6,18.3,18.8,12.9,75,76,75,72,74
8/15/2014,2017,87.3,56.5,0,50.62,28.9,8.2,254.06,,0.35,0.82,14.9,19.5,18,18.5,12.8,74,74,74,72,74
8/16/2014,2017,90.1,55.6,0,34.42,25,6.7,287.92,,0.25,0.91,15,19.3,18,18.2,12.7,75,74,74,72,74
8/17/2014,2017,91,54.5,0,31.17,24.4,8.3,305.27,,0.22,0.93,14.9,19.2,17.8,17.9,12.9,76,75,74,72,74
8/18/2014,2017,86.4,50.9,0.29,45.79,26.2,5.4,248.9,,0.32,0.77,14.6,22.5,17.6,17.8,12.8,75,74,75,72,74
8/19/2014,2017,89.1,50.7,0,55.92,22.6,5.4,238.5,,0.35,0.76,14.7,25.2,17.6,17.7,12.8,72,73,73,72,74
8/20/2014,2017,86,59,0.01,49.25,21.5,5.9,225.2,,0.35,0.8,14.8,21.8,17.7,17.5,12.8,74,73,73,71,74
8/21/2014,2017,81.5,55,0.01,49.12,20.9,5.9,191.02,,0.32,0.74,14.7,20.3,17.6,17.5,12.9,73,73,73,71,74
8/22/2014,2017,74.5,57.9,0.02,75.58,19.7,5,135.51,,0.44,0.6,14.6,19.6,17.6,17.5,13,71,72,72,71,74
8/23/2014,2017,77.9,54.9,0.12,63.25,25.6,6.2,204.05,,0.36,0.62,14.5,19.4,17.5,17.5,12.7,70,71,72,70,74
8/24/2014,2017,80.8,41.7,0,46.17,19.5,5.1,272.59,,0.23,0.62,14.6,19.4,17.3,17.3,12.6,68,69,70,69,74
8/25/2014,2017,76.3,49.5,0.01,62.62,22.5,7,219.63,,0.35,0.58,14.6,19.3,17.3,17.2,12.7,69,70,70,69,74
8/26/2014,2017,78.1,49.3,0,72.96,18.2,4.8,185.24,,0.42,0.61,14.5,19.3,17.3,17.3,12.7,70,70,70,69,74
8/27/2014,2017,74.1,52.9,0,70.58,20.6,6.6,142.92,,0.39,0.58,14.4,19,17.3,17.3,12.5,69,70,70,69,73
8/28/2014,2017,71.1,46,0,66.42,24,7.3,141.28,,0.32,0.51,14.2,18.6,17.2,17.3,12.5,67,68,69,69,73
8/29/2014,2017,79.7,46.2,0.25,62.17,29,7.5,200.55,,0.32,0.6,14,18.6,17.1,17,12.5,67,67,68,67,73
8/30/2014,2017,84,44.6,0.1,65.5,32.9,5.5,233.6,,0.33,0.64,14.4,18.9,17,16.9,12.4,67,67,68,67,73
8/31/2014,2017,75.4,48.9,0.1,60.75,31.8,10.2,178.85,,0.32,0.56,17.7,19,17.2,17,12.4,66,67,68,67,72
9/1/2014,2017,77.4,42.1,0,59.46,20.8,5.4,234.47,,0.28,0.55,19.3,19,17,17,12.4,66,66,67,66,72
9/2/2014,2017,82.2,41.2,0,57.08,16.9,4.6,277.65,,0.27,0.62,17.5,19,17,17,12.3,67,67,67,66,72
9/3/2014,2017,92.7,46.9,0,38.46,23.4,6.1,267.64,,0.23,0.86,16.3,19.2,17.2,16.9,12.4,69,69,68,67,72
9/4/2014,2017,70.9,51.8,0,43.88,35.9,10.2,201.92,,0.24,0.57,15.4,19.1,17.2,17,12.3,69,69,69,67,72
9/5/2014,2017,58.1,46.9,0.03,86.54,17.4,6.1,54.5,,0.34,0.39,14.7,18.8,17.1,17,12.3,64,66,68,67,72
9/6/2014,2017,71.8,41.5,0.01,79.42,14.5,3.8,236.06,,0.34,0.48,14.6,18.6,16.8,16.9,12.3,65,65,66,66,72
9/7/2014,2017,82.8,45.1,0,55.29,23.4,6.3,232.5,,0.27,0.67,14.5,18.6,17,16.9,12.4,67,66,66,66,72
9/8/2014,2017,83.5,52.7,0,38.71,25.9,7.7,194.85,,0.26,0.76,14.4,18.6,17,17,12.3,68,68,67,66,71
9/9/2014,2017,70.9,54.5,0.08,63.04,23.6,6.7,93.36,,0.35,0.57,14.4,18.6,17.2,17.1,12.3,67,68,68,66,71
9/10/2014,2017,68,47.3,0.01,75.58,16.2,6.6,216.48,,0.33,0.46,14.2,18.6,16.9,16.9,12.4,66,66,67,66,71
9/11/2014,2017,50,31.6,0.04,94.79,21.4,9.2,90,,0.25,0.26,13.8,18.2,16.7,16.8,12.4,60,63,65,65,71
9/12/2014,2017,46.9,27.1,0,82.29,15.1,4.8,154.32,,0.17,0.21,13.4,17.7,16.3,16.6,12.3,56,58,61,64,71
9/13/2014,2017,73.2,25.2,0,60.38,22.3,5,231.94,,0.18,0.42,13.4,17.7,16.2,16.4,12,56,57,59,61,71
9/14/2014,2017,85.3,36.5,0.02,53.88,39.1,7.6,209.08,,0.23,0.61,13.7,18,16.3,16.3,12.1,60,60,61,61,70
9/15/2014,2017,69.6,41.9,0,64.67,17.8,6.3,240.81,,0.27,0.46,13.9,18.2,16.5,16.2,12,62,62,62,62,69
9/16/2014,2017,86.4,41.9,0,42.83,27.6,7.8,241.23,,0.2,0.73,14,18.1,16.6,16.5,12.1,64,63,63,62,69
9/17/2014,2017,86.7,48.4,0,38.96,23.9,5,186.63,,0.23,0.73,14,18.2,16.7,16.5,12.1,65,65,65,63,69
9/18/2014,2017,88,48.7,0,39.33,15.7,5.1,244.39,,0.23,0.8,14,18.2,16.7,16.6,12,67,66,66,64,69
9/19/2014,2017,90.1,46.9,0,46.5,20.1,6.5,226.2,,0.28,0.78,14,18.2,16.8,16.6,11.9,69,68,67,64,69
9/20/2014,2017,80.2,51.8,0,47.62,17.4,7,228.95,,0.3,0.67,13.8,18.4,16.9,16.5,12,70,69,68,65,69
9/21/2014,2017,73.4,51.3,0,46,22.6,8,209.91,,0.26,0.57,13.7,18.4,16.9,16.8,12.1,71,70,69,66,70
9/22/2014,2017,75.2,49.5,0.04,59.71,23.3,5.5,147.25,,0.32,0.56,13.2,18.2,16.8,16.8,12.1,68,68,68,66,70
9/23/2014,2017,76.5,52.3,0,46.42,24.3,8.6,130.13,,0.27,0.64,13,18,16.7,16.7,12.2,66,66,67,66,70
9/24/2014,2017,82,48.6,0,44.88,15.4,5,224.29,,0.26,0.69,13.2,18.1,16.7,16.5,12.1,69,68,67,65,70
9/25/2014,2017,86.4,45.5,0,44.54,19.3,5.5,218.7,,0.25,0.71,13.1,18.3,16.8,16.6,12.1,70,69,68,66,70
9/26/2014,2017,87.3,44.8,0,43.83,17.1,5.3,219.5,,0.25,0.74,12.9,18.2,16.9,16.7,12.2,71,70,69,67,71
9/27/2014,2017,84.2,47.1,0,42.29,20,6.8,221.03,,0.24,0.7,12.8,18.3,16.9,16.9,12.2,71,70,70,67,71
9/28/2014,2017,72.3,49.8,0,66.96,34.3,14.5,161.12,,0.34,0.55,12.4,18.2,16.9,16.8,12.1,69,69,70,67,71
9/29/2014,2017,67.8,46.6,0.52,75.83,31.7,10.3,133.46,,0.31,0.44,12.5,17.9,16.7,16.6,12.1,65,66,68,67,71
9/30/2014,2017,64.9,41.9,0,58.04,27,8.2,163.55,,0.23,0.44,23.1,17.4,16.1,16.5,12.1,58,60,63,65,71
10/1/2014,2017,61.5,37.8,0.29,72.92,28.7,7.6,102.4,,0.22,0.33,23.8,17.2,16,16.4,12,55,57,61,63,71
10/2/2014,2017,61.9,32.4,0,57.46,37.2,12.7,202.59,,0.16,0.35,25.8,17.1,15.6,16,12,51,53,57,60,70
10/3/2014,2017,55.9,32,0,64.46,31.2,9.1,205.28,,0.16,0.28,24.5,17.7,15.6,15.9,12.1,52,53,56,58,69
10/4/2014,2017,72,29.7,0,42.42,31.3,10.6,205.74,,0.15,0.47,24,18.3,15.6,15.7,11.8,54,54,56,58,69
10/5/2014,2017,69.8,40.3,0,45.71,36.6,10.3,174.9,,0.18,0.46,23.7,19.1,15.8,15.7,11.8,56,56,57,58,68
10/6/2014,2017,76.5,37,0,44.21,32.4,11.2,186.09,,0.19,0.55,23.3,19.5,15.9,15.6,11.8,57,57,58,58,67
10/7/2014,2017,76.6,43.3,0,38.25,20.1,6.7,202.14,,0.19,0.59,23.1,20.2,16.2,15.8,11.8,60,59,59,58,67
10/8/2014,2017,77.7,37.4,0,58.17,15.5,4.4,187.51,,0.22,0.5,22.6,20.6,16.3,16,11.6,61,60,61,59,67
10/9/2014,2017,57.9,47.7,0.22,71.08,17.3,6.8,45.43,,0.3,0.42,22.6,20.7,16.2,16,11.5,57,58,60,60,66
10/10/2014,2017,54.1,34.3,0,90.12,13.9,5.6,56.98,,0.29,0.33,23.8,22.4,16.2,15.8,11.5,53,55,57,58,66
10/11/2014,2017,68,34,0,72.25,13.6,4.3,150.65,,0.25,0.39,23.5,23.2,15.9,15.6,11.6,53,53,55,57,66
10/12/2014,2017,57,32.2,0,61.92,36.3,14.3,87.92,,0.19,0.33,23,23.8,16,15.7,11.6,51,53,55,56,66
10/13/2014,2017,59,28.8,0,57.46,27.9,9.5,184.95,,0.14,0.3,22.5,23.7,15.7,15.5,11.5,49,50,53,55,65
10/14/2014,2017,74.8,32,0,47.88,19.6,5.4,188.89,,0.15,0.44,22.4,24.1,15.9,15.3,11.5,52,52,53,54,65
10/15/2014,2017,77.2,34,0,44.25,15.5,4.3,126.78,,0.16,0.46,22.1,24.4,16,15.4,11.5,52,53,54,54,65
10/16/2014,2017,71.8,36.7,0,31.38,27.5,11.1,149.67,,0.14,0.49,22,24.8,16.3,15.4,11.4,55,55,55,55,64
10/17/2014,2017,61.2,30.7,0,52.67,15.4,4.4,179.76,,0.15,0.32,21.4,24.6,16.3,15.5,11.3,54,54,55,55,64
10/18/2014,2017,66,27.3,0,62.67,12.5,4.8,173.35,,0.19,0.36,21,24.6,16.3,15.5,11.3,54,54,55,55,64
10/19/2014,2017,72.5,38.8,0,42.79,17.6,6.4,172.67,,0.17,0.49,20.6,24.8,16.4,15.5,11.3,56,56,56,55,64
10/20/2014,2017,73.8,35.1,0,54.92,14.1,4.3,171.65,,0.2,0.46,20.1,24.8,16.5,15.7,11.3,56,56,56,56,64
10/21/2014,2017,74.8,36.1,0.05,54.29,18,5.9,167.01,,0.22,0.51,19.7,24.7,16.7,15.6,11.3,57,57,57,56,64
10/22/2014,2017,67.1,34.9,0,59.5,18.5,7.2,173.33,,0.23,0.43,19.2,24.7,16.9,15.7,11.3,57,57,58,56,64
10/23/2014,2017,70.7,32.9,0,56.75,13,5,126.03,,0.19,0.4,18.4,24.1,16.6,15.7,11.3,54,55,56,56,64
10/24/2014,2017,79.3,41.5,0,32.88,19.6,6.8,141.73,,0.14,0.55,18.2,24,16.8,15.6,11.3,56,56,56,56,64
10/25/2014,2017,75.7,38.8,0,30.92,19.1,7,169.1,,0.12,0.51,17.6,23.7,16.8,15.6,11.3,56,56,56,56,64
10/26/2014,2017,74.3,39.4,0.07,35.58,38.3,9.2,103.51,,0.17,0.55,17.2,23.4,16.8,15.6,11.2,55,56,56,56,63
10/27/2014,2017,50.4,32.7,0,46.79,35.1,14.1,149.18,,0.12,0.28,16.6,22.8,16.7,15.7,11.3,50,52,55,56,63
10/28/2014,2017,54.7,27.7,0,44.38,11.4,4.8,147.72,,0.11,0.27,16.1,22.3,16.4,15.3,11.2,48,50,52,54,63
10/29/2014,2017,67.6,24.1,0,44.04,33,9.1,159.27,,0.11,0.36,15.8,22,16.4,15.3,11.4,48,49,51,53,63
10/30/2014,2017,60.4,28.4,0,49.46,16.1,5.4,154.31,,0.14,0.32,15.8,21.9,16.4,15.3,11.2,50,50,52,52,63
10/31/2014,2017,54.3,23.9,0,70.21,19,5.4,135.89,,0.15,0.24,15.3,21.5,16.3,15.3,11.1,47,48,51,52,62
11/1/2014,2017,62.8,24.8,0,62.42,11.3,4,107.36,,0.16,0.32,15.1,21.3,16.2,15.1,11.1,47,48,50,51,62
11/2/2014,2017,68.2,36,0,51.46,25.3,6.7,86.84,,0.17,0.39,15.1,21.2,16.3,15,11,48,49,50,51,61
11/3/2014,2017,47.3,28.6,0.71,87.17,25.4,10.3,53.92,,0.19,0.21,24.2,24.7,20.4,15.1,11,43,46,49,51,61
11/4/2014,2017,54.1,24.4,0,57.67,16.1,5.9,151.68,,0.12,0.25,25.3,28.2,24.6,14.8,11.1,40,42,45,49,61
11/5/2014,2017,61.3,32,0,44.54,31.7,11.2,140.85,,0.14,0.35,24.7,28.4,24.6,14.6,11,43,44,45,47,60
11/6/2014,2017,61.5,27.5,0,63.92,12.6,5.1,145.94,,0.16,0.31,24.3,28.3,24.4,14.6,11.1,44,44,46,47,60
11/7/2014,2017,66,35.1,0,45.04,33.6,12.9,97.3,,0.16,0.4,24.1,28.4,24.5,14.7,10.9,46,46,47,47,59
11/8/2014,2017,59,25.9,0,65.5,16.8,5.7,141.91,,0.16,0.3,23.7,28.2,24.4,14.7,11,45,46,47,48,59
11/9/2014,2017,71.4,40.1,0,27.25,24.3,6.9,125.47,,0.12,0.47,23.7,28.3,24.3,14.7,10.9,47,47,48,48,58
11/10/2014,2017,55.9,9.9,0,60.62,50.2,18.4,61.51,,0.09,0.19,22.7,27.8,24.1,15,10.8,41,44,47,48,58
11/11/2014,2017,12,0,0,73.08,20.3,9.8,88.69,,0.05,0.06,21.6,26.8,23.1,14.5,10.8,32,36,41,45,58
11/12/2014,2017,5.7,-9.4,0,67.42,27.4,11.3,107.11,,0.03,0.04,16.4,26.2,22.8,14.3,10.8,30,33,38,43,58
11/13/2014,2017,10.9,-11,0,73.75,14.3,4.6,121,,0.04,0.05,14,20.3,22.5,14,10.7,27,30,35,40,57
11/14/2014,2017,31.5,3.9,0,71.67,10.1,2.4,100.06,,0.07,0.11,14.8,19,22.1,13.9,10.7,29,30,34,38,56
11/15/2014,2017,24.1,-0.8,0,75.54,35.9,13.2,73.37,,0.06,0.08,14.4,19.2,22,13.7,10.7,28,30,34,38,55
11/16/2014,2017,32.7,-4.7,0,53.71,37,13.5,134.24,,0.05,0.11,13.6,17.7,19.4,13.5,10.4,26,28,32,36,54
11/17/2014,2017,37,10.4,0,35.54,33.9,12.6,130.98,,0.05,0.14,14.2,17.9,17.1,13.5,10.5,27,29,32,36,53
11/18/2014,2017,47.5,12.4,0,33.21,31.4,9.7,77.28,,0.06,0.22,14.6,18.1,16.9,13.3,10.5,28,29,32,35,52
11/19/2014,2017,43.7,16.5,0,47.42,22.5,6.9,120.84,,0.08,0.19,18.1,19.6,19.3,13.5,10.2,31,31,32,35,52
11/20/2014,2017,52.3,15.8,0,51.71,10.1,4.5,113.46,,0.08,0.21,18.1,20.3,21.6,13.4,10.2,31,31,33,35,51
11/21/2014,2017,55,23.2,0,44.92,13,4.6,117.66,,0.1,0.25,21.2,23.7,21.6,13.6,10.2,33,33,34,35,51
11/22/2014,2017,51.8,20.5,0,49.25,23.9,5.9,38.83,,0.1,0.24,21,25.9,21.5,13.5,10.4,32,33,35,36,50
11/23/2014,2017,41.7,15.3,0,54.21,35.9,14.9,109.22,,0.09,0.18,21.1,26,21.7,13.6,10.2,33,34,35,36,50
11/24/2014,2017,38.3,8.6,0,56.79,36.9,16,96.51,,0.08,0.16,20.9,25.9,21.6,13.8,10.1,32,33,35,36,50
11/25/2014,2017,46.6,12.6,0,63.17,42.4,15,77.2,,0.1,0.19,20.6,25.7,21.6,13.6,10.1,31,32,34,36,50
11/26/2014,2017,35.4,18.7,0,79.67,30,6.7,83.88,,0.12,0.15,20.6,25.8,21.5,13.5,10.3,32,32,34,36,50
11/27/2014,2017,62.1,19.6,0,48,31.3,10.7,70.96,,0.11,0.33,21,25.8,21.5,13.5,10.3,33,33,35,36,49
11/28/2014,2017,67.5,33.8,0,21.92,30.7,8.7,70.66,,0.08,0.41,21.3,26.1,21.7,13.7,10.2,37,37,37,36,49
11/29/2014,2017,65.3,36.9,0,17.58,26.7,7.2,108.97,,0.06,0.4,21.2,26.3,21.9,13.9,10,38,38,38,38,49
11/30/2014,2017,53.4,17.1,0,51.38,30.4,10.1,105.91,,0.07,0.18,20.9,26.1,22,13.9,10.1,36,37,39,39,49
12/1/2014,2017,33.6,14.4,0,66.12,13.9,5.4,97.42,,0.08,0.12,20.4,25.8,21.6,14,10.1,33,34,37,38,49
12/2/2014,2017,59,22.3,0,40.83,33.1,10.5,110.87,,0.1,0.29,20.6,25.6,21.5,13.9,10.2,34,34,36,37,49
12/3/2014,2017,39.9,18.9,0,65.46,18.2,4.6,71.84,,0.09,0.15,20.3,25.5,21.5,13.8,10.1,33,34,36,37,49
12/4/2014,2017,50,22.1,0,58.67,12.9,4.3,54.71,,0.13,0.23,20.3,25.4,21.3,13.9,10,33,34,35,37,49
12/5/2014,2017,55.9,21.7,0,58.88,22.9,7.6,96.66,,0.13,0.25,20.4,25.6,21.4,13.9,10.1,35,35,36,37,49
12/6/2014,2017,43.9,22.5,0,80.88,10,3.8,46.03,,0.14,0.18,20.1,25.4,21.4,13.8,9.8,33,34,36,37,49
12/7/2014,2017,56.7,21.4,0,54.67,26.9,8.8,91.9,,0.12,0.27,20.2,25.4,21.4,13.8,10,34,35,36,37,49
12/8/2014,2017,54.9,19.9,0,62.25,8.6,3.7,93.58,,0.11,0.22,20.2,25.4,21.4,13.9,10,34,35,37,37,49
12/9/2014,2017,54.3,18.7,0,53.96,9.6,4.4,72.41,,0.1,0.22,20,25.3,21.3,13.9,10.1,33,34,36,37,49
12/10/2014,2017,60.1,22.1,0,39.33,15.9,6.1,89.39,,0.08,0.27,19.4,25.4,21.3,13.9,10.1,34,35,36,37,49
12/11/2014,2017,63.5,21.7,0,51.25,9.2,5,107.13,,0.1,0.26,19.4,25.4,21.3,13.9,10.2,35,35,36,37,49
12/12/2014,2017,63.3,24.1,0,43.54,14.1,5.5,101.65,,0.09,0.28,19.5,25.3,21.4,14,9.9,35,36,37,37,49
12/13/2014,2017,53.8,23.9,0,45.08,23.9,4.9,50.83,,0.11,0.28,19.5,25.4,21.3,13.9,9.8,36,37,37,37,48
12/14/2014,2017,40.5,31.3,0,73.54,34.5,19.3,39.37,,0.15,0.2,19.2,25.3,21.3,13.9,9.7,35,36,37,38,48
12/15/2014,2017,37.2,12.4,0,58.42,39,17.4,84.81,,0.1,0.18,19,25.2,21.3,14,9.9,35,36,37,38,49
12/16/2014,2017,32.2,9.3,0,78.25,14.4,3.7,58.32,,0.09,0.12,16.9,24.7,21.1,14,9.8,31,32,36,37,49
12/17/2014,2017,44.6,12.4,0,71.83,12.3,3.1,77.18,,0.11,0.17,16.9,24.5,21,13.8,9.8,31,32,34,36,48
12/18/2014,2017,43,15.6,0,70.29,10.4,4.2,91.44,,0.1,0.16,17.1,24.5,20.9,13.9,9.8,31,32,34,36,48
12/19/2014,2017,44.8,15.6,0,59.58,24.3,6.2,103.52,,0.08,0.16,16.4,24.2,20.8,13.8,9.9,31,32,34,35,48
12/20/2014,2017,49.5,16.7,0,53.88,19.3,5.2,76.17,,0.09,0.2,16.7,23,20.9,13.7,10,31,32,34,35,48
12/21/2014,2017,49.3,20.8,0.02,66.38,39.7,11.7,45.98,,0.13,0.2,17,24.1,20.9,13.8,10.1,31,32,34,35,47
12/22/2014,2017,36.7,17.4,0,70.71,40.9,15,68.56,,0.11,0.16,17.3,24.2,21,13.8,9.9,31,32,34,35,47
12/23/2014,2017,32.7,10.6,0,59.96,39.6,19.8,95.1,,0.08,0.14,15.9,23.9,20.7,13.8,9.8,30,32,34,35,47
12/24/2014,2017,40.8,7.3,0,55.17,14.1,4.9,76.64,,0.07,0.15,14.5,19.4,20.6,13.8,9.7,29,31,33,34,47
12/25/2014,2017,39.2,16.3,0,77.5,27.3,10.5,31.06,,0.12,0.16,15.3,19.3,20.6,13.8,9.8,30,31,33,34,47
12/26/2014,2017,17.8,8.8,0,85.71,15.7,3.8,85.34,,0.07,0.09,15.8,19.8,20.4,13.8,9.9,31,31,33,34,47
12/27/2014,2017,24.4,-2.4,0.1,70.58,18,6.5,109.18,,0.05,0.07,15.7,20.2,20.8,13.7,9.8,31,31,33,34,46
12/28/2014,2017,30,-0.8,0,68.04,13.9,4.4,105.11,,0.06,0.09,15.4,20.1,20.8,13.7,9.8,31,31,33,34,46
12/29/2014,2017,15.3,-0.6,0,80,23.9,14,67.35,,0.05,0.06,15.3,20,20.6,13.7,9.9,30,31,33,34,46
12/30/2014,2017,2.3,-20,0,73.62,13.2,4.8,81.36,,0.02,0.03,14.8,19.4,20.5,13.7,9.8,30,31,33,34,46
12/31/2014,2017,25.5,-21.5,0.01,56.67,11.6,5.3,115.17,,0.03,0.06,13.9,18.5,19.6,13.6,9.7,28,29,32,33,46
1/1/2015,2017,31.8,-5.1,0,63.17,15.4,6.9,111.85,,0.05,0.09,13.7,17.9,16.7,13.7,9.7,28,29,32,33,46
1/2/2015,2017,32.9,6.6,0,77.54,11.7,4.1,101.03,,0.09,0.12,13.9,17.9,16.4,13.4,9.8,28,29,31,33,46
1/3/2015,2017,31.3,-2.2,0,80.46,37.9,14.5,54.79,,0.07,0.09,13.8,18,16.3,13.4,9.8,28,29,31,33,46
1/4/2015,2017,29.8,-0.4,0,75,12.1,3.6,86.89,,0.06,0.08,13.7,17.8,16,13.5,9.8,28,29,31,32,45
1/5/2015,2017,50.5,-1.7,0,68.42,36.4,8.7,59.48,,0.12,0.2,13.8,17.6,15.9,13.5,9.7,28,28,31,32,45
1/6/2015,2017,52.9,18.9,0,75.92,31.3,7.5,84.3,,0.15,0.23,16,19.1,16.4,13.5,9.5,31,31,32,32,45
1/7/2015,2017,21.9,12.2,0,93.92,16.4,7.1,46.38,,0.08,0.09,15.8,20.3,17.2,13.5,9.4,31,32,32,32,45
1/8/2015,2017,49.3,15.1,0,69.21,37.3,15.3,108.39,,0.13,0.21,17.1,20.1,17.7,13.4,9.5,30,31,32,33,45
1/9/2015,2017,20.8,14.2,0,88.58,20.6,5.4,49.94,,0.08,0.1,15.8,19,18,13.7,9.6,29,30,32,33,45
1/10/2015,2017,49.5,16.5,0,71.29,23.6,5.1,43.04,,0.12,0.2,15.3,18.2,17,13.6,9.7,28,30,32,33,44
1/11/2015,2017,41.9,22.8,0.07,84.92,21.9,7.8,35.97,,0.16,0.19,15.9,18.6,16.8,13.6,9.8,29,30,32,33,44
1/12/2015,2017,22.8,18,0,95.88,12.8,4.8,32.89,,0.1,0.11,17.8,20.2,17.6,13.7,9.7,31,31,32,33,44
1/13/2015,2017,35.2,19.8,0.04,85.71,34.3,6.8,77.53,,0.12,0.15,16.8,19.7,18.3,13.6,9.7,30,31,32,33,44
1/14/2015,2017,41.4,14.4,0,75.04,16.5,4.7,119.97,,0.11,0.16,15.8,18.6,17.8,13.6,9.6,29,30,32,33,44
1/15/2015,2017,46.4,22.1,0,55.54,19.5,6.5,120.43,,0.1,0.2,15.9,18.2,16.8,13.7,9.6,29,30,32,33,44
1/16/2015,2017,55.9,30.4,0,32.38,39.2,10.2,74.27,,0.08,0.28,16.6,18.6,16.7,13.7,9.6,30,30,32,33,44
1/17/2015,2017,50.4,24.8,0,34.42,33.6,15.7,123.49,,0.08,0.25,17.8,19.6,17.3,13.7,9.6,31,31,32,33,44
1/18/2015,2017,59.9,23.5,0,34.25,36.2,13.2,116.56,,0.11,0.34,17.8,19.6,17.8,13.6,9.6,31,31,32,33,44
1/19/2015,2017,53.2,27.9,0,49.71,31.4,9.3,93.92,,0.13,0.29,22.2,20.6,18.7,13.8,9.6,31,32,32,33,44
1/20/2015,2017,39.6,20.7,0,55.92,26.4,10.5,111.12,,0.09,0.18,26.1,21.4,20.4,13.8,9.6,31,32,33,33,44
1/21/2015,2017,32.5,10.8,0,62.92,23.2,7.6,111.18,,0.07,0.13,19.3,20.8,20.4,13.7,9.6,31,31,33,33,44
1/22/2015,2017,37.4,5.5,0,59.71,14.4,5.6,129.65,,0.06,0.12,14.7,17.8,18.5,13.7,9.6,27,29,32,33,44
1/23/2015,2017,45.5,13.3,0,46.12,26.6,11.4,79.28,,0.08,0.2,15,17.5,16,13.6,9.4,28,28,31,32,44
1/24/2015,2017,52,14.7,0,44.21,38.9,14.8,61.26,,0.1,0.27,15.6,17.9,16,13.6,9.4,29,29,31,32,44
1/25/2015,2017,57.4,28,0,50.46,27.3,12.7,92.43,,0.14,0.3,17.3,19.2,16.6,13.5,9.3,31,31,32,32,44
1/26/2015,2017,71.2,32.7,0,37.42,25.1,10.5,133.45,,0.12,0.41,22.5,20.2,17.3,13.5,9.4,32,31,32,32,44
1/27/2015,2017,72.5,36.3,0,31.25,22.8,7.9,127.54,,0.11,0.42,25.9,23.6,18.5,13.8,9.5,34,33,32,33,44
1/28/2015,2017,55.2,37.4,0,48.33,41.4,17.6,120.87,,0.15,0.33,26.1,28.3,21,13.8,9.5,36,35,34,33,44
