Date,Pasture,Plot,Transect,Distance,High East,Low East,Spp East,High West,Low West,Spp West,MeanHigh,MeanLow,Notes
6/7/2019,17N,2,2,9,7,1,BOGR,9,3,OPPO,8,2,
6/7/2019,17N,2,2,12,7,2,BOGR,3,1,BOGR,5,1.5,
6/7/2019,17N,2,2,15,9,2,SPCO,10,3,CADU,9.5,2.5,
6/7/2019,17N,2,2,18,9,1,BOGR,7,1,BOGR,8,1,
6/7/2019,17N,2,2,21,5,1,BOGR,5,1,BOGR,5,1,
6/7/2019,17N,2,2,24,5,2,BOGR,6,2,BOGR,5.5,2,
6/7/2019,17N,2,3,3,6,1,BOGR,4,1,BOGR,5,1,
6/7/2019,17N,2,3,6,4,1,BOGR,2,1,BUDA,3,1,
6/7/2019,17N,2,3,9,11,1,BOGR,9,2,CADU,10,1.5,
6/7/2019,17N,2,3,12,10,2,BOGR,8,3,BOGR,9,2.5,
6/7/2019,17N,2,3,15,5,1,BOGR,5,3,BOGR,5,2,
6/7/2019,17N,2,3,18,11,1,EREF,4,1,BOGR,7.5,1,
6/7/2019,17N,2,3,21,9,2,BOGR,15,5,PSTE,12,3.5,
6/7/2019,17N,2,3,24,7,2,BOGR,6,2,BOGR,6.5,2,
6/7/2019,17N,2,4,3,10,8,SPCO,6,3,BOGR,8,5.5,
6/7/2019,17N,2,4,6,10,1,BOGR,6,1,BOGR,8,1,
6/7/2019,17N,2,4,9,8,1,CADU,7,2,BOGR,7.5,1.5,
6/7/2019,17N,2,4,12,5,3,BOGR,6,3,BOGR,5.5,3,
6/7/2019,17N,2,4,15,9,2,CADU,6,2,THFI,7.5,2,
6/7/2019,17N,2,4,18,13,4,SPCO,7,3,SPCO,10,3.5,
6/7/2019,17N,2,4,21,9,5,SPCO,12,4,SPCO,10.5,4.5,
6/7/2019,17N,2,4,24,10,3,ARPU,10,2,BOGR,10,2.5,
6/6/2019,17N,3,1,3,18,5,SPAI,25,5,SPAI,21.5,5,
6/6/2019,17N,3,1,6,24,3,PASM,24,8,PASM,24,5.5,
6/6/2019,17N,3,1,9,14,3,PASM,15,7,DISP,14.5,5,
6/6/2019,17N,3,1,12,25,4,PASM,27,9,SPAI,26,6.5,
6/6/2019,17N,3,1,15,11,3,PASM,24,5,DISP,17.5,4,
6/6/2019,17N,3,1,18,20,2,PASM,18,1,PASM,19,1.5,
6/6/2019,17N,3,1,21,13,4,PASM,14,2,PASM,13.5,3,
6/6/2019,17N,3,1,24,16,1,LARE,15,2,PASM,15.5,1.5,
6/6/2019,17N,3,2,3,24,3,PASM,8,0,PASM,16,1.5,
6/6/2019,17N,3,2,6,35,9,PASM,22,5,SPAI,28.5,7,
6/6/2019,17N,3,2,9,16,2,SPAI,20,7,PASM,18,4.5,
6/6/2019,17N,3,2,12,15,5,PASM,14,2,LARE,14.5,3.5,
6/6/2019,17N,3,2,15,16,5,LARE,11,3,DISP,13.5,4,
6/6/2019,17N,3,2,18,15,4,LARE,13,5,SPAI,14,4.5,
6/6/2019,17N,3,2,21,9,2,LARE,10,5,LARE,9.5,3.5,
6/6/2019,17N,3,2,24,5,0,SPCO,9,5,EREF,7,2.5,
6/6/2019,17N,3,3,3,10,3,SPAI,16,3,PASM,13,3,
6/6/2019,17N,3,3,6,19,5,PASM,13,2,DISP,16,3.5,
6/6/2019,17N,3,3,9,16,5,SPAI,20,5,SPAI,18,5,
6/6/2019,17N,3,3,12,19,6,SPAI,22,7,SPAI,20.5,6.5,
6/6/2019,17N,3,3,15,12,4,SPAI,15,5,PASM,13.5,4.5,
6/6/2019,17N,3,3,18,19,4,PASM,19,7,PASM,19,5.5,
6/6/2019,17N,3,3,21,16,2,PASM,16,4,SPAI,16,3,
6/6/2019,17N,3,3,24,14,5,DISP,20,3,PASM,17,4,
6/6/2019,17N,3,4,3,23,5,CANE,23,4,CANE,23,4.5,
6/6/2019,17N,3,4,6,29,5,CANE,24,3,CANE,26.5,4,
6/6/2019,17N,3,4,9,33,15,POPR,29,9,JUBA,31,12,
6/6/2019,17N,3,4,12,31,6,CANE,22,7,CANE,26.5,6.5,
6/6/2019,17N,3,4,15,12,2,CANE,32,12,CANE,22,7,
6/6/2019,17N,3,4,18,18,7,DISP,28,13,SPAI,23,10,
6/6/2019,17N,3,4,21,24,5,CANE,17,7,SPAI,20.5,6,
6/6/2019,17N,3,4,24,14,7,SPAI,14,5,BRTE,14,6,
6/7/2019,17N,4,1,3,15,2,POPR,22,9,POPR,18.5,5.5,
6/7/2019,17N,4,1,6,41,9,CANE,32,10,HECO,36.5,9.5,
6/7/2019,17N,4,1,9,43,9,PASM,43,8,SPAI,43,8.5,
6/7/2019,17N,4,1,12,29,13,PASM,24,9,PASM,26.5,11,
6/7/2019,17N,4,1,15,18,4,PASM,20,6,PASM,19,5,
6/7/2019,17N,4,1,18,16,9,PASM,18,7,DISP,17,8,
6/7/2019,17N,4,1,21,17,5,DISP,22,8,SPAI,19.5,6.5,
6/7/2019,17N,4,1,24,21,9,PASM,16,8,PASM,18.5,8.5,
6/7/2019,17N,4,2,3,18,5,SPAI,24,6,DISP,21,5.5,
6/7/2019,17N,4,2,6,26,7,HECO,11,3,HECO,18.5,5,
6/7/2019,17N,4,2,9,14,9,SPAI,21,6,SPAI,17.5,7.5,
6/7/2019,17N,4,2,12,30,8,SPAI,27,9,SPAI,28.5,8.5,
6/7/2019,17N,4,2,15,32,11,SPAI,20,11,SPAI,26,11,
6/7/2019,17N,4,2,18,22,6,SPAI,24,9,SPAI,23,7.5,
6/7/2019,17N,4,2,21,20,5,SPAI,12,5,DISP,16,5,
6/7/2019,17N,4,2,24,22,3,SPAI,24,9,PASM,23,6,
6/7/2019,17N,4,3,3,35,13,SPAI,26,9,SPAI,30.5,11,
6/7/2019,17N,4,3,6,14,5,DISP,25,5,SPAI,19.5,5,
6/7/2019,17N,4,3,9,11,3,SPAI,10,5,SPAI,10.5,4,
6/7/2019,17N,4,3,12,23,9,SPAI,17,7,SPAI,20,8,
6/7/2019,17N,4,3,15,20,7,DISP,13,4,SPAI,16.5,5.5,
6/7/2019,17N,4,3,18,15,7,SPAI,19,3,SPAI,17,5,
6/7/2019,17N,4,3,21,14,4,SPAI,19,11,SPAI,16.5,7.5,
6/7/2019,17N,4,3,24,40,9,SPAI,21,5,LARE,30.5,7,
6/7/2019,17N,4,4,3,14,5,PASM,19,5,PASM,16.5,5,
6/7/2019,17N,4,4,6,24,4,DISP,26,8,PASM,25,6,
6/7/2019,17N,4,4,9,25,4,PASM,24,5,LARE,24.5,4.5,
6/7/2019,17N,4,4,12,21,1,BOGR,23,9,SPAI,22,5,
6/7/2019,17N,4,4,15,13,1,PASM,24,8,SPAI,18.5,4.5,
6/7/2019,17N,4,4,18,18,2,SPAI,23,8,PASM,20.5,5,
6/7/2019,17N,4,4,21,13,1,SPAI,24,9,SPAI,18.5,5,
6/7/2019,17N,4,4,24,11,2,PASM,30,9,SPAI,20.5,5.5,
6/7/2019,17N,5,1,3,20,4,OPPO,21,9,OPPO,20.5,6.5,
6/7/2019,17N,5,1,6,25,2,PASM,22,7,EREF,23.5,4.5,
6/7/2019,17N,5,1,9,23,9,PASM,16,2,PASM,19.5,5.5,
6/7/2019,17N,5,1,12,19,5,LEDE,13,6,CHLE,16,5.5,
6/7/2019,17N,5,1,15,23,7,PASM,20,9,OPPO,21.5,8,
6/7/2019,17N,5,1,18,18,7,PASM,12,4,OPPO,15,5.5,
6/7/2019,17N,5,1,21,9,4,OPPO,15,5,OPPO,12,4.5,
6/7/2019,17N,5,1,24,7,1,SPCO,11,2,CRMI,9,1.5,
6/7/2019,17N,5,2,3,4,2,CRMI,10,1,SPCO,7,1.5,
6/7/2019,17N,5,2,6,17,2,HECO,27,2,OPPO,22,2,
6/7/2019,17N,5,2,9,12,2,BOGR,12,5,KRLA,12,3.5,
6/7/2019,17N,5,2,12,9,3,OPPO,16,7,OPPO,12.5,5,
6/7/2019,17N,5,2,15,20,4,BOGR,8,1,BOGR,14,2.5,
6/7/2019,17N,5,2,18,13,3,SPCO,25,4,HECO,19,3.5,
6/7/2019,17N,5,2,21,12,3,LYJU,10,5,OPPO,11,4,
6/7/2019,17N,5,2,24,15,5,PASM,15,4,ELEL,15,4.5,
6/7/2019,17N,5,3,3,14,6,VUOC,18,5,OPPO,16,5.5,
6/7/2019,17N,5,3,6,10,1,HECO,24,3,HECO,17,2,
6/7/2019,17N,5,3,9,16,7,OPPO,22,5,HECO,19,6,
6/7/2019,17N,5,3,12,23,7,HECO,20,4,HECO,21.5,5.5,
6/7/2019,17N,5,3,15,13,5,HECO,22,6,OPPO,17.5,5.5,
6/7/2019,17N,5,3,18,20,10,EREF,14,1,LEMO,17,5.5,
6/7/2019,17N,5,3,21,28,10,HECO,18,2,HECO,23,6,
6/7/2019,17N,5,3,24,23,8,CHLE,11,5,OPPO,17,6.5,
6/7/2019,17N,5,4,3,10,1,BOGR,2,1,COVI,6,1,
6/7/2019,17N,5,4,6,7,1,PIOP,10,4,BOGR,8.5,2.5,
6/7/2019,17N,5,4,9,10,2,BOGR,5,1,CADU,7.5,1.5,
6/7/2019,17N,5,4,12,7,4,OPPO,4,1,BOGR,5.5,2.5,
6/7/2019,17N,5,4,15,12,4,HECO,10,2,BOGR,11,3,
6/7/2019,17N,5,4,18,16,4,EREF,13,3,ELEL,14.5,3.5,
6/7/2019,17N,5,4,21,14,3,HECO,11,4,HECO,12.5,3.5,
6/7/2019,17N,5,4,24,19,4,CADU,12,2,BOGR,15.5,3,
6/7/2019,17N,6,1,3,12,1,LEDE,14,2,SPCO,13,1.5,
6/7/2019,17N,6,1,6,30,6,CHLE,10,2,CHIN,20,4,
6/7/2019,17N,6,1,9,30,6,ELEL,30,5,HECO,30,5.5,
6/7/2019,17N,6,1,12,9,2,EREF,12,2,HECO,10.5,2,
6/7/2019,17N,6,1,15,10,1,BOGR,19,4,ELEL,14.5,2.5,
6/7/2019,17N,6,1,18,5,4,CRMI,10,1,CRMI,7.5,2.5,
6/7/2019,17N,6,1,21,5,1,CRMI,4,1,BOGR,4.5,1,
6/7/2019,17N,6,1,24,8,2,CRMI,8,4,CRMI,8,3,
6/12/2019,17N,6,2,3,24,4,PASM,23,6,PASM,23.5,5,"*Transect 2 was flooded on 6/7/19, and was completed on 6/12/19 when it dried"
6/12/2019,17N,6,2,6,17,3,PASM,17,2,PASM,17,2.5,
6/12/2019,17N,6,2,9,20,8,PASM,23,7,PASM,21.5,7.5,
6/12/2019,17N,6,2,12,24,6,PASM,28,13,PASM,26,9.5,
6/12/2019,17N,6,2,15,9,3,BUDA,7,2,BUDA,8,2.5,
6/12/2019,17N,6,2,18,10,3,PASM,12,2,BUDA,11,2.5,
6/12/2019,17N,6,2,21,18,4,JUBA,15,4,PASM,16.5,4,
6/12/2019,17N,6,2,24,4,2,JUBA,24,3,JUBA,14,2.5,
6/7/2019,17N,6,3,3,12,1,CRMI,14,5,EREF,13,3,
6/7/2019,17N,6,3,6,8,2,CRMI,1,1,BOGR,4.5,1.5,
6/7/2019,17N,6,3,9,7,1,BOGR,7,3,BOGR,7,2,
6/7/2019,17N,6,3,12,3,1,BOGR,1,1,BOGR,2,1,
6/7/2019,17N,6,3,15,9,1,HECO,18,4,HECO,13.5,2.5,
6/7/2019,17N,6,3,18,9,2,BOGR,5,1,BOGR,7,1.5,
6/7/2019,17N,6,3,21,10,1,BOGR,12,3,OPPO,11,2,
6/7/2019,17N,6,3,24,5,1,BOGR,4,1,BOGR,4.5,1,
6/7/2019,17N,6,4,3,11,1,PASM,12,2,PASM,11.5,1.5,
6/7/2019,17N,6,4,6,18,6,PASM,17,3,PASM,17.5,4.5,
6/7/2019,17N,6,4,9,17,8,PASM,17,3,PASM,17,5.5,
6/7/2019,17N,6,4,12,14,5,PASM,15,3,PASM,14.5,4,
6/7/2019,17N,6,4,15,15,4,SPCR,18,6,PASM,16.5,5,
6/7/2019,17N,6,4,18,9,3,IVAX,14,2,PASM,11.5,2.5,
6/7/2019,17N,6,4,21,14,3,PASM,12,4,PASM,13,3.5,
6/7/2019,17N,6,4,24,15,6,IVAX,13,6,PASM,14,6,
6/6/2019,18S,1,1,3,18,2,ELEL,14,5,ELEL,16,3.5,
6/6/2019,18S,1,1,6,20,3,CHLE,10,1,CHLE,15,2,
6/6/2019,18S,1,1,9,10,2,CADU,10,3,CHLE,10,2.5,
6/6/2019,18S,1,1,12,32,11,LARE,14,1,HECO,23,6,
6/6/2019,18S,1,1,15,6,3,OPPO,11,6,ELEL,8.5,4.5,
6/6/2019,18S,1,1,18,6,1,CHLE,19,11,LARE,12.5,6,
6/6/2019,18S,1,1,21,14,3,CHLE,8,2,CHLE,11,2.5,
6/6/2019,18S,1,1,24,8,2,SPCO,6,1,OPPO,7,1.5,
6/6/2019,18S,1,2,3,15,3,HECO,22,3,HEPU,18.5,3,
6/6/2019,18S,1,2,6,21,13,LARE,10,3,CHLE,15.5,8,
6/6/2019,18S,1,2,9,10,1,HECO,14,3,CHLE,12,2,
6/6/2019,18S,1,2,12,16,9,CHLE,34,10,CHLE,25,9.5,
6/6/2019,18S,1,2,15,22,10,ELEL,25,7,LARE,23.5,8.5,
6/6/2019,18S,1,2,18,26,6,HECO,34,21,ATCA,30,13.5,
6/6/2019,18S,1,2,21,16,6,CHLE,24,10,CHLE,20,8,
6/6/2019,18S,1,2,24,26,20,ATCA,8,5,OPPO,17,12.5,
6/6/2019,18S,1,3,3,23,8,CRMI,25,6,HECO,24,7,
6/6/2019,18S,1,3,6,19,4,HECO,14,5,HECO,16.5,4.5,
6/6/2019,18S,1,3,9,32,12,ATCA,9,8,ARFR,20.5,10,
6/6/2019,18S,1,3,12,7,1,HECO,49,19,ATCA,28,10,
6/6/2019,18S,1,3,15,18,4,PASM,21,6,HECO,19.5,5,
6/6/2019,18S,1,3,18,18,8,CHLE,17,7,HECO,17.5,7.5,
6/6/2019,18S,1,3,21,21,11,CHLE,25,10,ATCA,23,10.5,
6/6/2019,18S,1,3,24,12,7,CHLE,15,9,HECO,13.5,8,
6/6/2019,18S,1,4,3,59,38,ATCA,18,5,HECO,38.5,21.5,
6/6/2019,18S,1,4,6,20,11,ATCA,20,7,LEDE,20,9,
6/6/2019,18S,1,4,9,68,28,ATCA,20,3,ELEL,44,15.5,
6/6/2019,18S,1,4,12,72,21,ATCA,55,13,ELEL,63.5,17,
6/6/2019,18S,1,4,15,52,9,CHLE,22,12,CHLE,37,10.5,
6/6/2019,18S,1,4,18,24,7,ELEL,20,6,OPPO,22,6.5,
6/6/2019,18S,1,4,21,22,13,CHLE,26,4,LARE,24,8.5,
6/6/2019,18S,1,4,24,36,17,ATCA,17,9,CHLE,26.5,13,
6/7/2019,18S,2,1,3,17,3,HECO,12,4,CHLE,14.5,3.5,
6/7/2019,18S,2,1,6,23,1,HECO,19,6,HECO,21,3.5,
6/7/2019,18S,2,1,9,16,5,CHLE,74,7,HECO,45,6,
6/7/2019,18S,2,1,12,21,6,CHLE,14,6,HECO,17.5,6,
6/7/2019,18S,2,1,15,16,4,CHLE,21,3,CHLE,18.5,3.5,
6/7/2019,18S,2,1,18,25,3,CHLE,17,6,HECO,21,4.5,
6/7/2019,18S,2,1,21,13,2,CHLE,19,8,CHLE,16,5,
6/7/2019,18S,2,1,24,21,2,CHLE,30,5,HECO,25.5,3.5,
6/7/2019,18S,2,2,3,15,13,CHLE,17,11,CHLE,16,12,
6/7/2019,18S,2,2,6,22,7,HECO,14,4,HECO,18,5.5,
6/7/2019,18S,2,2,9,15,8,CHLE,15,9,LARE,15,8.5,
6/7/2019,18S,2,2,12,16,7,HECO,19,9,CHLE,17.5,8,
6/7/2019,18S,2,2,15,68,26,ATCA,19,10,LARE,43.5,18,
6/7/2019,18S,2,2,18,19,7,LARE,17,9,CHLE,18,8,
6/7/2019,18S,2,2,21,32,10,CHLE,21,6,CHLE,26.5,8,
6/7/2019,18S,2,2,24,21,1,CHLE,20,7,CHLE,20.5,4,
6/7/2019,18S,2,3,3,18,5,PASM,21,6,CHLE,19.5,5.5,
6/7/2019,18S,2,3,6,54,8,SAIB,19,5,HECO,36.5,6.5,
6/7/2019,18S,2,3,9,18,6,HECO,21,7,CHLE,19.5,6.5,
6/7/2019,18S,2,3,12,25,6,CHLE,30,9,CHLE,27.5,7.5,
6/7/2019,18S,2,3,15,22,6,CHLE,16,5,CHLE,19,5.5,
6/7/2019,18S,2,3,18,21,8,CHLE,20,5,CHLE,20.5,6.5,
6/7/2019,18S,2,3,21,26,9,HECO,28,5,OPPO,27,7,
6/7/2019,18S,2,3,24,23,7,CHLE,19,4,HECO,21,5.5,
6/7/2019,18S,2,4,3,15,6,PASM,23,9,ATCA,19,7.5,
6/7/2019,18S,2,4,6,17,3,CRMI,20,7,CRMI,18.5,5,
6/7/2019,18S,2,4,9,56,44,ATCA,27,8,PASM,41.5,26,
6/7/2019,18S,2,4,12,46,5,PASM,18,8,PASM,32,6.5,
6/7/2019,18S,2,4,15,20,2,PASM,29,3,PASM,24.5,2.5,
6/7/2019,18S,2,4,18,27,6,PASM,16,7,PASM,21.5,6.5,
6/7/2019,18S,2,4,21,32,4,OPPO,7,1,BOGR,19.5,2.5,
6/7/2019,18S,2,4,24,54,6,LARE,25,7,LARE,39.5,6.5,
6/10/2019,18S,3,1,3,21,6,PASM,17,9,CHAL,19,7.5,
6/10/2019,18S,3,1,6,49,3,ATCA,18,9,LARE,33.5,6,
6/10/2019,18S,3,1,9,25,4,CHLE,42,9,ATCA,33.5,6.5,
6/10/2019,18S,3,1,12,26,9,PASM,64,44,ATCA,45,26.5,
6/10/2019,18S,3,1,15,10,4,PASM,19,4,PASM,14.5,4,
6/10/2019,18S,3,1,18,45,11,DEPI,22,9,DEPI,33.5,10,
6/10/2019,18S,3,1,21,38,9,PASM,22,7,PASM,30,8,
6/10/2019,18S,3,1,24,24,5,PASM,20,3,PASM,22,4,
6/10/2019,18S,3,2,3,20,7,OPPO,27,7,HECO,23.5,7,
6/10/2019,18S,3,2,6,18,9,CHLE,73,29,ATCA,45.5,19,
6/10/2019,18S,3,2,9,22,4,CHLE,14,10,CHLE,18,7,
6/10/2019,18S,3,2,12,26,9,LARE,30,22,CHLE,28,15.5,
6/10/2019,18S,3,2,15,31,2,LARE,33,12,LARE,32,7,
6/10/2019,18S,3,2,18,19,9,CHLE,35,22,CHLE,27,15.5,
6/10/2019,18S,3,2,21,31,9,CHLE,25,11,CHLE,28,10,
6/10/2019,18S,3,2,24,38,4,HECO,45,16,ELNY,41.5,10,
6/10/2019,18S,3,3,3,17,9,PASM,20,10,PASM,18.5,9.5,
6/10/2019,18S,3,3,6,14,4,PASM,24,17,PASM,19,10.5,
6/10/2019,18S,3,3,9,23,7,PASM,15,6,CHLE,19,6.5,
6/10/2019,18S,3,3,12,24,11,PASM,32,8,CHLE,28,9.5,
6/10/2019,18S,3,3,15,27,12,CHLE,25,10,PASM,26,11,
6/10/2019,18S,3,3,18,23,10,PASM,29,11,PASM,26,10.5,
6/10/2019,18S,3,3,21,29,2,PASM,24,11,PASM,26.5,6.5,
6/10/2019,18S,3,3,24,23,7,PASM,20,9,PASM,21.5,8,
6/10/2019,18S,3,4,3,19,7,LARE,36,4,CRMI,27.5,5.5,
6/10/2019,18S,3,4,6,36,13,CHLE,58,31,ATCA,47,22,
6/10/2019,18S,3,4,9,20,9,CHLE,14,6,CHLE,17,7.5,
6/10/2019,18S,3,4,12,63,19,ATCA,23,8,LARE,43,13.5,
6/10/2019,18S,3,4,15,21,8,HECO,25,9,HECO,23,8.5,
6/10/2019,18S,3,4,18,22,8,CHLE,26,8,HECO,24,8,
6/10/2019,18S,3,4,21,18,5,CHLE,24,9,CHLE,21,7,
6/10/2019,18S,3,4,24,22,7,CHLE,26,5,CHLE,24,6,
6/10/2019,18S,4,1,3,8,2,BOGR,9,2,CADU,8.5,2,
6/10/2019,18S,4,1,6,15,1,BOGR,14,2,OPPO,14.5,1.5,
6/10/2019,18S,4,1,9,18,5,PASM,7,3,CRMI,12.5,4,
6/10/2019,18S,4,1,12,16,4,PASM,19,6,PASM,17.5,5,
6/10/2019,18S,4,1,15,15,6,PASM,20,6,LARE,17.5,6,
6/10/2019,18S,4,1,18,26,5,PASM,22,2,CADU,24,3.5,
6/10/2019,18S,4,1,21,22,7,HECO,33,7,PASM,27.5,7,
6/10/2019,18S,4,1,24,19,5,PASM,29,8,PASM,24,6.5,
6/10/2019,18S,4,2,3,20,4,HECO,26,4,CHLE,23,4,
6/10/2019,18S,4,2,6,18,13,CHLE,32,17,ATCA,25,15,
6/10/2019,18S,4,2,9,62,17,ATCA,83,41,ATCA,72.5,29,
6/10/2019,18S,4,2,12,22,9,HECO,26,9,CHLE,24,9,
6/10/2019,18S,4,2,15,22,11,CHLE,19,3,HECO,20.5,7,
6/10/2019,18S,4,2,18,19,9,CHLE,27,5,HECO,23,7,
6/10/2019,18S,4,2,21,12,5,CHLE,12,4,HECO,12,4.5,
6/10/2019,18S,4,2,24,13,7,HECO,21,5,HECO,17,6,
6/10/2019,18S,4,3,3,14,7,PASM,13,1,CADU,13.5,4,
6/10/2019,18S,4,3,6,19,7,PASM,19,4,PASM,19,5.5,
6/10/2019,18S,4,3,9,15,5,PASM,18,6,PASM,16.5,5.5,
6/10/2019,18S,4,3,12,24,10,PASM,26,8,PASM,25,9,
6/10/2019,18S,4,3,15,17,6,CHLE,19,9,CHLE,18,7.5,
6/10/2019,18S,4,3,18,32,9,PASM,12,2,CADU,22,5.5,
6/10/2019,18S,4,3,21,23,11,HECO,20,7,PASM,21.5,9,
6/10/2019,18S,4,3,24,22,9,HECO,16,7,CHLE,19,8,
6/10/2019,18S,4,4,3,29,8,CHLE,15,6,CHLE,22,7,
6/10/2019,18S,4,4,6,24,9,CHLE,20,3,ATCA,22,6,
6/10/2019,18S,4,4,9,28,9,CHLE,40,22,ATCA,34,15.5,
6/10/2019,18S,4,4,12,22,8,LARE,20,11,CHLE,21,9.5,
6/10/2019,18S,4,4,15,35,3,ATCA,33,9,CHLE,34,6,
6/10/2019,18S,4,4,18,20,8,CHLE,30,9,HECO,25,8.5,
6/10/2019,18S,4,4,21,18,7,CHLE,30,6,CHLE,24,6.5,
6/10/2019,18S,4,4,24,13,3,CHLE,76,58,ATCA,44.5,30.5,
6/11/2019,18S,5,1,3,16,1,CADU,15,4,ARPU,15.5,2.5,
6/11/2019,18S,5,1,6,11,3,CADU,11,2,CADU,11,2.5,
6/11/2019,18S,5,1,9,7,2,CADU,8,2,CADU,7.5,2,
6/11/2019,18S,5,1,12,9,3,CADU,18,4,CADU,13.5,3.5,
6/11/2019,18S,5,1,15,16,2,CADU,11,4,CADU,13.5,3,
6/11/2019,18S,5,1,18,20,4,CADU,23,10,CHLE,21.5,7,
6/11/2019,18S,5,1,21,21,4,HECO,26,5,HECO,23.5,4.5,
6/11/2019,18S,5,1,24,20,4,HECO,24,3,HECO,22,3.5,
6/11/2019,18S,5,2,3,15,3,CHLE,14,3,HECO,14.5,3,
6/11/2019,18S,5,2,6,12,3,CHLE,14,3,CHLE,13,3,
6/11/2019,18S,5,2,9,16,4,CHLE,22,5,CHLE,19,4.5,
6/11/2019,18S,5,2,12,21,1,LEDE,20,3,CHLE,20.5,2,
6/11/2019,18S,5,2,15,15,4,CHLE,18,2,CHLE,16.5,3,
6/11/2019,18S,5,2,18,22,4,CHLE,14,2,CHLE,18,3,
6/11/2019,18S,5,2,21,14,5,CHLE,15,4,CHLE,14.5,4.5,
6/11/2019,18S,5,2,24,13,2,CHLE,16,1,CHLE,14.5,1.5,
6/11/2019,18S,5,3,3,16,3,HECO,5,2,HECO,10.5,2.5,
6/11/2019,18S,5,3,6,6,2,CRMI,15,2,HECO,10.5,2,
6/11/2019,18S,5,3,9,9,3,CADU,10,1,CADU,9.5,2,
6/11/2019,18S,5,3,12,11,2,CADU,7,2,CADU,9,2,
6/11/2019,18S,5,3,15,9,3,BOGR,11,5,CADU,10,4,
6/11/2019,18S,5,3,18,14,2,VUOC,8,5,CRMI,11,3.5,
6/11/2019,18S,5,3,21,15,7,HECO,20,8,HECO,17.5,7.5,
6/11/2019,18S,5,3,24,15,1,HECO,17,3,HECO,16,2,
6/11/2019,18S,5,4,3,15,2,HECO,14,3,HECO,14.5,2.5,
6/11/2019,18S,5,4,6,24,3,HECO,16,5,CHLE,20,4,
6/11/2019,18S,5,4,9,12,1,SPCR,16,1,HECO,14,1,
6/11/2019,18S,5,4,12,14,2,HECO,12,3,HECO,13,2.5,
6/11/2019,18S,5,4,15,16,3,HECO,13,1,HECO,14.5,2,
6/11/2019,18S,5,4,18,19,4,HECO,14,2,CHLE,16.5,3,
6/11/2019,18S,5,4,21,20,2,HECO,16,3,HECO,18,2.5,
6/11/2019,18S,5,4,24,20,2,HECO,14,3,CHLE,17,2.5,
6/11/2019,18S,6,1,3,22,4,CHLE,12,0,BARE,17,2,
6/11/2019,18S,6,1,6,15,2,HECO,13,3,HECO,14,2.5,
6/11/2019,18S,6,1,9,12,2,HECO,10,1,BOGR,11,1.5,
6/11/2019,18S,6,1,12,12,1,HECO,13,2,HECO,12.5,1.5,
6/11/2019,18S,6,1,15,14,2,CHLE,15,5,HECO,14.5,3.5,
6/11/2019,18S,6,1,18,20,4,HECO,23,2,HECO,21.5,3,
6/11/2019,18S,6,1,21,34,4,HECO,21,5,HECO,27.5,4.5,
6/11/2019,18S,6,1,24,17,2,HECO,18,6,HECO,17.5,4,
6/11/2019,18S,6,2,3,19,5,HECO,14,5,HECO,16.5,5,
6/11/2019,18S,6,2,6,12,3,PASM,20,5,AGCR,16,4,
6/11/2019,18S,6,2,9,6,2,BOGR,17,3,BOGR,11.5,2.5,
6/11/2019,18S,6,2,12,19,5,AGCR,24,4,AGCR,21.5,4.5,
6/11/2019,18S,6,2,15,16,2,HECO,14,3,AGCR,15,2.5,
6/11/2019,18S,6,2,18,11,2,OECO,16,7,SPCR,13.5,4.5,
6/11/2019,18S,6,2,21,11,3,AGCR,29,9,SPCO,20,6,
6/11/2019,18S,6,2,24,27,5,LIIN,15,2,ARPU,21,3.5,
6/11/2019,18S,6,3,3,18,2,PSTE,12,4,BOGR,15,3,
6/11/2019,18S,6,3,6,14,4,BOGR,12,3,HECO,13,3.5,
6/11/2019,18S,6,3,9,10,4,OECO,15,2,SPCR,12.5,3,
6/11/2019,18S,6,3,12,23,3,HECO,23,2,HECO,23,2.5,
6/11/2019,18S,6,3,15,17,2,HECO,18,3,HECO,17.5,2.5,
6/11/2019,18S,6,3,18,15,4,HECO,11,3,BOGR,13,3.5,
6/11/2019,18S,6,3,21,24,5,HECO,22,7,HECO,23,6,
6/11/2019,18S,6,3,24,23,5,HECO,16,4,HECO,19.5,4.5,
6/11/2019,18S,6,4,3,14,6,HECO,17,2,VUOC,15.5,4,
6/11/2019,18S,6,4,6,16,1,HECO,16,5,HECO,16,3,
6/11/2019,18S,6,4,9,12,2,VUOC,23,5,PSTE,17.5,3.5,
6/11/2019,18S,6,4,12,13,3,VUOC,19,2,HECO,16,2.5,
6/11/2019,18S,6,4,15,18,4,HECO,22,5,HECO,20,4.5,
6/11/2019,18S,6,4,18,12,4,BOGR,9,5,BOGR,10.5,4.5,
6/11/2019,18S,6,4,21,10,3,BOGR,7,2,BOGR,8.5,2.5,
6/11/2019,18S,6,4,24,10,3,HECO,9,3,VUOC,9.5,3,
6/5/2019,19N,1,1,3,12,4,LARE,2,1,LARE,7,2.5,
6/5/2019,19N,1,1,6,12,4,HECO,3,1,HECO,7.5,2.5,
6/5/2019,19N,1,1,9,7,2,CHLE,13,7,HECO,10,4.5,
6/5/2019,19N,1,1,12,14,5,CHLE,30,5,LARE,22,5,
6/5/2019,19N,1,1,15,12,3,CRMI,12,5,HECO,12,4,
