Year,Pasture,Plot,Transect , Distance,East-High,East-Low,East-Spp,West-High,West-Low,West-Spp,Average High,Average Low,Notes,,,,
2017,26E,3,3,24,10,2,BOGR,9,1,BOGR,9.5,1.5,,,,,
2017,26E,3,4,3,10,2,BOGR,10,2,BOGR,10,2,,,,,
2017,26E,3,4,6,10,2,EREF,12,8,EREF,11,5,,,,,
2017,26E,3,4,9,18,4,BOGR,12,4,BOGR,15,4,,,,,
2017,26E,3,4,12,7,1,BOGR,14,2,CADU,10.5,1.5,,,,,
2017,26E,3,4,15,10,2,BOGR,11,3,BOGR,10.5,2.5,,,,,
2017,26E,3,4,18,13,4,PSTE,11,3,BOGR,12,3.5,,,,,
2017,26E,3,4,21,13,1,CADU,10,2,BOGR,11.5,1.5,,,,,
2017,26E,3,4,24,9,1,THFI,9,2,BOGR,9,1.5,,,,,
2017,26E,4,1,3,12,2,BOGR,8,4,BOGR,10,3,,,,,
2017,26E,4,1,6,6,1,BOGR,7,3,BOGR,6.5,2,,,,,
2017,26E,4,1,9,14,2,CADU,15,4,BOGR,14.5,3,,,,,
2017,26E,4,1,12,10,3,CADU,8,1,CADU,9,2,,,,,
2017,26E,4,1,15,9,3,BOGR,12,4,CADU,10.5,3.5,,,,,
2017,26E,4,1,18,10,1,BOGR,16,2,BOGR,13,1.5,,,,,
2017,26E,4,1,21,10,1,BUDA,11,4,BUDA,10.5,2.5,,,,,
2017,26E,4,1,24,10,1,BOGR,7,3,BOGR,8.5,2,,,,,
2017,26E,4,2,3,9,1,BOGR,13,2,CADU,11,1.5,,,,,
2017,26E,4,2,6,10,1,BOGR,10,4,BOGR,10,2.5,,,,,
2017,26E,4,2,9,7,3,BOGR,10,2,BOGR,8.5,2.5,,,,,
2017,26E,4,2,12,8,2,BOGR,13,1,BOGR,10.5,1.5,,,,,
2017,26E,4,2,15,9,2,BOGR,10,2,BOGR,9.5,2,,,,,
2017,26E,4,2,18,9,1,BOGR,12,4,BOGR,10.5,2.5,,,,,
2017,26E,4,2,21,7,1,BOGR,9,3,BOGR,8,2,,,,,
2017,26E,4,2,24,10,3,BOGR,8,2,BOGR,9,2.5,,,,,
2017,26E,4,3,3,9,4,BOGR,12,2,BOGR,10.5,3,,,,,
2017,26E,4,3,6,10,1,BOGR,9,4,BOGR,9.5,2.5,,,,,
2017,26E,4,3,9,7,1,BOGR,10,3,BOGR,8.5,2,,,,,
2017,26E,4,3,12,8,1,BOGR,8,2,CADU,8,1.5,,,,,
2017,26E,4,3,15,8,1,BOGR,6,2,BOGR,7,1.5,,,,,
2017,26E,4,3,18,7,1,BOGR,5,1,BOGR,6,1,,,,,
2017,26E,4,3,21,8,3,BOGR,6,3,BOGR,7,3,,,,,
2017,26E,4,3,24,11,1,BOGR,10,2,BOGR,10.5,1.5,,,,,
2017,26E,4,4,3,11,2,BOGR,12,2,BOGR,11.5,2,,,,,
2017,26E,4,4,6,9,2,EREF,10,3,BOGR,9.5,2.5,,,,,
2017,26E,4,4,9,8,1,BOGR,12,2,PLPA,10,1.5,,,,,
2017,26E,4,4,12,5,3,BOGR,12,2,CADU,8.5,2.5,,,,,
2017,26E,4,4,15,10,4,BOGR,8,1,BOGR,9,2.5,,,,,
2017,26E,4,4,18,12,1,BOGR,5,2,BOGR,8.5,1.5,,,,,
2017,26E,4,4,21,9,4,SPCO,10,1,BOGR,9.5,2.5,,,,,
2017,26E,4,4,24,10,3,CADU,10,5,BOGR,10,4,,,,,
2017,26W,1,1,3,14,1,BOGR,12,2,CADU,13,1.5,,,,,
2017,26W,1,1,6,10,2,BOGR,10,1,VUOC,10,1.5,,,,,
2017,26W,1,1,9,12,1,SPCO,9,2,SPCR,10.5,1.5,,,,,
2017,26W,1,1,12,10,2,BOGR,10,1,CADU,10,1.5,,,,,
2017,26W,1,1,15,20,1,CADU,24,8,SPCO,22,4.5,,,,,
2017,26W,1,1,18,10,2,BOGR,6,2,BOGR,8,2,,,,,
2017,26W,1,1,21,16,1,CADU,14,2,CADU,15,1.5,,,,,
2017,26W,1,1,24,14,1,CADU,13,3,CADU,13.5,2,,,,,
2017,26W,1,2,3,10,2,BOGR,12,2,CADU,11,2,,,,,
2017,26W,1,2,6,11,1,BOGR,30,3,PASM,20.5,2,,,,,
2017,26W,1,2,9,9,4,CADU,12,2,SPCO,10.5,3,,,,,
2017,26W,1,2,12,12,4,CADU,12,2,BUDA,12,3,,,,,
2017,26W,1,2,15,18,6,PASM,14,2,BUDA,16,4,,,,,
2017,26W,1,2,18,18,5,PASM,24,6,PASM,21,5.5,,,,,
2017,26W,1,2,21,20,1,BUDA,21,4,BUDA,20.5,2.5,,,,,`
2017,26W,1,2,24,6,3,OPPO,8,2,OPPO,7,2.5,,,,,
2017,26W,1,3,3,18,2,CADU,17,4,OPPO,17.5,3,,,,,
2017,26W,1,3,6,12,1,OPPO,14,4,OPPO,13,2.5,,,,,
2017,26W,1,3,9,9,4,OPPO,16,5,OPPO,12.5,4.5,,,,,
2017,26W,1,3,12,16,4,GUSA,12,4,BUDA,14,4,,,,,
2017,26W,1,3,15,10,2,CADU,8,3,CADU,9,2.5,,,,,
2017,26W,1,3,18,10,2,BUDA,12,4,BUDA,11,3,,,,,
2017,26W,1,3,21,10,1,BUDA,17,6,CADU,13.5,3.5,,,,,
2017,26W,1,3,24,18,4,PASM,22,3,BUDA,20,3.5,,,,,
2017,26W,1,4,3,12,2,BOGR,10,2,BOGR,11,2,,,,,
2017,26W,1,4,6,9,1,BOGR,6,2,BOGR,7.5,1.5,,,,,
2017,26W,1,4,9,11,1,BOGR,8,2,SPCO,9.5,1.5,,,,,
2017,26W,1,4,12,8,0,BOGR,13,2,CADU,10.5,1,,,,,
2017,26W,1,4,15,20,3,ELEL,18,2,CADU,19,2.5,,,,,
2017,26W,1,4,18,10,1,BOGR,9,2,BOGR,9.5,1.5,,,,,
2017,26W,1,4,21,26,4,PSTE,38,7,PSTE,32,5.5,,,,,
2017,26W,1,4,24,10,1,BUDA,13,4,BUDA,11.5,2.5,,,,,
2017,26W,2,1,3,9,1,BOGR,12,2,BUDA,10.5,1.5,,,,,
2017,26W,2,1,6,15,2,CADU,12,2,CADU,13.5,2,,,,,
2017,26W,2,1,9,10,1,BOGR,9,1,BOGR,9.5,1,,,,,
2017,26W,2,1,12,8,1,BOGR,11,2,CADU,9.5,1.5,,,,,
2017,26W,2,1,15,8,1,VUOC,12,1,BOGR,10,1,,,,,
2017,26W,2,1,18,10,1,BOGR,8,1,CADU,9,1,,,,,
2017,26W,2,1,21,8,1,BOGR,10,2,BOGR,9,1.5,,,,,
2017,26W,2,1,24,14,2,VUOC,10,2,VUOC,12,2,,,,,
2017,26W,2,2,3,11,2,TROC,10,1,BOGR,10.5,1.5,,,,,
2017,26W,2,2,6,11,2,BOGR,6,2,BOGR,8.5,2,,,,,
2017,26W,2,2,9,7,2,BOGR,8,1,BOGR,7.5,1.5,,,,,
2017,26W,2,2,12,20,3,PASM,11,1,BOGR,15.5,2,,,,,
2017,26W,2,2,15,9,3,BOGR,6,1,BOGR,7.5,2,,,,,
2017,26W,2,2,18,12,1,BOGR,9,3,TROC,10.5,2,,,,,
2017,26W,2,2,21,12,3,TROC,10,2,BOGR,11,2.5,,,,,
2017,26W,2,2,24,19,3,PASM,47,4,PASM,33,3.5,,,,,
2017,26W,2,3,3,11,2,SPCR,12,3,CADU,11.5,2.5,,,,,
2017,26W,2,3,6,14,4,CADU,14,4,CADU,14,4,,,,,
2017,26W,2,3,9,12,2,CADU,13,2,BUDA,12.5,2,,,,,
2017,26W,2,3,12,25,3,PASM,24,9,PASM,24.5,6,,,,,
2017,26W,2,3,15,17,3,ALTE,15,5,CAFI,16,4,,,,,
2017,26W,2,3,18,17,5,BOGR,12,3,TRDU,14.5,4,,,,,
2017,26W,2,3,21,27,5,PASM,15,2,PASM,21,3.5,,,,,
2017,26W,2,3,24,38,2,SPCO,12,2,CAFI,25,2,,,,,
2017,26W,2,4,3,13,2,EREF,10,1,ELEL,11.5,1.5,"south stake replaced, original not found",,,,
2017,26W,2,4,6,19,3,OPPO,19,4,PASM,19,3.5,,,,,
2017,26W,2,4,9,9,0,BOGR,8,1,BOGR,8.5,0.5,,,,,
2017,26W,2,4,12,9,1,GUSA,8,2,BUDA,8.5,1.5,,,,,
2017,26W,2,4,15,12,3,BUDA,20,2,BUDA,16,2.5,,,,,
2017,26W,2,4,18,9,2,BOGR,9,2,BOGR,9,2,,,,,
2017,26W,2,4,21,30,1,ARFR,8,2,PLPA,19,1.5,,,,,
2017,26W,2,4,24,22,1,ARFR,10,3,BOGR,16,2,,,,,
2017,26W,3,1,3,8,1,CADU,16,1,CADU,12,1,,,,,
2017,26W,3,1,6,12,3,CADU,14,3,CADU,13,3,,,,,
2017,26W,3,1,9,11,2,CADU,16,4,CADU,13.5,3,,,,,
2017,26W,3,1,12,14,4,CADU,12,1,SPCO,13,2.5,,,,,
2017,26W,3,1,15,8,3,CADU,10,1,BOGR,9,2,,,,,
2017,26W,3,1,18,19,3,PASM,24,2,CADU,21.5,2.5,,,,,
2017,26W,3,1,21,21,4,VUOC,18,2,VUOC,19.5,3,,,,,
2017,26W,3,1,24,7,2,BOGR,7,1,BOGR,7,1.5,,,,,
2017,26W,3,2,3,6,1,BOGR,10,1,BOGR,8,1,,,,,
2017,26W,3,2,6,12,2,BOGR,12,2,BOGR,12,2,,,,,
2017,26W,3,2,9,10,2,SPCO,9,1,SPCO,9.5,1.5,,,,,
2017,26W,3,2,12,10,4,BOGR,12,2,BOGR,11,3,,,,,
2017,26W,3,2,15,9,2,BOGR,10,2,BOGR,9.5,2,,,,,
2017,26W,3,2,18,10,1,BOGR,14,3,PSTE,12,2,,,,,
2017,26W,3,2,21,17,9,GUSA,13,3,BUDA,15,6,,,,,
2017,26W,3,2,24,12,3,CADU,23,1,CADU,17.5,2,,,,,
2017,26W,3,3,3,11,2,CADU,10,1,CADU,10.5,1.5,,,,,
2017,26W,3,3,6,9,2,CADU,16,1,BOGR,12.5,1.5,,,,,
2017,26W,3,3,9,7,2,CADU,12,3,CADU,9.5,2.5,,,,,
2017,26W,3,3,12,13,3,CADU,13,2,BOGR,13,2.5,,,,,
2017,26W,3,3,15,12,4,CADU,9,1,BOGR,10.5,2.5,,,,,
2017,26W,3,3,18,12,3,CADU,12,3,CADU,12,3,,,,,
2017,26W,3,3,21,10,4,CADU,10,3,BOGR,10,3.5,,,,,
2017,26W,3,3,24,10,3,CADU,10,1,CADU,10,2,,,,,
2017,26W,3,4,3,10,1,CADU,9,1,BOGR,9.5,1,,,,,
2017,26W,3,4,6,48,2,HECO,10,1,SPCO,29,1.5,,,,,
2017,26W,3,4,9,10,2,BOGR,12,2,SPCR,11,2,,,,,
2017,26W,3,4,12,12,2,BOGR,12,3,ELEL,12,2.5,,,,,
2017,26W,3,4,15,28,1,VUOC,19,3,ELEL,23.5,2,,,,,
2017,26W,3,4,18,12,2,BOGR,12,1,BOGR,12,1.5,,,,,
2017,26W,3,4,21,12,3,BOGR,12,2,BOGR,12,2.5,,,,,
2017,26W,3,4,24,54,3,VUOC,8,1,ELEL,31,2,,,,,
2017,26W,4,1,3,40,2,HECO,22,1,BOGR,31,1.5,,,,,
2017,26W,4,1,6,20,8,SPCO,20,2,HECO,20,5,,,,,
2017,26W,4,1,9,44,2,EREF,31,1,HECO,37.5,1.5,,,,,
2017,26W,4,1,12,22,5,HECO,35,2,PSTE,28.5,3.5,,,,,
2017,26W,4,1,15,26,6,OPPO,28,2,HECO,27,4,,,,,
2017,26W,4,1,18,10,3,BOGR,10,1,BOGR,10,2,,,,,
2017,26W,4,1,21,12,4,BOGR,20,4,CADU,16,4,,,,,
2017,26W,4,1,24,42,5,ELEL,26,1,BOGR,34,3,,,,,
2017,26W,4,2,3,12,4,BOGR,10,1,BOGR,11,2.5,,,,,
2017,26W,4,2,6,10,2,BOGR,18,4,EREF,14,3,,,,,
2017,26W,4,2,9,30,6,ELEL,12,1,BOGR,21,3.5,,,,,
2017,26W,4,2,12,42,8,HECO,58,3,HECO,50,5.5,,,,,
2017,26W,4,2,15,18,2,BOGR,10,2,OPPO,14,2,,,,,
2017,26W,4,2,18,22,4,BOGR,20,3,TROC,21,3.5,,,,,
2017,26W,4,2,21,11,2,BOGR,12,3,BOGR,11.5,2.5,,,,,
2017,26W,4,2,24,6,1,BOGR,10,1,BOGR,8,1,,,,,
2017,26W,4,3,3,11,4,OPPO,11,2,OPPO,11,3,,,,,
2017,26W,4,3,6,7,2,BOGR,10,1,CADU,8.5,1.5,,,,,
2017,26W,4,3,9,9,2,BOGR,8,1,BOGR,8.5,1.5,,,,,
2017,26W,4,3,12,4,1,BOGR,7,1,BOGR,5.5,1,,,,,
2017,26W,4,3,15,10,3,MATA,7,2,BOGR,8.5,2.5,,,,,
2017,26W,4,3,18,10,4,BOGR,10,1,BOGR,10,2.5,,,,,
2017,26W,4,3,21,12,2,BOGR,10,1,BOGR,11,1.5,,,,,
2017,26W,4,3,24,12,2,BOGR,11,2,BOGR,11.5,2,,,,,
2017,26W,4,4,3,5,2,BOGR,8,1,BOGR,6.5,1.5,,,,,
2017,26W,4,4,6,18,2,CADU,10,1,CADU,14,1.5,,,,,
2017,26W,4,4,9,8,2,BOGR,7,1,BOGR,7.5,1.5,,,,,
2017,26W,4,4,12,6,1,BOGR,10,2,BOGR,8,1.5,,,,,
2017,26W,4,4,15,7,2,BOGR,9,2,BOGR,8,2,,,,,
2017,26W,4,4,18,9,2,BOGR,8,0,BOGR,8.5,1,,,,,
2017,26W,4,4,21,9,2,BOGR,7,1,BOGR,8,1.5,,,,,
2017,26W,4,4,24,8,3,BOGR,10,1,CADU,9,2,,,,,
2017,24W,1,1,3,16,2,BOGR,18,6,BOGR,17,4,,,,,
2017,24W,1,1,6,10,2,PLPA,10,5,BOGR,10,3.5,,,,,
2017,24W,1,1,9,3,0,BARE,10,2,BOGR,6.5,1,,,,,
2017,24W,1,1,12,12,1,ARFR,24,7,ARFR,18,4,,,,,
2017,24W,1,1,15,14,5,BOGR,11,4,SPCR,12.5,4.5,,,,,
2017,24W,1,1,18,16,3,BOGR,15,3,BOGR,15.5,3,,,,,
2017,24W,1,1,21,9,1,BOGR,16,7,BOGR,12.5,4,,,,,
2017,24W,1,1,24,6,0,BARE,12,4,PLPA,9,2,,,,,
2017,24W,1,2,3,36,9,PASM,18,1,PASM,27,5,,,,,
2017,24W,1,2,6,18,5,OPPO,13,2,BUDA,15.5,3.5,,,,,
2017,24W,1,2,9,10,2,BUDA,6,3,BUDA,8,2.5,,,,,
2017,24W,1,2,12,11,8,GUSA,10,3,BUDA,10.5,5.5,,,,,
2017,24W,1,2,15,23,14,ELEL,25,3,OPPO,24,8.5,,,,,
2017,24W,1,2,18,22,3,OPPO,12,3,EREF,17,3,,,,,
2017,24W,1,2,21,6,1,BUDA,25,3,ARPU,15.5,2,,,,,
2017,24W,1,2,24,26,3,ARPU,17,4,ARPU,21.5,3.5,,,,,
2017,24W,1,3,3,10,1,BOGR,11,5,BOGR,10.5,3,,,,,
2017,24W,1,3,6,12,2,BOGR,8,2,BOGR,10,2,,,,,
2017,24W,1,3,9,7,1,BOGR,16,3,ARFR,11.5,2,,,,,
2017,24W,1,3,12,12,1,BOGR,14,1,ARFR,13,1,,,,,
2017,24W,1,3,15,14,1,ARPU,12,3,VUOC,13,2,,,,,
2017,24W,1,3,18,16,4,EREF,9,2,BOGR,12.5,3,,,,,
2017,24W,1,3,21,12,1,CADU,6,1,BOGR,9,1,,,,,
2017,24W,1,3,24,9,2,BOGR,5,1,IPLA,7,1.5,,,,,
2017,24W,1,4,3,20,2,GUSA,12,3,GUSA,16,2.5,,,,,
2017,24W,1,4,6,20,5,PASM,26,5,PASM,23,5,,,,,
2017,24W,1,4,9,11,1,GACO,20,1,BUDA,15.5,1,,,,,
2017,24W,1,4,12,24,2,BOGR,14,1,BUDA,19,1.5,,,,,
2017,24W,1,4,15,18,1,PASM,17,4,PASM,17.5,2.5,,,,,
2017,24W,1,4,18,21,2,PASM,20,4,PASM,20.5,3,,,,,
2017,24W,1,4,21,24,2,PASM,18,6,ARFR,21,4,,,,,
2017,24W,1,4,24,5,0,BARE,22,1,ELEL,13.5,0.5,,,,,
2017,24W,2,1,3,8,1,BOGR,8,1,BOGR,8,1,,,,,
2017,24W,2,1,6,5,2,BOGR,7,1,BOGR,6,1.5,,,,,
2017,24W,2,1,9,11,3,BOGR,12,3,BOGR,11.5,3,,,,,
2017,24W,2,1,12,10,1,BOGR,9,1,BOGR,9.5,1,,,,,
2017,24W,2,1,15,8,1,BOGR,8,1,BOGR,8,1,,,,,
2017,24W,2,1,18,14,1,BOGR,7,2,BOGR,10.5,1.5,,,,,
2017,24W,2,1,21,16,3,BOGR,24,6,CADU,20,4.5,,,,,
2017,24W,2,1,24,19,3,ARPU,7,2,BOGR,13,2.5,,,,,
2017,24W,2,2,3,6,2,BOGR,10,2,BOGR,8,2,,,,,
2017,24W,2,2,6,7,3,BOGR,11,3,BOGR,9,3,,,,,
2017,24W,2,2,9,8,3,BOGR,9,4,BOGR,8.5,3.5,,,,,
2017,24W,2,2,12,16,3,ARPU,7,1,BOGR,11.5,2,,,,,
2017,24W,2,2,15,8,3,BOGR,12,3,BOGR,10,3,,,,,
2017,24W,2,2,18,16,1,CADU,14,3,BOGR,15,2,,,,,
2017,24W,2,2,21,12,5,BOGR,14,4,BOGR,13,4.5,,,,,
2017,24W,2,2,24,14,3,BOGR,8,4,BOGR,11,3.5,,,,,
2017,24W,2,3,3,15,2,ARFR,10,2,BOGR,12.5,2,,,,,
2017,24W,2,3,6,22,10,ARFR,10,3,BOGR,16,6.5,,,,,
2017,24W,2,3,9,16,6,BOGR,22,5,ARFR,19,5.5,,,,,
2017,24W,2,3,12,11,2,BOGR,20,3,ARFR,15.5,2.5,,,,,
2017,24W,2,3,15,7,2,BOGR,11,3,BOGR,9,2.5,,,,,
2017,24W,2,3,18,8,1,BOGR,11,4,BOGR,9.5,2.5,,,,,
2017,24W,2,3,21,5,0,BARE,11,3,CADU,8,1.5,,,,,
2017,24W,2,3,24,22,1,CADU,10,1,CADU,16,1,,,,,
2017,24W,2,4,3,9,4,BOGR,6,3,ERNA,7.5,3.5,,,,,
2017,24W,2,4,6,22,4,PASM,20,4,ARFR,21,4,,,,,
2017,24W,2,4,9,12,3,ARFR,24,6,ARPU,18,4.5,,,,,
2017,24W,2,4,12,14,2,ARPU,24,10,ELEL,19,6,,,,,
2017,24W,2,4,15,11,2,BOGR,6,1,BOGR,8.5,1.5,,,,,
2017,24W,2,4,18,9,5,BOGR,8,1,BOGR,8.5,3,,,,,
2017,24W,2,4,21,32,6,ELEL,14,3,ERNA,23,4.5,,,,,
2017,24W,2,4,24,10,1,BOGR,20,4,ELEL,15,2.5,,,,,
2017,24W,3,1,3,9,3,BOGR,11,4,BOGR,10,3.5,,,,,
2017,24W,3,1,6,6,1,BOGR,6,1,BOGR,6,1,,,,,
2017,24W,3,1,9,12,3,BUDA,8,1,BOGR,10,2,,,,,
2017,24W,3,1,12,5,1,BOGR,11,2,PSTE,8,1.5,,,,,
2017,24W,3,1,15,8,2,BOGR,8,2,BOGR,8,2,,,,,
2017,24W,3,1,18,19,4,ARPU,22,2,BOGR,20.5,3,,,,,
2017,24W,3,1,21,7,1,SPCR,5,2,ARFR,6,1.5,,,,,
2017,24W,3,1,24,10,1,PLPA,9,2,BOGR,9.5,1.5,,,,,
2017,24W,3,2,3,18,4,BOGR,16,5,BOGR,17,4.5,,,,,
2017,24W,3,2,6,10,2,BOGR,28,6,ARPU,19,4,,,,,
2017,24W,3,2,9,24,6,ARPU,18,3,ARPU,21,4.5,,,,,
2017,24W,3,2,12,8,0,BARE,13,4,BOGR,10.5,2,,,,,
2017,24W,3,2,15,9,3,SPCO,10,0,BARE,9.5,1.5,,,,,
2017,24W,3,2,18,12,3,BOGR,7,2,BOGR,9.5,2.5,,,,,
2017,24W,3,2,21,10,2,BOGR,12,4,BOGR,11,3,,,,,
2017,24W,3,2,24,9,2,BOGR,14,3,ARFR,11.5,2.5,,,,,
2017,24W,3,3,3,14,2,LEDE,10,3,BUDA,12,2.5,,,,,
2017,24W,3,3,6,12,2,VUOC,11,3,BUDA,11.5,2.5,,,,,
2017,24W,3,3,9,6,1,VUOC,8,4,BUDA,7,2.5,,,,,
2017,24W,3,3,12,3,0,DUNG,5,3,BUDA,4,1.5,,,,,
2017,24W,3,3,15,6,2,BUDA,6,2,PLPA,6,2,,,,,
2017,24W,3,3,18,7,2,BUDA,8,3,BUDA,7.5,2.5,,,,,
2017,24W,3,3,21,10,2,BUDA,14,4,BUDA,12,3,,,,,
2017,24W,3,3,24,10,4,BUDA,12,5,BUDA,11,4.5,,,,,
2017,24W,3,4,3,10,1,BOGR,21,5,ARPU,15.5,3,,,,,
2017,24W,3,4,6,7,1,BOGR,6,3,BUDA,6.5,2,,,,,
2017,24W,3,4,9,8,2,BOGR,16,3,ARPU,12,2.5,,,,,
2017,24W,3,4,12,2,0,BARE,2,0,BARE,2,0,,,,,
2017,24W,3,4,15,14,6,ARPU,8,4,BUDA,11,5,,,,,
2017,24W,3,4,18,5,2,BUDA,8,3,GUSA,6.5,2.5,,,,,
2017,24W,3,4,21,11,2,ASGR,18,6,ARPU,14.5,4,,,,,
2017,24W,3,4,24,19,2,PASM,11,4,BOGR,15,3,,,,,
2017,24W,4,1,3,7,3,BUDA,16,3,BOGR,11.5,3,,,,,
2017,24W,4,1,6,6,3,BOGR,29,8,ELEL,17.5,5.5,,,,,
2017,24W,4,1,9,17,1,ARPU,16,3,ELEL,16.5,2,,,,,
2017,24W,4,1,12,20,0,BARE,25,0,BARE,22.5,0,,,,,
2017,24W,4,1,15,21,7,ARFR,14,3,GUSA,17.5,5,,,,,
2017,24W,4,1,18,17,2,BOGR,16,3,ASOX,16.5,2.5,,,,,
2017,24W,4,1,21,6,4,ASGR,10,1,BOGR,8,2.5,,,,,
2017,24W,4,1,24,20,6,ARFR,8,2,BOGR,14,4,,,,,
2017,24W,4,2,3,10,3,BOGR,7,2,BOGR,8.5,2.5,,,,,
2017,24W,4,2,6,8,3,BOGR,10,5,ARFR,9,4,,,,,
2017,24W,4,2,9,13,3,BOGR,6,1,BOGR,9.5,2,,,,,
2017,24W,4,2,12,26,3,BOGR,11,1,BOGR,18.5,2,,,,,
2017,24W,4,2,15,11,3,BOGR,6,4,BOGR,8.5,3.5,,,,,
2017,24W,4,2,18,11,3,BOGR,7,0,BARE,9,1.5,,,,,
2017,24W,4,2,21,13,2,BOGR,10,2,BOGR,11.5,2,,,,,
2017,24W,4,2,24,9,3,BOGR,14,6,BOGR,11.5,4.5,,,,,
2017,24W,4,3,3,17,4,PASM,20,3,PASM,18.5,3.5,,,,,
2017,24W,4,3,6,10,3,OPPO,22,3,BUDA,16,3,,,,,
2017,24W,4,3,9,17,2,PASM,6,3,BOGR,11.5,2.5,,,,,
2017,24W,4,3,12,20,2,PASM,16,3,PASM,18,2.5,,,,,
2017,24W,4,3,15,10,3,BOGR,7,3,BOGR,8.5,3,,,,,
2017,24W,4,3,18,12,4,PASM,26,4,PASM,19,4,,,,,
2017,24W,4,3,21,7,6,ARFR,14,4,BOGR,10.5,5,,,,,
2017,24W,4,3,24,18,4,PASM,11,3,BOGR,14.5,3.5,,,,,
2017,24W,4,4,3,9,4,BOGR,6,3,BOGR,7.5,3.5,,,,,
2017,24W,4,4,6,8,4,CRMI,7,3,BUDA,7.5,3.5,,,,,
2017,24W,4,4,9,6,1,CRMI,8,2,BOGR,7,1.5,,,,,
2017,24W,4,4,12,7,2,BUDA,9,2,BOGR,8,2,,,,,
2017,24W,4,4,15,16,3,BOGR,8,1,BOGR,12,2,,,,,
2017,24W,4,4,18,5,1,BARE,2,1,BOGR,3.5,1,,,,,
2017,24W,4,4,21,11,4,BOGR,8,3,ARFR,9.5,3.5,,,,,
2017,24W,4,4,24,9,3,BOGR,11,5,BOGR,10,4,,,,,
2017,29-30,1,1,3,10,1,MATA,20,6,CRMI,15,3.5,,,,,
2017,29-30,1,1,6,16,2,CRMI,19,3,CRMI,17.5,2.5,,,,,
2017,29-30,1,1,9,16,2,PASM,24,8,ATCA,20,5,,,,,
2017,29-30,1,1,12,12,4,PASM,12,2,PASM,12,3,,,,,
2017,29-30,1,1,15,14,3,CRMI,12,4,LARE,13,3.5,,,,,
2017,29-30,1,1,18,18,8,PASM,10,5,CRMI,14,6.5,,,,,
2017,29-30,1,1,21,14,1,PASM,18,8,LARE,16,4.5,,,,,
2017,29-30,1,1,24,15,6,CRMI,14,5,CRMI,14.5,5.5,,,,,
2017,29-30,1,2,3,5,2,SPCO,34,3,ATCA,19.5,2.5,,,,,
2017,29-30,1,2,6,27,9,KRLA,27,23,KRLA,27,16,,,,,
2017,29-30,1,2,9,14,2,SPCO,28,17,KRLA,21,9.5,,,,,
2017,29-30,1,2,12,18,8,KRLA,10,5,SPCO,14,6.5,,,,,
2017,29-30,1,2,15,8,3,KRLA,14,10,KRLA,11,6.5,,,,,
2017,29-30,1,2,18,15,1,SPCO,7,5,SPCO,11,3,,,,,
2017,29-30,1,2,21,9,2,CRMI,25,21,KRLA,17,11.5,,,,,
2017,29-30,1,2,24,16,8,KRLA,25,9,KRLA,20.5,8.5,,,,,
2017,29-30,1,3,3,12,3,AGTR,12,2,PASM,12,2.5,AGTR- slender wheatgrass,,,,
2017,29-30,1,3,6,10,2,AGTR,11,2,CRMI,10.5,2,,,,,
2017,29-30,1,3,9,13,1,SPCO,4,2,SPCO,8.5,1.5,,,,,
2017,29-30,1,3,12,14,2,CRMI,18,1,PASM,16,1.5,,,,,
2017,29-30,1,3,15,3,2,SPCO,4,2,CHLE,3.5,2,,,,,
2017,29-30,1,3,18,6,1,CRMI,6,3,CRMI,6,2,,,,,
2017,29-30,1,3,21,16,10,KRLA,14,5,SPCO,15,7.5,,,,,
2017,29-30,1,3,24,10,5,SPCO,10,3,CRMI,10,4,,,,,
2017,29-30,1,4,3,12,3,CRMI,9,3,CRMI,10.5,3,,,,,
2017,29-30,1,4,6,10,4,SPCO,8,2,SPCO,9,3,,,,,
2017,29-30,1,4,9,5,3,MATA,7,2,CRMI,6,2.5,,,,,
2017,29-30,1,4,12,12,3,LEDE,8,3,CRMI,10,3,,,,,
2017,29-30,1,4,15,3,1,BOGR,4,2,SPCO,3.5,1.5,,,,,
2017,29-30,1,4,18,10,8,CRMI,8,3,CRMI,9,5.5,,,,,
2017,29-30,1,4,21,6,2,CRMI,5,2,BOGR,5.5,2,,,,,
2017,29-30,1,4,24,7,4,SPCO,4,1,CRMI,5.5,2.5,,,,,
2017,29-30,2,1,3,34,6,CRMI,5,1,SPCO,19.5,3.5,,,,,
2017,29-30,2,1,6,8,1,CRMI,3,2,CRMI,5.5,1.5,,,,,
2017,29-30,2,1,9,6,3,CRMI,6,1,CRMI,6,2,,,,,
2017,29-30,2,1,12,5,1,CRMI,6,3,SPCO,5.5,2,,,,,
2017,29-30,2,1,15,5,3,CRMI,13,5,MATA,9,4,,,,,
2017,29-30,2,1,18,7,5,SPCO,13,1,CRMI,10,3,,,,,
2017,29-30,2,1,21,8,2,BOGR,20,13,KRLA,14,7.5,,,,,
2017,29-30,2,1,24,9,1,CRMI,7,4,CRMI,8,2.5,,,,,
2017,29-30,2,2,3,16,6,CRMI,4,1,BOGR,10,3.5,,,,,
2017,29-30,2,2,6,11,2,CHAL,5,4,SPCO,8,3,,,,,
2017,29-30,2,2,9,2,1,BOGR,30,22,KRLA,16,11.5,,,,,
2017,29-30,2,2,12,8,3,CRMI,3,2,BOGR,5.5,2.5,,,,,
2017,29-30,2,2,15,7,2,CRMI,11,4,CRMI,9,3,,,,,
