Date,Pasture,Plot,Transect,Distance,High East,Low East,Spp East,High West,Low West,Spp West,MeanHigh,MeanLow
6/5/20,20SE,2,1,15,14,1,heco,10,2,ciun,12,1.5
6/5/20,20SE,2,1,18,10,1,heco,10,1,heco,10,1
6/5/20,20SE,2,1,21,12,1,heco,6,1,heco,9,1
6/5/20,20SE,2,1,24,2,1,heco,15,2,heco,8.5,1.5
6/5/20,20SE,2,2,3,14,1,heco,18,1,heco,16,1
6/5/20,20SE,2,2,6,10,1,pasm,11,1,heco,10.5,1
6/5/20,20SE,2,2,9,18,4,atca,7,1,heco,12.5,2.5
6/5/20,20SE,2,2,12,17,1,heco,14,3,heco,15.5,2
6/5/20,20SE,2,2,15,10,1,pasm,25,1,pasm,17.5,1
6/5/20,20SE,2,2,18,17,2,heco,15,1,pasm,16,1.5
6/5/20,20SE,2,2,21,3,0,heco,22,2,heco,12.5,1
6/5/20,20SE,2,2,24,8,1,pasm,6,1,cadu,7,1
6/5/20,20SE,2,3,3,13,5,heco,10,1,heco,11.5,3
6/5/20,20SE,2,3,6,27,9,heco,17,5,heco,22,7
6/5/20,20SE,2,3,9,44,3,heco,18,3,heco,31,3
6/5/20,20SE,2,3,12,10,1,heco,15,3,heco,12.5,2
6/5/20,20SE,2,3,15,18,2,heco,16,2,heco,17,2
6/5/20,20SE,2,3,18,22,3,heco,30,3,heco,26,3
6/5/20,20SE,2,3,21,12,0,heco,20,4,heco,16,2
6/5/20,20SE,2,3,24,18,1,heco,14,1,heco,16,1
6/5/20,20SE,2,4,3,17,7,heco,13,2,heco,15,4.5
6/5/20,20SE,2,4,6,12,1,heco,14,4,heco,13,2.5
6/5/20,20SE,2,4,9,13,2,heco,19,6,heco,16,4
6/5/20,20SE,2,4,12,18,3,heco,26,9,heco,22,6
6/5/20,20SE,2,4,15,12,1,heco,14,5,heco,13,3
6/5/20,20SE,2,4,18,7,1,heco,12,2,heco,9.5,1.5
6/5/20,20SE,2,4,21,7,1,heco,19,1,heco,13,1
6/5/20,20SE,2,4,24,5,0,heco,10,5,heco,7.5,2.5
6/5/20,20SE,3,1,3,21,1,heco,12,2,heco,16.5,1.5
6/5/20,20SE,3,1,6,16,2,heco,16,4,heco,16,3
6/5/20,20SE,3,1,9,10,1,heco,6,0,heco,8,0.5
6/5/20,20SE,3,1,12,6,1,cadu,8,1,heco,7,1
6/5/20,20SE,3,1,15,6,2,bogr,5,2,bogr,5.5,2
6/5/20,20SE,3,1,18,4,1,bogr,18,7,ciun,11,4
6/5/20,20SE,3,1,21,7,0,cadu,8,2,bogr,7.5,1
6/5/20,20SE,3,1,24,4,0,cadu,6,1,cadu,5,0.5
6/5/20,20SE,3,2,3,23,1,heco,5,0,heco,14,0.5
6/5/20,20SE,3,2,6,9,2,heco,8,1,heco,8.5,1.5
6/5/20,20SE,3,2,9,5,2,bogr,12,0,heco,8.5,1
6/5/20,20SE,3,2,12,16,3,heco,12,3,heco,14,3
6/5/20,20SE,3,2,15,18,3,heco,11,2,cadu,14.5,2.5
6/5/20,20SE,3,2,18,8,0,cadu,14,1,cadu,11,0.5
6/5/20,20SE,3,2,21,12,1,cadu,8,1,cadu,10,1
6/5/20,20SE,3,2,24,10,0,heco,10,1,heco,10,0.5
6/5/20,20SE,3,3,3,5,0,heco,4,1,heco,4.5,0.5
6/5/20,20SE,3,3,6,18,2,heco,13,2,heco,15.5,2
6/5/20,20SE,3,3,9,13,5,heco,11,3,heco,12,4
6/5/20,20SE,3,3,12,20,1,heco,22,2,heco,21,1.5
6/5/20,20SE,3,3,15,12,4,heco,14,3,heco,13,3.5
6/5/20,20SE,3,3,18,20,1,heco,24,6,heco,22,3.5
6/5/20,20SE,3,3,21,22,2,heco,23,0,heco,22.5,1
6/5/20,20SE,3,3,24,14,1,heco,28,9,heco,21,5
6/5/20,20SE,3,4,3,11,1,heco,1,1,cadu,6,1
6/5/20,20SE,3,4,6,13,2,cadu,12,1,cadu,12.5,1.5
6/5/20,20SE,3,4,9,7,0,heco,2,1,bogr,4.5,0.5
6/5/20,20SE,3,4,12,5,1,bogr,3,1,bogr,4,1
6/5/20,20SE,3,4,15,18,3,heco,12,3,bogr,15,3
6/5/20,20SE,3,4,18,14,3,elel,17,3,heco,15.5,3
6/5/20,20SE,3,4,21,9,0,heco,14,1,heco,11.5,0.5
6/5/20,20SE,3,4,24,9,1,heco,3,0,spcr,6,0.5
6/5/20,20SE,6,1,3,16,1,pasm,16,3,pasm,16,2
6/5/20,20SE,6,1,6,14,2,pasm,11,1,bogr,12.5,1.5
6/5/20,20SE,6,1,9,14,2,eref,12,1,bogr,13,1.5
6/5/20,20SE,6,1,12,17,1,pasm,20,1,bogr,18.5,1
6/5/20,20SE,6,1,15,6,1,bogr,13,4,eref,9.5,2.5
6/5/20,20SE,6,1,18,5,1,bogr,16,2,pasm,10.5,1.5
6/5/20,20SE,6,1,21,3,2,bogr,17,5,pasm,10,3.5
6/5/20,20SE,6,1,24,3,2,bogr,16,1,pasm,9.5,1.5
6/5/20,20SE,6,2,3,6,3,bogr,3,1,bogr,4.5,2
6/5/20,20SE,6,2,6,8,3,bogr,4,1,bogr,6,2
6/5/20,20SE,6,2,9,9,3,bogr,8,3,bogr,8.5,3
6/5/20,20SE,6,2,12,7,2,bogr,8,1,bogr,7.5,1.5
6/5/20,20SE,6,2,15,10,0,bogr,12,1,heco,11,0.5
6/5/20,20SE,6,2,18,20,4,heco,26,2,heco,23,3
6/5/20,20SE,6,2,21,13,1,pasm,22,10,eref,17.5,5.5
6/5/20,20SE,6,2,24,14,2,eref,14,0,eref,14,1
6/5/20,20SE,6,3,3,13,6,eref,6,2,bogr,9.5,4
6/5/20,20SE,6,3,6,10,1,bogr,8,1,bogr,9,1
6/5/20,20SE,6,3,9,22,1,bogr,10,1,bogr,16,1
6/5/20,20SE,6,3,12,16,5,pasm,19,9,pasm,17.5,7
6/5/20,20SE,6,3,15,1,0,bogr,14,2,pasm,7.5,1
6/5/20,20SE,6,3,18,12,7,oppo,14,2,pasm,13,4.5
6/5/20,20SE,6,3,21,22,5,pasm,23,6,pasm,22.5,5.5
6/5/20,20SE,6,3,24,5,1,bogr,4,1,bogr,4.5,1
6/5/20,20SE,6,4,3,15,8,oppo,16,3,oppo,15.5,5.5
6/5/20,20SE,6,4,6,14,1,bogr,7,2,bogr,10.5,1.5
6/5/20,20SE,6,4,9,16,2,bogr,4,1,bogr,10,1.5
6/5/20,20SE,6,4,12,12,1,bogr,6,1,bogr,9,1
6/5/20,20SE,6,4,15,16,2,bogr,6,2,bogr,11,2
6/5/20,20SE,6,4,18,8,2,bogr,15,1,pasm,11.5,1.5
6/5/20,20SE,6,4,21,6,1,bogr,5,2,bogr,5.5,1.5
6/5/20,20SE,6,4,24,6,1,bogr,10,1,bogr,8,1
6/8/2020,31W,1,1,3,9,2,OPPO,1,0,BOGR,5,1
6/8/2020,31W,1,1,6,47,3,BOGR,10,1,BOGR,28.5,2
6/8/2020,31W,1,1,9,11,1,VUOC,11,7,OPPO,11,4
6/8/2020,31W,1,1,12,9,4,VUOC,5,1,VUOC,7,2.5
6/8/2020,31W,1,1,15,11,4,OPPO,8,5,VUOC,9.5,4.5
6/8/2020,31W,1,1,18,9,1,OPPO,11,7,OPPO,10,4
6/8/2020,31W,1,1,21,5,1,OPPO,11,2,VUOC,8,1.5
6/8/2020,31W,1,1,24,6,1,CADU,10,1,CADU,8,1
6/8/2020,31W,1,2,3,11,4,VUOC,11,2,VUOC,11,3
6/8/2020,31W,1,2,6,22,7,HECO,14,1,VUOC,18,4
6/8/2020,31W,1,2,9,7,1,VUOC,6,1,SPCO,6.5,1
6/8/2020,31W,1,2,12,11,1,VUOC,0,0,BARE,5.5,0.5
6/8/2020,31W,1,2,15,13,1,YUGL,23,1,ARPU,18,1
6/8/2020,31W,1,2,18,11,4,VUOC,11,1,VUOC,11,2.5
6/8/2020,31W,1,2,21,6,1,VUOC,6,1,VUOC,6,1
6/8/2020,31W,1,2,24,13,2,VUOC,13,3,VUOC,13,2.5
6/8/2020,31W,1,3,3,3,1,VUOC,11,2,VUOC,7,1.5
6/8/2020,31W,1,3,6,7,1,BOGR,10,2,CADU,8.5,1.5
6/8/2020,31W,1,3,9,21,1,HECO,6,1,SPCO,13.5,1
6/8/2020,31W,1,3,12,3,0,BOGR,6,1,BOGR,4.5,0.5
6/8/2020,31W,1,3,15,1,0,BOGR,13,1,BOGR,7,0.5
6/8/2020,31W,1,3,18,1,0,BOGR,2,1,BOGR,1.5,0.5
6/8/2020,31W,1,3,21,18,1,ELEL,9,0,BOGR,13.5,0.5
6/8/2020,31W,1,3,24,11,1,BOGR,10,1,BOGR,10.5,1
6/8/2020,31W,1,4,3,4,1,BOGR,5,1,BOGR,4.5,1
6/8/2020,31W,1,4,6,7,1,BOGR,5,1,BOGR,6,1
6/8/2020,31W,1,4,9,17,1,PASM,16,1,PASM,16.5,1
6/8/2020,31W,1,4,12,4,1,BOGR,4,1,BOGR,4,1
6/8/2020,31W,1,4,15,5,1,BOGR,3,1,BOGR,4,1
6/8/2020,31W,1,4,18,8,1,ELEL,1,0,BOGR,4.5,0.5
6/8/2020,31W,1,4,21,7,1,BOGR,9,0,BOGR,8,0.5
6/8/2020,31W,1,4,24,7,1,BOGR,3,1,CADU,5,1
6/8/2020,31W,2,1,3,3,1,BOGR,4,1,BOGR,3.5,1
6/8/2020,31W,2,1,6,4,2,BOGR,3,1,BOGR,3.5,1.5
6/8/2020,31W,2,1,9,0,0,BARE,0,0,BARE,0,0
6/8/2020,31W,2,1,12,5,1,BOGR,6,1,BOGR,5.5,1
6/8/2020,31W,2,1,15,5,2,BOGR,4,1,BOGR,4.5,1.5
6/8/2020,31W,2,1,18,3,1,BOGR,12,1,BOGR,7.5,1
6/8/2020,31W,2,1,21,5,2,BOGR,3,1,BOGR,4,1.5
6/8/2020,31W,2,1,24,3,1,BOGR,3,1,BOGR,3,1
6/8/2020,31W,2,2,3,4,3,BOGR,5,1,BOGR,4.5,2
6/8/2020,31W,2,2,6,27,1,BOGR,2,1,BOGR,14.5,1
6/8/2020,31W,2,2,9,4,1,BOGR,1,1,BOGR,2.5,1
6/8/2020,31W,2,2,12,1,1,BOGR,19,6,ARPU,10,3.5
6/8/2020,31W,2,2,15,2,1,BOGR,3,1,BOGR,2.5,1
6/8/2020,31W,2,2,18,4,1,BOGR,5,1,BOGR,4.5,1
6/8/2020,31W,2,2,21,5,1,BOGR,6,1,GUSA,5.5,1
6/8/2020,31W,2,2,24,2,1,OPPO,4,1,BOGR,3,1
6/8/2020,31W,2,3,3,13,1,BOGR,12,1,BOGR,12.5,1
6/8/2020,31W,2,3,6,6,1,BOGR,12,3,BOGR,9,2
6/8/2020,31W,2,3,9,2,1,BOGR,5,1,BOGR,3.5,1
6/8/2020,31W,2,3,12,4,1,BOGR,3,1,BOGR,3.5,1
6/8/2020,31W,2,3,15,5,0,BOGR,8,0,BOGR,6.5,0
6/8/2020,31W,2,3,18,10,1,ELEL,9,2,SPCR,9.5,1.5
6/8/2020,31W,2,3,21,6,1,BOGR,7,1,CADU,6.5,1
6/8/2020,31W,2,3,24,7,0,BOGR,1,1,BOGR,4,0.5
6/8/2020,31W,2,4,3,13,1,ATCA,9,1,CADU,11,1
6/8/2020,31W,2,4,6,14,1,VUOC,4,1,VUOC,9,1
6/8/2020,31W,2,4,9,3,1,VUOC,10,1,ATCA,6.5,1
6/8/2020,31W,2,4,12,5,1,BOGR,11,1,BOGR,8,1
6/8/2020,31W,2,4,15,9,1,BOGR,3,1,BOGR,6,1
6/8/2020,31W,2,4,18,19,2,OPPO,8,0,BOGR,13.5,1
6/8/2020,31W,2,4,21,3,1,BOGR,8,1,BOGR,5.5,1
6/8/2020,31W,2,4,24,6,1,BOGR,7,1,BOGR,6.5,1
6/10/2020,31W,3,1,3,3,0,BOGR,3,1,SONU,3,0.5
6/10/2020,31W,3,1,6,11,1,GUSA,11,1,GUSA,11,1
6/10/2020,31W,3,1,9,3,1,BOGR,9,1,BOGR,6,1
6/10/2020,31W,3,1,12,5,1,CADU,7,2,CADU,6,1.5
6/10/2020,31W,3,1,15,11,0,BOGR,4,1,BOGR,7.5,0.5
6/10/2020,31W,3,1,18,3,0,BOGR,8,2,BOGR,5.5,1
6/10/2020,31W,3,1,21,6,1,BOGR,4,1,CADU,5,1
6/10/2020,31W,3,1,24,1,0,BOGR,0,0,bare,0.5,0
6/10/2020,31W,3,2,3,2,1,BOGR,8,1,BOGR,5,1
6/10/2020,31W,3,2,6,6,1,BOGR,18,1,BOGR,12,1
6/10/2020,31W,3,2,9,6,0,BOGR,17,1,PASM,11.5,0.5
6/10/2020,31W,3,2,12,6,1,PASM,18,1,PASM,12,1
6/10/2020,31W,3,2,15,18,1,PASM,21,2,PASM,19.5,1.5
6/10/2020,31W,3,2,18,34,17,ATCA,23,10,PASM,28.5,13.5
6/10/2020,31W,3,2,21,20,4,PASM,10,1,PASM,15,2.5
6/10/2020,31W,3,2,24,17,1,PASM,19,2,PASM,18,1.5
6/10/2020,31W,3,3,3,18,1,PASM,13,1,PASM,15.5,1
6/10/2020,31W,3,3,6,18,1,PASM,11,1,PASM,14.5,1
6/10/2020,31W,3,3,9,11,1,PASM,12,1,PASM,11.5,1
6/10/2020,31W,3,3,12,25,1,PASM,5,1,BOGR,15,1
6/10/2020,31W,3,3,15,9,1,BOGR,9,1,CADU,9,1
6/10/2020,31W,3,3,18,12,1,CADU,10,1,BOGR,11,1
6/10/2020,31W,3,3,21,13,1,PASM,3,1,BOGR,8,1
6/10/2020,31W,3,3,24,17,1,PASM,9,1,PASM,13,1
6/10/2020,31W,3,4,3,17,4,BOGR,0,0,BARE,8.5,2
6/10/2020,31W,3,4,6,6,1,BOGR,3,1,BOGR,4.5,1
6/10/2020,31W,3,4,9,4,1,BOGR,4,1,BOGR,4,1
6/10/2020,31W,3,4,12,4,1,BOGR,3,1,BOGR,3.5,1
6/10/2020,31W,3,4,15,5,1,BOGR,2,1,BOGR,3.5,1
6/10/2020,31W,3,4,18,3,1,BOGR,3,1,BOGR,3,1
6/10/2020,31W,3,4,21,32,1,CADU,2,1,BOGR,17,1
6/10/2020,31W,3,4,24,2,0,BOGR,8,1,CADU,5,0.5
6/10/2020,31W,4,1,3,2,1,BOGR,10,1,BOGR,6,1
6/10/2020,31W,4,1,6,12,1,PASM,17,3,PASM,14.5,2
6/10/2020,31W,4,1,9,23,2,PASM,19,5,PASM,21,3.5
6/10/2020,31W,4,1,12,7,1,PASM,10,1,PASM,8.5,1
6/10/2020,31W,4,1,15,24,2,PASM,24,1,PASM,24,1.5
6/10/2020,31W,4,1,18,19,4,PASM,23,5,PASM,21,4.5
6/10/2020,31W,4,1,21,15,1,PASM,21,1,PASM,18,1
6/10/2020,31W,4,1,24,17,1,PASM,14,6,OPPO,15.5,3.5
6/10/2020,31W,4,2,3,38,7,ATCA,19,2,ATCA,28.5,4.5
6/10/2020,31W,4,2,6,11,1,PASM,17,1,PASM,14,1
6/10/2020,31W,4,2,9,9,1,PASM,16,1,PASM,12.5,1
6/10/2020,31W,4,2,12,15,1,PASM,17,1,PASM,16,1
6/10/2020,31W,4,2,15,10,1,PASM,14,1,PASM,12,1
6/10/2020,31W,4,2,18,11,1,PASM,11,1,PASM,11,1
6/10/2020,31W,4,2,21,10,1,PASM,12,1,PASM,11,1
6/10/2020,31W,4,2,24,12,1,PASM,15,3,OPPO,13.5,2
6/10/2020,31W,4,3,3,10,2,ATCA,10,1,PASM,10,1.5
6/10/2020,31W,4,3,6,5,1,vuoc,32,5,ATCA,18.5,3
6/10/2020,31W,4,3,9,6,1,VUOC,12,1,VUOC,9,1
6/10/2020,31W,4,3,12,14,1,PASM,12,1,PASM,13,1
6/10/2020,31W,4,3,15,11,3,OPPO,17,1,PASM,14,2
6/10/2020,31W,4,3,18,11,1,PASM,13,1,PASM,12,1
6/10/2020,31W,4,3,21,14,1,PASM,18,1,PASM,16,1
6/10/2020,31W,4,3,24,13,1,PASM,21,2,PASM,17,1.5
6/10/2020,31W,4,4,3,22,2,PASM,18,3,PASM,20,2.5
6/10/2020,31W,4,4,6,19,7,PASM,15,3,PASM,17,5
6/10/2020,31W,4,4,9,12,2,PASM,16,4,PASM,14,3
6/10/2020,31W,4,4,12,14,6,OPPO,11,1,PASM,12.5,3.5
6/10/2020,31W,4,4,15,21,1,PASM,11,1,PASM,16,1
6/10/2020,31W,4,4,18,13,1,PASM,13,1,PASM,13,1
6/10/2020,31W,4,4,21,17,1,PASM,16,2,PASM,16.5,1.5
6/10/2020,31W,4,4,24,16,1,PASM,23,6,PASM,19.5,3.5
6/2/2020,5W,1,1,3,12,2,GUSA,12,2,PASM,12,2
6/2/2020,5W,1,1,6,6,0,GUSA,19,2,PASM,12.5,1
6/2/2020,5W,1,1,9,8,1,BUDA,1,1,CADU,4.5,1
6/2/2020,5W,1,1,12,2,2,BUDA,1,1,BUDA,1.5,1.5
6/2/2020,5W,1,1,15,1,0,BUDA,15,2,CADU,8,1
6/2/2020,5W,1,1,18,6,1,BUDA,10,6,ERNA,8,3.5
6/2/2020,5W,1,1,21,1,0,BUDA,4,2,BUDA,2.5,1
6/2/2020,5W,1,1,24,4,1,BUDA,2,1,GUSA,3,1
6/2/2020,5W,1,2,3,4,1,spco,0,0,BARE,2,0.5
6/2/2020,5W,1,2,6,7,2,PASM,11,3,PASM,9,2.5
6/2/2020,5W,1,2,9,6,0,PASM,11,3,PASM,8.5,1.5
6/2/2020,5W,1,2,12,7,2,PASM,6,1,PASM,6.5,1.5
6/2/2020,5W,1,2,15,9,2,ARPU,3,1,PASM,6,1.5
6/2/2020,5W,1,2,18,7,2,BUDA,2,1,BUDA,4.5,1.5
6/2/2020,5W,1,2,21,2,1,IVAX,18,6,LARE,10,3.5
6/2/2020,5W,1,2,24,0,0,BARE,10,2,PASM,5,1
6/2/2020,5W,1,3,3,4,1,BUDA,11,2,BUDA,7.5,1.5
6/2/2020,5W,1,3,6,16,8,ATCA,6,1,PASM,11,4.5
6/2/2020,5W,1,3,9,14,4,PASM,8,2,PASM,11,3
6/2/2020,5W,1,3,12,5,3,BUDA,13,2,PASM,9,2.5
6/2/2020,5W,1,3,15,10,2,CADU,13,2,PASM,11.5,2
6/2/2020,5W,1,3,18,15,4,PASM,7,0,PASM,11,2
6/2/2020,5W,1,3,21,11,3,PASM,10,2,PASM,10.5,2.5
6/2/2020,5W,1,3,24,10,1,PASM,16,2,PASM,13,1.5
6/2/2020,5W,1,4,3,0,0,BARE,0,0,BARE,0,0
6/2/2020,5W,1,4,6,5,0,PASM,2,0,PASM,3.5,0
6/2/2020,5W,1,4,9,2,1,PASM,4,1,PASM,3,1
6/2/2020,5W,1,4,12,2,0,PASM,3,0,PASM,2.5,0
6/2/2020,5W,1,4,15,4,0,PASM,2,0,PASM,3,0
6/2/2020,5W,1,4,18,7,1,PASM,10,3,PASM,8.5,2
6/2/2020,5W,1,4,21,10,4,PASM,9,3,PASM,9.5,3.5
6/2/2020,5W,1,4,24,2,0,PASM,9,0,PASM,5.5,0
6/2/2020,5W,2,1,3,1,1,BUDA,1,1,BUDA,1,1
6/2/2020,5W,2,1,6,8,1,BUDA,6,1,BUDA,7,1
6/2/2020,5W,2,1,9,1,1,BUDA,10,1,BUDA,5.5,1
6/2/2020,5W,2,1,12,1,0,BUDA,1,1,BUDA,1,0.5
6/2/2020,5W,2,1,15,3,1,CADU,6,0,CADU,4.5,0.5
6/2/2020,5W,2,1,18,1,0,BUDA,0,0,BARE,0.5,0
6/2/2020,5W,2,1,21,1,1,BUDA,2,1,BUDA,1.5,1
6/2/2020,5W,2,1,24,10,2,BUDA,6,1,GUSA,8,1.5
6/2/2020,5W,2,2,3,1,1,BUDA,6,0,PASM,3.5,0.5
6/2/2020,5W,2,2,6,8,2,CADU,10,3,BOGR,9,2.5
6/2/2020,5W,2,2,9,4,1,BUDA,9,1,PASM,6.5,1
6/2/2020,5W,2,2,12,6,1,BUDA,4,1,BUDA,5,1
6/2/2020,5W,2,2,15,6,1,BUDA,6,1,BUDA,6,1
6/2/2020,5W,2,2,18,4,1,BUDA,10,2,PASM,7,1.5
6/2/2020,5W,2,2,21,6,1,BUDA,5,1,BUDA,5.5,1
6/2/2020,5W,2,2,24,2,1,BUDA,4,2,BUDA,3,1.5
6/2/2020,5W,2,3,3,4,1,BUDA,5,1,GUSA,4.5,1
6/2/2020,5W,2,3,6,11,1,GUSA,3,2,BUDA,7,1.5
6/2/2020,5W,2,3,9,8,3,GUSA,9,2,IVAX,8.5,2.5
6/2/2020,5W,2,3,12,3,1,BUDA,4,1,BUDA,3.5,1
6/2/2020,5W,2,3,15,1,1,BUDA,8,3,GUSA,4.5,2
6/2/2020,5W,2,3,18,7,2,PASM,8,1,PASM,7.5,1.5
6/2/2020,5W,2,3,21,22,15,ATCA,11,3,GUSA,16.5,9
6/2/2020,5W,2,3,24,22,5,PASM,48,30,ATCA,35,17.5
6/2/2020,5W,2,4,3,6,2,PASM,5,1,PASM,5.5,1.5
6/2/2020,5W,2,4,6,8,1,PASM,8,1,PASM,8,1
6/2/2020,5W,2,4,9,3,0,PASM,7,3,PASM,5,1.5
6/2/2020,5W,2,4,12,6,1,PASM,5,1,PASM,5.5,1
6/2/2020,5W,2,4,15,4,0,PASM,2,0,PASM,3,0
6/2/2020,5W,2,4,18,6,0,PASM,5,0,PASM,5.5,0
6/2/2020,5W,2,4,21,4,0,PASM,2,1,PASM,3,0.5
6/2/2020,5W,2,4,24,9,0,PASM,0,0,BARE,4.5,0
6/2/2020,5W,3,1,3,5,0,PASM,12,2,PASM,8.5,1
6/2/2020,5W,3,1,6,8,2,PASM,4,1,PASM,6,1.5
6/2/2020,5W,3,1,9,6,2,PASM,10,2,LARE,8,2
6/2/2020,5W,3,1,12,5,0,PASM,6,0,PASM,5.5,0
6/2/2020,5W,3,1,15,3,1,BUDA,7,1,PASM,5,1
6/2/2020,5W,3,1,18,6,1,VEBR,4,2,LARE,5,1.5
6/2/2020,5W,3,1,21,3,0,spco,4,0,SPCO,3.5,0
6/2/2020,5W,3,1,24,3,0,PASM,2,0,SPCO,2.5,0
6/2/2020,5W,3,2,3,10,2,PASM,10,3,PASM,10,2.5
6/2/2020,5W,3,2,6,8,2,PASM,7,1,PASM,7.5,1.5
6/2/2020,5W,3,2,9,13,0,PASM,9,1,PASM,11,0.5
6/2/2020,5W,3,2,12,12,1,IVAX,3,0,PASM,7.5,0.5
6/2/2020,5W,3,2,15,1,0,BUDA,5,1,PASM,3,0.5
6/2/2020,5W,3,2,18,10,1,PASM,5,0,IVAX,7.5,0.5
6/2/2020,5W,3,2,21,6,1,LARE,10,1,PASM,8,1
6/2/2020,5W,3,2,24,5,1,IVAX,4,0,PASM,4.5,0.5
6/8/2020,5W,3,3,3,8,0,BUDA,1,0,PASM,4.5,0
6/8/2020,5W,3,3,6,3,1,spco,2,1,BUDA,2.5,1
6/8/2020,5W,3,3,9,3,1,ARFR,8,2,PASM,5.5,1.5
6/8/2020,5W,3,3,12,10,1,CRMI,2,1,PASM,6,1
6/8/2020,5W,3,3,15,6,1,PASM,7,3,IVAX,6.5,2
6/8/2020,5W,3,3,18,8,0,PASM,4,1,SPCO,6,0.5
6/8/2020,5W,3,3,21,14,2,VEBR,7,2,VEBR,10.5,2
6/8/2020,5W,3,3,24,5,0,PASM,6,2,PASM,5.5,1
6/8/2020,5W,3,4,3,1,1,BUDA,6,2,BUDA,3.5,1.5
6/8/2020,5W,3,4,6,1,1,BUDA,3,1,BOGR,2,1
6/8/2020,5W,3,4,9,2,0,BOGR,1,1,BOGR,1.5,0.5
6/8/2020,5W,3,4,12,13,1,BOGR,13,1,PASM,13,1
6/8/2020,5W,3,4,15,4,2,GUSA,7,1,PASM,5.5,1.5
6/8/2020,5W,3,4,18,4,0,PASM,10,4,PASM,7,2
6/8/2020,5W,3,4,21,15,1,GUSA,9,5,GUSA,12,3
6/8/2020,5W,3,4,24,7,0,PASM,10,1,PASM,8.5,0.5
6/8/2020,5W,4,1,3,1,1,BOGR,2,0,CRMI,1.5,0.5
6/8/2020,5W,4,1,6,6,2,BOGR,2,1,BOGR,4,1.5
6/8/2020,5W,4,1,9,3,0,CADU,3,0,CADU,3,0
6/8/2020,5W,4,1,12,7,2,LARE,6,2,CRMI,6.5,2
6/8/2020,5W,4,1,15,23,6,ATCA,19,2,HASP,21,4
6/8/2020,5W,4,1,18,3,2,BOGR,3,0,CADU,3,1
6/8/2020,5W,4,1,21,4,1,BOGR,6,2,PASM,5,1.5
6/8/2020,5W,4,1,24,5,1,BOGR,4,3,CRMI,4.5,2
6/8/2020,5W,4,2,3,3,1,BOGR,6,2,BOGR,4.5,1.5
6/8/2020,5W,4,2,6,6,0,PASM,6,0,PASM,6,0
6/8/2020,5W,4,2,9,6,2,BOGR,7,0,PASM,6.5,1
6/8/2020,5W,4,2,12,11,1,PASM,10,1,PASM,10.5,1
6/8/2020,5W,4,2,15,31,14,ATCA,13,2,PASM,22,8
6/8/2020,5W,4,2,18,11,0,PASM,0,0,BARE,5.5,0
6/8/2020,5W,4,2,21,3,1,PASM,4,0,PASM,3.5,0.5
6/8/2020,5W,4,2,24,33,10,ATCA,5,3,BOGR,19,6.5
6/8/2020,5W,4,3,3,4,1,BOGR,1,0,LARE,2.5,0.5
6/8/2020,5W,4,3,6,6,1,BOGR,16,1,BOGR,11,1
6/8/2020,5W,4,3,9,2,1,BOGR,6,0,CRMI,4,0.5
6/8/2020,5W,4,3,12,9,2,CRMI,7,1,BOGR,8,1.5
6/8/2020,5W,4,3,15,2,1,BOGR,5,3,BOGR,3.5,2
6/8/2020,5W,4,3,18,1,0,BOGR,9,1,LARE,5,0.5
6/8/2020,5W,4,3,21,6,0,LARE,4,1,BOGR,5,0.5
6/8/2020,5W,4,3,24,1,0,DUNG,5,1,LARE,3,0.5
6/8/2020,5W,4,4,3,10,2,spco,8,1,PASM,9,1.5
6/8/2020,5W,4,4,6,11,1,PASM,3,0,PASM,7,0.5
6/8/2020,5W,4,4,9,5,2,BOGR,0,0,BARE,2.5,1
6/8/2020,5W,4,4,12,5,0,CADU,3,1,CRMI,4,0.5
6/8/2020,5W,4,4,15,8,2,BOGR,2,0,BOGR,5,1
6/8/2020,5W,4,4,18,11,1,PASM,2,1,BOGR,6.5,1
6/8/2020,5W,4,4,21,2,1,BOGR,6,1,BOGR,4,1
6/8/2020,5W,4,4,24,3,0,BOGR,3,1,BOGR,3,0.5
6/4/2020,5E,1,1,3,10,2,KRLA,12,5,PASM,11,3.5
6/4/2020,5E,1,1,6,17,3,EREF,11,1,HECO,14,2
6/4/2020,5E,1,1,9,20,6,ATCA,9,1,KRLA,14.5,3.5
6/4/2020,5E,1,1,12,13,1,BOGR,5,1,BOGR,9,1
6/4/2020,5E,1,1,15,8,1,CADU,8,1,CADU,8,1
6/4/2020,5E,1,1,18,23,8,OPPO,15,1,HECO,19,4.5
6/4/2020,5E,1,1,21,8,1,Spco,19,2,CADU,13.5,1.5
6/4/2020,5E,1,1,24,6,2,BOGR,4,1,BOGR,5,1.5
6/4/2020,5E,1,2,3,12,1,HECO,19,1,PASM,15.5,1
6/4/2020,5E,1,2,6,21,1,PASM,28,16,PASM,24.5,8.5
6/4/2020,5E,1,2,9,12,1,BOGR,15,2,BOGR,13.5,1.5
6/4/2020,5E,1,2,12,20,3,PASM,23,1,BOGR,21.5,2
6/4/2020,5E,1,2,15,21,2,PASM,18,1,PASM,19.5,1.5
6/4/2020,5E,1,2,18,19,3,PASM,25,6,ATCA,22,4.5
6/4/2020,5E,1,2,21,18,1,PASM,17,3,PASM,17.5,2
6/4/2020,5E,1,2,24,32,1,PASM,19,1,PASM,25.5,1
