Week,Pasture,Date,Plot,Reading_No,High,Low,Spp,G_B,V_E_F,G_UG,Screen1,Adj_Low,Biomass_lbs_ac
3,18S_burn,5/23/2017,6,3,3,0,bare,g,g,g,0,0,0
3,18S_burn,5/23/2017,6,4,5,2,bogr,g,g,g,0,2,469.386
3,18S_burn,5/23/2017,6,5,7,2,heco,g,v,g,0,2,469.386
3,18S_burn,5/23/2017,6,6,7,3,heco,g,g,g,0,3,704.079
3,18S_burn,5/23/2017,6,7,0,0,bare,,g,g,0,0,0
3,18S_burn,5/23/2017,6,8,5,0,bare,g,g,g,0,0,0
3,18S_burn,5/23/2017,6,9,10,0,bare,g,g,g,0,0,0
3,18S_burn,5/23/2017,6,10,4,2,bogr,g,g,g,0,2,469.386
3,18S_burn,5/23/2017,6,11,4,2,heco,g,g,g,0,2,469.386
3,18S_burn,5/23/2017,6,12,4,0,bare,g,g,g,0,0,0
3,18S_burn,5/23/2017,6,13,9,2,heco,g,g,g,0,2,469.386
3,18S_burn,5/23/2017,6,14,8,2,heco,g,g,g,0,2,469.386
3,18S_burn,5/23/2017,6,15,4,1,heco,g,g,g,0,1,234.693
3,18S_burn,5/23/2017,6,16,4,0,bare,g,g,g,0,0,0
3,18S_burn,5/23/2017,6,17,7,0,bare,g,g,g,0,0,0
3,18S_burn,5/23/2017,6,18,4,3,bogr,g,,,0,3,704.079
3,18S_burn,5/23/2017,6,19,7,2,heco,g,g,g,0,2,469.386
3,18S_burn,5/23/2017,6,20,2,2,litt,b,g,g,0,2,469.386
3,18S_burn,5/23/2017,6,21,3,2,hevi,g,,,0,2,469.386
3,18S_burn,5/23/2017,6,22,4,2,bogr,g,g,g,0,2,469.386
3,18S_burn,5/23/2017,6,23,12,2,hevi,g,g,g,0,2,469.386
3,18S_burn,5/23/2017,6,24,4,1,bogr,g,g,g,0,1,234.693
3,18S_burn,5/23/2017,6,25,4,3,spcr,g,g,g,0,3,704.079
4,18S,5/30/2017,1,1,5,2,elel,g,,,0,2,469.386
4,18S,5/30/2017,1,2,9,2,oppo,g,,,1,,
4,18S,5/30/2017,1,3,12,10,oppo,g,,,1,,
4,18S,5/30/2017,1,4,6,3,bogr,g,,,0,3,704.079
4,18S,5/30/2017,1,5,8,3,spco,g,,,0,3,704.079
4,18S,5/30/2017,1,6,10,9,oppo,g,,,1,,
4,18S,5/30/2017,1,7,13,4,bogr,g,,,0,4,938.772
4,18S,5/30/2017,1,8,4,0,dcr,g,,,1,,
4,18S,5/30/2017,1,9,13,2,heco,b,,,0,2,469.386
4,18S,5/30/2017,1,10,3,2,dcr,g,,,1,,
4,18S,5/30/2017,1,11,14,6,elel,g,,,0,6,1408.158
4,18S,5/30/2017,1,12,5,2,elel,g,,,0,2,469.386
4,18S,5/30/2017,1,13,6,2,bogr,g,,,0,2,469.386
4,18S,5/30/2017,1,14,16,4,cadu,g,g,g,0,4,938.772
4,18S,5/30/2017,1,15,14,2,dcr,b,,,1,,
4,18S,5/30/2017,1,16,12,2,bogr,b,,,0,2,469.386
4,18S,5/30/2017,1,17,17,6,arfr,b,v,g,1,,
4,18S,5/30/2017,1,18,17,10,heco,g,g,g,0,10,2346.93
4,18S,5/30/2017,1,19,22,0,bare,b,,,0,0,0
4,18S,5/30/2017,1,20,24,11,elel,g,v,ug,0,11,2581.623
4,18S,5/30/2017,1,21,32,4,heco,b,,,0,4,938.772
4,18S,5/30/2017,1,22,15,7,heco,g,g,g,0,7,1642.851
4,18S,5/30/2017,1,23,5,2,cadu,g,g,g,0,2,469.386
4,18S,5/30/2017,1,24,7,2,cadu,b,g,g,0,2,469.386
4,18S,5/30/2017,1,25,3,3,arpu,g,g,g,0,0,0
4,18S,5/30/2017,2,1,11,3,spcr,g,g,g,0,3,704.079
4,18S,5/30/2017,2,2,7,4,heco,g,g,g,0,4,938.772
4,18S,5/30/2017,2,3,8,0,bare,g,g,g,0,0,0
4,18S,5/30/2017,2,4,5,2,heco,g,g,g,0,2,469.386
4,18S,5/30/2017,2,5,12,9,heco,g,g,g,0,9,2112.237
4,18S,5/30/2017,2,6,11,6,heco,g,g,g,0,6,1408.158
4,18S,5/30/2017,2,7,14,2,heco,g,v,ug,0,2,469.386
4,18S,5/30/2017,2,8,15,7,heco,g,g,g,0,7,1642.851
4,18S,5/30/2017,2,9,7,6,heco,g,g,g,0,6,1408.158
4,18S,5/30/2017,2,10,13,4,heco,g,g,g,0,4,938.772
4,18S,5/30/2017,2,11,6,3,heco,g,g,g,0,3,704.079
4,18S,5/30/2017,2,12,4,1,cadu,g,g,g,0,1,234.693
4,18S,5/30/2017,2,13,7,2,cadu,g,g,g,0,2,469.386
4,18S,5/30/2017,2,14,11,10,atca,g,g,g,1,,
4,18S,5/30/2017,2,15,6,4,cadu,g,,,0,4,938.772
4,18S,5/30/2017,2,16,10,4,cadu,g,g,g,0,4,938.772
4,18S,5/30/2017,2,17,10,1,cadu,g,g,g,0,1,234.693
4,18S,5/30/2017,2,18,8,0,bare,g,g,g,0,0,0
4,18S,5/30/2017,2,19,10,6,arfr,g,g,g,1,,
4,18S,5/30/2017,2,20,9,4,heco,g,g,g,0,4,938.772
4,18S,5/30/2017,2,21,5,2,dcr,g,g,g,1,,
4,18S,5/30/2017,2,22,10,4,heco,g,g,g,0,4,938.772
4,18S,5/30/2017,2,23,8,2,cadu,g,g,g,0,2,469.386
4,18S,5/30/2017,2,24,9,3,heco,g,g,g,0,3,704.079
4,18S,5/30/2017,2,25,4,3,cadu,g,g,g,0,3,704.079
4,18S,5/30/2017,3,1,15,6,pasm,g,g,g,0,6,1408.158
4,18S,5/30/2017,3,2,9,4,pasm,g,g,g,0,4,938.772
4,18S,5/30/2017,3,3,44,9,pasm,b,,,0,9,2112.237
4,18S,5/30/2017,3,4,8,3,eref,b,g,g,1,,
4,18S,5/30/2017,3,5,12,4,eref,b,,,1,,
4,18S,5/30/2017,3,6,10,6,bogr,g,,,0,6,1408.158
4,18S,5/30/2017,3,7,11,5,pasm,g,,,0,5,1173.465
4,18S,5/30/2017,3,8,18,4,pasm,b,,,0,4,938.772
4,18S,5/30/2017,3,9,12,6,heco,b,,,0,6,1408.158
4,18S,5/30/2017,3,10,22,10,atca,b,,,1,,
4,18S,5/30/2017,3,11,24,10,atca,g,,,1,,
4,18S,5/30/2017,3,12,9,6,spcr,g,v,g,0,6,1408.158
4,18S,5/30/2017,3,13,23,2,bogr,g,,,0,2,469.386
4,18S,5/30/2017,3,14,18,9,heco,g,v,ug,0,9,2112.237
4,18S,5/30/2017,3,15,12,2,bogr,g,,,0,2,469.386
4,18S,5/30/2017,3,16,12,2,bogr,g,g,g,0,2,469.386
4,18S,5/30/2017,3,17,4,0,bare,g,g,g,0,0,0
4,18S,5/30/2017,3,18,14,2,heco,b,g,g,0,2,469.386
4,18S,5/30/2017,3,19,7,3,bogr,g,,,0,3,704.079
4,18S,5/30/2017,3,20,38,30,atca,g,g,g,1,,
4,18S,5/30/2017,3,21,6,2,bogr,g,g,g,0,2,469.386
4,18S,5/30/2017,3,22,4,2,pasm,g,v,ug,0,2,469.386
4,18S,5/30/2017,3,23,21,10,pasm,g,,,0,10,2346.93
4,18S,5/30/2017,3,24,4,2,crmi,g,,,0,2,469.386
4,18S,5/30/2017,3,25,6,0,bare,g,g,g,0,,0
4,18S,5/30/2017,4,1,10,6,pasm,g,g,g,0,6,1408.158
4,18S,5/30/2017,4,2,14,2,pasm,b,g,g,0,2,469.386
4,18S,5/30/2017,4,3,7,5,cadu,g,,,0,5,1173.465
4,18S,5/30/2017,4,4,20,13,atca,b,g,g,1,,
4,18S,5/30/2017,4,5,62,9,atca,b,g,g,1,,
4,18S,5/30/2017,4,6,12,9,oppo,b,g,g,1,,
4,18S,5/30/2017,4,7,9,2,cadu,g,v,g,0,2,469.386
4,18S,5/30/2017,4,8,9,4,heco,g,,,0,4,938.772
4,18S,5/30/2017,4,9,9,2,pasm,g,,,0,2,469.386
4,18S,5/30/2017,4,10,15,3,pasm,g,,,0,3,704.079
4,18S,5/30/2017,4,11,7,2,pasm,g,,,0,2,469.386
4,18S,5/30/2017,4,12,5,2,cadu,g,,,0,2,469.386
4,18S,5/30/2017,4,13,9,2,pasm,g,,,0,2,469.386
4,18S,5/30/2017,4,14,5,2,bogr,g,,,0,2,469.386
4,18S,5/30/2017,4,15,12,8,pasm,g,,,0,8,1877.544
4,18S,5/30/2017,4,16,7,2,bogr,g,,,0,2,469.386
4,18S,5/30/2017,4,17,5,2,pasm,g,,,0,2,469.386
4,18S,5/30/2017,4,18,15,9,oppo,g,,,1,,
4,18S,5/30/2017,4,19,5,0,bare,g,,,0,0,0
4,18S,5/30/2017,4,20,6,4,bogr,g,,,0,4,938.772
4,18S,5/30/2017,4,21,6,2,cadu,g,,,0,2,469.386
4,18S,5/30/2017,4,22,4,2,gusa,g,,,1,,
4,18S,5/30/2017,4,23,5,1,bogr,g,,,0,1,234.693
4,18S,5/30/2017,4,24,7,2,cadu,g,,,0,2,469.386
4,18S,5/30/2017,4,25,7,1,pasm,g,,,0,1,234.693
4,18S_burn,5/30/2017,5,1,7,1,heco,g,g,g,0,1,234.693
4,18S_burn,5/30/2017,5,2,3,2,spcr,g,g,g,0,2,469.386
4,18S_burn,5/30/2017,5,3,4,2,cadu,g,,,0,2,469.386
4,18S_burn,5/30/2017,5,4,6,3,cadu,g,,,0,3,704.079
4,18S_burn,5/30/2017,5,5,6,2,cadu,g,,,0,2,469.386
4,18S_burn,5/30/2017,5,6,9,1,heco,g,,,0,1,234.693
4,18S_burn,5/30/2017,5,7,4,0,bare,g,g,g,0,0,0
4,18S_burn,5/30/2017,5,8,0,0,bare,,g,g,0,0,0
4,18S_burn,5/30/2017,5,9,3,2,spcr,g,g,g,0,2,469.386
4,18S_burn,5/30/2017,5,10,6,1,heco,g,g,g,0,1,234.693
4,18S_burn,5/30/2017,5,11,5,1,heco,g,g,g,0,1,234.693
4,18S_burn,5/30/2017,5,12,0,0,bare,,g,g,0,0,0
4,18S_burn,5/30/2017,5,13,0,0,bare,,g,g,0,0,0
4,18S_burn,5/30/2017,5,14,7,0,bare,g,g,g,0,0,0
4,18S_burn,5/30/2017,5,15,6,2,bogr,g,,,0,2,469.386
4,18S_burn,5/30/2017,5,16,12,2,heco,g,g,g,0,2,469.386
4,18S_burn,5/30/2017,5,17,3,0,bare,g,g,g,0,0,0
4,18S_burn,5/30/2017,5,18,6,3,cadu,g,,,0,3,704.079
4,18S_burn,5/30/2017,5,19,4,1,cadu,g,g,g,0,1,234.693
4,18S_burn,5/30/2017,5,20,4,2,bogr,g,g,g,0,2,469.386
4,18S_burn,5/30/2017,5,21,11,4,heco,g,g,g,0,4,938.772
4,18S_burn,5/30/2017,5,22,3,0,bare,g,g,g,0,0,0
4,18S_burn,5/30/2017,5,23,4,3,spcr,g,,,0,3,704.079
4,18S_burn,5/30/2017,5,24,4,2,spcr,g,g,g,0,2,469.386
4,18S_burn,5/30/2017,5,25,5,3,bogr,g,,,0,3,704.079
4,18S_burn,5/30/2017,6,1,10,4,heco,g,g,g,0,4,938.772
4,18S_burn,5/30/2017,6,2,4,2,heco,g,g,g,0,2,469.386
4,18S_burn,5/30/2017,6,3,8,1,dcr,g,g,g,1,,
4,18S_burn,5/30/2017,6,4,10,1,heco,g,g,g,0,1,234.693
4,18S_burn,5/30/2017,6,5,8,1,thfi,g,g,g,0,1,234.693
4,18S_burn,5/30/2017,6,6,10,4,spcr,g,v,g,0,4,938.772
4,18S_burn,5/30/2017,6,7,8,0,bare,g,v,g,0,0,0
4,18S_burn,5/30/2017,6,8,7,2,heco,g,g,g,0,2,469.386
4,18S_burn,5/30/2017,6,9,8,3,heco,g,g,g,0,3,704.079
4,18S_burn,5/30/2017,6,10,9,2,heco,g,g,g,0,2,469.386
4,18S_burn,5/30/2017,6,11,5,2,heco,g,g,g,0,2,469.386
4,18S_burn,5/30/2017,6,12,6,2,heco,g,g,g,0,2,469.386
4,18S_burn,5/30/2017,6,13,3,0,bare,g,g,g,0,0,0
4,18S_burn,5/30/2017,6,14,5,0,bare,g,v,g,0,0,0
4,18S_burn,5/30/2017,6,15,2,0,bare,b,e,g,0,0,0
4,18S_burn,5/30/2017,6,16,0,0,bare,,g,g,0,0,0
4,18S_burn,5/30/2017,6,17,0,0,bare,,g,g,0,0,0
4,18S_burn,5/30/2017,6,18,5,1,spcr,g,g,g,0,1,234.693
4,18S_burn,5/30/2017,6,19,1,1,hevi,g,g,g,0,1,234.693
4,18S_burn,5/30/2017,6,20,7,2,spcr,g,g,g,0,2,469.386
4,18S_burn,5/30/2017,6,21,4,0,spcr,g,g,g,0,0,0
4,18S_burn,5/30/2017,6,22,4,1,spcr,g,,,0,1,234.693
4,18S_burn,5/30/2017,6,23,3,2,spcr,g,g,g,0,2,469.386
4,18S_burn,5/30/2017,6,24,10,2,heco,g,g,g,0,2,469.386
4,18S_burn,5/30/2017,6,25,4,1,spcr,g,g,g,0,1,234.693
4,7SE,5/31/2017,1,1,7,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,1,2,8,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,1,3,13,8,bogr,b,,,0,8,1877.544
4,7SE,5/31/2017,1,4,8,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,1,5,10,6,bogr,g,,,0,6,1408.158
4,7SE,5/31/2017,1,6,8,2,bogr,g,,,0,2,469.386
4,7SE,5/31/2017,1,7,6,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,1,8,13,3,bogr,g,,,0,3,704.079
4,7SE,5/31/2017,1,9,8,3,cadu,g,,,0,3,704.079
4,7SE,5/31/2017,1,10,17,8,bogr,b,,,0,8,1877.544
4,7SE,5/31/2017,1,11,6,2,bogr,g,,,0,2,469.386
4,7SE,5/31/2017,1,12,6,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,1,13,14,10,pasm,g,,,0,10,2346.93
4,7SE,5/31/2017,1,14,6,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,1,15,6,2,bogr,g,,,0,2,469.386
4,7SE,5/31/2017,1,16,6,3,bogr,g,,,0,3,704.079
4,7SE,5/31/2017,1,17,7,4,oppo,g,,,1,,
4,7SE,5/31/2017,1,18,4,2,bogr,g,,,0,2,469.386
4,7SE,5/31/2017,1,19,2,0,bare,,,,0,0,0
4,7SE,5/31/2017,1,20,8,5,cadu,g,,,0,5,1173.465
4,7SE,5/31/2017,1,21,7,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,1,22,10,4,cadu,g,,,0,4,938.772
4,7SE,5/31/2017,1,23,7,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,1,24,6,2,bogr,g,,,0,2,469.386
4,7SE,5/31/2017,1,25,5,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,2,1,15,6,heco,g,,,0,6,1408.158
4,7SE,5/31/2017,2,2,9,6,cadu,g,,,0,6,1408.158
4,7SE,5/31/2017,2,3,15,9,elel,g,,,0,9,2112.237
4,7SE,5/31/2017,2,4,16,6,heco,g,v,ug,0,6,1408.158
4,7SE,5/31/2017,2,5,12,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,2,6,15,8,oppo,b,,,1,,
4,7SE,5/31/2017,2,7,5,2,bogr,g,,,0,2,469.386
4,7SE,5/31/2017,2,8,6,4,bogr,g,e,ug,0,4,938.772
4,7SE,5/31/2017,2,9,8,4,bogr,g,e,ug,0,4,938.772
4,7SE,5/31/2017,2,10,10,4,bogr,b,,,0,4,938.772
4,7SE,5/31/2017,2,11,16,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,2,12,13,6,heco,b,e,ug,0,6,1408.158
4,7SE,5/31/2017,2,13,8,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,2,14,12,4,bogr,g,v,ug,0,4,938.772
4,7SE,5/31/2017,2,15,11,6,atca,b,e,ug,1,,
4,7SE,5/31/2017,2,16,21,8,heco,g,v,ug,0,8,1877.544
4,7SE,5/31/2017,2,17,28,16,pasm,g,,,0,16,3755.088
4,7SE,5/31/2017,2,18,20,12,pasm,g,,,0,12,2816.316
4,7SE,5/31/2017,2,19,20,11,pasm,g,,,0,11,2581.623
4,7SE,5/31/2017,2,20,11,5,bogr,g,,,0,5,1173.465
4,7SE,5/31/2017,2,21,8,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,2,22,8,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,2,23,8,6,cadu,g,,,0,6,1408.158
4,7SE,5/31/2017,2,24,11,4,cadu,g,e,ug,0,4,938.772
4,7SE,5/31/2017,2,25,16,4,cadu,b,,,0,4,938.772
4,7SE,5/31/2017,3,1,6,2,bogr,b,e,ug,0,2,469.386
4,7SE,5/31/2017,3,2,16,6,bogr,b,,,0,6,1408.158
4,7SE,5/31/2017,3,3,25,18,heco,g,e,ug,0,18,4224.474
4,7SE,5/31/2017,3,4,30,17,heco,g,e,ug,0,17,3989.781
4,7SE,5/31/2017,3,5,17,14,gusa,g,,,1,,
4,7SE,5/31/2017,3,6,27,12,pasm,g,,,0,12,2816.316
4,7SE,5/31/2017,3,7,23,16,pasm,g,,,0,16,3755.088
4,7SE,5/31/2017,3,8,37,10,pasm,g,e,ug,0,10,2346.93
4,7SE,5/31/2017,3,9,18,8,heco,g,e,ug,0,8,1877.544
4,7SE,5/31/2017,3,10,12,4,bogr,b,e,ug,0,4,938.772
4,7SE,5/31/2017,3,11,26,16,pasm,g,e,ug,0,16,3755.088
4,7SE,5/31/2017,3,12,26,12,pasm,g,e,ug,0,12,2816.316
4,7SE,5/31/2017,3,13,18,10,pasm,b,,,0,10,2346.93
4,7SE,5/31/2017,3,14,18,8,oppo,g,e,ug,1,,
4,7SE,5/31/2017,3,15,16,6,bogr,b,,,0,6,1408.158
4,7SE,5/31/2017,3,16,8,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,3,17,14,8,bogr,b,,,0,8,1877.544
4,7SE,5/31/2017,3,18,14,6,bogr,b,,,0,6,1408.158
4,7SE,5/31/2017,3,19,6,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,3,20,6,3,bogr,g,,,0,3,704.079
4,7SE,5/31/2017,3,21,7,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,3,22,6,3,bogr,g,,,0,3,704.079
4,7SE,5/31/2017,3,23,10,5,bogr,g,,,0,5,1173.465
4,7SE,5/31/2017,3,24,7,5,bogr,g,,,0,5,1173.465
4,7SE,5/31/2017,3,25,6,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,4,1,6,3,bogr,g,,,0,3,704.079
4,7SE,5/31/2017,4,2,14,8,bogr,b,,,0,8,1877.544
4,7SE,5/31/2017,4,3,15,6,bogr,g,,,0,6,1408.158
4,7SE,5/31/2017,4,4,13,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,4,5,13,4,cadu,g,,,0,4,938.772
4,7SE,5/31/2017,4,6,6,3,cadu,g,,,0,3,704.079
4,7SE,5/31/2017,4,7,9,2,cadu,g,,,0,2,469.386
4,7SE,5/31/2017,4,8,13,6,elel,g,,,0,6,1408.158
4,7SE,5/31/2017,4,9,6,2,bogr,b,,,0,2,469.386
4,7SE,5/31/2017,4,10,10,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,4,11,10,4,bogr,b,,,0,4,938.772
4,7SE,5/31/2017,4,12,8,6,bogr,g,,,0,6,1408.158
4,7SE,5/31/2017,4,13,14,4,cadu,g,,,0,4,938.772
4,7SE,5/31/2017,4,14,12,6,liin,g,,,0,6,1408.158
4,7SE,5/31/2017,4,15,13,2,cadu,g,v,ug,0,2,469.386
4,7SE,5/31/2017,4,16,22,8,heco,g,e,ug,0,8,1877.544
4,7SE,5/31/2017,4,17,20,12,heco,g,e,ug,0,12,2816.316
4,7SE,5/31/2017,4,18,28,10,pasm,g,,,0,10,2346.93
4,7SE,5/31/2017,4,19,19,6,pasm,g,,,0,6,1408.158
4,7SE,5/31/2017,4,20,8,3,bogr,g,,,0,3,704.079
4,7SE,5/31/2017,4,21,6,4,bogr,g,,,0,4,938.772
4,7SE,5/31/2017,4,22,12,2,crmi,g,,,0,2,469.386
4,7SE,5/31/2017,4,23,16,8,cadu,g,,,0,8,1877.544
4,7SE,5/31/2017,4,24,18,10,heco,g,e,ug,0,10,2346.93
4,7SE,5/31/2017,4,25,13,5,cadu,g,,,0,5,1173.465
4,7SE_salt,5/31/2017,5,1,22,10,pasm,g,,,0,10,2346.93
4,7SE_salt,5/31/2017,5,2,25,12,pasm,g,,,0,12,2816.316
4,7SE_salt,5/31/2017,5,3,21,11,pasm,g,,,0,11,2581.623
4,7SE_salt,5/31/2017,5,4,20,11,cadu,b,e,ug,0,11,2581.623
4,7SE_salt,5/31/2017,5,5,23,12,pasm,b,v,ug,0,12,2816.316
4,7SE_salt,5/31/2017,5,6,14,6,pasm,g,,,0,6,1408.158
4,7SE_salt,5/31/2017,5,7,16,8,gusa,g,e,ug,1,,
4,7SE_salt,5/31/2017,5,8,20,10,pasm,g,,,0,10,2346.93
4,7SE_salt,5/31/2017,5,9,19,8,pasm,g,,,0,8,1877.544
4,7SE_salt,5/31/2017,5,10,22,12,pasm,g,,,0,12,2816.316
4,7SE_salt,5/31/2017,5,11,22,12,pasm,b,,,0,12,2816.316
4,7SE_salt,5/31/2017,5,12,32,12,heco,g,e,ug,0,12,2816.316
4,7SE_salt,5/31/2017,5,13,18,12,eref,b,e,ug,1,,
4,7SE_salt,5/31/2017,5,14,14,6,thfi,g,,,0,6,1408.158
4,7SE_salt,5/31/2017,5,15,15,4,oppo,b,e,ug,1,,
4,7SE_salt,5/31/2017,5,16,21,11,pasm,g,,,0,11,2581.623
4,7SE_salt,5/31/2017,5,17,14,6,pasm,g,,,0,6,1408.158
4,7SE_salt,5/31/2017,5,18,14,8,cadu,g,v,ug,0,8,1877.544
4,7SE_salt,5/31/2017,5,19,21,11,heco,g,,,0,11,2581.623
4,7SE_salt,5/31/2017,5,20,28,24,atca,g,e,ug,1,,
4,7SE_salt,5/31/2017,5,21,33,20,atca,g,e,ug,1,,
4,7SE_salt,5/31/2017,5,22,18,8,pasm,g,,,0,8,1877.544
4,7SE_salt,5/31/2017,5,23,30,16,pasm,g,,,0,16,3755.088
4,7SE_salt,5/31/2017,5,24,14,6,pasm,g,,,0,6,1408.158
4,7SE_salt,5/31/2017,5,25,32,24,atca,g,,,1,,
4,7SE_salt,5/31/2017,6,1,29,22,pasm,g,,,0,22,5163.246
4,7SE_salt,5/31/2017,6,2,15,4,cadu,g,,,0,4,938.772
4,7SE_salt,5/31/2017,6,3,24,12,pasm,b,,,0,12,2816.316
4,7SE_salt,5/31/2017,6,4,22,10,spai,b,,,0,10,2346.93
4,7SE_salt,5/31/2017,6,5,23,10,spai,b,,,0,10,2346.93
4,7SE_salt,5/31/2017,6,6,32,24,spai,b,,,0,24,5632.632
4,7SE_salt,5/31/2017,6,7,19,11,spai,b,,,0,11,2581.623
4,7SE_salt,5/31/2017,6,8,21,11,spai,b,,,0,11,2581.623
4,7SE_salt,5/31/2017,6,9,16,10,pasm,g,,,0,10,2346.93
4,7SE_salt,5/31/2017,6,10,14,6,bogr,g,,,0,6,1408.158
4,7SE_salt,5/31/2017,6,11,36,8,atca,g,,,1,,
4,7SE_salt,5/31/2017,6,12,13,6,cadu,g,,,0,6,1408.158
4,7SE_salt,5/31/2017,6,13,16,10,pasm,g,,,0,10,2346.93
4,7SE_salt,5/31/2017,6,14,20,11,pasm,b,,,0,11,2581.623
4,7SE_salt,5/31/2017,6,15,48,24,pasm,g,,,0,24,5632.632
4,7SE_salt,5/31/2017,6,16,28,18,pasm,g,,,0,18,4224.474
4,7SE_salt,5/31/2017,6,17,26,14,pasm,g,,,0,14,3285.702
4,7SE_salt,5/31/2017,6,18,22,12,pasm,g,,,0,12,2816.316
4,7SE_salt,5/31/2017,6,19,12,6,spai,g,,,0,6,1408.158
4,7SE_salt,5/31/2017,6,20,14,5,spai,g,,,0,5,1173.465
4,7SE_salt,5/31/2017,6,21,20,9,pasm,g,,,0,9,2112.237
4,7SE_salt,5/31/2017,6,22,24,10,pasm,g,,,0,10,2346.93
4,7SE_salt,5/31/2017,6,23,19,9,spai,b,v,ug,0,9,2112.237
4,7SE_salt,5/31/2017,6,24,20,7,pasm,g,,,0,7,1642.851
4,7SE_salt,5/31/2017,6,25,24,18,heco,g,v,ug,0,18,4224.474
4,18S,6/1/2017,1,1,5,1,bogr,g,,,0,1,234.693
4,18S,6/1/2017,1,2,4,3,oppo,g,,,1,,
4,18S,6/1/2017,1,3,12,9,bogr,g,,,0,9,2112.237
4,18S,6/1/2017,1,4,16,8,elel,g,,,0,8,1877.544
4,18S,6/1/2017,1,5,10,2,unk1,b,,,0,2,469.386
4,18S,6/1/2017,1,6,9,8,oppo,g,,,1,,
4,18S,6/1/2017,1,7,6,4,oppo,g,,,1,,
4,18S,6/1/2017,1,8,52,46,atca,b,,,1,,
4,18S,6/1/2017,1,9,6,4,elel,g,,,0,4,938.772
4,18S,6/1/2017,1,10,13,2,oppo,g,,,1,,
4,18S,6/1/2017,1,11,14,6,bogr,g,,,0,6,1408.158
4,18S,6/1/2017,1,12,4,2,bogr,g,,,0,2,469.386
4,18S,6/1/2017,1,13,36,4,bogr,b,,,0,4,938.772
4,18S,6/1/2017,1,14,32,14,atca,b,,,1,,
4,18S,6/1/2017,1,15,22,6,bogr,b,,,0,6,1408.158
4,18S,6/1/2017,1,16,0,0,dcr,,,,1,,
4,18S,6/1/2017,1,17,11,6,bogr,b,g,g,0,6,1408.158
4,18S,6/1/2017,1,18,15,6,heco,g,g,g,0,6,1408.158
4,18S,6/1/2017,1,19,8,0,bare,g,g,g,0,0,0
4,18S,6/1/2017,1,20,20,6,trdu,b,e,ug,0,6,1408.158
4,18S,6/1/2017,1,21,8,6,oppo,g,v,ug,1,,
4,18S,6/1/2017,1,22,14,10,oppo,b,g,g,1,,
4,18S,6/1/2017,1,23,16,2,spco,g,,,0,2,469.386
4,18S,6/1/2017,1,24,6,3,oppo,b,,,1,,
4,18S,6/1/2017,1,25,28,10,heco,b,g,g,0,10,2346.93
4,18S,6/1/2017,2,1,14,2,bogr,g,g,g,0,2,469.386
4,18S,6/1/2017,2,2,10,2,heco,g,g,g,0,2,469.386
4,18S,6/1/2017,2,3,8,2,heco,g,g,g,0,2,469.386
4,18S,6/1/2017,2,4,50,2,heco,g,g,g,0,2,469.386
4,18S,6/1/2017,2,5,6,0,bare,g,g,g,0,0,0
4,18S,6/1/2017,2,6,6,2,heco,g,g,g,0,2,469.386
4,18S,6/1/2017,2,7,20,0,bare,g,g,g,0,0,0
4,18S,6/1/2017,2,8,4,2,heco,g,g,g,0,2,469.386
4,18S,6/1/2017,2,9,8,3,heco,g,g,g,0,3,704.079
4,18S,6/1/2017,2,10,11,3,elel,b,,,0,3,704.079
4,18S,6/1/2017,2,11,6,0,bare,g,,,0,0,0
4,18S,6/1/2017,2,12,11,2,cadu,g,g,g,0,2,469.386
4,18S,6/1/2017,2,13,8,2,cadu,g,g,g,0,2,469.386
4,18S,6/1/2017,2,14,10,3,bogr,g,g,g,0,3,704.079
4,18S,6/1/2017,2,15,8,0,bare,g,,,0,0,0
4,18S,6/1/2017,2,16,7,0,bare,g,g,g,0,0,0
4,18S,6/1/2017,2,17,6,2,heco,g,g,g,0,2,469.386
4,18S,6/1/2017,2,18,11,2,heco,g,g,g,0,2,469.386
4,18S,6/1/2017,2,19,9,2,cadu,g,,,0,2,469.386
4,18S,6/1/2017,2,20,4,0,bare,b,e,ug,0,0,0
4,18S,6/1/2017,2,21,6,2,dcr,g,g,g,1,,
