Date,Pasture,Ecosite,Plot,Transect,Distance,High-E,Low-E,Spp-E,High-W,Low-W,Spp-W,Mean High,Mean Low,Screen 1,Screen 2 ,Low 1,Low 2 ,Mean Low Filtered
10/6/2014,10S,Upland,4,2,18,22,3,VUOC,19,3,THFI,20.5,3,1,0,,3,3
10/6/2014,10S,Upland,4,2,21,20,5,EREF,13,3,BOGR,16.5,4,1,0,,3,3
10/6/2014,10S,Upland,4,2,24,42,3,VUOC,26,5,VUOC,34,4,1,1,,, 
10/6/2014,10S,Upland,4,3,3,16,5,VUOC,23,2,BOGR,19.5,3.5,1,0,,2,2
10/6/2014,10S,Upland,4,3,6,13,6,THFI,19,2,BOGR,16,4,0,0,6,2,4
10/6/2014,10S,Upland,4,3,9,19,5,VUOC,25,3,BOGR,22,4,1,0,,3,3
10/6/2014,10S,Upland,4,3,12,41,33,ATCA,37,8,ATCA,39,20.5,1,1,,,
10/6/2014,10S,Upland,4,3,15,29,2,VUOC,26,3,BOGR,27.5,2.5,1,0,,3,3
10/6/2014,10S,Upland,4,3,18,31,4,BOGR,22,5,BOGR,26.5,4.5,0,0,4,5,4.5
10/6/2014,10S,Upland,4,3,21,6,3,VUOC,23,4,BOGR,14.5,3.5,1,0,,4,4
10/6/2014,10S,Upland,4,3,24,12,4,VUOC,21,3,CRMI,16.5,3.5,1,0,,3,3
10/6/2014,10S,Upland,4,4,3,8,4,VUOC,5,3,CRMI,6.5,3.5,1,0,,3,3
10/6/2014,10S,Upland,4,4,6,52,18,PASM,4,2,BOGR,28,10,0,0,18,2,10
10/6/2014,10S,Upland,4,4,9,50,16,PASM,56,49,PASM,53,32.5,0,0,16,49,32.5
10/6/2014,10S,Upland,4,4,12,44,6,BOGR,16,9,CRMI,30,7.5,0,0,6,9,7.5
10/6/2014,10S,Upland,4,4,15,10,6,VUOC,32,11,SPCO,21,8.5,1,0,,11,11
10/6/2014,10S,Upland,4,4,18,6,4,VUOC,4,3,VUOC,5,3.5,1,1,,, 
10/6/2014,10S,Upland,4,4,21,12,5,VUOC,10,8,VUOC,11,6.5,1,1,,, 
10/6/2014,10S,Upland,4,4,24,52,38,PASM,42,9,BOGR,47,23.5,0,0,38,9,23.5
10/6/2014,15E,Upland,1,1,3,20,2,BOGR,9,3,PLPA,14.5,2.5,0,0,2,3,2.5
10/6/2014,15E,Upland,1,1,6,12,2,VUOC,23,7,VUOC,17.5,4.5,1,1,,, 
10/6/2014,15E,Upland,1,1,9,29,1,BOGR,21,5,VUOC,25,3,0,1,1,,1
10/6/2014,15E,Upland,1,1,12,11,2,VUOC,28,3,VUOC,19.5,2.5,1,1,,, 
10/6/2014,15E,Upland,1,1,15,14,3,BOGR,20,5,OPPO,17,4,0,1,3,,3
10/6/2014,15E,Upland,1,1,18,7,2,VUOC,9,3,VUOC,8,2.5,1,1,,, 
10/6/2014,15E,Upland,1,1,21,9,2,VUOC,11,4,VUOC,10,3,1,1,,, 
10/6/2014,15E,Upland,1,1,24,9,4,BOGR,25,6,VUOC,17,5,0,1,4,,4
10/6/2014,15E,Upland,1,2,3,24,4,BOGR,25,3,BOGR,24.5,3.5,0,0,4,3,3.5
10/6/2014,15E,Upland,1,2,6,41,4,VUOC,29,6,VUOC,35,5,1,1,,, 
10/6/2014,15E,Upland,1,2,9,11,1,BOGR,32,4,ARFR,21.5,2.5,0,1,1,,1
10/6/2014,15E,Upland,1,2,12,9,2,BOGR,22,2,VUOC,15.5,2,0,1,2,,2
10/6/2014,15E,Upland,1,2,15,28,1,CRMI,24,1,BOGR,26,1,0,0,1,1,1
10/6/2014,15E,Upland,1,2,18,20,2,PASM,26,2,VUOC,23,2,0,1,2,,2
10/6/2014,15E,Upland,1,2,21,36,2,PASM,33,2,PASM,34.5,2,0,0,2,2,2
10/6/2014,15E,Upland,1,2,24,29,4,PASM,23,3,PASM,26,3.5,0,0,4,3,3.5
10/6/2014,15E,Upland,1,3,3,65,1,BOGR,48,2,BOGR,56.5,1.5,0,0,1,2,1.5
10/6/2014,15E,Upland,1,3,6,17,4,BOGR,13,3,VUOC,15,3.5,0,1,4,,4
10/6/2014,15E,Upland,1,3,9,22,4,BOGR,19,3,BOGR,20.5,3.5,0,0,4,3,3.5
10/6/2014,15E,Upland,1,3,12,24,2,BOGR,18,10,EREF,21,6,0,1,2,,2
10/6/2014,15E,Upland,1,3,15,32,8,BOGR,37,7,BOGR,34.5,7.5,0,0,8,7,7.5
10/6/2014,15E,Upland,1,3,18,16,4,BOGR,11,5,CRMI,13.5,4.5,0,0,4,5,4.5
10/6/2014,15E,Upland,1,3,21,21,2,CRMI,28,7,BOGR,24.5,4.5,0,0,2,7,4.5
10/6/2014,15E,Upland,1,3,24,37,3,BOGR,14,4,BOGR,25.5,3.5,0,0,3,4,3.5
10/6/2014,15E,Upland,1,4,3,16,2,BOGR,16,2,BOGR,16,2,0,0,2,2,2
10/6/2014,15E,Upland,1,4,6,16,1,BOGR,21,5,ARFR,18.5,3,0,1,1,,1
10/6/2014,15E,Upland,1,4,9,19,2,BOGR,14,1,VUOC,16.5,1.5,0,1,2,,2
10/6/2014,15E,Upland,1,4,12,12,2,VUOC,14,1,BOGR,13,1.5,1,0,,1,1
10/6/2014,15E,Upland,1,4,15,12,2,BOGR,6,2,VUOC,9,2,0,1,2,,2
10/6/2014,15E,Upland,1,4,18,32,5,SPCO,14,2,BOGR,23,3.5,0,0,5,2,3.5
10/6/2014,15E,Upland,1,4,21,36,1,BOGR,22,4,VUOC,29,2.5,0,1,1,,1
10/6/2014,15E,Upland,1,4,24,22,3,BOGR,11,4,BOGR,16.5,3.5,0,0,3,4,3.5
10/6/2014,15E,Upland,2,1,3,31,6,BOGR,24,9,VUOC,27.5,7.5,0,1,6,,6
10/6/2014,15E,Upland,2,1,6,26,6,CRMI,21,12,VUOC,23.5,9,0,1,6,,6
10/6/2014,15E,Upland,2,1,9,19,6,BOGR,29,3,CRMI,24,4.5,0,0,6,3,4.5
10/6/2014,15E,Upland,2,1,12,19,2,BOGR,12,5,CRMI,15.5,3.5,0,0,2,5,3.5
10/6/2014,15E,Upland,2,1,15,13,9,CRMI,12,4,BOGR,12.5,6.5,0,0,9,4,6.5
10/6/2014,15E,Upland,2,1,18,28,6,BOGR,2,1,BOGR,15,3.5,0,0,6,1,3.5
10/6/2014,15E,Upland,2,1,21,14,10,BOGR,43,12,PASM,28.5,11,0,0,10,12,11
10/6/2014,15E,Upland,2,1,24,16,6,CRMI,16,5,SPCO,16,5.5,0,0,6,5,5.5
10/6/2014,15E,Upland,2,2,3,24,2,BOGR,4,3,BOGR,14,2.5,0,0,2,3,2.5
10/6/2014,15E,Upland,2,2,6,13,1,BOGR,13,3,BOGR,13,2,0,0,1,3,2
10/6/2014,15E,Upland,2,2,9,8,3,VUOC,15,5,BOGR,11.5,4,1,0,,5,5
10/6/2014,15E,Upland,2,2,12,12,7,VUOC,17,6,OPPO,14.5,6.5,1,1,,, 
10/6/2014,15E,Upland,2,2,15,17,5,BOGR,9,3,VUOC,13,4,0,1,5,,5
10/6/2014,15E,Upland,2,2,18,13,4,BOGR,23,3,VUOC,18,3.5,0,1,4,,4
10/6/2014,15E,Upland,2,2,21,18,2,BOGR,21,4,VUOC,19.5,3,0,1,2,,2
10/6/2014,15E,Upland,2,2,24,16,1,VUOC,17,1,BOGR,16.5,1,1,0,,1,1
10/6/2014,15E,Upland,2,3,3,12,2,VUOC,28,5,BOGR,20,3.5,1,0,,5,5
10/6/2014,15E,Upland,2,3,6,16,3,VUOC,15,3,VUOC,15.5,3,1,1,,, 
10/6/2014,15E,Upland,2,3,9,26,7,VUOC,21,4,OPPO,23.5,5.5,1,1,,, 
10/6/2014,15E,Upland,2,3,12,12,4,VUOC,11,2,VUOC,11.5,3,1,1,,, 
10/6/2014,15E,Upland,2,3,15,24,3,VUOC,19,2,BOGR,21.5,2.5,1,0,,2,2
10/6/2014,15E,Upland,2,3,18,26,2,BOGR,12,3,CRMI,19,2.5,0,0,2,3,2.5
10/6/2014,15E,Upland,2,3,21,9,1,BOGR,22,2,BOGR,15.5,1.5,0,0,1,2,1.5
10/6/2014,15E,Upland,2,3,24,21,2,VUOC,19,3,BOGR,20,2.5,1,0,,3,3
10/6/2014,15E,Upland,2,4,3,10,4,VUOC,21,4,BOGR,15.5,4,1,0,,4,4
10/6/2014,15E,Upland,2,4,6,23,4,BOGR,21,2,BOGR,22,3,0,0,4,2,3
10/6/2014,15E,Upland,2,4,9,19,1,CRMI,19,3,CRMI,19,2,0,0,1,3,2
10/6/2014,15E,Upland,2,4,12,34,9,PASM,18,2,BOGR,26,5.5,0,0,9,2,5.5
10/6/2014,15E,Upland,2,4,15,20,3,BOGR,21,3,BOGR,20.5,3,0,0,3,3,3
10/6/2014,15E,Upland,2,4,18,20,10,VUOC,18,10,VUOC,19,10,1,1,,, 
10/6/2014,15E,Upland,2,4,21,12,4,BOGR,10,4,BOGR,11,4,0,0,4,4,4
10/6/2014,15E,Upland,2,4,24,14,10,VUOC,18,4,BOGR,16,7,1,0,,4,4
10/6/2014,15E,Upland,3,1,3,6,5,BOGR,5,4,VUOC,5.5,4.5,0,1,5,,5
10/6/2014,15E,Upland,3,1,6,20,3,BOGR,4,3,VUOC,12,3,0,1,3,,3
10/6/2014,15E,Upland,3,1,9,16,4,BOGR,9,4,VUOC,12.5,4,0,1,4,,4
10/6/2014,15E,Upland,3,1,12,8,6,OPPO,6,4,BOGR,7,5,1,0,,4,4
10/6/2014,15E,Upland,3,1,15,9,4,VUOC,20,6,OPPO,14.5,5,1,1,,, 
10/6/2014,15E,Upland,3,1,18,3,2,BOGR,22,2,BOGR,12.5,2,0,0,2,2,2
10/6/2014,15E,Upland,3,1,21,3,2,BOGR,20,9,VUOC,11.5,5.5,0,1,2,,2
10/6/2014,15E,Upland,3,1,24,10,4,BOGR,6,4,BOGR,8,4,0,0,4,4,4
10/6/2014,15E,Upland,3,2,3,28,5,CRMI,22,1,BOGR,25,3,0,0,5,1,3
10/6/2014,15E,Upland,3,2,6,18,3,CRMI,27,3,BOGR,22.5,3,0,0,3,3,3
10/6/2014,15E,Upland,3,2,9,19,5,OPPO,26,5,BOGR,22.5,5,1,0,,5,5
10/6/2014,15E,Upland,3,2,12,20,3,BOGR,32,8,BOGR,26,5.5,0,0,3,8,5.5
10/6/2014,15E,Upland,3,2,15,13,3,CRMI,16,2,BOGR,14.5,2.5,0,0,3,2,2.5
10/6/2014,15E,Upland,3,2,18,9,2,BOGR,21,1,BOGR,15,1.5,0,0,2,1,1.5
10/6/2014,15E,Upland,3,2,21,23,3,VUOC,21,2,CRMI,22,2.5,1,0,,2,2
10/6/2014,15E,Upland,3,2,24,11,2,VUOC,11,3,CRMI,11,2.5,1,0,,3,3
10/6/2014,15E,Upland,3,3,3,29,7,BOGR,21,1,BOGR,25,4,0,0,7,1,4
10/6/2014,15E,Upland,3,3,6,22,3,CRMI,21,5,CRMI,21.5,4,0,0,3,5,4
10/6/2014,15E,Upland,3,3,9,11,2,CRMI,23,1,BOGR,17,1.5,0,0,2,1,1.5
10/6/2014,15E,Upland,3,3,12,10,1,VUOC,19,3,OPPO,14.5,2,1,1,,, 
10/6/2014,15E,Upland,3,3,15,32,7,VUOC,20,5,BOGR,26,6,1,0,,5,5
10/6/2014,15E,Upland,3,3,18,22,2,BOGR,21,3,BOGR,21.5,2.5,0,0,2,3,2.5
10/6/2014,15E,Upland,3,3,21,18,3,BOGR,11,2,CRMI,14.5,2.5,0,0,3,2,2.5
10/6/2014,15E,Upland,3,3,24,12,3,BOGR,9,3,BOGR,10.5,3,0,0,3,3,3
10/6/2014,15E,Upland,3,4,3,28,4,BOGR,2,1,BOGR,15,2.5,0,0,4,1,2.5
10/6/2014,15E,Upland,3,4,6,26,4,BOGR,19,8,VUOC,22.5,6,0,1,4,,4
10/6/2014,15E,Upland,3,4,9,22,4,BOGR,22,13,ARLO,22,8.5,0,0,4,13,8.5
10/6/2014,15E,Upland,3,4,12,29,6,ARLO,12,2,BOGR,20.5,4,0,0,6,2,4
10/6/2014,15E,Upland,3,4,15,16,4,BOGR,21,10,VUOC,18.5,7,0,1,4,,4
10/6/2014,15E,Upland,3,4,18,10,2,BOGR,20,4,BOGR,15,3,0,0,2,4,3
10/6/2014,15E,Upland,3,4,21,22,4,ARLO,18,4,BOGR,20,4,0,0,4,4,4
10/6/2014,15E,Upland,3,4,24,6,4,BOGR,22,6,GUSA,14,5,0,1,4,,4
10/6/2014,15E,Upland,4,1,3,24,3,ARLO,26,3,BOGR,25,3,0,0,3,3,3
10/6/2014,15E,Upland,4,1,6,22,6,OPPO,42,3,VUOC,32,4.5,1,1,,, 
10/6/2014,15E,Upland,4,1,9,16,1,BOGR,28,3,BOGR,22,2,0,0,1,3,2
10/6/2014,15E,Upland,4,1,12,11,0,LIT,22,4,CRMI,16.5,2,0,0,0,4,2
10/6/2014,15E,Upland,4,1,15,12,2,BOGR,20,4,CRMI,16,3,0,0,2,4,3
10/6/2014,15E,Upland,4,1,18,31,2,BOGR,16,4,CRMI,23.5,3,0,0,2,4,3
10/6/2014,15E,Upland,4,1,21,22,2,BOGR,26,6,VUOC,24,4,0,1,2,,2
10/6/2014,15E,Upland,4,1,24,16,2,VUOC,14,3,VUOC,15,2.5,1,1,,, 
10/6/2014,15E,Upland,4,2,3,11,1,BOGR,27,5,BOGR,19,3,0,0,1,5,3
10/6/2014,15E,Upland,4,2,6,19,3,VUOC,30,3,VUOC,24.5,3,1,1,,, 
10/6/2014,15E,Upland,4,2,9,4,2,VUOC,21,2,BOGR,12.5,2,1,0,,2,2
10/6/2014,15E,Upland,4,2,12,11,2,BOGR,12,2,VUOC,11.5,2,0,1,2,,2
10/6/2014,15E,Upland,4,2,15,26,3,BOGR,24,6,CRMI,25,4.5,0,0,3,6,4.5
10/6/2014,15E,Upland,4,2,18,22,2,BOGR,10,3,EREF,16,2.5,0,1,2,,2
10/6/2014,15E,Upland,4,2,21,9,1,BOGR,7,3,CRMI,8,2,0,0,1,3,2
10/6/2014,15E,Upland,4,2,24,11,3,BOGR,18,2,BOGR,14.5,2.5,0,0,3,2,2.5
10/6/2014,15E,Upland,4,3,3,6,1,BOGR,23,3,BOGR,14.5,2,0,0,1,3,2
10/6/2014,15E,Upland,4,3,6,22,2,CRMI,22,4,OPPO,22,3,0,1,2,,2
10/6/2014,15E,Upland,4,3,9,26,3,CRMI,29,3,CRMI,27.5,3,0,0,3,3,3
10/6/2014,15E,Upland,4,3,12,11,2,BOGR,8,1,BOGR,9.5,1.5,0,0,2,1,1.5
10/6/2014,15E,Upland,4,3,15,22,2,BOGR,19,1,BOGR,20.5,1.5,0,0,2,1,1.5
10/6/2014,15E,Upland,4,3,18,17,2,OPPO,16,0,BARE,16.5,1,1,0,,0,0
10/6/2014,15E,Upland,4,3,21,21,1,CRMI,28,3,BOGR,24.5,2,0,0,1,3,2
10/6/2014,15E,Upland,4,3,24,21,3,BOGR,18,9,CRMI,19.5,6,0,0,3,9,6
10/6/2014,15E,Upland,4,4,3,20,2,BOGR,19,4,BOGR,19.5,3,0,0,2,4,3
10/6/2014,15E,Upland,4,4,6,27,4,BOGR,39,3,BOGR,33,3.5,0,0,4,3,3.5
10/6/2014,15E,Upland,4,4,9,63,6,PASM,29,5,BOGR,46,5.5,0,0,6,5,5.5
10/6/2014,15E,Upland,4,4,12,41,0,LIT,5,1,BOGR,23,0.5,0,0,0,1,0.5
10/6/2014,15E,Upland,4,4,15,37,2,BOGR,36,3,BOGR,36.5,2.5,0,0,2,3,2.5
10/6/2014,15E,Upland,4,4,18,31,3,BOGR,30,6,BOGR,30.5,4.5,0,0,3,6,4.5
10/6/2014,15E,Upland,4,4,21,21,3,BOGR,51,7,PASM,36,5,0,0,3,7,5
10/6/2014,15E,Upland,4,4,24,10,3,VUOC,15,3,VUOC,12.5,3,1,1,,, 
10/8/2014,7NW,Upland,1,1,3,40,4,STCO,27,2,VUOC,33.5,3,0,1,4,,4
10/8/2014,7NW,Upland,1,1,6,15,5,GUSA,28,4,VUOC,21.5,4.5,1,1,,, 
10/8/2014,7NW,Upland,1,1,9,29,5,BOGR,29,5,STCO,29,5,0,0,5,5,5
10/8/2014,7NW,Upland,1,1,12,76,8,STCO,41,8,STCO,58.5,8,0,0,8,8,8
10/8/2014,7NW,Upland,1,1,15,46,5,STCO,72,9,STCO,59,7,0,0,5,9,7
10/8/2014,7NW,Upland,1,1,18,44,2,BOGR,41,3,BOGR,42.5,2.5,0,0,2,3,2.5
10/8/2014,7NW,Upland,1,1,21,24,2,BOGR,42,2,BOGR,33,2,0,0,2,2,2
10/8/2014,7NW,Upland,1,1,24,18,2,EREF,12,2,BOGR,15,2,1,0,,2,2
10/8/2014,7NW,Upland,1,2,3,17,2,BOGR,12,1,BOGR,14.5,1.5,0,0,2,1,1.5
10/8/2014,7NW,Upland,1,2,6,15,3,BOGR,18,3,BOGR,16.5,3,0,0,3,3,3
10/8/2014,7NW,Upland,1,2,9,13,1,BOGR,16,3,EREF,14.5,2,0,1,1,,1
10/8/2014,7NW,Upland,1,2,12,23,3,BOGR,25,2,BOGR,24,2.5,0,0,3,2,2.5
10/8/2014,7NW,Upland,1,2,15,56,5,STCO,36,5,STCO,46,5,0,0,5,5,5
10/8/2014,7NW,Upland,1,2,18,14,5,BOGR,10,2,BOGR,12,3.5,0,0,5,2,3.5
10/8/2014,7NW,Upland,1,2,21,16,4,BOGR,13,3,EREF,14.5,3.5,0,1,4,,4
10/8/2014,7NW,Upland,1,2,24,34,2,BOGR,48,2,BOGR,41,2,0,0,2,2,2
10/8/2014,7NW,Upland,1,3,3,36,3,EREF,19,5,VUOC,27.5,4,1,1,,, 
10/8/2014,7NW,Upland,1,3,6,44,3,STCO,31,3,STCO,37.5,3,0,0,3,3,3
10/8/2014,7NW,Upland,1,3,9,18,2,BOGR,24,6,VUOC,21,4,0,1,2,,2
10/8/2014,7NW,Upland,1,3,12,18,3,VUOC,21,3,BOGR,19.5,3,1,0,,3,3
10/8/2014,7NW,Upland,1,3,15,14,3,BOGR,24,4,VUOC,19,3.5,0,1,3,,3
10/8/2014,7NW,Upland,1,3,18,44,5,BOGR,42,4,BOGR,43,4.5,0,0,5,4,4.5
10/8/2014,7NW,Upland,1,3,21,32,3,BOGR,51,8,BOGR,41.5,5.5,0,0,3,8,5.5
10/8/2014,7NW,Upland,1,3,24,39,5,VUOC,34,8,EREF,36.5,6.5,1,1,,, 
10/8/2014,7NW,Upland,1,4,3,20,3,BOGR,20,4,BOGR,20,3.5,0,0,3,4,3.5
10/8/2014,7NW,Upland,1,4,6,20,4,BOGR,18,2,BOGR,19,3,0,0,4,2,3
10/8/2014,7NW,Upland,1,4,9,20,4,BOGR,16,3,BOGR,18,3.5,0,0,4,3,3.5
10/8/2014,7NW,Upland,1,4,12,10,1,BOGR,14,3,BOGR,12,2,0,0,1,3,2
10/8/2014,7NW,Upland,1,4,15,20,3,BOGR,25,2,BOGR,22.5,2.5,0,0,3,2,2.5
10/8/2014,7NW,Upland,1,4,18,56,4,PASM,24,4,BOGR,40,4,0,0,4,4,4
10/8/2014,7NW,Upland,1,4,21,15,3,CRMI,23,1,CRMI,19,2,0,0,3,1,2
10/8/2014,7NW,Upland,1,4,24,26,3,PASM,43,2,PASM,34.5,2.5,0,0,3,2,2.5
10/8/2014,7NW,Upland,2,1,3,31,3,BOGR,19,2,STCO,25,2.5,0,0,3,2,2.5
10/8/2014,7NW,Upland,2,1,6,24,1,BOGR,10,1,EREF,17,1,0,1,1,,1
10/8/2014,7NW,Upland,2,1,9,22,2,BOGR,14,3,BOGR,18,2.5,0,0,2,3,2.5
10/8/2014,7NW,Upland,2,1,12,21,1,BOGR,13,1,BOGR,17,1,0,0,1,1,1
10/8/2014,7NW,Upland,2,1,15,19,1,BOGR,15,2,BOGR,17,1.5,0,0,1,2,1.5
10/8/2014,7NW,Upland,2,1,18,11,2,BOGR,16,3,BOGR,13.5,2.5,0,0,2,3,2.5
10/8/2014,7NW,Upland,2,1,21,20,1,BOGR,13,1,BOGR,16.5,1,0,0,1,1,1
10/8/2014,7NW,Upland,2,1,24,22,1,BOGR,17,2,BOGR,19.5,1.5,0,0,1,2,1.5
10/8/2014,7NW,Upland,2,2,3,48,3,OPPO,25,2,BOGR,36.5,2.5,1,0,,2,2
10/8/2014,7NW,Upland,2,2,6,20,3,BOGR,4,1,BOGR,12,2,0,0,3,1,2
10/8/2014,7NW,Upland,2,2,9,60,8,BOGR,18,3,STCO,39,5.5,0,0,8,3,5.5
10/8/2014,7NW,Upland,2,2,12,31,4,BOGR,60,4,BOGR,45.5,4,0,0,4,4,4
10/8/2014,7NW,Upland,2,2,15,15,1,BOGR,7,2,BOGR,11,1.5,0,0,1,2,1.5
10/8/2014,7NW,Upland,2,2,18,4,1,BOGR,18,3,BOGR,11,2,0,0,1,3,2
10/8/2014,7NW,Upland,2,2,21,26,3,BOGR,42,1,BOGR,34,2,0,0,3,1,2
10/8/2014,7NW,Upland,2,2,24,8,1,BOGR,20,2,BOGR,14,1.5,0,0,1,2,1.5
10/8/2014,7NW,Upland,2,3,3,10,1,BOGR,13,1,BOGR,11.5,1,0,0,1,1,1
10/8/2014,7NW,Upland,2,3,6,4,2,BOGR,9,1,BOGR,6.5,1.5,0,0,2,1,1.5
10/8/2014,7NW,Upland,2,3,9,18,3,BOGR,24,2,BOGR,21,2.5,0,0,3,2,2.5
10/8/2014,7NW,Upland,2,3,12,11,3,BOGR,22,1,BOGR,16.5,2,0,0,3,1,2
10/8/2014,7NW,Upland,2,3,15,11,2,BOGR,9,2,BOGR,10,2,0,0,2,2,2
10/8/2014,7NW,Upland,2,3,18,16,2,BOGR,8,2,BOGR,12,2,0,0,2,2,2
10/8/2014,7NW,Upland,2,3,21,22,1,CRMI,19,3,STCO,20.5,2,0,0,1,3,2
10/8/2014,7NW,Upland,2,3,24,21,2,BOGR,16,1,BOGR,18.5,1.5,0,0,2,1,1.5
10/8/2014,7NW,Upland,2,4,3,29,8,STCO,36,9,STCO,32.5,8.5,0,0,8,9,8.5
10/8/2014,7NW,Upland,2,4,6,21,2,STCO,41,6,STCO,31,4,0,0,2,6,4
10/8/2014,7NW,Upland,2,4,9,25,3,STCO,46,8,STCO,35.5,5.5,0,0,3,8,5.5
10/8/2014,7NW,Upland,2,4,12,47,7,STCO,44,2,STCO,45.5,4.5,0,0,7,2,4.5
10/8/2014,7NW,Upland,2,4,15,13,4,BOGR,23,4,BOGR,18,4,0,0,4,4,4
10/8/2014,7NW,Upland,2,4,18,24,5,VUOC,22,2,BOGR,23,3.5,1,0,,2,2
10/8/2014,7NW,Upland,2,4,21,25,3,VUOC,10,3,BOGR,17.5,3,1,0,,3,3
10/8/2014,7NW,Upland,2,4,24,29,6,STCO,29,3,STCO,29,4.5,0,0,6,3,4.5
10/8/2014,7NW,Upland,3,1,3,18,1,BOGR,3,1,BOGR,10.5,1,0,0,1,1,1
10/8/2014,7NW,Upland,3,1,6,15,1,BOGR,15,1,BOGR,15,1,0,0,1,1,1
10/8/2014,7NW,Upland,3,1,9,5,2,BOGR,13,2,BOGR,9,2,0,0,2,2,2
10/8/2014,7NW,Upland,3,1,12,17,2,CRMI,12,3,CRMI,14.5,2.5,0,0,2,3,2.5
10/8/2014,7NW,Upland,3,1,15,23,2,CIUN,11,1,BOGR,17,1.5,0,0,2,1,1.5
10/8/2014,7NW,Upland,3,1,18,16,2,CRMI,19,3,BOGR,17.5,2.5,0,0,2,3,2.5
10/8/2014,7NW,Upland,3,1,21,19,1,BOGR,18,1,CRMI,18.5,1,0,0,1,1,1
10/8/2014,7NW,Upland,3,1,24,22,2,BOGR,16,1,BOGR,19,1.5,0,0,2,1,1.5
10/8/2014,7NW,Upland,3,2,3,19,4,BOGR,12,3,PASM,15.5,3.5,0,0,4,3,3.5
10/8/2014,7NW,Upland,3,2,6,41,2,BOGR,18,5,BOGR,29.5,3.5,0,0,2,5,3.5
10/8/2014,7NW,Upland,3,2,9,28,1,BOGR,27,3,BOGR,27.5,2,0,0,1,3,2
10/8/2014,7NW,Upland,3,2,12,43,3,PASM,31,4,BOGR,37,3.5,0,0,3,4,3.5
10/8/2014,7NW,Upland,3,2,15,34,8,PASM,31,3,BOGR,32.5,5.5,0,0,8,3,5.5
10/8/2014,7NW,Upland,3,2,18,20,4,PASM,24,2,BOGR,22,3,0,0,4,2,3
10/8/2014,7NW,Upland,3,2,21,30,5,BOGR,15,2,BOGR,22.5,3.5,0,0,5,2,3.5
10/8/2014,7NW,Upland,3,2,24,52,2,PASM,25,2,BOGR,38.5,2,0,0,2,2,2
10/8/2014,7NW,Upland,3,3,3,18,2,BOGR,40,5,BOGR,29,3.5,0,0,2,5,3.5
10/8/2014,7NW,Upland,3,3,6,14,2,BOGR,25,4,EREF,19.5,3,0,1,2,,2
10/8/2014,7NW,Upland,3,3,9,21,5,OPPO,56,2,BOGR,38.5,3.5,1,0,,2,2
10/8/2014,7NW,Upland,3,3,12,56,2,PASM,55,4,OPPO,55.5,3,0,1,2,,2
10/8/2014,7NW,Upland,3,3,15,54,1,PASM,54,1,BOGR,54,1,0,0,1,1,1
10/8/2014,7NW,Upland,3,3,18,34,2,PASM,31,3,BOGR,32.5,2.5,0,0,2,3,2.5
10/8/2014,7NW,Upland,3,3,21,29,3,OPPO,21,3,BOGR,25,3,1,0,,3,3
10/8/2014,7NW,Upland,3,3,24,22,1,BOGR,22,3,BOGR,22,2,0,0,1,3,2
10/8/2014,7NW,Upland,3,4,3,11,2,BOGR,14,3,BOGR,12.5,2.5,0,0,2,3,2.5
10/8/2014,7NW,Upland,3,4,6,16,1,BOGR,16,2,BOGR,16,1.5,0,0,1,2,1.5
10/8/2014,7NW,Upland,3,4,9,34,2,BOGR,11,2,BOGR,22.5,2,0,0,2,2,2
10/8/2014,7NW,Upland,3,4,12,24,3,BOGR,29,1,BOGR,26.5,2,0,0,3,1,2
10/8/2014,7NW,Upland,3,4,15,3,1,BOGR,15,3,CRMI,9,2,0,0,1,3,2
10/8/2014,7NW,Upland,3,4,18,13,2,BOGR,14,2,CRMI,13.5,2,0,0,2,2,2
10/8/2014,7NW,Upland,3,4,21,26,1,BOGR,19,1,BOGR,22.5,1,0,0,1,1,1
10/8/2014,7NW,Upland,3,4,24,14,1,BOGR,24,3,BOGR,19,2,0,0,1,3,2
10/7/2014,7NW,Upland,4,1,3,30,2,VUOC,18,1,BOGR,24,1.5,1,0,,1,1
10/7/2014,7NW,Upland,4,1,6,40,5,BOGR,28,2,VUOC,34,3.5,0,1,5,,5
10/7/2014,7NW,Upland,4,1,9,34,2,BOGR,26,4,STCO,30,3,0,0,2,4,3
10/7/2014,7NW,Upland,4,1,12,26,4,BOGR,10,2,BOGR,18,3,0,0,4,2,3
10/7/2014,7NW,Upland,4,1,15,38,7,STCO,16,3,VUOC,27,5,0,1,7,,7
10/7/2014,7NW,Upland,4,1,18,24,5,BOGR,21,3,VUOC,22.5,4,0,1,5,,5
10/7/2014,7NW,Upland,4,1,21,4,2,BOGR,6,3,BOGR,5,2.5,0,0,2,3,2.5
10/7/2014,7NW,Upland,4,1,24,21,4,BOGR,24,3,BOGR,22.5,3.5,0,0,4,3,3.5
10/7/2014,7NW,Upland,4,2,3,19,2,BOGR,13,4,EREF,16,3,0,1,2,,2
10/7/2014,7NW,Upland,4,2,6,3,1,BOGR,4,1,BOGR,3.5,1,0,0,1,1,1
10/7/2014,7NW,Upland,4,2,9,28,3,BOGR,29,5,BOGR,28.5,4,0,0,3,5,4
10/7/2014,7NW,Upland,4,2,12,34,3,STCO,52,6,STCO,43,4.5,0,0,3,6,4.5
10/7/2014,7NW,Upland,4,2,15,48,5,STCO,34,8,EREF,41,6.5,0,1,5,,5
