Date,Pasture,Plot,Transect , Distance,East-High,East-High-Spp,East-Low,East-Low-Spp,West-High,West-High-Sp,West-Low,West-Low-Spp
10/6/2022,26E,3,4,3,14,BOGR,1,BOGR,34,BOGR,2,BOGR
10/6/2022,26E,3,4,6,16,BOGR,1,BOGR,25,BOGR,1,BOGR
10/6/2022,26E,3,4,9,6,CADU,0,CADU,14,BOGR,2,BOGR
10/6/2022,26E,3,4,12,3,CADU,0,CADU,8,PASM,1,BOGR
10/6/2022,26E,3,4,15,10,BOGR,2,BOGR,16,VUOC,2,BOGR
10/6/2022,26E,3,4,18,20,BOGR,2,BOGR,18,BOGR,2,BOGR
10/6/2022,26E,3,4,21,31,BOGR,1,BOGR,10,ELEL,3,ELEL
10/6/2022,26E,3,4,24,8,BOGR,2,BOGR,13,BOGR,0,BOGR
10/6/2022,26E,4,1,3,20,BOGR,1,BOGR,9,BOGR,2,BOGR
10/6/2022,26E,4,1,6,2,BOGR,1,BOGR,3,BOGR,2,BOGR
10/6/2022,26E,4,1,9,4,BOGR,1,BOGR,0,BARE,0,BARE
10/6/2022,26E,4,1,12,7,BOGR,2,BOGR,4,BOGR,1,BOGR
10/6/2022,26E,4,1,15,8,BOGR,0,BOGR,7,BOGR,2,BOGR
10/6/2022,26E,4,1,18,18,BOGR,2,BOGR,21,BOGR,3,BOGR
10/6/2022,26E,4,1,21,5,BOGR,2,BOGR,17,BOGR,2,BOGR
10/6/2022,26E,4,1,24,13,BOGR,2,BOGR,3,BOGR,1,BOGR
10/6/2022,26E,4,2,3,4,CADU,0,CADU,13,VUOC,2,BOGR
10/6/2022,26E,4,2,6,7,BOGR,1,BOGR,6,BOGR,1,BOGR
10/6/2022,26E,4,2,9,17,BOGR,2,BOGR,33,BOGR,3,OPPO
10/6/2022,26E,4,2,12,45,BOGR,2,BOGR,25,BOGR,1,BOGR
10/6/2022,26E,4,2,15,23,BOGR,1,BOGR,39,BOGR,2,BOGR
10/6/2022,26E,4,2,18,2,BOGR,0,BOGR,16,BOGR,1,BOGR
10/6/2022,26E,4,2,21,3,CADU,1,BOGR,29,BOGR,0,BOGR
10/6/2022,26E,4,2,24,3,BOGR,1,BOGR,24,BOGR,1,BOGR
10/6/2022,26E,4,3,3,30,BOGR,3,BOGR,16,VUOC,2,CAFI
10/6/2022,26E,4,3,6,23,BOGR,4,BOGR,25,VUOC,2,VUOC
10/6/2022,26E,4,3,9,32,BOGR,2,BOGR,17,BOGR,0,BOGR
10/6/2022,26E,4,3,12,27,BOGR,2,BOGR,34,BOGR,2,BOGR
10/6/2022,26E,4,3,15,11,BOGR,1,BOGR,11,BOGR,0,BARE
10/6/2022,26E,4,3,18,15,BOGR,2,BOGR,11,VUOC,1,BOGR
10/6/2022,26E,4,3,21,0,BARE,0,BARE,28,BOGR,0,BOGR
10/6/2022,26E,4,3,24,8,BOGR,1,BOGR,6,OPPO,3,OPPO
10/6/2022,26E,4,4,3,27,BOGR,1,BOGR,10,VUOC,0,BOGR
10/6/2022,26E,4,4,6,27,BOGR,2,EREF,19,BOGR,2,BOGR
10/6/2022,26E,4,4,9,15,BOGR,1,BOGR,17,VUOC,1,BOGR
10/6/2022,26E,4,4,12,13,BOGR,2,BOGR,25,BOGR,1,BOGR
10/6/2022,26E,4,4,15,21,BOGR,1,BOGR,13,BOGR,1,BOGR
10/6/2022,26E,4,4,18,11,BOGR,2,BOGR,24,BOGR,0,BOGR
10/6/2022,26E,4,4,21,8,BOGR,1,COVI,6,BOGR,1,BOGR
10/6/2022,26E,4,4,24,24,BOGR,1,BOGR,13,BOGR,1,BOGR
10/11/2022,26W,1,1,3,14,VUOC,2,BOGR,4,SPCO,1,BOGR
10/11/2022,26W,1,1,6,2,SPCO,1,SPCO,3,BOGR,1,BOGR
10/11/2022,26W,1,1,9,9,BOGR,1,BOGR,12,VUOC,1,BOGR
10/11/2022,26W,1,1,12,35,BOGR,1,BOGR,27,BOGR,3,BOGR
10/11/2022,26W,1,1,15,24,BOGR,2,BOGR,7,BOGR,1,BOGR
10/11/2022,26W,1,1,18,16,BOGR,3,BOGR,26,BOGR,1,BOGR
10/11/2022,26W,1,1,21,14,BOGR,2,BOGR,12,BOGR,2,BOGR
10/11/2022,26W,1,1,24,7,VUOC,0,BARE,18,BOGR,3,BOGR
10/11/2022,26W,1,2,3,0,BARE,0,BARE,4,BOGR,1,BOGR
10/11/2022,26W,1,2,6,8,PASM,1,BOGR,18,BOGR,1,BOGR
10/11/2022,26W,1,2,9,4,BOGR,1,BOGR,12,BOGR,2,OPPO
10/11/2022,26W,1,2,12,12,BOGR,3,BOGR,21,BOGR,2,BOGR
10/11/2022,26W,1,2,15,10,PASM,1,PASM,2,BOGR,0,BOGR
10/11/2022,26W,1,2,18,13,SAIB,1,BOGR,9,PASM,2,PASM
10/11/2022,26W,1,2,21,7,PASM,0,PASM,21,SAIB,1,SAIB
10/11/2022,26W,1,2,24,10,BOGR,4,OPPO,6,PASM,1,BOGR
10/11/2022,26W,1,3,3,9,BOGR,2,BOGR,4,BOGR,1,BOGR
10/11/2022,26W,1,3,6,25,BOGR,2,OPPO,28,BOGR,2,OPPO
10/11/2022,26W,1,3,9,9,BOGR,1,BOGR,27,BOGR,4,OPPO
10/11/2022,26W,1,3,12,15,BOGR,2,CADU,8,CADU,2,CADU
10/11/2022,26W,1,3,15,27,BOGR,1,BOGR,11,BOGR,2,BOGR
10/11/2022,26W,1,3,18,30,BOGR,2,BOGR,12,BOGR,2,BOGR
10/11/2022,26W,1,3,21,4,BOGR,2,BOGR,9,BOGR,2,BOGR
10/11/2022,26W,1,3,24,14,PASM,1,BOGR,9,PASM,2,BOGR
10/11/2022,26W,1,4,3,3,BOGR,1,BOGR,4,BOGR,2,BOGR
10/11/2022,26W,1,4,6,4,BOGR,2,BOGR,12,VUOC,1,BOGR
10/11/2022,26W,1,4,9,2,BOGR,1,BOGR,13,BOGR,2,BOGR
10/11/2022,26W,1,4,12,19,BOGR,3,BOGR,29,BOGR,2,BOGR
10/11/2022,26W,1,4,15,0,BARE,0,BARE,4,CADU,0,CADU
10/11/2022,26W,1,4,18,26,BOGR,0,BARE,5,BOGR,2,BOGR
10/11/2022,26W,1,4,21,30,BOGR,2,BOGR,7,BOGR,1,BOGR
10/11/2022,26W,1,4,24,8,BOGR,3,OPPO,2,SPCO,0,SPCO
10/11/2022,26W,2,1,3,4,CADU,0,CADU,14,BOGR,2,BOGR
10/11/2022,26W,2,1,6,0,BARE,0,BARE,0,BARE,0,BARE
10/11/2022,26W,2,1,9,3,BOGR,1,BOGR,0,BARE,0,BARE
10/11/2022,26W,2,1,12,0,BARE,0,BARE,8,VUOC,1,BOGR
10/11/2022,26W,2,1,15,7,VUOC,0,BARE,0,BARE,0,BARE
10/11/2022,26W,2,1,18,3,CADU,0,CADU,7,CADU,0,CADU
10/11/2022,26W,2,1,21,13,BOGR,2,BOGR,8,BOGR,2,BOGR
10/11/2022,26W,2,1,24,13,BOGR,2,BOGR,4,BOGR,1,BOGR
10/11/2022,26W,2,2,3,6,BOGR,1,SPCO,3,BOGR,2,BOGR
10/11/2022,26W,2,2,6,4,BOGR,1,BOGR,18,BOGR,2,BOGR
10/11/2022,26W,2,2,9,4,BOGR,2,BOGR,6,BOGR,1,BOGR
10/11/2022,26W,2,2,12,4,BOGR,0,BARE,8,BOGR,2,BOGR
10/11/2022,26W,2,2,15,27,BOGR,4,OPPO,4,BOGR,1,BOGR
10/11/2022,26W,2,2,18,12,BOGR,5,OPPO,17,BOGR,8,OPPO
10/11/2022,26W,2,2,21,10,BOGR,1,SPCO,14,BOGR,1,SPCO
10/11/2022,26W,2,2,24,17,PASM,2,PASM,28,BOGR,1,BOGR
10/11/2022,26W,2,3,3,22,BOGR,3,OPPO,23,BOGR,2,BOGR
10/11/2022,26W,2,3,6,17,BOGR,2,BOGR,3,BOGR,1,BOGR
10/11/2022,26W,2,3,9,5,PASM,1,PASM,11,PASM,0,BOGR
10/11/2022,26W,2,3,12,14,PASM,1,PASM,19,PASM,4,PASM
10/11/2022,26W,2,3,15,36,PASM,4,PASM,16,PASM,2,PASM
10/11/2022,26W,2,3,18,8,PASM,2,PASM,13,PASM,1,BOGR
10/11/2022,26W,2,3,21,19,PASM,0,PASM,0,BARE,0,BARE
10/11/2022,26W,2,3,24,8,PASM,2,PASM,9,PASM,1,OPPO
10/11/2022,26W,2,4,3,4,BOGR,0,BOGR,7,EREF,0,EREF
10/11/2022,26W,2,4,6,7,BOGR,5,OPPO,4,OPPO,2,OPPO
10/11/2022,26W,2,4,9,6,BOGR,1,BOGR,19,BOGR,2,BOGR
10/11/2022,26W,2,4,12,5,BOGR,2,GUSA,8,GUSA,2,GUSA
10/11/2022,26W,2,4,15,0,BARE,0,BARE,4,PASM,1,BOGR
10/11/2022,26W,2,4,18,4,BOGR,1,BOGR,2,BOGR,1,BOGR
10/11/2022,26W,2,4,21,15,PASM,1,PASM,21,BOGR,1,PASM
10/11/2022,26W,2,4,24,5,BOGR,1,BOGR,6,BOGR,1,BOGR
10/11/2022,26W,3,1,3,7,BOGR,0,BOGR,12,BOGR,1,CADU
10/11/2022,26W,3,1,6,17,BOGR,2,BOGR,10,BOGR,1,BOGR
10/11/2022,26W,3,1,9,5,CADU,1,CADU,12,BOGR,1,BOGR
10/11/2022,26W,3,1,12,8,BOGR,2,BOGR,4,BOGR,1,BOGR
10/11/2022,26W,3,1,15,8,BOGR,0,BOGR,8,BOGR,2,BOGR
10/11/2022,26W,3,1,18,22,PASM,0,PASM,11,PASM,0,PASM
10/11/2022,26W,3,1,21,32,BOGR,2,HECO,13,HECO,4,HECO
10/11/2022,26W,3,1,24,7,BOGR,0,SPCO,8,CADU,0,CADU
10/12/2022,26W,3,2,3,36,BOGR,2,BOGR,28,BOGR,3,BOGR
10/12/2022,26W,3,2,6,13,BOGR,1,BOGR,27,BOGR,2,VUOC
10/12/2022,26W,3,2,9,12,BOGR,1,BOGR,35,BOGR,2,BOGR
10/12/2022,26W,3,2,12,19,BOGR,0,BOGR,5,BOGR,2,BOGR
10/12/2022,26W,3,2,15,2,BOGR,1,BOGR,16,VUOC,1,BOGR
10/12/2022,26W,3,2,18,20,BOGR,0,BOGR,18,BOGR,2,BOGR
10/12/2022,26W,3,2,21,4,CADU,1,BOGR,6,BOGR,2,BOGR
10/12/2022,26W,3,2,24,15,BOGR,2,BOGR,15,BOGR,2,BOGR
10/12/2022,26W,3,3,3,10,VUOC,1,CADU,12,BOGR,1,CADU
10/12/2022,26W,3,3,6,8,VUOC,1,BOGR,18,BOGR,2,BOGR
10/12/2022,26W,3,3,9,6,BOGR,2,BOGR,20,BOGR,1,BOGR
10/12/2022,26W,3,3,12,8,BOGR,2,BOGR,23,BOGR,2,BOGR
10/12/2022,26W,3,3,15,32,BOGR,0,BOGR,38,BOGR,1,BOGR
10/12/2022,26W,3,3,18,17,BOGR,1,CADU,36,BOGR,3,BOGR
10/12/2022,26W,3,3,21,4,BOGR,2,SPCO,16,BOGR,1,BOGR
10/12/2022,26W,3,3,24,7,CADU,1,CADU,6,BOGR,1,BOGR
10/12/2022,26W,3,4,3,2,BOGR,0,BOGR,12,VUOC,1,BOGR
10/12/2022,26W,3,4,6,10,BOGR,2,BOGR,12,BOGR,1,BOGR
10/12/2022,26W,3,4,9,4,BOGR,1,BOGR,4,BOGR,2,BOGR
10/12/2022,26W,3,4,12,7,BOGR,2,BOGR,5,BOGR,1,BOGR
10/12/2022,26W,3,4,15,34,BOGR,1,SAIB,29,BOGR,2,BOGR
10/12/2022,26W,3,4,18,9,BOGR,1,CADU,16,BOGR,2,BOGR
10/12/2022,26W,3,4,21,10,BOGR,1,CADU,5,BOGR,2,BOGR
10/12/2022,26W,3,4,24,14,HECO,3,BOGR,13,HECO,1,HECO
10/12/2022,26W,4,1,3,13,HECO,4,HECO,30,HECO,2,BOGR
10/12/2022,26W,4,1,6,7,CADU,1,CADU,5,CADU,1,CADU
10/12/2022,26W,4,1,9,10,HECO,2,HECO,14,HECO,4,HECO
10/12/2022,26W,4,1,12,16,HECO,3,HECO,16,EREF,3,HECO
10/12/2022,26W,4,1,15,57,HECO,6,OPPO,17,HECO,4,OPPO
10/12/2022,26W,4,1,18,7,CADU,2,CADU,16,BOGR,2,BOGR
10/12/2022,26W,4,1,21,6,BOGR,2,BOGR,17,BOGR,0,BOGR
10/12/2022,26W,4,1,24,11,BOGR,3,HECO,13,BOGR,1,BOGR
10/12/2022,26W,4,2,3,9,HECO,1,BOGR,12,BOGR,2,BOGR
10/12/2022,26W,4,2,6,12,BOGR,0,BOGR,13,EREF,3,EREF
10/12/2022,26W,4,2,9,4,BOGR,0,BOGR,18,HECO,2,BOGR
10/12/2022,26W,4,2,12,7,HECO,1,SAIB,11,HECO,4,HECO
10/12/2022,26W,4,2,15,14,EREF,2,EREF,17,BOGR,1,HECO
10/12/2022,26W,4,2,18,15,HECO,2,SPCO,22,BOGR,1,BOGR
10/12/2022,26W,4,2,21,30,BOGR,1,BOGR,28,BOGR,1,BOGR
10/12/2022,26W,4,2,24,5,BOGR,0,BOGR,7,CADU,0,CADU
10/12/2022,26W,4,3,3,7,OPPO,4,OPPO,10,BOGR,4,OPPO
10/12/2022,26W,4,3,6,12,BOGR,2,BOGR,29,SPCR,2,BOGR
10/12/2022,26W,4,3,9,8,BOGR,1,BOGR,37,BOGR,4,HECO
10/12/2022,26W,4,3,12,10,VUOC,1,BOGR,42,BOGR,1,BOGR
10/12/2022,26W,4,3,15,14,BOGR,1,BOGR,21,BOGR,2,BOGR
10/12/2022,26W,4,3,18,7,BOGR,2,BOGR,13,BOGR,2,BOGR
10/12/2022,26W,4,3,21,12,BOGR,2,BOGR,5,BOGR,2,BOGR
10/12/2022,26W,4,3,24,2,BOGR,1,BOGR,8,ERNA,3,ERNA
10/12/2022,26W,4,4,3,5,BOGR,0,BARE,4,BOGR,0,SPCO
10/12/2022,26W,4,4,6,16,BOGR,2,BOGR,10,BOGR,2,BOGR
10/12/2022,26W,4,4,9,9,BOGR,5,OPPO,29,BOGR,5,OPPO
10/12/2022,26W,4,4,12,10,VUOC,1,BOGR,11,VUOC,1,BOGR
10/12/2022,26W,4,4,15,18,BOGR,6,OPPO,21,BOGR,3,OPPO
10/12/2022,26W,4,4,18,8,BOGR,2,BOGR,5,BOGR,2,BOGR
10/12/2022,26W,4,4,21,4,BOGR,1,BOGR,0,BARE,0,BARE
10/12/2022,26W,4,4,24,16,LYJU,2,BOGR,7,BOGR,2,BOGR
10/12/2022,25SE,1,1,3,22,BOGR,0,BOGR,6,BOGR,1,BOGR
10/12/2022,25SE,1,1,6,13,BOGR,1,BOGR,6,BOGR,1,BOGR
10/12/2022,25SE,1,1,9,21,BOGR,1,BOGR,20,BOGR,2,BOGR
10/12/2022,25SE,1,1,12,4,BOGR,1,BOGR,14,BOGR,1,BOGR
10/12/2022,25SE,1,1,15,5,BOGR,2,BOGR,5,BOGR,1,BOGR
10/12/2022,25SE,1,1,18,13,BOGR,1,BOGR,5,BOGR,1,BOGR
10/12/2022,25SE,1,1,21,4,BOGR,1,BOGR,6,BOGR,1,BOGR
10/12/2022,25SE,1,1,24,3,BOGR,1,BOGR,18,BOGR,7,OPPO
10/12/2022,25SE,1,2,3,5,BOGR,2,BOGR,24,BOGR,2,BOGR
10/12/2022,25SE,1,2,6,13,BOGR,1,BOGR,24,BOGR,1,BOGR
10/12/2022,25SE,1,2,9,20,BOGR,1,BOGR,15,BOGR,1,BOGR
10/12/2022,25SE,1,2,12,20,BOGR,2,BOGR,15,BOGR,4,BOGR
10/12/2022,25SE,1,2,15,9,BOGR,2,BOGR,13,BOGR,1,BOGR
10/12/2022,25SE,1,2,18,2,BOGR,1,BOGR,2,BOGR,1,BOGR
10/12/2022,25SE,1,2,21,16,BOGR,1,BOGR,10,BOGR,2,BOGR
10/12/2022,25SE,1,2,24,21,BOGR,1,BOGR,3,BOGR,1,BOGR
10/12/2022,25SE,1,3,3,22,BOGR,2,BOGR,23,BOGR,2,BOGR
10/12/2022,25SE,1,3,6,13,BOGR,2,BOGR,16,BOGR,2,BOGR
10/12/2022,25SE,1,3,9,12,BOGR,1,BOGR,7,BOGR,1,BOGR
10/12/2022,25SE,1,3,12,16,ELEL,1,BOGR,11,ELEL,2,ELEL
10/12/2022,25SE,1,3,15,28,BOGR,2,BOGR,18,BOGR,2,BOGR
10/12/2022,25SE,1,3,18,27,BOGR,2,BOGR,24,BOGR,2,BOGR
10/12/2022,25SE,1,3,21,36,BOGR,1,BOGR,12,BOGR,1,BOGR
10/12/2022,25SE,1,3,24,28,BOGR,1,BOGR,9,BOGR,2,BOGR
10/12/2022,25SE,1,4,3,10,BOGR,1,BOGR,12,BOGR,2,BOGR
10/12/2022,25SE,1,4,6,20,BOGR,1,BOGR,10,BOGR,1,BOGR
10/12/2022,25SE,1,4,9,24,BOGR,2,OPPO,21,BOGR,3,BOGR
10/12/2022,25SE,1,4,12,24,BOGR,1,BOGR,32,BOGR,2,BOGR
10/12/2022,25SE,1,4,15,34,BOGR,2,BOGR,30,BOGR,2,BOGR
10/12/2022,25SE,1,4,18,32,BOGR,1,BOGR,4,BOGR,1,BOGR
10/12/2022,25SE,1,4,21,28,BOGR,2,BOGR,13,BOGR,1,BOGR
10/12/2022,25SE,1,4,24,21,BOGR,1,BOGR,29,BOGR,2,BOGR
10/12/2022,25SE,2,1,3,6,BOGR,2,BOGR,4,BOGR,1,BOGR
10/12/2022,25SE,2,1,6,7,BOGR,2,BOGR,6,BOGR,2,BOGR
10/12/2022,25SE,2,1,9,4,BOGR,2,BOGR,3,BOGR,1,BOGR
10/12/2022,25SE,2,1,12,4,BOGR,2,BOGR,0,BOGR,0,BOGR
10/12/2022,25SE,2,1,15,5,BOGR,1,BOGR,5,BOGR,3,BOGR
10/12/2022,25SE,2,1,18,9,BOGR,1,BOGR,3,BOGR,1,BOGR
10/12/2022,25SE,2,1,21,20,BOGR,2,BOGR,9,BOGR,2,BOGR
10/12/2022,25SE,2,1,24,7,BOGR,1,BOGR,13,BOGR,1,BOGR
10/12/2022,25SE,2,2,3,8,BOGR,1,BOGR,14,BOGR,2,BOGR
10/12/2022,25SE,2,2,6,16,BOGR,2,BOGR,21,BOGR,2,BOGR
10/12/2022,25SE,2,2,9,14,BOGR,2,BOGR,23,BOGR,1,BOGR
10/12/2022,25SE,2,2,12,25,BOGR,3,BOGR,15,SPCR,2,BOGR
10/12/2022,25SE,2,2,15,24,BOGR,2,BOGR,16,BOGR,2,BOGR
10/12/2022,25SE,2,2,18,20,BOGR,3,BOGR,38,BOGR,2,BOGR
10/12/2022,25SE,2,2,21,28,BOGR,2,BOGR,34,BOGR,2,BOGR
10/12/2022,25SE,2,2,24,18,BOGR,3,BOGR,29,BOGR,1,BOGR
10/12/2022,25SE,2,3,3,16,BOGR,1,BOGR,16,BOGR,2,BOGR
10/12/2022,25SE,2,3,6,9,PASM,0,PASM,8,PASM,0,PASM
10/12/2022,25SE,2,3,9,20,BOGR,1,BOGR,10,PASM,2,PASM
10/12/2022,25SE,2,3,12,21,BOGR,3,BOGR,12,ARPU,3,ARPU
10/12/2022,25SE,2,3,15,27,BOGR,1,BOGR,21,BOGR,0,BARE
10/12/2022,25SE,2,3,18,30,BOGR,3,BOGR,29,BOGR,2,BOGR
10/12/2022,25SE,2,3,21,10,BOGR,3,EVNU,33,BOGR,4,ARPU
10/12/2022,25SE,2,3,24,39,BOGR,3,OPPO,8,BOGR,4,OPPO
10/12/2022,25SE,2,4,3,11,BOGR,1,BOGR,17,BOGR,2,BOGR
10/12/2022,25SE,2,4,6,21,BOGR,2,BOGR,23,BOGR,3,BOGR
10/12/2022,25SE,2,4,9,4,BOGR,0,BOGR,8,BOGR,0,BOGR
10/12/2022,25SE,2,4,12,13,BOGR,2,BOGR,9,BOGR,0,BARE
10/12/2022,25SE,2,4,15,0,BARE,0,BARE,0,BARE,0,BARE
10/12/2022,25SE,2,4,18,17,BOGR,0,BOGR,14,BOGR,1,BOGR
10/12/2022,25SE,2,4,21,20,BOGR,2,BOGR,7,BOGR,2,BOGR
10/12/2022,25SE,2,4,24,28,BOGR,2,BOGR,28,BOGR,1,BOGR
10/12/2022,25SE,3,1,3,26,BOGR,1,SAIB,11,PASM,0,PASM
10/12/2022,25SE,3,1,6,27,BOGR,1,CADU,15,BOGR,0,BOGR
10/12/2022,25SE,3,1,9,23,BOGR,2,BOGR,7,PASM,0,PASM
10/12/2022,25SE,3,1,12,8,BOGR,1,BOGR,20,BOGR,2,BOGR
10/12/2022,25SE,3,1,15,26,BOGR,1,BOGR,27,BOGR,1,BOGR
10/12/2022,25SE,3,1,18,16,EREF,2,EREF,29,BOGR,1,VUOC
10/12/2022,25SE,3,1,21,32,BOGR,3,BOGR,32,BOGR,3,BOGR
10/12/2022,25SE,3,1,24,8,CADU,0,CADU,18,ELEL,2,ELEL
10/12/2022,25SE,3,2,3,4,BOGR,1,BOGR,15,BOGR,1,BOGR
10/12/2022,25SE,3,2,6,0,BARE,0,BARE,19,BOGR,1,BOGR
10/12/2022,25SE,3,2,9,12,PASM,0,BARE,23,BOGR,0,BOGR
10/12/2022,25SE,3,2,12,3,BOGR,1,BOGR,14,PASM,2,PASM
10/12/2022,25SE,3,2,15,9,BOGR,0,CADU,7,PASM,0,PASM
10/12/2022,25SE,3,2,18,4,BOGR,1,BOGR,18,BOGR,2,OPPO
10/12/2022,25SE,3,2,21,8,EREF,2,EREF,8,CADU,1,CADU
10/12/2022,25SE,3,2,24,0,BARE,0,BARE,0,BARE,0,BARE
10/12/2022,25SE,3,3,3,0,BARE,0,BARE,13,PASM,1,BOGR
10/12/2022,25SE,3,3,6,7,CADU,0,CADU,20,BOGR,2,OPPO
10/12/2022,25SE,3,3,9,0,BARE,0,BARE,6,BOGR,3,OPPO
10/12/2022,25SE,3,3,12,18,BOGR,2,BOGR,6,BOGR,2,BOGR
10/12/2022,25SE,3,3,15,22,BOGR,1,BOGR,31,BOGR,3,BOGR
10/12/2022,25SE,3,3,18,3,BOGR,2,BOGR,10,BOGR,0,BARE
10/12/2022,25SE,3,3,21,25,BOGR,1,BOGR,22,BOGR,2,BOGR
10/12/2022,25SE,3,3,24,13,BOGR,1,BOGR,27,BOGR,2,BOGR
10/12/2022,25SE,3,4,3,27,ELEL,4,ELEL,20,PASM,6,PASM
10/12/2022,25SE,3,4,6,23,BOGR,0,BARE,11,PASM,2,PASM
10/12/2022,25SE,3,4,9,16,PASM,6,PASM,17,BOGR,2,PASM
10/12/2022,25SE,3,4,12,2,BOGR,0,BOGR,20,ELEL,2,ELEL
10/12/2022,25SE,3,4,15,0,BARE,0,BARE,0,BARE,0,BARE
10/12/2022,25SE,3,4,18,18,BOGR,1,BOGR,14,BOGR,2,BOGR
10/12/2022,25SE,3,4,21,13,BOGR,1,BOGR,10,BOGR,1,BOGR
10/12/2022,25SE,3,4,24,10,BOGR,2,BOGR,4,BOGR,2,BOGR
10/12/2022,25SE,4,1,3,5,BOGR,3,BOGR,27,BOGR,3,BOGR
10/12/2022,25SE,4,1,6,29,BOGR,3,BOGR,19,BOGR,2,BOGR
10/12/2022,25SE,4,1,9,13,BOGR,1,BOGR,12,VUOC,1,BOGR
10/12/2022,25SE,4,1,12,23,BOGR,2,BOGR,25,BOGR,2,BOGR
10/12/2022,25SE,4,1,15,0,BARE,0,BARE,21,BOGR,0,BOGR
10/12/2022,25SE,4,1,18,27,BOGR,4,BOGR,19,BOGR,2,BOGR
10/12/2022,25SE,4,1,21,25,BOGR,2,BOGR,17,BOGR,3,BOGR
10/12/2022,25SE,4,1,24,21,BOGR,1,VUOC,27,BOGR,1,BOGR
10/12/2022,25SE,4,2,3,14,BOGR,1,BOGR,24,BOGR,2,BOGR
10/12/2022,25SE,4,2,6,18,BOGR,0,BOGR,30,BOGR,2,BOGR
10/12/2022,25SE,4,2,9,23,BOGR,1,BOGR,15,BOGR,2,BOGR
10/12/2022,25SE,4,2,12,19,BOGR,2,BOGR,27,BOGR,2,BOGR
10/12/2022,25SE,4,2,15,24,BOGR,1,BOGR,23,BOGR,2,BOGR
10/12/2022,25SE,4,2,18,15,BOGR,0,BARE,0,BARE,0,BARE
10/12/2022,25SE,4,2,21,19,BOGR,1,BOGR,4,BOGR,0,BOGR
10/12/2022,25SE,4,2,24,6,BOGR,1,BOGR,4,BOGR,0,BOGR
10/12/2022,25SE,4,3,3,9,BOGR,1,BOGR,16,BOGR,3,BOGR
10/12/2022,25SE,4,3,6,5,BOGR,1,BOGR,32,BOGR,2,OPPO
10/12/2022,25SE,4,3,9,13,BOGR,1,BOGR,12,BOGR,1,BOGR
10/12/2022,25SE,4,3,12,4,ECVI,3,ECVI,21,BOGR,2,BOGR
10/12/2022,25SE,4,3,15,28,BOGR,0,BOGR,24,BOGR,2,BOGR
10/12/2022,25SE,4,3,18,20,BOGR,2,BOGR,25,BOGR,3,OPPO
10/12/2022,25SE,4,3,21,22,BOGR,2,ECVI,36,BOGR,2,BOGR
10/12/2022,25SE,4,3,24,24,BOGR,3,BOGR,6,BOGR,2,BOGR
10/12/2022,25SE,4,4,3,16,BOGR,2,BOGR,7,BOGR,1,BOGR
10/12/2022,25SE,4,4,6,16,BOGR,2,BOGR,16,BOGR,1,OPPO
10/12/2022,25SE,4,4,9,23,BOGR,1,BOGR,23,BOGR,1,BOGR
10/12/2022,25SE,4,4,12,17,BOGR,2,BOGR,14,BOGR,2,BOGR
10/12/2022,25SE,4,4,15,14,BOGR,1,BOGR,13,BOGR,2,BOGR
10/12/2022,25SE,4,4,18,14,BOGR,1,BOGR,15,BOGR,1,BOGR
10/12/2022,25SE,4,4,21,13,BOGR,1,BOGR,27,BOGR,3,BOGR
10/12/2022,25SE,4,4,24,11,BOGR,2,OPPO,36,BOGR,0,PASM
10/17/2022,25NW,1,1,3,4,PASM,1,BOGR,2,BOGR,1,BOGR
10/17/2022,25NW,1,1,6,2,BOGR,1,BOGR,3,BOGR,2,BOGR
10/17/2022,25NW,1,1,9,3,BOGR,1,BOGR,3,BOGR,1,BOGR
10/17/2022,25NW,1,1,12,7,BOGR,0,BOGR,16,BOGR,1,BOGR
10/17/2022,25NW,1,1,15,6,CADU,2,CADU,5,CADU,2,BOGR
10/17/2022,25NW,1,1,18,1,CADU,0,CADU,4,BOGR,2,BOGR
10/17/2022,25NW,1,1,21,2,BOGR,1,BOGR,17,BOGR,1,BOGR
10/17/2022,25NW,1,1,24,4,BOGR,0,BOGR,2,BOGR,1,BOGR
10/17/2022,25NW,1,2,3,29,BOGR,1,BOGR,28,BOGR,3,BOGR
10/17/2022,25NW,1,2,6,27,BOGR,2,BOGR,17,BOGR,2,BOGR
10/17/2022,25NW,1,2,9,24,BOGR,1,BOGR,28,BOGR,2,BOGR
10/17/2022,25NW,1,2,12,39,BOGR,2,BOGR,29,BOGR,3,BOGR
10/17/2022,25NW,1,2,15,20,BOGR,1,BOGR,9,BOGR,2,BOGR
10/17/2022,25NW,1,2,18,5,BOGR,2,BOGR,23,BOGR,2,BOGR
10/17/2022,25NW,1,2,21,12,BOGR,2,BOGR,21,BOGR,1,VUOC
10/17/2022,25NW,1,2,24,13,BOGR,0,BOGR,8,VUOC,0,VUOC
10/17/2022,25NW,1,3,3,2,BOGR,1,BOGR,6,OPPO,3,OPPO
10/17/2022,25NW,1,3,6,3,BOGR,1,BOGR,4,BOGR,3,BOGR
10/17/2022,25NW,1,3,9,1,BOGR,1,BOGR,2,BOGR,1,BOGR
10/17/2022,25NW,1,3,12,5,BOGR,1,BOGR,4,BOGR,2,BOGR
10/17/2022,25NW,1,3,15,0,BARE,0,BARE,6,BOGR,1,BOGR
10/17/2022,25NW,1,3,18,0,BARE,0,BARE,0,BARE,0,BARE
