ID,Year,SamplingDate,Season,Pasture,Plot,Transect,Distance,High East,Low East,Spp East,High West,Low West,Spp West,MeanHigh,MeanLow
,2020,9/28/2020,Fall,7SE,3,3,15,5,1,BOGR,12,2,ELEL,8.5,1.5
,2020,9/28/2020,Fall,7SE,3,3,18,0,0,BARE,3,1,BOGR,1.5,0.5
,2020,9/28/2020,Fall,7SE,3,3,21,2,1,BOGR,2,1,BOGR,2,1
,2020,9/28/2020,Fall,7SE,3,3,24,0,0,BARE,4,1,BOGR,2,0.5
,2020,9/28/2020,Fall,7SE,3,4,3,5,3,BOGR,4,2,BOGR,4.5,2.5
,2020,9/28/2020,Fall,7SE,3,4,6,4,0,PASM,4,1,BOGR,4,0.5
,2020,9/28/2020,Fall,7SE,3,4,9,0,0,BARE,10,1,PASM,5,0.5
,2020,9/28/2020,Fall,7SE,3,4,12,6,1,BOGR,3,1,PASM,4.5,1
,2020,9/28/2020,Fall,7SE,3,4,15,2,1,BOGR,3,1,BOGR,2.5,1
,2020,9/28/2020,Fall,7SE,3,4,18,4,1,BOGR,6,2,BOGR,5,1.5
,2020,9/28/2020,Fall,7SE,3,4,21,5,2,BOGR,2,1,BOGR,3.5,1.5
,2020,9/28/2020,Fall,7SE,3,4,24,2,1,BOGR,2,1,BOGR,2,1
,2020,9/28/2020,Fall,7SE,4,1,3,13,1,ARPU,5,1,ARPU,9,1
,2020,9/28/2020,Fall,7SE,4,1,6,2,1,BOGR,3,1,BOGR,2.5,1
,2020,9/28/2020,Fall,7SE,4,1,9,0,0,BARE,4,1,BOGR,2,0.5
,2020,9/28/2020,Fall,7SE,4,1,12,4,1,BOGR,3,0,CADU,3.5,0.5
,2020,9/28/2020,Fall,7SE,4,1,15,1,0,BOGR,4,1,CADU,2.5,0.5
,2020,9/28/2020,Fall,7SE,4,1,18,2,1,BOGR,2,1,BOGR,2,1
,2020,9/28/2020,Fall,7SE,4,1,21,3,1,CADU,3,1,BOGR,3,1
,2020,9/28/2020,Fall,7SE,4,1,24,6,1,BOGR,6,1,BOGR,6,1
,2020,9/28/2020,Fall,7SE,4,2,3,4,1,BOGR,5,2,BOGR,4.5,1.5
,2020,9/28/2020,Fall,7SE,4,2,6,5,3,BOGR,3,1,BOGR,4,2
,2020,9/28/2020,Fall,7SE,4,2,9,4,1,BOGR,5,1,BOGR,4.5,1
,2020,9/28/2020,Fall,7SE,4,2,12,5,1,BOGR,6,1,CADU,5.5,1
,2020,9/28/2020,Fall,7SE,4,2,15,18,1,BOGR,4,1,BOGR,11,1
,2020,9/28/2020,Fall,7SE,4,2,18,5,0,BOGR,6,2,BOGR,5.5,1
,2020,9/28/2020,Fall,7SE,4,2,21,9,3,LITT,23,5,EREF,16,4
,2020,9/28/2020,Fall,7SE,4,2,24,12,2,PASM,10,1,PASM,11,1.5
,2020,9/28/2020,Fall,7SE,4,3,3,12,1,PASM,20,3,PASM,16,2
,2020,9/28/2020,Fall,7SE,4,3,6,16,3,PASM,15,3,PASM,15.5,3
,2020,9/28/2020,Fall,7SE,4,3,9,6,2,OPPO,3,1,HECO,4.5,1.5
,2020,9/28/2020,Fall,7SE,4,3,12,10,1,ELEL,4,1,OPPO,7,1
,2020,9/28/2020,Fall,7SE,4,3,15,15,5,EREF,7,1,EREF,11,3
,2020,9/28/2020,Fall,7SE,4,3,18,3,0,BOGR,0,0,BARE,1.5,0
,2020,9/28/2020,Fall,7SE,4,3,21,9,1,HECO,13,1,ARPU,11,1
,2020,9/28/2020,Fall,7SE,4,3,24,5,1,BOGR,3,1,BOGR,4,1
,2020,9/28/2020,Fall,7SE,4,4,3,11,3,OPPO,15,3,HECO,13,3
,2020,9/28/2020,Fall,7SE,4,4,6,19,1,BOGR,15,3,HECO,17,2
,2020,9/28/2020,Fall,7SE,4,4,9,10,1,HECO,10,1,CADU,10,1
,2020,9/28/2020,Fall,7SE,4,4,12,14,4,EREF,7,3,HECO,10.5,3.5
,2020,9/28/2020,Fall,7SE,4,4,15,8,4,OPPO,8,4,OPPO,8,4
,2020,9/28/2020,Fall,7SE,4,4,18,15,2,HECO,14,1,HECO,14.5,1.5
,2020,9/28/2020,Fall,7SE,4,4,21,7,3,HECO,9,1,HECO,8,2
,2020,9/28/2020,Fall,7SE,4,4,24,23,2,EREF,22,3,EREF,22.5,2.5
,2020,9/28/2020,Fall,7SE,5,1,3,19,6,PASM,19,2,EREF,19,4
,2020,9/28/2020,Fall,7SE,5,1,6,37,0,LITT,18,1,LITT,27.5,0.5
,2020,9/28/2020,Fall,7SE,5,1,9,27,2,LITT,12,1,EREF,19.5,1.5
,2020,9/28/2020,Fall,7SE,5,1,12,9,1,EREF,12,2,HECO,10.5,1.5
,2020,9/28/2020,Fall,7SE,5,1,15,13,1,HECO,11,0,LITT,12,0.5
,2020,9/28/2020,Fall,7SE,5,1,18,14,3,PASM,18,4,PASM,16,3.5
,2020,9/28/2020,Fall,7SE,5,1,21,6,0,BOGR,5,1,HECO,5.5,0.5
,2020,9/28/2020,Fall,7SE,5,1,24,21,2,PASM,21,2,PASM,21,2
,2020,9/28/2020,Fall,7SE,5,2,3,10,1,BRTE,14,2,brte,12,1.5
,2020,9/28/2020,Fall,7SE,5,2,6,20,3,BRTE,21,4,brte,20.5,3.5
,2020,9/28/2020,Fall,7SE,5,2,9,51,6,ATCA,24,3,atca,37.5,4.5
,2020,9/28/2020,Fall,7SE,5,2,12,19,4,BRTE,18,4,brte,18.5,4
,2020,9/28/2020,Fall,7SE,5,2,15,12,2,PASM,13,3,PASM,12.5,2.5
,2020,9/28/2020,Fall,7SE,5,2,18,17,4,EREF,9,2,EVNU,13,3
,2020,9/28/2020,Fall,7SE,5,2,21,11,3,OPPO,11,3,PASM,11,3
,2020,9/28/2020,Fall,7SE,5,2,24,10,1,EREF,24,1,EREF,17,1
,2020,9/28/2020,Fall,7SE,5,3,3,0,0,BARE,71,60,atca,35.5,30
,2020,9/28/2020,Fall,7SE,5,3,6,44,28,ATCA,40,12,atca,42,20
,2020,9/28/2020,Fall,7SE,5,3,9,13,1,PASM,8,2,EREF,10.5,1.5
,2020,9/28/2020,Fall,7SE,5,3,12,8,1,PASM,18,5,PASM,13,3
,2020,9/28/2020,Fall,7SE,5,3,15,6,1,BOGR,0,0,BARE,3,0.5
,2020,9/28/2020,Fall,7SE,5,3,18,14,4,OPPO,4,1,PASM,9,2.5
,2020,9/28/2020,Fall,7SE,5,3,21,4,1,PASM,11,2,PASM,7.5,1.5
,2020,9/28/2020,Fall,7SE,5,3,24,16,2,PASM,5,2,PASM,10.5,2
,2020,9/28/2020,Fall,7SE,5,4,3,4,1,LITT,3,2,BOGR,3.5,1.5
,2020,9/28/2020,Fall,7SE,5,4,6,8,1,PASM,6,1,BOGR,7,1
,2020,9/28/2020,Fall,7SE,5,4,9,2,2,LITT,6,2,LITT,4,2
,2020,9/28/2020,Fall,7SE,5,4,12,10,1,PASM,12,1,PASM,11,1
,2020,9/28/2020,Fall,7SE,5,4,15,13,2,DISP,10,3,DISP,11.5,2.5
,2020,9/28/2020,Fall,7SE,5,4,18,2,1,DISP,2,1,LITT,2,1
,2020,9/28/2020,Fall,7SE,5,4,21,3,1,CADU,4,0,CADU,3.5,0.5
,2020,9/28/2020,Fall,7SE,5,4,24,9,3,SPAI,8,3,SPAI,8.5,3
,2020,9/28/2020,Fall,7SE,6,1,3,7,0,PASM,6,3,BOGR,6.5,1.5
,2020,9/28/2020,Fall,7SE,6,1,6,2,0,SPAI,4,2,BOGR,3,1
,2020,9/28/2020,Fall,7SE,6,1,9,5,2,SPAI,16,2,BOGR,10.5,2
,2020,9/28/2020,Fall,7SE,6,1,12,7,2,BOGR,5,2,BOGR,6,2
,2020,9/28/2020,Fall,7SE,6,1,15,38,10,ATCA,2,0,BOGR,20,5
,2020,9/28/2020,Fall,7SE,6,1,18,18,5,SPAI,10,2,BOGR,14,3.5
,2020,9/28/2020,Fall,7SE,6,1,21,11,2,LITT,6,2,BOGR,8.5,2
,2020,9/28/2020,Fall,7SE,6,1,24,6,1,PASM,26,1,BOGR,16,1
,2020,9/28/2020,Fall,7SE,6,2,3,3,1,SPAI,5,2,BOGR,4,1.5
,2020,9/28/2020,Fall,7SE,6,2,6,3,2,LITT,11,3,BOGR,7,2.5
,2020,9/28/2020,Fall,7SE,6,2,9,9,1,DISP,36,7,BOGR,22.5,4
,2020,9/28/2020,Fall,7SE,6,2,12,5,1,LITT,12,1,BOGR,8.5,1
,2020,9/28/2020,Fall,7SE,6,2,15,6,2,DISP,6,3,BOGR,6,2.5
,2020,9/28/2020,Fall,7SE,6,2,18,12,3,DISP,28,4,BOGR,20,3.5
,2020,9/28/2020,Fall,7SE,6,2,21,11,2,SPAI,26,3,BOGR,18.5,2.5
,2020,9/28/2020,Fall,7SE,6,2,24,5,1,DISP,18,6,BOGR,11.5,3.5
,2020,9/28/2020,Fall,7SE,6,3,3,6,1,SPAI,12,3,BOGR,9,2
,2020,9/28/2020,Fall,7SE,6,3,6,7,3,SPAI,13,6,BOGR,10,4.5
,2020,9/28/2020,Fall,7SE,6,3,9,5,1,DISP,4,1,BOGR,4.5,1
,2020,9/28/2020,Fall,7SE,6,3,12,10,1,DISP,5,1,BOGR,7.5,1
,2020,9/28/2020,Fall,7SE,6,3,15,2,1,LITT,8,1,BOGR,5,1
,2020,9/28/2020,Fall,7SE,6,3,18,11,3,PASM,15,2,BOGR,13,2.5
,2020,9/28/2020,Fall,7SE,6,3,21,6,1,DISP,7,2,BOGR,6.5,1.5
,2020,9/28/2020,Fall,7SE,6,3,24,6,1,DISP,4,1,BOGR,5,1
,2020,9/28/2020,Fall,7SE,6,4,3,53,8,ATCA,44,8,BOGR,48.5,8
,2020,9/28/2020,Fall,7SE,6,4,6,8,4,DISP,5,1,BOGR,6.5,2.5
,2020,9/28/2020,Fall,7SE,6,4,9,9,1,SPAI,17,1,BOGR,13,1
,2020,9/28/2020,Fall,7SE,6,4,12,14,2,SPAI,8,1,BOGR,11,1.5
,2020,9/28/2020,Fall,7SE,6,4,15,7,1,DISP,3,1,BOGR,5,1
,2020,9/28/2020,Fall,7SE,6,4,18,12,1,DISP,14,3,BOGR,13,2
,2020,9/28/2020,Fall,7SE,6,4,21,6,1,DISP,21,6,BOGR,13.5,3.5
,2020,9/28/2020,Fall,7SE,6,4,24,4,1,SPAI,18,3,BOGR,11,2
,2020,9/30/2020,Fall,26W,1,1,3,3,1,BOGR,7,1,BOGR,5,1
,2020,9/30/2020,Fall,26W,1,1,6,1,0,BOGR,4,1,BOGR,2.5,0.5
,2020,9/30/2020,Fall,26W,1,1,9,4,0,BOGR,3,0,BOGR,3.5,0
,2020,9/30/2020,Fall,26W,1,1,12,6,1,BOGR,5,1,SPCR,5.5,1
,2020,9/30/2020,Fall,26W,1,1,15,3,1,BOGR,7,2,BOGR,5,1.5
,2020,9/30/2020,Fall,26W,1,1,18,13,1,BOGR,15,1,BOGR,14,1
,2020,9/30/2020,Fall,26W,1,1,21,12,1,BOGR,7,2,BOGR,9.5,1.5
,2020,9/30/2020,Fall,26W,1,1,24,3,1,BOGR,13,1,BOGR,8,1
,2020,9/30/2020,Fall,26W,1,2,3,7,1,BOGR,2,0,BOGR,4.5,0.5
,2020,9/30/2020,Fall,26W,1,2,6,2,0,BOGR,14,0,PASM,8,0
,2020,9/30/2020,Fall,26W,1,2,9,1,1,BOGR,5,1,BOGR,3,1
,2020,9/30/2020,Fall,26W,1,2,12,6,0,BOGR,6,1,BOGR,6,0.5
,2020,9/30/2020,Fall,26W,1,2,15,12,1,PASM,13,1,PASM,12.5,1
,2020,9/30/2020,Fall,26W,1,2,18,12,1,BOGR,8,2,BUDA,10,1.5
,2020,9/30/2020,Fall,26W,1,2,21,4,1,BOGR,7,0,PASM,5.5,0.5
,2020,9/30/2020,Fall,26W,1,2,24,6,3,OPPO,4,1,OPPO,5,2
,2020,9/30/2020,Fall,26W,1,3,3,2,0,BOGR,9,1,PASM,5.5,0.5
,2020,9/30/2020,Fall,26W,1,3,6,10,1,BOGR,6,2,BOGR,8,1.5
,2020,9/30/2020,Fall,26W,1,3,9,8,2,BOGR,3,2,OPPO,5.5,2
,2020,9/30/2020,Fall,26W,1,3,12,15,10,GUSA,9,1,BOGR,12,5.5
,2020,9/30/2020,Fall,26W,1,3,15,12,1,BOGR,3,1,BOGR,7.5,1
,2020,9/30/2020,Fall,26W,1,3,18,11,1,BOGR,12,2,BOGR,11.5,1.5
,2020,9/30/2020,Fall,26W,1,3,21,16,1,BOGR,22,2,BOGR,19,1.5
,2020,9/30/2020,Fall,26W,1,3,24,7,1,BOGR,14,1,BOGR,10.5,1
,2020,9/30/2020,Fall,26W,1,4,3,4,1,BOGR,4,1,BOGR,4,1
,2020,9/30/2020,Fall,26W,1,4,6,0,0,BARE,2,1,BOGR,1,0.5
,2020,9/30/2020,Fall,26W,1,4,9,4,1,BUDA,5,1,BUDA,4.5,1
,2020,9/30/2020,Fall,26W,1,4,12,6,2,BOGR,9,2,BOGR,7.5,2
,2020,9/30/2020,Fall,26W,1,4,15,1,0,CADU,3,1,BOGR,2,0.5
,2020,9/30/2020,Fall,26W,1,4,18,3,1,BOGR,4,1,BOGR,3.5,1
,2020,9/30/2020,Fall,26W,1,4,21,3,1,BOGR,5,1,BOGR,4,1
,2020,9/30/2020,Fall,26W,1,4,24,3,0,BOGR,4,1,BOGR,3.5,0.5
,2020,9/30/2020,Fall,26W,2,1,3,3,1,BOGR,3,1,BUDA,3,1
,2020,9/30/2020,Fall,26W,2,1,6,2,0,BOGR,0,0,BARE,1,0
,2020,9/30/2020,Fall,26W,2,1,9,0,0,BARE,2,0,BOGR,1,0
,2020,9/30/2020,Fall,26W,2,1,12,7,1,BOGR,7,1,BOGR,7,1
,2020,9/30/2020,Fall,26W,2,1,15,4,1,BOGR,4,1,BOGR,4,1
,2020,9/30/2020,Fall,26W,2,1,18,2,1,BOGR,3,1,BOGR,2.5,1
,2020,9/30/2020,Fall,26W,2,1,21,3,1,BOGR,6,1,BOGR,4.5,1
,2020,9/30/2020,Fall,26W,2,1,24,5,0,VUOC,10,2,VUOC,7.5,1
,2020,9/30/2020,Fall,26W,2,2,3,1,0,BOGR,4,1,BOGR,2.5,0.5
,2020,9/30/2020,Fall,26W,2,2,6,4,2,BOGR,0,0,BARE,2,1
,2020,9/30/2020,Fall,26W,2,2,9,5,0,VUOC,10,2,VUOC,7.5,1
,2020,9/30/2020,Fall,26W,2,2,12,2,0,PASM,5,0,BOGR,3.5,0
,2020,9/30/2020,Fall,26W,2,2,15,3,1,BOGR,3,1,BOGR,3,1
,2020,9/30/2020,Fall,26W,2,2,18,10,1,BOGR,4,1,BOGR,7,1
,2020,9/30/2020,Fall,26W,2,2,21,4,1,VUOC,9,2,VUOC,6.5,1.5
,2020,9/30/2020,Fall,26W,2,2,24,5,1,PASM,10,1,PASM,7.5,1
,2020,9/30/2020,Fall,26W,2,3,3,11,2,PASM,5,2,BOGR,8,2
,2020,9/30/2020,Fall,26W,2,3,6,4,1,CADU,6,1,CADU,5,1
,2020,9/30/2020,Fall,26W,2,3,9,6,1,BOGR,8,1,BOGR,7,1
,2020,9/30/2020,Fall,26W,2,3,12,13,1,PASM,8,1,PASM,10.5,1
,2020,9/30/2020,Fall,26W,2,3,15,6,3,CADU,7,1,PASM,6.5,2
,2020,9/30/2020,Fall,26W,2,3,18,5,1,BOGR,6,1,BOGR,5.5,1
,2020,9/30/2020,Fall,26W,2,3,21,10,1,PASM,12,1,PASM,11,1
,2020,9/30/2020,Fall,26W,2,3,24,19,1,PASM,16,0,PASM,17.5,0.5
,2020,9/30/2020,Fall,26W,2,4,3,3,1,BOGR,2,1,CADU,2.5,1
,2020,9/30/2020,Fall,26W,2,4,6,15,1,PASM,12,2,PASM,13.5,1.5
,2020,9/30/2020,Fall,26W,2,4,9,5,2,OPPO,5,1,gusa,5,1.5
,2020,9/30/2020,Fall,26W,2,4,12,3,1,BOGR,2,1,BOGR,2.5,1
,2020,9/30/2020,Fall,26W,2,4,15,4,1,BOGR,1,1,BUDA,2.5,1
,2020,9/30/2020,Fall,26W,2,4,18,5,0,BOGR,0,0,BARE,2.5,0
,2020,9/30/2020,Fall,26W,2,4,21,3,1,BOGR,5,2,BOGR,4,1.5
,2020,9/30/2020,Fall,26W,2,4,24,10,1,PASM,14,2,PASM,12,1.5
,2020,9/30/2020,Fall,26W,3,1,3,5,2,BOGR,4,1,CADU,4.5,1.5
,2020,9/30/2020,Fall,26W,3,1,6,4,1,CADU,0,0,BARE,2,0.5
,2020,9/30/2020,Fall,26W,3,1,9,4,1,BOGR,5,1,CADU,4.5,1
,2020,9/30/2020,Fall,26W,3,1,12,4,1,VUOC,5,1,CADU,4.5,1
,2020,9/30/2020,Fall,26W,3,1,15,5,1,VUOC,5,1,VUOC,5,1
,2020,9/30/2020,Fall,26W,3,1,18,13,1,PASM,7,1,PASM,10,1
,2020,9/30/2020,Fall,26W,3,1,21,8,2,heco,13,1,BOGR,10.5,1.5
,2020,9/30/2020,Fall,26W,3,1,24,3,1,BOGR,7,0,VUOC,5,0.5
,2020,9/30/2020,Fall,26W,3,2,3,6,1,BOGR,7,1,BOGR,6.5,1
,2020,9/30/2020,Fall,26W,3,2,6,1,0,BOGR,0,0,BARE,0.5,0
,2020,9/30/2020,Fall,26W,3,2,9,2,1,BOGR,12,1,BOGR,7,1
,2020,9/30/2020,Fall,26W,3,2,12,4,1,BOGR,4,1,BOGR,4,1
,2020,9/30/2020,Fall,26W,3,2,15,10,1,VUOC,3,1,BOGR,6.5,1
,2020,9/30/2020,Fall,26W,3,2,18,9,2,VUOC,1,0,VUOC,5,1
,2020,9/30/2020,Fall,26W,3,2,21,4,1,VUOC,5,1,VUOC,4.5,1
,2020,9/30/2020,Fall,26W,3,2,24,2,1,BOGR,4,1,BOGR,3,1
,2020,9/30/2020,Fall,26W,3,3,3,6,1,CADU,14,1,BOGR,10,1
,2020,9/30/2020,Fall,26W,3,3,6,14,2,EREF,18,2,EREF,16,2
,2020,9/30/2020,Fall,26W,3,3,9,2,1,CADU,6,1,BOGR,4,1
,2020,9/30/2020,Fall,26W,3,3,12,10,1,BOGR,5,1,BOGR,7.5,1
,2020,9/30/2020,Fall,26W,3,3,15,25,1,EREF,18,2,EREF,21.5,1.5
,2020,9/30/2020,Fall,26W,3,3,18,8,2,BOGR,5,2,BOGR,6.5,2
,2020,9/30/2020,Fall,26W,3,3,21,4,2,BOGR,3,1,BOGR,3.5,1.5
,2020,9/30/2020,Fall,26W,3,3,24,5,1,CADU,7,1,BOGR,6,1
,2020,9/30/2020,Fall,26W,3,4,3,6,2,CADU,4,1,BOGR,5,1.5
,2020,9/30/2020,Fall,26W,3,4,6,11,1,VUOC,4,1,CADU,7.5,1
,2020,9/30/2020,Fall,26W,3,4,9,4,1,BOGR,2,1,BOGR,3,1
,2020,9/30/2020,Fall,26W,3,4,12,4,1,BOGR,3,1,BOGR,3.5,1
,2020,9/30/2020,Fall,26W,3,4,15,2,1,CADU,4,1,BOGR,3,1
,2020,9/30/2020,Fall,26W,3,4,18,5,2,CADU,7,2,BOGR,6,2
,2020,9/30/2020,Fall,26W,3,4,21,27,2,EREF,4,1,VUOC,15.5,1.5
,2020,9/30/2020,Fall,26W,3,4,24,2,2,VUOC,6,1,VUOC,4,1.5
,2020,9/30/2020,Fall,26W,4,1,3,19,1,heco,18,2,BOGR,18.5,1.5
,2020,9/30/2020,Fall,26W,4,1,6,7,1,CADU,5,1,CADU,6,1
,2020,9/30/2020,Fall,26W,4,1,9,8,1,CADU,8,1,HECO,8,1
,2020,9/30/2020,Fall,26W,4,1,12,16,10,ARPU,11,2,ARPU,13.5,6
,2020,9/30/2020,Fall,26W,4,1,15,18,2,HECO,10,1,HECO,14,1.5
,2020,9/30/2020,Fall,26W,4,1,18,7,1,CADU,6,1,BOGR,6.5,1
,2020,9/30/2020,Fall,26W,4,1,21,4,1,CADU,4,1,CADU,4,1
,2020,9/30/2020,Fall,26W,4,1,24,9,1,BOGR,6,2,VUOC,7.5,1.5
,2020,9/30/2020,Fall,26W,4,2,3,8,2,BOGR,6,1,VUOC,7,1.5
,2020,9/30/2020,Fall,26W,4,2,6,4,2,SPCO,16,1,EREF,10,1.5
,2020,9/30/2020,Fall,26W,4,2,9,21,1,BOGR,4,1,BOGR,12.5,1
,2020,9/30/2020,Fall,26W,4,2,12,6,1,heco,13,2,HECO,9.5,1.5
,2020,9/30/2020,Fall,26W,4,2,15,9,1,VUOC,7,1,OPPO,8,1
,2020,9/30/2020,Fall,26W,4,2,18,7,1,BOGR,5,1,VUOC,6,1
,2020,9/30/2020,Fall,26W,4,2,21,10,2,VUOC,8,2,BOGR,9,2
,2020,9/30/2020,Fall,26W,4,2,24,2,0,BOGR,4,2,CADU,3,1
,2020,9/30/2020,Fall,26W,4,3,3,8,1,VUOC,24,1,BOGR,16,1
,2020,9/30/2020,Fall,26W,4,3,6,4,1,VUOC,9,1,VUOC,6.5,1
,2020,9/30/2020,Fall,26W,4,3,9,5,1,CADU,15,1,BOGR,10,1
,2020,9/30/2020,Fall,26W,4,3,12,2,0,BOGR,2,1,BOGR,2,0.5
,2020,9/30/2020,Fall,26W,4,3,15,1,0,BOGR,6,1,BOGR,3.5,0.5
,2020,9/30/2020,Fall,26W,4,3,18,3,1,BOGR,5,1,VUOC,4,1
,2020,9/30/2020,Fall,26W,4,3,21,7,1,VUOC,4,1,BOGR,5.5,1
,2020,9/30/2020,Fall,26W,4,3,24,4,0,BOGR,6,3,GUSA,5,1.5
,2020,9/30/2020,Fall,26W,4,4,3,0,0,BARE,4,1,BOGR,2,0.5
,2020,9/30/2020,Fall,26W,4,4,6,6,1,VUOC,6,1,VUOC,6,1
,2020,9/30/2020,Fall,26W,4,4,9,5,2,OPPO,10,1,BOGR,7.5,1.5
,2020,9/30/2020,Fall,26W,4,4,12,3,1,BOGR,2,1,CADU,2.5,1
,2020,9/30/2020,Fall,26W,4,4,15,18,2,VUOC,5,4,OPPO,11.5,3
,2020,9/30/2020,Fall,26W,4,4,18,6,1,VUOC,4,1,BOGR,5,1
,2020,9/30/2020,Fall,26W,4,4,21,1,0,BOGR,2,1,CADU,1.5,0.5
,2020,9/30/2020,Fall,26W,4,4,24,12,1,BOGR,2,1,BOGR,7,1
,2020,10/8/2020,Fall,7NW,1,1,3,3,1,BOGR,3,1,BOGR,3,1
,2020,10/8/2020,Fall,7NW,1,1,6,2,1,BOGR,2,1,BOGR,2,1
,2020,10/8/2020,Fall,7NW,1,1,9,6,1,BOGR,2,1,BOGR,4,1
,2020,10/8/2020,Fall,7NW,1,1,12,1,1,BOGR,1,0,BOGR,1,0.5
,2020,10/8/2020,Fall,7NW,1,1,15,5,1,CIUN,5,0,BOGR,5,0.5
,2020,10/8/2020,Fall,7NW,1,1,18,1,0,BOGR,4,1,BOGR,2.5,0.5
,2020,10/8/2020,Fall,7NW,1,1,21,1,0,PASM,16,2,PASM,8.5,1
,2020,10/8/2020,Fall,7NW,1,1,24,16,1,PASM,4,0,PASM,10,0.5
,2020,10/8/2020,Fall,7NW,1,2,3,10,1,PASM,8,1,PASM,9,1
,2020,10/8/2020,Fall,7NW,1,2,6,14,2,PASM,16,2,PASM,15,2
,2020,10/8/2020,Fall,7NW,1,2,9,12,2,PASM,19,2,PASM,15.5,2
,2020,10/8/2020,Fall,7NW,1,2,12,21,1,PASM,16,1,PASM,18.5,1
,2020,10/8/2020,Fall,7NW,1,2,15,18,3,PASM,18,1,PASM,18,2
,2020,10/8/2020,Fall,7NW,1,2,18,13,1,PASM,11,1,PASM,12,1
,2020,10/8/2020,Fall,7NW,1,2,21,13,1,BOGR,12,1,PASM,12.5,1
,2020,10/8/2020,Fall,7NW,1,2,24,20,4,PASM,8,1,PASM,14,2.5
,2020,10/8/2020,Fall,7NW,1,3,3,12,1,PASM,24,2,PASM,18,1.5
,2020,10/8/2020,Fall,7NW,1,3,6,18,0,PASM,6,2,OPPO,12,1
,2020,10/8/2020,Fall,7NW,1,3,9,17,4,PASM,16,1,PASM,16.5,2.5
,2020,10/8/2020,Fall,7NW,1,3,12,14,1,PASM,16,3,PASM,15,2
,2020,10/8/2020,Fall,7NW,1,3,15,12,1,PASM,16,1,PASM,14,1
,2020,10/8/2020,Fall,7NW,1,3,18,24,2,PASM,20,1,PASM,22,1.5
,2020,10/8/2020,Fall,7NW,1,3,21,12,1,PASM,12,2,PASM,12,1.5
,2020,10/8/2020,Fall,7NW,1,3,24,20,1,PASM,11,0,PASM,15.5,0.5
,2020,10/8/2020,Fall,7NW,1,4,3,4,2,BOGR,4,1,BOGR,4,1.5
,2020,10/8/2020,Fall,7NW,1,4,6,1,1,BOGR,4,1,BOGR,2.5,1
,2020,10/8/2020,Fall,7NW,1,4,9,4,1,BOGR,4,1,BOGR,4,1
,2020,10/8/2020,Fall,7NW,1,4,12,6,2,HECO,6,1,BOGR,6,1.5
,2020,10/8/2020,Fall,7NW,1,4,15,6,1,BOGR,8,1,ARPU,7,1
,2020,10/8/2020,Fall,7NW,1,4,18,4,1,BOGR,2,1,BOGR,3,1
,2020,10/8/2020,Fall,7NW,1,4,21,12,1,EREF,4,1,BOGR,8,1
,2020,10/8/2020,Fall,7NW,1,4,24,8,1,HECO,10,1,HECO,9,1
,2020,10/8/2020,Fall,7NW,2,1,3,8,1,CADU,1,0,BOGR,4.5,0.5
,2020,10/8/2020,Fall,7NW,2,1,6,4,0,HECO,6,1,HECO,5,0.5
,2020,10/8/2020,Fall,7NW,2,1,9,7,1,heco,6,0,ELEL,6.5,0.5
,2020,10/8/2020,Fall,7NW,2,1,12,6,1,heco,3,1,BOGR,4.5,1
,2020,10/8/2020,Fall,7NW,2,1,15,3,1,BOGR,20,3,HECO,11.5,2
,2020,10/8/2020,Fall,7NW,2,1,18,4,1,BOGR,7,1,BOGR,5.5,1
,2020,10/8/2020,Fall,7NW,2,1,21,2,1,BOGR,4,2,BOGR,3,1.5
,2020,10/8/2020,Fall,7NW,2,1,24,3,1,BOGR,2,0,BOGR,2.5,0.5
,2020,10/8/2020,Fall,7NW,2,2,3,4,1,BOGR,4,1,BOGR,4,1
,2020,10/8/2020,Fall,7NW,2,2,6,3,1,BOGR,6,1,BOGR,4.5,1
,2020,10/8/2020,Fall,7NW,2,2,9,6,1,BOGR,2,1,BOGR,4,1
,2020,10/8/2020,Fall,7NW,2,2,12,4,1,BOGR,4,1,BOGR,4,1
,2020,10/8/2020,Fall,7NW,2,2,15,4,1,BOGR,5,1,BOGR,4.5,1
,2020,10/8/2020,Fall,7NW,2,2,18,2,1,BOGR,1,0,BOGR,1.5,0.5
,2020,10/8/2020,Fall,7NW,2,2,21,2,0,BOGR,2,0,BOGR,2,0
,2020,10/8/2020,Fall,7NW,2,2,24,4,1,BOGR,1,1,BOGR,2.5,1
,2020,10/8/2020,Fall,7NW,2,3,3,10,0,BOGR,11,1,BOGR,10.5,0.5
,2020,10/8/2020,Fall,7NW,2,3,6,3,1,BOGR,3,1,BOGR,3,1
,2020,10/8/2020,Fall,7NW,2,3,9,6,1,CADU,8,1,BOGR,7,1
,2020,10/8/2020,Fall,7NW,2,3,12,2,1,BOGR,4,1,BOGR,3,1
,2020,10/8/2020,Fall,7NW,2,3,15,6,1,BOGR,7,0,BOGR,6.5,0.5
,2020,10/8/2020,Fall,7NW,2,3,18,2,1,BOGR,2,0,BOGR,2,0.5
,2020,10/8/2020,Fall,7NW,2,3,21,2,0,BOGR,3,2,BOGR,2.5,1
,2020,10/8/2020,Fall,7NW,2,3,24,0,0,BARE,5,1,BOGR,2.5,0.5
,2020,10/8/2020,Fall,7NW,2,4,3,4,0,BOGR,8,1,BOGR,6,0.5
