Date,Pasture,Plot,Transect,Distance,High-E,Low-E,Spp-E,High-W,Low-W,Spp-W,MeanLowAll,ForageSppCheck,ForageSppCheck,LowFor-E,LowFor-W,MeanLowFor
10/29/15,19N,4,1,21,24,5,eref,33,8,stco,6.5,1,1,5,8,6.5
10/29/15,19N,4,1,24,32,10,stco,31,10,stco,10,1,1,10,10,10
10/29/15,19N,4,2,3,6,3,bogr,9,2,bogr,2.5,1,1,3,2,2.5
10/29/15,19N,4,2,6,14,2,bogr,15,4,bogr,3,1,1,2,4,3
10/29/15,19N,4,2,9,4,1,bogr,47,4,spcr,2.5,1,1,1,4,2.5
10/29/15,19N,4,2,12,9,1,bogr,18,2,bogr,1.5,1,1,1,2,1.5
10/29/15,19N,4,2,15,34,7,bogr,31,8,bogr,7.5,1,1,7,8,7.5
10/29/15,19N,4,2,18,6,3,dung,9,2,bogr,2.5,1,1,3,2,2.5
10/29/15,19N,4,2,21,21,2,spcr,29,8,unkf,5,1,1,2,8,5
10/29/15,19N,4,2,24,18,5,eref,22,2,oppo,3.5,1,1,5,2,3.5
10/29/15,19N,4,3,3,21,5,oppo,28,4,oppo,4.5,0,1,,4,
10/29/15,19N,4,3,6,23,5,oppo,20,2,oppo,3.5,0,1,,2,
10/29/15,19N,4,3,9,5,2,bogr,10,3,bogr,2.5,1,1,2,3,2.5
10/29/15,19N,4,3,12,5,2,bogr,7,2,bogr,2,1,1,2,2,2
10/29/15,19N,4,3,15,12,2,bogr,19,2,bogr,2,1,1,2,2,2
10/29/15,19N,4,3,18,22,1,bogr,7,2,bogr,1.5,1,1,1,2,1.5
10/29/15,19N,4,3,21,13,2,bogr,12,2,bogr,2,1,1,2,2,2
10/29/15,19N,4,3,24,9,1,bogr,20,2,bogr,1.5,1,1,1,2,1.5
10/29/15,19N,4,4,3,4,2,buda,11,2,buda,2,1,1,2,2,2
10/29/15,19N,4,4,6,32,5,pasm,12,3,buda,4,1,1,5,3,4
10/29/15,19N,4,4,9,5,2,buda,26,6,atca,4,1,0,2,,
10/29/15,19N,4,4,12,6,2,buda,13,2,pasm,2,1,1,2,2,2
10/29/15,19N,4,4,15,6,3,buda,12,2,buda,2.5,1,1,3,2,2.5
10/29/15,19N,4,4,18,5,2,buda,3,2,buda,2,1,1,2,2,2
10/29/15,19N,4,4,21,4,2,buda,4,2,buda,2,1,1,2,2,2
10/29/15,19N,4,4,24,4,2,buda,4,2,buda,2,1,1,2,2,2
10/13/15,20NW,1,1,3,30,5,PASM,34,6,STCO,5.5,1,1,5,6,5.5
10/13/15,20NW,1,1,6,28,3,OPPO,46,8,STCO,5.5,0,1,,8,
10/13/15,20NW,1,1,9,34,2,PASM,28,7,STCO,4.5,1,1,2,7,4.5
10/13/15,20NW,1,1,12,26,10,STCO,31,5,STCO,7.5,1,1,10,5,7.5
10/13/15,20NW,1,1,15,18,3,STCO,20,5,SPCR,4,1,1,3,5,4
10/13/15,20NW,1,1,18,12,1,STCO,22,4,SPCR,2.5,1,1,1,4,2.5
10/13/15,20NW,1,1,21,41,9,PASM,37,9,SPCR,9,1,1,9,9,9
10/13/15,20NW,1,1,24,38,5,STCO,21,5,SPCR,5,1,1,5,5,5
10/13/15,20NW,1,2,3,17,1,BOGR,14,3,BOGR,2,1,1,1,3,2
10/13/15,20NW,1,2,6,22,4,STCO,28,7,STCO,5.5,1,1,4,7,5.5
10/13/15,20NW,1,2,9,21,3,STCO,22,1,BOGR,2,1,1,3,1,2
10/13/15,20NW,1,2,12,22,4,BOGR,19,2,BOGR,3,1,1,4,2,3
10/13/15,20NW,1,2,15,25,3,STCO,22,3,STCO,3,1,1,3,3,3
10/13/15,20NW,1,2,18,26,7,STCO,19,5,STCO,6,1,1,7,5,6
10/13/15,20NW,1,2,21,22,4,STCO,23,2,BOGR,3,1,1,4,2,3
10/13/15,20NW,1,2,24,19,2,BOGR,21,3,BOGR,2.5,1,1,2,3,2.5
10/13/15,20NW,1,3,3,18,2,OPPO,11,2,BOGR,2,0,1,,2,
10/13/15,20NW,1,3,6,26,5,BOGR,41,5,SPCR,5,1,1,5,5,5
10/13/15,20NW,1,3,9,29,4,STCO,26,7,STCO,5.5,1,1,4,7,5.5
10/13/15,20NW,1,3,12,12,2,BOGR,32,9,BOGR,5.5,1,1,2,9,5.5
10/13/15,20NW,1,3,15,27,3,OPPO,14,3,STCO,3,0,1,,3,
10/13/15,20NW,1,3,18,12,4,STCO,24,6,BOGR,5,1,1,4,6,5
10/13/15,20NW,1,3,21,27,1,BOGR,13,3,BOGR,2,1,1,1,3,2
10/13/15,20NW,1,3,24,26,3,BOGR,14,3,BOGR,3,1,1,3,3,3
10/13/15,20NW,1,4,3,14,2,STCO,26,5,SPCR,3.5,1,1,2,5,3.5
10/13/15,20NW,1,4,6,18,3,STCO,30,5,SPCR,4,1,1,3,5,4
10/13/15,20NW,1,4,9,18,1,STCO,22,5,STCO,3,1,1,1,5,3
10/13/15,20NW,1,4,12,20,4,STCO,14,0,BARE,2,1,1,4,0,2
10/13/15,20NW,1,4,15,46,1,BOGR,20,3,SPCR,2,1,1,1,3,2
10/13/15,20NW,1,4,18,24,3,SPCR,20,3,SPCR,3,1,1,3,3,3
10/13/15,20NW,1,4,21,46,5,PASM,18,4,BOGR,4.5,1,1,5,4,4.5
10/13/15,20NW,1,4,24,18,2,LICH,22,5,BOGR,3.5,1,1,2,5,3.5
10/13/15,20NW,2,1,3,32,3,SPCR,29,5,BOGR,4,1,1,3,5,4
10/13/15,20NW,2,1,6,14,2,SPCR,25,5,SPCO,3.5,1,1,2,5,3.5
10/13/15,20NW,2,1,9,26,5,PASM,38,7,SPCO,6,1,1,5,7,6
10/13/15,20NW,2,1,12,32,0,SPCR,27,4,STCO,2,1,1,0,4,2
10/13/15,20NW,2,1,15,20,5,STCO,24,8,SPCR,6.5,1,1,5,8,6.5
10/13/15,20NW,2,1,18,34,5,SPCR,32,8,PLPA,6.5,1,1,5,8,6.5
10/13/15,20NW,2,1,21,40,2,PASM,30,4,SPCR,3,1,1,2,4,3
10/13/15,20NW,2,1,24,14,0,PASM,32,5,SPCR,2.5,1,1,0,5,2.5
10/13/15,20NW,2,2,3,31,4,BOGR,39,6,BOGR,5,1,1,4,6,5
10/13/15,20NW,2,2,6,39,5,STCO,22,7,SPCR,6,1,1,5,7,6
10/13/15,20NW,2,2,9,30,4,BOGR,58,8,STCO,6,1,1,4,8,6
10/13/15,20NW,2,2,12,32,10,STCO,23,6,STCO,8,1,1,10,6,8
10/13/15,20NW,2,2,15,44,3,BOGR,34,5,SPCR,4,1,1,3,5,4
10/13/15,20NW,2,2,18,34,7,SPCR,29,5,SPCR,6,1,1,7,5,6
10/13/15,20NW,2,2,21,25,2,BOGR,31,2,SPCR,2,1,1,2,2,2
10/13/15,20NW,2,2,24,32,8,STCO,28,7,STCO,7.5,1,1,8,7,7.5
10/13/15,20NW,2,3,3,37,8,SPCR,34,2,STCO,5,1,1,8,2,5
10/13/15,20NW,2,3,6,28,4,PASM,39,8,STCO,6,1,1,4,8,6
10/13/15,20NW,2,3,9,24,6,STCO,31,8,PASM,7,1,1,6,8,7
10/13/15,20NW,2,3,12,25,4,SPCR,24,3,PASM,3.5,1,1,4,3,3.5
10/13/15,20NW,2,3,15,16,2,SPCR,21,5,PASM,3.5,1,1,2,5,3.5
10/13/15,20NW,2,3,18,28,4,PASM,33,6,PASM,5,1,1,4,6,5
10/13/15,20NW,2,3,21,20,2,STCO,36,5,PASM,3.5,1,1,2,5,3.5
10/13/15,20NW,2,3,24,24,3,SPCR,42,10,YUGL,6.5,1,1,3,10,6.5
10/13/15,20NW,2,4,3,21,3,SPCR,17,5,STCO,4,1,1,3,5,4
10/13/15,20NW,2,4,6,30,5,SPCR,18,4,SPCR,4.5,1,1,5,4,4.5
10/13/15,20NW,2,4,9,42,10,STCO,29,8,STCO,9,1,1,10,8,9
10/13/15,20NW,2,4,12,24,6,STCO,27,5,SPCR,5.5,1,1,6,5,5.5
10/13/15,20NW,2,4,15,16,3,STCO,42,1,SPCR,2,1,1,3,1,2
10/13/15,20NW,2,4,18,28,6,STCO,18,3,BOGR,4.5,1,1,6,3,4.5
10/13/15,20NW,2,4,21,28,8,STCO,38,9,SPCR,8.5,1,1,8,9,8.5
10/13/15,20NW,2,4,24,29,2,STCO,56,7,SPCR,4.5,1,1,2,7,4.5
10/13/15,20NW,3,1,3,13,3,BOGR,37,3,BOGR,3,1,1,3,3,3
10/13/15,20NW,3,1,6,36,4,ARLO,15,2,BOGR,3,0,1,,2,
10/13/15,20NW,3,1,9,31,10,EREF,39,10,ARLO,10,1,1,10,10,10
10/13/15,20NW,3,1,12,29,3,SPCR,38,4,BOGR,3.5,1,1,3,4,3.5
10/13/15,20NW,3,1,15,32,4,BOGR,28,3,BOGR,3.5,1,1,4,3,3.5
10/13/15,20NW,3,1,18,30,2,BOGR,34,3,BOGR,2.5,1,1,2,3,2.5
10/13/15,20NW,3,1,21,21,2,BOGR,33,2,BOGR,2,1,1,2,2,2
10/13/15,20NW,3,1,24,39,0,bare,37,4,BOGR,2,1,1,0,4,2
10/13/15,20NW,3,2,3,12,2,PASM,20,2,PASM,2,1,1,2,2,2
10/13/15,20NW,3,2,6,22,7,PASM,20,5,LYJU,6,1,1,7,5,6
10/13/15,20NW,3,2,9,28,7,SPCR,22,6,SPCR,6.5,1,1,7,6,6.5
10/13/15,20NW,3,2,12,40,8,SPCR,44,6,SPCR,7,1,1,8,6,7
10/13/15,20NW,3,2,15,44,8,SPCR,30,3,SPCR,5.5,1,1,8,3,5.5
10/13/15,20NW,3,2,18,32,4,SPCR,32,6,SPCR,5,1,1,4,6,5
10/13/15,20NW,3,2,21,28,5,SPCR,43,8,SPCR,6.5,1,1,5,8,6.5
10/13/15,20NW,3,2,24,30,3,SPCR,19,3,BOGR,3,1,1,3,3,3
10/13/15,20NW,3,3,3,24,6,STCO,23,5,SPCR,5.5,1,1,6,5,5.5
10/13/15,20NW,3,3,6,28,4,PASM,20,3,STCO,3.5,1,1,4,3,3.5
10/13/15,20NW,3,3,9,26,4,SPCR,30,2,SPCR,3,1,1,4,2,3
10/13/15,20NW,3,3,12,20,8,LYJU,32,4,STCO,6,1,1,8,4,6
10/13/15,20NW,3,3,15,32,2,SPCR,24,4,UNKF,3,1,1,2,4,3
10/13/15,20NW,3,3,18,38,3,SPCR,32,6,ARLO,4.5,1,1,3,6,4.5
10/13/15,20NW,3,3,21,22,5,BOGR,14,3,STCO,4,1,1,5,3,4
10/13/15,20NW,3,3,24,14,3,STCO,31,5,SPCR,4,1,1,3,5,4
10/13/15,20NW,3,4,3,25,10,SPCR,45,7,SPCR,8.5,1,1,10,7,8.5
10/13/15,20NW,3,4,6,33,12,SPCR,29,6,SPCR,9,1,1,12,6,9
10/13/15,20NW,3,4,9,30,10,SPCR,23,4,SPCR,7,1,1,10,4,7
10/13/15,20NW,3,4,12,24,8,SPCR,28,2,BOGR,5,1,1,8,2,5
10/13/15,20NW,3,4,15,22,2,BOGR,30,1,BOGR,1.5,1,1,2,1,1.5
10/13/15,20NW,3,4,18,22,6,BOGR,27,4,STCO,5,1,1,6,4,5
10/13/15,20NW,3,4,21,31,10,STCO,28,4,STCO,7,1,1,10,4,7
10/13/15,20NW,3,4,24,21,6,BOGR,21,5,SPCR,5.5,1,1,6,5,5.5
10/9/15,20NW,4,1,3,15,2,BOGR,25,4,STCO,3,1,1,2,4,3
10/9/15,20NW,4,1,6,8,4,BOGR,49,13,SPCR,8.5,1,1,4,13,8.5
10/9/15,20NW,4,1,9,34,5,SPCR,19,4,SPCR,4.5,1,1,5,4,4.5
10/9/15,20NW,4,1,12,12,1,BOGR,28,6,BOGR,3.5,1,1,1,6,3.5
10/9/15,20NW,4,1,15,19,4,STCO,28,5,STCO,4.5,1,1,4,5,4.5
10/9/15,20NW,4,1,18,50,10,STCO,36,4,SPCR,7,1,1,10,4,7
10/9/15,20NW,4,1,21,35,9,SPCR,32,3,SPCR,6,1,1,9,3,6
10/9/15,20NW,4,1,24,31,3,SPCR,35,10,SPCR,6.5,1,1,3,10,6.5
10/9/15,20NW,4,2,3,30,4,STCO,14,3,SPCR,3.5,1,1,4,3,3.5
10/9/15,20NW,4,2,6,15,1,SPCR,40,4,SPCR,2.5,1,1,1,4,2.5
10/9/15,20NW,4,2,9,48,4,SPCR,34,6,LYJU,5,1,1,4,6,5
10/9/15,20NW,4,2,12,26,6,UNKF,21,4,SPCR,5,1,1,6,4,5
10/9/15,20NW,4,2,15,40,2,SPCR,8,0,BARE,1,1,1,2,0,1
10/9/15,20NW,4,2,18,27,1,SPCR,20,3,SPCR,2,1,1,1,3,2
10/9/15,20NW,4,2,21,30,2,SPCR,34,3,SPCR,2.5,1,1,2,3,2.5
10/9/15,20NW,4,2,24,26,3,STCO,38,4,SPCR,3.5,1,1,3,4,3.5
10/9/15,20NW,4,3,3,42,5,SPCR,30,4,SPCR,4.5,1,1,5,4,4.5
10/9/15,20NW,4,3,6,24,3,STCO,24,8,SPCR,5.5,1,1,3,8,5.5
10/9/15,20NW,4,3,9,26,4,LYJU,23,2,SPCR,3,1,1,4,2,3
10/9/15,20NW,4,3,12,18,3,BOGR,24,3,BOGR,3,1,1,3,3,3
10/9/15,20NW,4,3,15,25,3,BOGR,28,5,BOGR,4,1,1,3,5,4
10/9/15,20NW,4,3,18,25,3,STCO,20,2,SPCR,2.5,1,1,3,2,2.5
10/9/15,20NW,4,3,21,28,8,SPCR,18,2,STCO,5,1,1,8,2,5
10/9/15,20NW,4,3,24,24,2,SPCR,20,6,STCO,4,1,1,2,6,4
10/9/15,20NW,4,4,3,34,6,SPCR,30,6,SPCR,6,1,1,6,6,6
10/9/15,20NW,4,4,6,17,4,LYJU,25,6,SPCR,5,1,1,4,6,5
10/9/15,20NW,4,4,9,30,2,VUOC,40,7,SPCR,4.5,1,1,2,7,4.5
10/9/15,20NW,4,4,12,41,6,SPCR,39,6,BOGR,6,1,1,6,6,6
10/9/15,20NW,4,4,15,37,6,BOGR,30,4,LYJU,5,1,1,6,4,5
10/9/15,20NW,4,4,18,29,2,BOGR,18,3,BOGR,2.5,1,1,2,3,2.5
10/9/15,20NW,4,4,21,12,6,VUOC,28,4,BOGR,5,1,1,6,4,5
10/9/15,20NW,4,4,24,32,4,VUOC,35,3,BOGR,3.5,1,1,4,3,3.5
10/14/15,20NW,5,1,3,36,3,DISP,26,6,DISP,4.5,1,1,3,6,4.5
10/14/15,20NW,5,1,6,16,4,DISP,26,5,DISP,4.5,1,1,4,5,4.5
10/14/15,20NW,5,1,9,40,9,PASM,41,10,PASM,9.5,1,1,9,10,9.5
10/14/15,20NW,5,1,12,38,9,PASM,42,15,PASM,12,1,1,9,15,12
10/14/15,20NW,5,1,15,20,5,PASM,24,6,PASM,5.5,1,1,5,6,5.5
10/14/15,20NW,5,1,18,14,6,DISP,30,5,PASM,5.5,1,1,6,5,5.5
10/14/15,20NW,5,1,21,54,12,SPAI,36,9,PASM,10.5,1,1,12,9,10.5
10/14/15,20NW,5,1,24,38,6,PASM,38,10,PASM,8,1,1,6,10,8
10/14/15,20NW,5,2,3,40,10,PASM,41,20,PASM,15,1,1,10,20,15
10/14/15,20NW,5,2,6,46,10,SPCR,39,23,PASM,16.5,1,1,10,23,16.5
10/14/15,20NW,5,2,9,43,6,SPCR,78,21,SPAI,13.5,1,1,6,21,13.5
10/14/15,20NW,5,2,12,32,11,STCO,31,8,BOGR,9.5,1,1,11,8,9.5
10/14/15,20NW,5,2,15,26,9,STCO,25,7,SPAI,8,1,1,9,7,8
10/14/15,20NW,5,2,18,24,6,STCO,23,6,DISP,6,1,1,6,6,6
10/14/15,20NW,5,2,21,30,6,SPAI,26,10,DISP,8,1,1,6,10,8
10/14/15,20NW,5,2,24,32,4,LYJU,24,4,DISP,4,1,1,4,4,4
10/14/15,20NW,5,3,3,38,10,PASM,44,10,PASM,10,1,1,10,10,10
10/14/15,20NW,5,3,6,32,4,PASM,38,17,PASM,10.5,1,1,4,17,10.5
10/14/15,20NW,5,3,9,45,15,PASM,41,10,PASM,12.5,1,1,15,10,12.5
10/14/15,20NW,5,3,12,41,17,PASM,40,10,PASM,13.5,1,1,17,10,13.5
10/14/15,20NW,5,3,15,42,10,PASM,34,7,DISP,8.5,1,1,10,7,8.5
10/14/15,20NW,5,3,18,28,10,PASM,41,25,PASM,17.5,1,1,10,25,17.5
10/14/15,20NW,5,3,21,52,27,PASM,52,14,SPAI,20.5,1,1,27,14,20.5
10/14/15,20NW,5,3,24,30,4,SPAI,24,2,DISP,3,1,1,4,2,3
10/14/15,20NW,5,4,3,40,16,SPAI,44,14,PASM,15,1,1,16,14,15
10/14/15,20NW,5,4,6,76,20,PASM,38,13,PASM,16.5,1,1,20,13,16.5
10/14/15,20NW,5,4,9,42,12,PASM,54,12,PASM,12,1,1,12,12,12
10/14/15,20NW,5,4,12,40,10,PASM,38,15,PASM,12.5,1,1,10,15,12.5
10/14/15,20NW,5,4,15,40,7,PASM,40,10,SPAI,8.5,1,1,7,10,8.5
10/14/15,20NW,5,4,18,38,5,BOGR,22,6,BOGR,5.5,1,1,5,6,5.5
10/14/15,20NW,5,4,21,30,5,BOGR,18,3,DISP,4,1,1,5,3,4
10/14/15,20NW,5,4,24,30,6,PASM,38,6,PASM,6,1,1,6,6,6
10/14/15,20NW,6,1,3,35,9,PASM,48,21,PASM,15,1,1,9,21,15
10/14/15,20NW,6,1,6,41,15,PASM,36,11,PASM,13,1,1,15,11,13
10/14/15,20NW,6,1,9,42,14,PASM,50,9,PASM,11.5,1,1,14,9,11.5
10/14/15,20NW,6,1,12,50,19,PASM,47,21,PASM,20,1,1,19,21,20
10/14/15,20NW,6,1,15,27,7,PASM,30,5,BOGR,6,1,1,7,5,6
10/14/15,20NW,6,1,18,28,4,PASM,46,9,DISP,6.5,1,1,4,9,6.5
10/14/15,20NW,6,1,21,36,9,PASM,40,19,PASM,14,1,1,9,19,14
10/14/15,20NW,6,1,24,30,5,PASM,46,17,PASM,11,1,1,5,17,11
10/14/15,20NW,6,2,3,24,6,PASM,23,3,SPAI,4.5,1,1,6,3,4.5
10/14/15,20NW,6,2,6,26,7,BOGR,21,6,PASM,6.5,1,1,7,6,6.5
10/14/15,20NW,6,2,9,18,5,BOGR,17,4,BOGR,4.5,1,1,5,4,4.5
10/14/15,20NW,6,2,12,15,4,BOGR,14,3,BOGR,3.5,1,1,4,3,3.5
10/14/15,20NW,6,2,15,19,7,PASM,20,4,BOGR,5.5,1,1,7,4,5.5
10/14/15,20NW,6,2,18,22,5,BOGR,17,5,BOGR,5,1,1,5,5,5
10/14/15,20NW,6,2,21,22,4,BOGR,19,4,BOGR,4,1,1,4,4,4
10/14/15,20NW,6,2,24,30,6,PASM,31,4,BOGR,5,1,1,6,4,5
10/14/15,20NW,6,3,3,32,3,BOGR,32,9,PASM,6,1,1,3,9,6
10/14/15,20NW,6,3,6,40,10,PASM,34,10,PASM,10,1,1,10,10,10
10/14/15,20NW,6,3,9,43,12,PASM,49,20,PASM,16,1,1,12,20,16
10/14/15,20NW,6,3,12,36,8,PASM,36,10,SPAI,9,1,1,8,10,9
10/14/15,20NW,6,3,15,20,3,BOGR,39,3,DISP,3,1,1,3,3,3
10/14/15,20NW,6,3,18,34,21,PASM,45,15,PASM,18,1,1,21,15,18
10/14/15,20NW,6,3,21,28,10,PASM,25,12,PASM,11,1,1,10,12,11
10/14/15,20NW,6,3,24,30,18,PASM,33,4,PASM,11,1,1,18,4,11
10/14/15,20NW,6,4,3,34,11,PASM,28,15,CHNA,13,1,1,11,15,13
10/14/15,20NW,6,4,6,20,5,PASM,18,2,DISP,3.5,1,1,5,2,3.5
10/14/15,20NW,6,4,9,28,9,PASM,31,5,PASM,7,1,1,9,5,7
10/14/15,20NW,6,4,12,30,3,SPAI,20,2,SPAI,2.5,1,1,3,2,2.5
10/14/15,20NW,6,4,15,29,10,PASM,32,5,PASM,7.5,1,1,10,5,7.5
10/14/15,20NW,6,4,18,34,10,SPAI,24,3,PASM,6.5,1,1,10,3,6.5
10/14/15,20NW,6,4,21,27,5,BOGR,12,4,BOGR,4.5,1,1,5,4,4.5
10/14/15,20NW,6,4,24,41,9,BOGR,42,6,PASM,7.5,1,1,9,6,7.5
10/13/15,20SE,1,1,3,17,2,stco,24,7,stco,4.5,1,1,2,7,4.5
10/13/15,20SE,1,1,6,29,2,stco,24,4,stco,3,1,1,2,4,3
10/13/15,20SE,1,1,9,29,4,stco,22,4,stco,4,1,1,4,4,4
10/13/15,20SE,1,1,12,33,5,stco,30,7,stco,6,1,1,5,7,6
10/13/15,20SE,1,1,15,19,5,stco,9,1,stco,3,1,1,5,1,3
10/13/15,20SE,1,1,18,9,4,stco,18,3,stco,3.5,1,1,4,3,3.5
10/13/15,20SE,1,1,21,26,7,stco,39,6,stco,6.5,1,1,7,6,6.5
10/13/15,20SE,1,1,24,38,4,stco,34,8,stco,6,1,1,4,8,6
10/13/15,20SE,1,2,3,28,8,stco,21,1,stco,4.5,1,1,8,1,4.5
10/13/15,20SE,1,2,6,32,4,stco,31,4,stco,4,1,1,4,4,4
10/13/15,20SE,1,2,9,28,4,stco,25,3,stco,3.5,1,1,4,3,3.5
10/13/15,20SE,1,2,12,32,3,stco,24,4,stco,3.5,1,1,3,4,3.5
10/13/15,20SE,1,2,15,24,5,stco,48,5,stco,5,1,1,5,5,5
10/13/15,20SE,1,2,18,14,1,stco,15,2,stco,1.5,1,1,1,2,1.5
10/13/15,20SE,1,2,21,48,7,depi,31,4,stco,5.5,1,1,7,4,5.5
10/13/15,20SE,1,2,24,24,9,stco,48,5,stco,7,1,1,9,5,7
10/13/15,20SE,1,3,3,32,4,stco,31,10,stco,7,1,1,4,10,7
10/13/15,20SE,1,3,6,31,2,stco,39,8,stco,5,1,1,2,8,5
10/13/15,20SE,1,3,9,26,4,stco,34,4,stco,4,1,1,4,4,4
10/13/15,20SE,1,3,12,22,3,stco,38,6,stco,4.5,1,1,3,6,4.5
10/13/15,20SE,1,3,15,32,9,stco,54,11,stco,10,1,1,9,11,10
10/13/15,20SE,1,3,18,34,2,stco,48,9,stco,5.5,1,1,2,9,5.5
10/13/15,20SE,1,3,21,8,1,stco,25,2,stco,1.5,1,1,1,2,1.5
10/13/15,20SE,1,3,24,32,4,stco,25,7,stco,5.5,1,1,4,7,5.5
10/13/15,20SE,1,4,3,24,1,stco,20,3,stco,2,1,1,1,3,2
10/13/15,20SE,1,4,6,14,2,stco,28,2,stco,2,1,1,2,2,2
10/13/15,20SE,1,4,9,29,5,stco,31,7,stco,6,1,1,5,7,6
10/13/15,20SE,1,4,12,23,4,stco,24,3,stco,3.5,1,1,4,3,3.5
10/13/15,20SE,1,4,15,18,3,meof,25,7,stco,5,1,1,3,7,5
10/13/15,20SE,1,4,18,37,2,stco,29,10,stco,6,1,1,2,10,6
10/13/15,20SE,1,4,21,37,4,stco,34,9,stco,6.5,1,1,4,9,6.5
10/13/15,20SE,1,4,24,23,5,stco,60,9,stco,7,1,1,5,9,7
10/13/15,20SE,2,1,3,30,2,stco,38,6,pste,4,1,1,2,6,4
10/13/15,20SE,2,1,6,32,1,stco,18,3,stco,2,1,1,1,3,2
10/13/15,20SE,2,1,9,6,2,stco,31,2,stco,2,1,1,2,2,2
10/13/15,20SE,2,1,12,22,2,stco,24,1,stco,1.5,1,1,2,1,1.5
10/13/15,20SE,2,1,15,22,4,stco,48,4,stco,4,1,1,4,4,4
10/13/15,20SE,2,1,18,14,2,stco,21,5,stco,3.5,1,1,2,5,3.5
10/13/15,20SE,2,1,21,22,1,stco,28,6,stco,3.5,1,1,1,6,3.5
10/13/15,20SE,2,1,24,24,3,stco,39,8,spcr,5.5,1,1,3,8,5.5
10/13/15,20SE,2,2,3,24,1,stco,23,2,stco,1.5,1,1,1,2,1.5
10/13/15,20SE,2,2,6,25,3,bogr,46,8,stco,5.5,1,1,3,8,5.5
10/13/15,20SE,2,2,9,41,7,stco,34,7,stco,7,1,1,7,7,7
10/13/15,20SE,2,2,12,48,8,spcr,51,13,stco,10.5,1,1,8,13,10.5
10/13/15,20SE,2,2,15,31,11,stco,44,12,stco,11.5,1,1,11,12,11.5
10/13/15,20SE,2,2,18,44,9,stco,45,8,stco,8.5,1,1,9,8,8.5
10/13/15,20SE,2,2,21,34,3,spcr,34,4,stco,3.5,1,1,3,4,3.5
10/13/15,20SE,2,2,24,13,4,stco,29,4,stco,4,1,1,4,4,4
10/13/15,20SE,2,3,3,22,3,stco,39,7,stco,5,1,1,3,7,5
10/13/15,20SE,2,3,6,17,6,stco,23,2,stco,4,1,1,6,2,4
10/13/15,20SE,2,3,9,25,6,stco,21,9,stco,7.5,1,1,6,9,7.5
10/13/15,20SE,2,3,12,39,8,stco,33,10,stco,9,1,1,8,10,9
10/13/15,20SE,2,3,15,22,3,stco,14,3,stco,3,1,1,3,3,3
10/13/15,20SE,2,3,18,33,8,stco,32,4,stco,6,1,1,8,4,6
10/13/15,20SE,2,3,21,27,2,stco,30,3,stco,2.5,1,1,2,3,2.5
10/13/15,20SE,2,3,24,25,4,stco,31,5,stco,4.5,1,1,4,5,4.5
10/13/15,20SE,2,4,3,32,8,stco,61,9,stco,8.5,1,1,8,9,8.5
10/13/15,20SE,2,4,6,35,21,stco,49,8,meof,14.5,1,1,21,8,14.5
10/13/15,20SE,2,4,9,13,2,stco,31,2,stco,2,1,1,2,2,2
10/13/15,20SE,2,4,12,27,7,stco,32,8,stco,7.5,1,1,7,8,7.5
10/13/15,20SE,2,4,15,30,9,stco,22,7,stco,8,1,1,9,7,8
10/13/15,20SE,2,4,18,32,6,stco,43,8,stco,7,1,1,6,8,7
10/13/15,20SE,2,4,21,40,2,stco,56,8,stco,5,1,1,2,8,5
10/13/15,20SE,2,4,24,31,4,stco,40,9,meof,6.5,1,1,4,9,6.5
10/28/15,20SE,3,1,3,29,4,stco,31,9,stco,6.5,1,1,4,9,6.5
10/28/15,20SE,3,1,6,39,4,stco,25,5,stco,4.5,1,1,4,5,4.5
10/28/15,20SE,3,1,9,12,0,stco,27,5,arlo,2.5,1,1,0,5,2.5
10/28/15,20SE,3,1,12,10,3,bogr,27,3,meof,3,1,1,3,3,3
10/28/15,20SE,3,1,15,18,5,meof,14,3,bogr,4,1,1,5,3,4
10/28/15,20SE,3,1,18,32,7,meof,41,5,meof,6,1,1,7,5,6
10/28/15,20SE,3,1,21,11,3,bogr,24,2,bogr,2.5,1,1,3,2,2.5
10/28/15,20SE,3,1,24,21,7,meof,26,6,bogr,6.5,1,1,7,6,6.5
10/28/15,20SE,3,2,3,28,9,bogr,32,9,stco,9,1,1,9,9,9
10/28/15,20SE,3,2,6,15,7,ciun,7,0,stco,3.5,1,1,7,0,3.5
10/28/15,20SE,3,2,9,23,1,bogr,39,2,stco,1.5,1,1,1,2,1.5
10/28/15,20SE,3,2,12,20,11,stco,30,7,stco,9,1,1,11,7,9
10/28/15,20SE,3,2,15,32,7,bogr,21,4,stco,5.5,1,1,7,4,5.5
10/28/15,20SE,3,2,18,8,3,bogr,19,3,bogr,3,1,1,3,3,3
10/28/15,20SE,3,2,21,16,4,bogr,24,4,stco,4,1,1,4,4,4
10/28/15,20SE,3,2,24,26,3,stco,34,5,stco,4,1,1,3,5,4
10/28/15,20SE,3,3,3,30,3,stco,22,3,stco,3,1,1,3,3,3
10/28/15,20SE,3,3,6,21,5,meof,24,4,stco,4.5,1,1,5,4,4.5
10/28/15,20SE,3,3,9,27,8,stco,29,4,stco,6,1,1,8,4,6
10/28/15,20SE,3,3,12,33,7,stco,41,7,meof,7,1,1,7,7,7
10/28/15,20SE,3,3,15,42,9,stco,43,4,stco,6.5,1,1,9,4,6.5
