Date,Pasture,Plot,Transect,Distance,High East,Low East,Spp East,High West,Low West,Spp West,MeanHigh,MeanLow,Notes,,,,,
10/2/18,7NW,3,3,15,11,2,HECO,26,3,HECO,,,,,,,,
10/2/18,7NW,3,3,18,12,5,HECO,7,2,DUNG,,,,,,,,
10/2/18,7NW,3,3,21,8,1,HECO,28,4,HECO,,,,,,,,
10/2/18,7NW,3,3,24,14,2,HECO,40,5,HECO,,,,,,,,
10/2/18,7NW,3,4,3,8,2,VUOC,12,3,EREF,,,,,,,,
10/2/18,7NW,3,4,6,12,1,HECO,14,1,ARPU,,,,,,,,
10/2/18,7NW,3,4,9,10,2,BOGR,11,3,BOGR,,,,,,,,
10/2/18,7NW,3,4,12,8,2,BOGR,5,2,VUOC,,,,,,,,
10/2/18,7NW,3,4,15,6,1,ARFR,6,1,BOGR,,,,,,,,
10/2/18,7NW,3,4,18,15,1,HECO,34,5,HECO,,,,,,,,
10/2/18,7NW,3,4,21,28,3,PASM,18,2,PASM,,,,,,,,
10/2/18,7NW,3,4,24,24,3,HECO,16,4,HECO,,,,,,,,
10/2/18,7NW,4,1,3,9,0,BOGR,5,1,BOGR,,,,,,,,
10/2/18,7NW,4,1,6,5,1,BOGR,6,1,BOGR,,,,,,,,
10/2/18,7NW,4,1,9,4,1,BOGR,18,2,PASM,,,,,,,,
10/2/18,7NW,4,1,12,6,1,BOGR,4,1,BOGR,,,,,,,,
10/2/18,7NW,4,1,15,1,0,BOGR,12,0,BOGR,,,,,,,,
10/2/18,7NW,4,1,18,5,2,BOGR,4,0,BOGR,,,,,,,,
10/2/18,7NW,4,1,21,6,1,ELEL,8,0,BOGR,,,,,,,,
10/2/18,7NW,4,1,24,10,2,VUOC,14,0,BOGR,,,,,,,,
10/2/18,7NW,4,2,3,8,3,BOGR,11,2,EREF,,,,,,,,
10/2/18,7NW,4,2,6,2,1,BOGR,2,0,BOGR,,,,,,,,
10/2/18,7NW,4,2,9,14,4,EREF,4,2,BOGR,,,,,,,,
10/2/18,7NW,4,2,12,2,1,HECO,12,5,HECO,,,,,,,,
10/2/18,7NW,4,2,15,4,0,BOGR,10,2,ARFR,,,,,,,,
10/2/18,7NW,4,2,18,20,2,BOGR,14,0,BOGR,,,,,,,,
10/2/18,7NW,4,2,21,15,2,ELEL,6,1,BOGR,,,,,,,,
10/2/18,7NW,4,2,24,14,1,BOGR,14,1,HECO,,,,,,,,
10/2/18,7NW,4,3,3,11,3,OPPO,11,4,BOGR,,,,,,,,
10/2/18,7NW,4,3,6,6,1,BOGR,24,6,HECO,,,,,,,,
10/2/18,7NW,4,3,9,7,2,BOGR,8,2,BOGR,,,,,,,,
10/2/18,7NW,4,3,12,4,1,BOGR,2,1,BOGR,,,,,,,,
10/2/18,7NW,4,3,15,8,4,BOGR,9,2,BOGR,,,,,,,,
10/2/18,7NW,4,3,18,11,5,ELEL,28,7,OPPO,,,,,,,,
10/2/18,7NW,4,3,21,5,1,BOGR,4,1,BOGR,,,,,,,,
10/2/18,7NW,4,3,24,3,1,BOGR,1,0,BOGR,,,,,,,,
10/2/18,7NW,4,4,3,21,2,HECO,41,3,OPPO,,,,,,,,
10/2/18,7NW,4,4,6,54,4,HECO,34,1,HECO,,,,,,,,
10/2/18,7NW,4,4,9,41,2,BOGR,22,1,BOGR,,,,,,,,
10/2/18,7NW,4,4,12,29,4,HECO,8,1,BOGR,,,,,,,,
10/2/18,7NW,4,4,15,21,2,BOGR,62,0,HECO,,,,,,,,
10/2/18,7NW,4,4,18,39,1,BOGR,31,2,BOGR,,,,,,,,
10/2/18,7NW,4,4,21,45,1,BOGR,34,2,OPPO,,,,,,,,
10/2/18,7NW,4,4,24,35,2,BOGR,42,2,BOGR,,,,,,,,
10/2/18,7NW,5,1,3,27,1,PASM,21,2,PASM,,,,,,,,
10/2/18,7NW,5,1,6,19,3,ATCA,2,1,PASM,,,,,,,,
10/2/18,7NW,5,1,9,16,1,PASM,49,11,ATCA,,,,,,,,
10/2/18,7NW,5,1,12,31,3,HECO,21,2,PASM,,,,,,,,
10/2/18,7NW,5,1,15,23,4,EVNU,19,1,OPPO,,,,,,,,
10/2/18,7NW,5,1,18,18,2,PASM,28,3,PASM,,,,,,,,
10/2/18,7NW,5,1,21,25,5,OPPO,21,2,HECO,,,,,,,,
10/2/18,7NW,5,1,24,25,5,PASM,18,3,PASM,,,,,,,,
10/2/18,7NW,5,2,3,9,2,DISP,12,3,DISP,,,,,,,,
10/2/18,7NW,5,2,6,15,5,DISP,12,1,DISP,,,,,,,,
10/2/18,7NW,5,2,9,6,1,DISP,5,2,BOGR,,,,,,,,
10/2/18,7NW,5,2,12,5,1,BOGR,21,3,ATCA,,,,,,,,
10/2/18,7NW,5,2,15,10,4,OPPO,23,5,DISP,,,,,,,,
10/2/18,7NW,5,2,18,11,2,DISP,13,5,DISP,,,,,,,,
10/2/18,7NW,5,2,21,8,2,DISP,8,2,DISP,,,,,,,,
10/2/18,7NW,5,2,24,21,1,DISP,8,2,DISP,,,,,,,,
10/2/18,7NW,5,3,3,13,1,PASM,10,3,PASM,,,,,,,,
10/2/18,7NW,5,3,6,8,0,HEVI,11,1,BOGR,,,,,,,,
10/2/18,7NW,5,3,9,12,1,BOGR,27,2,PASM,,,,,,,,
10/2/18,7NW,5,3,12,11,2,ARPU,10,3,BOGR,,,,,,,,
10/2/18,7NW,5,3,15,15,4,GUSA,29,3,PASM,,,,,,,,
10/2/18,7NW,5,3,18,27,2,PASM,27,2,PASM,,,,,,,,
10/2/18,7NW,5,3,21,13,1,BOGR,19,2,BOGR,,,,,,,,
10/2/18,7NW,5,3,24,24,1,PASM,25,5,ATCA,,,,,,,,
10/2/18,7NW,5,4,3,2,1,BOGR,9,1,BOGR,,,,,,,,
10/2/18,7NW,5,4,6,13,4,OPPO,2,1,DISP,,,,,,,,
10/2/18,7NW,5,4,9,30,5,ATCA,6,1,DISP,,,,,,,,
10/2/18,7NW,5,4,12,20,3,OPPO,12,1,DISP,,,,,,,,
10/2/18,7NW,5,4,15,44,5,ATCA,1,0,DISP,,,,,,,,
10/2/18,7NW,5,4,18,6,1,BOGR,6,1,DISP,,,,,,,,
10/2/18,7NW,5,4,21,2,1,BOGR,2,0,BOGR,,,,,,,,
10/2/18,7NW,5,4,24,20,2,DISP,18,3,CIUN,,,,,,,,
10/2/18,7NW,6,1,3,20,2,PASM,19,3,PASM,,,,,,,,
10/2/18,7NW,6,1,6,11,2,PASM,20,4,PASM,,,,,,,,
10/2/18,7NW,6,1,9,13,2,PASM,18,5,ATCA,,,,,,,,
10/2/18,7NW,6,1,12,19,3,PASM,4,0,BOGR,,,,,,,,
10/2/18,7NW,6,1,15,12,2,BOGR,12,3,OPPO,,,,,,,,
10/2/18,7NW,6,1,18,13,1,BOGR,19,2,PASM,,,,,,,,
10/2/18,7NW,6,1,21,21,4,BOGR,16,3,BOGR,,,,,,,,
10/2/18,7NW,6,1,24,5,1,BOGR,11,2,BOGR,,,,,,,,
10/2/18,7NW,6,2,3,29,9,HECO,22,8,PASM,,,,,,,,
10/2/18,7NW,6,2,6,27,2,OPPO,19,5,PASM,,,,,,,,
10/2/18,7NW,6,2,9,25,3,ARFR,14,2,PASM,,,,,,,,
10/2/18,7NW,6,2,12,11,1,DISP,21,0,DISP,,,,,,,,
10/2/18,7NW,6,2,15,20,1,PASM,10,3,PASM,,,,,,,,
10/2/18,7NW,6,2,18,22,3,PASM,16,2,PASM,,,,,,,,
10/2/18,7NW,6,2,21,19,2,OPPO,5,1,BOGR,,,,,,,,
10/2/18,7NW,6,2,24,9,0,PASM,22,1,PASM,,,,,,,,
10/2/18,7NW,6,3,3,4,1,BOGR,2,1,BOGR,,,,,,,,
10/2/18,7NW,6,3,6,4,0,BOGR,5,1,BOGR,,,,,,,,
10/2/18,7NW,6,3,9,8,2,BOGR,2,1,BOGR,,,,,,,,
10/2/18,7NW,6,3,12,4,0,BOGR,1,0,BOGR,,,,,,,,
10/2/18,7NW,6,3,15,8,1,BOGR,2,0,BOGR,,,,,,,,
10/2/18,7NW,6,3,18,4,1,BOGR,1,0,BOGR,,,,,,,,
10/2/18,7NW,6,3,21,8,2,SPAI,4,1,BOGR,,,,,,,,
10/2/18,7NW,6,3,24,2,1,BOGR,5,1,BOGR,,,,,,,,
10/2/18,7NW,6,4,3,19,2,PASM,23,4,PASM,,,,,,,,
10/2/18,7NW,6,4,6,22,5,PASM,21,5,PASM,,,,,,,,
10/2/18,7NW,6,4,9,22,3,PASM,8,3,ARFR,,,,,,,,
10/2/18,7NW,6,4,12,25,4,PASM,12,1,PASM,,,,,,,,
10/2/18,7NW,6,4,15,15,5,PASM,15,8,PASM,,,,,,,,
10/2/18,7NW,6,4,18,20,5,PASM,13,9,OPPO,,,,,,,,
10/2/18,7NW,6,4,21,24,9,PASM,18,3,PASM,,,,,,,,
10/2/18,7NW,6,4,24,24,8,PASM,30,5,PASM,,,,,,,,
9/26/18,7SE,1,1,3,8,0,BOGR,11,2,BOGR,,,,,,,,
9/26/18,7SE,1,1,6,6,1,BOGR,3,2,VUOC,,,,,,,,
9/26/18,7SE,1,1,9,2,1,BOGR,3,1,BOGR,,,,,,,,
9/26/18,7SE,1,1,12,16,1,BOGR,13,2,BOGR,,,,,,,,
9/26/18,7SE,1,1,15,3,0,BOGR,6,2,BOGR,,,,,,,,
9/26/18,7SE,1,1,18,1,0,BOGR,1,0,BOGR,,,,,,,,
9/26/18,7SE,1,1,21,10,2,BOGR,9,1,BOGR,,,,,,,,
9/26/18,7SE,1,1,24,7,0,VUOC,10,2,BOGR,,,,,,,,
9/26/18,7SE,1,2,3,7,2,EREF,8,1,BOGR,,,,,,,,
9/26/18,7SE,1,2,6,11,3,OPPO,7,2,ELEL,,,,,,,,
9/26/18,7SE,1,2,9,4,1,BOGR,10,3,HECO,,,,,,,,
9/26/18,7SE,1,2,12,11,2,OPPO,8,6,OPPO,,,,,,,,
9/26/18,7SE,1,2,15,9,2,BOGR,5,1,BOGR,,,,,,,,
9/26/18,7SE,1,2,18,0,0,BARE,11,1,BOGR,,,,,,,,
9/26/18,7SE,1,2,21,19,2,BOGR,8,2,BOGR,,,,,,,,
9/26/18,7SE,1,2,24,0,0,BARE,0,0,BARE,,,,,,,,
9/26/18,7SE,1,3,3,1,0,BOGR,6,2,BOGR,,,,,,,,
9/26/18,7SE,1,3,6,6,1,BOGR,4,2,BOGR,,,,,,,,
9/26/18,7SE,1,3,9,4,1,BOGR,8,2,BOGR,,,,,,,,
9/26/18,7SE,1,3,12,5,1,BOGR,3,0,BOGR,,,,,,,,
9/26/18,7SE,1,3,15,0,0,BARE,15,2,BOGR,,,,,,,,
9/26/18,7SE,1,3,18,2,1,BOGR,3,0,BOGR,,,,,,,,
9/26/18,7SE,1,3,21,9,2,BOGR,5,1,BOGR,,,,,,,,
9/26/18,7SE,1,3,24,3,1,BOGR,6,2,BOGR,,,,,,,,
9/26/18,7SE,1,4,3,3,2,BOGR,6,0,BOGR,,,,,,,,
9/26/18,7SE,1,4,6,6,2,ARPU,1,0,BOGR,,,,,,,,
9/26/18,7SE,1,4,9,22,3,VUOC,13,0,VUOC,,,,,,,,
9/26/18,7SE,1,4,12,1,0,BOGR,5,2,BOGR,,,,,,,,
9/26/18,7SE,1,4,15,4,2,BOGR,5,0,BOGR,,,,,,,,
9/26/18,7SE,1,4,18,3,1,BOGR,3,1,BOGR,,,,,,,,
9/26/18,7SE,1,4,21,3,0,BOGR,4,2,BOGR,,,,,,,,
9/26/18,7SE,1,4,24,2,1,BOGR,6,2,BOGR,,,,,,,,
9/26/18,7SE,2,1,3,8,2,BOGR,12,3,OPPO,,,,,,,,
9/26/18,7SE,2,1,6,4,1,BOGR,3,1,BOGR,,,,,,,,
9/26/18,7SE,2,1,9,8,1,BOGR,11,2,ELEL,,,,,,,,
9/26/18,7SE,2,1,12,19,4,BOGR,4,1,BOGR,,,,,,,,
9/26/18,7SE,2,1,15,22,2,VUOC,3,1,BOGR,,,,,,,,
9/26/18,7SE,2,1,18,11,3,VUOC,17,3,EREF,,,,,,,,
9/26/18,7SE,2,1,21,4,1,BOGR,6,2,BOGR,,,,,,,,
9/26/18,7SE,2,1,24,5,1,BOGR,9,3,HECO,,,,,,,,
9/26/18,7SE,2,2,3,4,1,BOGR,5,1,BOGR,,,,,,,,
9/26/18,7SE,2,2,6,21,2,VUOC,11,1,BOGR,,,,,,,,
9/26/18,7SE,2,2,9,4,0,BOGR,2,0,BOGR,,,,,,,,
9/26/18,7SE,2,2,12,8,1,BOGR,3,1,BOGR,,,,,,,,
9/26/18,7SE,2,2,15,12,1,BOGR,8,2,BOGR,,,,,,,,
9/26/18,7SE,2,2,18,11,2,VUOC,13,2,BOGR,,,,,,,,
9/26/18,7SE,2,2,21,8,1,BOGR,11,2,BOGR,,,,,,,,
9/26/18,7SE,2,2,24,2,0,BOGR,5,1,BOGR,,,,,,,,
9/26/18,7SE,2,3,3,7,2,BOGR,8,1,BOGR,,,,,,,,
9/26/18,7SE,2,3,6,4,1,BOGR,4,1,BOGR,,,,,,,,
9/26/18,7SE,2,3,9,4,2,BOGR,7,1,OPPO,,,,,,,,
9/26/18,7SE,2,3,12,5,2,BOGR,6,2,BOGR,,,,,,,,
9/26/18,7SE,2,3,15,6,2,BOGR,4,1,BOGR,,,,,,,,
9/26/18,7SE,2,3,18,4,1,BOGR,5,2,BOGR,,,,,,,,
9/26/18,7SE,2,3,21,12,2,BOGR,8,1,OPPO,,,,,,,,
9/26/18,7SE,2,3,24,5,2,BOGR,6,2,BOGR,,,,,,,,
9/26/18,7SE,2,4,3,9,2,BOGR,7,2,BOGR,,,,,,,,
9/26/18,7SE,2,4,6,20,3,ARPU,8,2,BOGR,,,,,,,,
9/26/18,7SE,2,4,9,5,1,BOGR,3,1,BOGR,,,,,,,,
9/26/18,7SE,2,4,12,12,3,OPPO,12,1,BOGR,,,,,,,,
9/26/18,7SE,2,4,15,12,1,BOGR,12,2,VUOC,,,,,,,,
9/26/18,7SE,2,4,18,12,1,BOGR,8,1,BOGR,,,,,,,,
9/26/18,7SE,2,4,21,13,2,PASM,12,2,BOGR,,,,,,,,
9/26/18,7SE,2,4,24,10,2,BOGR,13,4,BOGR,,,,,,,,
9/26/18,7SE,3,1,3,9,2,VUOC,9,1,BOGR,,,,,,,,
9/26/18,7SE,3,1,6,9,2,VUOC,9,2,BOGR,,,,,,,,
9/26/18,7SE,3,1,9,6,3,BOGR,3,1,BOGR,,,,,,,,
9/26/18,7SE,3,1,12,11,3,PASM,5,1,BOGR,,,,,,,,
9/26/18,7SE,3,1,15,12,1,PASM,1,0,BOGR,,,,,,,,
9/26/18,7SE,3,1,18,9,3,PASM,22,2,PASM,,,,,,,,
9/26/18,7SE,3,1,21,10,3,VUOC,15,2,BOGR,,,,,,,,
9/26/18,7SE,3,1,24,12,3,VUOC,13,3,OPPO,,,,,,,,
9/26/18,7SE,3,2,3,8,2,BOGR,23,5,HECO,,,,,,,,
9/26/18,7SE,3,2,6,18,2,BOGR,4,2,BOGR,,,,,,,,
9/26/18,7SE,3,2,9,2,0,BOGR,3,2,BOGR,,,,,,,,
9/26/18,7SE,3,2,12,12,2,BOGR,8,2,BOGR,,,,,,,,
9/26/18,7SE,3,2,15,13,2,VUOC,12,3,BOGR,,,,,,,,
9/26/18,7SE,3,2,18,5,2,BOGR,11,1,BOGR,,,,,,,,
9/26/18,7SE,3,2,21,22,5,VUOC,6,2,BOGR,,,,,,,,
9/26/18,7SE,3,2,24,10,2,BOGR,5,1,BOGR,,,,,,,,
9/26/18,7SE,3,3,3,7,1,BOGR,4,1,BOGR,,,,,,,,
9/26/18,7SE,3,3,6,8,2,BOGR,9,2,BOGR,,,,,,,,
9/26/18,7SE,3,3,9,2,2,OPPO,5,1,BOGR,,,,,,,,
9/26/18,7SE,3,3,12,19,2,VUOC,9,1,BOGR,,,,,,,,
9/26/18,7SE,3,3,15,7,2,BOGR,9,2,BOGR,,,,,,,,
9/26/18,7SE,3,3,18,11,1,VUOC,10,2,VUOC,,,,,,,,
9/26/18,7SE,3,3,21,9,2,VUOC,7,2,VUOC,,,,,,,,
9/26/18,7SE,3,3,24,8,3,OPPO,8,1,BOGR,,,,,,,,
9/26/18,7SE,3,4,3,23,2,BOGR,4,1,BOGR,,,,,,,,
9/26/18,7SE,3,4,6,14,2,BOGR,21,4,OPPO,,,,,,,,
9/26/18,7SE,3,4,9,25,8,PASM,5,2,BOGR,,,,,,,,
9/26/18,7SE,3,4,12,9,3,PASM,14,1,BOGR,,,,,,,,
9/26/18,7SE,3,4,15,9,2,VUOC,12,1,VUOC,,,,,,,,
9/26/18,7SE,3,4,18,3,1,BOGR,11,0,BOGR,,,,,,,,
9/26/18,7SE,3,4,21,5,1,BOGR,1,0,BOGR,,,,,,,,
9/26/18,7SE,3,4,24,14,5,ELEL,3,2,BOGR,,,,,,,,
9/27/18,7SE,4,1,3,3,1,BOGR,10,1,ARPU,,,,,,,,
9/27/18,7SE,4,1,6,14,1,BOGR,11,2,BOGR,,,,,,,,
9/27/18,7SE,4,1,9,4,0,BOGR,4,1,BOGR,,,,,,,,
9/27/18,7SE,4,1,12,5,0,BOGR,3,1,VUOC,,,,,,,,
9/27/18,7SE,4,1,15,3,1,BOGR,4,0,BOGR,,,,,,,,
9/27/18,7SE,4,1,18,4,0,BOGR,2,0,BOGR,,,,,,,,
9/27/18,7SE,4,1,21,1,0,BOGR,12,2,BOGR,,,,,,,,
9/27/18,7SE,4,1,24,6,2,BOGR,9,1,VUOC,,,,,,,,
9/27/18,7SE,4,2,3,2,0,BOGR,3,1,BOGR,,,,,,,,
9/27/18,7SE,4,2,6,1,0,BOGR,1,0,BOGR,,,,,,,,
9/27/18,7SE,4,2,9,2,1,BOGR,3,2,BOGR,,,,,,,,
9/27/18,7SE,4,2,12,21,0,BOGR,2,1,BOGR,,,,,,,,
9/27/18,7SE,4,2,15,21,3,OPPO,10,1,BOGR,,,,,,,,
9/27/18,7SE,4,2,18,14,1,OPPO,19,1,BOGR,,,,,,,,
9/27/18,7SE,4,2,21,2,0,BOGR,4,1,EREF,,,,,,,,
9/27/18,7SE,4,2,24,14,5,OPPO,8,2,OPPO,,,,,,,,
9/27/18,7SE,4,3,3,41,1,PASM,39,5,HECO,,,,,,,,
9/27/18,7SE,4,3,6,16,5,PASM,39,3,HECO,,,,,,,,
9/27/18,7SE,4,3,9,2,1,BOGR,21,1,BOGR,,,,,,,,
9/27/18,7SE,4,3,12,29,7,HECO,8,2,HECO,,,,,,,,
9/27/18,7SE,4,3,15,24,2,OPPO,4,1,BOGR,,,,,,,,
9/27/18,7SE,4,3,18,20,1,HECO,2,1,BOGR,,,,,,,,
9/27/18,7SE,4,3,21,14,2,BOGR,11,5,BOGR,,,,,,,,
9/27/18,7SE,4,3,24,4,2,BOGR,4,1,BOGR,,,,,,,,
9/27/18,7SE,4,4,3,11,3,HECO,6,4,OPPO,,,,,,,,
9/27/18,7SE,4,4,6,11,3,OPPO,10,2,BOGR,,,,,,,,
9/27/18,7SE,4,4,9,13,1,BOGR,20,1,BOGR,,,,,,,,
9/27/18,7SE,4,4,12,13,1,HECO,22,3,HECO,,,,,,,,
9/27/18,7SE,4,4,15,5,1,BOGR,16,2,HECO,,,,,,,,
9/27/18,7SE,4,4,18,3,1,BOGR,13,3,HECO,,,,,,,,
9/27/18,7SE,4,4,21,12,0,HECO,16,5,EREF,,,,,,,,
9/27/18,7SE,4,4,24,3,1,OPPO,3,1,EREF,,,,,,,,
9/27/18,7SE,5,1,3,36,0,HECO,31,4,OPPO,,,,,,,,
9/27/18,7SE,5,1,6,25,1,HECO,12,2,OPPO,,,,,,,,
9/27/18,7SE,5,1,9,24,3,CADU,20,3,EREF,,,,,,,,
9/27/18,7SE,5,1,12,32,2,OPPO,8,2,HECO,,,,,,,,
9/27/18,7SE,5,1,15,27,1,HECO,27,7,HECO,,,,,,,,
9/27/18,7SE,5,1,18,25,6,HECO,29,4,BOGR,,,,,,,,
9/27/18,7SE,5,1,21,7,1,BOGR,4,3,HECO,,,,,,,,
9/27/18,7SE,5,1,24,10,2,ARPU,2,1,PASM,,,,,,,,
9/27/18,7SE,5,2,3,29,3,EREF,18,4,BRTE,,,,,,,,
9/27/18,7SE,5,2,6,18,3,PASM,11,2,PASM,,,,,,,,
9/27/18,7SE,5,2,9,25,3,ATCA,51,8,ATCA,,,,,,,,
9/27/18,7SE,5,2,12,16,4,GUSA,18,1,BRTE,,,,,,,,
9/27/18,7SE,5,2,15,23,4,PASM,41,2,HECO,,,,,,,,
9/27/18,7SE,5,2,18,16,7,OPPO,14,4,OPPO,,,,,,,,
9/27/18,7SE,5,2,21,13,1,EREF,12,2,OPPO,,,,,,,,
9/27/18,7SE,5,2,24,19,2,ATCA,25,2,EREF,,,,,,,,
9/27/18,7SE,5,3,3,9,0,BARE,72,14,ATCA,,,,,,,,
9/27/18,7SE,5,3,6,23,3,ATCA,28,9,ATCA,,,,,,,,
9/27/18,7SE,5,3,9,8,1,PASM,16,3,EREF,,,,,,,,
9/27/18,7SE,5,3,12,21,0,PASM,21,1,OPPO,,,,,,,,
9/27/18,7SE,5,3,15,13,2,PASM,7,2,PASM,,,,,,,,
9/27/18,7SE,5,3,18,22,2,OPPO,4,1,PASM,,,,,,,,
9/27/18,7SE,5,3,21,4,1,PASM,7,2,PASM,,,,,,,,
9/27/18,7SE,5,3,24,22,2,ATCA,9,2,DISP,,,,,,,,
9/27/18,7SE,5,4,3,8,2,PASM,3,1,BOGR,,,,,,,,
9/27/18,7SE,5,4,6,20,2,PASM,15,1,PASM,,,,,,,,
9/27/18,7SE,5,4,9,25,1,PASM,28,4,PASM,,,,,,,,
9/27/18,7SE,5,4,12,8,2,PASM,14,1,PASM,,,,,,,,
9/27/18,7SE,5,4,15,1,0,DISP,8,1,DISP,,,,,,,,
9/27/18,7SE,5,4,18,2,0,DISP,5,1,DISP,,,,,,,,
9/27/18,7SE,5,4,21,3,1,DISP,3,2,BOGR,,,,,,,,
9/27/18,7SE,5,4,24,6,0,SPAI,5,1,DISP,,,,,,,,
9/27/18,7SE,6,1,3,5,1,DISP,9,1,SPAI,,,,,,,,
9/27/18,7SE,6,1,6,5,1,PASM,14,1,DISP,,,,,,,,
9/27/18,7SE,6,1,9,9,2,DISP,18,2,DISP,,,,,,,,
9/27/18,7SE,6,1,12,10,1,PASM,7,4,SPAI,,,,,,,,
9/27/18,7SE,6,1,15,15,2,ATCA,4,2,BOGR,,,,,,,,
9/27/18,7SE,6,1,18,34,5,SPAI,7,0,DISP,,,,,,,,
9/27/18,7SE,6,1,21,4,0,PASM,29,2,DISP,,,,,,,,
9/27/18,7SE,6,1,24,7,1,BOGR,16,2,SPAI,,,,,,,,
9/27/18,7SE,6,2,3,14,1,ARFR,9,3,SPAI,,,,,,,,
9/27/18,7SE,6,2,6,10,2,SPAI,18,3,PASM,,,,,,,,
9/27/18,7SE,6,2,9,15,2,SPAI,21,3,DISP,,,,,,,,
9/27/18,7SE,6,2,12,16,1,PASM,18,2,PASM,,,,,,,,
9/27/18,7SE,6,2,15,21,1,SPAI,20,5,SPAI,,,,,,,,
9/27/18,7SE,6,2,18,21,2,PASM,29,8,SPAI,,,,,,,,
9/27/18,7SE,6,2,21,4,1,DISP,21,7,SPAI,,,,,,,,
9/27/18,7SE,6,2,24,8,1,PASM,16,2,DISP,,,,,,,,
9/27/18,7SE,6,3,3,2,0,DISP,8,2,SPAI,,,,,,,,
9/27/18,7SE,6,3,6,32,1,SPAI,22,3,SPAI,,,,,,,,
9/27/18,7SE,6,3,9,21,2,SPAI,10,3,SPAI,,,,,,,,
9/27/18,7SE,6,3,12,13,2,PASM,18,3,DISP,,,,,,,,
9/27/18,7SE,6,3,15,7,1,DISP,22,2,DISP,,,,,,,,
9/27/18,7SE,6,3,18,19,2,PASM,18,1,BOGR,,,,,,,,
9/27/18,7SE,6,3,21,11,0,HECO,17,4,SPAI,,,,,,,,
9/27/18,7SE,6,3,24,6,2,PASM,11,1,HECO,,,,,,,,
9/27/18,7SE,6,4,3,22,2,ATCA,46,9,ATCA,,,,,,,,
9/27/18,7SE,6,4,6,8,1,SPAI,24,2,SPAI,,,,,,,,
9/27/18,7SE,6,4,9,22,5,SPAI,12,2,DISP,,,,,,,,
9/27/18,7SE,6,4,12,18,2,SPAI,22,5,SPAI,,,,,,,,
9/27/18,7SE,6,4,15,12,1,DISP,8,2,DISP,,,,,,,,
9/27/18,7SE,6,4,18,18,2,DISP,18,2,DISP,,,,,,,,
9/27/18,7SE,6,4,21,8,1,SPAI,21,7,SPAI,,,,,,,,
9/27/18,7SE,6,4,24,19,2,SPAI,10,2,SPAI,,,,,,,,
10/1/18,17S,1,1,3,21,1,VUOC,10,2,VUOC,,,,,,,,
10/1/18,17S,1,1,6,12,4,HECO,15,2,VUOC,,,,,,,,
10/1/18,17S,1,1,9,5,1,BOGR,7,1,BOGR,,,,,,,,
10/1/18,17S,1,1,12,8,2,BOGR,8,2,BOGR,,,,,,,,
10/1/18,17S,1,1,15,14,3,HECO,11,1,BOGR,,,,,,,,
10/1/18,17S,1,1,18,8,2,BOGR,10,2,VUOC,,,,,,,,
10/1/18,17S,1,1,21,4,0,BOGR,3,1,BOGR,,,,,,,,
10/1/18,17S,1,1,24,12,3,OPPO,16,3,OPPO,,,,,,,,
10/1/18,17S,1,2,3,5,2,VUOC,4,1,BOGR,,,,,,,,
10/1/18,17S,1,2,6,21,3,HECO,3,0,BOGR,,,,,,,,
10/1/18,17S,1,2,9,12,1,BOGR,4,0,BOGR,,,,,,,,
10/1/18,17S,1,2,12,4,1,CADU,14,1,BOGR,,,,,,,,
10/1/18,17S,1,2,15,4,1,BOGR,9,2,BOGR,,,,,,,,
10/1/18,17S,1,2,18,13,2,HECO,4,0,BOGR,,,,,,,,
10/1/18,17S,1,2,21,4,1,BOGR,4,1,BOGR,,,,,,,,
10/1/18,17S,1,2,24,9,1,BOGR,11,2,BOGR,,,,,,,,
10/1/18,17S,1,3,3,3,1,BOGR,6,2,BOGR,,,,,,,,
10/1/18,17S,1,3,6,3,1,BOGR,14,4,BOGR,,,,,,,,
10/1/18,17S,1,3,9,34,1,ARPU,6,0,VUOC,,,,,,,,
10/1/18,17S,1,3,12,8,2,BOGR,6,4,BOGR,,,,,,,,
10/1/18,17S,1,3,15,8,1,ARPU,5,1,BOGR,,,,,,,,
10/1/18,17S,1,3,18,10,1,ARPU,4,1,BOGR,,,,,,,,
10/1/18,17S,1,3,21,9,2,BOGR,4,0,OPPO,,,,,,,,
10/1/18,17S,1,3,24,3,0,BOGR,14,2,VUOC,,,,,,,,
10/1/18,17S,1,4,3,14,2,BOGR,6,1,BOGR,,,,,,,,
10/1/18,17S,1,4,6,3,2,BOGR,12,2,HECO,,,,,,,,
10/1/18,17S,1,4,9,11,3,HECO,11,2,OPPO,,,,,,,,
10/1/18,17S,1,4,12,6,2,BOGR,9,4,VUOC,,,,,,,,
10/1/18,17S,1,4,15,5,1,BOGR,4,1,BOGR,,,,,,,,
10/1/18,17S,1,4,18,9,1,BOGR,8,2,BOGR,,,,,,,,
10/1/18,17S,1,4,21,14,4,EREF,11,2,VUOC,,,,,,,,
10/1/18,17S,1,4,24,14,3,OPPO,10,2,VUOC,,,,,,,,
10/1/18,17S,2,1,3,4,2,BOGR,3,1,BOGR,,,,,,,,
10/1/18,17S,2,1,6,10,1,BOGR,5,2,BOGR,,,,,,,,
10/1/18,17S,2,1,9,3,1,BOGR,5,1,BOGR,,,,,,,,
10/1/18,17S,2,1,12,8,1,BOGR,4,1,BOGR,,,,,,,,
10/1/18,17S,2,1,15,12,2,BOGR,3,1,BOGR,,,,,,,,
