Week,Pasture,Date,Plot,Reading_No,High,Low,H.Spp,Spp,G_B,Comments,Screen1,Biomass_lbs_ac
1,25NW,05/25/2022,3,25,31,3,bogr,pasm,b,,0,1173.198
1,25NW,05/25/2022,4,1,20,7,bogr,eref,b,,1,
1,25NW,05/25/2022,4,2,28,4,pasm,pasm,b,,0,1171.151
1,25NW,05/25/2022,4,3,8,2,bogr,bogr,b,,0,402.369
1,25NW,05/25/2022,4,4,38,6,bogr,bogr,b,,0,1642.673
1,25NW,05/25/2022,4,5,35,2,pasm,pasm,b,,0,1204.971
1,25NW,05/25/2022,4,6,16,2,bogr,bogr,b,,0,640.177
1,25NW,05/25/2022,4,7,36,1,bogr,bogr,b,,0,1147.566
1,25NW,05/25/2022,4,8,28,3,bogr,bogr,b,,0,1084.02
1,25NW,05/25/2022,4,9,16,2,bogr,bogr,b,,0,640.177
1,25NW,05/25/2022,4,10,44,1,bogr,bogr,b,,0,1385.374
1,25NW,05/25/2022,4,11,54,4,pasm,pasm,b,,0,1944.027
1,25NW,05/25/2022,4,12,50,10,pasm,pasm,b,,0,2347.909
1,25NW,05/25/2022,4,13,28,7,pasm,pasm,b,,0,1432.544
1,25NW,05/25/2022,4,14,24,2,pasm,cadu,b,,0,877.985
1,25NW,05/25/2022,4,15,32,4,bogr,bogr,b,,0,1290.055
1,25NW,05/25/2022,4,16,48,6,pasm,pasm,b,,0,1939.933
1,25NW,05/25/2022,4,17,40,6,pasm,pasm,b,,0,1702.125
1,25NW,05/25/2022,4,18,40,9,pasm,pasm,b,,0,1963.518
1,25NW,05/25/2022,4,19,48,10,pasm,pasm,b,,0,2288.457
1,25NW,05/25/2022,4,20,44,6,pasm,pasm,b,,0,1821.029
1,25NW,05/25/2022,4,21,28,4,pasm,pasm,b,,0,1171.151
1,25NW,05/25/2022,4,22,54,8,pasm,pasm,b,,0,2292.551
1,25NW,05/25/2022,4,23,54,9,pasm,pasm,b,,0,2379.682
1,25NW,05/25/2022,4,24,12,2,pasm,bogr,b,,0,521.273
1,25NW,05/25/2022,4,25,34,8,pasm,pasm,b,,0,1698.031
2,20NW,06/01/2022,1,1,12,2,heco,heco,g,,0,521.273
2,20NW,06/01/2022,1,2,39,2,SD,bogr,b,,1,
2,20NW,06/01/2022,1,3,14,1,bogr,bogr,b,,0,493.594
2,20NW,06/01/2022,1,4,61,12,spcr,heco,b,,0,2849.157
2,20NW,06/01/2022,1,5,31,4,bogr,arpu,b,,1,
2,20NW,06/01/2022,1,6,55,5,SD,heco,b,osd,1,
2,20NW,06/01/2022,1,7,42,1,SD,heco,b,,1,
2,20NW,06/01/2022,1,8,45,5,SD,heco,b,,1,
2,20NW,06/01/2022,1,9,82,6,SD,heco,b,,1,
2,20NW,06/01/2022,1,10,36,7,heco,litt,b,,1,
2,20NW,06/01/2022,1,11,54,10,agcr,agcr,b,,0,2466.813
2,20NW,06/01/2022,1,12,75,5,spcr,heco,b,,0,2655.404
2,20NW,06/01/2022,1,13,60,4,spcr,spcr,b,,0,2122.383
2,20NW,06/01/2022,1,14,39,1,spcr,heco,b,,0,1236.744
2,20NW,06/01/2022,1,15,72,6,pasm,spcr,b,,0,2653.357
2,20NW,06/01/2022,1,16,19,2,heco,heco,b,,0,729.355
2,20NW,06/01/2022,1,17,72,7,SD,oppo,b,,1,
2,20NW,06/01/2022,1,18,13,2,heco,heco,b,,0,550.999
2,20NW,06/01/2022,1,19,42,1,spcr,spcr,b,,0,1325.922
2,20NW,06/01/2022,1,20,68,6,spcr,heco,b,,0,2534.453
2,20NW,06/01/2022,1,21,90,7,pasm,heco,b,,0,3275.556
2,20NW,06/01/2022,1,22,31,3,heco,heco,b,,0,1173.198
2,20NW,06/01/2022,1,23,49,15,SD,heco,b,,1,
2,20NW,06/01/2022,1,24,74,0,SD,bare,b,,1,
2,20NW,06/01/2022,1,25,48,4,spcr,spcr,b,,0,1765.671
2,20NW,06/01/2022,2,1,58,2,spcr,pasm,b,,0,1888.669
2,20NW,06/01/2022,2,2,65,2,spcr,spcr,b,,0,2096.751
2,20NW,06/01/2022,2,3,40,8,spcr,spcr,b,,0,1876.387
2,20NW,06/01/2022,2,4,45,2,spcr,pasm,b,,0,1502.231
2,20NW,06/01/2022,2,5,36,1,spcr,spcr,b,,0,1147.566
2,20NW,06/01/2022,2,6,8,0,SD,bare,b,,1,
2,20NW,06/01/2022,2,7,40,6,spcr,bogr,b,,0,1702.125
2,20NW,06/01/2022,2,8,17,4,spcr,spcr,b,,0,844.165
2,20NW,06/01/2022,2,9,22,3,spcr,pasm,b,,0,905.664
2,20NW,06/01/2022,2,10,30,4,spcr,spcr,b,,0,1230.603
2,20NW,06/01/2022,2,11,62,0,spcr,bare,b,,0,1833.311
2,20NW,06/01/2022,2,12,40,4,SD,oppo,b,,1,
2,20NW,06/01/2022,2,13,12,2,heco,heco,b,,0,521.273
2,20NW,06/01/2022,2,14,70,8,spcr,spcr,b,,0,2768.167
2,20NW,06/01/2022,2,15,41,2,spcr,heco,b,,0,1383.327
2,20NW,06/01/2022,2,16,52,3,heco,heco,b,,0,1797.444
2,20NW,06/01/2022,2,17,82,0,spcr,bare,b,,0,2427.831
2,20NW,06/01/2022,2,18,56,7,spcr,spcr,b,,0,2264.872
2,20NW,06/01/2022,2,19,42,9,SD,chle,b,,1,
2,20NW,06/01/2022,2,20,38,3,SD,spcr,b,,1,
2,20NW,06/01/2022,2,21,46,5,SD,spcr,b,,1,
2,20NW,06/01/2022,2,22,76,0,spcr,bare,b,,0,2249.475
2,20NW,06/01/2022,2,23,18,2,SD,spcr,b,,1,
2,20NW,06/01/2022,2,24,38,5,spcr,spcr,b,,0,1555.542
2,20NW,06/01/2022,2,25,10,0,spcr,bare,b,,0,287.559
2,20NW,06/01/2022,3,1,29,8,heco,heco,b,,0,1549.401
2,20NW,06/01/2022,3,2,42,4,SD,bogr,b,,1,
2,20NW,06/01/2022,3,3,29,2,bogr,bogr,b,,0,1026.615
2,20NW,06/01/2022,3,4,36,2,heco,bogr,b,,0,1234.697
2,20NW,06/01/2022,3,5,29,0,bogr,bare,b,,0,852.353
2,20NW,06/01/2022,3,6,20,4,bogr,bogr,b,,0,933.343
2,20NW,06/01/2022,3,7,28,2,bogr,bogr,b,,0,996.889
2,20NW,06/01/2022,3,8,16,6,heco,heco,b,,0,988.701
2,20NW,06/01/2022,3,9,23,10,bogr,heco,b,,0,1545.307
2,20NW,06/01/2022,3,10,23,2,bogr,bogr,b,,0,848.259
2,20NW,06/01/2022,3,11,20,3,bogr,heco,b,,0,846.212
2,20NW,06/01/2022,3,12,20,8,eref,heco,b,,1,
2,20NW,06/01/2022,3,13,15,6,heco,heco,b,,0,958.975
2,20NW,06/01/2022,3,14,17,0,bogr,bare,b,,0,495.641
2,20NW,06/01/2022,3,15,42,1,SD,bogr,b,,1,
2,20NW,06/01/2022,3,16,46,3,SD,bogr,b,,1,
2,20NW,06/01/2022,3,17,22,7,heco,heco,b,,0,1254.188
2,20NW,06/01/2022,3,18,28,2,bogr,heco,b,,0,996.889
2,20NW,06/01/2022,3,19,16,7,heco,heco,b,,0,1075.832
2,20NW,06/01/2022,3,20,35,4,spcr,heco,b,,0,1379.233
2,20NW,06/01/2022,3,21,31,3,bogr,bogr,b,,0,1173.198
2,20NW,06/01/2022,3,22,28,1,bogr,bogr,b,,0,909.758
2,20NW,06/01/2022,3,23,21,3,heco,heco,b,,0,875.938
2,20NW,06/01/2022,3,24,41,2,heco,spcr,b,,0,1383.327
2,20NW,06/01/2022,3,25,21,6,heco,heco,b,,0,1137.331
2,20NW,06/01/2022,4,1,18,8,heco,heco,g,,0,1222.415
2,20NW,06/01/2022,4,2,29,3,bogr,bogr,b,,0,1113.746
2,20NW,06/01/2022,4,3,31,3,bogr,bogr,b,,0,1173.198
2,20NW,06/01/2022,4,4,21,3,bogr,bogr,b,,0,875.938
2,20NW,06/01/2022,4,5,33,7,bogr,eref,b,,1,
2,20NW,06/01/2022,4,6,15,1,heco,heco,b,,0,523.32
2,20NW,06/01/2022,4,7,30,6,heco,heco,b,,0,1404.865
2,20NW,06/01/2022,4,8,34,3,bogr,bogr,b,,0,1262.376
2,20NW,06/01/2022,4,9,29,4,bogr,heco,b,,0,1200.877
2,20NW,06/01/2022,4,10,23,1,bogr,heco,b,,0,761.128
2,20NW,06/01/2022,4,11,23,1,bogr,bogr,b,,0,761.128
2,20NW,06/01/2022,4,12,23,3,bogr,bogr,b,,0,935.39
2,20NW,06/01/2022,4,13,30,3,bogr,bogr,b,,0,1143.472
2,20NW,06/01/2022,4,14,31,3,bogr,bogr,b,,0,1173.198
2,20NW,06/01/2022,4,15,31,4,bogr,bogr,b,,0,1260.329
2,20NW,06/01/2022,4,16,25,3,bogr,litt,b,,1,
2,20NW,06/01/2022,4,17,46,1,heco,heco,b,,0,1444.826
2,20NW,06/01/2022,4,18,41,7,heco,heco,b,,0,1818.982
2,20NW,06/01/2022,4,19,39,4,heco,heco,b,,0,1498.137
2,20NW,06/01/2022,4,20,26,2,heco,heco,b,,0,937.437
2,20NW,06/01/2022,4,21,27,1,heco,heco,b,,0,880.032
2,20NW,06/01/2022,4,22,15,3,heco,heco,b,,0,697.582
2,20NW,06/01/2022,4,23,15,4,bogr,bogr,b,,0,784.713
2,20NW,06/01/2022,4,24,24,2,bogr,bogr,b,,0,877.985
2,20NW,06/01/2022,4,25,27,1,heco,spcr,b,,0,880.032
2,25NW,05/31/2022,1,1,16,3,bogr,bogr,b,,0,727.308
2,25NW,05/31/2022,1,2,11,2,bogr,buda,b,,0,491.547
2,25NW,05/31/2022,1,3,15,1,bogr,bogr,b,,0,523.32
2,25NW,05/31/2022,1,4,2,1,buda,buda,g,,0,136.882
2,25NW,05/31/2022,1,5,1,1,buda,buda,g,,0,107.156
2,25NW,05/31/2022,1,6,1,1,buda,buda,b,,0,107.156
2,25NW,05/31/2022,1,7,0,0,,bare,,,0,-9.701
2,25NW,05/31/2022,1,8,2,1,bogr,buda,g,,0,136.882
2,25NW,05/31/2022,1,9,2,1,buda,buda,b,,0,136.882
2,25NW,05/31/2022,1,10,1,1,buda,buda,g,,0,107.156
2,25NW,05/31/2022,1,11,5,3,cadu,buda,g,,0,400.322
2,25NW,05/31/2022,1,12,4,1,buda,buda,g,,0,196.334
2,25NW,05/31/2022,1,13,5,1,vuoc,bogr,b,,1,
2,25NW,05/31/2022,1,14,5,2,bogr,bogr,g,,0,313.191
2,25NW,05/31/2022,1,15,3,3,,dung,,,1,
2,25NW,05/31/2022,1,16,3,2,buda,buda,b,,0,253.739
2,25NW,05/31/2022,1,17,3,2,buda,buda,b,,0,253.739
2,25NW,05/31/2022,1,18,2,2,buda,buda,b,,0,224.013
2,25NW,05/31/2022,1,19,2,2,buda,buda,b,,0,224.013
2,25NW,05/31/2022,1,20,3,3,buda,buda,b,,0,340.87
2,25NW,05/31/2022,1,21,2,2,buda,buda,b,,0,224.013
2,25NW,05/31/2022,1,22,2,1,buda,buda,b,,0,136.882
2,25NW,05/31/2022,1,23,4,2,buda,buda,b,,0,283.465
2,25NW,05/31/2022,1,24,2,1,buda,buda,b,,0,136.882
2,25NW,05/31/2022,1,25,2,2,buda,buda,b,,0,224.013
2,25NW,05/31/2022,2,1,14,1,pasm,pasm,b,,0,493.594
2,25NW,05/31/2022,2,2,16,1,pasm,bogr,b,,0,553.046
2,25NW,05/31/2022,2,3,20,3,pasm,pasm,b,,0,846.212
2,25NW,05/31/2022,2,4,19,2,pasm,pasm,b,,0,729.355
2,25NW,05/31/2022,2,5,16,2,pasm,pasm,b,,0,640.177
2,25NW,05/31/2022,2,6,18,2,pasm,bogr,b,,0,699.629
2,25NW,05/31/2022,2,7,4,0,bogr,bare,b,,0,109.203
2,25NW,05/31/2022,2,8,25,2,pasm,pasm,b,,0,907.711
2,25NW,05/31/2022,2,9,4,2,pasm,dung,b,,1,
2,25NW,05/31/2022,2,10,4,1,vuoc,bogr,g,,1,
2,25NW,05/31/2022,2,11,18,1,pasm,pasm,b,,0,612.498
2,25NW,05/31/2022,2,12,10,2,pasm,cadu,b,,0,461.821
2,25NW,05/31/2022,2,13,19,2,pasm,pasm,b,,0,729.355
2,25NW,05/31/2022,2,14,18,2,pasm,pasm,b,,0,699.629
2,25NW,05/31/2022,2,15,32,3,bogr,bogr,b,,0,1202.924
2,25NW,05/31/2022,2,16,26,2,spcr,cadu,b,,0,937.437
2,25NW,05/31/2022,2,17,44,8,pasm,pasm,b,,0,1995.291
2,25NW,05/31/2022,2,18,26,3,bogr,oppo,b,,1,
2,25NW,05/31/2022,2,19,0,0,,bare,,,0,-9.701
2,25NW,05/31/2022,2,20,1,0,pasm,bare,b,,0,20.025
2,25NW,05/31/2022,2,21,0,0,,bare,,,0,-9.701
2,25NW,05/31/2022,2,22,10,2,heco,pasm,g,,0,461.821
2,25NW,05/31/2022,2,23,23,2,pasm,bogr,b,,0,848.259
2,25NW,05/31/2022,2,24,24,1,pasm,pasm,b,,0,790.854
2,25NW,05/31/2022,2,25,25,4,pasm,bogr,b,,0,1081.973
2,25NW,06/01/2022,3,1,7,0,bogr,bare,b,,0,198.381
2,25NW,06/01/2022,3,2,26,1,bogr,bogr,b,,0,850.306
2,25NW,06/01/2022,3,3,4,2,bogr,bogr,g,,0,283.465
2,25NW,06/01/2022,3,4,32,2,spcr,bogr,b,,0,1115.793
2,25NW,06/01/2022,3,5,19,3,vuoc,bogr,b,,1,
2,25NW,06/01/2022,3,6,12,2,bogr,bogr,b,,0,521.273
2,25NW,06/01/2022,3,7,11,3,vuoc,bogr,b,,1,
2,25NW,06/01/2022,3,8,23,3,bogr,bogr,b,,0,935.39
2,25NW,06/01/2022,3,9,24,2,bogr,bogr,b,,0,877.985
2,25NW,06/01/2022,3,10,25,3,bogr,bogr,b,,0,994.842
2,25NW,06/01/2022,3,11,38,2,bogr,bogr,b,,0,1294.149
2,25NW,06/01/2022,3,12,18,2,bogr,bogr,b,,0,699.629
2,25NW,06/01/2022,3,13,40,3,bogr,bogr,b,,0,1440.732
2,25NW,06/01/2022,3,14,33,4,bogr,bogr,b,,0,1319.781
2,25NW,06/01/2022,3,15,25,3,bogr,bogr,b,,0,994.842
2,25NW,06/01/2022,3,16,24,1,bogr,bogr,b,,0,790.854
2,25NW,06/01/2022,3,17,26,4,bogr,bogr,b,,0,1111.699
2,25NW,06/01/2022,3,18,26,3,bogr,bogr,b,,0,1024.568
2,25NW,06/01/2022,3,19,15,2,bogr,bogr,b,,0,610.451
2,25NW,06/01/2022,3,20,20,2,bogr,bogr,b,,0,759.081
2,25NW,06/01/2022,3,21,14,2,vuoc,bogr,b,,1,
2,25NW,06/01/2022,3,22,24,2,bogr,bogr,b,,0,877.985
2,25NW,06/01/2022,3,23,26,3,bogr,bogr,b,,0,1024.568
2,25NW,06/01/2022,3,24,33,3,bogr,bogr,b,,0,1232.65
2,25NW,06/01/2022,3,25,31,2,bogr,bogr,b,,0,1086.067
2,25NW,06/01/2022,4,1,14,8,eref,eref,b,,1,
2,25NW,06/01/2022,4,2,5,1,bogr,bogr,b,,0,226.06
2,25NW,06/01/2022,4,3,18,1,bogr,bogr,b,,0,612.498
2,25NW,06/01/2022,4,4,25,2,bogr,bogr,b,,0,907.711
2,25NW,06/01/2022,4,5,64,10,pasm,pasm,b,,0,2764.073
2,25NW,06/01/2022,4,6,20,2,pasm,litt,b,,1,
2,25NW,06/01/2022,4,7,34,2,pasm,cadu,b,,0,1175.245
2,25NW,06/01/2022,4,8,27,2,pasm,pasm,b,,0,967.163
2,25NW,06/01/2022,4,9,9,2,pasm,pasm,b,,0,432.095
2,25NW,06/01/2022,4,10,1,1,,litt,,,1,
2,25NW,06/01/2022,4,11,31,2,bogr,bogr,b,,0,1086.067
2,25NW,06/01/2022,4,12,44,2,pasm,pasm,b,,0,1472.505
2,25NW,06/01/2022,4,13,23,1,bogr,bogr,b,,0,761.128
2,25NW,06/01/2022,4,14,7,2,bogr,bogr,b,,0,372.643
2,25NW,06/01/2022,4,15,15,0,pasm,bare,b,,0,436.189
2,25NW,06/01/2022,4,16,50,8,pasm,pasm,b,,0,2173.647
2,25NW,06/01/2022,4,17,44,6,pasm,pasm,b,,0,1821.029
2,25NW,06/01/2022,4,18,15,1,pasm,pasm,b,,0,523.32
2,25NW,06/01/2022,4,19,22,0,pasm,bare,b,,0,644.271
2,25NW,06/01/2022,4,20,22,2,pasm,pasm,b,,0,818.533
2,25NW,06/01/2022,4,21,52,2,pasm,pasm,b,,0,1710.313
2,25NW,06/01/2022,4,22,13,2,pasm,pasm,b,,0,550.999
2,25NW,06/01/2022,4,23,52,2,pasm,bogr,b,,0,1710.313
2,25NW,06/01/2022,4,24,24,1,pasm,pasm,b,,0,790.854
2,25NW,06/01/2022,4,25,50,4,pasm,pasm,b,,0,1825.123
3,20NW,06/08/2022,1,1,10,2,bogr,bogr,b,,0,461.821
3,20NW,06/08/2022,1,2,5,3,cadu,bogr,g,,0,400.322
3,20NW,06/08/2022,1,3,21,1,bogr,bogr,b,,0,701.676
3,20NW,06/08/2022,1,4,26,3,bogr,bogr,b,,0,1024.568
3,20NW,06/08/2022,1,5,27,1,bogr,heco,b,,0,880.032
3,20NW,06/08/2022,1,6,5,1,heco,heco,g,,0,226.06
3,20NW,06/08/2022,1,7,7,3,heco,heco,g,,0,459.774
3,20NW,06/08/2022,1,8,78,2,spcr,spcr,b,,0,2483.189
3,20NW,06/08/2022,1,9,13,3,spcr,heco,b,,0,638.13
3,20NW,06/08/2022,1,10,17,2,spcr,bogr,b,,0,669.903
3,20NW,06/08/2022,1,11,9,3,heco,heco,b,,0,519.226
3,20NW,06/08/2022,1,12,27,3,bogr,bogr,b,,0,1054.294
3,20NW,06/08/2022,1,13,32,1,SD,bogr,b,,1,
3,20NW,06/08/2022,1,14,21,4,heco,heco,b,,0,963.069
3,20NW,06/08/2022,1,15,5,0,bogr,bare,b,,0,138.929
3,20NW,06/08/2022,1,16,13,3,heco,heco,b,,0,638.13
3,20NW,06/08/2022,1,17,27,7,heco,heco,b,,0,1402.818
3,20NW,06/08/2022,1,18,51,1,heco,heco,b,,0,1593.456
3,20NW,06/08/2022,1,19,39,3,heco,bogr,b,,0,1411.006
3,20NW,06/08/2022,1,20,15,2,heco,cadu,b,,0,610.451
3,20NW,06/08/2022,1,21,14,2,heco,heco,b,,0,580.725
3,20NW,06/08/2022,1,22,26,3,spcr,spcr,b,,0,1024.568
3,20NW,06/08/2022,1,23,30,1,heco,heco,b,,0,969.21
3,20NW,06/08/2022,1,24,9,2,heco,heco,b,,0,432.095
3,20NW,06/08/2022,1,25,26,8,bogr,heco,b,,0,1460.223
3,20NW,06/08/2022,2,1,54,0,bogr,bare,b,,0,1595.503
3,20NW,06/08/2022,2,2,72,4,spcr,spcr,b,,0,2479.095
3,20NW,06/08/2022,2,3,20,2,spcr,bare,b,,0,759.081
3,20NW,06/08/2022,2,4,4,3,heco,heco,b,,0,370.596
3,20NW,06/08/2022,2,5,4,2,spcr,spcr,b,,0,283.465
3,20NW,06/08/2022,2,6,26,4,spcr,spcr,b,,0,1111.699
3,20NW,06/08/2022,2,7,38,2,spcr,spcr,b,,0,1294.149
3,20NW,06/08/2022,2,8,9,1,spcr,spcr,b,,0,344.964
3,20NW,06/08/2022,2,9,3,2,pasm,pasm,b,,0,253.739
3,20NW,06/08/2022,2,10,28,1,SD,bogr,b,osd,1,
3,20NW,06/08/2022,2,11,56,2,spcr,bogr,b,,0,1829.217
3,20NW,06/08/2022,2,12,40,4,bogr,bogr,b,,0,1527.863
3,20NW,06/08/2022,2,13,28,6,SD,heco,b,osd,1,
3,20NW,06/08/2022,2,14,48,4,spcr,pasm,b,,0,1765.671
3,20NW,06/08/2022,2,15,70,2,spcr,spcr,b,,0,2245.381
3,20NW,06/08/2022,2,16,54,10,spcr,spcr,b,,0,2466.813
3,20NW,06/08/2022,2,17,42,2,spcr,spcr,b,,0,1413.053
3,20NW,06/08/2022,2,18,48,4,spcr,heco,g,,0,1765.671
3,20NW,06/08/2022,2,19,4,2,heco,heco,b,,0,283.465
3,20NW,06/08/2022,2,20,30,1,bogr,litt,b,,1,
3,20NW,06/08/2022,2,21,46,2,spcr,spcr,b,,0,1531.957
3,20NW,06/08/2022,2,22,6,4,spcr,oppo,b,,1,
3,20NW,06/08/2022,2,23,12,2,spcr,litt,b,,1,
3,20NW,06/08/2022,2,24,34,6,spcr,heco,b,,0,1523.769
3,20NW,06/08/2022,2,25,50,4,SD,pasm,b,osd,1,
3,20NW,06/08/2022,3,1,22,11,heco,heco,b,,0,1602.712
3,20NW,06/08/2022,3,2,27,2,heco,heco,b,,0,967.163
3,20NW,06/08/2022,3,3,41,4,bogr,bogr,b,,0,1557.589
3,20NW,06/08/2022,3,4,31,2,bogr,bogr,b,,0,1086.067
3,20NW,06/08/2022,3,5,30,3,bogr,bogr,b,,0,1143.472
3,20NW,06/08/2022,3,6,23,4,bogr,heco,b,,0,1022.521
3,20NW,06/08/2022,3,7,29,3,bogr,bogr,b,,0,1113.746
3,20NW,06/08/2022,3,8,21,7,heco,heco,b,,0,1224.462
3,20NW,06/08/2022,3,9,7,2,pasm,pasm,g,,0,372.643
3,20NW,06/08/2022,3,10,9,2,pasm,pasm,b,,0,432.095
3,20NW,06/08/2022,3,11,39,4,bogr,bogr,b,,0,1498.137
3,20NW,06/08/2022,3,12,13,4,heco,heco,b,,0,725.261
3,20NW,06/08/2022,3,13,19,8,heco,heco,b,,0,1252.141
3,20NW,06/08/2022,3,14,14,4,heco,heco,b,,0,754.987
3,20NW,06/08/2022,3,15,53,3,SD,heco,b,osd,1,
3,20NW,06/08/2022,3,16,12,7,heco,heco,b,,0,956.928
3,20NW,06/08/2022,3,17,9,0,heco,bare,g,,0,257.833
3,20NW,06/08/2022,3,18,11,2,heco,heco,b,,0,491.547
3,20NW,06/08/2022,3,19,25,2,heco,heco,b,,0,907.711
3,20NW,06/08/2022,3,20,29,3,heco,heco,b,,0,1113.746
3,20NW,06/08/2022,3,21,17,2,heco,heco,g,,0,669.903
3,20NW,06/08/2022,3,22,25,8,heco,heco,b,,0,1430.497
3,20NW,06/08/2022,3,23,25,6,heco,heco,b,,0,1256.235
3,20NW,06/08/2022,3,24,27,15,heco,heco,b,,0,2099.866
3,20NW,06/08/2022,3,25,10,5,heco,heco,b,,0,723.214
3,20NW,06/08/2022,4,1,16,8,heco,heco,b,,0,1162.963
3,20NW,06/08/2022,4,2,29,6,bogr,heco,b,,0,1375.139
3,20NW,06/08/2022,4,3,41,2,bogr,bogr,b,,0,1383.327
3,20NW,06/08/2022,4,4,22,2,bogr,bogr,b,,0,818.533
3,20NW,06/08/2022,4,5,14,5,heco,heco,b,,0,842.118
3,20NW,06/08/2022,4,6,26,2,bogr,heco,b,,0,937.437
3,20NW,06/08/2022,4,7,16,7,heco,heco,b,,0,1075.832
3,20NW,06/08/2022,4,8,22,2,bogr,heco,b,,0,818.533
3,20NW,06/08/2022,4,9,14,3,heco,heco,b,,0,667.856
3,20NW,06/08/2022,4,10,27,6,bogr,heco,b,,0,1315.687
3,20NW,06/08/2022,4,11,15,11,heco,heco,g,,0,1394.63
3,20NW,06/08/2022,4,12,28,0,bogr,bare,b,,0,822.627
3,20NW,06/08/2022,4,13,30,8,heco,eref,b,,1,
3,20NW,06/08/2022,4,14,49,7,bogr,oppo,b,,1,
3,20NW,06/08/2022,4,15,32,5,bogr,heco,b,,0,1377.186
3,20NW,06/08/2022,4,16,26,4,spcr,spcr,b,,0,1111.699
3,20NW,06/08/2022,4,17,34,12,spcr,arpu,b,,1,
3,20NW,06/08/2022,4,18,42,6,bogr,heco,b,,0,1761.577
3,20NW,06/08/2022,4,19,28,5,bogr,arpu,b,,1,
3,20NW,06/08/2022,4,20,32,9,spcr,arpu,b,,1,
3,20NW,06/08/2022,4,21,39,5,bogr,bogr,b,,0,1585.268
3,20NW,06/08/2022,4,22,40,1,bogr,bogr,b,,0,1266.47
3,20NW,06/08/2022,4,23,22,7,bogr,bogr,b,,0,1254.188
3,20NW,06/08/2022,4,24,30,2,bogr,heco,b,,0,1056.341
3,20NW,06/08/2022,4,25,44,3,spcr,spcr,b,,0,1559.636
3,25NW,06/08/2022,1,1,13,2,bogr,bogr,b,exit,0,550.999
3,25NW,06/08/2022,1,2,19,3,bogr,bogr,b,exit,0,816.486
3,25NW,06/08/2022,1,3,7,0,bogr,bare,b,exit,0,198.381
3,25NW,06/08/2022,1,4,2,2,buda,buda,b,exit,0,224.013
3,25NW,06/08/2022,1,5,2,1,cadu,buda,g,exit,0,136.882
3,25NW,06/08/2022,1,6,0,0,,bare,,exit,0,-9.701
3,25NW,06/08/2022,1,7,2,1,cadu,buda,g,exit,0,136.882
3,25NW,06/08/2022,1,8,2,1,buda,buda,g,exit,0,136.882
3,25NW,06/08/2022,1,9,2,1,cadu,buda,g,exit,0,136.882
3,25NW,06/08/2022,1,10,2,2,buda,buda,b,exit,0,224.013
3,25NW,06/08/2022,1,11,1,1,buda,buda,b,exit,0,107.156
3,25NW,06/08/2022,1,12,1,1,buda,buda,g,exit,0,107.156
3,25NW,06/08/2022,1,13,1,1,buda,buda,g,exit,0,107.156
3,25NW,06/08/2022,1,14,1,1,buda,buda,b,exit,0,107.156
3,25NW,06/08/2022,1,15,1,1,buda,buda,b,exit,0,107.156
3,25NW,06/08/2022,1,16,3,2,buda,buda,b,exit,0,253.739
3,25NW,06/08/2022,1,17,3,3,buda,buda,b,exit,0,340.87
3,25NW,06/08/2022,1,18,2,2,buda,buda,b,exit,0,224.013
3,25NW,06/08/2022,1,19,29,3,bogr,bogr,b,exit,0,1113.746
3,25NW,06/08/2022,1,20,3,1,buda,buda,b,exit,0,166.608
3,25NW,06/08/2022,1,21,1,1,buda,buda,b,exit,0,107.156
3,25NW,06/08/2022,1,22,2,2,buda,buda,b,exit,0,224.013
3,25NW,06/08/2022,1,23,1,1,buda,buda,b,exit,0,107.156
3,25NW,06/08/2022,1,24,2,1,buda,buda,g,exit,0,136.882
3,25NW,06/08/2022,1,25,2,1,buda,buda,b,exit,0,136.882
3,25NW,06/08/2022,2,1,12,0,pasm,bare,b,exit,0,347.011
3,25NW,06/08/2022,2,2,12,2,pasm,bogr,b,exit,0,521.273
3,25NW,06/08/2022,2,3,39,2,pasm,bogr,b,exit,0,1323.875
3,25NW,06/08/2022,2,4,20,7,pasm,pasm,b,exit,0,1194.736
3,25NW,06/08/2022,2,5,22,3,bogr,pasm,b,exit,0,905.664
3,25NW,06/08/2022,2,6,19,4,bogr,pasm,b,exit,0,903.617
3,25NW,06/08/2022,2,7,6,1,pasm,cadu,g,exit,0,255.786
3,25NW,06/08/2022,2,8,2,0,bogr,bare,g,exit,0,49.751
3,25NW,06/08/2022,2,9,4,0,pasm,bare,g,exit,0,109.203
3,25NW,06/08/2022,2,10,0,0,,bare,,exit,0,-9.701
3,25NW,06/08/2022,2,11,12,3,pasm,pasm,b,exit,0,608.404
3,25NW,06/08/2022,2,12,14,0,pasm,bare,b,exit,0,406.463
3,25NW,06/08/2022,2,13,11,2,pasm,pasm,b,exit,0,491.547
3,25NW,06/08/2022,2,14,22,7,pasm,pasm,b,exit,0,1254.188
3,25NW,06/08/2022,2,15,15,3,pasm,pasm,b,exit,0,697.582
3,25NW,06/08/2022,2,16,14,2,bogr,bogr,b,exit,0,580.725
3,25NW,06/08/2022,2,17,16,0,pasm,bare,b,exit,0,465.915
3,25NW,06/08/2022,2,18,20,1,bogr,bare,b,exit,0,671.95
3,25NW,06/08/2022,2,19,10,0,bogr,bare,b,exit,0,287.559
3,25NW,06/08/2022,2,20,12,2,pasm,bogr,b,exit,0,521.273
3,25NW,06/08/2022,2,21,13,1,pasm,pasm,b,exit,0,463.868
