Date,Pasture,Plot,Transect , Distance,East-High,East-High-Spp,East-Low,East-Low-Spp,West-High,West-High-Sp,West-Low,West-Low-Spp,
6/3/2022,5E,3,1,6,34,PASM,2,PASM,43,PASM,2,PASM,0
6/3/2022,5E,3,1,9,34,PASM,1,PASM,36,PASM,1,PASM,0
6/3/2022,5E,3,1,12,22,PASM,1,PASM,4,PASM,1,PASM,0
6/3/2022,5E,3,1,15,21,PASM,1,PASM,9,PASM,1,PASM,0
6/3/2022,5E,3,1,18,18,PASM,2,PASM,21,PASM,1,PASM,0
6/3/2022,5E,3,1,21,28,PASM,1,PASM,22,PASM,1,PASM,0
6/3/2022,5E,3,1,24,8,PASM,1,PASM,10,PASM,1,PASM,0
6/3/2022,5E,3,2,3,14,ATCA,2,ATCA,15,BOGR,1,BOGR,0
6/3/2022,5E,3,2,6,8,BOGR,2,BOGR,32,ATCA,10,ATCA,0
6/3/2022,5E,3,2,9,8,BOGR,1,BOGR,6,BOGR,1,BOGR,0
6/3/2022,5E,3,2,12,31,BOGR,1,BOGR,20,ATCA,1,BOGR,0
6/3/2022,5E,3,2,15,26,ATCA,3,OPPO,17,ATCA,1,ATCA,0
6/3/2022,5E,3,2,18,16,PASM,1,PASM,14,PASM,1,PASM,0
6/3/2022,5E,3,2,21,20,PASM,4,PASM,18,PASM,1,PASM,0
6/3/2022,5E,3,2,24,14,PASM,1,PASM,1,BOGR,1,BOGR,0
6/3/2022,5E,3,3,3,22,PASM,3,OPPO,14,PASM,1,PASM,0
6/3/2022,5E,3,3,6,8,PASM,1,PASM,15,PASM,1,PASM,0
6/3/2022,5E,3,3,9,22,PASM,1,PASM,41,ATCA,6,ATCA,0
6/3/2022,5E,3,3,12,10,PASM,1,PASM,10,PASM,1,PASM,0
6/3/2022,5E,3,3,15,18,PASM,1,PASM,11,PASM,1,PASM,0
6/3/2022,5E,3,3,18,11,PASM,1,PASM,12,ATCA,7,ATCA,0
6/3/2022,5E,3,3,21,17,PASM,1,PASM,22,PASM,2,PASM,0
6/3/2022,5E,3,3,24,21,BOGR,1,BOGR,3,BOGR,1,BOGR,0
6/3/2022,5E,3,4,3,3,BOGR,1,BOGR,6,BOGR,1,BOGR,0
6/3/2022,5E,3,4,6,7,BOGR,2,BOGR,15,BOGR,1,BOGR,0
6/3/2022,5E,3,4,9,20,PASM,2,BOGR,19,PASM,4,OPPO,0
6/3/2022,5E,3,4,12,35,ATCA,6,ATCA,18,PASM,1,BOGR,0
6/3/2022,5E,3,4,15,6,BOGR,5,OPPO,16,BOGR,1,OPPO,0
6/3/2022,5E,3,4,18,31,BOGR,6,OPPO,12,BOGR,2,OPPO,0
6/3/2022,5E,3,4,21,6,BOGR,1,BOGR,27,BOGR,3,OPPO,0
6/3/2022,5E,3,4,24,28,ATCA,1,BOGR,29,ATCA,3,ATCA,0
6/3/2022,5E,4,1,3,23,BOGR,1,BOGR,13,CADU,1,BOGR,0
6/3/2022,5E,4,1,6,32,PASM,1,EREF,3,BOGR,1,BOGR,0
6/3/2022,5E,4,1,9,13,CHLE,1,HECO,3,BOGR,1,BOGR,0
6/3/2022,5E,4,1,12,6,CADU,1,CADU,4,CADU,1,CRMI,0
6/3/2022,5E,4,1,15,10,CADU,1,CADU,13,EREF,1,CRMI,0
6/3/2022,5E,4,1,18,8,CADU,1,CADU,4,BOGR,1,BOGR,0
6/3/2022,5E,4,1,21,4,HECO,1,HECO,3,CADU,1,CADU,0
6/3/2022,5E,4,1,24,5,BOGR,1,BOGR,11,BOGR,1,BOGR,0
6/3/2022,5E,4,2,3,16,EREF,1,EREF,16,EREF,3,EREF,0
6/3/2022,5E,4,2,6,5,BOGR,1,HECO,3,BOGR,1,BOGR,0
6/3/2022,5E,4,2,9,13,HECO,1,EREF,12,PASM,2,PASM,0
6/3/2022,5E,4,2,12,6,BOGR,2,BOGR,14,HECO,1,HECO,0
6/3/2022,5E,4,2,15,8,CADU,1,CADU,14,BOGR,1,BOGR,0
6/3/2022,5E,4,2,18,0,BARE,0,BARE,1,CADU,0,PASM,0
6/3/2022,5E,4,2,21,4,BOGR,1,BOGR,12,EREF,2,EREF,0
6/3/2022,5E,4,2,24,3,CRMI,1,CRMI,15,EREF,3,EREF,0
6/3/2022,5E,4,3,3,9,BOGR,2,BOGR,2,CRMI,1,CRMI,0
6/3/2022,5E,4,3,6,10,BOGR,1,BOGR,4,PASM,1,HECO,0
6/3/2022,5E,4,3,9,10,CRMI,1,CRMI,21,HECO,2,HECO,0
6/3/2022,5E,4,3,12,2,BOGR,1,BOGR,16,EREF,1,EREF,0
6/3/2022,5E,4,3,15,5,ATCA,3,ATCA,8,ATCA,1,ATCA,0
6/3/2022,5E,4,3,18,7,BOGR,1,BOGR,4,CADU,1,CADU,0
6/3/2022,5E,4,3,21,11,BOGR,1,BOGR,3,BOGR,1,BOGR,0
6/3/2022,5E,4,3,24,18,PASM,1,OPPO,17,EREF,1,EREF,0
6/3/2022,5E,4,4,3,12,CHLE,1,BOGR,12,CHLE,1,BOGR,0
6/3/2022,5E,4,4,6,2,ATCA,2,ATCA,2,BOGR,1,BOGR,0
6/3/2022,5E,4,4,9,3,BOGR,1,BOGR,4,BOGR,1,BOGR,0
6/3/2022,5E,4,4,12,2,BOGR,0,BARE,2,BOGR,1,BOGR,0
6/3/2022,5E,4,4,15,12,BOGR,1,BOGR,2,BOGR,1,BOGR,0
6/3/2022,5E,4,4,18,3,BOGR,1,BOGR,6,BOGR,1,BOGR,0
6/3/2022,5E,4,4,21,29,SIAL,2,BOGR,3,BOGR,1,BOGR,0
6/3/2022,5E,4,4,24,3,BOGR,0,BARE,15,CHLE,1,BOGR,0
6/3/2022,17N,1,1,3,28,BOGR,2,BOGR,2,BOGR,0,BOGR,0
6/3/2022,17N,1,1,6,10,BOGR,1,BOGR,4,BOGR,0,BOGR,0
6/3/2022,17N,1,1,9,3,BOGR,1,BOGR,3,BOGR,1,BOGR,0
6/3/2022,17N,1,1,12,4,BOGR,1,BOGR,21,BOGR,0,BOGR,0
6/3/2022,17N,1,1,15,5,CADU,0,CADU,4,BOGR,0,BOGR,0
6/3/2022,17N,1,1,18,31,BOGR,9,OPPO,4,BOGR,2,BOGR,0
6/3/2022,17N,1,1,21,17,BOGR,4,BOGR,11,BOGR,3,BOGR,0
6/3/2022,17N,1,1,24,5,BOGR,1,BOGR,4,BOGR,1,BOGR,0
6/3/2022,17N,1,2,3,4,BOGR,1,BOGR,4,BOGR,1,BOGR,0
6/3/2022,17N,1,2,6,12,BOGR,1,BOGR,4,BOGR,1,BOGR,0
6/3/2022,17N,1,2,9,0,BARE,0,BARE,0,BARE,0,BARE,0
6/3/2022,17N,1,2,12,3,BOGR,1,BOGR,11,BOGR,1,BOGR,0
6/3/2022,17N,1,2,15,7,BOGR,3,BOGR,9,BOGR,2,BOGR,0
6/3/2022,17N,1,2,18,4,BOGR,1,BOGR,6,BOGR,2,BOGR,0
6/3/2022,17N,1,2,21,11,BOGR,1,BOGR,0,BARE,0,BARE,0
6/3/2022,17N,1,2,24,3,BOGR,0,BOGR,2,BOGR,1,BOGR,0
6/3/2022,17N,1,3,3,4,BOGR,1,BOGR,2,BOGR,0,BOGR,0
6/3/2022,17N,1,3,6,0,BARE,0,BARE,3,BOGR,1,BOGR,0
6/3/2022,17N,1,3,9,6,SPCO,1,SPCO,6,BOGR,2,BOGR,0
6/3/2022,17N,1,3,12,4,BOGR,1,BOGR,8,BOGR,1,BOGR,0
6/3/2022,17N,1,3,15,4,BOGR,1,BOGR,7,BOGR,1,BOGR,0
6/3/2022,17N,1,3,18,3,BOGR,0,BOGR,0,BARE,0,BARE,0
6/3/2022,17N,1,3,21,8,BOGR,2,BOGR,28,BOGR,3,BOGR,0
6/3/2022,17N,1,3,24,6,SAIB,0,SAIB,6,BOGR,2,BOGR,0
6/3/2022,17N,1,4,3,14,HECO,2,HECO,4,BOGR,0,BOGR,0
6/3/2022,17N,1,4,6,18,BOGR,1,BOGR,11,BOGR,1,BOGR,0
6/3/2022,17N,1,4,9,1,BOGR,0,BOGR,4,BOGR,1,BOGR,0
6/3/2022,17N,1,4,12,6,PASM,0,PASM,11,PASM,1,BOGR,0
6/3/2022,17N,1,4,15,6,PASM,1,PASM,22,HECO,0,HECO,0
6/3/2022,17N,1,4,18,5,CADU,0,CADU,7,BOGR,2,BOGR,0
6/3/2022,17N,1,4,21,16,BOGR,1,BOGR,13,HECO,2,HECO,0
6/3/2022,17N,1,4,24,12,EREF,3,EREF,11,PASM,1,PASM,0
6/6/2022,17N,2,1,3,7,PASM,1,BOGR,6,BOGR,1,BOGR,0
6/6/2022,17N,2,1,6,3,BOGR,0,BOGR,6,SIAL,1,BOGR,0
6/6/2022,17N,2,1,9,2,BOGR,1,BOGR,3,BOGR,1,BOGR,0
6/6/2022,17N,2,1,12,14,ARPU,2,BOGR,2,BOGR,0,BOGR,0
6/6/2022,17N,2,1,15,4,BOGR,2,BOGR,2,BOGR,1,BOGR,0
6/6/2022,17N,2,1,18,13,VUOC,0,BOGR,16,BOGR,2,BOGR,0
6/6/2022,17N,2,1,21,6,BOGR,2,BOGR,24,BOGR,2,BOGR,0
6/6/2022,17N,2,1,24,6,BOGR,1,BOGR,10,BOGR,1,BOGR,0
6/6/2022,17N,2,2,3,14,BOGR,1,BOGR,14,BOGR,1,BOGR,0
6/6/2022,17N,2,2,6,21,BOGR,3,BOGR,8,BOGR,1,BOGR,0
6/6/2022,17N,2,2,9,22,BOGR,1,BOGR,32,BOGR,5,OPPO,0
6/6/2022,17N,2,2,12,4,BOGR,0,BOGR,5,BOGR,1,OPPO,0
6/6/2022,17N,2,2,15,2,BOGR,0,BOGR,4,BOGR,1,BOGR,0
6/6/2022,17N,2,2,18,0,BARE,0,BARE,4,BOGR,1,BOGR,0
6/6/2022,17N,2,2,21,4,BOGR,1,BOGR,18,BOGR,1,BOGR,0
6/6/2022,17N,2,2,24,4,BOGR,1,BOGR,5,BOGR,1,BOGR,0
6/6/2022,17N,2,3,3,4,BOGR,1,BOGR,6,BOGR,2,BOGR,0
6/6/2022,17N,2,3,6,3,BOGR,1,BOGR,1,BOGR,0,BOGR,0
6/6/2022,17N,2,3,9,6,BOGR,1,BOGR,4,BOGR,1,BOGR,0
6/6/2022,17N,2,3,12,28,BOGR,3,BOGR,8,BOGR,2,BOGR,0
6/6/2022,17N,2,3,15,6,BOGR,0,BOGR,14,BOGR,1,BOGR,0
6/6/2022,17N,2,3,18,20,EREF,4,EREF,11,BOGR,1,BOGR,0
6/6/2022,17N,2,3,21,14,BOGR,3,BOGR,12,BOGR,1,BOGR,0
6/6/2022,17N,2,3,24,6,BOGR,2,BOGR,6,BOGR,1,BOGR,0
6/6/2022,17N,2,4,3,5,BOGR,1,BOGR,6,BOGR,3,BOGR,0
6/6/2022,17N,2,4,6,6,BOGR,2,BOGR,7,BOGR,1,BOGR,0
6/6/2022,17N,2,4,9,6,BOGR,2,BOGR,14,BOGR,2,BOGR,0
6/6/2022,17N,2,4,12,5,BOGR,2,BOGR,4,BOGR,1,BOGR,0
6/6/2022,17N,2,4,15,6,BOGR,0,BOGR,10,BOGR,1,BOGR,0
6/6/2022,17N,2,4,18,3,SPCO,1,SPCO,2,BOGR,1,BOGR,0
6/6/2022,17N,2,4,21,8,BOGR,3,OPPO,8,LYJU,1,BOGR,0
6/6/2022,17N,2,4,24,5,BOGR,1,BOGR,14,BOGR,1,BOGR,0
6/6/2022,17N,3,1,3,11,DISP,1,DISP,12,PASM,2,DISP,0
6/6/2022,17N,3,1,6,19,BOGR,2,DISP,36,BOGR,6,DISP,0
6/6/2022,17N,3,1,9,20,PASM,2,DISP,24,DISP,2,DISP,0
6/6/2022,17N,3,1,12,18,DISP,2,DISP,19,DISP,6,PASM,0
6/6/2022,17N,3,1,15,20,PASM,4,DISP,22,CHLE,4,DISP,0
6/6/2022,17N,3,1,18,16,PASM,3,DISP,26,PASM,5,DISP,0
6/6/2022,17N,3,1,21,18,PASM,2,PASM,19,DISP,5,DISP,0
6/6/2022,17N,3,1,24,6,DISP,1,DISP,12,DISP,1,DISP,0
6/6/2022,17N,3,2,3,20,SPAI,7,SPAI,24,SPAI,3,SPAI,0
6/6/2022,17N,3,2,6,26,PASM,4,PASM,26,PASM,8,PASM,0
6/6/2022,17N,3,2,9,7,BOGR,2,BOGR,16,SPAI,5,SPAI,0
6/6/2022,17N,3,2,12,9,PASM,2,PASM,16,PASM,2,PASM,0
6/6/2022,17N,3,2,15,6,SPAI,1,SPAI,6,DISP,2,DISP,0
6/6/2022,17N,3,2,18,32,SIAL,1,SPAI,14,SPAI,3,SPAI,0
6/6/2022,17N,3,2,21,8,SPCO,2,SPCO,4,BOGR,2,BOGR,0
6/6/2022,17N,3,2,24,4,BOGR,1,BOGR,18,EREF,4,EREF,0
6/6/2022,17N,3,3,3,17,BOGR,4,SPAI,20,SPAI,9,SPAI,0
6/6/2022,17N,3,3,6,10,SPAI,4,SPAI,20,SPAI,3,SPAI,0
6/6/2022,17N,3,3,9,16,SPAI,3,SPAI,18,SPAI,4,SPAI,0
6/6/2022,17N,3,3,12,14,SPAI,3,SPAI,11,DISP,2,SPAI,0
6/6/2022,17N,3,3,15,4,SPAI,2,SPAI,12,SPAI,3,SPAI,0
6/6/2022,17N,3,3,18,18,SPAI,5,SPAI,14,DISP,3,DISP,0
6/6/2022,17N,3,3,21,12,DISP,4,DISP,15,DISP,4,DISP,0
6/6/2022,17N,3,3,24,10,DISP,3,DISP,9,DISP,2,DISP,0
6/6/2022,17N,3,4,3,36,PASM,9,CANE,22,PASM,11,CANE,0
6/6/2022,17N,3,4,6,34,CANE,5,SOAR,19,CANE,5,JUBA,0
6/6/2022,17N,3,4,9,29,CANE,11,CANE,19,PASM,10,PASM,0
6/6/2022,17N,3,4,12,24,CANE,9,CANE,22,CANE,8,CANE,0
6/6/2022,17N,3,4,15,30,CANE,12,CANE,22,BOGR,5,CANE,0
6/6/2022,17N,3,4,18,30,PASM,9,CANE,30,PASM,11,PASM,0
6/6/2022,17N,3,4,21,20,SPAI,9,SPAI,21,BOGR,4,SPAI,0
6/6/2022,17N,3,4,24,18,BOGR,4,SPAI,14,SPAI,3,SPAI,0
6/6/2022,17N,4,1,3,18,CANE,4,CANE,38,CANE,4,CANE,0
6/6/2022,17N,4,1,6,34,CANE,12,CANE,43,PASM,13,CANE,0
6/6/2022,17N,4,1,9,44,SPAI,20,SPAI,44,SPAI,9,SPAI,0
6/6/2022,17N,4,1,12,38,CANE,9,CANE,20,SPAI,5,SPAI,0
6/6/2022,17N,4,1,15,20,SPAI,5,SPAI,26,SPAI,5,SPAI,0
6/6/2022,17N,4,1,18,18,SPAI,7,PASM,28,SPAI,4,SPAI,0
6/6/2022,17N,4,1,21,16,PASM,6,SPAI,16,PASM,3,PASM,0
6/6/2022,17N,4,1,24,17,SPAI,3,SPAI,20,DESO,3,SPAI,0
6/6/2022,17N,4,2,3,34,SPAI,5,SPAI,19,PASM,2,SPAI,0
6/6/2022,17N,4,2,6,22,SPAI,6,SPAI,32,SPAI,3,SPAI,0
6/6/2022,17N,4,2,9,22,SPAI,9,SPAI,22,SPAI,3,SPAI,0
6/6/2022,17N,4,2,12,28,SPAI,10,SPAI,24,SPAI,8,SPAI,0
6/6/2022,17N,4,2,15,39,SPAI,11,SPAI,19,SPAI,9,SPAI,0
6/6/2022,17N,4,2,18,22,SPAI,6,SPAI,15,SPAI,3,SPAI,0
6/6/2022,17N,4,2,21,8,SPAI,2,SPAI,15,SPAI,3,SPAI,0
6/6/2022,17N,4,2,24,16,SPAI,2,SPAI,26,HECO,5,SPAI,0
6/6/2022,17N,4,3,3,14,SPAI,3,SPAI,18,PASM,3,SPAI,0
6/6/2022,17N,4,3,6,22,PASM,5,SPAI,25,SPAI,3,SPAI,0
6/6/2022,17N,4,3,9,16,PASM,2,SPAI,26,PASM,9,PASM,0
6/6/2022,17N,4,3,12,21,PASM,2,PASM,26,SPAI,8,SPAI,0
6/6/2022,17N,4,3,15,16,SPAI,1,SPAI,26,SPAI,9,SPAI,0
6/6/2022,17N,4,3,18,14,SPAI,1,SPAI,12,BOGR,2,SPAI,0
6/6/2022,17N,4,3,21,16,SPAI,4,SPAI,18,BOGR,4,SPAI,0
6/6/2022,17N,4,3,24,10,SPAI,3,SPAI,25,SPAI,9,SPAI,0
6/6/2022,17N,4,4,3,22,SPAI,12,SPAI,29,BOGR,2,SPAI,0
6/6/2022,17N,4,4,6,13,DISP,1,DISP,14,SPAI,3,DISP,0
6/6/2022,17N,4,4,9,14,SPAI,2,SPAI,14,SPAI,3,SPAI,0
6/6/2022,17N,4,4,12,22,SPAI,7,SPAI,11,DISP,4,DISP,0
6/6/2022,17N,4,4,15,19,SPAI,4,BOGR,17,SPAI,3,SPAI,0
6/6/2022,17N,4,4,18,22,SPAI,1,SPAI,28,SPAI,3,SPAI,0
6/6/2022,17N,4,4,21,24,SPAI,4,SPAI,21,SPAI,4,SPAI,0
6/6/2022,17N,4,4,24,22,SPAI,3,SPAI,18,SPAI,2,SPAI,0
6/6/2022,17N,5,1,3,38,SPCR,1,PASM,26,PASM,3,PASM,0
6/6/2022,17N,5,1,6,44,PASM,2,PASM,28,PASM,3,EREF,0
6/6/2022,17N,5,1,9,16,PASM,3,PASM,16,PASM,1,PASM,0
6/6/2022,17N,5,1,12,32,PASM,3,PASM,26,PASM,3,PASM,0
6/6/2022,17N,5,1,15,16,BOGR,4,OPPO,30,PASM,2,OPPO,0
6/6/2022,17N,5,1,18,22,PASM,5,PASM,22,PASM,4,OPPO,0
6/6/2022,17N,5,1,21,18,EREF,2,EREF,20,BOGR,2,OPPO,0
6/6/2022,17N,5,1,24,18,EREF,2,BOGR,9,EREF,1,CADU,0
6/6/2022,17N,5,2,3,13,BOGR,0,CHLE,19,EREF,1,EREF,0
6/6/2022,17N,5,2,6,17,HECO,2,HECO,21,HECO,3,HECO,0
6/6/2022,17N,5,2,9,48,BOGR,2,BOGR,17,BOGR,5,HECO,0
6/6/2022,17N,5,2,12,40,BOGR,1,BOGR,48,SPCR,5,HECO,0
6/6/2022,17N,5,2,15,56,HECO,1,PASM,31,BOGR,1,PASM,0
6/6/2022,17N,5,2,18,26,HECO,7,HECO,16,PASM,2,BOGR,0
6/6/2022,17N,5,2,21,8,BOGR,1,BOGR,35,PASM,3,HECO,0
6/6/2022,17N,5,2,24,24,HECO,9,OPPO,44,PASM,3,PASM,0
6/6/2022,17N,5,3,3,21,HECO,3,HECO,18,HECO,6,OPPO,0
6/6/2022,17N,5,3,6,25,HECO,3,EREF,23,HECO,5,HECO,0
6/6/2022,17N,5,3,9,10,HECO,1,HECO,28,HECO,9,HECO,0
6/6/2022,17N,5,3,12,9,HECO,1,HECO,16,HECO,1,HECO,0
6/6/2022,17N,5,3,15,20,EREF,6,EREF,25,HECO,1,HECO,0
6/6/2022,17N,5,3,18,28,HECO,1,HECO,23,HECO,1,LEMO,0
6/6/2022,17N,5,3,21,14,HECO,5,HECO,18,HECO,1,HECO,0
6/6/2022,17N,5,3,24,10,EREF,3,HECO,36,SIAL,1,HECO,0
6/6/2022,17N,5,4,3,33,BOGR,4,OPPO,9,BOGR,1,BOGR,0
6/6/2022,17N,5,4,6,5,BOGR,0,BARE,6,BOGR,1,BOGR,0
6/6/2022,17N,5,4,9,3,BOGR,0,BOGR,1,HECO,0,BARE,0
6/6/2022,17N,5,4,12,9,BOGR,1,BOGR,6,BOGR,1,BOGR,0
6/6/2022,17N,5,4,15,7,BOGR,1,BOGR,6,BOGR,1,BOGR,0
6/6/2022,17N,5,4,18,21,EREF,1,EREF,20,BOGR,1,BOGR,0
6/6/2022,17N,5,4,21,14,EREF,3,HECO,12,HECO,1,HECO,0
6/6/2022,17N,5,4,24,15,HECO,9,OPPO,9,HECO,1,HECO,0
6/7/2022,17N,6,1,3,12,HECO,2,HECO,22,EREF,4,HECO,0
6/7/2022,17N,6,1,6,26,HECO,3,HECO,51,HECO,4,HECO,0
6/7/2022,17N,6,1,9,34,SIAL,2,HECO,28,HECO,6,HECO,0
6/7/2022,17N,6,1,12,24,EREF,5,EREF,10,BOGR,1,BOGR,0
6/7/2022,17N,6,1,15,18,EREF,1,EREF,33,BOGR,4,HECO,0
6/7/2022,17N,6,1,18,36,HECO,2,HECO,22,HECO,1,HECO,0
6/7/2022,17N,6,1,21,7,BOGR,1,BOGR,32,BOGR,3,BOGR,0
6/7/2022,17N,6,1,24,10,BOGR,2,BOGR,15,BOGR,5,EREF,0
6/7/2022,17N,6,2,3,15,PASM,4,PASM,24,PASM,1,BOGR,0
6/7/2022,17N,6,2,6,21,PASM,5,PASM,12,PASM,1,PASM,0
6/7/2022,17N,6,2,9,20,PASM,4,PASM,16,PASM,2,PASM,0
6/7/2022,17N,6,2,12,31,PASM,5,PASM,18,PASM,9,PASM,0
6/7/2022,17N,6,2,15,6,BOGR,2,BOGR,6,CADU,1,BOGR,0
6/7/2022,17N,6,2,18,13,HECO,5,HECO,4,BOGR,1,BOGR,0
6/7/2022,17N,6,2,21,12,PASM,2,DESO,48,PASM,1,PASM,0
6/7/2022,17N,6,2,24,0,BARE,0,BARE,0,BARE,0,BARE,0
6/7/2022,17N,6,3,3,22,SIAL,1,CHIN,16,HECO,5,EREF,0
6/7/2022,17N,6,3,6,8,BOGR,3,CHIN,5,BOGR,2,BOGR,0
6/7/2022,17N,6,3,9,13,BOGR,1,BOGR,39,SIAL,1,BOGR,0
6/7/2022,17N,6,3,12,35,SIAL,3,BOGR,13,BOGR,3,BOGR,0
6/7/2022,17N,6,3,15,20,HECO,1,HECO,7,LEMO,1,HECO,0
6/7/2022,17N,6,3,18,5,BOGR,1,BOGR,4,BOGR,1,BOGR,0
6/7/2022,17N,6,3,21,38,BOGR,1,BOGR,24,BOGR,3,OPPO,0
6/7/2022,17N,6,3,24,13,BOGR,2,BOGR,17,BOGR,3,BOGR,0
6/9/2022,17N,6,4,3,16,PASM,1,PASM,16,PASM,2,PASM,0
6/9/2022,17N,6,4,6,24,PASM,3,PASM,39,PASM,3,PASM,0
6/9/2022,17N,6,4,9,23,PASM,4,PASM,24,PASM,5,PASM,0
6/9/2022,17N,6,4,12,14,PASM,3,PASM,23,PASM,5,PASM,0
6/9/2022,17N,6,4,15,22,SPAI,2,SPAI,24,SPAI,6,SPAI,0
6/9/2022,17N,6,4,18,32,PASM,4,PASM,25,PASM,5,PASM,0
6/9/2022,17N,6,4,21,25,PASM,2,PASM,16,PASM,4,PASM,0
6/9/2022,17N,6,4,24,20,PASM,4,PASM,28,PASM,2,IVAX,0
6/7/2022,20NW,1,1,3,14,HECO,1,HECO,14,PASM,1,PASM,0
6/7/2022,20NW,1,1,6,28,BOGR,1,BOGR,54,SIAL,3,HECO,0
6/7/2022,20NW,1,1,9,12,HECO,3,CADU,22,HECO,7,OPPO,0
6/7/2022,20NW,1,1,12,54,HECO,3,HECO,45,PASM,1,HECO,0
6/7/2022,20NW,1,1,15,6,HECO,3,HECO,16,HECO,2,HECO,0
6/7/2022,20NW,1,1,18,33,BOGR,2,BOGR,36,BOGR,2,BOGR,0
6/7/2022,20NW,1,1,21,62,SIAL,3,AGCR,91,SIAL,1,SIAL,0
6/7/2022,20NW,1,1,24,28,HECO,3,HECO,20,BOGR,1,HECO,0
6/7/2022,20NW,1,2,3,38,CHLE,2,HECO,19,SPCR,2,HECO,0
6/7/2022,20NW,1,2,6,14,BOGR,2,BOGR,32,SIAL,2,HECO,0
6/7/2022,20NW,1,2,9,30,BOGR,1,BOGR,22,SIAL,1,CADU,0
6/7/2022,20NW,1,2,12,20,HECO,3,HECO,33,HECO,2,HECO,0
6/7/2022,20NW,1,2,15,45,HECO,5,HECO,42,HECO,1,CADU,0
6/7/2022,20NW,1,2,18,10,HECO,1,HECO,60,SPCR,1,HECO,0
6/7/2022,20NW,1,2,21,50,SIAL,2,CHLE,5,BOGR,1,BOGR,0
6/7/2022,20NW,1,2,24,34,BOGR,1,BOGR,26,CHLE,1,SPCR,0
6/7/2022,20NW,1,3,3,51,HECO,3,HECO,6,BOGR,2,BOGR,0
6/7/2022,20NW,1,3,6,53,HECO,1,BUDA,12,HECO,2,HECO,0
6/7/2022,20NW,1,3,9,42,HECO,4,HECO,64,SPCR,2,BOGR,0
6/7/2022,20NW,1,3,12,8,HECO,2,CADU,20,BOGR,1,BOGR,0
6/7/2022,20NW,1,3,15,26,SIAL,2,SIAL,18,HECO,3,HECO,0
6/7/2022,20NW,1,3,18,13,HECO,3,HECO,64,SIAL,6,HECO,0
6/7/2022,20NW,1,3,21,10,HECO,2,HECO,32,BOGR,1,BOGR,0
6/7/2022,20NW,1,3,24,46,BOGR,2,BOGR,64,SPCO,5,OPPO,0
6/7/2022,20NW,1,4,3,17,SPCR,1,HECO,32,HECO,3,OPPO,0
6/7/2022,20NW,1,4,6,20,SPCR,1,CADU,12,HECO,1,CADU,0
6/7/2022,20NW,1,4,9,46,SIAL,1,SIAL,30,SIAL,2,SAIB,0
6/7/2022,20NW,1,4,12,43,SIAL,1,SAIB,22,SIAL,2,SAIB,0
6/7/2022,20NW,1,4,15,27,SPCR,2,HECO,15,SPCR,3,CADU,0
6/7/2022,20NW,1,4,18,24,SPCR,2,HECO,5,BOGR,3,BOGR,0
6/7/2022,20NW,1,4,21,65,SIAL,2,BOGR,27,HECO,5,HECO,0
6/7/2022,20NW,1,4,24,16,BOGR,2,BOGR,12,BOGR,3,HECO,0
6/8/2022,20NW,2,1,3,40,SIAL,1,BOGR,60,SIAL,5,SAIB,0
6/8/2022,20NW,2,1,6,19,HECO,4,HECO,36,BOGR,7,PASM,0
6/8/2022,20NW,2,1,9,69,SIAL,2,HECO,48,SPCR,6,VUOC,0
6/8/2022,20NW,2,1,12,48,SPCR,3,VUOC,47,SPCR,3,HECO,0
6/8/2022,20NW,2,1,15,58,SPCR,2,SPCR,72,SPCR,3,HECO,0
6/8/2022,20NW,2,1,18,12,HECO,2,HECO,17,SPCR,4,PASM,0
6/8/2022,20NW,2,1,21,28,SPCR,2,SAIB,26,BOGR,5,SPCR,0
6/8/2022,20NW,2,1,24,62,BOGR,6,SPCR,73,SPCR,2,BOGR,0
6/8/2022,20NW,2,2,3,25,BOGR,3,BOGR,36,BOGR,3,BOGR,0
6/8/2022,20NW,2,2,6,24,SIAL,6,HECO,44,SIAL,3,HECO,0
6/8/2022,20NW,2,2,9,28,HECO,1,BOGR,32,SIAL,2,HECO,0
6/8/2022,20NW,2,2,12,13,HECO,1,HECO,29,BOGR,2,HECO,0
6/8/2022,20NW,2,2,15,42,SIAL,2,SIAL,28,SPCO,2,HECO,0
6/8/2022,20NW,2,2,18,30,CHLE,2,BOGR,40,SIAL,3,HECO,0
6/8/2022,20NW,2,2,21,10,HECO,2,HECO,54,SIAL,4,HECO,0
6/8/2022,20NW,2,2,24,43,SIAL,2,BOGR,18,HECO,5,HECO,0
6/8/2022,20NW,2,3,3,16,BOGR,2,HECO,40,SPCR,2,PASM,0
6/8/2022,20NW,2,3,6,44,SIAL,2,HECO,44,SPCR,1,HECO,0
6/8/2022,20NW,2,3,9,38,SPCR,2,CADU,70,SIAL,1,CADU,0
6/8/2022,20NW,2,3,12,7,CADU,3,CADU,12,CADU,3,CADU,0
6/8/2022,20NW,2,3,15,36,SPCR,3,HECO,40,SPCR,2,PASM,0
6/8/2022,20NW,2,3,18,14,PASM,3,PASM,58,SPCR,6,SPCR,0
6/8/2022,20NW,2,3,21,52,SPCR,2,SPCR,47,SPCR,2,SPCO,0
6/8/2022,20NW,2,3,24,28,SPCR,2,SPCR,20,PASM,3,PASM,0
6/8/2022,20NW,2,4,3,20,HECO,3,HECO,24,SPCR,1,HECO,0
