Week,Pasture,Date,Plot,Reading_No,High,Low,Spp,G_B,Screen1,Adj_Low,Biomass_lbs_ac
5,8E,6/7/2016,1,10,28,11,pasm,b,0,11,2581.623
5,8E,6/7/2016,1,11,13,3,bogr,b,0,3,704.079
5,8E,6/7/2016,1,12,24,7,bogr,b,0,7,1642.851
5,8E,6/7/2016,1,13,10,1,bogr,b,0,1,234.693
5,8E,6/7/2016,1,14,15,1,bogr,b,0,1,234.693
5,8E,6/7/2016,1,15,32,1,pasm,b,0,1,234.693
5,8E,6/7/2016,1,16,22,3,pasm,b,0,3,704.079
5,8E,6/7/2016,1,17,36,2,pasm,b,0,2,469.386
5,8E,6/7/2016,1,18,20,3,bogr,b,0,3,704.079
5,8E,6/7/2016,1,19,15,2,bogr,b,0,2,469.386
5,8E,6/7/2016,1,20,19,3,pasm,b,0,3,704.079
5,8E,6/7/2016,1,21,18,3,bogr,b,0,3,704.079
5,8E,6/7/2016,1,22,29,4,bogr,b,0,4,938.772
5,8E,6/7/2016,1,23,28,2,pasm,b,0,2,469.386
5,8E,6/7/2016,1,24,28,3,bogr,b,0,3,704.079
5,8E,6/7/2016,1,25,24,5,pasm,b,0,5,1173.465
5,8E,6/7/2016,2,1,22,4,pasm,b,0,4,938.772
5,8E,6/7/2016,2,2,33,3,bogr,b,0,3,704.079
5,8E,6/7/2016,2,3,21,2,bogr,b,0,2,469.386
5,8E,6/7/2016,2,4,13,3,cadu,b,0,3,704.079
5,8E,6/7/2016,2,5,27,2,bogr,b,0,2,469.386
5,8E,6/7/2016,2,6,21,1,bogr,b,0,1,234.693
5,8E,6/7/2016,2,7,16,3,pasm,b,0,3,704.079
5,8E,6/7/2016,2,8,24,5,pasm,b,0,5,1173.465
5,8E,6/7/2016,2,9,17,3,bogr,b,0,3,704.079
5,8E,6/7/2016,2,10,26,4,oppo,b,1,,
5,8E,6/7/2016,2,11,8,3,bogr,b,0,3,704.079
5,8E,6/7/2016,2,12,22,4,pasm,b,0,4,938.772
5,8E,6/7/2016,2,13,16,3,pasm,b,0,3,704.079
5,8E,6/7/2016,2,14,21,1,bogr,b,0,1,234.693
5,8E,6/7/2016,2,15,31,3,pasm,b,0,3,704.079
5,8E,6/7/2016,2,16,20,3,bogr,b,0,3,704.079
5,8E,6/7/2016,2,17,26,1,bogr,b,0,1,234.693
5,8E,6/7/2016,2,18,16,2,bogr,b,0,2,469.386
5,8E,6/7/2016,2,19,4,2,bogr,b,0,2,469.386
5,8E,6/7/2016,2,20,8,1,bogr,g,0,1,234.693
5,8E,6/7/2016,2,21,26,4,cadu,b,0,4,938.772
5,8E,6/7/2016,2,22,14,0,bogr,b,0,0,0
5,8E,6/7/2016,2,23,6,3,bogr,g,0,3,704.079
5,8E,6/7/2016,2,24,32,3,bogr,b,0,3,704.079
5,8E,6/7/2016,2,25,28,3,oppo,b,1,,
5,8E,6/7/2016,3,1,4,1,bogr,b,0,1,234.693
5,8E,6/7/2016,3,2,11,3,bogr,b,0,3,704.079
5,8E,6/7/2016,3,3,16,2,bogr,b,0,2,469.386
5,8E,6/7/2016,3,4,26,5,bogr,b,0,5,1173.465
5,8E,6/7/2016,3,5,38,2,bogr,b,0,2,469.386
5,8E,6/7/2016,3,6,6,2,bogr,g,0,2,469.386
5,8E,6/7/2016,3,7,21,1,bogr,b,0,1,234.693
5,8E,6/7/2016,3,8,4,1,bogr,g,0,1,234.693
5,8E,6/7/2016,3,9,24,3,bogr,b,0,3,704.079
5,8E,6/7/2016,3,10,16,0,bogr,b,0,0,0
5,8E,6/7/2016,3,11,36,3,bogr,b,0,3,704.079
5,8E,6/7/2016,3,12,11,0,bogr,b,0,0,0
5,8E,6/7/2016,3,13,10,2,bogr,g,0,2,469.386
5,8E,6/7/2016,3,14,8,1,bogr,g,0,1,234.693
5,8E,6/7/2016,3,15,22,1,bogr,b,0,1,234.693
5,8E,6/7/2016,3,16,26,5,oppo,b,1,,
5,8E,6/7/2016,3,17,28,3,bogr,b,0,3,704.079
5,8E,6/7/2016,3,18,11,3,bogr,g,0,3,704.079
5,8E,6/7/2016,3,19,26,5,bogr,b,0,5,1173.465
5,8E,6/7/2016,3,20,10,3,bogr,b,0,3,704.079
5,8E,6/7/2016,3,21,31,3,bogr,b,0,3,704.079
5,8E,6/7/2016,3,22,13,3,bogr,b,0,3,704.079
5,8E,6/7/2016,3,23,24,1,bogr,b,0,1,234.693
5,8E,6/7/2016,3,24,29,0,bogr,b,0,0,0
5,8E,6/7/2016,3,25,48,29,atca,g,0,,0
5,8E,6/7/2016,4,1,24,0,bogr,b,0,0,0
5,8E,6/7/2016,4,2,26,3,bogr,b,0,3,704.079
5,8E,6/7/2016,4,3,20,0,bogr,b,0,0,0
5,8E,6/7/2016,4,4,10,1,bogr,b,0,1,234.693
5,8E,6/7/2016,4,5,22,3,bogr,b,0,3,704.079
5,8E,6/7/2016,4,6,22,2,pasm,b,0,2,469.386
5,8E,6/7/2016,4,7,20,1,bogr,b,0,1,234.693
5,8E,6/7/2016,4,8,27,2,bogr,b,0,2,469.386
5,8E,6/7/2016,4,9,28,3,pasm,b,0,3,704.079
5,8E,6/7/2016,4,10,23,2,bogr,b,0,2,469.386
5,8E,6/7/2016,4,11,26,2,pasm,b,0,2,469.386
5,8E,6/7/2016,4,12,22,0,pasm,b,0,0,0
5,8E,6/7/2016,4,13,27,4,bogr,b,0,4,938.772
5,8E,6/7/2016,4,14,16,3,pasm,b,0,3,704.079
5,8E,6/7/2016,4,15,32,5,pasm,b,0,5,1173.465
5,8E,6/7/2016,4,16,26,4,pasm,g,0,4,938.772
5,8E,6/7/2016,4,17,46,25,atca,b,0,,0
5,8E,6/7/2016,4,18,55,9,pasm,b,0,9,2112.237
5,8E,6/7/2016,4,19,26,3,pasm,b,0,3,704.079
5,8E,6/7/2016,4,20,29,7,pasm,b,0,7,1642.851
5,8E,6/7/2016,4,21,59,30,atca,g,0,,0
5,8E,6/7/2016,4,22,16,4,pasm,b,0,4,938.772
5,8E,6/7/2016,4,23,27,3,pasm,b,0,3,704.079
5,8E,6/7/2016,4,24,29,4,pasm,b,0,4,938.772
5,8E,6/7/2016,4,25,22,4,pasm,b,0,4,938.772
5,20NW,6/7/2016,1,1,25,3,pasm,b,0,3,704.079
5,20NW,6/7/2016,1,2,31,3,pasm,b,0,3,704.079
5,20NW,6/7/2016,1,3,27,8,heco,b,0,8,1877.544
5,20NW,6/7/2016,1,4,36,8,heco,b,0,8,1877.544
5,20NW,6/7/2016,1,5,34,7,pasm,g,0,7,1642.851
5,20NW,6/7/2016,1,6,24,3,heco,g,0,3,704.079
5,20NW,6/7/2016,1,7,25,3,heco,g,0,3,704.079
5,20NW,6/7/2016,1,8,20,5,heco,b,0,5,1173.465
5,20NW,6/7/2016,1,9,31,3,heco,g,0,3,704.079
5,20NW,6/7/2016,1,10,37,8,heco,g,0,8,1877.544
5,20NW,6/7/2016,1,11,19,2,heco,g,0,2,469.386
5,20NW,6/7/2016,1,12,31,4,heco,g,0,4,938.772
5,20NW,6/7/2016,1,13,32,7,pasm,g,0,7,1642.851
5,20NW,6/7/2016,1,14,63,10,pasm,g,0,10,2346.93
5,20NW,6/7/2016,1,15,38,8,heco,g,0,8,1877.544
5,20NW,6/7/2016,1,16,43,10,heco,g,0,10,2346.93
5,20NW,6/7/2016,1,17,30,5,heco,g,0,5,1173.465
5,20NW,6/7/2016,1,18,33,4,heco,g,0,4,938.772
5,20NW,6/7/2016,1,19,28,5,pasm,g,0,5,1173.465
5,20NW,6/7/2016,1,20,36,9,heco,g,0,9,2112.237
5,20NW,6/7/2016,1,21,35,8,heco,g,0,8,1877.544
5,20NW,6/7/2016,1,22,22,5,heco,g,0,5,1173.465
5,20NW,6/7/2016,1,23,40,3,heco,g,0,3,704.079
5,20NW,6/7/2016,1,24,32,5,heco,g,0,5,1173.465
5,20NW,6/7/2016,1,25,24,5,cadu,g,0,5,1173.465
5,20NW,6/7/2016,2,1,48,3,vuoc,b,1,,
5,20NW,6/7/2016,2,2,48,7,heco,g,0,7,1642.851
5,20NW,6/7/2016,2,3,49,4,heco,g,0,4,938.772
5,20NW,6/7/2016,2,4,34,5,heco,g,0,5,1173.465
5,20NW,6/7/2016,2,5,42,10,heco,g,0,10,2346.93
5,20NW,6/7/2016,2,6,34,10,heco,g,0,10,2346.93
5,20NW,6/7/2016,2,7,19,1,pasm,g,0,1,234.693
5,20NW,6/7/2016,2,8,30,9,pasm,g,0,9,2112.237
5,20NW,6/7/2016,2,9,41,9,pasm,g,0,9,2112.237
5,20NW,6/7/2016,2,10,38,8,heco,g,0,8,1877.544
5,20NW,6/7/2016,2,11,22,5,heco,g,0,5,1173.465
5,20NW,6/7/2016,2,12,52,5,pasm,g,0,5,1173.465
5,20NW,6/7/2016,2,13,34,8,pasm,g,0,8,1877.544
5,20NW,6/7/2016,2,14,30,7,pasm,g,0,7,1642.851
5,20NW,6/7/2016,2,15,34,10,pasm,g,0,10,2346.93
5,20NW,6/7/2016,2,16,34,4,heco,g,0,4,938.772
5,20NW,6/7/2016,2,17,26,3,pasm,g,0,3,704.079
5,20NW,6/7/2016,2,18,28,3,pasm,g,0,3,704.079
5,20NW,6/7/2016,2,19,35,13,pasm,g,0,13,3051.009
5,20NW,6/7/2016,2,20,25,5,pasm,b,0,5,1173.465
5,20NW,6/7/2016,2,21,44,4,heco,g,0,4,938.772
5,20NW,6/7/2016,2,22,30,2,heco,g,0,2,469.386
5,20NW,6/7/2016,2,23,54,8,heco,g,0,8,1877.544
5,20NW,6/7/2016,2,24,30,6,pste,g,0,6,1408.158
5,20NW,6/7/2016,2,25,42,5,heco,g,0,5,1173.465
5,20NW,6/7/2016,3,1,31,10,heco,g,0,10,2346.93
5,20NW,6/7/2016,3,2,16,3,bogr,g,0,3,704.079
5,20NW,6/7/2016,3,3,32,2,bogr,g,0,2,469.386
5,20NW,6/7/2016,3,4,34,2,bogr,g,0,2,469.386
5,20NW,6/7/2016,3,5,23,5,heco,g,0,5,1173.465
5,20NW,6/7/2016,3,6,28,7,heco,g,0,7,1642.851
5,20NW,6/7/2016,3,7,32,9,heco,g,0,9,2112.237
5,20NW,6/7/2016,3,8,21,3,pasm,g,0,3,704.079
5,20NW,6/7/2016,3,9,23,7,heco,g,0,7,1642.851
5,20NW,6/7/2016,3,10,22,6,heco,g,0,6,1408.158
5,20NW,6/7/2016,3,11,46,3,pasm,g,0,3,704.079
5,20NW,6/7/2016,3,12,30,3,pasm,g,0,3,704.079
5,20NW,6/7/2016,3,13,46,3,bogr,g,0,3,704.079
5,20NW,6/7/2016,3,14,32,3,pste,g,0,3,704.079
5,20NW,6/7/2016,3,15,36,5,heco,g,0,5,1173.465
5,20NW,6/7/2016,3,16,24,10,heco,g,0,10,2346.93
5,20NW,6/7/2016,3,17,41,7,heco,g,0,7,1642.851
5,20NW,6/7/2016,3,18,35,4,heco,g,0,4,938.772
5,20NW,6/7/2016,3,19,16,4,vuoc,g,1,,
5,20NW,6/7/2016,3,20,34,9,pste,g,0,9,2112.237
5,20NW,6/7/2016,3,21,35,7,vuoc,g,1,,
5,20NW,6/7/2016,3,22,34,5,heco,g,0,5,1173.465
5,20NW,6/7/2016,3,23,35,4,vuoc,g,1,,
5,20NW,6/7/2016,3,24,33,5,vuoc,g,1,,
5,20NW,6/7/2016,3,25,52,6,heco,g,0,6,1408.158
5,20NW,6/7/2016,4,1,42,10,heco,g,0,10,2346.93
5,20NW,6/7/2016,4,2,25,1,heco,g,0,1,234.693
5,20NW,6/7/2016,4,3,34,7,heco,g,0,7,1642.851
5,20NW,6/7/2016,4,4,21,4,bogr,g,0,4,938.772
5,20NW,6/7/2016,4,5,34,1,heco,g,0,1,234.693
5,20NW,6/7/2016,4,6,36,3,heco,g,0,3,704.079
5,20NW,6/7/2016,4,7,27,4,heco,g,0,4,938.772
5,20NW,6/7/2016,4,8,20,5,heco,g,0,5,1173.465
5,20NW,6/7/2016,4,9,37,14,heco,g,0,14,3285.702
5,20NW,6/7/2016,4,10,39,8,heco,g,0,8,1877.544
5,20NW,6/7/2016,4,11,38,9,heco,g,0,9,2112.237
5,20NW,6/7/2016,4,12,29,4,heco,g,0,4,938.772
5,20NW,6/7/2016,4,13,29,0,heco,g,0,0,0
5,20NW,6/7/2016,4,14,24,4,heco,g,0,4,938.772
5,20NW,6/7/2016,4,15,32,5,heco,g,0,5,1173.465
5,20NW,6/7/2016,4,16,25,3,heco,g,0,3,704.079
5,20NW,6/7/2016,4,17,21,3,vuoc,g,1,,
5,20NW,6/7/2016,4,18,20,2,vuoc,g,1,,
5,20NW,6/7/2016,4,19,34,4,vuoc,g,1,,
5,20NW,6/7/2016,4,20,25,7,pste,g,0,7,1642.851
5,20NW,6/7/2016,4,21,31,3,vuoc,g,1,,
5,20NW,6/7/2016,4,22,28,4,vuoc,g,1,,
5,20NW,6/7/2016,4,23,52,0,vuoc,g,1,,
5,20NW,6/7/2016,4,24,31,7,pste,g,0,7,1642.851
5,20NW,6/7/2016,4,25,34,3,ipla,g,0,3,704.079
6,20NW,6/15/2016,1,1,27,1,heco,g,0,1,234.693
6,20NW,6/15/2016,1,2,44,11,heco,g,0,11,2581.623
6,20NW,6/15/2016,1,3,24,12,heco,g,0,12,2816.316
6,20NW,6/15/2016,1,4,18,2,heco,g,0,2,469.386
6,20NW,6/15/2016,1,5,28,5,heco,g,0,5,1173.465
6,20NW,6/15/2016,1,6,23,8,heco,g,0,8,1877.544
6,20NW,6/15/2016,1,7,34,4,bogr,g,0,4,938.772
6,20NW,6/15/2016,1,8,38,4,heco,g,0,4,938.772
6,20NW,6/15/2016,1,9,22,2,heco,g,0,2,469.386
6,20NW,6/15/2016,1,10,28,5,oppo,g,1,,
6,20NW,6/15/2016,1,11,30,2,heco,g,0,2,469.386
6,20NW,6/15/2016,1,12,29,5,heco,g,0,5,1173.465
6,20NW,6/15/2016,1,13,18,3,heco,g,0,3,704.079
6,20NW,6/15/2016,1,14,28,2,pasm,g,0,2,469.386
6,20NW,6/15/2016,1,15,28,4,pasm,g,0,4,938.772
6,20NW,6/15/2016,1,16,41,6,heco,g,0,6,1408.158
6,20NW,6/15/2016,1,17,39,9,pasm,g,0,9,2112.237
6,20NW,6/15/2016,1,18,34,10,pasm,g,0,10,2346.93
6,20NW,6/15/2016,1,19,50,6,heco,g,0,6,1408.158
6,20NW,6/15/2016,1,20,34,8,pasm,g,0,8,1877.544
6,20NW,6/15/2016,1,21,36,9,pasm,g,0,9,2112.237
6,20NW,6/15/2016,1,22,42,8,heco,g,0,8,1877.544
6,20NW,6/15/2016,1,23,28,4,pasm,g,0,4,938.772
6,20NW,6/15/2016,1,24,30,10,pasm,g,0,10,2346.93
6,20NW,6/15/2016,1,25,32,8,oppo,g,1,,
6,20NW,6/15/2016,2,1,36,6,heco,g,0,6,1408.158
6,20NW,6/15/2016,2,2,49,15,heco,g,0,15,3520.395
6,20NW,6/15/2016,2,3,44,11,heco,g,0,11,2581.623
6,20NW,6/15/2016,2,4,43,8,heco,g,0,8,1877.544
6,20NW,6/15/2016,2,5,44,7,heco,g,0,7,1642.851
6,20NW,6/15/2016,2,6,58,4,heco,g,0,4,938.772
6,20NW,6/15/2016,2,7,19,2,pasm,g,0,2,469.386
6,20NW,6/15/2016,2,8,41,8,pasm,g,0,8,1877.544
6,20NW,6/15/2016,2,9,51,5,vuoc,g,1,,
6,20NW,6/15/2016,2,10,47,9,pste,b,0,9,2112.237
6,20NW,6/15/2016,2,11,51,6,heco,g,0,6,1408.158
6,20NW,6/15/2016,2,12,31,6,pasm,g,0,6,1408.158
6,20NW,6/15/2016,2,13,58,9,pasm,g,0,9,2112.237
6,20NW,6/15/2016,2,14,23,8,pasm,b,0,8,1877.544
6,20NW,6/15/2016,2,15,47,8,pasm,g,0,8,1877.544
6,20NW,6/15/2016,2,16,29,4,pasm,g,0,4,938.772
6,20NW,6/15/2016,2,17,35,10,pasm,g,0,10,2346.93
6,20NW,6/15/2016,2,18,43,13,pasm,g,0,13,3051.009
6,20NW,6/15/2016,2,19,25,4,pasm,g,0,4,938.772
6,20NW,6/15/2016,2,20,28,7,pasm,g,0,7,1642.851
6,20NW,6/15/2016,2,21,31,2,pasm,g,0,2,469.386
6,20NW,6/15/2016,2,22,26,10,pasm,g,0,10,2346.93
6,20NW,6/15/2016,2,23,20,6,pasm,g,0,6,1408.158
6,20NW,6/15/2016,2,24,54,10,pasm,g,0,10,2346.93
6,20NW,6/15/2016,2,25,50,6,pasm,g,0,6,1408.158
6,20NW,6/15/2016,3,1,56,11,pste,g,0,11,2581.623
6,20NW,6/15/2016,3,2,38,3,heco,g,0,3,704.079
6,20NW,6/15/2016,3,3,24,6,heco,g,0,6,1408.158
6,20NW,6/15/2016,3,4,14,1,bogr,g,0,1,234.693
6,20NW,6/15/2016,3,5,51,8,heco,g,0,8,1877.544
6,20NW,6/15/2016,3,6,26,9,heco,g,0,9,2112.237
6,20NW,6/15/2016,3,7,18,1,bogr,g,0,1,234.693
6,20NW,6/15/2016,3,8,28,8,pasm,g,0,8,1877.544
6,20NW,6/15/2016,3,9,42,4,heco,g,0,4,938.772
6,20NW,6/15/2016,3,10,22,2,heco,g,0,2,469.386
6,20NW,6/15/2016,3,11,34,6,heco,g,0,6,1408.158
6,20NW,6/15/2016,3,12,13,3,bogr,g,0,3,704.079
6,20NW,6/15/2016,3,13,35,5,heco,g,0,5,1173.465
6,20NW,6/15/2016,3,14,29,9,heco,g,0,9,2112.237
6,20NW,6/15/2016,3,15,28,1,bogr,g,0,1,234.693
6,20NW,6/15/2016,3,16,32,3,heco,g,0,3,704.079
6,20NW,6/15/2016,3,17,32,2,heco,g,0,2,469.386
6,20NW,6/15/2016,3,18,27,6,heco,g,0,6,1408.158
6,20NW,6/15/2016,3,19,42,3,heco,g,0,3,704.079
6,20NW,6/15/2016,3,20,48,8,heco,g,0,8,1877.544
6,20NW,6/15/2016,3,21,43,5,heco,g,0,5,1173.465
6,20NW,6/15/2016,3,22,36,9,heco,g,0,9,2112.237
6,20NW,6/15/2016,3,23,32,5,vuoc,g,1,,
6,20NW,6/15/2016,3,24,49,8,elel,g,0,8,1877.544
6,20NW,6/15/2016,3,25,49,10,pste,g,0,10,2346.93
6,20NW,6/15/2016,4,1,28,4,heco,g,0,4,938.772
6,20NW,6/15/2016,4,2,38,5,pste,g,0,5,1173.465
6,20NW,6/15/2016,4,3,29,3,heco,g,0,3,704.079
6,20NW,6/15/2016,4,4,29,8,heco,g,0,8,1877.544
6,20NW,6/15/2016,4,5,44,6,heco,g,0,6,1408.158
6,20NW,6/15/2016,4,6,54,6,heco,g,0,6,1408.158
6,20NW,6/15/2016,4,7,17,1,heco,g,0,1,234.693
6,20NW,6/15/2016,4,8,33,12,heco,g,0,12,2816.316
6,20NW,6/15/2016,4,9,20,5,heco,g,0,5,1173.465
6,20NW,6/15/2016,4,10,28,7,heco,g,0,7,1642.851
6,20NW,6/15/2016,4,11,24,3,heco,g,0,3,704.079
6,20NW,6/15/2016,4,12,23,4,heco,g,0,4,938.772
6,20NW,6/15/2016,4,13,31,4,heco,g,0,4,938.772
6,20NW,6/15/2016,4,14,38,3,heco,g,0,3,704.079
6,20NW,6/15/2016,4,15,25,7,vuoc,g,1,,
6,20NW,6/15/2016,4,16,51,6,heco,g,0,6,1408.158
6,20NW,6/15/2016,4,17,52,3,heco,g,0,3,704.079
6,20NW,6/15/2016,4,18,40,5,heco,g,0,5,1173.465
6,20NW,6/15/2016,4,19,35,3,vuoc,g,1,,
6,20NW,6/15/2016,4,20,45,8,heco,g,0,8,1877.544
6,20NW,6/15/2016,4,21,41,9,heco,g,0,9,2112.237
6,20NW,6/15/2016,4,22,51,10,heco,g,0,10,2346.93
6,20NW,6/15/2016,4,23,56,9,heco,g,0,9,2112.237
6,20NW,6/15/2016,4,24,48,7,heco,g,0,7,1642.851
6,20NW,6/15/2016,4,25,21,2,vuoc,g,1,,
7,20NW,6/22/2016,1,1,16,1,heco,g,0,1,234.693
7,20NW,6/22/2016,1,2,12,1,heco,g,0,1,234.693
7,20NW,6/22/2016,1,3,19,1,pasm,g,0,1,234.693
7,20NW,6/22/2016,1,4,19,2,heco,g,0,2,469.386
7,20NW,6/22/2016,1,5,20,3,heco,g,0,3,704.079
7,20NW,6/22/2016,1,6,19,3,heco,g,0,3,704.079
7,20NW,6/22/2016,1,7,17,1,bogr,g,0,1,234.693
7,20NW,6/22/2016,1,8,17,2,heco,g,0,2,469.386
7,20NW,6/22/2016,1,9,43,5,heco,g,0,5,1173.465
7,20NW,6/22/2016,1,10,28,3,heco,g,0,3,704.079
7,20NW,6/22/2016,1,11,22,3,heco,g,0,3,704.079
7,20NW,6/22/2016,1,12,22,7,heco,g,0,7,1642.851
7,20NW,6/22/2016,1,13,28,3,heco,g,0,3,704.079
7,20NW,6/22/2016,1,14,28,1,heco,g,0,1,234.693
7,20NW,6/22/2016,1,15,42,2,heco,g,0,2,469.386
7,20NW,6/22/2016,1,16,25,8,heco,g,0,8,1877.544
7,20NW,6/22/2016,1,17,32,5,heco,g,0,5,1173.465
7,20NW,6/22/2016,1,18,31,4,heco,g,0,4,938.772
7,20NW,6/22/2016,1,19,22,2,heco,g,0,2,469.386
7,20NW,6/22/2016,1,20,30,8,heco,g,0,8,1877.544
7,20NW,6/22/2016,1,21,28,6,heco,g,0,6,1408.158
7,20NW,6/22/2016,1,22,15,3,heco,g,0,3,704.079
7,20NW,6/22/2016,1,23,21,5,heco,g,0,5,1173.465
7,20NW,6/22/2016,1,24,25,4,heco,g,0,4,938.772
7,20NW,6/22/2016,1,25,23,4,heco,g,0,4,938.772
7,20NW,6/22/2016,2,1,51,5,heco,g,0,5,1173.465
7,20NW,6/22/2016,2,2,44,6,heco,g,0,6,1408.158
7,20NW,6/22/2016,2,3,53,6,crmi,g,0,6,1408.158
7,20NW,6/22/2016,2,4,50,3,heco,g,0,3,704.079
7,20NW,6/22/2016,2,5,52,7,heco,g,0,7,1642.851
7,20NW,6/22/2016,2,6,41,10,heco,g,0,10,2346.93
7,20NW,6/22/2016,2,7,38,7,heco,g,0,7,1642.851
7,20NW,6/22/2016,2,8,20,1,heco,g,0,1,234.693
7,20NW,6/22/2016,2,9,41,11,heco,g,0,11,2581.623
7,20NW,6/22/2016,2,10,19,6,pasm,g,0,6,1408.158
7,20NW,6/22/2016,2,11,48,3,vuoc,g,1,,
7,20NW,6/22/2016,2,12,32,5,heco,g,0,5,1173.465
7,20NW,6/22/2016,2,13,30,5,pasm,g,0,5,1173.465
7,20NW,6/22/2016,2,14,30,3,eref,g,1,,
7,20NW,6/22/2016,2,15,43,5,pasm,g,0,5,1173.465
7,20NW,6/22/2016,2,16,40,7,heco,g,0,7,1642.851
7,20NW,6/22/2016,2,17,21,3,pasm,g,0,3,704.079
7,20NW,6/22/2016,2,18,35,2,heco,g,0,2,469.386
7,20NW,6/22/2016,2,19,13,1,heco,g,0,1,234.693
7,20NW,6/22/2016,2,20,51,5,heco,g,0,5,1173.465
7,20NW,6/22/2016,2,21,26,3,heco,g,0,3,704.079
7,20NW,6/22/2016,2,22,61,3,heco,g,0,3,704.079
7,20NW,6/22/2016,2,23,36,7,heco,g,0,7,1642.851
7,20NW,6/22/2016,2,24,44,5,heco,g,0,5,1173.465
7,20NW,6/22/2016,2,25,20,5,heco,g,0,5,1173.465
7,20NW,6/22/2016,3,1,54,9,heco,g,0,9,2112.237
7,20NW,6/22/2016,3,2,48,2,heco,g,0,2,469.386
7,20NW,6/22/2016,3,3,4,0,arpu,g,0,0,0
7,20NW,6/22/2016,3,4,24,1,bogr,g,0,1,234.693
7,20NW,6/22/2016,3,5,24,1,bogr,g,0,1,234.693
7,20NW,6/22/2016,3,6,14,2,bogr,g,0,2,469.386
7,20NW,6/22/2016,3,7,36,3,bogr,g,0,3,704.079
7,20NW,6/22/2016,3,8,42,5,pasm,g,0,5,1173.465
7,20NW,6/22/2016,3,9,24,4,heco,g,0,4,938.772
7,20NW,6/22/2016,3,10,34,3,heco,g,0,3,704.079
7,20NW,6/22/2016,3,11,38,9,heco,g,0,9,2112.237
7,20NW,6/22/2016,3,12,34,1,heco,g,0,1,234.693
7,20NW,6/22/2016,3,13,32,2,heco,g,0,2,469.386
7,20NW,6/22/2016,3,14,51,9,heco,g,0,9,2112.237
7,20NW,6/22/2016,3,15,32,4,heco,g,0,4,938.772
7,20NW,6/22/2016,3,16,28,0,heco,g,0,0,0
7,20NW,6/22/2016,3,17,32,2,pste,g,0,2,469.386
7,20NW,6/22/2016,3,18,32,5,pste,g,0,5,1173.465
7,20NW,6/22/2016,3,19,28,5,elel,g,0,5,1173.465
7,20NW,6/22/2016,3,20,42,2,heco,g,0,2,469.386
7,20NW,6/22/2016,3,21,42,2,heco,g,0,2,469.386
7,20NW,6/22/2016,3,22,46,3,heco,g,0,3,704.079
7,20NW,6/22/2016,3,23,22,4,heco,g,0,4,938.772
7,20NW,6/22/2016,3,24,36,0,bogr,g,0,0,0
7,20NW,6/22/2016,3,25,31,7,vuoc,g,1,,
7,20NW,6/22/2016,4,1,28,4,heco,g,0,4,938.772
7,20NW,6/22/2016,4,2,43,2,heco,g,0,2,469.386
7,20NW,6/22/2016,4,3,48,6,heco,g,0,6,1408.158
7,20NW,6/22/2016,4,4,21,2,bogr,g,0,2,469.386
7,20NW,6/22/2016,4,5,41,3,heco,g,0,3,704.079
7,20NW,6/22/2016,4,6,49,16,pste,g,0,16,3755.088
7,20NW,6/22/2016,4,7,23,3,bogr,g,0,3,704.079
7,20NW,6/22/2016,4,8,58,11,heco,g,0,11,2581.623
7,20NW,6/22/2016,4,9,35,11,heco,g,0,11,2581.623
7,20NW,6/22/2016,4,10,49,12,heco,g,0,12,2816.316
7,20NW,6/22/2016,4,11,56,16,heco,g,0,16,3755.088
7,20NW,6/22/2016,4,12,35,2,bogr,g,0,2,469.386
7,20NW,6/22/2016,4,13,39,7,heco,g,0,7,1642.851
7,20NW,6/22/2016,4,14,32,2,bogr,g,0,2,469.386
7,20NW,6/22/2016,4,15,33,3,vuoc,g,1,,
7,20NW,6/22/2016,4,16,49,3,pste,g,0,3,704.079
7,20NW,6/22/2016,4,17,30,4,vuoc,g,1,,
7,20NW,6/22/2016,4,18,41,6,vuoc,g,1,,
7,20NW,6/22/2016,4,19,30,1,vuoc,b,1,,
7,20NW,6/22/2016,4,20,33,6,vuoc,g,1,,
7,20NW,6/22/2016,4,21,43,3,vuoc,g,1,,
7,20NW,6/22/2016,4,22,46,4,heco,g,0,4,938.772
7,20NW,6/22/2016,4,23,41,3,heco,g,0,3,704.079
7,20NW,6/22/2016,4,24,45,4,heco,g,0,4,938.772
7,20NW,6/22/2016,4,25,50,4,heco,g,0,4,938.772
8,20NW,6/29/2016,1,1,18,2,heco,g,0,2,469.386
8,20NW,6/29/2016,1,2,34,3,heco,g,0,3,704.079
8,20NW,6/29/2016,1,3,19,0,heco,g,0,0,0
8,20NW,6/29/2016,1,4,34,5,heco,g,0,5,1173.465
8,20NW,6/29/2016,1,5,42,9,heco,g,0,9,2112.237
8,20NW,6/29/2016,1,6,32,4,heco,g,0,4,938.772
8,20NW,6/29/2016,1,7,19,0,heco,g,0,0,0
8,20NW,6/29/2016,1,8,4,0,heco,g,0,0,0
8,20NW,6/29/2016,1,9,10,3,heco,g,0,3,704.079
8,20NW,6/29/2016,1,10,31,2,heco,g,0,2,469.386
8,20NW,6/29/2016,1,11,29,1,cadu,g,0,1,234.693
8,20NW,6/29/2016,1,12,16,3,heco,g,0,3,704.079
8,20NW,6/29/2016,1,13,10,3,heco,g,0,3,704.079
8,20NW,6/29/2016,1,14,44,3,heco,g,0,3,704.079
8,20NW,6/29/2016,1,15,17,2,heco,g,0,2,469.386
