Date,Pasture,Plot,Transect,Distance,East-High,East-High-Spp,East-Low,East-Low-Spp,West-High,West-High-Spp,West-Low,West-Low-Spp,
6/15/2023,23E,2,1,3,14,BOGR,3,BOGR,12,BOGR,0,BOGR,
6/15/2023,23E,2,1,6,9,CADU,2,BOGR,6,BOGR,1,BOGR,
6/15/2023,23E,2,1,9,4,BOGR,2,BOGR,8,BOGR,3,BOGR,
6/15/2023,23E,2,1,12,19,SPCR,3,SPCR,12,BOGR,4,SPCO,
6/15/2023,23E,2,1,15,12,BOGR,3,BOGR,26,BOGR,2,BOGR,
6/15/2023,23E,2,1,18,5,BOGR,2,BOGR,7,BOGR,3,BOGR,
6/15/2023,23E,2,1,21,14,BOGR,2,PSTE,10,BOGR,4,BOGR,
6/15/2023,23E,2,1,24,13,VUOC,4,VUOC,14,BOGR,4,BOGR,
6/15/2023,23E,2,2,3,13,BOGR,4,BOGR,27,BOGR,5,BOGR,
6/15/2023,23E,2,2,6,14,SPCR,4,SPCR,23,ARPU,4,BOGR,
6/15/2023,23E,2,2,9,5,LEMO,0,LEMO,12,CADU,1,CADU,
6/15/2023,23E,2,2,12,11,BOGR,1,BOGR,20,BOGR,8,ARPU,
6/15/2023,23E,2,2,15,15,BOGR,7,VUOC,19,PASM,7,VUOC,
6/15/2023,23E,2,2,18,10,CADU,2,BOGR,12,BOGR,2,BOGR,
6/15/2023,23E,2,2,21,16,BOGR,2,BOGR,16,BOGR,3,BOGR,
6/15/2023,23E,2,2,24,14,BOGR,5,VUOC,16,BOGR,7,VUOC,
6/15/2023,23E,2,3,3,12,BOGR,4,BOGR,14,VUOC,4,BOGR,
6/15/2023,23E,2,3,6,13,VUOC,3,BOGR,17,BOGR,4,BOGR,
6/15/2023,23E,2,3,9,20,VUOC,8,ARPU,21,ARPU,4,ARPU,
6/15/2023,23E,2,3,12,15,VUOC,4,VUOC,21,CADU,2,CADU,
6/15/2023,23E,2,3,15,11,ARPU,5,ARFR,12,BOGR,4,BOGR,
6/15/2023,23E,2,3,18,9,VUOC,3,VUOC,11,BOGR,4,BOGR,
6/15/2023,23E,2,3,21,11,BOGR,3,BOGR,14,ARPU,4,ARPU,
6/15/2023,23E,2,3,24,17,BOGR,7,ARPU,14,VUOC,5,VUOC,
6/15/2023,23E,2,4,3,7,BOGR,2,BOGR,11,BOGR,3,BOGR,
6/15/2023,23E,2,4,6,13,BOGR,1,BOGR,11,BOGR,2,BOGR,
6/15/2023,23E,2,4,9,9,BOGR,3,BOGR,11,BOGR,1,BOGR,
6/15/2023,23E,2,4,12,9,BOGR,4,BOGR,6,BOGR,2,BOGR,
6/15/2023,23E,2,4,15,7,BOGR,3,BOGR,7,BOGR,3,BOGR,
6/15/2023,23E,2,4,18,5,BOGR,2,BOGR,9,BUDA,2,BUDA,
6/15/2023,23E,2,4,21,8,BUDA,3,BUDA,10,VUOC,3,VUOC,
6/15/2023,23E,2,4,24,13,BUDA,8,BUDA,19,CADU,9,CADU,
6/15/2023,23E,3,1,3,22,BOGR,4,VUOC,11,VUOC,3,BOGR,
6/15/2023,23E,3,1,6,11,BOGR,2,CAFI,11,BOGR,2,ARPU,
6/15/2023,23E,3,1,9,7,BOGR,2,BOGR,7,BOGR,2,BOGR,
6/15/2023,23E,3,1,12,14,PSTE,4,PSTE,13,ARPU,2,ARPU,
6/15/2023,23E,3,1,15,9,BOGR,3,ARPU,11,BOGR,3,BOGR,
6/15/2023,23E,3,1,18,6,BOGR,0,BOGR,10,BOGR,2,BOGR,
6/15/2023,23E,3,1,21,0,BARE,0,BARE,8,BUDA,1,BUDA,
6/15/2023,23E,3,1,24,6,BOGR,0,BARE,6,BOGR,1,BOGR,
6/15/2023,23E,3,2,3,13,PASM,3,PASM,18,PASM,2,BOGR,
6/15/2023,23E,3,2,6,13,PASM,4,PASM,17,PASM,4,ARPU,
6/15/2023,23E,3,2,9,18,PASM,7,PASM,39,PASM,4,PASM,
6/15/2023,23E,3,2,12,24,PASM,4,PASM,16,PASM,3,BUDA,
6/15/2023,23E,3,2,15,11,PASM,3,PASM,10,PASM,3,BOGR,
6/15/2023,23E,3,2,18,8,BOGR,2,BOGR,19,BOGR,3,BOGR,
6/15/2023,23E,3,2,21,21,BOGR,4,BOGR,12,VUOC,3,BOGR,
6/15/2023,23E,3,2,24,4,BOGR,2,BOGR,10,BOGR,4,BOGR,
6/15/2023,23E,3,3,3,7,BOGR,2,BOGR,8,BOGR,1,BOGR,
6/15/2023,23E,3,3,6,1,BOGR,0,BOGR,7,BOGR,1,BOGR,
6/15/2023,23E,3,3,9,10,BUDA,4,BUDA,6,BOGR,1,BOGR,
6/15/2023,23E,3,3,12,1,BOGR,0,BOGR,5,BOGR,0,BOGR,
6/15/2023,23E,3,3,15,3,BOGR,0,BOGR,2,BOGR,0,BOGR,
6/15/2023,23E,3,3,18,11,SAIB,3,SAIB,12,BOGR,3,BOGR,
6/15/2023,23E,3,3,21,7,BOGR,2,BOGR,4,BOGR,0,BARE,
6/15/2023,23E,3,3,24,9,BOGR,3,BOGR,13,BOGR,1,BOGR,
6/15/2023,23E,3,4,3,7,BUDA,2,BUDA,16,BOGR,4,BOGR,
6/15/2023,23E,3,4,6,9,BOGR,2,BOGR,6,BOGR,0,BOGR,
6/15/2023,23E,3,4,9,7,BOGR,3,BOGR,10,BUDA,2,BUDA,
6/15/2023,23E,3,4,12,16,PASM,2,PASM,10,PASM,1,BUDA,
6/15/2023,23E,3,4,15,3,BOGR,2,BOGR,12,PASM,3,BUDA,
6/15/2023,23E,3,4,18,0,BARE,0,BARE,10,BOGR,1,BOGR,
6/15/2023,23E,3,4,21,6,BUDA,2,BUDA,12,BUDA,2,OPPO,
6/15/2023,23E,3,4,24,0,BARE,0,BARE,2,BOGR,0,BARE,
6/15/2023,23E,4,1,3,3,BOGR,2,BOGR,7,BOGR,3,BOGR,
6/15/2023,23E,4,1,6,9,BOGR,3,BOGR,4,BOGR,0,BOGR,
6/15/2023,23E,4,1,9,11,BOGR,2,CADU,13,CADU,2,BOGR,
6/15/2023,23E,4,1,12,12,BOGR,1,BOGR,6,BOGR,3,BOGR,
6/15/2023,23E,4,1,15,3,BOGR,2,BOGR,7,BUDA,1,BUDA,
6/15/2023,23E,4,1,18,11,VUOC,1,BOGR,8,BOGR,1,BOGR,
6/15/2023,23E,4,1,21,9,BOGR,2,BOGR,14,BOGR,2,BOGR,
6/15/2023,23E,4,1,24,11,BOGR,4,BOGR,10,BOGR,3,BOGR,
6/15/2023,23E,4,2,3,12,CADU,4,CADU,14,CADU,2,BOGR,
6/15/2023,23E,4,2,6,8,BOGR,3,BOGR,11,BOGR,3,SPCR,
6/15/2023,23E,4,2,9,15,BOGR,6,BOGR,20,BOGR,1,CADU,
6/15/2023,23E,4,2,12,10,BOGR,2,BOGR,12,BOGR,2,BOGR,
6/15/2023,23E,4,2,15,21,ARPU,10,ARPU,27,ARPU,7,ARPU,
6/15/2023,23E,4,2,18,12,BOGR,5,BOGR,16,ARPU,1,BOGR,
6/15/2023,23E,4,2,21,21,PASM,6,ARPU,23,ARPU,7,SAIB,
6/15/2023,23E,4,2,24,21,PASM,7,ARPU,26,PASM,3,PASM,
6/15/2023,23E,4,3,3,12,BUDA,5,BARE,4,BOGR,0,BOGR,
6/15/2023,23E,4,3,6,10,BUDA,6,OPPO,6,BOGR,1,BOGR,
6/15/2023,23E,4,3,9,11,BOGR,2,BOGR,7,BOGR,2,BOGR,
6/15/2023,23E,4,3,12,2,BOGR,0,BOGR,5,BOGR,0,BOGR,
6/15/2023,23E,4,3,15,9,BOGR,3,BOGR,8,BUDA,2,BOGR,
6/15/2023,23E,4,3,18,5,BOGR,2,BOGR,8,BOGR,4,BOGR,
6/15/2023,23E,4,3,21,4,BOGR,3,BOGR,6,BOGR,3,BOGR,
6/15/2023,23E,4,3,24,11,BOGR,3,BOGR,11,BOGR,3,BOGR,
6/15/2023,23E,4,4,3,11,ARPU,5,ARFR,10,ARFR,4,ARFR,
6/15/2023,23E,4,4,6,0,BARE,0,BARE,11,GUSA,4,GUSA,
6/15/2023,23E,4,4,9,5,SPCO,3,PEAL,8,CAFI,1,SPCO,
6/15/2023,23E,4,4,12,4,BUDA,2,BUDA,6,ARPU,2,BUDA,
6/15/2023,23E,4,4,15,0,BARE,0,BARE,5,SPCO,0,SPCO,
6/15/2023,23E,4,4,18,5,BOGR,1,BOGR,12,CADU,2,BOGR,
6/15/2023,23E,4,4,21,7,BUDA,3,BUDA,9,BUDA,3,BUDA,
6/15/2023,23E,4,4,24,4,BUDA,2,BUDA,8,BUDA,1,BUDA,
6/16/2023,25NW,1,1,3,15,PASM,2,PASM,13,PASM,1,PASM,
6/16/2023,25NW,1,1,6,5,BOGR,3,BOGR,8,BOGR,3,BOGR,
6/16/2023,25NW,1,1,9,7,CRMI,3,CRMI,10,BOGR,5,BOGR,
6/16/2023,25NW,1,1,12,9,BOGR,3,BOGR,14,BOGR,4,CHIN,
6/16/2023,25NW,1,1,15,12,BOGR,2,BOGR,17,SAIB,7,CHIN,
6/16/2023,25NW,1,1,18,20,CHLE,2,BOGR,12,BOGR,3,BOGR,
6/16/2023,25NW,1,1,21,10,BUDA,3,BUDA,8,BUDA,3,BUDA,
6/16/2023,25NW,1,1,24,10,BOGR,1,BUDA,7,BUDA,2,BUDA,
6/16/2023,25NW,1,2,3,10,BOGR,3,BOGR,25,BOGR,2,BOGR,
6/16/2023,25NW,1,2,6,17,BOGR,1,BOGR,8,BOGR,3,BOGR,
6/16/2023,25NW,1,2,9,10,BOGR,2,BOGR,15,BOGR,2,BOGR,
6/16/2023,25NW,1,2,12,28,BOGR,4,BOGR,21,BOGR,2,BOGR,
6/16/2023,25NW,1,2,15,18,BOGR,3,BOGR,10,BUDA,4,BUDA,
6/16/2023,25NW,1,2,18,13,BUDA,6,BUDA,26,BOGR,4,BOGR,
6/16/2023,25NW,1,2,21,12,BOGR,2,BOGR,25,BOGR,1,BOGR,
6/16/2023,25NW,1,2,24,15,SAIB,3,SAIB,4,BOGR,1,BOGR,
6/16/2023,25NW,1,3,3,10,BUDA,2,BUDA,6,BUDA,1,BUDA,
6/16/2023,25NW,1,3,6,8,BOGR,3,BOGR,7,BUDA,1,BUDA,
6/16/2023,25NW,1,3,9,4,BOGR,1,BOGR,9,BUDA,3,BUDA,
6/16/2023,25NW,1,3,12,10,BUDA,2,BUDA,8,BUDA,1,BUDA,
6/16/2023,25NW,1,3,15,16,CADU,1,BOGR,8,BOGR,2,BOGR,
6/16/2023,25NW,1,3,18,14,SAIB,6,SPCO,10,VUOC,2,SPCO,
6/16/2023,25NW,1,3,21,12,PASM,2,BUDA,10,BOGR,1,BOGR,
6/16/2023,25NW,1,3,24,10,BOGR,1,BOGR,9,BOGR,2,BOGR,
6/16/2023,25NW,1,4,3,18,BOGR,2,BOGR,12,BOGR,4,BOGR,
6/16/2023,25NW,1,4,6,10,BOGR,3,BOGR,12,BOGR,2,BOGR,
6/16/2023,25NW,1,4,9,24,PASM,3,BOGR,21,PASM,5,PASM,
6/16/2023,25NW,1,4,12,8,ARPU,2,BOGR,14,BOGR,3,BOGR,
6/16/2023,25NW,1,4,15,5,BOGR,1,BOGR,14,BOGR,3,BOGR,
6/16/2023,25NW,1,4,18,9,SPCO,1,SPCO,9,SPCO,2,SPCO,
6/16/2023,25NW,1,4,21,16,SPCO,5,SPCO,14,BOGR,4,SPCO,
6/16/2023,25NW,1,4,24,0,BARE,0,BARE,0,BARE,0,BARE,
6/16/2023,25NW,2,1,3,28,BOGR,3,BOGR,33,SPCR,6,SPCR,
6/16/2023,25NW,2,1,6,16,BOGR,3,BOGR,28,BOGR,2,BOGR,
6/16/2023,25NW,2,1,9,27,BOGR,4,BOGR,22,BOGR,2,BOGR,
6/16/2023,25NW,2,1,12,20,SAIB,3,SAIB,20,PASM,1,CHLE,
6/16/2023,25NW,2,1,15,16,BOGR,1,BOGR,23,PASM,1,PASM,
6/16/2023,25NW,2,1,18,11,SAIB,1,CADU,11,PASM,2,TAPA,
6/16/2023,25NW,2,1,21,24,PASM,5,PASM,18,PASM,5,MILI,
6/16/2023,25NW,2,1,24,12,SPCR,2,SPCR,12,BOGR,3,BOGR,
6/16/2023,25NW,2,2,3,30,PASM,2,PASM,21,PASM,2,PASM,
6/16/2023,25NW,2,2,6,28,PASM,1,PASM,18,PASM,3,PASM,
6/16/2023,25NW,2,2,9,22,BOGR,3,BOGR,16,BOGR,3,BOGR,
6/16/2023,25NW,2,2,12,36,PASM,5,BOGR,19,BOGR,4,EREF,
6/16/2023,25NW,2,2,15,34,HECO,4,BOGR,19,PASM,1,PASM,
6/16/2023,25NW,2,2,18,60,HECO,1,BUDA,32,PASM,8,OPPO,
6/16/2023,25NW,2,2,21,66,HECO,5,HECO,50,HECO,1,HECO,
6/16/2023,25NW,2,2,24,68,HECO,1,SPCR,54,HECO,2,HECO,
6/16/2023,25NW,2,3,3,18,PASM,1,CADU,18,BOGR,5,BOGR,
6/16/2023,25NW,2,3,6,10,BUDA,3,BUDA,13,BUDA,2,BUDA,
6/16/2023,25NW,2,3,9,14,BOGR,1,BOGR,12,BOGR,1,BOGR,
6/16/2023,25NW,2,3,12,14,BOGR,4,OPPO,18,BOGR,3,BOGR,
6/16/2023,25NW,2,3,15,0,BARE,0,BARE,10,BOGR,1,SAIB,
6/16/2023,25NW,2,3,18,30,BOGR,5,BOGR,18,SAIB,2,BOGR,
6/16/2023,25NW,2,3,21,16,BOGR,3,BOGR,9,BOGR,0,BARE,
6/16/2023,25NW,2,3,24,10,SAIB,1,SAIB,13,BOGR,2,BOGR,
6/16/2023,25NW,2,4,3,24,PASM,3,BOGR,25,PASM,1,PASM,
6/16/2023,25NW,2,4,6,18,PASM,3,HECO,20,PASM,2,PASM,
6/16/2023,25NW,2,4,9,20,SPCR,6,SPCR,44,PASM,16,EREF,
6/16/2023,25NW,2,4,12,24,PASM,11,PASM,26,PASM,6,PSTE,
6/16/2023,25NW,2,4,15,24,PASM,5,PASM,35,PASM,4,PASM,
6/16/2023,25NW,2,4,18,26,PASM,6,PASM,50,PASM,6,BOGR,
6/16/2023,25NW,2,4,21,28,PASM,8,PSTE,26,VUOC,6,SPCO,
6/16/2023,25NW,2,4,24,22,BOGR,3,BUDA,22,SAIB,8,SAIB,
6/15/2023,25NW,3,1,3,28,PASM,7,PASM,24,PASM,4,PASM,
6/15/2023,25NW,3,1,6,42,PASM,7,CADU,24,ELEL,7,PASM,
6/15/2023,25NW,3,1,9,14,PASM,0,BARE,11,PASM,1,PASM,
6/15/2023,25NW,3,1,12,28,PASM,1,PASM,44,PASM,1,PASM,
6/15/2023,25NW,3,1,15,20,PASM,1,SAIB,69,HECO,2,HECO,
6/15/2023,25NW,3,1,18,18,PASM,3,CADU,20,PASM,1,CADU,
6/15/2023,25NW,3,1,21,14,CADU,5,SPCR,16,BOGR,2,BOGR,
6/15/2023,25NW,3,1,24,28,HECO,1,CADU,12,BOGR,2,BOGR,
6/15/2023,25NW,3,2,3,22,ELEL,10,BOGR,22,BOGR,1,SPCO,
6/15/2023,25NW,3,2,6,8,BOGR,3,BOGR,10,CADU,1,LEMO,
6/15/2023,25NW,3,2,9,4,BOGR,0,BARE,0,BARE,0,BARE,
6/15/2023,25NW,3,2,12,9,BUDA,1,BUDA,12,BUDA,5,BUDA,
6/15/2023,25NW,3,2,15,12,BUDA,6,BUDA,15,BOGR,5,BUDA,
6/15/2023,25NW,3,2,18,18,BOGR,5,BUDA,16,BOGR,8,BOGR,
6/15/2023,25NW,3,2,21,13,BUDA,5,BUDA,16,BOGR,6,BOGR,
6/15/2023,25NW,3,2,24,16,BOGR,1,BOGR,20,BOGR,6,BOGR,
6/15/2023,25NW,3,3,3,12,BOGR,1,BOGR,12,BOGR,2,BOGR,
6/15/2023,25NW,3,3,6,12,BOGR,2,BOGR,16,BOGR,1,BOGR,
6/15/2023,25NW,3,3,9,26,BOGR,5,BOGR,10,BOGR,3,BOGR,
6/15/2023,25NW,3,3,12,12,BOGR,3,BOGR,14,BOGR,2,BOGR,
6/15/2023,25NW,3,3,15,14,BOGR,2,BOGR,11,CADU,1,CADU,
6/15/2023,25NW,3,3,18,12,BOGR,2,BOGR,16,BOGR,5,BOGR,
6/15/2023,25NW,3,3,21,25,BOGR,5,EREF,30,BOGR,6,OPPO,
6/15/2023,25NW,3,3,24,24,BOGR,3,BOGR,37,BOGR,4,BOGR,
6/15/2023,25NW,3,4,3,10,CADU,7,BOGR,19,BOGR,1,BOGR,
6/15/2023,25NW,3,4,6,10,BUDA,2,BUDA,18,PASM,4,PASM,
6/15/2023,25NW,3,4,9,23,BOGR,2,BOGR,60,PASM,1,BUDA,
6/15/2023,25NW,3,4,12,13,BOGR,4,CADU,15,PSTE,1,BOGR,
6/15/2023,25NW,3,4,15,11,BOGR,1,BOGR,16,PASM,1,CADU,
6/15/2023,25NW,3,4,18,9,PASM,1,CADU,14,PASM,1,PASM,
6/15/2023,25NW,3,4,21,14,PASM,2,BOGR,15,BOGR,4,BOGR,
6/15/2023,25NW,3,4,24,18,PASM,1,PASM,26,PASM,2,PASM,
6/15/2023,25NW,4,1,3,10,BOGR,2,BOGR,13,BOGR,3,BOGR,
6/15/2023,25NW,4,1,6,10,BOGR,2,BOGR,15,BOGR,2,BOGR,
6/15/2023,25NW,4,1,9,11,BOGR,4,BOGR,10,BOGR,2,BOGR,
6/15/2023,25NW,4,1,12,14,BOGR,1,BOGR,26,PASM,5,BOGR,
6/15/2023,25NW,4,1,15,16,BOGR,3,BOGR,29,BOGR,5,BOGR,
6/15/2023,25NW,4,1,18,12,BOGR,6,BOGR,14,BOGR,3,BOGR,
6/15/2023,25NW,4,1,21,10,BOGR,2,BOGR,5,BOGR,1,BOGR,
6/15/2023,25NW,4,1,24,12,BOGR,5,BOGR,21,BOGR,3,BOGR,
6/15/2023,25NW,4,2,3,21,BOGR,5,BOGR,22,PASM,1,PASM,
6/15/2023,25NW,4,2,6,8,BOGR,3,BOGR,19,PASM,1,BOGR,
6/15/2023,25NW,4,2,9,10,BOGR,2,BOGR,31,PASM,13,PASM,
6/15/2023,25NW,4,2,12,23,BOGR,5,PASM,19,PASM,7,OPPO,
6/15/2023,25NW,4,2,15,46,PASM,1,PASM,29,PASM,5,OPPO,
6/15/2023,25NW,4,2,18,37,PASM,4,OPPO,36,PASM,5,PASM,
6/15/2023,25NW,4,2,21,44,PASM,8,PASM,24,PASM,5,OPPO,
6/15/2023,25NW,4,2,24,60,PASM,1,CADU,30,PASM,1,PASM,
6/15/2023,25NW,4,3,3,12,CADU,1,PASM,20,PASM,2,CADU,
6/15/2023,25NW,4,3,6,18,PASM,1,PASM,16,PASM,1,PASM,
6/15/2023,25NW,4,3,9,24,PASM,0,BARE,14,PASM,2,PASM,
6/15/2023,25NW,4,3,12,14,PASM,0,PASM,25,PASM,1,PASM,
6/15/2023,25NW,4,3,15,30,PASM,1,PASM,49,PASM,5,PASM,
6/15/2023,25NW,4,3,18,76,HECO,1,PASM,30,PASM,4,SAIB,
6/15/2023,25NW,4,3,21,82,HECO,1,PASM,28,PASM,1,PASM,
6/15/2023,25NW,4,3,24,56,PASM,4,PASM,62,HECO,5,PASM,
6/15/2023,25NW,4,4,3,10,CADU,4,BOGR,17,BOGR,2,BOGR,
6/15/2023,25NW,4,4,6,13,CADU,5,CADU,13,PASM,4,CADU,
6/15/2023,25NW,4,4,9,16,BOGR,5,BOGR,40,BOGR,3,BOGR,
6/15/2023,25NW,4,4,12,26,BOGR,4,BOGR,9,BOGR,3,BOGR,
6/15/2023,25NW,4,4,15,26,BOGR,4,BOGR,14,BOGR,1,BOGR,
6/15/2023,25NW,4,4,18,64,HECO,7,SAIB,21,BOGR,3,BOGR,
6/15/2023,25NW,4,4,21,42,CHLE,10,BOGR,20,PASM,4,SPCR,
6/15/2023,25NW,4,4,24,20,PASM,1,BOGR,14,BOGR,3,BOGR,
6/14/2023,25SE,1,1,3,10,BOGR,2,BOGR,11,BOGR,2,BOGR,
6/14/2023,25SE,1,1,6,4,BOGR,1,BOGR,12,BOGR,5,OPPO,
6/14/2023,25SE,1,1,9,24,BOGR,2,BOGR,13,BOGR,2,BOGR,
6/14/2023,25SE,1,1,12,10,BOGR,3,BOGR,15,BOGR,2,BOGR,
6/14/2023,25SE,1,1,15,12,BOGR,3,BOGR,14,BOGR,2,BOGR,
6/14/2023,25SE,1,1,18,12,BOGR,3,BOGR,12,BOGR,3,BOGR,
6/14/2023,25SE,1,1,21,10,BOGR,1,BOGR,10,BOGR,2,BUDA,
6/14/2023,25SE,1,1,24,4,BOGR,1,BOGR,7,BUDA,1,BUDA,
6/14/2023,25SE,1,2,3,10,BOGR,4,BOGR,9,OPPO,7,OPPO,
6/14/2023,25SE,1,2,6,10,BOGR,3,BOGR,8,BOGR,2,BOGR,
6/14/2023,25SE,1,2,9,6,BOGR,2,BOGR,10,BOGR,3,BUDA,
6/14/2023,25SE,1,2,12,24,BOGR,3,BOGR,12,BOGR,5,BUDA,
6/14/2023,25SE,1,2,15,16,BOGR,3,BUDA,6,BOGR,3,BOGR,
6/14/2023,25SE,1,2,18,9,BOGR,1,BOGR,3,BOGR,1,ECVI,
6/14/2023,25SE,1,2,21,20,SAIB,7,BOGR,11,BOGR,3,BUDA,
6/14/2023,25SE,1,2,24,5,BOGR,1,BOGR,7,BOGR,3,BOGR,
6/14/2023,25SE,1,3,3,16,BOGR,3,BOGR,16,BOGR,5,BOGR,
6/14/2023,25SE,1,3,6,15,BOGR,6,BOGR,12,BOGR,4,BOGR,
6/14/2023,25SE,1,3,9,10,CADU,1,CADU,10,CADU,1,CADU,
6/14/2023,25SE,1,3,12,14,BOGR,2,BOGR,20,BOGR,3,BOGR,
6/14/2023,25SE,1,3,15,8,BOGR,2,BOGR,26,BOGR,3,BOGR,
6/14/2023,25SE,1,3,18,20,BOGR,2,BOGR,16,BOGR,5,BOGR,
6/14/2023,25SE,1,3,21,28,BOGR,2,BOGR,14,BOGR,4,BOGR,
6/14/2023,25SE,1,3,24,20,BOGR,6,ARPU,14,BOGR,2,BOGR,
6/14/2023,25SE,1,4,3,5,BOGR,2,BOGR,8,BOGR,1,BOGR,
6/14/2023,25SE,1,4,6,19,BOGR,2,BOGR,17,BOGR,5,BOGR,
6/14/2023,25SE,1,4,9,8,BOGR,3,BOGR,31,BOGR,3,BOGR,
6/14/2023,25SE,1,4,12,12,BOGR,2,BOGR,34,BOGR,5,BOGR,
6/14/2023,25SE,1,4,15,22,BOGR,4,BOGR,20,BOGR,5,BOGR,
6/14/2023,25SE,1,4,18,44,BOGR,7,BOGR,29,BOGR,7,BOGR,
6/14/2023,25SE,1,4,21,18,PASM,3,BOGR,18,BOGR,3,BOGR,
6/14/2023,25SE,1,4,24,17,BOGR,3,BOGR,11,BOGR,4,BOGR,
6/14/2023,25SE,2,1,3,11,BOGR,5,BOGR,7,BOGR,3,BOGR,
6/14/2023,25SE,2,1,6,15,BOGR,3,BOGR,10,BOGR,3,BOGR,
6/14/2023,25SE,2,1,9,8,BOGR,1,BOGR,7,BOGR,1,BOGR,
6/14/2023,25SE,2,1,12,12,BOGR,2,BOGR,10,BOGR,5,BOGR,
6/14/2023,25SE,2,1,15,7,BOGR,2,BOGR,9,BOGR,5,BOGR,
6/14/2023,25SE,2,1,18,10,BOGR,2,BOGR,10,BOGR,1,BOGR,
6/14/2023,25SE,2,1,21,15,BOGR,3,BOGR,13,BOGR,3,BOGR,
6/14/2023,25SE,2,1,24,19,BOGR,5,BOGR,34,BOGR,3,BOGR,
6/14/2023,25SE,2,2,3,10,BOGR,3,BOGR,12,ARPU,2,ARPU,
6/14/2023,25SE,2,2,6,28,BOGR,3,BOGR,18,BOGR,4,BOGR,
6/14/2023,25SE,2,2,9,18,BOGR,4,PSTE,18,BOGR,5,BOGR,
6/14/2023,25SE,2,2,12,15,BOGR,6,OPPO,20,BOGR,2,BOGR,
6/14/2023,25SE,2,2,15,10,BOGR,3,BOGR,9,BUDA,3,BUDA,
6/14/2023,25SE,2,2,18,12,BOGR,4,BOGR,26,BOGR,4,BOGR,
6/14/2023,25SE,2,2,21,20,BOGR,6,BOGR,22,BOGR,4,BOGR,
6/14/2023,25SE,2,2,24,12,BOGR,3,BOGR,36,BOGR,2,PIOP,
6/14/2023,25SE,2,3,3,34,PASM,4,PASM,16,PASM,2,PASM,
6/14/2023,25SE,2,3,6,18,CHLE,1,CHLE,14,PASM,1,PASM,
6/14/2023,25SE,2,3,9,20,PASM,8,CRMI,16,CRMI,10,CRMI,
6/14/2023,25SE,2,3,12,64,HECO,5,ARPU,55,HECO,10,OPPO,
6/14/2023,25SE,2,3,15,22,BOGR,6,OPPO,20,PASM,4,BOGR,
6/14/2023,25SE,2,3,18,18,BOGR,3,CADU,44,HECO,6,BOGR,
6/14/2023,25SE,2,3,21,30,HECO,4,CADU,28,BOGR,7,EVNU,
6/14/2023,25SE,2,3,24,32,BOGR,7,OPPO,26,BOGR,4,OPPO,
6/14/2023,25SE,2,4,3,12,BOGR,5,BOGR,14,BOGR,1,BOGR,
6/14/2023,25SE,2,4,6,11,BOGR,3,BOGR,20,BOGR,5,BOGR,
6/14/2023,25SE,2,4,9,30,BOGR,2,BOGR,8,BOGR,1,BOGR,
6/14/2023,25SE,2,4,12,14,BOGR,4,BOGR,7,VUOC,2,BOGR,
6/14/2023,25SE,2,4,15,6,BOGR,1,BOGR,0,BARE,0,BARE,
6/14/2023,25SE,2,4,18,14,BOGR,6,BOGR,0,BARE,0,BARE,
6/14/2023,25SE,2,4,21,12,BOGR,2,BOGR,10,BOGR,3,BOGR,
6/14/2023,25SE,2,4,24,8,BOGR,4,BOGR,25,BOGR,3,BOGR,
6/14/2023,25SE,3,1,3,26,PASM,1,PASM,7,PASM,1,PASM,
6/14/2023,25SE,3,1,6,14,CADU,2,BOGR,8,BOGR,1,BOGR,
6/14/2023,25SE,3,1,9,12,BOGR,3,BOGR,18,PASM,2,SPCR,
6/14/2023,25SE,3,1,12,8,BOGR,1,BOGR,8,BOGR,2,BOGR,
6/14/2023,25SE,3,1,15,16,BOGR,1,BOGR,22,PASM,2,BOGR,
6/14/2023,25SE,3,1,18,10,EREF,5,EREF,16,BOGR,3,BOGR,
6/14/2023,25SE,3,1,21,30,BOGR,7,CADU,26,ARPU,8,ARPU,
6/14/2023,25SE,3,1,24,20,CADU,1,CADU,53,HECO,4,CADU,
6/14/2023,25SE,3,2,3,5,SAIB,1,BOGR,9,BOGR,1,BOGR,
6/14/2023,25SE,3,2,6,2,BOGR,0,BARE,6,BOGR,1,BOGR,
6/14/2023,25SE,3,2,9,28,HECO,0,BARE,23,BOGR,1,BOGR,
6/14/2023,25SE,3,2,12,16,PASM,3,BOGR,52,HECO,2,HECO,
6/14/2023,25SE,3,2,15,32,PASM,2,PASM,12,PASM,1,CADU,
6/14/2023,25SE,3,2,18,14,BOGR,1,BOGR,50,HECO,1,HECO,
6/14/2023,25SE,3,2,21,22,PASM,2,BUDA,14,CADU,4,CADU,
6/14/2023,25SE,3,2,24,6,BOGR,1,BOGR,11,CADU,1,CADU,
6/14/2023,25SE,3,3,3,12,CADU,2,BOGR,16,PASM,1,PASM,
6/14/2023,25SE,3,3,6,18,PASM,1,BUDA,15,PASM,5,OPPO,
6/14/2023,25SE,3,3,9,14,CADU,1,CADU,12,PASM,1,PASM,
6/14/2023,25SE,3,3,12,12,PASM,3,BOGR,8,BUDA,3,BUDA,
6/14/2023,25SE,3,3,15,6,SAIB,3,BUDA,7,BOGR,1,ALTE,
6/14/2023,25SE,3,3,18,10,PASM,3,BOGR,11,BOGR,2,CHLE,
6/14/2023,25SE,3,3,21,16,BOGR,2,BOGR,12,BOGR,1,BOGR,
