Year,SamplingDate,Season,Pasture,Plot,Transect,Distance,High East,EastHighSpp,Low East,EastLowSpp,High West,WestHighSpp,Low West,WestLowSpp,MeanHigh,MeanLow
2021,10/19/2021,fall,22W,2,2,3,9,pasm,1,pasm,8,pasm,1,pasm,8.5,1
2021,10/19/2021,fall,22W,2,2,6,11,pasm,1,pasm,6,pasm,1,pasm,8.5,1
2021,10/19/2021,fall,22W,2,2,9,4,pasm,1,pasm,11,pasm,1,pasm,7.5,1
2021,10/19/2021,fall,22W,2,2,12,9,vuoc,1,vuoc,10,pasm,1,pasm,9.5,1
2021,10/19/2021,fall,22W,2,2,15,14,pasm,1,pasm,14,pasm,1,pasm,14,1
2021,10/19/2021,fall,22W,2,2,18,10,pasm,1,pasm,11,pasm,1,pasm,10.5,1
2021,10/19/2021,fall,22W,2,2,21,4,bogr,2,bogr,12,vuoc,2,bogr,8,2
2021,10/19/2021,fall,22W,2,2,24,8,pasm,1,pasm,9,bogr,2,bogr,8.5,1.5
2021,10/19/2021,fall,22W,2,1,3,2,pasm,0,pasm,4,plpa,2,bogr,3,1
2021,10/19/2021,fall,22W,2,1,6,9,pasm,1,crmi,4,crmi,1,crmi,6.5,1
2021,10/19/2021,fall,22W,2,1,9,1,bogr,1,bogr,1,bogr,0,bogr,1,0.5
2021,10/19/2021,fall,22W,2,1,12,8,bogr,1,bogr,4,eref,1,eref,6,1
2021,10/19/2021,fall,22W,2,1,15,1,bogr,0,bogr,2,bogr,1,bogr,1.5,0.5
2021,10/19/2021,fall,22W,2,1,18,4,crmi,1,bogr,1,bogr,0,bare,2.5,0.5
2021,10/19/2021,fall,22W,2,1,21,2,bogr,1,bogr,2,bogr,1,bogr,2,1
2021,10/19/2021,fall,22W,2,1,24,9,pasm,1,bogr,14,pasm,2,bogr,11.5,1.5
2021,10/19/2021,fall,22W,2,3,3,5,pasm,1,pasm,14,pasm,1,pasm,9.5,1
2021,10/19/2021,fall,22W,2,3,6,10,pasm,1,pasm,14,pasm,1,pasm,12,1
2021,10/19/2021,fall,22W,2,3,9,6,vuoc,1,bogr,13,pasm,1,bogr,9.5,1
2021,10/19/2021,fall,22W,2,3,12,5,vuoc,1,vuoc,6,vuoc,1,bogr,5.5,1
2021,10/19/2021,fall,22W,2,3,15,8,vuoc,1,bogr,6,vuoc,0,vuoc,7,0.5
2021,10/19/2021,fall,22W,2,3,18,6,vuoc,1,bogr,6,vuoc,1,bogr,6,1
2021,10/19/2021,fall,22W,2,3,21,11,vuoc,1,bogr,7,bogr,1,bogr,9,1
2021,10/19/2021,fall,22W,2,3,24,4,vuoc,1,vuoc,10,vuoc,1,vuoc,7,1
2021,10/19/2021,fall,22W,2,4,3,14,bogr,1,bogr,13,bogr,1,bogr,13.5,1
2021,10/19/2021,fall,22W,2,4,6,6,bogr,2,bogr,2,bogr,1,bogr,4,1.5
2021,10/19/2021,fall,22W,2,4,9,1,bogr,1,bogr,8,bogr,1,bogr,4.5,1
2021,10/19/2021,fall,22W,2,4,12,2,bogr,2,bogr,2,bogr,1,bogr,2,1.5
2021,10/19/2021,fall,22W,2,4,15,8,bogr,2,bogr,2,bogr,1,bogr,5,1.5
2021,10/19/2021,fall,22W,2,4,18,4,bogr,1,bogr,10,bogr,2,bogr,7,1.5
2021,10/19/2021,fall,22W,2,4,21,3,bogr,1,bogr,2,bogr,1,bogr,2.5,1
2021,10/19/2021,fall,22W,2,4,24,3,bogr,1,bogr,6,bogr,1,bogr,4.5,1
2021,10/19/2021,fall,22W,3,1,3,5,bogr,1,bogr,3,bogr,1,bogr,4,1
2021,10/19/2021,fall,22W,3,1,6,1,bogr,0,bogr,5,bogr,1,bogr,3,0.5
2021,10/19/2021,fall,22W,3,1,9,4,bogr,1,bogr,3,bogr,1,bogr,3.5,1
2021,10/19/2021,fall,22W,3,1,12,5,bogr,1,bogr,4,bogr,1,bogr,4.5,1
2021,10/19/2021,fall,22W,3,1,15,4,bogr,1,bogr,4,bogr,1,bogr,4,1
2021,10/19/2021,fall,22W,3,1,18,6,bogr,2,bogr,8,bogr,1,bogr,7,1.5
2021,10/19/2021,fall,22W,3,1,21,6,cadu,1,cadu,12,cadu,0,cadu,9,0.5
2021,10/19/2021,fall,22W,3,1,24,2,bogr,1,bogr,4,bogr,1,bogr,3,1
2021,10/19/2021,fall,22W,3,2,3,6,plpa,1,pasm,9,bogr,2,bogr,7.5,1.5
2021,10/19/2021,fall,22W,3,2,6,5,mata,1,bogr,3,bogr,1,bogr,4,1
2021,10/19/2021,fall,22W,3,2,9,8,bogr,1,bogr,2,bogr,1,bogr,5,1
2021,10/19/2021,fall,22W,3,2,12,2,bogr,1,bogr,2,bogr,1,bogr,2,1
2021,10/19/2021,fall,22W,3,2,15,5,bogr,1,bogr,4,bogr,1,bogr,4.5,1
2021,10/19/2021,fall,22W,3,2,18,2,bogr,1,bogr,1,bogr,0,bogr,1.5,0.5
2021,10/19/2021,fall,22W,3,2,21,5,plpa,1,bogr,2,bogr,1,bogr,3.5,1
2021,10/19/2021,fall,22W,3,2,24,0,bare,0,bare,0,bare,0,bare,0,0
2021,10/19/2021,fall,22W,3,3,3,18,pasm,2,cadu,20,pasm,1,bogr,19,1.5
2021,10/19/2021,fall,22W,3,3,6,2,bogr,1,bogr,19,pasm,1,bogr,10.5,1
2021,10/19/2021,fall,22W,3,3,9,10,eref,3,eref,11,pasm,2,bogr,10.5,2.5
2021,10/19/2021,fall,22W,3,3,12,13,pasm,1,pasm,20,pasm,1,pasm,16.5,1
2021,10/19/2021,fall,22W,3,3,15,18,pasm,2,pasm,16,pasm,1,pasm,17,1.5
2021,10/19/2021,fall,22W,3,3,18,14,pasm,1,pasm,14,pasm,1,pasm,14,1
2021,10/19/2021,fall,22W,3,3,21,24,pasm,3,pasm,24,pasm,1,pasm,24,2
2021,10/19/2021,fall,22W,3,3,24,19,pasm,1,pasm,20,pasm,1,pasm,19.5,1
2021,10/19/2021,fall,22W,3,4,3,2,bogr,1,bogr,2,bogr,1,bogr,2,1
2021,10/19/2021,fall,22W,3,4,6,2,bogr,1,bogr,2,bogr,1,bogr,2,1
2021,10/19/2021,fall,22W,3,4,9,2,bogr,1,bogr,1,bogr,1,bogr,1.5,1
2021,10/19/2021,fall,22W,3,4,12,14,gusa,1,gusa,6,bogr,2,oppo,10,1.5
2021,10/19/2021,fall,22W,3,4,15,2,bogr,1,bogr,2,bogr,1,bogr,2,1
2021,10/19/2021,fall,22W,3,4,18,2,bogr,1,bogr,5,pasm,1,bogr,3.5,1
2021,10/19/2021,fall,22W,3,4,21,2,bogr,1,bogr,2,bogr,1,bogr,2,1
2021,10/19/2021,fall,22W,3,4,24,4,cadu,1,cadu,0,bare,0,bare,2,0.5
2021,10/20/2021,fall,22W,4,1,3,9,pasm,2,pasm,11,pasm,1,pasm,10,1.5
2021,10/20/2021,fall,22W,4,1,6,6,buda,1,buda,4,buda,1,buda,5,1
2021,10/20/2021,fall,22W,4,1,9,2,mata,1,mata,4,ivax,1,ivax,3,1
2021,10/20/2021,fall,22W,4,1,12,0,bare,0,bare,2,muto,0,bare,1,0
2021,10/20/2021,fall,22W,4,1,15,2,bogr,1,bogr,2,buda,1,buda,2,1
2021,10/20/2021,fall,22W,4,1,18,2,bogr,1,bogr,3,bogr,1,bogr,2.5,1
2021,10/20/2021,fall,22W,4,1,21,3,bogr,2,bogr,3,bogr,2,bogr,3,2
2021,10/20/2021,fall,22W,4,1,24,2,bogr,2,bogr,3,bogr,1,bogr,2.5,1.5
2021,10/20/2021,fall,22W,4,2,3,6,pasm,1,bogr,4,bogr,1,bogr,5,1
2021,10/20/2021,fall,22W,4,2,6,3,bogr,1,bogr,2,bogr,1,bogr,2.5,1
2021,10/20/2021,fall,22W,4,2,9,11,pasm,1,bogr,9,bogr,0,bogr,10,0.5
2021,10/20/2021,fall,22W,4,2,12,3,bogr,1,bogr,5,bogr,2,bogr,4,1.5
2021,10/20/2021,fall,22W,4,2,15,2,bogr,1,bogr,3,bogr,1,bogr,2.5,1
2021,10/20/2021,fall,22W,4,2,18,3,bogr,1,bogr,2,buda,1,buda,2.5,1
2021,10/20/2021,fall,22W,4,2,21,1,bogr,1,bogr,4,bogr,1,bogr,2.5,1
2021,10/20/2021,fall,22W,4,2,24,4,bogr,1,bogr,6,pasm,1,bogr,5,1
2021,10/20/2021,fall,22W,4,3,3,3,bogr,1,bogr,3,bogr,1,bogr,3,1
2021,10/20/2021,fall,22W,4,3,6,1,bogr,0,bogr,4,bogr,1,bogr,2.5,0.5
2021,10/20/2021,fall,22W,4,3,9,2,vuoc,0,bogr,8,crmi,1,bogr,5,0.5
2021,10/20/2021,fall,22W,4,3,12,4,bogr,1,bogr,2,bogr,1,bogr,3,1
2021,10/20/2021,fall,22W,4,3,15,2,bogr,1,bogr,3,bogr,1,bogr,2.5,1
2021,10/20/2021,fall,22W,4,3,18,4,bogr,2,bogr,2,bogr,0,bogr,3,1
2021,10/20/2021,fall,22W,4,3,21,1,bogr,0,bogr,2,bogr,1,bogr,1.5,0.5
2021,10/20/2021,fall,22W,4,3,24,2,crmi,0,crmi,2,bogr,0,bogr,2,0
2021,10/20/2021,fall,22W,4,4,3,2,bogr,2,bogr,9,vuoc,1,bogr,5.5,1.5
2021,10/20/2021,fall,22W,4,4,6,9,vuoc,2,bogr,4,bogr,2,bogr,6.5,2
2021,10/20/2021,fall,22W,4,4,9,4,bogr,1,bogr,4,bogr,1,bogr,4,1
2021,10/20/2021,fall,22W,4,4,12,4,bogr,1,bogr,4,bogr,1,bogr,4,1
2021,10/20/2021,fall,22W,4,4,15,8,vuoc,3,bogr,4,bogr,1,bogr,6,2
2021,10/20/2021,fall,22W,4,4,18,10,vuoc,1,bogr,10,vuoc,1,bogr,10,1
2021,10/20/2021,fall,22W,4,4,21,8,bogr,1,bogr,3,vuoc,0,vuoc,5.5,0.5
2021,10/20/2021,fall,22W,4,4,24,6,vuoc,1,bogr,2,buda,1,buda,4,1
2021,10/20/2021,fall,22E,1,1,3,16,pasm,2,pasm,14,pasm,1,pasm,15,1.5
2021,10/20/2021,fall,22E,1,1,6,20,pasm,2,pasm,18,pasm,1,pasm,19,1.5
2021,10/20/2021,fall,22E,1,1,9,22,pasm,1,pasm,21,pasm,2,pasm,21.5,1.5
2021,10/20/2021,fall,22E,1,1,12,32,pasm,5,atca,12,pasm,1,pasm,22,3
2021,10/20/2021,fall,22E,1,1,15,8,pasm,1,pasm,12,pasm,0,bare,10,0.5
2021,10/20/2021,fall,22E,1,1,18,21,pasm,1,pasm,18,pasm,2,pasm,19.5,1.5
2021,10/20/2021,fall,22E,1,1,21,28,pasm,3,pasm,24,pasm,1,pasm,26,2
2021,10/20/2021,fall,22E,1,1,24,15,pasm,2,pasm,17,pasm,2,pasm,16,2
2021,10/20/2021,fall,22E,1,2,3,28,pasm,3,pasm,15,pasm,1,atca,21.5,2
2021,10/20/2021,fall,22E,1,2,6,28,pasm,1,pasm,15,pasm,1,pasm,21.5,1
2021,10/20/2021,fall,22E,1,2,9,9,pasm,1,pasm,22,pasm,1,pasm,15.5,1
2021,10/20/2021,fall,22E,1,2,12,18,pasm,1,pasm,18,pasm,2,pasm,18,1.5
2021,10/20/2021,fall,22E,1,2,15,21,pasm,3,pasm,20,pasm,2,pasm,20.5,2.5
2021,10/20/2021,fall,22E,1,2,18,2,pasm,0,pasm,13,pasm,1,pasm,7.5,0.5
2021,10/20/2021,fall,22E,1,2,21,15,pasm,1,pasm,14,pasm,1,pasm,14.5,1
2021,10/20/2021,fall,22E,1,2,24,11,pasm,0,pasm,12,pasm,0,pasm,11.5,0
2021,10/20/2021,fall,22E,1,3,3,34,pasm,2,pasm,18,pasm,1,pasm,26,1.5
2021,10/20/2021,fall,22E,1,3,6,24,pasm,1,pasm,18,pasm,1,pasm,21,1
2021,10/20/2021,fall,22E,1,3,9,16,pasm,1,pasm,24,pasm,3,oppo,20,2
2021,10/20/2021,fall,22E,1,3,12,3,pasm,0,oppo,21,pasm,3,pasm,12,1.5
2021,10/20/2021,fall,22E,1,3,15,3,pasm,1,oppo,21,pasm,1,pasm,12,1
2021,10/20/2021,fall,22E,1,3,18,7,pasm,0,pasm,1,pasm,0,pasm,4,0
2021,10/20/2021,fall,22E,1,3,21,14,pasm,1,pasm,12,pasm,1,pasm,13,1
2021,10/20/2021,fall,22E,1,3,24,6,pasm,1,pasm,16,pasm,0,pasm,11,0.5
2021,10/20/2021,fall,22E,1,4,3,10,pasm,1,pasm,19,chle,2,chle,14.5,1.5
2021,10/20/2021,fall,22E,1,4,6,8,pasm,1,pasm,13,saib,3,chle,10.5,2
2021,10/20/2021,fall,22E,1,4,9,9,pasm,1,pasm,15,pasm,1,pasm,12,1
2021,10/20/2021,fall,22E,1,4,12,6,pasm,1,pasm,8,pasm,1,pasm,7,1
2021,10/20/2021,fall,22E,1,4,15,24,pasm,1,pasm,15,chle,1,chle,19.5,1
2021,10/20/2021,fall,22E,1,4,18,10,pasm,0,pasm,8,pasm,1,chle,9,0.5
2021,10/20/2021,fall,22E,1,4,21,10,pasm,0,bare,11,pasm,1,pasm,10.5,0.5
2021,10/20/2021,fall,22E,1,4,24,13,pasm,1,pasm,8,atca,1,atca,10.5,1
2021,10/20/2021,fall,22E,2,1,3,6,pasm,1,pasm,2,pasm,0,pasm,4,0.5
2021,10/20/2021,fall,22E,2,1,6,4,pasm,1,pasm,1,pasm,0,pasm,2.5,0.5
2021,10/20/2021,fall,22E,2,1,9,2,pasm,0,pasm,8,pasm,1,pasm,5,0.5
2021,10/20/2021,fall,22E,2,1,12,4,pasm,1,pasm,3,pasm,1,pasm,3.5,1
2021,10/20/2021,fall,22E,2,1,15,16,pasm,1,pasm,0,bare,0,bare,8,0.5
2021,10/20/2021,fall,22E,2,1,18,8,pasm,1,pasm,3,pasm,1,pasm,5.5,1
2021,10/20/2021,fall,22E,2,1,21,5,pasm,1,pasm,11,pasm,1,pasm,8,1
2021,10/20/2021,fall,22E,2,1,24,8,pasm,1,pasm,6,pasm,1,pasm,7,1
2021,10/20/2021,fall,22E,2,2,3,9,pasm,1,pasm,22,pasm,1,pasm,15.5,1
2021,10/20/2021,fall,22E,2,2,6,10,pasm,5,eref,12,pasm,1,pasm,11,3
2021,10/20/2021,fall,22E,2,2,9,4,pasm,1,pasm,16,eref,1,eref,10,1
2021,10/20/2021,fall,22E,2,2,12,10,pasm,1,pasm,8,pasm,1,pasm,9,1
2021,10/20/2021,fall,22E,2,2,15,10,pasm,1,pasm,14,pasm,1,pasm,12,1
2021,10/20/2021,fall,22E,2,2,18,11,pasm,1,pasm,6,chle,0,pasm,8.5,0.5
2021,10/20/2021,fall,22E,2,2,21,9,pasm,4,oppo,8,pasm,1,pasm,8.5,2.5
2021,10/20/2021,fall,22E,2,2,24,8,pasm,1,pasm,15,pasm,5,oppo,11.5,3
2021,10/20/2021,fall,22E,2,3,3,13,pasm,1,oppo,6,oppo,2,oppo,9.5,1.5
2021,10/20/2021,fall,22E,2,3,6,12,pasm,1,pasm,8,pasm,1,pasm,10,1
2021,10/20/2021,fall,22E,2,3,9,8,pasm,1,pasm,2,pasm,0,pasm,5,0.5
2021,10/20/2021,fall,22E,2,3,12,8,pasm,1,pasm,2,pasm,1,pasm,5,1
2021,10/20/2021,fall,22E,2,3,15,8,pasm,0,pasm,6,pasm,1,pasm,7,0.5
2021,10/20/2021,fall,22E,2,3,18,3,pasm,0,pasm,10,pasm,1,pasm,6.5,0.5
2021,10/20/2021,fall,22E,2,3,21,12,pasm,1,pasm,4,pasm,1,pasm,8,1
2021,10/20/2021,fall,22E,2,3,24,8,pasm,1,pasm,9,pasm,1,pasm,8.5,1
2021,10/20/2021,fall,22E,2,4,3,8,pasm,1,pasm,8,pasm,2,pasm,8,1.5
2021,10/20/2021,fall,22E,2,4,6,14,pasm,0,pasm,11,pasm,1,pasm,12.5,0.5
2021,10/20/2021,fall,22E,2,4,9,18,pasm,1,pasm,4,pasm,1,pasm,11,1
2021,10/20/2021,fall,22E,2,4,12,5,pasm,0,pasm,0,bare,0,bare,2.5,0
2021,10/20/2021,fall,22E,2,4,15,40,atca,5,atca,0,bare,0,bare,20,2.5
2021,10/20/2021,fall,22E,2,4,18,8,pasm,1,pasm,16,pasm,0,pasm,12,0.5
2021,10/20/2021,fall,22E,2,4,21,24,pasm,1,pasm,22,pasm,2,pasm,23,1.5
2021,10/20/2021,fall,22E,2,4,24,17,pasm,1,pasm,13,eref,2,pasm,15,1.5
2021,10/20/2021,fall,22E,3,1,3,4,crmi,2,crmi,8,chle,0,chle,6,1
2021,10/20/2021,fall,22E,3,1,6,9,crmi,1,crmi,6,bogr,1,bogr,7.5,1
2021,10/20/2021,fall,22E,3,1,9,8,crmi,2,crmi,5,bogr,1,crmi,6.5,1.5
2021,10/20/2021,fall,22E,3,1,12,8,crmi,1,crmi,6,crmi,1,crmi,7,1
2021,10/20/2021,fall,22E,3,1,15,0,bare,0,bare,0,bare,0,bare,0,0
2021,10/20/2021,fall,22E,3,1,18,5,bogr,1,bogr,8,crmi,1,crmi,6.5,1
2021,10/20/2021,fall,22E,3,1,21,6,bogr,1,bogr,3,bogr,1,bogr,4.5,1
2021,10/20/2021,fall,22E,3,1,24,4,crmi,1,bogr,5,bogr,1,bogr,4.5,1
2021,10/20/2021,fall,22E,3,2,3,6,pasm,1,pasm,9,pasm,1,oppo,7.5,1
2021,10/20/2021,fall,22E,3,2,6,1,bogr,0,bogr,11,pasm,2,oppo,6,1
2021,10/20/2021,fall,22E,3,2,9,8,pasm,1,pasm,2,pasm,1,pasm,5,1
2021,10/20/2021,fall,22E,3,2,12,3,bogr,1,bogr,2,bogr,1,bogr,2.5,1
2021,10/20/2021,fall,22E,3,2,15,5,pasm,0,pasm,0,bare,0,bare,2.5,0
2021,10/20/2021,fall,22E,3,2,18,12,bogr,2,bogr,11,pasm,0,bare,11.5,1
2021,10/20/2021,fall,22E,3,2,21,8,bogr,1,bogr,4,pasm,1,pasm,6,1
2021,10/20/2021,fall,22E,3,2,24,15,pasm,1,pasm,18,pasm,1,pasm,16.5,1
2021,10/20/2021,fall,22E,3,3,3,14,pasm,1,pasm,6,pasm,2,pasm,10,1.5
2021,10/20/2021,fall,22E,3,3,6,11,vuoc,1,vuoc,9,vuoc,1,vuoc,10,1
2021,10/20/2021,fall,22E,3,3,9,2,vuoc,0,vuoc,18,vuoc,2,oppo,10,1
2021,10/20/2021,fall,22E,3,3,12,5,vuoc,1,vuoc,9,vuoc,2,vuoc,7,1.5
2021,10/20/2021,fall,22E,3,3,15,10,vuoc,0,vuoc,11,vuoc,2,vuoc,10.5,1
2021,10/20/2021,fall,22E,3,3,18,14,vuoc,3,vuoc,12,vuoc,1,vuoc,13,2
2021,10/20/2021,fall,22E,3,3,21,12,vuoc,1,vuoc,8,vuoc,0,vuoc,10,0.5
2021,10/20/2021,fall,22E,3,3,24,8,vuoc,0,vuoc,12,vuoc,3,vuoc,10,1.5
2021,10/20/2021,fall,22E,3,4,3,23,pasm,1,pasm,20,pasm,3,oppo,21.5,2
2021,10/20/2021,fall,22E,3,4,6,11,bogr,1,bogr,11,pasm,2,pasm,11,1.5
2021,10/20/2021,fall,22E,3,4,9,17,pasm,1,pasm,22,pasm,3,pasm,19.5,2
2021,10/20/2021,fall,22E,3,4,12,2,pasm,0,pasm,14,pasm,1,pasm,8,0.5
2021,10/20/2021,fall,22E,3,4,15,14,pasm,1,oppo,10,pasm,2,oppo,12,1.5
2021,10/20/2021,fall,22E,3,4,18,12,pasm,3,crmi,21,pasm,1,pasm,16.5,2
2021,10/20/2021,fall,22E,3,4,21,6,oppo,1,oppo,8,pasm,2,pasm,7,1.5
2021,10/20/2021,fall,22E,3,4,24,0,bare,0,bare,7,spco,0,bare,3.5,0
2021,10/20/2021,fall,22E,4,1,3,1,pasm,0,pasm,11,pasm,1,pasm,6,0.5
2021,10/20/2021,fall,22E,4,1,6,14,pasm,1,pasm,4,pasm,1,pasm,9,1
2021,10/20/2021,fall,22E,4,1,9,6,pasm,2,pasm,5,pasm,0,pasm,5.5,1
2021,10/20/2021,fall,22E,4,1,12,10,vuoc,1,vuoc,4,vuoc,1,vuoc,7,1
2021,10/20/2021,fall,22E,4,1,15,20,brte,2,vuoc,16,vuoc,2,pasm,18,2
2021,10/20/2021,fall,22E,4,1,18,9,lyju,1,lyju,6,eref,1,eref,7.5,1
2021,10/20/2021,fall,22E,4,1,21,0,bare,0,bare,0,bare,0,bare,0,0
2021,10/20/2021,fall,22E,4,1,24,8,pasm,2,oppo,0,bare,0,bare,4,1
2021,10/20/2021,fall,22E,4,2,3,1,pasm,0,pasm,2,pasm,1,pasm,1.5,0.5
2021,10/20/2021,fall,22E,4,2,6,7,pasm,0,pasm,3,pasm,1,pasm,5,0.5
2021,10/20/2021,fall,22E,4,2,9,6,pasm,1,pasm,8,pasm,1,pasm,7,1
2021,10/20/2021,fall,22E,4,2,12,2,pasm,0,pasm,4,pasm,1,pasm,3,0.5
2021,10/20/2021,fall,22E,4,2,15,18,pasm,1,pasm,24,pasm,1,pasm,21,1
2021,10/20/2021,fall,22E,4,2,18,7,pasm,1,pasm,3,ciun,1,ciun,5,1
2021,10/20/2021,fall,22E,4,2,21,12,pasm,1,pasm,13,pasm,2,pasm,12.5,1.5
2021,10/20/2021,fall,22E,4,2,24,6,pasm,1,pasm,2,pasm,1,pasm,4,1
2021,10/20/2021,fall,22E,4,3,3,10,pasm,1,pasm,9,pasm,2,pasm,9.5,1.5
2021,10/20/2021,fall,22E,4,3,6,14,pasm,1,pasm,20,pasm,2,pasm,17,1.5
2021,10/20/2021,fall,22E,4,3,9,18,pasm,2,pasm,11,pasm,2,pasm,14.5,2
2021,10/20/2021,fall,22E,4,3,12,9,pasm,1,pasm,17,pasm,2,pasm,13,1.5
2021,10/20/2021,fall,22E,4,3,15,16,pasm,2,pasm,15,pasm,2,pasm,15.5,2
2021,10/20/2021,fall,22E,4,3,18,11,brte,1,brte,9,pasm,2,pasm,10,1.5
2021,10/20/2021,fall,22E,4,3,21,3,pasm,0,pasm,16,pasm,1,pasm,9.5,0.5
2021,10/20/2021,fall,22E,4,3,24,0,bare,0,bare,14,pasm,2,pasm,7,1
2021,10/20/2021,fall,22E,4,4,3,3,bogr,1,bogr,13,pasm,1,pasm,8,1
2021,10/20/2021,fall,22E,4,4,6,7,pasm,1,pasm,7,pasm,1,pasm,7,1
2021,10/20/2021,fall,22E,4,4,9,8,pasm,1,pasm,8,pasm,2,pasm,8,1.5
2021,10/20/2021,fall,22E,4,4,12,8,pasm,1,pasm,5,pasm,1,pasm,6.5,1
2021,10/20/2021,fall,22E,4,4,15,2,pasm,1,pasm,9,pasm,1,pasm,5.5,1
2021,10/20/2021,fall,22E,4,4,18,2,pasm,1,pasm,4,pasm,1,pasm,3,1
2021,10/20/2021,fall,22E,4,4,21,4,pasm,1,pasm,2,pasm,0,pasm,3,0.5
2021,10/20/2021,fall,22E,4,4,24,0,bare,0,bare,4,pasm,0,bare,2,0
2021,10/20/2021,fall,19N,1,1,3,31,heco,2,heco,31,heco,3,heco,31,2.5
2021,10/20/2021,fall,19N,1,1,6,21,heco,2,heco,54,heco,6,heco,37.5,4
2021,10/20/2021,fall,19N,1,1,9,32,heco,2,vuoc,38,heco,5,heco,35,3.5
2021,10/20/2021,fall,19N,1,1,12,6,heco,1,heco,24,heco,1,heco,15,1
2021,10/20/2021,fall,19N,1,1,15,28,heco,2,heco,28,heco,5,heco,28,3.5
2021,10/20/2021,fall,19N,1,1,18,26,heco,2,heco,28,pasm,3,eref,27,2.5
2021,10/20/2021,fall,19N,1,1,21,32,pasm,1,pasm,21,heco,1,heco,26.5,1
2021,10/20/2021,fall,19N,1,1,24,34,heco,3,heco,58,pasm,3,heco,46,3
2021,10/20/2021,fall,19N,1,2,3,29,heco,2,chle,21,heco,1,vuoc,25,1.5
2021,10/20/2021,fall,19N,1,2,6,40,heco,2,heco,28,heco,3,heco,34,2.5
2021,10/20/2021,fall,19N,1,2,9,63,heco,2,heco,12,heco,2,heco,37.5,2
2021,10/20/2021,fall,19N,1,2,12,35,bogr,2,bogr,42,bogr,3,bogr,38.5,2.5
2021,10/20/2021,fall,19N,1,2,15,30,bogr,1,bogr,54,heco,4,heco,42,2.5
2021,10/20/2021,fall,19N,1,2,18,38,bogr,1,bogr,28,heco,2,eref,33,1.5
2021,10/20/2021,fall,19N,1,2,21,25,bogr,2,bogr,42,heco,1,heco,33.5,1.5
2021,10/20/2021,fall,19N,1,2,24,17,heco,2,bogr,14,bogr,1,bogr,15.5,1.5
2021,10/20/2021,fall,19N,1,3,3,10,eref,1,eref,21,bogr,1,bogr,15.5,1
2021,10/20/2021,fall,19N,1,3,6,22,chle,1,bogr,19,heco,2,heco,20.5,1.5
2021,10/20/2021,fall,19N,1,3,9,6,eref,1,eref,8,heco,0,heco,7,0.5
2021,10/20/2021,fall,19N,1,3,12,12,bogr,1,vuoc,16,chle,1,bogr,14,1
2021,10/20/2021,fall,19N,1,3,15,35,heco,2,heco,15,heco,2,heco,25,2
2021,10/20/2021,fall,19N,1,3,18,6,vuoc,2,vuoc,11,heco,1,eugl,8.5,1.5
2021,10/20/2021,fall,19N,1,3,21,34,spcr,2,cadu,35,spcr,2,heco,34.5,2
2021,10/20/2021,fall,19N,1,3,24,20,heco,1,bogr,22,spcr,2,bogr,21,1.5
2021,10/20/2021,fall,19N,1,4,3,21,heco,2,heco,30,bogr,0,vuoc,25.5,1
2021,10/20/2021,fall,19N,1,4,6,4,heco,1,eugl,6,heco,0,heco,5,0.5
2021,10/20/2021,fall,19N,1,4,9,4,heco,1,eugl,16,bogr,0,bogr,10,0.5
2021,10/20/2021,fall,19N,1,4,12,4,heco,0,heco,0,bare,0,bare,2,0
2021,10/20/2021,fall,19N,1,4,15,21,bogr,2,bogr,16,bogr,1,bogr,18.5,1.5
2021,10/20/2021,fall,19N,1,4,18,18,bogr,2,bogr,14,chle,1,bogr,16,1.5
2021,10/20/2021,fall,19N,1,4,21,10,heco,2,heco,14,heco,1,bogr,12,1.5
2021,10/20/2021,fall,19N,1,4,24,18,heco,2,heco,24,bogr,1,bogr,21,1.5
2021,10/20/2021,fall,19N,2,1,3,19,bogr,3,oppo,32,heco,2,heco,25.5,2.5
2021,10/20/2021,fall,19N,2,1,6,19,bogr,1,bogr,24,heco,2,heco,21.5,1.5
2021,10/20/2021,fall,19N,2,1,9,42,atca,2,atca,41,heco,1,heco,41.5,1.5
2021,10/20/2021,fall,19N,2,1,12,32,heco,3,heco,36,heco,2,heco,34,2.5
2021,10/20/2021,fall,19N,2,1,15,50,heco,2,heco,32,heco,3,heco,41,2.5
2021,10/20/2021,fall,19N,2,1,18,26,chle,3,heco,76,heco,11,heco,51,7
2021,10/20/2021,fall,19N,2,1,21,56,heco,2,heco,40,heco,5,heco,48,3.5
2021,10/20/2021,fall,19N,2,1,24,56,heco,4,heco,63,atca,4,atca,59.5,4
2021,10/20/2021,fall,19N,2,2,3,76,atca,30,atca,45,atca,30,atca,60.5,30
2021,10/20/2021,fall,19N,2,2,6,28,pasm,2,pasm,31,pasm,1,pasm,29.5,1.5
2021,10/20/2021,fall,19N,2,2,9,25,pasm,1,pasm,28,pasm,1,pasm,26.5,1
2021,10/20/2021,fall,19N,2,2,12,69,atca,50,atca,54,heco,2,heco,61.5,26
2021,10/20/2021,fall,19N,2,2,15,28,bogr,2,bogr,20,chle,1,heco,24,1.5
2021,10/20/2021,fall,19N,2,2,18,31,chle,2,heco,21,chle,2,heco,26,2
2021,10/20/2021,fall,19N,2,2,21,53,heco,5,heco,62,heco,2,heco,57.5,3.5
2021,10/20/2021,fall,19N,2,2,24,28,bogr,1,bogr,28,bogr,2,bogr,28,1.5
