Date,Pasture,Treatment,Ecosite,Plot,Transect,Distance,High East,Low East,Spp East,High West,Low West,Spp West,MeanHigh,MeanLow,Screen1,Screen2,Low1,Low2,MeanLow(forage)
10/11/2019,5W,PDOG,Upland,4,2,9,8,2,bogr,6,2,bogr,7,2,0,0,2,2,2
10/11/2019,5W,PDOG,Upland,4,2,12,6,3,bogr,9,1,crmi,7.5,2,0,0,3,1,2
10/11/2019,5W,PDOG,Upland,4,2,15,33,29,atca,9,0,pasm,21,14.5,1,0,,0,0
10/11/2019,5W,PDOG,Upland,4,2,18,6,0,pasm,11,0,pasm,8.5,0,0,0,0,0,0
10/11/2019,5W,PDOG,Upland,4,2,21,16,1,bogr,14,1,bogr,15,1,0,0,1,1,1
10/11/2019,5W,PDOG,Upland,4,2,24,30,15,atca,14,1,bogr,22,8,1,0,,1,1
10/11/2019,5W,PDOG,Upland,4,3,3,20,3,lare,0,0,bare,10,1.5,0,0,3,0,1.5
10/11/2019,5W,PDOG,Upland,4,3,6,4,2,bogr,4,1,bogr,4,1.5,0,0,2,1,1.5
10/11/2019,5W,PDOG,Upland,4,3,9,9,2,bogr,12,1,bogr,10.5,1.5,0,0,2,1,1.5
10/11/2019,5W,PDOG,Upland,4,3,12,9,1,bogr,12,1,bogr,10.5,1,0,0,1,1,1
10/11/2019,5W,PDOG,Upland,4,3,15,8,2,bogr,9,2,bogr,8.5,2,0,0,2,2,2
10/11/2019,5W,PDOG,Upland,4,3,18,13,0,bogr,15,2,chle,14,1,0,0,0,2,1
10/11/2019,5W,PDOG,Upland,4,3,21,14,2,bogr,16,1,bogr,15,1.5,0,0,2,1,1.5
10/11/2019,5W,PDOG,Upland,4,3,24,12,2,crmi,12,2,crmi,12,2,0,0,2,2,2
10/11/2019,5W,PDOG,Upland,4,4,3,10,2,bogr,11,0,plpa,10.5,1,0,0,2,0,1
10/11/2019,5W,PDOG,Upland,4,4,6,13,1,bogr,9,1,bogr,11,1,0,0,1,1,1
10/11/2019,5W,PDOG,Upland,4,4,9,9,0,lare,4,0,lare,6.5,0,0,0,0,0,0
10/11/2019,5W,PDOG,Upland,4,4,12,15,2,bogr,9,1,lare,12,1.5,0,0,2,1,1.5
10/11/2019,5W,PDOG,Upland,4,4,15,15,5,lede,8,1,bogr,11.5,3,0,0,5,1,3
10/11/2019,5W,PDOG,Upland,4,4,18,8,2,bogr,7,1,bogr,7.5,1.5,0,0,2,1,1.5
10/11/2019,5W,PDOG,Upland,4,4,21,2,0,bogr,6,1,bogr,4,0.5,0,0,0,1,0.5
10/11/2019,5W,PDOG,Upland,4,4,24,7,1,bogr,9,0,bogr,8,0.5,0,0,1,0,0.5
10/11/2019,2930,PDOG,Upland,4,1,3,13,0,pasm,20,2,krla,16.5,1,0,0,0,2,1
10/11/2019,2930,PDOG,Upland,4,1,6,52,2,pasm,28,1,lare,40,1.5,0,0,2,1,1.5
10/11/2019,2930,PDOG,Upland,4,1,9,40,3,pasm,27,4,pasm,33.5,3.5,0,0,3,4,3.5
10/11/2019,2930,PDOG,Upland,4,1,12,40,2,pasm,44,5,pasm,42,3.5,0,0,2,5,3.5
10/11/2019,2930,PDOG,Upland,4,1,15,46,2,krla,11,1,pasm,28.5,1.5,0,0,2,1,1.5
10/11/2019,2930,PDOG,Upland,4,1,18,44,1,pasm,48,2,pasm,46,1.5,0,0,1,2,1.5
10/11/2019,2930,PDOG,Upland,4,1,21,8,1,pasm,24,1,pasm,16,1,0,0,1,1,1
10/11/2019,2930,PDOG,Upland,4,1,24,14,1,pasm,14,0,pasm,14,0.5,0,0,1,0,0.5
10/11/2019,2930,PDOG,Upland,4,2,3,9,1,spco,18,0,bogr,13.5,0.5,0,0,1,0,0.5
10/11/2019,2930,PDOG,Upland,4,2,6,0,0,bare,8,7,bare,4,3.5,0,0,0,7,3.5
10/11/2019,2930,PDOG,Upland,4,2,9,0,0,bare,4,0,chle,2,0,0,0,0,0,0
10/11/2019,2930,PDOG,Upland,4,2,12,20,8,ciun,10,0,chle,15,4,0,0,8,0,4
10/11/2019,2930,PDOG,Upland,4,2,15,7,1,chle,9,0,chle,8,0.5,0,0,1,0,0.5
10/11/2019,2930,PDOG,Upland,4,2,18,14,1,chle,10,1,spco,12,1,0,0,1,1,1
10/11/2019,2930,PDOG,Upland,4,2,21,2,0,bogr,5,2,bogr,3.5,1,0,0,0,2,1
10/11/2019,2930,PDOG,Upland,4,2,24,5,2,crmi,8,2,crmi,6.5,2,0,0,2,2,2
10/11/2019,2930,PDOG,Upland,4,3,3,17,2,elel,14,2,elel,15.5,2,0,0,2,2,2
10/11/2019,2930,PDOG,Upland,4,3,6,11,3,vuoc,6,3,bogr,8.5,3,1,0,,3,3
10/11/2019,2930,PDOG,Upland,4,3,9,22,7,arpu,17,4,arpu,19.5,5.5,0,0,7,4,5.5
10/11/2019,2930,PDOG,Upland,4,3,12,16,4,arpu,15,4,arpu,15.5,4,0,0,4,4,4
10/11/2019,2930,PDOG,Upland,4,3,15,8,1,bogr,3,1,elel,5.5,1,0,0,1,1,1
10/11/2019,2930,PDOG,Upland,4,3,18,15,1,chle,6,2,spco,10.5,1.5,0,0,1,2,1.5
10/11/2019,2930,PDOG,Upland,4,3,21,9,2,chle,5,2,bogr,7,2,0,0,2,2,2
10/11/2019,2930,PDOG,Upland,4,3,24,23,3,oppo,14,4,pasm,18.5,3.5,1,0,,4,4
10/11/2019,2930,PDOG,Upland,4,4,3,14,1,bogr,9,2,bogr,11.5,1.5,0,0,1,2,1.5
10/11/2019,2930,PDOG,Upland,4,4,6,7,2,crmi,8,4,bogr,7.5,3,0,0,2,4,3
10/11/2019,2930,PDOG,Upland,4,4,9,18,3,arpu,38,5,arpu,28,4,0,0,3,5,4
10/11/2019,2930,PDOG,Upland,4,4,12,9,1,bogr,22,2,crmi,15.5,1.5,0,0,1,2,1.5
10/11/2019,2930,PDOG,Upland,4,4,15,39,5,pasm,31,1,pasm,35,3,0,0,5,1,3
10/11/2019,2930,PDOG,Upland,4,4,18,26,1,pasm,30,3,pasm,28,2,0,0,1,3,2
10/11/2019,2930,PDOG,Upland,4,4,21,11,2,pasm,7,1,pasm,9,1.5,0,0,2,1,1.5
10/11/2019,2930,PDOG,Upland,4,4,24,16,2,elel,19,2,arpu,17.5,2,0,0,2,2,2
10/8/2019,5E,TGM,Upland,4,1,3,8,2,bogr,6,2,oppo,7,2,0,1,2,,2
10/8/2019,5E,TGM,Upland,4,1,6,21,2,eref,14,2,bogr,17.5,2,1,0,,2,2
10/8/2019,5E,TGM,Upland,4,1,9,10,2,crmi,2,1,bogr,6,1.5,0,0,2,1,1.5
10/8/2019,5E,TGM,Upland,4,1,12,5,1,bogr,4,2,bogr,4.5,1.5,0,0,1,2,1.5
10/8/2019,5E,TGM,Upland,4,1,15,6,2,bogr,7,4,bogr,6.5,3,0,0,2,4,3
10/8/2019,5E,TGM,Upland,4,1,18,6,2,bogr,4,2,bogr,5,2,0,0,2,2,2
10/8/2019,5E,TGM,Upland,4,1,21,22,4,bogr,28,2,oppo,25,3,0,1,4,,4
10/8/2019,5E,TGM,Upland,4,1,24,11,1,bogr,13,2,bogr,12,1.5,0,0,1,2,1.5
10/8/2019,5E,TGM,Upland,4,2,3,16,3,crmi,22,1,bogr,19,2,0,0,3,1,2
10/8/2019,5E,TGM,Upland,4,2,6,8,2,heco,19,2,bogr,13.5,2,0,0,2,2,2
10/8/2019,5E,TGM,Upland,4,2,9,23,5,eref,31,2,heco,27,3.5,1,0,,2,2
10/8/2019,5E,TGM,Upland,4,2,12,19,1,heco,10,1,bogr,14.5,1,0,0,1,1,1
10/8/2019,5E,TGM,Upland,4,2,15,8,0,heco,3,1,bogr,5.5,0.5,0,0,0,1,0.5
10/8/2019,5E,TGM,Upland,4,2,18,3,1,bogr,5,2,bogr,4,1.5,0,0,1,2,1.5
10/8/2019,5E,TGM,Upland,4,2,21,6,1,eref,11,4,eref,8.5,2.5,1,1,,,
10/8/2019,5E,TGM,Upland,4,2,24,26,1,eref,16,2,eref,21,1.5,1,1,,,
10/8/2019,5E,TGM,Upland,4,3,3,24,2,bogr,13,2,eref,18.5,2,0,1,2,,2
10/8/2019,5E,TGM,Upland,4,3,6,7,3,lede,4,1,bogr,5.5,2,0,0,3,1,2
10/8/2019,5E,TGM,Upland,4,3,9,13,2,bogr,18,2,eref,15.5,2,0,1,2,,2
10/8/2019,5E,TGM,Upland,4,3,12,6,2,bogr,20,2,bogr,13,2,0,0,2,2,2
10/8/2019,5E,TGM,Upland,4,3,15,8,1,bogr,6,2,erna,7,1.5,0,0,1,2,1.5
10/8/2019,5E,TGM,Upland,4,3,18,24,2,heco,14,3,bogr,19,2.5,0,0,2,3,2.5
10/8/2019,5E,TGM,Upland,4,3,21,18,2,heco,12,2,pasm,15,2,0,0,2,2,2
10/8/2019,5E,TGM,Upland,4,3,24,12,3,pasm,10,3,oppo,11,3,0,1,3,,3
10/8/2019,5E,TGM,Upland,4,4,3,12,2,bogr,18,2,bogr,15,2,0,0,2,2,2
10/8/2019,5E,TGM,Upland,4,4,6,4,1,crmi,13,2,eref,8.5,1.5,0,1,1,,1
10/8/2019,5E,TGM,Upland,4,4,9,5,2,bogr,3,2,bogr,4,2,0,0,2,2,2
10/8/2019,5E,TGM,Upland,4,4,12,18,1,bogr,6,2,bogr,12,1.5,0,0,1,2,1.5
10/8/2019,5E,TGM,Upland,4,4,15,20,2,crmi,9,2,bogr,14.5,2,0,0,2,2,2
10/8/2019,5E,TGM,Upland,4,4,18,4,2,bogr,16,2,oppo,10,2,0,1,2,,2
10/8/2019,5E,TGM,Upland,4,4,21,7,1,bogr,16,2,bogr,11.5,1.5,0,0,1,2,1.5
10/8/2019,5E,TGM,Upland,4,4,24,4,0,bogr,20,2,bogr,12,1,0,0,0,2,1
10/4/2019,7NW,TGM,Upland,1,1,3,6,3,crmi,4,2,bogr,5,2.5,0,0,3,2,2.5
10/4/2019,7NW,TGM,Upland,1,1,6,7,2,bogr,4,2,bogr,5.5,2,0,0,2,2,2
10/4/2019,7NW,TGM,Upland,1,1,9,18,1,crmi,20,2,bogr,19,1.5,0,0,1,2,1.5
10/4/2019,7NW,TGM,Upland,1,1,12,10,2,crmi,15,4,crmi,12.5,3,0,0,2,4,3
10/4/2019,7NW,TGM,Upland,1,1,15,11,3,crmi,14,2,crmi,12.5,2.5,0,0,3,2,2.5
10/4/2019,7NW,TGM,Upland,1,1,18,6,2,crmi,8,3,crmi,7,2.5,0,0,2,3,2.5
10/4/2019,7NW,TGM,Upland,1,1,21,19,2,pasm,22,2,pasm,20.5,2,0,0,2,2,2
10/4/2019,7NW,TGM,Upland,1,1,24,20,2,pasm,22,3,pasm,21,2.5,0,0,2,3,2.5
10/4/2019,7NW,TGM,Upland,1,2,3,30,1,pasm,19,2,pasm,24.5,1.5,0,0,1,2,1.5
10/4/2019,7NW,TGM,Upland,1,2,6,16,1,pasm,15,1,bogr,15.5,1,0,0,1,1,1
10/4/2019,7NW,TGM,Upland,1,2,9,36,4,pasm,38,2,pasm,37,3,0,0,4,2,3
10/4/2019,7NW,TGM,Upland,1,2,12,31,4,pasm,27,2,pasm,29,3,0,0,4,2,3
10/4/2019,7NW,TGM,Upland,1,2,15,24,1,pasm,30,2,pasm,27,1.5,0,0,1,2,1.5
10/4/2019,7NW,TGM,Upland,1,2,18,34,5,pasm,24,2,pasm,29,3.5,0,0,5,2,3.5
10/4/2019,7NW,TGM,Upland,1,2,21,18,3,eref,3,2,bogr,10.5,2.5,1,0,,2,2
10/4/2019,7NW,TGM,Upland,1,2,24,42,3,pasm,12,1,bogr,27,2,0,0,3,1,2
10/4/2019,7NW,TGM,Upland,1,3,3,36,4,pasm,30,1,pasm,33,2.5,0,0,4,1,2.5
10/4/2019,7NW,TGM,Upland,1,3,6,40,2,pasm,16,2,eref,28,2,0,1,2,,2
10/4/2019,7NW,TGM,Upland,1,3,9,30,2,pasm,38,2,pasm,34,2,0,0,2,2,2
10/4/2019,7NW,TGM,Upland,1,3,12,24,2,lede,39,8,pasm,31.5,5,0,0,2,8,5
10/4/2019,7NW,TGM,Upland,1,3,15,24,1,pasm,24,3,pasm,24,2,0,0,1,3,2
10/4/2019,7NW,TGM,Upland,1,3,18,32,3,pasm,27,2,pasm,29.5,2.5,0,0,3,2,2.5
10/4/2019,7NW,TGM,Upland,1,3,21,36,4,pasm,35,2,pasm,35.5,3,0,0,4,2,3
10/4/2019,7NW,TGM,Upland,1,3,24,38,3,pasm,29,2,pasm,33.5,2.5,0,0,3,2,2.5
10/4/2019,7NW,TGM,Upland,1,4,3,8,2,bogr,9,3,bogr,8.5,2.5,0,0,2,3,2.5
10/4/2019,7NW,TGM,Upland,1,4,6,6,1,bogr,4,2,bogr,5,1.5,0,0,1,2,1.5
10/4/2019,7NW,TGM,Upland,1,4,9,4,2,bogr,7,2,bogr,5.5,2,0,0,2,2,2
10/4/2019,7NW,TGM,Upland,1,4,12,14,2,arpu,8,2,bogr,11,2,0,0,2,2,2
10/4/2019,7NW,TGM,Upland,1,4,15,24,1,bogr,12,1,bogr,18,1,0,0,1,1,1
10/4/2019,7NW,TGM,Upland,1,4,18,10,1,bogr,7,2,bogr,8.5,1.5,0,0,1,2,1.5
10/4/2019,7NW,TGM,Upland,1,4,21,18,2,eref,4,2,bogr,11,2,1,0,,2,2
10/4/2019,7NW,TGM,Upland,1,4,24,14,6,bogr,24,0,bogr,19,3,0,0,6,0,3
10/4/2019,7NW,TGM,Upland,2,1,3,9,1,bogr,8,3,bogr,8.5,2,0,0,1,3,2
10/4/2019,7NW,TGM,Upland,2,1,6,6,1,heco,16,5,eref,11,3,0,1,1,,1
10/4/2019,7NW,TGM,Upland,2,1,9,9,1,bogr,8,1,bogr,8.5,1,0,0,1,1,1
10/4/2019,7NW,TGM,Upland,2,1,12,9,2,bogr,11,4,bogr,10,3,0,0,2,4,3
10/4/2019,7NW,TGM,Upland,2,1,15,6,2,bogr,24,5,heco,15,3.5,0,0,2,5,3.5
10/4/2019,7NW,TGM,Upland,2,1,18,6,0,bogr,4,1,bogr,5,0.5,0,0,0,1,0.5
10/4/2019,7NW,TGM,Upland,2,1,21,6,1,buda,4,1,bogr,5,1,0,0,1,1,1
10/4/2019,7NW,TGM,Upland,2,1,24,4,2,bogr,4,1,bogr,4,1.5,0,0,2,1,1.5
10/4/2019,7NW,TGM,Upland,2,2,3,2,1,bogr,14,5,bogr,8,3,0,0,1,5,3
10/4/2019,7NW,TGM,Upland,2,2,6,6,2,bogr,6,2,bogr,6,2,0,0,2,2,2
10/4/2019,7NW,TGM,Upland,2,2,9,3,1,bogr,7,1,bogr,5,1,0,0,1,1,1
10/4/2019,7NW,TGM,Upland,2,2,12,20,1,pasm,6,2,bogr,13,1.5,0,0,1,2,1.5
10/4/2019,7NW,TGM,Upland,2,2,15,7,3,crmi,9,2,bogr,8,2.5,0,0,3,2,2.5
10/4/2019,7NW,TGM,Upland,2,2,18,6,2,bogr,2,1,bogr,4,1.5,0,0,2,1,1.5
10/4/2019,7NW,TGM,Upland,2,2,21,10,1,bogr,5,2,bogr,7.5,1.5,0,0,1,2,1.5
10/4/2019,7NW,TGM,Upland,2,2,24,9,2,bogr,9,2,bogr,9,2,0,0,2,2,2
10/4/2019,7NW,TGM,Upland,2,3,3,4,1,bogr,14,4,bogr,9,2.5,0,0,1,4,2.5
10/4/2019,7NW,TGM,Upland,2,3,6,4,2,bogr,3,1,bogr,3.5,1.5,0,0,2,1,1.5
10/4/2019,7NW,TGM,Upland,2,3,9,6,2,bogr,12,8,crmi,9,5,0,0,2,8,5
10/4/2019,7NW,TGM,Upland,2,3,12,6,2,bogr,15,3,crmi,10.5,2.5,0,0,2,3,2.5
10/4/2019,7NW,TGM,Upland,2,3,15,16,4,crmi,7,2,crmi,11.5,3,0,0,4,2,3
10/4/2019,7NW,TGM,Upland,2,3,18,12,2,eref,4,2,bogr,8,2,1,0,,2,2
10/4/2019,7NW,TGM,Upland,2,3,21,6,1,bogr,11,2,bogr,8.5,1.5,0,0,1,2,1.5
10/4/2019,7NW,TGM,Upland,2,3,24,11,2,crmi,4,2,crmi,7.5,2,0,0,2,2,2
10/4/2019,7NW,TGM,Upland,2,4,3,24,1,bogr,16,1,crmi,20,1,0,0,1,1,1
10/4/2019,7NW,TGM,Upland,2,4,6,5,1,bogr,11,2,crmi,8,1.5,0,0,1,2,1.5
10/4/2019,7NW,TGM,Upland,2,4,9,12,1,crmi,7,3,heco,9.5,2,0,0,1,3,2
10/4/2019,7NW,TGM,Upland,2,4,12,22,2,lyju,14,2,crmi,18,2,0,0,2,2,2
10/4/2019,7NW,TGM,Upland,2,4,15,11,2,crmi,13,3,crmi,12,2.5,0,0,2,3,2.5
10/4/2019,7NW,TGM,Upland,2,4,18,8,1,bogr,7,2,bogr,7.5,1.5,0,0,1,2,1.5
10/4/2019,7NW,TGM,Upland,2,4,21,14,2,heco,5,1,bogr,9.5,1.5,0,0,2,1,1.5
10/4/2019,7NW,TGM,Upland,2,4,24,14,3,eref,7,3,oppo,10.5,3,1,1,,,
10/7/2019,7NW,TGM,Upland,3,1,3,23,2,pasm,40,4,heco,31.5,3,0,0,2,4,3
10/7/2019,7NW,TGM,Upland,3,1,6,34,7,pasm,44,4,lede,39,5.5,0,0,7,4,5.5
10/7/2019,7NW,TGM,Upland,3,1,9,53,9,pasm,36,1,pasm,44.5,5,0,0,9,1,5
10/7/2019,7NW,TGM,Upland,3,1,12,34,3,heco,38,3,heco,36,3,0,0,3,3,3
10/7/2019,7NW,TGM,Upland,3,1,15,25,3,pasm,22,3,pasm,23.5,3,0,0,3,3,3
10/7/2019,7NW,TGM,Upland,3,1,18,36,3,pasm,26,3,pasm,31,3,0,0,3,3,3
10/7/2019,7NW,TGM,Upland,3,1,21,28,2,lede,21,2,pasm,24.5,2,0,0,2,2,2
10/7/2019,7NW,TGM,Upland,3,1,24,17,4,eref,4,1,crmi,10.5,2.5,1,0,,1,1
10/7/2019,7NW,TGM,Upland,3,2,3,8,2,oppo,6,5,oppo,7,3.5,1,1,,,
10/7/2019,7NW,TGM,Upland,3,2,6,7,2,bogr,12,3,bogr,9.5,2.5,0,0,2,3,2.5
10/7/2019,7NW,TGM,Upland,3,2,9,18,2,crmi,14,3,eref,16,2.5,0,1,2,,2
10/7/2019,7NW,TGM,Upland,3,2,12,2,1,crmi,15,3,crmi,8.5,2,0,0,1,3,2
10/7/2019,7NW,TGM,Upland,3,2,15,24,3,heco,18,3,heco,21,3,0,0,3,3,3
10/7/2019,7NW,TGM,Upland,3,2,18,6,2,crmi,6,3,bogr,6,2.5,0,0,2,3,2.5
10/7/2019,7NW,TGM,Upland,3,2,21,14,2,eref,16,3,crmi,15,2.5,1,0,,3,3
10/7/2019,7NW,TGM,Upland,3,2,24,33,5,heco,20,3,elel,26.5,4,0,0,5,3,4
10/7/2019,7NW,TGM,Upland,3,3,3,23,5,heco,18,6,oppo,20.5,5.5,0,1,5,,5
10/7/2019,7NW,TGM,Upland,3,3,6,19,3,eref,23,2,crmi,21,2.5,1,0,,2,2
10/7/2019,7NW,TGM,Upland,3,3,9,19,2,heco,16,2,lede,17.5,2,0,0,2,2,2
10/7/2019,7NW,TGM,Upland,3,3,12,36,2,pasm,32,9,pasm,34,5.5,0,0,2,9,5.5
10/7/2019,7NW,TGM,Upland,3,3,15,32,3,pasm,9,3,pasm,20.5,3,0,0,3,3,3
10/7/2019,7NW,TGM,Upland,3,3,18,35,2,pasm,31,2,pasm,33,2,0,0,2,2,2
10/7/2019,7NW,TGM,Upland,3,3,21,21,4,pasm,39,3,pasm,30,3.5,0,0,4,3,3.5
10/7/2019,7NW,TGM,Upland,3,3,24,26,3,pasm,34,11,pasm,30,7,0,0,3,11,7
10/7/2019,7NW,TGM,Upland,3,4,3,20,4,hevi,9,4,eref,14.5,4,0,1,4,,4
10/7/2019,7NW,TGM,Upland,3,4,6,10,4,spco,8,2,plpa,9,3,0,0,4,2,3
10/7/2019,7NW,TGM,Upland,3,4,9,6,0,bogr,10,1,crmi,8,0.5,0,0,0,1,0.5
10/7/2019,7NW,TGM,Upland,3,4,12,6,1,bogr,4,1,crmi,5,1,0,0,1,1,1
10/7/2019,7NW,TGM,Upland,3,4,15,4,1,bogr,18,1,elel,11,1,0,0,1,1,1
10/7/2019,7NW,TGM,Upland,3,4,18,16,3,pasm,19,3,crmi,17.5,3,0,0,3,3,3
10/7/2019,7NW,TGM,Upland,3,4,21,67,1,pasm,33,3,crmi,50,2,0,0,1,3,2
10/7/2019,7NW,TGM,Upland,3,4,24,17,7,pasm,34,2,pasm,25.5,4.5,0,0,7,2,4.5
10/7/2019,7NW,TGM,Upland,4,1,3,6,3,bogr,12,1,bogr,9,2,0,0,3,1,2
10/7/2019,7NW,TGM,Upland,4,1,6,7,4,bogr,6,2,bogr,6.5,3,0,0,4,2,3
10/7/2019,7NW,TGM,Upland,4,1,9,6,2,bogr,8,3,oppo,7,2.5,0,1,2,,2
10/7/2019,7NW,TGM,Upland,4,1,12,5,2,bogr,7,2,crmi,6,2,0,0,2,2,2
10/7/2019,7NW,TGM,Upland,4,1,15,6,2,bogr,2,1,bogr,4,1.5,0,0,2,1,1.5
10/7/2019,7NW,TGM,Upland,4,1,18,4,2,bogr,8,3,bogr,6,2.5,0,0,2,3,2.5
10/7/2019,7NW,TGM,Upland,4,1,21,16,3,arfr,10,2,lede,13,2.5,1,0,,2,2
10/7/2019,7NW,TGM,Upland,4,1,24,12,2,bogr,5,2,bogr,8.5,2,0,0,2,2,2
10/7/2019,7NW,TGM,Upland,4,2,3,46,2,eref,12,3,bogr,29,2.5,1,0,,3,3
10/7/2019,7NW,TGM,Upland,4,2,6,7,1,bogr,6,2,arfr,6.5,1.5,0,1,1,,1
10/7/2019,7NW,TGM,Upland,4,2,9,20,2,heco,22,2,bogr,21,2,0,0,2,2,2
10/7/2019,7NW,TGM,Upland,4,2,12,4,1,pasm,12,2,heco,8,1.5,0,0,1,2,1.5
10/7/2019,7NW,TGM,Upland,4,2,15,14,2,heco,24,2,eref,19,2,0,1,2,,2
10/7/2019,7NW,TGM,Upland,4,2,18,4,1,bogr,14,2,eref,9,1.5,0,1,1,,1
10/7/2019,7NW,TGM,Upland,4,2,21,18,2,bogr,4,2,bogr,11,2,0,0,2,2,2
10/7/2019,7NW,TGM,Upland,4,2,24,8,2,oppo,10,3,bogr,9,2.5,1,0,,3,3
10/7/2019,7NW,TGM,Upland,4,3,3,9,2,bogr,9,3,bogr,9,2.5,0,0,2,3,2.5
10/7/2019,7NW,TGM,Upland,4,3,6,4,1,bogr,19,3,arpu,11.5,2,0,0,1,3,2
10/7/2019,7NW,TGM,Upland,4,3,9,5,2,bogr,8,5,crmi,6.5,3.5,0,0,2,5,3.5
10/7/2019,7NW,TGM,Upland,4,3,12,9,2,bogr,5,3,bogr,7,2.5,0,0,2,3,2.5
10/7/2019,7NW,TGM,Upland,4,3,15,5,2,bogr,11,4,oppo,8,3,0,1,2,,2
10/7/2019,7NW,TGM,Upland,4,3,18,10,2,bogr,14,3,bogr,12,2.5,0,0,2,3,2.5
10/7/2019,7NW,TGM,Upland,4,3,21,18,1,bogr,6,3,bogr,12,2,0,0,1,3,2
10/7/2019,7NW,TGM,Upland,4,3,24,15,1,eref,4,1,bogr,9.5,1,1,0,,1,1
10/7/2019,7NW,TGM,Upland,4,4,3,18,3,heco,16,3,oppo,17,3,0,1,3,,3
10/7/2019,7NW,TGM,Upland,4,4,6,29,2,eref,9,2,bogr,19,2,1,0,,2,2
10/7/2019,7NW,TGM,Upland,4,4,9,10,1,bogr,14,3,bogr,12,2,0,0,1,3,2
10/7/2019,7NW,TGM,Upland,4,4,12,18,7,heco,14,3,bogr,16,5,0,0,7,3,5
10/7/2019,7NW,TGM,Upland,4,4,15,11,2,arfr,12,3,bogr,11.5,2.5,1,0,,3,3
10/7/2019,7NW,TGM,Upland,4,4,18,10,2,bogr,18,3,oppo,14,2.5,0,1,2,,2
10/7/2019,7NW,TGM,Upland,4,4,21,24,1,oppo,18,5,eref,21,3,1,1,,,
10/7/2019,7NW,TGM,Upland,4,4,24,14,2,bogr,10,2,bogr,12,2,0,0,2,2,2
10/7/2019,7NW,TGM,Salt Flat,5,1,3,22,1,pasm,16,1,pasm,19,1,0,0,1,1,1
10/7/2019,7NW,TGM,Salt Flat,5,1,6,15,5,eref,38,3,pasm,26.5,4,1,0,,3,3
10/7/2019,7NW,TGM,Salt Flat,5,1,9,29,2,pasm,51,28,atca,40,15,0,1,2,,2
10/7/2019,7NW,TGM,Salt Flat,5,1,12,28,3,eref,6,3,pasm,17,3,1,0,,3,3
10/7/2019,7NW,TGM,Salt Flat,5,1,15,17,8,oppo,36,4,oppo,26.5,6,1,1,,,
10/7/2019,7NW,TGM,Salt Flat,5,1,18,15,3,pasm,22,3,pasm,18.5,3,0,0,3,3,3
10/7/2019,7NW,TGM,Salt Flat,5,1,21,18,2,pasm,26,4,heco,22,3,0,0,2,4,3
10/7/2019,7NW,TGM,Salt Flat,5,1,24,31,3,atca,21,5,pasm,26,4,1,0,,5,5
10/7/2019,7NW,TGM,Salt Flat,5,2,3,14,3,pasm,14,4,pasm,14,3.5,0,0,3,4,3.5
10/7/2019,7NW,TGM,Salt Flat,5,2,6,16,2,pasm,24,5,pasm,20,3.5,0,0,2,5,3.5
10/7/2019,7NW,TGM,Salt Flat,5,2,9,22,3,pasm,34,5,disp,28,4,0,0,3,5,4
10/7/2019,7NW,TGM,Salt Flat,5,2,12,28,3,pasm,16,0,disp,22,1.5,0,0,3,0,1.5
10/7/2019,7NW,TGM,Salt Flat,5,2,15,24,5,pasm,21,3,pasm,22.5,4,0,0,5,3,4
10/7/2019,7NW,TGM,Salt Flat,5,2,18,27,8,pasm,44,2,pasm,35.5,5,0,0,8,2,5
10/7/2019,7NW,TGM,Salt Flat,5,2,21,31,2,disp,38,8,pasm,34.5,5,0,0,2,8,5
10/7/2019,7NW,TGM,Salt Flat,5,2,24,22,1,pasm,22,3,ciun,22,2,0,0,1,3,2
10/7/2019,7NW,TGM,Salt Flat,5,3,3,30,1,pasm,56,4,pasm,43,2.5,0,0,1,4,2.5
10/7/2019,7NW,TGM,Salt Flat,5,3,6,6,1,bogr,15,3,pasm,10.5,2,0,0,1,3,2
10/7/2019,7NW,TGM,Salt Flat,5,3,9,22,2,pasm,20,3,oppo,21,2.5,0,1,2,,2
10/7/2019,7NW,TGM,Salt Flat,5,3,12,6,0,buda,6,3,pasm,6,1.5,0,0,0,3,1.5
10/7/2019,7NW,TGM,Salt Flat,5,3,15,14,2,pasm,33,3,pasm,23.5,2.5,0,0,2,3,2.5
10/7/2019,7NW,TGM,Salt Flat,5,3,18,36,2,pasm,34,3,pasm,35,2.5,0,0,2,3,2.5
10/7/2019,7NW,TGM,Salt Flat,5,3,21,12,3,buda,8,2,bogr,10,2.5,0,0,3,2,2.5
10/7/2019,7NW,TGM,Salt Flat,5,3,24,39,2,pasm,48,9,atca,43.5,5.5,0,1,2,,2
10/7/2019,7NW,TGM,Salt Flat,5,4,3,18,2,bogr,16,3,disp,17,2.5,0,0,2,3,2.5
10/7/2019,7NW,TGM,Salt Flat,5,4,6,21,3,pasm,16,5,disp,18.5,4,0,0,3,5,4
10/7/2019,7NW,TGM,Salt Flat,5,4,9,32,11,atca,14,3,disp,23,7,1,0,,3,3
10/7/2019,7NW,TGM,Salt Flat,5,4,12,20,3,pasm,19,2,pasm,19.5,2.5,0,0,3,2,2.5
10/7/2019,7NW,TGM,Salt Flat,5,4,15,54,42,atca,20,1,pasm,37,21.5,1,0,,1,1
10/7/2019,7NW,TGM,Salt Flat,5,4,18,10,4,bogr,8,2,bogr,9,3,0,0,4,2,3
