Date,Pasture,Plot,Transect , Distance,East-High,East-High-Spp,East-Low,East-Low-Spp,West-High,West-High-Sp,West-Low,West-Low-Spp,MeanHigh,MeanLow
6/21/2021,15E,4,1,12,5,vuoc,0,bare,28,arpu,2,arpu,16.5,1
6/21/2021,15E,4,1,15,13,cadu,2,arfr,13,vuoc,1,vuoc,13,1.5
6/21/2021,15E,4,1,18,13,vuoc,3,vuoc,11,vuoc,1,vuoc,12,2
6/21/2021,15E,4,1,21,26,elel,4,elel,11,vuoc,1,crmi,18.5,2.5
6/21/2021,15E,4,1,24,10,vuoc,2,vuoc,9,crmi,3,crmi,9.5,2.5
6/21/2021,15E,4,2,3,11,vuoc,3,bogr,11,vuoc,3,vuoc,11,3
6/21/2021,15E,4,2,6,9,bogr,1,bogr,11,vuoc,1,vuoc,10,1
6/21/2021,15E,4,2,9,12,vuoc,1,vuoc,15,vuoc,1,vuoc,13.5,1
6/21/2021,15E,4,2,12,29,pasm,2,vuoc,9,elel,1,elel,19,1.5
6/21/2021,15E,4,2,15,43,pasm,5,elel,19,elel,5,vuoc,31,5
6/21/2021,15E,4,2,18,68,heco,1,vuoc,35,heco,2,vuoc,51.5,1.5
6/21/2021,15E,4,2,21,63,heco,7,heco,63,heco,5,vuoc,63,6
6/21/2021,15E,4,2,24,24,heco,3,vuoc,18,vuoc,2,vuoc,21,2.5
6/21/2021,15E,4,3,3,62,pasm,5,vuoc,49,pasm,3,vuoc,55.5,4
6/21/2021,15E,4,3,6,37,sial,10,elel,28,sial,4,vuoc,32.5,7
6/21/2021,15E,4,3,9,10,vuoc,4,vuoc,47,pasm,8,vuoc,28.5,6
6/21/2021,15E,4,3,12,29,pasm,3,vuoc,23,pasm,7,vuoc,26,5
6/21/2021,15E,4,3,15,47,heco,6,vuoc,29,elel,5,elel,38,5.5
6/21/2021,15E,4,3,18,31,elel,10,elel,43,heco,8,vuoc,37,9
6/21/2021,15E,4,3,21,35,elel,10,elel,33,elel,8,elel,34,9
6/21/2021,15E,4,3,24,21,elel,1,elel,10,bogr,3,bogr,15.5,2
6/21/2021,15E,4,4,3,13,vuoc,3,vuoc,14,vuoc,8,vuoc,13.5,5.5
6/21/2021,15E,4,4,6,18,elel,3,vuoc,40,pasm,5,vuoc,29,4
6/21/2021,15E,4,4,9,52,pasm,7,pasm,48,pasm,3,vuoc,50,5
6/21/2021,15E,4,4,12,45,pasm,3,vuoc,41,pasm,8,vuoc,43,5.5
6/21/2021,15E,4,4,15,43,pasm,4,vuoc,47,pasm,8,vuoc,45,6
6/21/2021,15E,4,4,18,40,pasm,9,vuoc,41,pasm,9,vuoc,40.5,9
6/21/2021,15E,4,4,21,23,vuoc,3,vuoc,23,pasm,3,vuoc,23,3
6/21/2021,15E,4,4,24,18,pasm,1,vuoc,14,vuoc,1,vuoc,16,1
6/22/2021,32W,1,1,3,5,bogr,1,bogr,13,chal,5,crmi,9,3
6/22/2021,32W,1,1,6,10,vuoc,1,bogr,14,vuoc,2,crmi,12,1.5
6/22/2021,32W,1,1,9,14,vuoc,8,crmi,10,vuoc,3,bogr,12,5.5
6/22/2021,32W,1,1,12,4,bogr,0,bare,8,cadu,0,bare,6,0
6/22/2021,32W,1,1,15,7,buda,2,buda,5,buda,3,buda,6,2.5
6/22/2021,32W,1,1,18,7,vuoc,1,bogr,10,vuoc,2,bogr,8.5,1.5
6/22/2021,32W,1,1,21,8,vuoc,1,bogr,13,vuoc,1,vuoc,10.5,1
6/22/2021,32W,1,1,24,13,vuoc,1,buda,13,vuoc,3,crmi,13,2
6/22/2021,32W,1,2,3,8,vuoc,3,crmi,11,lede,6,crmi,9.5,4.5
6/22/2021,32W,1,2,6,11,crmi,2,crmi,14,vuoc,10,crmi,12.5,6
6/22/2021,32W,1,2,9,12,crmi,1,bogr,10,lare,8,crmi,11,4.5
6/22/2021,32W,1,2,12,8,vuoc,1,crmi,4,crmi,3,crmi,6,2
6/22/2021,32W,1,2,15,10,crmi,1,crmi,13,lede,8,chal,11.5,4.5
6/22/2021,32W,1,2,18,6,crmi,3,crmi,12,vuoc,5,crmi,9,4
6/22/2021,32W,1,2,21,16,lare,3,crmi,9,crmi,5,crmi,12.5,4
6/22/2021,32W,1,2,24,12,crmi,3,vuoc,13,crmi,7,plpa,12.5,5
6/22/2021,32W,1,3,3,10,crmi,1,crmi,6,vuoc,1,bogr,8,1
6/22/2021,32W,1,3,6,19,pasm,1,pasm,28,pasm,1,pasm,23.5,1
6/22/2021,32W,1,3,9,48,pasm,2,pasm,34,pasm,2,pasm,41,2
6/22/2021,32W,1,3,12,43,pasm,3,vuoc,34,pasm,1,pasm,38.5,2
6/22/2021,32W,1,3,15,4,chal,0,bare,0,bare,0,bare,2,0
6/22/2021,32W,1,3,18,9,vuoc,1,bogr,3,bogr,1,bogr,6,1
6/22/2021,32W,1,3,21,14,vuoc,2,vuoc,17,vuoc,4,vuoc,15.5,3
6/22/2021,32W,1,3,24,12,chal,1,buda,5,plpa,1,bogr,8.5,1
6/22/2021,32W,1,4,3,10,vuoc,6,crmi,10,vuoc,2,bogr,10,4
6/22/2021,32W,1,4,6,16,vuoc,4,crmi,14,vuoc,6,plpa,15,5
6/22/2021,32W,1,4,9,12,crmi,7,crmi,10,vuoc,4,crmi,11,5.5
6/22/2021,32W,1,4,12,11,vuoc,8,crmi,12,vuoc,1,bogr,11.5,4.5
6/22/2021,32W,1,4,15,9,plpa,1,plpa,14,vuoc,3,plpa,11.5,2
6/22/2021,32W,1,4,18,14,vuoc,9,vuoc,12,lede,7,vuoc,13,8
6/22/2021,32W,1,4,21,16,vuoc,9,spco,22,chal,12,crmi,19,10.5
6/22/2021,32W,1,4,24,7,vuoc,1,vuoc,11,vuoc,5,crmi,9,3
6/21/2021,32W,2,1,3,12,lede,5,crmi,6,crmi,0,bare,9,2.5
6/21/2021,32W,2,1,6,9,crmi,3,crmi,15,pasm,2,crmi,12,2.5
6/21/2021,32W,2,1,9,22,vuoc,6,spco,13,lede,4,lede,17.5,5
6/21/2021,32W,2,1,12,42,pasm,5,vuoc,32,pasm,7,pasm,37,6
6/21/2021,32W,2,1,15,52,pasm,5,pasm,58,pasm,2,pasm,55,3.5
6/21/2021,32W,2,1,18,31,pasm,1,crmi,34,pasm,11,crmi,32.5,6
6/21/2021,32W,2,1,21,18,chle,11,chle,12,chle,9,crmi,15,10
6/21/2021,32W,2,1,24,36,pasm,6,pasm,37,pasm,1,pasm,36.5,3.5
6/21/2021,32W,2,2,3,34,heco,1,pasm,24,pasm,1,pasm,29,1
6/21/2021,32W,2,2,6,32,heco,2,vuoc,52,heco,5,crmi,42,3.5
6/21/2021,32W,2,2,9,19,lede,1,lede,8,pste,1,vuoc,13.5,1
6/21/2021,32W,2,2,12,12,vuoc,2,vuoc,8,crmi,3,crmi,10,2.5
6/21/2021,32W,2,2,15,12,chin,3,vuoc,14,vuoc,2,vuoc,13,2.5
6/21/2021,32W,2,2,18,6,crmi,0,bare,10,cadu,2,crmi,8,1
6/21/2021,32W,2,2,21,12,vuoc,6,crmi,14,plpa,5,crmi,13,5.5
6/21/2021,32W,2,2,24,23,heco,2,crmi,10,vuoc,2,crmi,16.5,2
6/21/2021,32W,2,3,3,15,vuoc,3,vuoc,25,vuoc,4,vuoc,20,3.5
6/21/2021,32W,2,3,6,14,elel,2,vuoc,12,vuoc,1,vuoc,13,1.5
6/21/2021,32W,2,3,9,5,bogr,0,bare,16,vuoc,7,elel,10.5,3.5
6/21/2021,32W,2,3,12,16,vuoc,3,crmi,13,crmi,3,crmi,14.5,3
6/21/2021,32W,2,3,15,7,bogr,1,bogr,14,vuoc,1,crmi,10.5,1
6/21/2021,32W,2,3,18,18,lede,4,lede,6,chin,1,cadu,12,2.5
6/21/2021,32W,2,3,21,5,chin,1,chin,4,cadu,1,spco,4.5,1
6/21/2021,32W,2,3,24,17,lede,4,vuoc,12,crmi,3,crmi,14.5,3.5
6/21/2021,32W,2,4,3,14,lede,3,chin,24,elel,10,elel,19,6.5
6/21/2021,32W,2,4,6,28,elel,12,elel,30,elel,4,elel,29,8
6/21/2021,32W,2,4,9,11,lede,2,crmi,14,elel,4,crmi,12.5,3
6/21/2021,32W,2,4,12,11,chin,5,crmi,8,spco,5,chin,9.5,5
6/21/2021,32W,2,4,15,22,lede,5,crmi,9,crmi,5,crmi,15.5,5
6/21/2021,32W,2,4,18,40,pste,17,pste,29,pste,8,crmi,34.5,12.5
6/21/2021,32W,2,4,21,17,chal,3,piop,12,chle,3,piop,14.5,3
6/21/2021,32W,2,4,24,7,bogr,0,bare,0,bare,0,bare,3.5,0
6/22/2021,32W,3,1,3,14,eref,5,elel,14,vuoc,5,vuoc,14,5
6/22/2021,32W,3,1,6,46,heco,7,lede,27,heco,9,vuoc,36.5,8
6/22/2021,32W,3,1,9,17,cadu,4,crmi,34,heco,9,crmi,25.5,6.5
6/22/2021,32W,3,1,12,20,elel,5,spco,14,vuoc,2,oppo,17,3.5
6/22/2021,32W,3,1,15,14,chal,8,crmi,10,elel,1,spco,12,4.5
6/22/2021,32W,3,1,18,31,pasm,1,bogr,19,vuoc,1,oppo,25,1
6/22/2021,32W,3,1,21,39,pasm,9,pasm,28,pasm,8,chle,33.5,8.5
6/22/2021,32W,3,1,24,11,vuoc,1,vuoc,17,vuoc,2,vuoc,14,1.5
6/22/2021,32W,3,2,3,36,pasm,1,pasm,33,pasm,2,oppo,34.5,1.5
6/22/2021,32W,3,2,6,42,pasm,4,pasm,46,pasm,2,pasm,44,3
6/22/2021,32W,3,2,9,50,pasm,4,pasm,32,pasm,3,pasm,41,3.5
6/22/2021,32W,3,2,12,40,pasm,1,pasm,40,pasm,5,eref,40,3
6/22/2021,32W,3,2,15,36,pasm,2,pasm,34,pasm,1,pasm,35,1.5
6/22/2021,32W,3,2,18,30,pasm,2,pasm,30,pasm,2,pasm,30,2
6/22/2021,32W,3,2,21,47,pasm,3,pasm,34,pasm,3,pasm,40.5,3
6/22/2021,32W,3,2,24,43,pasm,3,pasm,44,pasm,1,pasm,43.5,2
6/22/2021,32W,3,3,3,10,crmi,3,crmi,10,chle,7,crmi,10,5
6/22/2021,32W,3,3,6,8,crmi,2,bogr,6,crmi,0,bare,7,1
6/22/2021,32W,3,3,9,14,chal,8,crmi,4,crmi,1,crmi,9,4.5
6/22/2021,32W,3,3,12,14,elel,3,spco,10,vuoc,1,vuoc,12,2
6/22/2021,32W,3,3,15,17,vuoc,1,vuoc,15,vuoc,5,crmi,16,3
6/22/2021,32W,3,3,18,19,vuoc,7,crmi,10,vuoc,2,vuoc,14.5,4.5
6/22/2021,32W,3,3,21,12,lede,4,crmi,10,crmi,7,crmi,11,5.5
6/22/2021,32W,3,3,24,14,chal,8,crmi,50,pasm,3,pasm,32,5.5
6/22/2021,32W,3,4,3,37,pasm,1,pasm,42,pasm,1,pasm,39.5,1
6/22/2021,32W,3,4,6,28,pasm,2,vuoc,29,pasm,2,lede,28.5,2
6/22/2021,32W,3,4,9,36,pasm,4,crmi,10,crmi,1,bogr,23,2.5
6/22/2021,32W,3,4,12,9,spco,4,spco,25,elel,11,spco,17,7.5
6/22/2021,32W,3,4,15,10,spco,0,bare,12,lede,1,bogr,11,0.5
6/22/2021,32W,3,4,18,15,elel,1,bogr,13,lede,3,crmi,14,2
6/22/2021,32W,3,4,21,14,vuoc,4,crmi,11,crmi,3,crmi,12.5,3.5
6/22/2021,32W,3,4,24,11,lare,6,crmi,8,crmi,2,bogr,9.5,4
6/23/2021,32W,4,1,3,24,heco,1,heco,45,heco,14,atca,34.5,7.5
6/23/2021,32W,4,1,6,30,heco,2,spco,53,heco,0,bare,41.5,1
6/23/2021,32W,4,1,9,60,heco,7,crmi,46,heco,1,crmi,53,4
6/23/2021,32W,4,1,12,36,heco,0,bare,40,heco,1,bogr,38,0.5
6/23/2021,32W,4,1,15,46,heco,18,atca,42,heco,2,oppo,44,10
6/23/2021,32W,4,1,18,43,heco,7,spco,56,heco,3,heco,49.5,5
6/23/2021,32W,4,1,21,38,heco,3,pste,48,heco,1,spco,43,2
6/23/2021,32W,4,1,24,36,heco,7,heco,38,heco,9,elel,37,8
6/23/2021,32W,4,2,3,35,pasm,1,pasm,31,pasm,1,pasm,33,1
6/23/2021,32W,4,2,6,18,cadu,1,crmi,15,cadu,2,oppo,16.5,1.5
6/23/2021,32W,4,2,9,8,crmi,4,crmi,18,vuoc,4,oppo,13,4
6/23/2021,32W,4,2,12,9,crmi,2,crmi,14,lede,5,crmi,11.5,3.5
6/23/2021,32W,4,2,15,17,vuoc,8,crmi,13,lede,5,crmi,15,6.5
6/23/2021,32W,4,2,18,8,cadu,1,cadu,20,lede,3,spco,14,2
6/23/2021,32W,4,2,21,13,vuoc,6,crmi,16,vuoc,2,crmi,14.5,4
6/23/2021,32W,4,2,24,8,lyju,0,bare,12,lyju,0,bare,10,0
6/23/2021,32W,4,3,3,14,vuoc,2,oppo,22,chle,6,vuoc,18,4
6/23/2021,32W,4,3,6,8,crmi,1,crmi,11,vuoc,2,piop,9.5,1.5
6/23/2021,32W,4,3,9,3,bogr,1,bogr,10,lede,2,bogr,6.5,1.5
6/23/2021,32W,4,3,12,5,crmi,0,bare,8,chal,2,chal,6.5,1
6/23/2021,32W,4,3,15,21,chle,5,crmi,10,lede,1,chle,15.5,3
6/23/2021,32W,4,3,18,19,elel,5,crmi,25,elel,4,elel,22,4.5
6/23/2021,32W,4,3,21,28,chle,5,vuoc,19,elel,3,spco,23.5,4
6/23/2021,32W,4,3,24,80,atca,6,atca,18,elel,5,oppo,49,5.5
6/23/2021,32W,4,4,3,20,heco,6,crmi,20,pste,5,crmi,20,5.5
6/23/2021,32W,4,4,6,16,pasm,11,spco,11,pste,1,bogr,13.5,6
6/23/2021,32W,4,4,9,10,bogr,1,oppo,11,spco,4,oppo,10.5,2.5
6/23/2021,32W,4,4,12,20,clse,1,crmi,21,elel,4,elel,20.5,2.5
6/23/2021,32W,4,4,15,13,lyju,1,bogr,9,ipla,4,oppo,11,2.5
6/23/2021,32W,4,4,18,12,lyju,7,oppo,12,lyju,1,bogr,12,4
6/23/2021,32W,4,4,21,6,crmi,0,bare,8,lyju,1,crmi,7,0.5
6/23/2021,32W,4,4,24,9,bogr,1,bogr,14,lyju,1,bogr,11.5,1
6/11/2021,1W,1,1,3,8,cadu,1,bogr,14,crmi,4,cadu,11,2.5
6/11/2021,1W,1,1,6,15,elel,1,elel,16,cadu,4,oppo,15.5,2.5
6/11/2021,1W,1,1,9,10,cadu,2,bogr,10,vuoc,1,bogr,10,1.5
6/11/2021,1W,1,1,12,10,crmi,4,crmi,12,cadu,2,cadu,11,3
6/11/2021,1W,1,1,15,10,bogr,1,bogr,10,elel,2,elel,10,1.5
6/11/2021,1W,1,1,18,29,brte,1,brte,26,brte,2,elel,27.5,1.5
6/11/2021,1W,1,1,21,9,vuoc,1,crmi,12,saib,5,oppo,10.5,3
6/11/2021,1W,1,1,24,12,bogr,2,bogr,22,cadu,3,oppo,17,2.5
6/11/2021,1W,1,2,3,6,lede,1,lede,23,cadu,6,oppo,14.5,3.5
6/11/2021,1W,1,2,6,8,eref,5,oppo,20,elel,5,arfr,14,5
6/11/2021,1W,1,2,9,6,vuoc,1,bogr,2,bogr,1,bogr,4,1
6/11/2021,1W,1,2,12,9,elel,2,elel,14,vuoc,1,bogr,11.5,1.5
6/11/2021,1W,1,2,15,12,vuoc,1,oppo,8,bogr,1,bogr,10,1
6/11/2021,1W,1,2,18,8,vuoc,1,spco,3,vuoc,1,bogr,5.5,1
6/11/2021,1W,1,2,21,9,vuoc,1,oeal,9,vuoc,6,oppo,9,3.5
6/11/2021,1W,1,2,24,14,cadu,2,spco,11,vuoc,1,bogr,12.5,1.5
6/11/2021,1W,1,3,3,13,vuoc,1,vuoc,11,cadu,2,bogr,12,1.5
6/11/2021,1W,1,3,6,9,cadu,1,bogr,10,vuoc,1,bogr,9.5,1
6/11/2021,1W,1,3,9,10,cadu,1,vuoc,8,cadu,1,vuoc,9,1
6/11/2021,1W,1,3,12,10,cadu,1,bogr,8,bogr,1,bogr,9,1
6/11/2021,1W,1,3,15,22,elel,4,elel,7,spco,4,spco,14.5,4
6/11/2021,1W,1,3,18,13,cadu,1,bogr,11,spco,1,spco,12,1
6/11/2021,1W,1,3,21,9,crmi,2,crmi,14,eref,4,crmi,11.5,3
6/11/2021,1W,1,3,24,9,spco,3,spco,13,cadu,6,crmi,11,4.5
6/11/2021,1W,1,4,3,10,bogr,1,bogr,9,vuoc,1,bogr,9.5,1
6/11/2021,1W,1,4,6,15,pste,2,bogr,10,vuoc,1,bogr,12.5,1.5
6/11/2021,1W,1,4,9,8,bogr,1,bogr,8,cadu,1,bogr,8,1
6/11/2021,1W,1,4,12,5,bogr,1,bogr,6,bogr,1,bogr,5.5,1
6/11/2021,1W,1,4,15,12,cadu,1,bogr,12,vuoc,1,bogr,12,1
6/11/2021,1W,1,4,18,8,cadu,1,bogr,12,cadu,1,bogr,10,1
6/11/2021,1W,1,4,21,9,vuoc,1,bogr,5,bogr,1,bogr,7,1
6/11/2021,1W,1,4,24,12,vuoc,1,bogr,13,cadu,2,cadu,12.5,1.5
6/17/2021,1W,2,3,3,14,cadu,2,cadu,7,bogr,1,bogr,10.5,1.5
6/17/2021,1W,2,3,6,13,vuoc,2,bogr,11,bogr,1,bogr,12,1.5
6/17/2021,1W,2,3,9,10,vuoc,2,vuoc,10,pste,3,spco,10,2.5
6/17/2021,1W,2,3,12,10,vuoc,2,bogr,10,vuoc,1,bogr,10,1.5
6/17/2021,1W,2,3,15,8,vuoc,1,bogr,8,cadu,2,bogr,8,1.5
6/17/2021,1W,2,3,18,14,vuoc,2,vuoc,14,spcr,4,bogr,14,3
6/17/2021,1W,2,3,21,12,vuoc,1,bogr,24,eref,2,eref,18,1.5
6/17/2021,1W,2,3,24,11,spco,5,spco,15,vuoc,4,spco,13,4.5
6/11/2021,1W,2,2,3,14,oeal,7,oeal,4,vuoc,3,bogr,9,5
6/11/2021,1W,2,2,6,8,vuoc,1,vuoc,8,vuoc,6,spco,8,3.5
6/11/2021,1W,2,2,9,13,vuoc,1,vuoc,10,cadu,2,bogr,11.5,1.5
6/11/2021,1W,2,2,12,15,cadu,1,bogr,8,cadu,2,bogr,11.5,1.5
6/11/2021,1W,2,2,15,10,cadu,2,oppo,8,cadu,1,bogr,9,1.5
6/11/2021,1W,2,2,18,5,cadu,0,bare,14,vuoc,6,oeal,9.5,3
6/11/2021,1W,2,2,21,13,cadu,1,bogr,16,vuoc,3,cadu,14.5,2
6/11/2021,1W,2,2,24,10,cadu,6,oppo,13,cadu,4,oppo,11.5,5
6/11/2021,1W,2,1,3,12,vuoc,4,vuoc,16,elel,2,elel,14,3
6/11/2021,1W,2,1,6,12,cadu,3,bogr,12,vuoc,1,vuoc,12,2
6/11/2021,1W,2,1,9,14,lede,5,crmi,16,lare,4,crmi,15,4.5
6/11/2021,1W,2,1,12,14,vuoc,6,cadu,10,vuoc,5,crmi,12,5.5
6/11/2021,1W,2,1,15,8,vuoc,5,vuoc,13,vuoc,2,spco,10.5,3.5
6/11/2021,1W,2,1,18,11,lare,5,crmi,11,cadu,7,crmi,11,6
6/11/2021,1W,2,1,21,11,vuoc,3,bogr,13,plpa,2,vuoc,12,2.5
6/11/2021,1W,2,1,24,5,vuoc,3,bogr,10,vuoc,3,bogr,7.5,3
6/17/2021,1W,2,4,3,14,vuoc,2,crmi,22,vuoc,5,spco,18,3.5
6/17/2021,1W,2,4,6,12,bogr,5,spco,11,cadu,7,spco,11.5,6
6/17/2021,1W,2,4,9,12,vuoc,3,bogr,24,elel,7,crmi,18,5
6/17/2021,1W,2,4,12,22,eref,1,crmi,26,elel,6,elel,24,3.5
6/17/2021,1W,2,4,15,14,vuoc,1,vuoc,9,vuoc,1,vuoc,11.5,1
6/17/2021,1W,2,4,18,8,crmi,5,crmi,14,vuoc,2,cadu,11,3.5
6/17/2021,1W,2,4,21,9,vuoc,2,crmi,16,pste,18,spco,12.5,10
6/17/2021,1W,2,4,24,12,vuoc,4,bogr,7,vuoc,3,crmi,9.5,3.5
6/17/2021,1W,3,1,3,7,bogr,2,spco,10,bogr,1,bogr,8.5,1.5
6/17/2021,1W,3,1,6,16,vuoc,2,vuoc,6,bogr,1,bogr,11,1.5
6/17/2021,1W,3,1,9,13,vuoc,1,bogr,11,cadu,2,bogr,12,1.5
6/17/2021,1W,3,1,12,7,vuoc,1,bogr,6,bogr,0,bare,6.5,0.5
6/17/2021,1W,3,1,15,6,bogr,1,bogr,8,eref,4,bogr,7,2.5
6/17/2021,1W,3,1,18,10,cadu,1,bogr,13,cadu,4,bogr,11.5,2.5
6/17/2021,1W,3,1,21,12,vuoc,1,vuoc,13,vuoc,2,crmi,12.5,1.5
6/17/2021,1W,3,1,24,7,bogr,2,bogr,7,cadu,5,spco,7,3.5
6/17/2021,1W,3,2,3,42,pasm,14,vuoc,16,vuoc,3,spco,29,8.5
6/17/2021,1W,3,2,6,10,vuoc,2,vuoc,11,vuoc,5,crmi,10.5,3.5
6/17/2021,1W,3,2,9,16,vuoc,5,vuoc,14,vuoc,3,elel,15,4
6/17/2021,1W,3,2,12,20,vuoc,2,vuoc,17,vuoc,3,vuoc,18.5,2.5
6/17/2021,1W,3,2,15,32,elel,7,elel,34,elel,5,eref,33,6
6/17/2021,1W,3,2,18,10,vuoc,2,bogr,9,vuoc,2,bogr,9.5,2
6/17/2021,1W,3,2,21,16,cadu,2,vuoc,13,elel,7,elel,14.5,4.5
6/17/2021,1W,3,2,24,20,vuoc,5,vuoc,16,vuoc,5,vuoc,18,5
6/17/2021,1W,3,3,3,11,vuoc,5,spco,32,pasm,10,elel,21.5,7.5
6/17/2021,1W,3,3,6,19,vuoc,1,vuoc,19,pasm,3,pasm,19,2
6/17/2021,1W,3,3,9,16,cadu,9,spco,39,pasm,4,elel,27.5,6.5
6/17/2021,1W,3,3,12,22,elel,4,vuoc,31,pasm,8,vuoc,26.5,6
6/17/2021,1W,3,3,15,46,pasm,9,pasm,15,elel,2,vuoc,30.5,5.5
6/17/2021,1W,3,3,18,36,pasm,2,pasm,12,cadu,5,spco,24,3.5
6/17/2021,1W,3,3,21,20,lare,2,spco,16,elel,6,elel,18,4
6/17/2021,1W,3,3,24,21,pasm,6,vuoc,13,vuoc,7,lede,17,6.5
6/17/2021,1W,3,4,3,10,spco,4,spco,16,bogr,7,oppo,13,5.5
6/17/2021,1W,3,4,6,12,vuoc,2,vuoc,7,chle,2,bogr,9.5,2
6/17/2021,1W,3,4,9,10,spco,3,spco,12,vuoc,3,bogr,11,3
6/17/2021,1W,3,4,12,11,vuoc,3,vuoc,12,bogr,4,spco,11.5,3.5
6/17/2021,1W,3,4,15,7,vuoc,5,spco,15,vuoc,4,bogr,11,4.5
6/17/2021,1W,3,4,18,24,elel,8,spco,27,elel,14,elel,25.5,11
6/17/2021,1W,3,4,21,26,elel,7,elel,20,elel,7,spco,23,7
6/17/2021,1W,3,4,24,26,elel,5,vuoc,26,elel,5,elel,26,5
6/17/2021,1W,4,1,3,11,vuoc,5,bogr,15,crmi,6,crmi,13,5.5
6/17/2021,1W,4,1,6,12,vuoc,1,bogr,8,elel,4,spco,10,2.5
6/17/2021,1W,4,1,9,13,vuoc,3,crmi,12,vuoc,2,bogr,12.5,2.5
6/17/2021,1W,4,1,12,15,vuoc,4,crmi,21,vuoc,4,vuoc,18,4
6/17/2021,1W,4,1,15,23,brte,6,vuoc,10,spcr,6,spco,16.5,6
6/17/2021,1W,4,1,18,19,elel,6,eref,16,vuoc,3,elel,17.5,4.5
6/17/2021,1W,4,1,21,19,elel,2,elel,23,elel,7,eref,21,4.5
6/17/2021,1W,4,1,24,28,elel,5,oeal,24,elel,7,eref,26,6
6/17/2021,1W,4,2,3,32,heco,2,crmi,21,elel,1,heco,26.5,1.5
6/17/2021,1W,4,2,6,41,heco,2,vuoc,42,heco,2,heco,41.5,2
6/17/2021,1W,4,2,9,31,heco,2,elel,23,elel,1,elel,27,1.5
6/17/2021,1W,4,2,12,30,heco,2,elel,9,heco,1,bogr,19.5,1.5
6/17/2021,1W,4,2,15,7,bogr,2,spco,11,bogr,3,bogr,9,2.5
6/17/2021,1W,4,2,18,11,spco,1,spco,16,vuoc,3,bogr,13.5,2
6/17/2021,1W,4,2,21,8,bogr,0,bare,20,pasm,1,oppo,14,0.5
6/17/2021,1W,4,2,24,10,bogr,2,bogr,12,pste,4,pste,11,3
6/17/2021,1W,4,3,3,27,elel,2,bogr,13,vuoc,5,crmi,20,3.5
6/17/2021,1W,4,3,6,15,elel,2,bogr,8,vuoc,4,crmi,11.5,3
6/17/2021,1W,4,3,9,9,vuoc,1,bogr,12,bogr,3,bogr,10.5,2
6/17/2021,1W,4,3,12,16,elel,3,elel,8,spco,5,spco,12,4
6/17/2021,1W,4,3,15,9,spco,2,bogr,10,spco,3,spco,9.5,2.5
6/17/2021,1W,4,3,18,8,bogr,2,bogr,14,spco,4,spco,11,3
6/17/2021,1W,4,3,21,13,vuoc,3,spco,9,bogr,1,bogr,11,2
6/17/2021,1W,4,3,24,13,vuoc,5,crmi,20,elel,2,elel,16.5,3.5
6/17/2021,1W,4,4,3,9,vuoc,2,bogr,12,bogr,4,oppo,10.5,3
6/17/2021,1W,4,4,6,12,pste,4,crmi,10,bogr,1,bogr,11,2.5
6/17/2021,1W,4,4,9,27,elel,2,crmi,30,pasm,2,vuoc,28.5,2
6/17/2021,1W,4,4,12,39,pasm,2,spco,26,elel,10,pste,32.5,6
6/17/2021,1W,4,4,15,31,elel,4,elel,14,pasm,8,crmi,22.5,6
6/17/2021,1W,4,4,18,23,elel,5,arfr,24,elel,4,elel,23.5,4.5
6/17/2021,1W,4,4,21,28,arfr,0,bare,14,vuoc,2,crmi,21,1
6/17/2021,1W,4,4,24,10,bogr,2,bogr,11,vuoc,2,bogr,10.5,2
6/11/2021,20NW,1,1,3,12,HECO,2,HECO,18,PASM,2,PASM,15,2
6/11/2021,20NW,1,1,6,32,HECO,3,PSTE,18,PASM,1,PSTE,25,2
6/11/2021,20NW,1,1,9,41,HECO,1,OPPO,20,HECO,0,HECO,30.5,0.5
6/11/2021,20NW,1,1,12,30,HECO,1,LEDE,39,HECO,2,HECO,34.5,1.5
6/11/2021,20NW,1,1,15,32,HECO,2,HECO,41,HECO,1,HECO,36.5,1.5
6/11/2021,20NW,1,1,18,38,HECO,1,HECO,38,HECO,2,HECO,38,1.5
6/11/2021,20NW,1,1,21,26,HECO,3,PASM,20,PASM,3,HECO,23,3
6/11/2021,20NW,1,1,24,51,HECO,4,HECO,28,HECO,1,HECO,39.5,2.5
6/11/2021,20NW,1,2,3,26,HECO,1,HECO,18,HECO,1,HECO,22,1
6/11/2021,20NW,1,2,6,28,HECO,1,HECO,10,HECO,1,HECO,19,1
6/11/2021,20NW,1,2,9,12,HECO,1,CADU,16,HECO,1,HECO,14,1
6/11/2021,20NW,1,2,12,18,HECO,2,HECO,22,HECO,1,HECO,20,1.5
6/11/2021,20NW,1,2,15,41,HECO,1,HECO,30,HECO,2,HECO,35.5,1.5
6/11/2021,20NW,1,2,18,38,HECO,1,HECO,23,HECO,1,PASM,30.5,1
6/11/2021,20NW,1,2,21,38,HECO,2,HECO,15,HEAN,1,HEAN,26.5,1.5
6/11/2021,20NW,1,2,24,16,HECO,3,HECO,7,CADU,1,CADU,11.5,2
6/11/2021,20NW,1,3,3,20,HECO,1,HECO,20,PASM,3,PASM,20,2
6/11/2021,20NW,1,3,6,16,SPCR,3,CADU,34,PASM,1,PASM,25,2
6/11/2021,20NW,1,3,9,36,HECO,1,HECO,23,HECO,2,HECO,29.5,1.5
