Year,Pasture,General Ecosite,Plot,Transect , Distance,East-High,East-Low,East-Spp,West-High,West-Low,West-Spp,Average High,Average Low,Notes
2015,18S,Plains,4,1,15,20,4,PASM,24,3,BOGR,22,3.5,
2015,18S,Plains,4,1,18,28,1,PASM,29,4,BOGR,28.5,2.5,
2015,18S,Plains,4,1,21,14,3,PASM,30,3,STCO,22,3,
2015,18S,Plains,4,1,24,11,6,OPPO,30,5,OPPO,20.5,5.5,
2015,18S,Plains,4,2,3,16,9,OPPO,23,6,STCO,19.5,7.5,
2015,18S,Plains,4,2,6,14,2,ATCA,32,10,ATCA,23,6,
2015,18S,Plains,4,2,9,35,27,ATCA,37,8,ATCA,36,17.5,
2015,18S,Plains,4,2,12,21,3,STCO,27,11,STCO,24,7,
2015,18S,Plains,4,2,15,24,2,STCO,22,5,STCO,23,3.5,
2015,18S,Plains,4,2,18,33,8,BOGR,47,6,STCO,40,7,
2015,18S,Plains,4,2,21,12,3,STCO,16,2,STCO,14,2.5,
2015,18S,Plains,4,2,24,20,7,STCO,22,5,EREF,21,6,
2015,18S,Plains,4,3,3,8,3,BOGR,10,1,BOGR,9,2,
2015,18S,Plains,4,3,6,22,3,BOGR,16,5,BOGR,19,4,
2015,18S,Plains,4,3,9,22,3,PASM,16,3,PASM,19,3,
2015,18S,Plains,4,3,12,53,7,PASM,26,8,PASM,39.5,7.5,
2015,18S,Plains,4,3,15,28,5,STCO,20,5,BOGR,24,5,
2015,18S,Plains,4,3,18,16,4,PASM,17,3,BOGR,16.5,3.5,
2015,18S,Plains,4,3,21,32,14,PASM,34,5,STCO,33,9.5,
2015,18S,Plains,4,3,24,24,3,OPPO,28,7,PASM,26,5,
2015,18S,Plains,4,4,3,9,2,OPPO,40,3,BOGR,24.5,2.5,
2015,18S,Plains,4,4,6,30,10,STCO,26,10,STCO,28,10,
2015,18S,Plains,4,4,9,12,1,STCO,70,16,ATCA,41,8.5,
2015,18S,Plains,4,4,12,21,7,OPPO,42,10,STCO,31.5,8.5,
2015,18S,Plains,4,4,15,43,3,OPPO,34,2,STCO,38.5,2.5,
2015,18S,Plains,4,4,18,32,8,STCO,30,8,STCO,31,8,
2015,18S,Plains,4,4,21,22,7,OPPO,47,7,SPCR,34.5,7,
2015,18S,Plains,4,4,24,11,3,STCO,45,42,ATCA,28,22.5,
2015,19N,Plains,1,1,3,23,2,CAEL,14,5,CAEL,18.5,3.5,
2015,19N,Plains,1,1,6,20,6,STCO,18,8,STCO,19,7,
2015,19N,Plains,1,1,9,10,2,STCO,29,15,STCO,19.5,8.5,
2015,19N,Plains,1,1,12,13,3,STCO,13,2,BOGR,13,2.5,
2015,19N,Plains,1,1,15,21,4,STCO,20,5,STCO,20.5,4.5,
2015,19N,Plains,1,1,18,26,4,STCO,18,5,STCO,22,4.5,
2015,19N,Plains,1,1,21,30,8,PASM,18,6,STCO,24,7,
2015,19N,Plains,1,1,24,33,1,CAEL,30,7,STCO,31.5,4,
2015,19N,Plains,1,2,3,32,6,STCO,43,7,STCO,37.5,6.5,
2015,19N,Plains,1,2,6,30,5,STCO,34,3,STCO,32,4,
2015,19N,Plains,1,2,9,24,2,CAEL,26,10,STCO,25,6,
2015,19N,Plains,1,2,12,18,3,STCO,22,5,STCO,20,4,
2015,19N,Plains,1,2,15,11,1,CAEL,9,2,CAEL,10,1.5,
2015,19N,Plains,1,2,18,30,8,STCO,14,3,BOGR,22,5.5,
2015,19N,Plains,1,2,21,32,5,STCO,36,11,STCO,34,8,
2015,19N,Plains,1,2,24,38,5,BOGR,44,10,STCO,41,7.5,
2015,19N,Plains,1,3,3,10,3,EREF,20,4,STCO,15,3.5,
2015,19N,Plains,1,3,6,20,6,STCO,29,3,STCO,24.5,4.5,
2015,19N,Plains,1,3,9,25,8,STCO,30,6,STCO,27.5,7,
2015,19N,Plains,1,3,12,24,6,STCO,18,5,STCO,21,5.5,
2015,19N,Plains,1,3,15,25,9,STCO,23,9,STCO,24,9,
2015,19N,Plains,1,3,18,16,4,STCO,22,8,STCO,19,6,
2015,19N,Plains,1,3,21,20,9,STCO,25,6,EREF,22.5,7.5,
2015,19N,Plains,1,3,24,21,5,STCO,5,1,BOGR,13,3,
2015,19N,Plains,1,4,3,38,7,STCO,44,10,STCO,41,8.5,
2015,19N,Plains,1,4,6,23,4,STCO,26,2,STCO,24.5,3,
2015,19N,Plains,1,4,9,34,3,STCO,23,3,STCO,28.5,3,
2015,19N,Plains,1,4,12,12,2,STCO,18,4,STCO,15,3,
2015,19N,Plains,1,4,15,14,5,STCO,24,7,STCO,19,6,
2015,19N,Plains,1,4,18,17,2,SPCR,23,5,CAEL,20,3.5,
2015,19N,Plains,1,4,21,23,6,CAEL,22,9,STCO,22.5,7.5,
2015,19N,Plains,1,4,24,20,4,VUOC,26,7,VUOC,23,5.5,
2015,19N,Plains,2,1,3,16,3,BOGR,26,3,BOGR,21,3,
2015,19N,Plains,2,1,6,12,2,BOGR,13,1,BOGR,12.5,1.5,
2015,19N,Plains,2,1,9,34,3,BOGR,29,3,ATCA,31.5,3,
2015,19N,Plains,2,1,12,24,2,BOGR,28,2,BOGR,26,2,
2015,19N,Plains,2,1,15,32,5,ATCA,28,5,ATCA,30,5,
2015,19N,Plains,2,1,18,38,25,ATCA,41,3,BOGR,39.5,14,
2015,19N,Plains,2,1,21,26,3,BOGR,39,7,STCO,32.5,5,
2015,19N,Plains,2,1,24,32,4,BOGR,59,5,STCO,45.5,4.5,
2015,19N,Plains,2,2,3,44,25,ATCA,74,21,ATCA,59,23,
2015,19N,Plains,2,2,6,28,9,PASM,39,11,PASM,33.5,10,
2015,19N,Plains,2,2,9,36,5,PASM,38,5,PASM,37,5,
2015,19N,Plains,2,2,12,68,49,ATCA,36,4,BOGR,52,26.5,
2015,19N,Plains,2,2,15,22,1,BOGR,24,2,BOGR,23,1.5,
2015,19N,Plains,2,2,18,31,9,PASM,31,10,STCO,31,9.5,
2015,19N,Plains,2,2,21,29,9,SIHY,38,4,STCO,33.5,6.5,
2015,19N,Plains,2,2,24,9,2,BOGR,23,4,BOGR,16,3,
2015,19N,Plains,2,3,3,29,3,PASM,19,4,OPPO,24,3.5,
2015,19N,Plains,2,3,6,34,3,BOGR,31,9,STCO,32.5,6,
2015,19N,Plains,2,3,9,29,9,STCO,26,7,BOGR,27.5,8,
2015,19N,Plains,2,3,12,24,1,OPPO,28,10,STCO,26,5.5,
2015,19N,Plains,2,3,15,25,5,CAEL,32,7,VUOC,28.5,6,
2015,19N,Plains,2,3,18,21,2,STCO,11,3,LARE,16,2.5,
2015,19N,Plains,2,3,21,13,3,BOGR,13,3,BOGR,13,3,
2015,19N,Plains,2,3,24,42,29,ATCA,11,3,BOGR,26.5,16,
2015,19N,Plains,2,4,3,21,1,BOGR,9,1,BOGR,15,1,
2015,19N,Plains,2,4,6,34,7,STCO,21,9,STCO,27.5,8,
2015,19N,Plains,2,4,9,26,3,STCO,28,9,OPPO,27,6,
2015,19N,Plains,2,4,12,25,1,PASM,38,10,STCO,31.5,5.5,
2015,19N,Plains,2,4,15,24,7,STCO,26,9,VUOC,25,8,
2015,19N,Plains,2,4,18,25,5,STCO,32,3,OPPO,28.5,4,
2015,19N,Plains,2,4,21,26,7,STCO,29,10,STCO,27.5,8.5,
2015,19N,Plains,2,4,24,32,8,OPPO,20,4,STCO,26,6,
2015,19N,Plains,3,1,3,24,11,STCO,26,3,SPCR,25,7,
2015,19N,Plains,3,1,6,22,9,STCO,28,10,STCO,25,9.5,
2015,19N,Plains,3,1,9,16,4,OPPO,19,6,SPCR,17.5,5,
2015,19N,Plains,3,1,12,18,9,STCO,18,8,STCO,18,8.5,
2015,19N,Plains,3,1,15,19,8,STCO,31,9,STCO,25,8.5,
2015,19N,Plains,3,1,18,30,6,BOGR,30,15,OPPO,30,10.5,
2015,19N,Plains,3,1,21,26,14,STCO,34,8,STCO,30,11,
2015,19N,Plains,3,1,24,30,14,STCO,33,9,STCO,31.5,11.5,
2015,19N,Plains,3,2,3,11,5,PASM,23,3,BOGR,17,4,
2015,19N,Plains,3,2,6,14,5,PASM,7,2,BOGR,10.5,3.5,
2015,19N,Plains,3,2,9,13,1,BOGR,18,3,PASM,15.5,2,
2015,19N,Plains,3,2,12,6,0,BARE,2,1,BOGR,4,0.5,
2015,19N,Plains,3,2,15,16,3,BOGR,12,1,BOGR,14,2,
2015,19N,Plains,3,2,18,16,3,BOGR,14,3,BOGR,15,3,
2015,19N,Plains,3,2,21,5,1,BOGR,4,3,BOGR,4.5,2,
2015,19N,Plains,3,2,24,10,2,BOGR,12,3,BOGR,11,2.5,
2015,19N,Plains,3,3,3,26,7,STCO,32,9,STCO,29,8,
2015,19N,Plains,3,3,6,22,8,STCO,35,7,STCO,28.5,7.5,
2015,19N,Plains,3,3,9,11,2,STCO,42,3,STCO,26.5,2.5,
2015,19N,Plains,3,3,12,8,1,CAEL,12,2,STCO,10,1.5,
2015,19N,Plains,3,3,15,28,7,OPPO,42,12,OPPO,35,9.5,
2015,19N,Plains,3,3,18,37,15,STCO,48,10,STCO,42.5,12.5,
2015,19N,Plains,3,3,21,44,12,STCO,47,3,TRDU,45.5,7.5,
2015,19N,Plains,3,3,24,27,10,STCO,41,8,STCO,34,9,
2015,19N,Plains,3,4,3,26,3,BOGR,8,2,BOGR,17,2.5,
2015,19N,Plains,3,4,6,7,2,BOGR,8,3,BOGR,7.5,2.5,
2015,19N,Plains,3,4,9,11,3,EREF,11,3,BOGR,11,3,
2015,19N,Plains,3,4,12,19,5,PASM,14,2,BOGR,16.5,3.5,
2015,19N,Plains,3,4,15,7,0,BOGR,10,3,BOGR,8.5,1.5,
2015,19N,Plains,3,4,18,21,5,BOGR,9,2,BOGR,15,3.5,
2015,19N,Plains,3,4,21,14,2,BOGR,10,3,PASM,12,2.5,
2015,19N,Plains,3,4,24,20,3,BOGR,14,3,BOGR,17,3,
2015,19N,Plains,4,1,3,33,9,PASM,45,6,STCO,39,7.5,
2015,19N,Plains,4,1,6,19,9,STCO,30,5,STCO,24.5,7,
2015,19N,Plains,4,1,9,10,2,STCO,25,8,STCO,17.5,5,
2015,19N,Plains,4,1,12,17,10,STCO,20,5,STCO,18.5,7.5,
2015,19N,Plains,4,1,15,45,10,STCO,22,9,STCO,33.5,9.5,
2015,19N,Plains,4,1,18,34,5,BOGR,24,6,STCO,29,5.5,
2015,19N,Plains,4,1,21,28,1,STCO,30,8,STCO,29,4.5,
2015,19N,Plains,4,1,24,30,16,STCO,25,11,STCO,27.5,13.5,
2015,19N,Plains,4,2,3,24,3,BOGR,10,1,BOGR,17,2,
2015,19N,Plains,4,2,6,42,15,STCO,24,10,STCO,33,12.5,
2015,19N,Plains,4,2,9,15,3,STCO,28,8,STCO,21.5,5.5,
2015,19N,Plains,4,2,12,44,2,STCO,17,3,BOGR,30.5,2.5,
2015,19N,Plains,4,2,15,32,7,STCO,24,6,BOGR,28,6.5,
2015,19N,Plains,4,2,18,12,2,BOGR,15,4,BOGR,13.5,3,
2015,19N,Plains,4,2,21,22,4,CAEL,16,3,BOGR,19,3.5,
2015,19N,Plains,4,2,24,16,3,BOGR,14,5,BOGR,15,4,
2015,19N,Plains,4,3,3,24,1,BOGR,22,3,BOGR,23,2,
2015,19N,Plains,4,3,6,25,3,BOGR,6,2,OPPO,15.5,2.5,
2015,19N,Plains,4,3,9,11,2,BOGR,8,2,BOGR,9.5,2,
2015,19N,Plains,4,3,12,20,7,BOGR,11,1,BOGR,15.5,4,
2015,19N,Plains,4,3,15,12,3,BOGR,16,3,BOGR,14,3,
2015,19N,Plains,4,3,18,14,2,BOGR,19,3,PASM,16.5,2.5,
2015,19N,Plains,4,3,21,12,2,BOGR,12,3,BOGR,12,2.5,
2015,19N,Plains,4,3,24,10,1,BOGR,6,1,BOGR,8,1,
2015,19N,Plains,4,4,3,14,3,BOGR,8,3,BOGR,11,3,
2015,19N,Plains,4,4,6,19,5,BOGR,12,2,BOGR,15.5,3.5,
2015,19N,Plains,4,4,9,18,2,BOGR,18,6,ATCA,18,4,
2015,19N,Plains,4,4,12,12,2,BUDA,12,3,PASM,12,2.5,
2015,19N,Plains,4,4,15,12,3,BOGR,10,1,BOGR,11,2,
2015,19N,Plains,4,4,18,5,2,BOGR,8,2,BOGR,6.5,2,
2015,19N,Plains,4,4,21,14,2,BOGR,8,2,BOGR,11,2,
2015,19N,Plains,4,4,24,9,1,BUDA,4,1,BOGR,6.5,1,
2015,20NW,Plains,1,1,3,25,7,STCO,22,7,CAEL,23.5,7,
2015,20NW,Plains,1,1,6,24,6,CAEL,24,6,CAEL,24,6,
2015,20NW,Plains,1,1,9,18,8,STCO,45,5,PASM,31.5,6.5,
2015,20NW,Plains,1,1,12,16,6,STCO,22,8,STCO,19,7,
2015,20NW,Plains,1,1,15,19,2,CAEL,21,9,STCO,20,5.5,
2015,20NW,Plains,1,1,18,32,2,BOGR,11,6,CAEL,21.5,4,
2015,20NW,Plains,1,1,21,32,8,STCO,40,13,TRDU,36,10.5,
2015,20NW,Plains,1,1,24,22,2,BOGR,22,8,STCO,22,5,
2015,20NW,Plains,1,2,3,13,5,STCO,26,6,STCO,19.5,5.5,
2015,20NW,Plains,1,2,6,24,8,ARLO,18,6,STCO,21,7,
2015,20NW,Plains,1,2,9,25,3,STCO,19,3,STCO,22,3,
2015,20NW,Plains,1,2,12,18,5,STCO,30,3,STCO,24,4,
2015,20NW,Plains,1,2,15,21,6,STCO,25,1,CAEL,23,3.5,
2015,20NW,Plains,1,2,18,22,8,STCO,28,6,STCO,25,7,
2015,20NW,Plains,1,2,21,16,5,STCO,17,3,STCO,16.5,4,
2015,20NW,Plains,1,2,24,16,4,STCO,16,1,BOGR,16,2.5,
2015,20NW,Plains,1,3,3,21,6,PASM,34,3,CAEL,27.5,4.5,
2015,20NW,Plains,1,3,6,24,5,STCO,28,10,STCO,26,7.5,
2015,20NW,Plains,1,3,9,34,7,STCO,28,11,STCO,31,9,
2015,20NW,Plains,1,3,12,22,5,STCO,32,9,BOGR,27,7,
2015,20NW,Plains,1,3,15,26,3,CAEL,21,4,STCO,23.5,3.5,
2015,20NW,Plains,1,3,18,16,2,CAEL,34,6,CAEL,25,4,
2015,20NW,Plains,1,3,21,30,3,CAEL,20,2,BOGR,25,2.5,
2015,20NW,Plains,1,3,24,29,1,BOGR,31,3,BOGR,30,2,
2015,20NW,Plains,1,4,3,16,5,STCO,41,5,STCO,28.5,5,
2015,20NW,Plains,1,4,6,21,4,STCO,32,4,STCO,26.5,4,
2015,20NW,Plains,1,4,9,24,5,STCO,26,4,OPPO,25,4.5,
2015,20NW,Plains,1,4,12,24,7,SPCO,31,4,STCO,27.5,5.5,
2015,20NW,Plains,1,4,15,29,4,CAEL,21,7,CAEL,25,5.5,
2015,20NW,Plains,1,4,18,31,5,STCO,19,3,STCO,25,4,
2015,20NW,Plains,1,4,21,19,4,PASM,29,5,STCO,24,4.5,
2015,20NW,Plains,1,4,24,31,3,STCO,31,3,STCO,31,3,
2015,20NW,Plains,2,1,3,13,2,STCO,29,7,BOGR,21,4.5,
2015,20NW,Plains,2,1,6,20,3,STCO,26,4,BOGR,23,3.5,
2015,20NW,Plains,2,1,9,27,3,STCO,29,8,SIHY,28,5.5,
2015,20NW,Plains,2,1,12,20,3,STCO,33,6,BOGR,26.5,4.5,
2015,20NW,Plains,2,1,15,18,4,SPCR,25,5,STCO,21.5,4.5,
2015,20NW,Plains,2,1,18,32,3,STCO,28,6,STCO,30,4.5,
2015,20NW,Plains,2,1,21,28,4,STCO,24,7,STCO,26,5.5,
2015,20NW,Plains,2,1,24,34,2,STCO,31,10,STCO,32.5,6,
2015,20NW,Plains,2,2,3,32,6,STCO,29,9,STCO,30.5,7.5,
2015,20NW,Plains,2,2,6,26,9,STCO,43,10,SPCR,34.5,9.5,
2015,20NW,Plains,2,2,9,31,5,BOGR,31,7,PASM,31,6,
2015,20NW,Plains,2,2,12,29,4,SPCR,29,10,STCO,29,7,
2015,20NW,Plains,2,2,15,37,7,STCO,27,7,STCO,32,7,
2015,20NW,Plains,2,2,18,33,7,SPCR,28,7,STCO,30.5,7,
2015,20NW,Plains,2,2,21,39,12,SPCR,41,6,STCO,40,9,
2015,20NW,Plains,2,2,24,36,10,SPCR,59,12,STCO,47.5,11,
2015,20NW,Plains,2,3,3,40,10,PASM,40,4,BOGR,40,7,
2015,20NW,Plains,2,3,6,39,9,STCO,32,2,CAEL,35.5,5.5,
2015,20NW,Plains,2,3,9,36,5,STCO,44,10,PASM,40,7.5,
2015,20NW,Plains,2,3,12,30,6,STCO,30,4,PASM,30,5,
2015,20NW,Plains,2,3,15,60,10,STCO,40,12,PASM,50,11,
2015,20NW,Plains,2,3,18,34,8,PASM,43,14,STCO,38.5,11,
2015,20NW,Plains,2,3,21,22,3,BOGR,46,8,PASM,34,5.5,
2015,20NW,Plains,2,3,24,25,5,STCO,34,7,STCO,29.5,6,
2015,20NW,Plains,2,4,3,52,10,MEOF,48,6,STCO,50,8,
2015,20NW,Plains,2,4,6,58,16,STCO,36,3,STCO,47,9.5,
2015,20NW,Plains,2,4,9,33,16,STCO,34,7,STCO,33.5,11.5,
2015,20NW,Plains,2,4,12,24,3,BOGR,34,6,STCO,29,4.5,
2015,20NW,Plains,2,4,15,41,9,BOGR,34,7,STCO,37.5,8,
2015,20NW,Plains,2,4,18,42,7,BOGR,26,5,BOGR,34,6,
2015,20NW,Plains,2,4,21,34,12,STCO,34,10,STCO,34,11,
2015,20NW,Plains,2,4,24,32,6,STCO,70,15,STCO,51,10.5,
2015,20NW,Plains,3,1,3,14,2,BOGR,33,5,BOGR,23.5,3.5,
2015,20NW,Plains,3,1,6,20,4,VUOC,28,3,BOGR,24,3.5,
2015,20NW,Plains,3,1,9,32,19,EREF,27,3,BOGR,29.5,11,
2015,20NW,Plains,3,1,12,22,5,TROC,43,6,BOGR,32.5,5.5,
2015,20NW,Plains,3,1,15,20,8,ARLO,34,2,LIT,27,5,
2015,20NW,Plains,3,1,18,10,0,BARE,18,1,SPCR,14,0.5,
2015,20NW,Plains,3,1,21,28,4,BOGR,22,4,BOGR,25,4,
2015,20NW,Plains,3,1,24,22,6,BOGR,24,1,GACO,23,3.5,
2015,20NW,Plains,3,2,3,15,2,BOGR,28,4,PASM,21.5,3,
2015,20NW,Plains,3,2,6,28,10,PASM,34,6,PASM,31,8,
2015,20NW,Plains,3,2,9,34,11,STCO,34,14,STCO,34,12.5,
2015,20NW,Plains,3,2,12,43,13,STCO,33,9,STCO,38,11,
2015,20NW,Plains,3,2,15,29,10,STCO,32,6,STCO,30.5,8,
2015,20NW,Plains,3,2,18,33,11,STCO,46,7,STCO,39.5,9,
2015,20NW,Plains,3,2,21,40,9,STCO,46,10,STCO,43,9.5,
2015,20NW,Plains,3,2,24,40,10,STCO,40,7,PSTE,40,8.5,
2015,20NW,Plains,3,3,3,42,7,STCO,20,8,PSTE,31,7.5,
2015,20NW,Plains,3,3,6,21,8,STCO,13,2,STCO,17,5,
2015,20NW,Plains,3,3,9,26,5,STCO,41,7,STCO,33.5,6,
2015,20NW,Plains,3,3,12,14,3,BOGR,17,5,STCO,15.5,4,
2015,20NW,Plains,3,3,15,32,5,STCO,34,8,STCO,33,6.5,
2015,20NW,Plains,3,3,18,42,6,STCO,14,2,BOGR,28,4,
2015,20NW,Plains,3,3,21,22,6,STCO,22,8,BOGR,22,7,
2015,20NW,Plains,3,3,24,30,3,BOGR,24,2,BOGR,27,2.5,
2015,20NW,Plains,3,4,3,33,7,SPCR,23,7,STCO,28,7,
2015,20NW,Plains,3,4,6,34,4,STCO,22,4,SPCR,28,4,
2015,20NW,Plains,3,4,9,32,7,STCO,41,5,STCO,36.5,6,
2015,20NW,Plains,3,4,12,18,3,STCO,26,2,BOGR,22,2.5,
2015,20NW,Plains,3,4,15,34,2,STCO,35,1,BOGR,34.5,1.5,
2015,20NW,Plains,3,4,18,20,2,STCO,23,1,STCO,21.5,1.5,
2015,20NW,Plains,3,4,21,22,1,STCO,30,4,STCO,26,2.5,
2015,20NW,Plains,3,4,24,25,4,STCO,16,2,STCO,20.5,3,
2015,20NW,Plains,4,1,3,32,11,STCO,31,5,STCO,31.5,8,
2015,20NW,Plains,4,1,6,24,7,STCO,26,5,STCO,25,6,
2015,20NW,Plains,4,1,9,28,9,ARLO,37,7,ARLO,32.5,8,
2015,20NW,Plains,4,1,12,32,4,BOGR,28,5,BOGR,30,4.5,
2015,20NW,Plains,4,1,15,22,3,BOGR,29,7,STCO,25.5,5,
2015,20NW,Plains,4,1,18,62,11,PASM,41,8,STCO,51.5,9.5,
2015,20NW,Plains,4,1,21,41,9,STCO,48,9,STCO,44.5,9,
2015,20NW,Plains,4,1,24,44,8,STCO,34,11,STCO,39,9.5,
2015,20NW,Plains,4,2,3,18,3,VUOC,34,8,STCO,26,5.5,
2015,20NW,Plains,4,2,6,39,2,PSTE,18,10,VUOC,28.5,6,
2015,20NW,Plains,4,2,9,36,3,VUOC,30,7,VUOC,33,5,
2015,20NW,Plains,4,2,12,26,5,BOGR,31,9,STCO,28.5,7,
2015,20NW,Plains,4,2,15,10,0,OPPO,17,3,OPPO,13.5,1.5,
2015,20NW,Plains,4,2,18,16,5,STCO,34,3,VUOC,25,4,
2015,20NW,Plains,4,2,21,23,5,VUOC,29,10,VUOC,26,7.5,
2015,20NW,Plains,4,2,24,34,3,STCO,40,12,STCO,37,7.5,
2015,20NW,Plains,4,3,3,18,7,STCO,29,2,STCO,23.5,4.5,
2015,20NW,Plains,4,3,6,27,7,STCO,43,5,STCO,35,6,
2015,20NW,Plains,4,3,9,25,7,STCO,23,3,STCO,24,5,
2015,20NW,Plains,4,3,12,20,3,BOGR,33,3,BOGR,26.5,3,
2015,20NW,Plains,4,3,15,32,5,BOGR,30,3,BOGR,31,4,
2015,20NW,Plains,4,3,18,18,4,STCO,33,4,VUOC,25.5,4,
2015,20NW,Plains,4,3,21,25,8,STCO,24,6,STCO,24.5,7,
2015,20NW,Plains,4,3,24,29,4,SPCR,43,10,STCO,36,7,
2015,20NW,Plains,4,4,3,31,5,VUOC,31,3,SPCR,31,4,
2015,20NW,Plains,4,4,6,21,5,ARLO,34,9,SPCR,27.5,7,
2015,20NW,Plains,4,4,9,23,9,VUOC,31,11,PSTE,27,10,
2015,20NW,Plains,4,4,12,42,6,VUOC,23,7,VUOC,32.5,6.5,
2015,20NW,Plains,4,4,15,38,4,BOGR,25,5,BOGR,31.5,4.5,
2015,20NW,Plains,4,4,18,27,3,BOGR,23,2,BOGR,25,2.5,
2015,20NW,Plains,4,4,21,33,3,BOGR,23,3,BOGR,28,3,
2015,20NW,Plains,4,4,24,17,8,VUOC,37,11,VUOC,27,9.5,
2015,20NW,Salt Flats,5,1,3,31,1,BOGR,45,5,BOGR,38,3,
2015,20NW,Salt Flats,5,1,6,35,5,BOGR,35,3,BOGR,35,4,
2015,20NW,Salt Flats,5,1,9,67,27,PASM,63,7,PASM,65,17,
2015,20NW,Salt Flats,5,1,12,43,25,SPAI,33,16,PASM,38,20.5,
2015,20NW,Salt Flats,5,1,15,25,6,SPAI,25,5,BOGR,25,5.5,
2015,20NW,Salt Flats,5,1,18,21,2,BOGR,33,6,BOGR,27,4,
2015,20NW,Salt Flats,5,1,21,45,13,SPAI,33,4,PASM,39,8.5,
2015,20NW,Salt Flats,5,1,24,35,15,PASM,41,9,PASM,38,12,
2015,20NW,Salt Flats,5,2,3,32,12,PASM,29,9,PASM,30.5,10.5,
2015,20NW,Salt Flats,5,2,6,30,10,CAEL,40,22,SPAI,35,16,
2015,20NW,Salt Flats,5,2,9,27,7,CAEL,33,10,SPAI,30,8.5,
2015,20NW,Salt Flats,5,2,12,29,8,BOGR,33,9,STCO,31,8.5,
2015,20NW,Salt Flats,5,2,15,22,9,STCO,40,8,SPAI,31,8.5,
2015,20NW,Salt Flats,5,2,18,30,7,STCO,33,6,PASM,31.5,6.5,
2015,20NW,Salt Flats,5,2,21,31,9,SPAI,18,6,BOGR,24.5,7.5,
2015,20NW,Salt Flats,5,2,24,38,4,BOGR,30,3,STCO,34,3.5,
2015,20NW,Salt Flats,5,3,3,43,17,PASM,60,19,PASM,51.5,18,
2015,20NW,Salt Flats,5,3,6,54,7,PASM,51,7,PASM,52.5,7,
2015,20NW,Salt Flats,5,3,9,50,13,PASM,37,18,PASM,43.5,15.5,
2015,20NW,Salt Flats,5,3,12,43,19,PASM,52,9,PSTE,47.5,14,
2015,20NW,Salt Flats,5,3,15,53,7,STCO,55,11,PASM,54,9,
2015,20NW,Salt Flats,5,3,18,33,18,PASM,53,24,PASM,43,21,
2015,20NW,Salt Flats,5,3,21,49,17,SPAI,47,19,SPAI,48,18,
2015,20NW,Salt Flats,5,3,24,20,4,SPAI,30,6,SPAI,25,5,
2015,20NW,Salt Flats,5,4,3,30,10,PASM,37,9,PASM,33.5,9.5,
2015,20NW,Salt Flats,5,4,6,43,17,SPAI,40,11,PASM,41.5,14,
2015,20NW,Salt Flats,5,4,9,31,15,SPAI,57,17,SPAI,44,16,
2015,20NW,Salt Flats,5,4,12,30,15,PASM,37,25,PASM,33.5,20,
2015,20NW,Salt Flats,5,4,15,22,13,SPAI,43,7,SPAI,32.5,10,
2015,20NW,Salt Flats,5,4,18,28,7,BOGR,28,9,SPAI,28,8,
2015,20NW,Salt Flats,5,4,21,25,8,SPAI,25,1,BOGR,25,4.5,
2015,20NW,Salt Flats,5,4,24,45,6,BOGR,45,5,BOGR,45,5.5,
2015,20NW,Salt Flats,6,1,3,35,10,PASM,42,17,PASM,38.5,13.5,
2015,20NW,Salt Flats,6,1,6,28,9,PASM,33,14,PASM,30.5,11.5,
2015,20NW,Salt Flats,6,1,9,40,10,PASM,66,17,PASM,53,13.5,
2015,20NW,Salt Flats,6,1,12,45,13,PASM,34,19,PASM,39.5,16,
2015,20NW,Salt Flats,6,1,15,44,8,PASM,15,7,BOGR,29.5,7.5,
2015,20NW,Salt Flats,6,1,18,31,6,PASM,41,11,PASM,36,8.5,
2015,20NW,Salt Flats,6,1,21,38,20,PASM,34,19,PASM,36,19.5,
2015,20NW,Salt Flats,6,1,24,47,9,PASM,56,22,PASM,51.5,15.5,
2015,20NW,Salt Flats,6,2,3,37,3,SPAI,19,5,SPAI,28,4,
2015,20NW,Salt Flats,6,2,6,37,3,PASM,20,9,BOGR,28.5,6,
2015,20NW,Salt Flats,6,2,9,28,5,BOGR,34,4,BOGR,31,4.5,
2015,20NW,Salt Flats,6,2,12,15,3,BOGR,28,1,PASM,21.5,2,
2015,20NW,Salt Flats,6,2,15,27,5,BOGR,21,3,BOGR,24,4,
2015,20NW,Salt Flats,6,2,18,42,6,BOGR,20,4,BOGR,31,5,
2015,20NW,Salt Flats,6,2,21,27,5,SPAI,34,3,BOGR,30.5,4,
2015,20NW,Salt Flats,6,2,24,16,7,PASM,27,3,BOGR,21.5,5,
2015,20NW,Salt Flats,6,3,3,27,2,BOGR,51,7,BOGR,39,4.5,
2015,20NW,Salt Flats,6,3,6,35,1,BOGR,42,4,BOGR,38.5,2.5,
2015,20NW,Salt Flats,6,3,9,32,9,PASM,29,6,PASM,30.5,7.5,
2015,20NW,Salt Flats,6,3,12,24,4,BOGR,38,9,SPAI,31,6.5,
2015,20NW,Salt Flats,6,3,15,34,8,PASM,41,13,PASM,37.5,10.5,
2015,20NW,Salt Flats,6,3,18,42,3,SPAI,50,6,PASM,46,4.5,
2015,20NW,Salt Flats,6,3,21,25,7,PASM,24,4,PASM,24.5,5.5,
2015,20NW,Salt Flats,6,3,24,34,13,SPAI,42,12,PASM,38,12.5,
2015,20NW,Salt Flats,6,4,3,42,9,SPAI,41,12,SPAI,41.5,10.5,
