Week,Pasture,Date,Plot,Reading_No,High,Low,Spp,G_B,Comments,Screen1,Adj_Low,Biomass_lbs_ac
5_Entry,31W,6/17/2020,3,23,5,1,bogr,g,,0,1,234.693
5_Entry,31W,6/17/2020,3,24,18,2,pasm,g,,0,2,469.386
5_Entry,31W,6/17/2020,3,25,3,1,bogr,g,,0,1,234.693
5_Entry,31W,6/17/2020,4,1,15,1,pasm,g,,0,1,234.693
5_Entry,31W,6/17/2020,4,2,15,2,pasm,g,,0,2,469.386
5_Entry,31W,6/17/2020,4,3,20,4,pasm,g,,0,4,938.772
5_Entry,31W,6/17/2020,4,4,33,4,atca,b,,1,,
5_Entry,31W,6/17/2020,4,5,39,20,atca,b,,1,,
5_Entry,31W,6/17/2020,4,6,40,2,pasm,b,,0,2,469.386
5_Entry,31W,6/17/2020,4,7,9,0,bare,b,,0,0,0
5_Entry,31W,6/17/2020,4,8,13,2,pasm,g,,0,2,469.386
5_Entry,31W,6/17/2020,4,9,12,1,pasm,g,,0,1,234.693
5_Entry,31W,6/17/2020,4,10,11,1,pasm,g,,0,1,234.693
5_Entry,31W,6/17/2020,4,11,14,2,pasm,g,,0,2,469.386
5_Entry,31W,6/17/2020,4,12,13,2,pasm,b,,0,2,469.386
5_Entry,31W,6/17/2020,4,13,12,1,pasm,g,,0,1,234.693
5_Entry,31W,6/17/2020,4,14,15,1,pasm,g,,0,1,234.693
5_Entry,31W,6/17/2020,4,15,15,2,pasm,g,,0,2,469.386
5_Entry,31W,6/17/2020,4,16,13,2,pasm,g,,0,2,469.386
5_Entry,31W,6/17/2020,4,17,19,2,pasm,b,,0,2,469.386
5_Entry,31W,6/17/2020,4,18,18,3,pasm,g,,0,3,704.079
5_Entry,31W,6/17/2020,4,19,5,1,cadu,b,,0,1,234.693
5_Entry,31W,6/17/2020,4,20,14,3,pasm,b,,0,3,704.079
5_Entry,31W,6/17/2020,4,21,13,2,pasm,g,,0,2,469.386
5_Entry,31W,6/17/2020,4,22,13,1,std,b,removed manually,1,,
5_Entry,31W,6/17/2020,4,23,15,2,pasm,g,,0,2,469.386
5_Entry,31W,6/17/2020,4,24,11,1,pasm,g,,0,1,234.693
5_Entry,31W,6/17/2020,4,25,13,1,pasm,g,,0,1,234.693
5_Entry,25NW,6/17/2020,1,1,3,1,buda,g,,0,1,234.693
5_Entry,25NW,6/17/2020,1,2,5,2,bogr,g,,0,2,469.386
5_Entry,25NW,6/17/2020,1,3,6,1,buda,g,,0,1,234.693
5_Entry,25NW,6/17/2020,1,4,4,2,buda,g,,0,2,469.386
5_Entry,25NW,6/17/2020,1,5,3,1,bogr,g,,0,1,234.693
5_Entry,25NW,6/17/2020,1,6,2,1,bogr,g,,0,1,234.693
5_Entry,25NW,6/17/2020,1,7,4,1,bogr,g,,0,1,234.693
5_Entry,25NW,6/17/2020,1,8,1,1,bogr,g,,0,1,234.693
5_Entry,25NW,6/17/2020,1,9,4,1,bogr,g,,0,1,234.693
5_Entry,25NW,6/17/2020,1,10,2,1,buda,g,,0,1,234.693
5_Entry,25NW,6/17/2020,1,11,3,1,buda,g,,0,1,234.693
5_Entry,25NW,6/17/2020,1,12,3,1,buda,g,,0,1,234.693
5_Entry,25NW,6/17/2020,1,13,3,1,buda,g,,0,1,234.693
5_Entry,25NW,6/17/2020,1,14,1,1,bogr,g,,0,1,234.693
5_Entry,25NW,6/17/2020,1,15,7,1,cadu,g,,0,1,234.693
5_Entry,25NW,6/17/2020,1,16,1,1,buda,g,,0,1,234.693
5_Entry,25NW,6/17/2020,1,17,1,1,bogr,g,,0,1,234.693
5_Entry,25NW,6/17/2020,1,18,3,1,buda,g,,0,1,234.693
5_Entry,25NW,6/17/2020,1,19,4,2,buda,g,,0,2,469.386
5_Entry,25NW,6/17/2020,1,20,1,0,bare,g,,0,0,0
5_Entry,25NW,6/17/2020,1,21,1,0,bare,g,,0,0,0
5_Entry,25NW,6/17/2020,1,22,5,1,buda,g,,0,1,234.693
5_Entry,25NW,6/17/2020,1,23,2,1,bogr,g,,0,1,234.693
5_Entry,25NW,6/17/2020,1,24,5,1,bogr,g,,0,1,234.693
5_Entry,25NW,6/17/2020,1,25,1,1,bogr,g,,0,1,234.693
5_Entry,25NW,6/17/2020,2,1,19,2,pasm,g,,0,2,469.386
5_Entry,25NW,6/17/2020,2,2,21,1,pasm,g,,0,1,234.693
5_Entry,25NW,6/17/2020,2,3,21,3,pasm,g,,0,3,704.079
5_Entry,25NW,6/17/2020,2,4,11,3,pasm,g,,0,3,704.079
5_Entry,25NW,6/17/2020,2,5,4,1,bogr,g,,0,1,234.693
5_Entry,25NW,6/17/2020,2,6,12,0,bare,g,,0,0,0
5_Entry,25NW,6/17/2020,2,7,18,1,bogr,g,,0,1,234.693
5_Entry,25NW,6/17/2020,2,8,2,1,bogr,g,,0,1,234.693
5_Entry,25NW,6/17/2020,2,9,19,3,pasm,g,,0,3,704.079
5_Entry,25NW,6/17/2020,2,10,5,1,cadu,g,,0,1,234.693
5_Entry,25NW,6/17/2020,2,11,13,1,pasm,g,,0,1,234.693
5_Entry,25NW,6/17/2020,2,12,4,0,bare,g,,0,0,0
5_Entry,25NW,6/17/2020,2,13,30,2,pasm,g,,0,2,469.386
5_Entry,25NW,6/17/2020,2,14,15,2,pasm,g,,0,2,469.386
5_Entry,25NW,6/17/2020,2,15,18,1,pasm,g,,0,1,234.693
5_Entry,25NW,6/17/2020,2,16,26,5,arpu,g,,1,,
5_Entry,25NW,6/17/2020,2,17,21,1,pasm,g,,0,1,234.693
5_Entry,25NW,6/17/2020,2,18,12,2,pasm,g,,0,2,469.386
5_Entry,25NW,6/17/2020,2,19,10,1,bogr,b,,0,1,234.693
5_Entry,25NW,6/17/2020,2,20,11,2,gusa,g,,1,,
5_Entry,25NW,6/17/2020,2,21,4,2,bogr,b,,0,2,469.386
5_Entry,25NW,6/17/2020,2,22,3,2,bogr,b,,0,2,469.386
5_Entry,25NW,6/17/2020,2,23,21,3,pasm,b,,0,3,704.079
5_Entry,25NW,6/17/2020,2,24,13,2,pasm,b,,0,2,469.386
5_Entry,25NW,6/17/2020,2,25,21,2,gusa,g,,1,,
5_Entry,25NW,6/17/2020,3,1,7,2,cadu,b,,0,2,469.386
5_Entry,25NW,6/17/2020,3,2,7,2,cadu,g,,0,2,469.386
5_Entry,25NW,6/17/2020,3,3,10,6,vuoc,b,,1,,
5_Entry,25NW,6/17/2020,3,4,9,2,bogr,b,,0,2,469.386
5_Entry,25NW,6/17/2020,3,5,4,2,bogr,g,,0,2,469.386
5_Entry,25NW,6/17/2020,3,6,7,2,cadu,b,,0,2,469.386
5_Entry,25NW,6/17/2020,3,7,10,3,vuoc,b,,1,,
5_Entry,25NW,6/17/2020,3,8,11,2,vuoc,b,,1,,
5_Entry,25NW,6/17/2020,3,9,15,1,bogr,b,,0,1,234.693
5_Entry,25NW,6/17/2020,3,10,5,1,bogr,g,,0,1,234.693
5_Entry,25NW,6/17/2020,3,11,13,4,bogr,g,,0,4,938.772
5_Entry,25NW,6/17/2020,3,12,19,3,dung,b,removed manually,1,,
5_Entry,25NW,6/17/2020,3,13,24,2,cadu,b,,0,2,469.386
5_Entry,25NW,6/17/2020,3,14,5,1,bogr,g,,0,1,234.693
5_Entry,25NW,6/17/2020,3,15,3,2,cadu,g,,0,2,469.386
5_Entry,25NW,6/17/2020,3,16,7,3,cadu,g,,0,3,704.079
5_Entry,25NW,6/17/2020,3,17,5,3,bogr,g,,0,3,704.079
5_Entry,25NW,6/17/2020,3,18,4,2,bogr,g,,0,2,469.386
5_Entry,25NW,6/17/2020,3,19,1,1,bogr,g,,0,1,234.693
5_Entry,25NW,6/17/2020,3,20,4,2,bogr,g,,0,2,469.386
5_Entry,25NW,6/17/2020,3,21,5,2,cadu,g,,0,2,469.386
5_Entry,25NW,6/17/2020,3,22,5,2,cadu,g,,0,2,469.386
5_Entry,25NW,6/17/2020,3,23,3,0,bare,g,,0,0,0
5_Entry,25NW,6/17/2020,3,24,5,2,cadu,g,,0,2,469.386
5_Entry,25NW,6/17/2020,3,25,5,0,bare,g,,0,0,0
5_Entry,25NW,6/17/2020,4,1,8,4,vuoc,b,,1,,
5_Entry,25NW,6/17/2020,4,2,29,5,pasm,g,,0,5,1173.465
5_Entry,25NW,6/17/2020,4,3,9,2,cadu,g,,0,2,469.386
5_Entry,25NW,6/17/2020,4,4,7,2,bogr,g,,0,2,469.386
5_Entry,25NW,6/17/2020,4,5,46,3,pasm,b,,0,3,704.079
5_Entry,25NW,6/17/2020,4,6,18,1,cadu,g,,0,1,234.693
5_Entry,25NW,6/17/2020,4,7,2,0,bare,g,,0,0,0
5_Entry,25NW,6/17/2020,4,8,53,3,pasm,b,,0,3,704.079
5_Entry,25NW,6/17/2020,4,9,25,4,pasm,g,,0,4,938.772
5_Entry,25NW,6/17/2020,4,10,8,1,vuoc,g,,1,,
5_Entry,25NW,6/17/2020,4,11,0,0,bare,,,0,0,0
5_Entry,25NW,6/17/2020,4,12,7,2,bogr,g,,0,2,469.386
5_Entry,25NW,6/17/2020,4,13,4,1,cadu,g,,0,1,234.693
5_Entry,25NW,6/17/2020,4,14,5,0,bare,g,,0,0,0
5_Entry,25NW,6/17/2020,4,15,10,1,bogr,g,,0,1,234.693
5_Entry,25NW,6/17/2020,4,16,22,3,pasm,g,,0,3,704.079
5_Entry,25NW,6/17/2020,4,17,22,4,pasm,b,,0,4,938.772
5_Entry,25NW,6/17/2020,4,18,10,3,eref,g,,1,,
5_Entry,25NW,6/17/2020,4,19,10,2,cadu,b,,0,2,469.386
5_Entry,25NW,6/17/2020,4,20,7,1,cadu,g,,0,1,234.693
5_Entry,25NW,6/17/2020,4,21,18,3,pasm,g,,0,3,704.079
5_Entry,25NW,6/17/2020,4,22,14,2,pasm,g,,0,2,469.386
5_Entry,25NW,6/17/2020,4,23,16,3,pasm,g,,0,3,704.079
5_Entry,25NW,6/17/2020,4,24,15,2,pasm,g,,0,2,469.386
5_Entry,25NW,6/17/2020,4,25,16,5,pste,g,,0,5,1173.465
6,31W,6/23/2020,1,1,1,0,bare,g,,0,0,0
6,31W,6/23/2020,1,2,9,1,cadu,b,,0,1,234.693
6,31W,6/23/2020,1,3,12,5,oppo,g,,1,,
6,31W,6/23/2020,1,4,2,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,1,5,6,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,1,6,2,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,1,7,6,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,1,8,5,1,cadu,g,,0,1,234.693
6,31W,6/23/2020,1,9,7,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,1,10,4,2,bogr,g,,0,2,469.386
6,31W,6/23/2020,1,11,8,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,1,12,3,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,1,13,23,1,cadu,b,,0,1,234.693
6,31W,6/23/2020,1,14,4,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,1,15,2,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,1,16,3,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,1,17,7,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,1,18,1,0,bare,g,,0,0,0
6,31W,6/23/2020,1,19,4,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,1,20,3,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,1,21,5,2,bogr,g,,0,2,469.386
6,31W,6/23/2020,1,22,2,0,bare,g,,0,0,0
6,31W,6/23/2020,1,23,1,0,bare,g,,0,0,0
6,31W,6/23/2020,1,24,9,1,cadu,g,,0,1,234.693
6,31W,6/23/2020,1,25,5,0,bare,b,,0,0,0
6,31W,6/23/2020,2,1,6,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,2,2,2,0,bare,b,,0,0,0
6,31W,6/23/2020,2,3,1,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,2,4,7,0,bare,g,,0,0,0
6,31W,6/23/2020,2,5,5,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,2,6,3,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,2,7,3,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,2,8,7,1,cadu,g,,0,1,234.693
6,31W,6/23/2020,2,9,5,2,bogr,g,,0,2,469.386
6,31W,6/23/2020,2,10,11,4,bogr,g,,0,4,938.772
6,31W,6/23/2020,2,11,6,3,bogr,g,,0,3,704.079
6,31W,6/23/2020,2,12,4,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,2,13,14,2,arpu,g,,1,,
6,31W,6/23/2020,2,14,6,2,bogr,g,,0,2,469.386
6,31W,6/23/2020,2,15,5,2,bogr,g,,0,2,469.386
6,31W,6/23/2020,2,16,10,1,cadu,b,,0,1,234.693
6,31W,6/23/2020,2,17,8,2,bogr,g,,0,2,469.386
6,31W,6/23/2020,2,18,5,2,bogr,g,,0,2,469.386
6,31W,6/23/2020,2,19,10,1,cadu,g,,0,1,234.693
6,31W,6/23/2020,2,20,4,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,2,21,3,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,2,22,7,0,bare,g,,0,0,0
6,31W,6/23/2020,2,23,8,1,bogr,b,,0,1,234.693
6,31W,6/23/2020,2,24,0,0,bare,,,0,0,0
6,31W,6/23/2020,2,25,10,1,bogr,b,,0,1,234.693
6,31W,6/23/2020,3,1,6,1,cadu,g,,0,1,234.693
6,31W,6/23/2020,3,2,2,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,3,3,6,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,3,4,7,2,bogr,g,,0,2,469.386
6,31W,6/23/2020,3,5,4,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,3,6,0,0,bare,,,0,0,0
6,31W,6/23/2020,3,7,6,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,3,8,11,2,bogr,g,,0,2,469.386
6,31W,6/23/2020,3,9,5,1,cadu,g,,0,1,234.693
6,31W,6/23/2020,3,10,2,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,3,11,2,0,bare,g,,0,0,0
6,31W,6/23/2020,3,12,3,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,3,13,3,0,bare,g,,0,0,0
6,31W,6/23/2020,3,14,2,0,bare,g,,0,0,0
6,31W,6/23/2020,3,15,2,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,3,16,0,0,bare,,,0,0,0
6,31W,6/23/2020,3,17,4,1,spco,b,,0,1,234.693
6,31W,6/23/2020,3,18,0,0,bare,,,0,0,0
6,31W,6/23/2020,3,19,1,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,3,20,3,0,bare,g,,0,0,0
6,31W,6/23/2020,3,21,3,0,bare,b,,0,0,0
6,31W,6/23/2020,3,22,6,1,bogr,b,,0,1,234.693
6,31W,6/23/2020,3,23,3,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,3,24,4,1,bogr,g,,0,1,234.693
6,31W,6/23/2020,3,25,1,0,bare,g,,0,0,0
6,31W,6/23/2020,4,1,24,2,pasm,g,,0,2,469.386
6,31W,6/23/2020,4,2,23,5,pasm,g,,0,5,1173.465
6,31W,6/23/2020,4,3,20,12,pasm,b,,0,12,2816.316
6,31W,6/23/2020,4,4,52,14,pasm,b,,0,14,3285.702
6,31W,6/23/2020,4,5,27,10,atca,b,,1,,
6,31W,6/23/2020,4,6,21,4,pasm,b,,0,4,938.772
6,31W,6/23/2020,4,7,8,4,pasm,g,,0,4,938.772
6,31W,6/23/2020,4,8,14,2,pasm,b,,0,2,469.386
6,31W,6/23/2020,4,9,10,6,pasm,g,,0,6,1408.158
6,31W,6/23/2020,4,10,13,1,pasm,g,,0,1,234.693
6,31W,6/23/2020,4,11,14,2,pasm,g,,0,2,469.386
6,31W,6/23/2020,4,12,12,1,pasm,b,,0,1,234.693
6,31W,6/23/2020,4,13,12,4,cadu,g,,0,4,938.772
6,31W,6/23/2020,4,14,20,4,lyju,g,removed manually,1,,
6,31W,6/23/2020,4,15,17,1,vuoc,b,,1,,
6,31W,6/23/2020,4,16,12,8,oppo,b,,1,,
6,31W,6/23/2020,4,17,21,2,pasm,b,,0,2,469.386
6,31W,6/23/2020,4,18,20,10,pasm,b,,0,10,2346.93
6,31W,6/23/2020,4,19,14,4,pasm,g,,0,4,938.772
6,31W,6/23/2020,4,20,14,2,pasm,g,,0,2,469.386
6,31W,6/23/2020,4,21,14,1,pasm,b,,0,1,234.693
6,31W,6/23/2020,4,22,14,2,pasm,g,,0,2,469.386
6,31W,6/23/2020,4,23,18,8,atca,b,,1,,
6,31W,6/23/2020,4,24,11,6,vuoc,g,,1,,
6,31W,6/23/2020,4,25,5,1,pasm,g,,0,1,234.693
6,25NW,6/23/2020,1,1,3,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,1,2,4,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,1,3,3,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,1,4,5,2,buda,g,,0,2,469.386
6,25NW,6/23/2020,1,5,1,0,bare,g,,0,0,0
6,25NW,6/23/2020,1,6,5,1,cadu,g,,0,1,234.693
6,25NW,6/23/2020,1,7,3,1,cadu,g,,0,1,234.693
6,25NW,6/23/2020,1,8,11,1,cadu,g,,0,1,234.693
6,25NW,6/23/2020,1,9,4,1,cadu,g,,0,1,234.693
6,25NW,6/23/2020,1,10,7,2,cadu,g,,0,2,469.386
6,25NW,6/23/2020,1,11,5,2,cadu,g,,0,2,469.386
6,25NW,6/23/2020,1,12,4,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,1,13,4,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,1,14,3,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,1,15,7,2,bogr,g,,0,2,469.386
6,25NW,6/23/2020,1,16,2,1,buda,g,,0,1,234.693
6,25NW,6/23/2020,1,17,2,1,buda,g,,0,1,234.693
6,25NW,6/23/2020,1,18,4,1,buda,g,,0,1,234.693
6,25NW,6/23/2020,1,19,3,1,buda,g,,0,1,234.693
6,25NW,6/23/2020,1,20,0,0,bare,,,0,0,0
6,25NW,6/23/2020,1,21,2,1,buda,g,,0,1,234.693
6,25NW,6/23/2020,1,22,3,1,buda,g,,0,1,234.693
6,25NW,6/23/2020,1,23,8,2,oppo,b,,1,,
6,25NW,6/23/2020,1,24,6,0,bare,g,,0,0,0
6,25NW,6/23/2020,1,25,2,1,buda,g,,0,1,234.693
6,25NW,6/23/2020,2,1,22,1,pasm,g,,0,1,234.693
6,25NW,6/23/2020,2,2,0,0,bare,,,0,0,0
6,25NW,6/23/2020,2,3,4,2,pasm,g,,0,2,469.386
6,25NW,6/23/2020,2,4,8,2,bogr,g,,0,2,469.386
6,25NW,6/23/2020,2,5,10,1,bogr,b,,0,1,234.693
6,25NW,6/23/2020,2,6,15,2,bogr,b,,0,2,469.386
6,25NW,6/23/2020,2,7,21,0,bare,g,,0,0,0
6,25NW,6/23/2020,2,8,0,0,bare,,,0,0,0
6,25NW,6/23/2020,2,9,13,0,bare,g,,0,0,0
6,25NW,6/23/2020,2,10,14,1,pasm,g,,0,1,234.693
6,25NW,6/23/2020,2,11,23,2,pasm,g,,0,2,469.386
6,25NW,6/23/2020,2,12,19,0,bare,g,,0,0,0
6,25NW,6/23/2020,2,13,9,1,pasm,g,,0,1,234.693
6,25NW,6/23/2020,2,14,17,2,pasm,g,,0,2,469.386
6,25NW,6/23/2020,2,15,19,5,pasm,b,,0,5,1173.465
6,25NW,6/23/2020,2,16,20,1,pasm,g,,0,1,234.693
6,25NW,6/23/2020,2,17,15,2,pasm,g,,0,2,469.386
6,25NW,6/23/2020,2,18,2,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,2,19,10,2,bogr,g,,0,2,469.386
6,25NW,6/23/2020,2,20,17,3,gusa,b,,1,,
6,25NW,6/23/2020,2,21,11,1,pasm,b,,0,1,234.693
6,25NW,6/23/2020,2,22,9,1,bogr,b,,0,1,234.693
6,25NW,6/23/2020,2,23,10,2,pasm,g,,0,2,469.386
6,25NW,6/23/2020,2,24,3,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,2,25,9,1,old forb,g,removed manually,1,,
6,25NW,6/23/2020,3,1,8,1,cadu,g,,0,1,234.693
6,25NW,6/23/2020,3,2,4,0,bare,g,,0,0,0
6,25NW,6/23/2020,3,3,6,1,cadu,g,,0,1,234.693
6,25NW,6/23/2020,3,4,4,1,cadu,g,,0,1,234.693
6,25NW,6/23/2020,3,5,8,2,bogr,g,,0,2,469.386
6,25NW,6/23/2020,3,6,14,2,vuoc,b,,1,,
6,25NW,6/23/2020,3,7,5,1,cadu,g,,0,1,234.693
6,25NW,6/23/2020,3,8,6,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,3,9,6,1,cadu,g,,0,1,234.693
6,25NW,6/23/2020,3,10,5,2,bogr,g,,0,2,469.386
6,25NW,6/23/2020,3,11,1,0,bare,b,,0,0,0
6,25NW,6/23/2020,3,12,7,1,vuoc,b,,1,,
6,25NW,6/23/2020,3,13,19,1,pasm,g,,0,1,234.693
6,25NW,6/23/2020,3,14,4,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,3,15,8,1,cadu,g,,0,1,234.693
6,25NW,6/23/2020,3,16,3,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,3,17,5,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,3,18,4,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,3,19,4,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,3,20,4,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,3,21,3,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,3,22,3,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,3,23,5,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,3,24,4,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,3,25,2,1,cadu,g,,0,1,234.693
6,25NW,6/23/2020,4,1,17,7,eref,b,,1,,
6,25NW,6/23/2020,4,2,11,2,pasm,b,,0,2,469.386
6,25NW,6/23/2020,4,3,5,1,cadu,g,,0,1,234.693
6,25NW,6/23/2020,4,4,3,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,4,5,39,2,pasm,b,,0,2,469.386
6,25NW,6/23/2020,4,6,16,2,pasm,g,,0,2,469.386
6,25NW,6/23/2020,4,7,7,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,4,8,40,7,pasm,b,,0,7,1642.851
6,25NW,6/23/2020,4,9,11,1,pasm,g,,0,1,234.693
6,25NW,6/23/2020,4,10,20,1,pasm,b,,0,1,234.693
6,25NW,6/23/2020,4,11,2,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,4,12,5,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,4,13,8,1,bogr,b,,0,1,234.693
6,25NW,6/23/2020,4,14,0,0,bare,,,0,0,0
6,25NW,6/23/2020,4,15,7,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,4,16,3,1,bogr,g,,0,1,234.693
6,25NW,6/23/2020,4,17,21,3,pasm,b,,0,3,704.079
6,25NW,6/23/2020,4,18,11,5,pasm,g,,0,5,1173.465
6,25NW,6/23/2020,4,19,9,2,cadu,g,,0,2,469.386
6,25NW,6/23/2020,4,20,19,1,pasm,b,,0,1,234.693
6,25NW,6/23/2020,4,21,13,2,pasm,g,,0,2,469.386
6,25NW,6/23/2020,4,22,17,2,pasm,g,,0,2,469.386
6,25NW,6/23/2020,4,23,21,2,pasm,g,,0,2,469.386
6,25NW,6/23/2020,4,24,19,2,pasm,g,,0,2,469.386
6,25NW,6/23/2020,4,25,4,0,bare,g,,0,0,0
7,26W,6/29/2020,1,1,3,1,bogr,g,,0,1,234.693
7,26W,6/29/2020,1,2,7,2,bogr,b,,0,2,469.386
7,26W,6/29/2020,1,3,5,1,bogr,g,,0,1,234.693
7,26W,6/29/2020,1,4,3,1,bogr,g,,0,1,234.693
7,26W,6/29/2020,1,5,3,2,bogr,g,,0,2,469.386
7,26W,6/29/2020,1,6,4,1,bogr,g,,0,1,234.693
7,26W,6/29/2020,1,7,9,1,bogr,b,,0,1,234.693
7,26W,6/29/2020,1,8,1,0,bare,g,,0,0,0
7,26W,6/29/2020,1,9,7,0,bare,g,,0,0,0
7,26W,6/29/2020,1,10,2,1,oppo,g,,1,,
7,26W,6/29/2020,1,11,6,1,bogr,g,,0,1,234.693
7,26W,6/29/2020,1,12,5,1,bogr,g,,0,1,234.693
7,26W,6/29/2020,1,13,12,2,bogr,g,,0,2,469.386
7,26W,6/29/2020,1,14,16,3,heco,g,,0,3,704.079
7,26W,6/29/2020,1,15,4,2,bogr,g,,0,2,469.386
7,26W,6/29/2020,1,16,7,0,bare,b,,0,0,0
7,26W,6/29/2020,1,17,4,1,bogr,b,,0,1,234.693
7,26W,6/29/2020,1,18,7,7,oppo,g,,1,,
7,26W,6/29/2020,1,19,7,1,vuoc,b,,1,,
7,26W,6/29/2020,1,20,1,0,bare,b,,0,0,0
7,26W,6/29/2020,1,21,3,1,bogr,g,,0,1,234.693
7,26W,6/29/2020,1,22,6,0,bare,b,,0,0,0
7,26W,6/29/2020,1,23,3,0,bare,g,,0,0,0
7,26W,6/29/2020,1,24,15,1,eref,b,,1,,
7,26W,6/29/2020,1,25,2,1,bogr,g,,0,1,234.693
7,26W,6/29/2020,2,1,2,1,bogr,b,,0,1,234.693
7,26W,6/29/2020,2,2,5,1,bogr,b,,0,1,234.693
7,26W,6/29/2020,2,3,15,6,oppo,g,,1,,
7,26W,6/29/2020,2,4,18,8,pasm,g,,0,8,1877.544
7,26W,6/29/2020,2,5,20,6,pasm,g,,0,6,1408.158
7,26W,6/29/2020,2,6,15,9,pasm,g,,0,9,2112.237
7,26W,6/29/2020,2,7,16,1,pasm,g,,0,1,234.693
7,26W,6/29/2020,2,8,19,8,oppo,g,,1,,
7,26W,6/29/2020,2,9,19,4,vuoc,g,,1,,
7,26W,6/29/2020,2,10,15,6,vuoc,g,,1,,
7,26W,6/29/2020,2,11,18,2,vuoc,g,,1,,
7,26W,6/29/2020,2,12,24,2,pasm,g,,0,2,469.386
7,26W,6/29/2020,2,13,7,3,bogr,g,,0,3,704.079
7,26W,6/29/2020,2,14,10,3,cadu,g,,0,3,704.079
7,26W,6/29/2020,2,15,4,2,bogr,g,,0,2,469.386
7,26W,6/29/2020,2,16,6,2,bogr,g,,0,2,469.386
7,26W,6/29/2020,2,17,5,2,bogr,g,,0,2,469.386
7,26W,6/29/2020,2,18,4,2,bogr,g,,0,2,469.386
7,26W,6/29/2020,2,19,3,1,bogr,g,,0,1,234.693
7,26W,6/29/2020,2,20,6,2,bogr,g,,0,2,469.386
7,26W,6/29/2020,2,21,5,1,bogr,g,,0,1,234.693
7,26W,6/29/2020,2,22,9,4,bogr,g,,0,4,938.772
7,26W,6/29/2020,2,23,7,0,bare,b,,0,0,0
7,26W,6/29/2020,2,24,11,1,bogr,g,,0,1,234.693
7,26W,6/29/2020,2,25,14,3,oppo,b,,1,,
7,26W,6/29/2020,3,1,2,0,bare,g,,0,0,0
7,26W,6/29/2020,3,2,10,3,bogr,g,,0,3,704.079
7,26W,6/29/2020,3,3,8,2,cadu,b,,0,2,469.386
7,26W,6/29/2020,3,4,16,4,elel,b,,1,,
7,26W,6/29/2020,3,5,2,0,bare,g,,0,0,0
7,26W,6/29/2020,3,6,7,2,bogr,g,,0,2,469.386
7,26W,6/29/2020,3,7,5,1,bogr,b,,0,1,234.693
7,26W,6/29/2020,3,8,4,1,bogr,g,,0,1,234.693
