Date,Pasture,EcoSite,Plot,Transect,Distance,High East,Low East,Spp East,High West,Low West,Spp West,MeanHigh,MeanLow,Notes
6/13/2018,CN,Plains,1,3,3,11,2,PLPA,13,2,PASM,12,2,
6/13/2018,CN,Plains,1,3,6,6,5,IVAX,3,1,IVAX,4.5,3,
6/13/2018,CN,Plains,1,3,9,9,3,PASM,12,3,ERNA,10.5,3,
6/13/2018,CN,Plains,1,3,12,10,2,PLPA,9,1,PLPA,9.5,1.5,
6/13/2018,CN,Plains,1,3,15,12,3,LARE,8,2,PASM,10,2.5,
6/13/2018,CN,Plains,1,3,18,13,2,CADU,6,2,PLPA,9.5,2,
6/13/2018,CN,Plains,1,3,21,11,1,CADU,15,1,PLPA,13,1,
6/13/2018,CN,Plains,1,3,24,15,4,PLPA,11,2,PLPA,13,3,
6/13/2018,CN,Plains,1,4,3,3,1,BOGR,3,2,BOGR,3,1.5,
6/13/2018,CN,Plains,1,4,6,1,,BOGR,1,0,PASM,1,0,
6/13/2018,CN,Plains,1,4,9,3,2,BOGR,4,2,BOGR,3.5,2,
6/13/2018,CN,Plains,1,4,12,7,2,BOGR,5,3,BOGR,6,2.5,
6/13/2018,CN,Plains,1,4,15,5,2,CRMI,4,1,BOGR,4.5,1.5,
6/13/2018,CN,Plains,1,4,18,8,3,LARE,8,1,ELEL,8,2,
6/13/2018,CN,Plains,1,4,21,2,1,BOGR,7,2,BOGR,4.5,1.5,
6/14/2018,CN,Plains,1,4,24,3,1,BOGR,0,0,BARE,1.5,0.5,
6/14/2018,CN,Plains,2,1,3,17,2,PLPA,16,5,VUOC,16.5,3.5,
6/14/2018,CN,Plains,2,1,6,14,3,PASM,22,4,PASM,18,3.5,
6/14/2018,CN,Plains,2,1,9,22,4,PLPA,20,5,PLPA,21,4.5,
6/14/2018,CN,Plains,2,1,12,23,5,PASM,21,1,PASM,22,3,
6/14/2018,CN,Plains,2,1,15,18,4,PASM,24,2,PASM,21,3,
6/14/2018,CN,Plains,2,1,18,13,3,IVAX,16,3,PLPA,14.5,3,
6/14/2018,CN,Plains,2,1,21,8,2,PASM,18,2,IVAX,13,2,
6/14/2018,CN,Plains,2,1,24,20,5,VUOC,14,4,PASM,17,4.5,
6/14/2018,CN,Plains,2,2,3,12,1,PASM,22,3,PLPA,17,2,
6/14/2018,CN,Plains,2,2,6,15,2,PASM,14,5,PLPA,14.5,3.5,
6/14/2018,CN,Plains,2,2,9,17,6,PLPA,14,6,PLPA,15.5,6,
6/14/2018,CN,Plains,2,2,12,18,4,LARE,17,4,LARE,17.5,4,
6/14/2018,CN,Plains,2,2,15,16,3,PLPA,19,4,PLPA,17.5,3.5,
6/14/2018,CN,Plains,2,2,18,7,2,PLPA,20,2,PASM,13.5,2,
6/14/2018,CN,Plains,2,2,21,15,2,PASM,11,3,PASM,13,2.5,
6/14/2018,CN,Plains,2,2,24,12,2,PLPA,18,5,PASM,15,3.5,
6/14/2018,CN,Plains,2,3,3,14,2,PLPA,14,4,LARE,14,3,
6/14/2018,CN,Plains,2,3,6,11,2,PLPA,15,5,PLPA,13,3.5,
6/14/2018,CN,Plains,2,3,9,9,3,VUOC,14,3,PLPA,11.5,3,
6/14/2018,CN,Plains,2,3,12,17,5,PASM,13,2,PLPA,15,3.5,
6/14/2018,CN,Plains,2,3,15,31,5,PASM,16,5,PLPA,23.5,5,
6/14/2018,CN,Plains,2,3,18,25,4,VUOC,25,7,OPPO,25,5.5,
6/14/2018,CN,Plains,2,3,21,21,3,PLPA ,22,4,PLPA,21.5,3.5,
6/14/2018,CN,Plains,2,3,24,26,8,PASM,19,4,PASM,22.5,6,
6/14/2018,CN,Plains,2,4,3,10,3,VUOC,11,5,OPPO,10.5,4,
6/14/2018,CN,Plains,2,4,6,14,4,BUDA,18,7,VUOC,16,5.5,
6/14/2018,CN,Plains,2,4,9,8,3,BUDA,19,3,PIOP,13.5,3,
6/14/2018,CN,Plains,2,4,12,18,6,ELEL,12,5,VUOC,15,5.5,
6/14/2018,CN,Plains,2,4,15,11,4,VUOC,11,4,VUOC,11,4,
6/14/2018,CN,Plains,2,4,18,10,3,BUDA,6,2,BUDA,8,2.5,
6/14/2018,CN,Plains,2,4,21,4,2,BUDA,9,2,BUDA,6.5,2,
6/14/2018,CN,Plains,2,4,24,22,3,PASM,25,4,PASM,23.5,3.5,
6/14/2018,CN,Plains,3,1,3,9,2,BUDA,13,6,ARFR,11,4,
6/14/2018,CN,Plains,3,1,6,10,3,ARPU,6,3,ARFR,8,3,
6/14/2018,CN,Plains,3,1,9,12,3,BUDA,12,3,VUOC,12,3,
6/14/2018,CN,Plains,3,1,12,14,2,BUDA,12,2,GUSA,13,2,
6/14/2018,CN,Plains,3,1,15,12,3,VUOC,10,2,ARFR,11,2.5,
6/14/2018,CN,Plains,3,1,18,13,2,BUDA,15,3,OPPO,14,2.5,
6/14/2018,CN,Plains,3,1,21,16,4,ARFR,10,5,ARFR,13,4.5,
6/14/2018,CN,Plains,3,1,24,12,2,VUOC,10,2,PLPA,11,2,
6/14/2018,CN,Plains,3,2,3,46,2,HECO,54,7,HECO,50,4.5,
6/14/2018,CN,Plains,3,2,6,42,7,HECO,50,11,HECO,46,9,
6/14/2018,CN,Plains,3,2,9,42,5,HECO,26,2,PEAL,34,3.5,
6/14/2018,CN,Plains,3,2,12,41,8,PASM,35,3,CADU,38,5.5,
6/14/2018,CN,Plains,3,2,15,36,2,PASM,33,4,ARFR,34.5,3,
6/14/2018,CN,Plains,3,2,18,34,3,OPPO,39,5,ARFR,36.5,4,
6/14/2018,CN,Plains,3,2,21,35,6,HECO,34,7,ARFR,34.5,6.5,
6/14/2018,CN,Plains,3,2,24,19,2,GUSA,52,7,GUSA,35.5,4.5,
6/14/2018,CN,Plains,3,3,3,17,5,BRTE,20,7,BRTE,18.5,6,
6/14/2018,CN,Plains,3,3,6,19,9,BRTE,25,9,BRTE,22,9,
6/14/2018,CN,Plains,3,3,9,25,3,BRTE,30,10,BRTE,27.5,6.5,
6/14/2018,CN,Plains,3,3,12,22,10,OPPO,16,5,BRTE,19,7.5,
6/14/2018,CN,Plains,3,3,15,22,1,OPPO,11,1,CRMI,16.5,1,
6/14/2018,CN,Plains,3,3,18,18,7,BRTE,13,3,BRTE,15.5,5,
6/14/2018,CN,Plains,3,3,21,14,5,PLPA,14,6,PLPA,14,5.5,
6/14/2018,CN,Plains,3,3,24,19,3,LARE,17,1,BARE,18,2,
6/14/2018,CN,Plains,3,4,3,17,4,PLPA,12,1,PASM,14.5,2.5,
6/14/2018,CN,Plains,3,4,6,19,4,PASM,16,1,PLPA,17.5,2.5,
6/14/2018,CN,Plains,3,4,9,22,2,OPPO,10,2,CADU,16,2,
6/14/2018,CN,Plains,3,4,12,16,10,PASM,18,5,PASM,17,7.5,
6/14/2018,CN,Plains,3,4,15,24,13,GUSA,1,5,PLPA,12.5,9,
6/14/2018,CN,Plains,3,4,18,16,1,PLPA,14,7,PLPA,15,4,
6/14/2018,CN,Plains,3,4,21,20,4,PLPA,24,7,OPPO,22,5.5,
6/14/2018,CN,Plains,3,4,24,24,10,PASM,23,5,PLPA,23.5,7.5,
6/15/2018,CN,Plains,4,1,3,7,1,PLPA,8,1,VUOC,7.5,1,
6/15/2018,CN,Plains,4,1,6,6,2,SPCO,10,5,MATA,8,3.5,
6/15/2018,CN,Plains,4,1,9,4,1,BUDA,6,3,BUDA,5,2,
6/15/2018,CN,Plains,4,1,12,7,3,VUOC,7,2,VUOC,7,2.5,
6/15/2018,CN,Plains,4,1,15,6,3,CRMI,10,3,CRMI,8,3,
6/15/2018,CN,Plains,4,1,18,9,1,VUOC,11,3,VUOC,10,2,
6/15/2018,CN,Plains,4,1,21,15,3,VUOC,14,5,VUOC,14.5,4,
6/15/2018,CN,Plains,4,1,24,7,1,VUOC,7,3,VUOC,7,2,
6/15/2018,CN,Plains,4,2,3,4,0,BARE,4,1,LARE,4,0.5,
6/15/2018,CN,Plains,4,2,6,12,1,ELEL,4,0,RACO,8,0.5,
6/15/2018,CN,Plains,4,2,9,20,6,PASM,14,7,GUSA,17,6.5,
6/15/2018,CN,Plains,4,2,12,15,5,PASM,19,2,PASM,17,3.5,
6/15/2018,CN,Plains,4,2,15,19,3,PASM,22,6,PASM,20.5,4.5,
6/15/2018,CN,Plains,4,2,18,16,2,PLPA,8,1,PLPA,12,1.5,
6/15/2018,CN,Plains,4,2,21,19,2,PASM,16,7,PASM,17.5,4.5,
6/15/2018,CN,Plains,4,2,24,14,2,PASM,14,2,PASM,14,2,
6/15/2018,CN,Plains,4,3,3,16,2,PASM,22,3,LARE,19,2.5,
6/15/2018,CN,Plains,4,3,6,11,3,CRMI,28,4,CRMI,19.5,3.5,
6/15/2018,CN,Plains,4,3,9,18,2,BUDA,12,3,PASM,15,2.5,
6/15/2018,CN,Plains,4,3,12,20,3,PASM,20,1,CRMI,20,2,
6/15/2018,CN,Plains,4,3,15,16,2,VUOC,12,3,VUOC,14,2.5,
6/15/2018,CN,Plains,4,3,18,10,1,VUOC,15,3,PASM,12.5,2,
6/15/2018,CN,Plains,4,3,21,13,3,VUOC,13,5,VUOC,13,4,
6/15/2018,CN,Plains,4,3,24,14,1,VUOC,14,1,VUOC,14,1,
6/15/2018,CN,Plains,4,4,3,22,3,PASM,22,6,PASM,22,4.5,
6/15/2018,CN,Plains,4,4,6,21,4,PASM,11,1,PASM,16,2.5,
6/15/2018,CN,Plains,4,4,9,20,3,PASM,18,5,PASM,19,4,
6/15/2018,CN,Plains,4,4,12,14,1,AGCR,8,3,BUDA,11,2,
6/15/2018,CN,Plains,4,4,15,16,3,VUOC,13,5,VUOC,14.5,4,
6/15/2018,CN,Plains,4,4,18,13,5,BOGR,12,3,BOGR,12.5,4,
6/15/2018,CN,Plains,4,4,21,21,3,BOGR,11,2,VUOC,16,2.5,
6/15/2018,CN,Plains,4,4,24,15,3,BUDA,17,4,BUDA,16,3.5,
6/15/2018,15E,Plains,1,1,3,14,5,EREF,10,5,VUOC,12,5,
6/15/2018,15E,Plains,1,1,6,21,7,VUOC,11,5,VUOC,16,6,
6/15/2018,15E,Plains,1,1,9,9,1,BOGR,25,2,ELEL,17,1.5,
6/15/2018,15E,Plains,1,1,12,10,5,VUOC,27,3,VUOC,18.5,4,
6/15/2018,15E,Plains,1,1,15,10,3,BOGR,13,5,VUOC,11.5,4,
6/15/2018,15E,Plains,1,1,18,18,3,BOGR,13,3,BOGR,15.5,3,
6/15/2018,15E,Plains,1,1,21,28,5,BOGR,25,4,VUOC,26.5,4.5,
6/15/2018,15E,Plains,1,1,24,42,8,EREF,13,1,VUOC,27.5,4.5,
6/15/2018,15E,Plains,1,2,3,7,2,SPCO,8,5,VUOC,7.5,3.5,
6/15/2018,15E,Plains,1,2,6,5,1,BOGR,22,6,ARFR,13.5,3.5,
6/15/2018,15E,Plains,1,2,9,10,3,SPCO,14,2,ELEL,12,2.5,
6/15/2018,15E,Plains,1,2,12,12,4,VUOC,8,1,VUOC,10,2.5,
6/15/2018,15E,Plains,1,2,15,11,4,BOGR,4,3,BOGR,7.5,3.5,
6/15/2018,15E,Plains,1,2,18,10,0,BARE,20,1,ELEL,15,0.5,
6/15/2018,15E,Plains,1,2,21,23,2,PASM,28,4,BOGR,25.5,3,
6/15/2018,15E,Plains,1,2,24,15,3,VUOC,11,3,BOGR,13,3,
6/15/2018,15E,Plains,1,3,3,15,2,BUDA,18,2,BUDA,16.5,2,
6/15/2018,15E,Plains,1,3,6,20,2,BUDA,23,5,VUOC,21.5,3.5,
6/15/2018,15E,Plains,1,3,9,9,5,VUOC,14,5,BUDA,11.5,5,
6/15/2018,15E,Plains,1,3,12,16,3,VUOC,21,3,VUOC,18.5,3,
6/15/2018,15E,Plains,1,3,15,14,4,VUOC,15,6,VUOC,14.5,5,
6/15/2018,15E,Plains,1,3,18,14,4,ELEL,10,2,BUDA,12,3,
6/15/2018,15E,Plains,1,3,21,28,2,ELEL,15,3,VUOC,21.5,2.5,
6/15/2018,15E,Plains,1,3,24,23,5,PASM,24,1,PASM,23.5,3,
6/15/2018,15E,Plains,1,4,3,16,6,VUOC,17,3,HEVI,16.5,4.5,
6/15/2018,15E,Plains,1,4,6,10,3,VUOC,28,5,ELEL,19,4,
6/15/2018,15E,Plains,1,4,9,10,4,HECO,13,5,OPPO,11.5,4.5,
6/15/2018,15E,Plains,1,4,12,8,2,VUOC,24,4,BOGR,16,3,
6/15/2018,15E,Plains,1,4,15,13,4,VUOC,11,4,BOGR,12,4,
6/15/2018,15E,Plains,1,4,18,21,4,ARFR,22,1,BOGR,21.5,2.5,
6/15/2018,15E,Plains,1,4,21,10,3,PLPA,9,3,PLPA,9.5,3,
6/15/2018,15E,Plains,1,4,24,8,5,VUOC,8,3,VUOC,8,4,
6/15/2018,15E,Plains,2,1,3,11,3,VUOC,13,3,BOGR,12,3,
6/15/2018,15E,Plains,2,1,6,17,2,ARPU,21,5,ARPU,19,3.5,
6/15/2018,15E,Plains,2,1,9,11,3,BOGR,15,5,VUOC,13,4,
6/15/2018,15E,Plains,2,1,12,21,5,VUOC,14,4,VUOC,17.5,4.5,
6/15/2018,15E,Plains,2,1,15,11,4,VUOC,13,5,VUOC,12,4.5,
6/15/2018,15E,Plains,2,1,18,5,1,VUOC,15,2,EREF,10,1.5,
6/15/2018,15E,Plains,2,1,21,14,5,VUOC,23,5,BOGR,18.5,5,
6/15/2018,15E,Plains,2,1,24,10,4,VUOC,16,4,VUOC,13,4,
6/15/2018,15E,Plains,2,2,3,14,3,VUOC,16,5,VUOC,15,4,
6/15/2018,15E,Plains,2,2,6,18,4,VUOC,10,3,VUOC,14,3.5,
6/15/2018,15E,Plains,2,2,9,8,3,BOGR,13,8,ERNA,10.5,5.5,
6/15/2018,15E,Plains,2,2,12,12,2,VUOC,7,4,BOGR,9.5,3,
6/15/2018,15E,Plains,2,2,15,10,5,BOGR,5,3,BOGR,7.5,4,
6/15/2018,15E,Plains,2,2,18,15,5,VUOC,10,3,BOGR,12.5,4,
6/15/2018,15E,Plains,2,2,21,9,3,VUOC,8,1,BOGR,8.5,2,
6/15/2018,15E,Plains,2,2,24,11,4,VUOC,9,5,VUOC,10,4.5,
6/15/2018,15E,Plains,2,3,3,21,5,VUOC,20,2,PASM,20.5,3.5,
6/15/2018,15E,Plains,2,3,6,22,1,BOGR,14,3,VUOC,18,2,
6/15/2018,15E,Plains,2,3,9,10,4,VUOC,20,4,BOGR,15,4,
6/15/2018,15E,Plains,2,3,12,18,3,VUOC,22,15,ARPU,20,9,
6/15/2018,15E,Plains,2,3,15,13,4,ARFR,16,5,BOGR,14.5,4.5,
6/15/2018,15E,Plains,2,3,18,11,3,BOGR,17,4,ARPU,14,3.5,
6/15/2018,15E,Plains,2,3,21,6,1,BOGR,8,3,BOGR,7,2,
6/15/2018,15E,Plains,2,3,24,24,5,BOGR,29,4,PASM,26.5,4.5,
6/15/2018,15E,Plains,2,4,3,15,5,VUOC,38,6,VUOC,26.5,5.5,
6/15/2018,15E,Plains,2,4,6,18,6,PASM,16,2,VUOC,17,4,
6/15/2018,15E,Plains,2,4,9,26,1,VUOC,9,3,PIOP,17.5,2,
6/15/2018,15E,Plains,2,4,12,36,4,PASM,22,4,PASM,29,4,
6/15/2018,15E,Plains,2,4,15,11,2,BUDA,11,4,VUOC,11,3,
6/15/2018,15E,Plains,2,4,18,11,6,VUOC,14,3,VUOC,12.5,4.5,
6/15/2018,15E,Plains,2,4,21,10,2,VUOC,8,2,BUDA,9,2,
6/15/2018,15E,Plains,2,4,24,13,5,BOGR,12,4,BOGR,12.5,4.5,
6/18/2018,15E,Plains,3,1,3,16,4,VUOC,11,3,VUOC,13.5,3.5,
6/18/2018,15E,Plains,3,1,6,22,4,VUOC,9,3,VUOC,15.5,3.5,
6/18/2018,15E,Plains,3,1,9,12,4,VUOC,10,2,BOGR,11,3,
6/18/2018,15E,Plains,3,1,12,16,5,VUOC,18,6,ELEL,17,5.5,
6/18/2018,15E,Plains,3,1,15,14,6,VUOC,14,2,VUOC,14,4,
6/18/2018,15E,Plains,3,1,18,16,5,VUOC,14,6,VUOC,15,5.5,
6/18/2018,15E,Plains,3,1,21,17,5,ELEL,12,3,VUOC,14.5,4,
6/18/2018,15E,Plains,3,1,24,14,3,VUOC,11,3,VUOC,12.5,3,
6/18/2018,15E,Plains,3,2,3,14,5,VUOC,17,4,VUOC,15.5,4.5,
6/18/2018,15E,Plains,3,2,6,14,2,VUOC,16,9,EREF,15,5.5,
6/18/2018,15E,Plains,3,2,9,13,10,VUOC,13,4,VUOC,13,7,
6/18/2018,15E,Plains,3,2,12,19,7,ELEL,15,5,VUOC,17,6,
6/18/2018,15E,Plains,3,2,15,14,2,BOGR,10,5,VUOC,12,3.5,
6/18/2018,15E,Plains,3,2,18,16,4,VUOC,13,3,VUOC,14.5,3.5,
6/18/2018,15E,Plains,3,2,21,31,7,ELEL,20,2,VUOC,25.5,4.5,
6/18/2018,15E,Plains,3,2,24,7,1,VUOC,11,2,ARFR,9,1.5,
6/18/2018,15E,Plains,3,3,3,31,7,PASM,26,9,ARPU,28.5,8,
6/18/2018,15E,Plains,3,3,6,23,3,ELEL,10,4,VUOC,16.5,3.5,
6/18/2018,15E,Plains,3,3,9,14,3,VUOC,13,3,VUOC,13.5,3,
6/18/2018,15E,Plains,3,3,12,16,2,VUOC,14,6,VUOC,15,4,
6/18/2018,15E,Plains,3,3,15,13,2,VUOC,11,3,VUOC,12,2.5,
6/18/2018,15E,Plains,3,3,18,22,2,ELEL,11,6,ERNA,16.5,4,
6/18/2018,15E,Plains,3,3,21,13,2,VUOC,11,2,BOGR,12,2,
6/18/2018,15E,Plains,3,3,24,15,5,ARFR,24,5,VUOC,19.5,5,
6/18/2018,15E,Plains,3,4,3,19,4,BOGR,8,3,BOGR,13.5,3.5,
6/18/2018,15E,Plains,3,4,6,14,10,ERNA,23,11,ELEL,18.5,10.5,
6/18/2018,15E,Plains,3,4,9,11,5,SPCO,16,3,VUOC,13.5,4,
6/18/2018,15E,Plains,3,4,12,15,3,VUOC,10,3,HEVI,12.5,3,
6/18/2018,15E,Plains,3,4,15,11,6,HEVI,10,6,HEVI,10.5,6,
6/18/2018,15E,Plains,3,4,18,7,2,BOGR,7,2,SPCO,7,2,
6/18/2018,15E,Plains,3,4,21,16,1,HEVI,10,3,HEVI,13,2,
6/18/2018,15E,Plains,3,4,24,12,3,ARPU,13,5,GUSA,12.5,4,
6/18/2018,15E,Plains,4,1,3,30,10,ARPU,21,3,BOGR,25.5,6.5,
6/18/2018,15E,Plains,4,1,6,22,5,ARFR,21,4,ARPU,21.5,4.5,
6/18/2018,15E,Plains,4,1,9,7,3,VUOC,9,2,VUOC,8,2.5,
6/18/2018,15E,Plains,4,1,12,12,3,OPPO,34,6,VUOC,23,4.5,
6/18/2018,15E,Plains,4,1,15,35,3,VUOC,14,4,CADU,24.5,3.5,
6/18/2018,15E,Plains,4,1,18,8,3,BOGR,17,5,ELEL,12.5,4,
6/18/2018,15E,Plains,4,1,21,25,2,VUOC,12,4,VUOC,18.5,3,
6/18/2018,15E,Plains,4,1,24,12,1,VUOC,15,3,VUOC,13.5,2,
6/18/2018,15E,Plains,4,2,3,16,3,SPCO,12,4,VUOC,14,3.5,
6/18/2018,15E,Plains,4,2,6,17,5,BOGR,10,4,GUSA,13.5,4.5,
6/18/2018,15E,Plains,4,2,9,12,2,CADU,11,4,VUOC,11.5,3,
6/18/2018,15E,Plains,4,2,12,12,2,ARFR,17,1,VUOC,14.5,1.5,
6/18/2018,15E,Plains,4,2,15,21,11,ARFR,37,5,ARFR,29,8,
6/18/2018,15E,Plains,4,2,18,21,8,GUSA,40,10,ELEL,30.5,9,
6/18/2018,15E,Plains,4,2,21,30,6,VUOC,11,4,VUOC,20.5,5,
6/18/2018,15E,Plains,4,2,24,14,4,VUOC,20,2,CADU,17,3,
6/18/2018,15E,Plains,4,3,3,19,6,VUOC,25,4,VUOC,22,5,
6/18/2018,15E,Plains,4,3,6,21,3,VUOC,27,6,VUOC,24,4.5,
6/18/2018,15E,Plains,4,3,9,34,8,ARFR,20,9,ARPU,27,8.5,
6/18/2018,15E,Plains,4,3,12,18,6,VUOC,27,4,VUOC,22.5,5,
6/18/2018,15E,Plains,4,3,15,34,3,VUOC,27,3,ARFR,30.5,3,
6/18/2018,15E,Plains,4,3,18,42,1,HECO,58,9,ELEL,50,5,
6/18/2018,15E,Plains,4,3,21,32,13,ARFR,30,10,ARFR,31,11.5,
6/18/2018,15E,Plains,4,3,24,24,2,ELEL,23,7,VUOC,23.5,4.5,
6/18/2018,15E,Plains,4,4,3,22,3,VUOC,15,4,VUOC,18.5,3.5,
6/18/2018,15E,Plains,4,4,6,13,5,VUOC,21,6,VUOC,17,5.5,
6/18/2018,15E,Plains,4,4,9,41,9,ELEL,22,8,EVNU,31.5,8.5,
6/18/2018,15E,Plains,4,4,12,15,4,VUOC,14,3,SPCO,14.5,3.5,
6/18/2018,15E,Plains,4,4,15,9,6,VUOC,18,5,VUOC,13.5,5.5,
6/18/2018,15E,Plains,4,4,18,17,3,PASM,22,7,PASM,19.5,5,
6/18/2018,15E,Plains,4,4,21,24,5,OPPO,16,5,OPPO,20,5,
6/18/2018,15E,Plains,4,4,24,10,3,VUOC,11,3,VUOC,10.5,3,
6/4/2018,20NW,Plains,1,1,3,12,4,HECO,18,5,PASM,15,4.5,
6/4/2018,20NW,Plains,1,1,6,16,3,BOGR,26,10,HECO,21,6.5,
6/4/2018,20NW,Plains,1,1,9,19,2,HECO,41,7,HECO,30,4.5,
6/4/2018,20NW,Plains,1,1,12,23,1,HECO,31,5,HECO,27,3,
6/4/2018,20NW,Plains,1,1,15,17,1,ARPU,27,9,VIAM,22,5,
6/4/2018,20NW,Plains,1,1,18,30,3,VUOC,13,2,HECO,21.5,2.5,
6/4/2018,20NW,Plains,1,1,21,29,3,HECO,27,7,HECO,28,5,
6/4/2018,20NW,Plains,1,1,24,30,2,TRDU,34,4,BOGR,32,3,
6/4/2018,20NW,Plains,1,2,3,12,3,HECO,17,2,HECO,14.5,2.5,
6/4/2018,20NW,Plains,1,2,6,29,2,HECO,21,5,HECO,25,3.5,
6/4/2018,20NW,Plains,1,2,9,18,5,CADU,16,2,CADU,17,3.5,
6/4/2018,20NW,Plains,1,2,12,19,1,CADU,34,6,HECO,26.5,3.5,
6/4/2018,20NW,Plains,1,2,15,17,4,SPCR,13,4,SPCR,15,4,
6/4/2018,20NW,Plains,1,2,18,20,9,HECO,38,8,HECO,29,8.5,
6/4/2018,20NW,Plains,1,2,21,11,5,HECO,15,2,CADU,13,3.5,
6/4/2018,20NW,Plains,1,2,24,10,2,CADU,18,3,HECO,14,2.5,
6/4/2018,20NW,Plains,1,3,3,21,4,PASM,12,2,PASM,16.5,3,
6/4/2018,20NW,Plains,1,3,6,17,6,TRDU,33,9,SPCR,25,7.5,
6/4/2018,20NW,Plains,1,3,9,33,7,HECO,20,6,HECO,26.5,6.5,
6/4/2018,20NW,Plains,1,3,12,24,5,HECO,24,5,HECO,24,5,
6/4/2018,20NW,Plains,1,3,15,22,3,CADU,13,5,HECO,17.5,4,
6/4/2018,20NW,Plains,1,3,18,14,3,CADU,18,5,CADU,16,4,
6/4/2018,20NW,Plains,1,3,21,11,3,CADU,15,2,CADU,13,2.5,
6/4/2018,20NW,Plains,1,3,24,11,4,CADU,7,3,CADU,9,3.5,
6/4/2018,20NW,Plains,1,4,3,19,2,CADU,47,9,HECO,33,5.5,
6/4/2018,20NW,Plains,1,4,6,22,2,CADU,20,2,CADU,21,2,
6/4/2018,20NW,Plains,1,4,9,29,4,HECO,20,7,HECO,24.5,5.5,
6/4/2018,20NW,Plains,1,4,12,18,2,HECO,10,1,HECO,14,1.5,
6/4/2018,20NW,Plains,1,4,15,14,3,SPCR,13,4,CADU,13.5,3.5,
6/4/2018,20NW,Plains,1,4,18,10,1,HECO,31,8,HECO,20.5,4.5,
6/4/2018,20NW,Plains,1,4,21,14,4,BOGR,19,4,SPCR,16.5,4,
6/4/2018,20NW,Plains,1,4,24,14,2,CADU,22,5,HECO,18,3.5,
6/4/2018,20NW,Plains,2,1,3,51,9,HECO,35,15,VUOC,43,12,
6/4/2018,20NW,Plains,2,1,6,18,8,VUOC,35,9,VUOC,26.5,8.5,
6/4/2018,20NW,Plains,2,1,9,36,10,VUOC,30,18,VUOC,33,14,
6/4/2018,20NW,Plains,2,1,12,20,6,VUOC,4,5,HECO,12,5.5,
6/4/2018,20NW,Plains,2,1,15,30,5,HECO,43,13,VUOC,36.5,9,
6/4/2018,20NW,Plains,2,1,18,28,3,VUOC,35,13,VUOC,31.5,8,
6/4/2018,20NW,Plains,2,1,21,25,6,PASM,35,17,HECO,30,11.5,
6/4/2018,20NW,Plains,2,1,24,37,14,HECO,29,10,PASM,33,12,
6/4/2018,20NW,Plains,2,2,3,32,10,HECO,31,3,BOGR,31.5,6.5,
6/4/2018,20NW,Plains,2,2,6,45,8,HECO,22,5,HECO,33.5,6.5,
6/4/2018,20NW,Plains,2,2,9,21,3,BOGR,13,3,HECO,17,3,
6/4/2018,20NW,Plains,2,2,12,36,4,HECO,49,12,HECO,42.5,8,
6/4/2018,20NW,Plains,2,2,15,27,8,HECO,37,3,HECO,32,5.5,
6/4/2018,20NW,Plains,2,2,18,17,9,HECO,23,9,HECO,20,9,
6/4/2018,20NW,Plains,2,2,21,15,3,SPCR,33,9,HECO,24,6,
6/4/2018,20NW,Plains,2,2,24,38,10,HECO,29,10,HECO,33.5,10,
6/4/2018,20NW,Plains,2,3,3,35,7,PASM,31,4,BOGR,33,5.5,
6/4/2018,20NW,Plains,2,3,6,38,3,PASM,31,14,SPCO,34.5,8.5,
6/4/2018,20NW,Plains,2,3,9,27,6,HECO,15,2,CADU,21,4,
6/4/2018,20NW,Plains,2,3,12,38,8,HECO,25,2,HECO,31.5,5,
6/4/2018,20NW,Plains,2,3,15,25,7,HECO,29,3,HECO,27,5,
6/4/2018,20NW,Plains,2,3,18,26,9,PASM,30,14,PASM,28,11.5,
6/4/2018,20NW,Plains,2,3,21,33,10,HECO,28,13,PASM,30.5,11.5,
6/4/2018,20NW,Plains,2,3,24,43,7,SPCR,45,13,HECO,44,10,
6/4/2018,20NW,Plains,2,4,3,34,4,HECO,58,9,HECO,46,6.5,
6/4/2018,20NW,Plains,2,4,6,31,18,HECO,45,12,OPPO,38,15,
6/4/2018,20NW,Plains,2,4,9,29,15,HECO,46,9,HECO,37.5,12,
6/4/2018,20NW,Plains,2,4,12,29,2,HECO,30,7,PSTE,29.5,4.5,
6/4/2018,20NW,Plains,2,4,15,32,6,HECO,20,4,HECO,26,5,
6/4/2018,20NW,Plains,2,4,18,21,11,HECO,38,5,HECO,29.5,8,
6/1/2018,20NW,Plains,3,1,3,13,5,VUOC,18,5,BOGR,15.5,5,
6/1/2018,20NW,Plains,3,1,6,20,3,VUOC,27,4,BOGR,23.5,3.5,
6/1/2018,20NW,Plains,3,1,9,43,26,EREF,46,5,BOGR,44.5,15.5,
6/1/2018,20NW,Plains,3,1,12,23,7,THFI,28,9,SPCR,25.5,8,
6/1/2018,20NW,Plains,3,1,15,34,6,BOGR,44,3,PSTE,39,4.5,
6/1/2018,20NW,Plains,3,1,18,15,5,VUOC,31,5,VUOC,23,5,
6/1/2018,20NW,Plains,3,1,21,25,4,VUOC,22,4,HECO,23.5,4,
6/1/2018,20NW,Plains,3,1,24,26,10,SPCR,30,6,VUOC,28,8,
6/1/2018,20NW,Plains,3,2,3,10,5,PASM,9,2,PASM,9.5,3.5,
6/1/2018,20NW,Plains,3,2,6,20,5,PASM,18,8,PASM,19,6.5,
