date,Pasture,Biomass_kg_ha,Year,Source
2015-04-30,18S,1097.2068,2015,HLS
2015-05-01,18S,1104.7736,2015,HLS
2015-05-02,18S,1112.4167,2015,HLS
2015-05-03,18S,1120.1398,2015,HLS
2015-05-04,18S,1127.9462,2015,HLS
2015-05-05,18S,1135.8383,2015,HLS
2015-05-06,18S,1143.8186,2015,HLS
2015-05-07,18S,1151.8889,2015,HLS
2015-05-08,18S,1160.0511,2015,HLS
2015-05-09,18S,1168.3064,2015,HLS
2015-05-10,18S,1176.6556,2015,HLS
2015-05-11,18S,1185.0995,2015,HLS
2015-05-12,18S,1193.638,2015,HLS
2015-05-13,18S,1202.271,2015,HLS
2015-05-14,18S,1210.9978,2015,HLS
2015-05-15,18S,1219.818,2015,HLS
2015-05-16,18S,1228.7299,2015,HLS
2015-05-17,18S,1237.7317,2015,HLS
2015-05-18,18S,1246.8221,2015,HLS
2015-05-19,18S,1255.998,2015,HLS
2015-05-20,18S,1265.2571,2015,HLS
2015-05-21,18S,1274.5962,2015,HLS
2015-05-22,18S,1284.2637,2015,HLS
2015-05-23,18S,1294.2104,2015,HLS
2015-05-24,18S,1304.3895,2015,HLS
2015-05-25,18S,1314.754,2015,HLS
2015-05-26,18S,1325.2593,2015,HLS
2015-05-27,18S,1335.861,2015,HLS
2015-05-28,18S,1346.5167,2015,HLS
2015-05-29,18S,1357.1847,2015,HLS
2015-05-30,18S,1367.8252,2015,HLS
2015-05-31,18S,1378.3365,2015,HLS
2015-06-01,18S,1388.6925,2015,HLS
2015-06-02,18S,1398.867,2015,HLS
2015-06-03,18S,1408.8347,2015,HLS
2015-06-04,18S,1418.5714,2015,HLS
2015-06-05,18S,1428.0538,2015,HLS
2015-06-06,18S,1437.2592,2015,HLS
2015-06-07,18S,1446.3939,2015,HLS
2015-06-08,18S,1455.3961,2015,HLS
2015-06-09,18S,1464.2065,2015,HLS
2015-06-10,18S,1472.7678,2015,HLS
2015-06-11,18S,1481.0934,2015,HLS
2015-06-12,18S,1489.1422,2015,HLS
2015-06-13,18S,1496.8744,2015,HLS
2015-06-14,18S,1504.254,2015,HLS
2015-06-15,18S,1511.2471,2015,HLS
2015-06-16,18S,1517.685,2015,HLS
2015-06-17,18S,1523.5638,2015,HLS
2015-06-18,18S,1528.8812,2015,HLS
2015-06-19,18S,1533.6365,2015,HLS
2015-06-20,18S,1537.8309,2015,HLS
2015-06-21,18S,1541.4679,2015,HLS
2015-06-22,18S,1544.5516,2015,HLS
2015-06-23,18S,1547.0894,2015,HLS
2015-06-24,18S,1549.0887,2015,HLS
2015-06-25,18S,1550.5603,2015,HLS
2015-06-26,18S,1551.5156,2015,HLS
2015-06-27,18S,1551.968,2015,HLS
2015-06-28,18S,1551.9333,2015,HLS
2015-06-29,18S,1551.4282,2015,HLS
2015-06-30,18S,1550.4719,2015,HLS
2015-07-01,18S,1549.0848,2015,HLS
2015-07-02,18S,1547.2295,2015,HLS
2015-07-03,18S,1544.9408,2015,HLS
2015-07-04,18S,1542.2548,2015,HLS
2015-07-05,18S,1539.2092,2015,HLS
2015-07-06,18S,1535.8429,2015,HLS
2015-07-07,18S,1532.1962,2015,HLS
2015-07-08,18S,1528.3112,2015,HLS
2015-07-09,18S,1524.2302,2015,HLS
2015-07-10,18S,1519.9985,2015,HLS
2015-07-11,18S,1515.6615,2015,HLS
2015-07-12,18S,1511.2667,2015,HLS
2015-07-13,18S,1506.8627,2015,HLS
2015-07-14,18S,1502.4993,2015,HLS
2015-07-15,18S,1498.2281,2015,HLS
2015-07-16,18S,1494.1023,2015,HLS
2015-07-17,18S,1490.1752,2015,HLS
2015-07-18,18S,1486.5032,2015,HLS
2015-07-19,18S,1483.1427,2015,HLS
2015-07-20,18S,1479.8539,2015,HLS
2015-07-21,18S,1476.6484,2015,HLS
2015-07-22,18S,1473.5377,2015,HLS
2015-07-23,18S,1470.533,2015,HLS
2015-07-24,18S,1467.6454,2015,HLS
2015-07-25,18S,1464.9181,2015,HLS
2015-07-26,18S,1462.3561,2015,HLS
2015-07-27,18S,1459.9642,2015,HLS
2015-07-28,18S,1457.7474,2015,HLS
2015-07-29,18S,1455.7837,2015,HLS
2015-07-30,18S,1454.0897,2015,HLS
2015-07-31,18S,1452.6825,2015,HLS
2015-08-01,18S,1451.5796,2015,HLS
2015-08-02,18S,1450.799,2015,HLS
2015-08-03,18S,1450.3585,2015,HLS
2015-08-04,18S,1450.2775,2015,HLS
2015-08-05,18S,1450.3037,2015,HLS
2015-08-06,18S,1450.4137,2015,HLS
2015-08-07,18S,1450.5815,2015,HLS
2015-08-08,18S,1450.7816,2015,HLS
2015-08-09,18S,1450.9865,2015,HLS
2015-08-10,18S,1451.1676,2015,HLS
2015-08-11,18S,1451.2959,2015,HLS
2015-08-12,18S,1451.341,2015,HLS
2015-08-13,18S,1451.2714,2015,HLS
2015-08-14,18S,1451.2177,2015,HLS
2015-08-15,18S,1451.1725,2015,HLS
2015-08-16,18S,1451.1287,2015,HLS
2015-08-17,18S,1451.0789,2015,HLS
2015-08-18,18S,1451.015,2015,HLS
2015-08-19,18S,1450.9291,2015,HLS
2015-08-20,18S,1450.813,2015,HLS
2015-08-21,18S,1450.6588,2015,HLS
2015-08-22,18S,1450.4579,2015,HLS
2015-08-23,18S,1450.2021,2015,HLS
2015-08-24,18S,1449.8827,2015,HLS
2015-08-25,18S,1449.4908,2015,HLS
2015-08-26,18S,1448.947,2015,HLS
2015-08-27,18S,1448.2545,2015,HLS
2015-08-28,18S,1447.4164,2015,HLS
2015-08-29,18S,1446.4347,2015,HLS
2015-08-30,18S,1445.3818,2015,HLS
2015-08-31,18S,1444.2705,2015,HLS
2015-09-01,18S,1443.1127,2015,HLS
2015-09-02,18S,1441.9207,2015,HLS
2015-09-03,18S,1440.7057,2015,HLS
2015-09-04,18S,1439.4794,2015,HLS
2015-09-05,18S,1438.2532,2015,HLS
2015-09-06,18S,1437.038,2015,HLS
2015-09-07,18S,1435.8445,2015,HLS
2015-09-08,18S,1434.6831,2015,HLS
2015-09-09,18S,1433.5642,2015,HLS
2015-09-10,18S,1432.4979,2015,HLS
2015-09-11,18S,1431.4939,2015,HLS
2015-09-12,18S,1430.5616,2015,HLS
2015-09-13,18S,1429.7107,2015,HLS
2015-09-14,18S,1428.95,2015,HLS
2015-09-15,18S,1428.2882,2015,HLS
2015-09-16,18S,1427.7341,2015,HLS
2015-09-17,18S,1427.296,2015,HLS
2015-09-18,18S,1426.982,2015,HLS
2015-09-19,18S,1426.7999,2015,HLS
2015-09-20,18S,1426.7574,2015,HLS
2015-09-21,18S,1426.8619,2015,HLS
2015-09-22,18S,1427.0818,2015,HLS
2015-09-23,18S,1427.4174,2015,HLS
2015-09-24,18S,1427.8694,2015,HLS
2015-09-25,18S,1428.4374,2015,HLS
2015-09-26,18S,1429.1205,2015,HLS
2015-09-27,18S,1429.9177,2015,HLS
2015-09-28,18S,1430.8275,2015,HLS
2015-09-29,18S,1431.8478,2015,HLS
2015-09-30,18S,1432.9763,2015,HLS
2015-10-01,18S,1434.2098,2015,HLS
2015-10-02,18S,1435.5452,2015,HLS
2015-10-03,18S,1436.9784,2015,HLS
2015-10-04,18S,1438.5054,2015,HLS
2015-10-05,18S,1440.1213,2015,HLS
2015-10-06,18S,1441.7346,2015,HLS
2015-10-07,18S,1443.3545,2015,HLS
2015-10-08,18S,1444.9905,2015,HLS
2015-10-09,18S,1446.6503,2015,HLS
2015-10-10,18S,1448.341,2015,HLS
2015-10-11,18S,1450.0684,2015,HLS
2015-10-12,18S,1451.8375,2015,HLS
2015-10-13,18S,1453.7968,2015,HLS
2015-10-14,18S,1455.9233,2015,HLS
2015-10-15,18S,1458.1943,2015,HLS
2015-10-16,18S,1460.587,2015,HLS
2015-10-17,18S,1463.0784,2015,HLS
2015-10-18,18S,1465.6455,2015,HLS
2015-10-19,18S,1468.2654,2015,HLS
2015-10-20,18S,1470.9149,2015,HLS
2015-10-21,18S,1473.5701,2015,HLS
2015-10-22,18S,1476.2084,2015,HLS
2015-10-23,18S,1478.8055,2015,HLS
2015-10-24,18S,1481.4224,2015,HLS
2015-10-25,18S,1484.0482,2015,HLS
2015-10-26,18S,1486.6737,2015,HLS
2015-10-27,18S,1489.2891,2015,HLS
2015-10-28,18S,1491.8859,2015,HLS
2015-10-29,18S,1494.4546,2015,HLS
2015-10-30,18S,1496.9874,2015,HLS
2015-10-31,18S,1499.4763,2015,HLS
2015-11-01,18S,1501.9135,2015,HLS
2015-11-02,18S,1504.292,2015,HLS
2015-11-03,18S,1506.6046,2015,HLS
2015-11-04,18S,1508.8451,2015,HLS
2015-11-05,18S,1511.0073,2015,HLS
2015-11-06,18S,1513.085,2015,HLS
2015-11-07,18S,1515.0732,2015,HLS
2015-11-08,18S,1516.9668,2015,HLS
2015-11-09,18S,1518.761,2015,HLS
2015-11-10,18S,1520.4514,2015,HLS
2015-11-11,18S,1522.0342,2015,HLS
2015-11-12,18S,1523.5054,2015,HLS
2015-11-13,18S,1524.862,2015,HLS
2015-11-14,18S,1526.1012,2015,HLS
2015-11-15,18S,1527.2206,2015,HLS
2015-11-16,18S,1528.2173,2015,HLS
2015-11-17,18S,1529.0902,2015,HLS
2015-11-18,18S,1529.8375,2015,HLS
2015-11-19,18S,1530.4583,2015,HLS
2015-11-20,18S,1530.9515,2015,HLS
2015-11-21,18S,1531.3171,2015,HLS
2015-11-22,18S,1531.555,2015,HLS
2015-11-23,18S,1531.6656,2015,HLS
2015-11-24,18S,1531.6497,2015,HLS
2015-11-25,18S,1531.5082,2015,HLS
2015-11-26,18S,1531.2426,2015,HLS
2015-11-27,18S,1530.8545,2015,HLS
2015-11-28,18S,1530.3463,2015,HLS
2015-11-29,18S,1529.7207,2015,HLS
2015-11-30,18S,1528.9802,2015,HLS
2015-12-01,18S,1528.1283,2015,HLS
2015-12-02,18S,1527.1686,2015,HLS
2015-12-03,18S,1526.105,2015,HLS
2015-12-04,18S,1525.0443,2015,HLS
2015-12-05,18S,1524.0087,2015,HLS
2015-12-06,18S,1523.0193,2015,HLS
2015-12-07,18S,1522.1002,2015,HLS
2015-12-08,18S,1521.2745,2015,HLS
2015-12-09,18S,1520.5679,2015,HLS
2015-12-10,18S,1520.0056,2015,HLS
2015-12-11,18S,1519.4435,2015,HLS
2015-12-12,18S,1518.881,2015,HLS
2015-12-13,18S,1518.3188,2015,HLS
2015-12-14,18S,1517.7566,2015,HLS
2015-12-15,18S,1517.1943,2015,HLS
2015-12-16,18S,1516.6321,2015,HLS
2015-12-17,18S,1516.0697,2015,HLS
2015-12-18,18S,1515.5076,2015,HLS
2015-12-19,18S,1514.9453,2015,HLS
2015-12-20,18S,1514.383,2015,HLS
2015-12-21,18S,1513.8208,2015,HLS
2015-12-22,18S,1513.2584,2015,HLS
2015-12-23,18S,1512.6963,2015,HLS
2015-12-24,18S,1512.134,2015,HLS
2015-12-25,18S,1511.9084,2015,HLS
2015-12-26,18S,1511.9594,2015,HLS
2015-12-27,18S,1512.2286,2015,HLS
2015-12-28,18S,1512.661,2015,HLS
2015-12-29,18S,1513.2018,2015,HLS
2015-12-30,18S,1513.7999,2015,HLS
2015-12-31,18S,1514.4055,2015,HLS
2016-01-01,18S,1504.0826,2016,HLS
2016-01-02,18S,1507.0763,2016,HLS
2016-01-03,18S,1509.9645,2016,HLS
2016-01-04,18S,1512.7057,2016,HLS
2016-01-05,18S,1515.2617,2016,HLS
2016-01-06,18S,1517.595,2016,HLS
2016-01-07,18S,1519.6711,2016,HLS
2016-01-08,18S,1521.4574,2016,HLS
2016-01-09,18S,1522.9229,2016,HLS
2016-01-10,18S,1524.0391,2016,HLS
2016-01-11,18S,1524.7794,2016,HLS
2016-01-12,18S,1525.1199,2016,HLS
2016-01-13,18S,1525.0372,2016,HLS
2016-01-14,18S,1524.5114,2016,HLS
2016-01-15,18S,1523.5242,2016,HLS
2016-01-16,18S,1522.0591,2016,HLS
2016-01-17,18S,1520.1023,2016,HLS
2016-01-18,18S,1517.6411,2016,HLS
2016-01-19,18S,1514.6659,2016,HLS
2016-01-20,18S,1511.1682,2016,HLS
2016-01-21,18S,1507.1426,2016,HLS
2016-01-22,18S,1502.5846,2016,HLS
2016-01-23,18S,1497.4927,2016,HLS
2016-01-24,18S,1491.867,2016,HLS
2016-01-25,18S,1485.7096,2016,HLS
2016-01-26,18S,1478.961,2016,HLS
2016-01-27,18S,1471.6388,2016,HLS
2016-01-28,18S,1463.7626,2016,HLS
2016-01-29,18S,1455.3534,2016,HLS
2016-01-30,18S,1446.4343,2016,HLS
2016-01-31,18S,1437.0293,2016,HLS
2016-02-01,18S,1427.1646,2016,HLS
2016-02-02,18S,1416.8679,2016,HLS
2016-02-03,18S,1406.169,2016,HLS
2016-02-04,18S,1395.0988,2016,HLS
2016-02-05,18S,1383.6896,2016,HLS
2016-02-06,18S,1371.9761,2016,HLS
2016-02-07,18S,1359.9944,2016,HLS
2016-02-08,18S,1347.782,2016,HLS
2016-02-09,18S,1335.2783,2016,HLS
2016-02-10,18S,1322.5421,2016,HLS
2016-02-11,18S,1309.6335,2016,HLS
2016-02-12,18S,1296.6132,2016,HLS
2016-02-13,18S,1283.5431,2016,HLS
2016-02-14,18S,1270.4863,2016,HLS
2016-02-15,18S,1257.5068,2016,HLS
2016-02-16,18S,1244.6698,2016,HLS
2016-02-17,18S,1232.0413,2016,HLS
2016-02-18,18S,1219.6882,2016,HLS
2016-02-19,18S,1207.679,2016,HLS
2016-02-20,18S,1196.0824,2016,HLS
2016-02-21,18S,1184.969,2016,HLS
2016-02-22,18S,1174.0433,2016,HLS
2016-02-23,18S,1163.3184,2016,HLS
2016-02-24,18S,1152.8064,2016,HLS
2016-02-25,18S,1142.5189,2016,HLS
2016-02-26,18S,1132.4661,2016,HLS
2016-02-27,18S,1122.6575,2016,HLS
2016-02-28,18S,1113.1016,2016,HLS
2016-02-29,18S,1103.7836,2016,HLS
2016-03-01,18S,1094.7067,2016,HLS
2016-03-02,18S,1085.8727,2016,HLS
2016-03-03,18S,1077.2831,2016,HLS
2016-03-04,18S,1068.9377,2016,HLS
2016-03-05,18S,1060.6586,2016,HLS
2016-03-06,18S,1052.4753,2016,HLS
2016-03-07,18S,1044.4155,2016,HLS
2016-03-08,18S,1036.5043,2016,HLS
2016-03-09,18S,1028.7648,2016,HLS
2016-03-10,18S,1021.2182,2016,HLS
2016-03-11,18S,1013.88306,2016,HLS
2016-03-12,18S,1006.77655,2016,HLS
2016-03-13,18S,999.91315,2016,HLS
2016-03-14,18S,993.3052,2016,HLS
2016-03-15,18S,986.963,2016,HLS
2016-03-16,18S,980.89514,2016,HLS
2016-03-17,18S,975.1071,2016,HLS
2016-03-18,18S,969.6034,2016,HLS
2016-03-19,18S,964.38544,2016,HLS
2016-03-20,18S,959.45294,2016,HLS
2016-03-21,18S,954.80347,2016,HLS
2016-03-22,18S,950.43243,2016,HLS
2016-03-23,18S,946.3331,2016,HLS
2016-03-24,18S,942.49646,2016,HLS
2016-03-25,18S,938.9873,2016,HLS
2016-03-26,18S,935.8051,2016,HLS
2016-03-27,18S,932.94666,2016,HLS
2016-03-28,18S,930.4081,2016,HLS
2016-03-29,18S,928.183,2016,HLS
2016-03-30,18S,926.1804,2016,HLS
2016-03-31,18S,924.40564,2016,HLS
2016-04-01,18S,922.8617,2016,HLS
2016-04-02,18S,921.54944,2016,HLS
2016-04-03,18S,920.4669,2016,HLS
2016-04-04,18S,919.6106,2016,HLS
2016-04-05,18S,918.9746,2016,HLS
2016-04-06,18S,918.37726,2016,HLS
2016-04-07,18S,917.83905,2016,HLS
2016-04-08,18S,917.4954,2016,HLS
2016-04-09,18S,917.3794,2016,HLS
2016-04-10,18S,917.5209,2016,HLS
2016-04-11,18S,917.9474,2016,HLS
2016-04-12,18S,918.68317,2016,HLS
2016-04-13,18S,919.7505,2016,HLS
2016-04-14,18S,921.1685,2016,HLS
2016-04-15,18S,922.86304,2016,HLS
2016-04-16,18S,924.8639,2016,HLS
2016-04-17,18S,927.1981,2016,HLS
2016-04-18,18S,929.8888,2016,HLS
2016-04-19,18S,932.95636,2016,HLS
2016-04-20,18S,936.4174,2016,HLS
2016-04-21,18S,940.2855,2016,HLS
2016-04-22,18S,944.676,2016,HLS
2016-04-23,18S,949.5769,2016,HLS
2016-04-24,18S,954.9742,2016,HLS
2016-04-25,18S,960.8507,2016,HLS
2016-04-26,18S,967.18677,2016,HLS
2016-04-27,18S,973.9604,2016,HLS
2016-04-28,18S,981.1469,2016,HLS
2016-04-29,18S,988.7185,2016,HLS
2016-04-30,18S,996.6454,2016,HLS
2016-05-01,18S,1005.05225,2016,HLS
2016-05-02,18S,1013.8755,2016,HLS
2016-05-03,18S,1023.2599,2016,HLS
2016-05-04,18S,1033.1726,2016,HLS
2016-05-05,18S,1043.5797,2016,HLS
2016-05-06,18S,1054.448,2016,HLS
2016-05-07,18S,1065.7422,2016,HLS
2016-05-08,18S,1077.427,2016,HLS
2016-05-09,18S,1089.4668,2016,HLS
2016-05-10,18S,1101.8257,2016,HLS
2016-05-11,18S,1114.4672,2016,HLS
2016-05-12,18S,1127.3544,2016,HLS
2016-05-13,18S,1140.4496,2016,HLS
2016-05-14,18S,1153.7151,2016,HLS
2016-05-15,18S,1167.1117,2016,HLS
2016-05-16,18S,1180.6007,2016,HLS
2016-05-17,18S,1194.3265,2016,HLS
2016-05-18,18S,1208.2163,2016,HLS
2016-05-19,18S,1222.1974,2016,HLS
2016-05-20,18S,1236.1978,2016,HLS
2016-05-21,18S,1250.1462,2016,HLS
2016-05-22,18S,1263.9724,2016,HLS
2016-05-23,18S,1277.606,2016,HLS
2016-05-24,18S,1291.1188,2016,HLS
2016-05-25,18S,1304.4167,2016,HLS
2016-05-26,18S,1317.4076,2016,HLS
2016-05-27,18S,1330.0001,2016,HLS
2016-05-28,18S,1342.2035,2016,HLS
2016-05-29,18S,1354.0062,2016,HLS
2016-05-30,18S,1365.3274,2016,HLS
2016-05-31,18S,1376.0884,2016,HLS
2016-06-01,18S,1386.2136,2016,HLS
2016-06-02,18S,1395.6289,2016,HLS
2016-06-03,18S,1404.2631,2016,HLS
2016-06-04,18S,1412.252,2016,HLS
2016-06-05,18S,1419.5627,2016,HLS
2016-06-06,18S,1426.1652,2016,HLS
2016-06-07,18S,1432.0328,2016,HLS
2016-06-08,18S,1437.1427,2016,HLS
2016-06-09,18S,1441.4226,2016,HLS
2016-06-10,18S,1444.8665,2016,HLS
2016-06-11,18S,1447.4703,2016,HLS
2016-06-12,18S,1449.2343,2016,HLS
2016-06-13,18S,1450.2683,2016,HLS
2016-06-14,18S,1450.5962,2016,HLS
2016-06-15,18S,1450.2446,2016,HLS
2016-06-16,18S,1449.2446,2016,HLS
2016-06-17,18S,1447.6306,2016,HLS
2016-06-18,18S,1445.3629,2016,HLS
2016-06-19,18S,1442.4973,2016,HLS
2016-06-20,18S,1438.969,2016,HLS
2016-06-21,18S,1434.8204,2016,HLS
2016-06-22,18S,1430.0963,2016,HLS
2016-06-23,18S,1424.8446,2016,HLS
2016-06-24,18S,1419.1155,2016,HLS
2016-06-25,18S,1412.9135,2016,HLS
2016-06-26,18S,1406.3029,2016,HLS
2016-06-27,18S,1399.3495,2016,HLS
2016-06-28,18S,1392.122,2016,HLS
2016-06-29,18S,1384.5046,2016,HLS
2016-06-30,18S,1376.5402,2016,HLS
2016-07-01,18S,1368.2728,2016,HLS
2016-07-02,18S,1359.7482,2016,HLS
2016-07-03,18S,1351.0128,2016,HLS
2016-07-04,18S,1342.101,2016,HLS
2016-07-05,18S,1333.0646,2016,HLS
2016-07-06,18S,1323.9576,2016,HLS
2016-07-07,18S,1314.8348,2016,HLS
2016-07-08,18S,1305.7515,2016,HLS
2016-07-09,18S,1296.7648,2016,HLS
2016-07-10,18S,1287.9329,2016,HLS
2016-07-11,18S,1279.3485,2016,HLS
2016-07-12,18S,1271.0667,2016,HLS
2016-07-13,18S,1263.1428,2016,HLS
2016-07-14,18S,1255.6345,2016,HLS
2016-07-15,18S,1248.3823,2016,HLS
2016-07-16,18S,1241.4111,2016,HLS
2016-07-17,18S,1234.7461,2016,HLS
2016-07-18,18S,1228.4127,2016,HLS
2016-07-19,18S,1222.4369,2016,HLS
2016-07-20,18S,1216.831,2016,HLS
2016-07-21,18S,1211.624,2016,HLS
2016-07-22,18S,1206.6777,2016,HLS
2016-07-23,18S,1201.9939,2016,HLS
2016-07-24,18S,1197.5746,2016,HLS
2016-07-25,18S,1193.4199,2016,HLS
2016-07-26,18S,1189.5304,2016,HLS
2016-07-27,18S,1185.833,2016,HLS
2016-07-28,18S,1182.4631,2016,HLS
2016-07-29,18S,1179.3801,2016,HLS
2016-07-30,18S,1176.5433,2016,HLS
2016-07-31,18S,1173.912,2016,HLS
2016-08-01,18S,1171.4453,2016,HLS
2016-08-02,18S,1169.102,2016,HLS
2016-08-03,18S,1166.841,2016,HLS
2016-08-04,18S,1164.5916,2016,HLS
2016-08-05,18S,1162.3175,2016,HLS
2016-08-06,18S,1159.982,2016,HLS
2016-08-07,18S,1157.6106,2016,HLS
2016-08-08,18S,1155.1757,2016,HLS
2016-08-09,18S,1152.6501,2016,HLS
2016-08-10,18S,1150.0065,2016,HLS
2016-08-11,18S,1147.2177,2016,HLS
2016-08-12,18S,1144.2195,2016,HLS
2016-08-13,18S,1140.9912,2016,HLS
2016-08-14,18S,1137.5118,2016,HLS
2016-08-15,18S,1133.7601,2016,HLS
2016-08-16,18S,1129.8071,2016,HLS
2016-08-17,18S,1125.659,2016,HLS
2016-08-18,18S,1121.3073,2016,HLS
2016-08-19,18S,1116.743,2016,HLS
2016-08-20,18S,1111.9584,2016,HLS
2016-08-21,18S,1106.9727,2016,HLS
2016-08-22,18S,1101.7737,2016,HLS
2016-08-23,18S,1096.4064,2016,HLS
2016-08-24,18S,1090.8682,2016,HLS
2016-08-25,18S,1085.1581,2016,HLS
2016-08-26,18S,1079.2754,2016,HLS
2016-08-27,18S,1073.2202,2016,HLS
2016-08-28,18S,1066.8518,2016,HLS
2016-08-29,18S,1060.1974,2016,HLS
2016-08-30,18S,1053.284,2016,HLS
2016-08-31,18S,1046.1387,2016,HLS
2016-09-01,18S,1038.8048,2016,HLS
2016-09-02,18S,1031.3121,2016,HLS
2016-09-03,18S,1023.69006,2016,HLS
2016-09-04,18S,1015.9682,2016,HLS
2016-09-05,18S,1008.17615,2016,HLS
2016-09-06,18S,1000.34326,2016,HLS
2016-09-07,18S,992.49915,2016,HLS
2016-09-08,18S,984.6335,2016,HLS
2016-09-09,18S,976.7691,2016,HLS
2016-09-10,18S,968.92926,2016,HLS
2016-09-11,18S,961.1362,2016,HLS
2016-09-12,18S,953.41284,2016,HLS
2016-09-13,18S,945.78094,2016,HLS
2016-09-14,18S,938.2632,2016,HLS
2016-09-15,18S,930.8809,2016,HLS
2016-09-16,18S,923.65607,2016,HLS
2016-09-17,18S,916.6259,2016,HLS
2016-09-18,18S,909.8142,2016,HLS
2016-09-19,18S,903.24493,2016,HLS
2016-09-20,18S,896.94135,2016,HLS
2016-09-21,18S,890.9271,2016,HLS
2016-09-22,18S,885.4361,2016,HLS
2016-09-23,18S,880.4538,2016,HLS
2016-09-24,18S,875.9671,2016,HLS
2016-09-25,18S,871.7885,2016,HLS
2016-09-26,18S,867.87897,2016,HLS
2016-09-27,18S,864.1997,2016,HLS
2016-09-28,18S,860.7121,2016,HLS
2016-09-29,18S,857.2632,2016,HLS
2016-09-30,18S,853.83563,2016,HLS
2016-10-01,18S,850.4112,2016,HLS
2016-10-02,18S,847.0061,2016,HLS
2016-10-03,18S,843.6068,2016,HLS
2016-10-04,18S,840.2,2016,HLS
2016-10-05,18S,836.77167,2016,HLS
2016-10-06,18S,833.3076,2016,HLS
2016-10-07,18S,829.7935,2016,HLS
2016-10-08,18S,826.1771,2016,HLS
2016-10-09,18S,822.45013,2016,HLS
2016-10-10,18S,818.64734,2016,HLS
2016-10-11,18S,814.7665,2016,HLS
2016-10-12,18S,810.80524,2016,HLS
2016-10-13,18S,806.76074,2016,HLS
2016-10-14,18S,802.6299,2016,HLS
2016-10-15,18S,799.0823,2016,HLS
2016-10-16,18S,795.268,2016,HLS
2016-10-17,18S,791.19104,2016,HLS
2016-10-18,18S,786.8547,2016,HLS
2016-10-19,18S,782.2292,2016,HLS
2016-10-20,18S,777.3116,2016,HLS
2016-10-21,18S,772.098,2016,HLS
2016-10-22,18S,766.5838,2016,HLS
2016-10-23,18S,760.76385,2016,HLS
2016-10-24,18S,754.6322,2016,HLS
2016-10-25,18S,748.18195,2016,HLS
2016-10-26,18S,741.43,2016,HLS
2016-10-27,18S,734.4206,2016,HLS
2016-10-28,18S,727.19806,2016,HLS
2016-10-29,18S,719.80524,2016,HLS
2016-10-30,18S,712.28485,2016,HLS
2016-10-31,18S,704.6784,2016,HLS
2016-11-01,18S,697.02686,2016,HLS
2016-11-02,18S,689.4639,2016,HLS
2016-11-03,18S,682.0123,2016,HLS
2016-11-04,18S,674.6948,2016,HLS
2016-11-05,18S,667.53357,2016,HLS
2016-11-06,18S,660.5512,2016,HLS
2016-11-07,18S,653.76965,2016,HLS
2016-11-08,18S,647.2109,2016,HLS
2016-11-09,18S,640.89685,2016,HLS
2016-11-10,18S,634.8491,2016,HLS
2016-11-11,18S,629.0893,2016,HLS
2016-11-12,18S,623.6386,2016,HLS
2016-11-13,18S,618.51843,2016,HLS
2016-11-14,18S,613.7495,2016,HLS
2016-11-15,18S,609.3531,2016,HLS
2016-11-16,18S,605.3496,2016,HLS
2016-11-17,18S,601.7597,2016,HLS
2016-11-18,18S,598.60394,2016,HLS
2016-11-19,18S,595.9024,2016,HLS
2016-11-20,18S,593.42566,2016,HLS
2016-11-21,18S,591.15344,2016,HLS
2016-11-22,18S,589.064,2016,HLS
2016-11-23,18S,587.13403,2016,HLS
2016-11-24,18S,585.3388,2016,HLS
2016-11-25,18S,583.68396,2016,HLS
2016-11-26,18S,582.1361,2016,HLS
2016-11-27,18S,580.79645,2016,HLS
2016-11-28,18S,579.65076,2016,HLS
2016-11-29,18S,578.6845,2016,HLS
2016-11-30,18S,577.8827,2016,HLS
2016-12-01,18S,577.2294,2016,HLS
2016-12-02,18S,576.7083,2016,HLS
2016-12-03,18S,576.3027,2016,HLS
2016-12-04,18S,575.9952,2016,HLS
2016-12-05,18S,575.7677,2016,HLS
2016-12-06,18S,575.6464,2016,HLS
2016-12-07,18S,575.61926,2016,HLS
2016-12-08,18S,575.6742,2016,HLS
2016-12-09,18S,575.79865,2016,HLS
2016-12-10,18S,575.9797,2016,HLS
2016-12-11,18S,576.2043,2016,HLS
2016-12-12,18S,576.4587,2016,HLS
2016-12-13,18S,575.91437,2016,HLS
2016-12-14,18S,575.2795,2016,HLS
2016-12-15,18S,574.5417,2016,HLS
2016-12-16,18S,573.6883,2016,HLS
2016-12-17,18S,572.70654,2016,HLS
2016-12-18,18S,571.5837,2016,HLS
2016-12-19,18S,570.3067,2016,HLS
2016-12-20,18S,568.8624,2016,HLS
2016-12-21,18S,567.23785,2016,HLS
2016-12-22,18S,565.428,2016,HLS
2016-12-23,18S,563.41797,2016,HLS
2016-12-24,18S,561.36346,2016,HLS
2016-12-25,18S,559.2769,2016,HLS
2016-12-26,18S,557.1716,2016,HLS
2016-12-27,18S,555.0616,2016,HLS
2016-12-28,18S,552.962,2016,HLS
2016-12-29,18S,550.8884,2016,HLS
2016-12-30,18S,548.8577,2016,HLS
2016-12-31,18S,546.77655,2016,HLS
2017-01-01,18S,544.351,2017,HLS
2017-01-02,18S,542.02606,2017,HLS
2017-01-03,18S,539.6509,2017,HLS
2017-01-04,18S,537.22766,2017,HLS
2017-01-05,18S,534.7587,2017,HLS
2017-01-06,18S,532.24664,2017,HLS
