date,Pasture,Biomass_kg_ha_std,Year,Source
2000-08-04,19NW,256.5449,2000,LMF
2000-08-05,19NW,256.4259,2000,LMF
2000-08-06,19NW,256.05035,2000,LMF
2000-08-07,19NW,255.34514,2000,LMF
2000-08-08,19NW,254.38213,2000,LMF
2000-08-09,19NW,253.17288,2000,LMF
2000-08-10,19NW,251.54817,2000,LMF
2000-08-11,19NW,249.23534,2000,LMF
2000-08-12,19NW,246.40248,2000,LMF
2000-08-13,19NW,243.21777,2000,LMF
2000-08-14,19NW,239.7926,2000,LMF
2000-08-15,19NW,236.09833,2000,LMF
2000-08-16,19NW,232.22156,2000,LMF
2000-08-17,19NW,228.22348,2000,LMF
2000-08-18,19NW,224.28474,2000,LMF
2000-08-19,19NW,220.24654,2000,LMF
2000-08-20,19NW,216.22484,2000,LMF
2000-08-21,19NW,212.21362,2000,LMF
2000-08-22,19NW,208.16902,2000,LMF
2000-08-23,19NW,204.0659,2000,LMF
2000-08-24,19NW,200.20158,2000,LMF
2000-08-25,19NW,196.69821,2000,LMF
2000-08-26,19NW,193.56207,2000,LMF
2000-08-27,19NW,190.7519,2000,LMF
2000-08-28,19NW,188.29085,2000,LMF
2000-08-29,19NW,186.30095,2000,LMF
2000-08-30,19NW,184.76648,2000,LMF
2000-08-31,19NW,183.73288,2000,LMF
2000-09-01,19NW,183.2518,2000,LMF
2000-09-02,19NW,183.19891,2000,LMF
2000-09-03,19NW,183.62538,2000,LMF
2000-09-04,19NW,184.6286,2000,LMF
2000-09-05,19NW,186.33609,2000,LMF
2000-09-06,19NW,188.78098,2000,LMF
2000-09-07,19NW,192.17319,2000,LMF
2000-09-08,19NW,196.58621,2000,LMF
2000-09-09,19NW,202.0966,2000,LMF
2000-09-10,19NW,208.81958,2000,LMF
2000-09-11,19NW,216.8476,2000,LMF
2000-09-12,19NW,226.165,2000,LMF
2000-09-13,19NW,236.74803,2000,LMF
2000-09-14,19NW,248.46725,2000,LMF
2000-09-15,19NW,261.32837,2000,LMF
2000-09-16,19NW,275.3311,2000,LMF
2000-09-17,19NW,289.94653,2000,LMF
2000-09-18,19NW,305.31317,2000,LMF
2000-09-19,19NW,321.43124,2000,LMF
2000-09-20,19NW,337.99188,2000,LMF
2000-09-21,19NW,354.85986,2000,LMF
2000-09-22,19NW,371.79694,2000,LMF
2000-09-23,19NW,388.48123,2000,LMF
2000-09-24,19NW,404.63516,2000,LMF
2000-09-25,19NW,419.91098,2000,LMF
2000-09-26,19NW,434.15814,2000,LMF
2000-09-27,19NW,446.9979,2000,LMF
2000-09-28,19NW,458.09024,2000,LMF
2000-09-29,19NW,467.04,2000,LMF
2000-09-30,19NW,473.59824,2000,LMF
2000-10-01,19NW,477.74832,2000,LMF
2000-10-02,19NW,479.58936,2000,LMF
2000-10-03,19NW,479.0734,2000,LMF
2000-10-04,19NW,476.34918,2000,LMF
2000-10-05,19NW,471.5604,2000,LMF
2000-10-06,19NW,464.73886,2000,LMF
2000-10-07,19NW,456.1374,2000,LMF
2000-10-08,19NW,446.05692,2000,LMF
2000-10-09,19NW,434.9513,2000,LMF
2000-10-10,19NW,423.30594,2000,LMF
2000-10-11,19NW,411.33405,2000,LMF
2000-10-12,19NW,399.12033,2000,LMF
2000-10-13,19NW,386.71106,2000,LMF
2000-10-14,19NW,374.2405,2000,LMF
2000-10-15,19NW,361.9215,2000,LMF
2000-10-16,19NW,350.02176,2000,LMF
2000-10-17,19NW,338.61768,2000,LMF
2000-10-18,19NW,328.08307,2000,LMF
2000-10-19,19NW,318.52872,2000,LMF
2000-10-20,19NW,310.07425,2000,LMF
2000-10-21,19NW,302.85315,2000,LMF
2000-10-22,19NW,296.8459,2000,LMF
2000-10-23,19NW,292.04544,2000,LMF
2000-10-24,19NW,288.39468,2000,LMF
2000-10-25,19NW,285.8089,2000,LMF
2000-10-26,19NW,284.19983,2000,LMF
2000-10-27,19NW,283.06876,2000,LMF
2000-10-28,19NW,282.29956,2000,LMF
2000-10-29,19NW,281.7643,2000,LMF
2000-10-30,19NW,281.35812,2000,LMF
2000-10-31,19NW,280.94525,2000,LMF
2000-11-01,19NW,280.41403,2000,LMF
2000-11-02,19NW,279.69693,2000,LMF
2000-11-03,19NW,278.89926,2000,LMF
2000-11-04,19NW,278.14258,2000,LMF
2000-11-05,19NW,277.59183,2000,LMF
2000-11-06,19NW,277.4553,2000,LMF
2000-11-07,19NW,277.8317,2000,LMF
2000-11-08,19NW,278.80667,2000,LMF
2000-11-09,19NW,280.3974,2000,LMF
2000-11-10,19NW,281.4995,2000,LMF
2000-11-11,19NW,284.67175,2000,LMF
2000-11-12,19NW,288.6838,2000,LMF
2000-11-13,19NW,293.13986,2000,LMF
2000-11-14,19NW,297.89337,2000,LMF
2000-11-15,19NW,302.98413,2000,LMF
2000-11-16,19NW,308.3906,2000,LMF
2000-11-17,19NW,314.04462,2000,LMF
2000-11-18,19NW,319.91812,2000,LMF
2000-11-19,19NW,327.18796,2000,LMF
2000-11-20,19NW,333.3877,2000,LMF
2000-11-21,19NW,339.63242,2000,LMF
2000-11-22,19NW,345.8782,2000,LMF
2000-11-23,19NW,352.1353,2000,LMF
2000-11-24,19NW,358.3479,2000,LMF
2000-11-25,19NW,364.5278,2000,LMF
2000-11-26,19NW,370.5327,2000,LMF
2000-11-27,19NW,376.489,2000,LMF
2000-11-28,19NW,382.37653,2000,LMF
2000-11-29,19NW,388.20282,2000,LMF
2000-11-30,19NW,394.1115,2000,LMF
2000-12-01,19NW,400.04935,2000,LMF
2000-12-02,19NW,405.73328,2000,LMF
2000-12-03,19NW,411.25717,2000,LMF
2000-12-04,19NW,416.7209,2000,LMF
2000-12-05,19NW,422.14462,2000,LMF
2000-12-06,19NW,427.565,2000,LMF
2000-12-07,19NW,433.03647,2000,LMF
2000-12-08,19NW,438.59442,2000,LMF
2000-12-09,19NW,441.70087,2000,LMF
2000-12-10,19NW,444.89053,2000,LMF
2000-12-11,19NW,448.18372,2000,LMF
2000-12-12,19NW,451.58975,2000,LMF
2000-12-13,19NW,455.10745,2000,LMF
2000-12-14,19NW,458.7266,2000,LMF
2000-12-15,19NW,462.42926,2000,LMF
2000-12-16,19NW,466.19174,2000,LMF
2000-12-17,19NW,469.98645,2000,LMF
2000-12-18,19NW,473.78427,2000,LMF
2000-12-19,19NW,477.5572,2000,LMF
2000-12-20,19NW,481.28073,2000,LMF
2000-12-21,19NW,484.93723,2000,LMF
2000-12-22,19NW,488.5186,2000,LMF
2000-12-23,19NW,492.0298,2000,LMF
2000-12-24,19NW,495.49237,2000,LMF
2000-12-25,19NW,498.9482,2000,LMF
2000-12-26,19NW,502.46323,2000,LMF
2000-12-27,19NW,506.13153,2000,LMF
2000-12-28,19NW,510.07938,2000,LMF
2000-12-29,19NW,514.4686,2000,LMF
2000-12-30,19NW,519.5003,2000,LMF
2001-01-01,19NW,511.73373,2001,LMF
2001-01-02,19NW,507.7834,2001,LMF
2001-01-03,19NW,504.01218,2001,LMF
2001-01-04,19NW,500.2147,2001,LMF
2001-01-05,19NW,496.23312,2001,LMF
2001-01-06,19NW,491.9523,2001,LMF
2001-01-07,19NW,487.2946,2001,LMF
2001-01-08,19NW,482.21494,2001,LMF
2001-01-09,19NW,476.69684,2001,LMF
2001-01-10,19NW,470.74774,2001,LMF
2001-01-11,19NW,464.39587,2001,LMF
2001-01-12,19NW,457.6869,2001,LMF
2001-01-13,19NW,450.68082,2001,LMF
2001-01-14,19NW,443.4495,2001,LMF
2001-01-15,19NW,436.07413,2001,LMF
2001-01-16,19NW,428.64255,2001,LMF
2001-01-17,19NW,421.24704,2001,LMF
2001-01-18,19NW,413.9818,2001,LMF
2001-01-19,19NW,406.94022,2001,LMF
2001-01-20,19NW,400.2124,2001,LMF
2001-01-21,19NW,393.8826,2001,LMF
2001-01-22,19NW,388.0263,2001,LMF
2001-01-23,19NW,382.7081,2001,LMF
2001-01-24,19NW,377.9411,2001,LMF
2001-01-25,19NW,373.82025,2001,LMF
2001-01-26,19NW,370.45447,2001,LMF
2001-01-27,19NW,367.72604,2001,LMF
2001-01-28,19NW,365.74677,2001,LMF
2001-01-29,19NW,364.47354,2001,LMF
2001-01-30,19NW,363.65872,2001,LMF
2001-01-31,19NW,363.31412,2001,LMF
2001-02-01,19NW,363.38443,2001,LMF
2001-02-02,19NW,363.78116,2001,LMF
2001-02-03,19NW,364.38016,2001,LMF
2001-02-04,19NW,365.0509,2001,LMF
2001-02-05,19NW,365.55643,2001,LMF
2001-02-06,19NW,365.70557,2001,LMF
2001-02-07,19NW,365.26202,2001,LMF
2001-02-08,19NW,364.1199,2001,LMF
2001-02-09,19NW,362.09506,2001,LMF
2001-02-10,19NW,358.8966,2001,LMF
2001-02-11,19NW,354.6895,2001,LMF
2001-02-12,19NW,349.5181,2001,LMF
2001-02-13,19NW,343.52237,2001,LMF
2001-02-14,19NW,336.87665,2001,LMF
2001-02-15,19NW,329.75363,2001,LMF
2001-02-16,19NW,322.54572,2001,LMF
2001-02-17,19NW,315.40643,2001,LMF
2001-02-18,19NW,308.49234,2001,LMF
2001-02-19,19NW,302.07462,2001,LMF
2001-02-20,19NW,296.29922,2001,LMF
2001-02-21,19NW,291.23438,2001,LMF
2001-02-22,19NW,287.14017,2001,LMF
2001-02-23,19NW,284.1154,2001,LMF
2001-02-24,19NW,282.3243,2001,LMF
2001-02-25,19NW,281.96027,2001,LMF
2001-02-26,19NW,282.9908,2001,LMF
2001-02-27,19NW,285.38315,2001,LMF
2001-02-28,19NW,289.0611,2001,LMF
2001-03-01,19NW,293.8853,2001,LMF
2001-03-02,19NW,299.51764,2001,LMF
2001-03-03,19NW,305.67755,2001,LMF
2001-03-04,19NW,312.07312,2001,LMF
2001-03-05,19NW,318.45822,2001,LMF
2001-03-06,19NW,324.56693,2001,LMF
2001-03-07,19NW,330.16815,2001,LMF
2001-03-08,19NW,335.1138,2001,LMF
2001-03-09,19NW,339.22934,2001,LMF
2001-03-10,19NW,342.35132,2001,LMF
2001-03-11,19NW,344.3723,2001,LMF
2001-03-12,19NW,345.02,2001,LMF
2001-03-13,19NW,344.29272,2001,LMF
2001-03-14,19NW,342.3008,2001,LMF
2001-03-15,19NW,339.15445,2001,LMF
2001-03-16,19NW,335.2278,2001,LMF
2001-03-17,19NW,330.6753,2001,LMF
2001-03-18,19NW,325.62012,2001,LMF
2001-03-19,19NW,320.07825,2001,LMF
2001-03-20,19NW,314.21503,2001,LMF
2001-03-21,19NW,308.00134,2001,LMF
2001-03-22,19NW,301.3405,2001,LMF
2001-03-23,19NW,294.3106,2001,LMF
2001-03-24,19NW,286.98834,2001,LMF
2001-03-25,19NW,279.33575,2001,LMF
2001-03-26,19NW,271.31943,2001,LMF
2001-03-27,19NW,263.0344,2001,LMF
2001-03-28,19NW,254.61334,2001,LMF
2001-03-29,19NW,246.16533,2001,LMF
2001-03-30,19NW,237.79073,2001,LMF
2001-03-31,19NW,229.49275,2001,LMF
2001-04-01,19NW,221.32797,2001,LMF
2001-04-02,19NW,213.33055,2001,LMF
2001-04-03,19NW,205.59988,2001,LMF
2001-04-04,19NW,198.27155,2001,LMF
2001-04-05,19NW,191.32675,2001,LMF
2001-04-06,19NW,184.84975,2001,LMF
2001-04-07,19NW,178.97911,2001,LMF
2001-04-08,19NW,173.71796,2001,LMF
2001-04-09,19NW,169.25304,2001,LMF
2001-04-10,19NW,165.5586,2001,LMF
2001-04-11,19NW,162.50351,2001,LMF
2001-04-12,19NW,160.08951,2001,LMF
2001-04-13,19NW,158.2196,2001,LMF
2001-04-14,19NW,156.79977,2001,LMF
2001-04-15,19NW,155.61337,2001,LMF
2001-04-16,19NW,154.60544,2001,LMF
2001-04-17,19NW,153.77771,2001,LMF
2001-04-18,19NW,153.10495,2001,LMF
2001-04-19,19NW,152.471,2001,LMF
2001-04-20,19NW,151.80078,2001,LMF
2001-04-21,19NW,151.16362,2001,LMF
2001-04-22,19NW,150.53027,2001,LMF
2001-04-23,19NW,149.8907,2001,LMF
2001-04-24,19NW,149.27768,2001,LMF
2001-04-25,19NW,148.60805,2001,LMF
2001-04-26,19NW,147.93674,2001,LMF
2001-04-27,19NW,147.27666,2001,LMF
2001-04-28,19NW,146.58711,2001,LMF
2001-04-29,19NW,145.98935,2001,LMF
2001-04-30,19NW,145.38237,2001,LMF
2001-05-01,19NW,144.71733,2001,LMF
2001-05-02,19NW,144.01976,2001,LMF
2001-05-03,19NW,143.38531,2001,LMF
2001-05-04,19NW,142.76265,2001,LMF
2001-05-05,19NW,142.13708,2001,LMF
2001-05-06,19NW,141.63388,2001,LMF
2001-05-07,19NW,141.3156,2001,LMF
2001-05-08,19NW,141.20486,2001,LMF
2001-05-09,19NW,141.31447,2001,LMF
2001-05-10,19NW,141.74289,2001,LMF
2001-05-11,19NW,142.53578,2001,LMF
2001-05-12,19NW,143.63733,2001,LMF
2001-05-13,19NW,144.99217,2001,LMF
2001-05-14,19NW,146.51752,2001,LMF
2001-05-15,19NW,148.06624,2001,LMF
2001-05-16,19NW,149.54312,2001,LMF
2001-05-17,19NW,150.91026,2001,LMF
2001-05-18,19NW,152.19888,2001,LMF
2001-05-19,19NW,153.5265,2001,LMF
2001-05-20,19NW,154.7545,2001,LMF
2001-05-21,19NW,155.94228,2001,LMF
2001-05-22,19NW,157.10103,2001,LMF
2001-05-23,19NW,158.37482,2001,LMF
2001-05-24,19NW,159.7955,2001,LMF
2001-05-25,19NW,161.37737,2001,LMF
2001-05-26,19NW,162.99445,2001,LMF
2001-05-27,19NW,164.59538,2001,LMF
2001-05-28,19NW,166.21562,2001,LMF
2001-05-29,19NW,167.74953,2001,LMF
2001-05-30,19NW,169.18073,2001,LMF
2001-05-31,19NW,170.56099,2001,LMF
2001-06-01,19NW,171.82138,2001,LMF
2001-06-02,19NW,172.90419,2001,LMF
2001-06-03,19NW,173.79265,2001,LMF
2001-06-04,19NW,174.50372,2001,LMF
2001-06-05,19NW,175.00258,2001,LMF
2001-06-06,19NW,175.28268,2001,LMF
2001-06-07,19NW,175.31673,2001,LMF
2001-06-08,19NW,174.80205,2001,LMF
2001-06-09,19NW,173.80574,2001,LMF
2001-06-10,19NW,172.42941,2001,LMF
2001-06-11,19NW,170.81938,2001,LMF
2001-06-12,19NW,169.07932,2001,LMF
2001-06-13,19NW,167.20229,2001,LMF
2001-06-14,19NW,165.28023,2001,LMF
2001-06-15,19NW,163.4227,2001,LMF
2001-06-16,19NW,161.78883,2001,LMF
2001-06-17,19NW,160.44508,2001,LMF
2001-06-18,19NW,159.50137,2001,LMF
2001-06-19,19NW,159.11324,2001,LMF
2001-06-20,19NW,159.31836,2001,LMF
2001-06-21,19NW,160.05276,2001,LMF
2001-06-22,19NW,161.19095,2001,LMF
2001-06-23,19NW,162.65843,2001,LMF
2001-06-24,19NW,164.3371,2001,LMF
2001-06-25,19NW,166.09291,2001,LMF
2001-06-26,19NW,167.79938,2001,LMF
2001-06-27,19NW,169.33257,2001,LMF
2001-06-28,19NW,170.61566,2001,LMF
2001-06-29,19NW,171.72403,2001,LMF
2001-06-30,19NW,172.74191,2001,LMF
2001-07-01,19NW,173.74413,2001,LMF
2001-07-02,19NW,174.77591,2001,LMF
2001-07-03,19NW,175.80655,2001,LMF
2001-07-04,19NW,176.96501,2001,LMF
2001-07-05,19NW,178.28442,2001,LMF
2001-07-06,19NW,179.83377,2001,LMF
2001-07-07,19NW,181.55386,2001,LMF
2001-07-08,19NW,183.35718,2001,LMF
2001-07-09,19NW,185.18875,2001,LMF
2001-07-10,19NW,187.04047,2001,LMF
2001-07-11,19NW,188.92418,2001,LMF
2001-07-12,19NW,190.80014,2001,LMF
2001-07-13,19NW,192.67784,2001,LMF
2001-07-14,19NW,194.51215,2001,LMF
2001-07-15,19NW,196.21179,2001,LMF
2001-07-16,19NW,197.7671,2001,LMF
2001-07-17,19NW,199.15013,2001,LMF
2001-07-18,19NW,200.33426,2001,LMF
2001-07-19,19NW,201.22357,2001,LMF
2001-07-20,19NW,201.80188,2001,LMF
2001-07-21,19NW,202.06087,2001,LMF
2001-07-22,19NW,202.01596,2001,LMF
2001-07-23,19NW,201.93279,2001,LMF
2001-07-24,19NW,201.83398,2001,LMF
2001-07-25,19NW,201.748,2001,LMF
2001-07-26,19NW,201.67865,2001,LMF
2001-07-27,19NW,201.70949,2001,LMF
2001-07-28,19NW,201.93443,2001,LMF
2001-07-29,19NW,202.4112,2001,LMF
2001-07-30,19NW,203.12582,2001,LMF
2001-07-31,19NW,204.09265,2001,LMF
2001-08-01,19NW,205.35542,2001,LMF
2001-08-02,19NW,206.79935,2001,LMF
2001-08-03,19NW,208.36853,2001,LMF
2001-08-04,19NW,210.0286,2001,LMF
2001-08-05,19NW,211.74527,2001,LMF
2001-08-06,19NW,213.50903,2001,LMF
2001-08-07,19NW,215.2494,2001,LMF
2001-08-08,19NW,216.8997,2001,LMF
2001-08-09,19NW,218.49683,2001,LMF
2001-08-10,19NW,220.05344,2001,LMF
2001-08-11,19NW,221.61879,2001,LMF
2001-08-12,19NW,223.18707,2001,LMF
2001-08-13,19NW,224.69725,2001,LMF
2001-08-14,19NW,226.12047,2001,LMF
2001-08-15,19NW,227.41994,2001,LMF
2001-08-16,19NW,228.59286,2001,LMF
2001-08-17,19NW,229.58815,2001,LMF
2001-08-18,19NW,230.37573,2001,LMF
2001-08-19,19NW,230.9006,2001,LMF
2001-08-20,19NW,231.14316,2001,LMF
2001-08-21,19NW,231.10321,2001,LMF
2001-08-22,19NW,230.83017,2001,LMF
2001-08-23,19NW,230.38065,2001,LMF
2001-08-24,19NW,229.81165,2001,LMF
2001-08-25,19NW,229.18411,2001,LMF
2001-08-26,19NW,228.53401,2001,LMF
2001-08-27,19NW,227.86598,2001,LMF
2001-08-28,19NW,227.2091,2001,LMF
2001-08-29,19NW,226.65155,2001,LMF
2001-08-30,19NW,226.1892,2001,LMF
2001-08-31,19NW,225.84375,2001,LMF
2001-09-01,19NW,225.63268,2001,LMF
2001-09-02,19NW,225.65291,2001,LMF
2001-09-03,19NW,225.86049,2001,LMF
2001-09-04,19NW,226.3047,2001,LMF
2001-09-05,19NW,226.99377,2001,LMF
2001-09-06,19NW,227.9355,2001,LMF
2001-09-07,19NW,229.1645,2001,LMF
2001-09-08,19NW,230.64384,2001,LMF
2001-09-09,19NW,232.3914,2001,LMF
2001-09-10,19NW,234.35074,2001,LMF
2001-09-11,19NW,236.4855,2001,LMF
2001-09-12,19NW,238.75116,2001,LMF
2001-09-13,19NW,241.12073,2001,LMF
2001-09-14,19NW,243.5177,2001,LMF
2001-09-15,19NW,245.8576,2001,LMF
2001-09-16,19NW,248.11359,2001,LMF
2001-09-17,19NW,250.23422,2001,LMF
2001-09-18,19NW,252.22055,2001,LMF
2001-09-19,19NW,253.98941,2001,LMF
2001-09-20,19NW,255.54387,2001,LMF
2001-09-21,19NW,256.86624,2001,LMF
2001-09-22,19NW,257.92438,2001,LMF
2001-09-23,19NW,258.63126,2001,LMF
2001-09-24,19NW,259.1027,2001,LMF
2001-09-25,19NW,259.3451,2001,LMF
2001-09-26,19NW,259.37448,2001,LMF
2001-09-27,19NW,259.25113,2001,LMF
2001-09-28,19NW,259.033,2001,LMF
2001-09-29,19NW,258.75375,2001,LMF
2001-09-30,19NW,258.3668,2001,LMF
2001-10-01,19NW,257.9341,2001,LMF
2001-10-02,19NW,257.54434,2001,LMF
2001-10-03,19NW,257.25342,2001,LMF
2001-10-04,19NW,257.21054,2001,LMF
2001-10-05,19NW,257.4594,2001,LMF
2001-10-06,19NW,258.0123,2001,LMF
2001-10-07,19NW,258.86804,2001,LMF
2001-10-08,19NW,260.08386,2001,LMF
2001-10-09,19NW,261.53076,2001,LMF
2001-10-10,19NW,263.08704,2001,LMF
2001-10-11,19NW,264.60767,2001,LMF
2001-10-12,19NW,266.03165,2001,LMF
2001-10-13,19NW,267.39835,2001,LMF
2001-10-14,19NW,268.68103,2001,LMF
2001-10-15,19NW,269.91293,2001,LMF
2001-10-16,19NW,271.18954,2001,LMF
2001-10-17,19NW,272.54108,2001,LMF
2001-10-18,19NW,274.07858,2001,LMF
2001-10-19,19NW,275.76157,2001,LMF
2001-10-20,19NW,277.52997,2001,LMF
2001-10-21,19NW,279.38843,2001,LMF
2001-10-22,19NW,281.31934,2001,LMF
2001-10-23,19NW,283.256,2001,LMF
2001-10-24,19NW,285.1839,2001,LMF
2001-10-25,19NW,286.94873,2001,LMF
2001-10-26,19NW,288.4908,2001,LMF
2001-10-27,19NW,289.80505,2001,LMF
2001-10-28,19NW,290.95813,2001,LMF
2001-10-29,19NW,291.80203,2001,LMF
2001-10-30,19NW,292.1975,2001,LMF
2001-10-31,19NW,292.1693,2001,LMF
2001-11-01,19NW,291.7867,2001,LMF
2001-11-02,19NW,291.01794,2001,LMF
2001-11-03,19NW,289.8915,2001,LMF
2001-11-04,19NW,288.57962,2001,LMF
2001-11-05,19NW,287.08206,2001,LMF
2001-11-06,19NW,285.60754,2001,LMF
2001-11-07,19NW,284.37335,2001,LMF
2001-11-08,19NW,283.4176,2001,LMF
2001-11-09,19NW,282.79315,2001,LMF
2001-11-10,19NW,282.5358,2001,LMF
2001-11-11,19NW,282.66742,2001,LMF
2001-11-12,19NW,283.16498,2001,LMF
2001-11-13,19NW,284.0039,2001,LMF
2001-11-14,19NW,285.22592,2001,LMF
2001-11-15,19NW,286.8106,2001,LMF
2001-11-16,19NW,288.6524,2001,LMF
2001-11-17,19NW,290.7386,2001,LMF
2001-11-18,19NW,292.74298,2001,LMF
2001-11-19,19NW,294.46667,2001,LMF
2001-11-20,19NW,295.91144,2001,LMF
2001-11-21,19NW,296.93564,2001,LMF
2001-11-22,19NW,297.3654,2001,LMF
2001-11-23,19NW,297.19556,2001,LMF
2001-11-24,19NW,296.47046,2001,LMF
2001-11-25,19NW,295.4139,2001,LMF
2001-11-26,19NW,294.4673,2001,LMF
2001-11-27,19NW,293.7348,2001,LMF
2001-11-28,19NW,293.40604,2001,LMF
2001-11-29,19NW,293.61157,2001,LMF
2001-11-30,19NW,294.4352,2001,LMF
2001-12-01,19NW,295.93854,2001,LMF
2001-12-02,19NW,298.181,2001,LMF
2001-12-03,19NW,301.24246,2001,LMF
2001-12-04,19NW,305.19336,2001,LMF
2001-12-05,19NW,310.01108,2001,LMF
2001-12-06,19NW,315.63278,2001,LMF
2001-12-07,19NW,322.00107,2001,LMF
2001-12-08,19NW,329.01126,2001,LMF
2001-12-09,19NW,336.6273,2001,LMF
2001-12-10,19NW,346.229,2001,LMF
2001-12-11,19NW,356.79797,2001,LMF
2001-12-12,19NW,368.0795,2001,LMF
2001-12-13,19NW,379.79208,2001,LMF
2001-12-14,19NW,391.64,2001,LMF
2001-12-15,19NW,403.32376,2001,LMF
2001-12-16,19NW,414.5482,2001,LMF
2001-12-17,19NW,425.02893,2001,LMF
2001-12-18,19NW,432.68646,2001,LMF
2001-12-19,19NW,440.89957,2001,LMF
2001-12-20,19NW,447.62985,2001,LMF
2001-12-21,19NW,452.6864,2001,LMF
2001-12-22,19NW,455.91687,2001,LMF
2001-12-23,19NW,457.21735,2001,LMF
2001-12-24,19NW,456.545,2001,LMF
2001-12-25,19NW,453.93643,2001,LMF
2001-12-26,19NW,449.5319,2001,LMF
2001-12-27,19NW,443.60837,2001,LMF
2001-12-28,19NW,438.44638,2001,LMF
2001-12-29,19NW,431.07492,2001,LMF
2001-12-30,19NW,424.2975,2001,LMF
2001-12-31,19NW,419.43283,2001,LMF
2002-01-01,19NW,421.26254,2002,LMF
2002-01-02,19NW,406.3374,2002,LMF
2002-01-03,19NW,388.004,2002,LMF
2002-01-04,19NW,372.3399,2002,LMF
2002-01-05,19NW,359.07147,2002,LMF
2002-01-06,19NW,347.9139,2002,LMF
2002-01-07,19NW,338.58054,2002,LMF
2002-01-08,19NW,330.79196,2002,LMF
2002-01-09,19NW,324.28467,2002,LMF
2002-01-10,19NW,318.81738,2002,LMF
2002-01-11,19NW,314.1759,2002,LMF
2002-01-12,19NW,310.1755,2002,LMF
2002-01-13,19NW,306.66116,2002,LMF
2002-01-14,19NW,303.50717,2002,LMF
2002-01-15,19NW,300.61453,2002,LMF
2002-01-16,19NW,297.90854,2002,LMF
2002-01-17,19NW,295.3355,2002,LMF
2002-01-18,19NW,292.85962,2002,LMF
2002-01-19,19NW,290.4594,2002,LMF
2002-01-20,19NW,288.12488,2002,LMF
2002-01-21,19NW,285.85422,2002,LMF
2002-01-22,19NW,283.65106,2002,LMF
2002-01-23,19NW,281.52206,2002,LMF
2002-01-24,19NW,279.83237,2002,LMF
2002-01-25,19NW,278.22388,2002,LMF
2002-01-26,19NW,276.5735,2002,LMF
2002-01-27,19NW,274.8677,2002,LMF
2002-01-28,19NW,273.10947,2002,LMF
2002-01-29,19NW,271.24347,2002,LMF
2002-01-30,19NW,269.21024,2002,LMF
2002-01-31,19NW,266.9662,2002,LMF
2002-02-01,19NW,264.49188,2002,LMF
2002-02-02,19NW,261.75275,2002,LMF
2002-02-03,19NW,258.71454,2002,LMF
2002-02-04,19NW,255.39085,2002,LMF
2002-02-05,19NW,251.90948,2002,LMF
2002-02-06,19NW,248.39975,2002,LMF
2002-02-07,19NW,244.808,2002,LMF
2002-02-08,19NW,241.2383,2002,LMF
2002-02-09,19NW,237.78787,2002,LMF
2002-02-10,19NW,234.58522,2002,LMF
2002-02-11,19NW,231.77774,2002,LMF
2002-02-12,19NW,229.51189,2002,LMF
2002-02-13,19NW,227.86346,2002,LMF
2002-02-14,19NW,226.83365,2002,LMF
2002-02-15,19NW,226.4731,2002,LMF
2002-02-16,19NW,226.70287,2002,LMF
2002-02-17,19NW,227.48555,2002,LMF
2002-02-18,19NW,228.91554,2002,LMF
2002-02-19,19NW,230.9945,2002,LMF
2002-02-20,19NW,233.56122,2002,LMF
2002-02-21,19NW,236.48349,2002,LMF
2002-02-22,19NW,239.73753,2002,LMF
2002-02-23,19NW,243.2447,2002,LMF
2002-02-24,19NW,246.86748,2002,LMF
2002-02-25,19NW,250.49019,2002,LMF
2002-02-26,19NW,254.01144,2002,LMF
2002-02-27,19NW,257.3127,2002,LMF
2002-02-28,19NW,260.3807,2002,LMF
2002-03-01,19NW,262.96317,2002,LMF
2002-03-02,19NW,265.0431,2002,LMF
2002-03-03,19NW,266.58154,2002,LMF
2002-03-04,19NW,267.59082,2002,LMF
2002-03-05,19NW,268.0838,2002,LMF
2002-03-06,19NW,268.09537,2002,LMF
2002-03-07,19NW,267.67813,2002,LMF
2002-03-08,19NW,266.79947,2002,LMF
2002-03-09,19NW,265.60266,2002,LMF
2002-03-10,19NW,264.03564,2002,LMF
2002-03-11,19NW,261.78403,2002,LMF
2002-03-12,19NW,259.05444,2002,LMF
2002-03-13,19NW,255.89734,2002,LMF
2002-03-14,19NW,252.38533,2002,LMF
2002-03-15,19NW,248.58592,2002,LMF
2002-03-16,19NW,244.53249,2002,LMF
2002-03-17,19NW,240.26224,2002,LMF
2002-03-18,19NW,235.83124,2002,LMF
2002-03-19,19NW,231.2442,2002,LMF
2002-03-20,19NW,226.43437,2002,LMF
2002-03-21,19NW,221.40962,2002,LMF
2002-03-22,19NW,216.29028,2002,LMF
2002-03-23,19NW,211.2773,2002,LMF
2002-03-24,19NW,206.48964,2002,LMF
2002-03-25,19NW,201.97256,2002,LMF
2002-03-26,19NW,197.72745,2002,LMF
2002-03-27,19NW,193.72557,2002,LMF
2002-03-28,19NW,189.98874,2002,LMF
2002-03-29,19NW,186.54634,2002,LMF
2002-03-30,19NW,183.41609,2002,LMF
2002-03-31,19NW,180.59477,2002,LMF
2002-04-01,19NW,178.07411,2002,LMF
2002-04-02,19NW,175.908,2002,LMF
2002-04-03,19NW,174.06705,2002,LMF
2002-04-04,19NW,172.43123,2002,LMF
